,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Gillian's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,"Aviv, Rachel",0374600848,9780374600846,0374600848,288        pp,4.13,"10,107","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Hardcover,view,/book/show/59808605-strangers-to-ourselves
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They: A Sequence of Unease,"Dick, Kay",,,,94        pp,3.38,"4,011",1977,1977,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Hardcover,view,/book/show/1714747.They
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding the Mother Tree: Discovering the Wisdom of the Forest,"Simard, Suzanne*",052565609X,9780525656098,052565609X,348        pp,4.23,"12,658","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/54976983-finding-the-mother-tree
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Emily Wilde's Encyclopaedia of Faeries        (Emily Wilde, #1)","Fawcett, Heather*",059350013X,9780593500132,059350013X,317        pp,4.05,"79,483","Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Hardcover,view,/book/show/60657589-emily-wilde-s-encyclopaedia-of-faeries
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girlhood,"Febos, Melissa*",1635572525,9781635572520,1635572525,320        pp,4.25,"9,822","Mar 30, 2021","Mar 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Hardcover,view,/book/show/53138199-girlhood
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exhalation,"Chiang, Ted",,,,368        pp,4.28,"91,570","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Kindle Edition,view,/book/show/41160292-exhalation
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Distance,"Diaz, Hernan*",1566894883,9781566894883,1566894883,256        pp,4.12,"17,124","Oct 03, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Paperback,view,/book/show/34381330-in-the-distance
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mother: A Novel by Yvvette Edwards        (2016-05-10),"Edwards, Yvvette*",,,B01JXPV5VK,0        pp,3.97,"17,051",1906,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/142084504-the-mother
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Most Fun We Ever Had,"Lombardo, Claire*",0385544251,9780385544252,0385544251,532        pp,3.95,"78,998","Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/41880044-the-most-fun-we-ever-had
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness Falls,"Kim, Angie*",0593448200,9780593448205,0593448200,387        pp,3.76,"47,024","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/75495002-happiness-falls
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties","O'Neill, Tom",0316477575,9780316477574,B07K6J273Q,504        pp,4.03,"19,066","Jun 25, 2019","Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Kindle Edition,view,/book/show/43015073-chaos
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ascension,"Binge, Nicholas*",0593539583,9780593539583,0593539583,344        pp,3.59,"8,393","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/61813107-ascension
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amazing Grace Adams,"Littlewood, Fran",1250334152,9781250334152,1250334152,272        pp,3.37,"19,860","Jan 19, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/143372703-amazing-grace-adams
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cold Vanish: Seeking the Missing in North America's Wildlands,"Billman, Jon",153874757X,9781538747575,153874757X,349        pp,3.69,"6,668","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/48717769-the-cold-vanish
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Indifferent Stars Above: The Harrowing Saga of a Donner Party Bride,"Brown, Daniel James*",0061348104,9780061348105,0061348104,288        pp,4.25,"26,100","Apr 28, 2009","Apr 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/6033525-the-indifferent-stars-above
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plagues and Peoples,"McNeill, William H.",0385121229,9780385121224,0385121229,368        pp,3.89,"4,678",1976,"Jan 01, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Paperback,view,/book/show/46725.Plagues_and_Peoples
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kill Anything That Moves: The Real American War in Vietnam,"Turse, Nick",0805086919,9780805086911,0805086919,370        pp,4.24,"3,567","Jan 15, 2013","Jan 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/12292260-kill-anything-that-moves
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghosts of the Tsunami: Death and Life in Japan's Disaster Zone,"Lloyd Parry, Richard*",1911214179,9781911214175,1911214179,276        pp,4.23,"6,234","Aug 31, 2017","Aug 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/30335545-ghosts-of-the-tsunami
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Wheel of Rocks: An Unexpected Spiritual Journey,"Grathwohl, Sister Marya",1594487308,9781594487309,1594487308,304        pp,4.04,24,unknown,"Nov 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 07, 2024","Feb 10, 2024","Jan 26, 2024",,Hardcover,view,/book/show/143925243-this-wheel-of-rocks
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Swans,"Babitz, Eve",051714445X,9780517144459,051714445X,256        pp,3.90,"10,421","Sep 09, 1993","May 07, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Hardcover,view,/book/show/475853.Black_Swans
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Okay Days,"Mustard, Jenny*",1399713477,9781399713474,1399713477,unknown,3.79,"2,031","Jun 29, 2023",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Paperback,view,/book/show/179688883-okay-days
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Asleep,"Yoshimoto, Banana",0571205372,9780571205370,0571205372,177        pp,3.77,"13,641",1989,"Sep 03, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Paperback,view,/book/show/50143.Asleep
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen,"Yoshimoto, Banana",,2940013201989,,0        pp,3.90,"99,141","Jan 30, 1988","Aug 11, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Paperback,view,/book/show/12507661-kitchen
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reunion by Fred Uhlman (Book Analysis): Detailed Summary, Analysis and Reading Guide","Summaries, Bright",2806270308,9782806270306,B0191V04CM,26        pp,4.00,65,unknown,"Dec 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Kindle Edition,view,/book/show/29746581-reunion-by-fred-uhlman-book-analysis
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poor Things,"Gray, Alasdair",0747562288,9780747562283,0747562288,318        pp,4.00,"20,385",1992,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/72355.Poor_Things
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Playing Games,"Qureshi, Huma",1529368758,9781529368758,B0BSLBQD6Q,313        pp,3.97,189,unknown,"Nov 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Kindle Edition,view,/book/show/136004490-playing-games
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Up,"Morris, Thomas",0571317049,9780571317042,0571317049,198        pp,3.88,187,unknown,"Aug 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/63211102-open-up
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Little Bird-Hearts,"Lloyd-Barlow, Viktoria",1472288009,9781472288004,1472288009,297        pp,3.85,"2,409","Mar 02, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/62606735-all-the-little-bird-hearts
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ms Ice Sandwich,"Kawakami, Mieko",1782273301,9781782273301,1782273301,92        pp,3.79,"11,020",Nov 2013,"Nov 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/32927264-ms-ice-sandwich
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Wonder Tales: Essays,"Urquhart, Emily*",1771965053,9781771965057,1771965053,240        pp,4.12,226,"Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/61676786-ordinary-wonder-tales
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Watching Women & Girls,"Pender, Danielle",0008472467,978000847246,0008472467,272        pp,3.74,"1,818","Jan 23, 2022","Jun 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/60822162-watching-women-girls
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Yours by Claudia Pi?eiro        (2011-12-18),"Piñeiro, Claudia",,,B01F7XFZKE,0        pp,3.75,"7,606",2005,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/129327828-all-yours-by-claudia-pi-eiro
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hierarchies,"Anderson, Ros*",0593182871,9780593182871,0593182871,352        pp,3.65,"1,347","Aug 25, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/49226584-the-hierarchies
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lie Tree,"Hardinge, Frances",144726410X,9781447264101,144726410X,410        pp,3.84,"26,031","Mar 07, 2015","May 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/23592175-the-lie-tree
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mad Women's Ball,"Mas, Victoria*",1419757598,9781419757594,1419757598,224        pp,3.78,"29,238","Aug 21, 2019","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/56969561-the-mad-women-s-ball
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kamogawa Food Detectives        (Kamogawa Food Detectives, #1)","Kashiwai, Hisashi",0593717716,9780593717714,0593717716,201        pp,3.70,"10,174","Nov 25, 2013","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/154488299-the-kamogawa-food-detectives
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of X,"Etter, Sarah Rose*",1937512819,9781937512811,1937512819,284        pp,4.06,"3,089","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/43465812-the-book-of-x
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ripe,"Etter, Sarah Rose*",1668011638,9781668011638,1668011638,288        pp,3.65,"13,152","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/62919394-ripe
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greedy: Notes from a Bisexual Who Wants Too Much,"Winston, Jen*",1982179171,9781982179175,1982179171,336        pp,3.95,"6,068","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/56898297-greedy
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Days of Abandonment,"Ferrante, Elena",1933372001,9781933372006,1933372001,188        pp,3.87,"42,744",2002,"Sep 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Paperback,view,/book/show/77810.The_Days_of_Abandonment
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever Dream,"Schweblin, Samanta",0399184597,9780399184598,0399184597,183        pp,3.73,"39,581","Oct 02, 2014","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/30763882-fever-dream
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run Towards the Danger: Confrontations with a Body of Memory,"Polley, Sarah",0593300351,9780593300350,0593300351,272        pp,4.34,"11,320","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/58284103-run-towards-the-danger
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Human Failings,"Nolan, Megan",1787332500,9781787332508,1787332500,224        pp,3.83,"3,624","Jun 15, 2023","Jul 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2024",,Hardcover,view,/book/show/62601701-ordinary-human-failings
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simple Passion,"Ernaux, Annie*",1644213575,9781644213575,,67        pp,3.93,"30,116",1991,"Aug 05, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Paperback,view,/book/show/58678702-simple-passion
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Munkey Diaries,"Birkin, Jane",,,,342        pp,3.82,739,unknown,Sep 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Paperback,view,/book/show/41967791-munkey-diaries
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fourth Wing        (The Empyrean, #1)","Yarros, Rebecca*",1649374046,9781649374042,1649374046,498        pp,4.59,"1,499,325","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Hardcover,view,/book/show/61431922-fourth-wing
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bonjour tristesse,"Sagan, Françoise",2266127748,9782266127745,2266127748,154        pp,3.71,"51,182","Mar 15, 1954","Sep 16, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Mass Market Paperback,view,/book/show/61672.Bonjour_tristesse
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You and Me on Vacation,"Henry, Emily*",0241992230,9780241992234,0241992230,364        pp,3.88,"1,131,207","May 11, 2021","Jul 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Paperback,view,/book/show/55275757-you-and-me-on-vacation
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flawless        (Chestnut Springs, #1)","Silver, Elsie*",,,B09VV2CR51,424        pp,4.09,"232,072","Jun 24, 2022","Jun 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Kindle Edition,view,/book/show/60755618-flawless
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,868","Sep 01, 2005","Feb 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Paperback,view,/book/show/7815.The_Year_of_Magical_Thinking
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things I Don't Want to Know,"Levy, Deborah",1907903631,9781907903632,1907903631,109        pp,4.10,"12,574",2014,"Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Hardcover,view,/book/show/17329120-things-i-don-t-want-to-know
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It,"Chung, Alexa",1846147549,9781846147548,1846147549,192        pp,3.34,"10,208","Sep 05, 2013","Sep 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Hardcover,view,/book/show/18108757-it
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna O,"Blake, Matthew",0063314150,9780063314153,0063314150,421        pp,3.48,"9,217","Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2024",,Hardcover,view,/book/show/134221476-anna-o
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559752,9780525559757,0525559752,305        pp,3.52,"190,840","Jun 11, 2019","Jun 09, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 15, 2024",,Paperback,view,/book/show/53285047-bunny
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Social Creature,"Burton, Tara Isabella*",0385543522,9780385543521,0385543522,273        pp,3.36,"11,731","Jun 05, 2018","Jun 05, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 15, 2024",,Hardcover,view,/book/show/34909789-social-creature
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shrines of Gaiety,"Atkinson, Kate",0385547978,9780385547970,0385547978,416        pp,3.86,"33,666","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/60371805-shrines-of-gaiety
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is Mother Dead,"Hjorth, Vigdis",1839764317,9781839764318,1839764317,330        pp,3.80,"3,958","Aug 14, 2020","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Paperback,view,/book/show/60059857-is-mother-dead
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gospel According to the New World,"Condé, Maryse",1642861197,9781642861198,B09SL3QBM7,259        pp,3.03,608,2021,"Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2024",,Kindle Edition,view,/book/show/78819544-the-gospel-according-to-the-new-world
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If That's All There Is,"Awad, Mona*",,,B01C3LWH7M,24        pp,3.12,24,unknown,"Feb 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Kindle Edition,view,/book/show/29346374-if-that-s-all-there-is
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,13 Ways of Looking at a Fat Girl,"Awad, Mona*",0143194798,9780143194798,0143194798,212        pp,3.06,"16,270","Feb 23, 2016","Feb 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Paperback,view,/book/show/25716567-13-ways-of-looking-at-a-fat-girl
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All's Well,"Awad, Mona*",1982169672,9781982169671,1982169672,384        pp,3.73,"22,838","Aug 03, 2021","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Paperback,view,/book/show/59366193-all-s-well
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Boy and His Dog at the End of the World,"Fletcher, C.A.",0316449458,9780316449458,0316449458,365        pp,4.15,"17,064","Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/40698027-a-boy-and-his-dog-at-the-end-of-the-world
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swan Song,"McCammon, Robert",0671741039,9780671741037,0671741039,956        pp,4.29,"68,108","Jun 01, 1987","Jun 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Mass Market Paperback,view,/book/show/11557.Swan_Song
