,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Julia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power of Trees: How Ancient Forests Can Save Us if We Let Them,"Wohlleben, Peter",1771647744,9781771647748,,271        pp,4.05,736,2021,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Hardcover,view,/book/show/107095788-the-power-of-trees
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why the Dutch are Different: A Journey into the Hidden Heart of the Netherlands,"Coates, Ben",185788633X,9781857886337,185788633X,304        pp,3.80,"3,958","Sep 24, 2015","Sep 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Paperback,view,/book/show/25860139-why-the-dutch-are-different
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Petal of the Sea,"Allende, Isabel*",,,B07R9WKFRF,325        pp,4.06,"97,178","May 21, 2019","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/46042377-a-long-petal-of-the-sea
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Around the World in Eighty Days,"Verne, Jules",014044906X,9780140449068,014044906X,252        pp,3.94,"247,827","Nov 06, 1872","May 04, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I finally finished! This was a throughly enjoyable read with lots of twists and turns and maintained a fast past. The ending felt a little rushed but I finally finished! This was a throughly enjoyable read with lots of twists and turns and maintained a fast past. The ending felt a little rushed but I enjoyed the characters takeaways. There were points of problematic wording throughout the book. Overall a good read and I would happily come back to Verne again!...more,Notes are private!,0,1,1,"Sep 15, 2023","Oct 16, 2023","Sep 15, 2023",,Paperback,view (with text),/book/show/54479.Around_the_World_in_Eighty_Days
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Casual Vacancy,"Rowling, J.K.",0316228532,9780316228534,0316228532,503        pp,3.30,"328,881","Sep 27, 2012","Sep 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Hardcover,view,/book/show/13497818-the-casual-vacancy
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Patient,"Michaelides, Alex*",1250301696,9781250301697,1250301696,336        pp,4.18,"2,167,571",2018,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Hardcover,view,/book/show/40097951-the-silent-patient
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Augie March,"Bellow, Saul",0143039571,9780143039570,0143039571,586        pp,3.84,"18,126","Sep 18, 1953","Oct 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/11908.The_Adventures_of_Augie_March
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,246","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2023",,Hardcover,view,/book/show/27071490-homegoing
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Apartment,"Foley, Lucy",0063003058,9780063003057,0063003058,360        pp,3.67,"516,369","Feb 22, 2022","Feb 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun read with the always enticing setting of Paris. I enjoyed the various perspectives the story switched between, it helped to maintain a fast paceA fun read with the always enticing setting of Paris. I enjoyed the various perspectives the story switched between, it helped to maintain a fast pace. But the writing style for each different person was almost identical which took away from making different narratives. Engaging and mysterious!...more",Notes are private!,0,0,1,"Nov 15, 2023","Nov 16, 2023","Jul 18, 2023",,Hardcover,view (with text),/book/show/58468990-the-paris-apartment
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"742,039","Sep 16, 1992","Sep 11, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,Paperback,view,/book/show/29044.The_Secret_History
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",,,,213        pp,4.23,"1,793,610","Feb 01, 1999",Feb 1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 18, 2023",,Paperback,view,/book/show/22628.The_Perks_of_Being_a_Wallflower
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels & Demons        (Robert Langdon, #1)","Brown, Dan*",1416524797,9781416524793,1416524797,736        pp,3.94,"3,157,584",May 2000,"Apr 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 18, 2023",,Paperback,view,/book/show/960.Angels_Demons
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,380","Sep 12, 2017","Sep 12, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2023",,Hardcover,view,/book/show/34273236-little-fires-everywhere
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,956","Jun 16, 2009","Jun 23, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good book with good writing. Lots of intersecting narratives which kept my attention. The city felt like the main character tying everyone together. AGood book with good writing. Lots of intersecting narratives which kept my attention. The city felt like the main character tying everyone together. A very good final chapter. ...more,Notes are private!,0,2,1,"Jun 18, 2023","Jun 26, 2023","Jun 18, 2023",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Summer After,"Fortune, Carley*",0593438531,9780593438534,0593438531,320        pp,4.22,"512,694","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2023",,Paperback,view,/book/show/58014893-every-summer-after
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Library,"Haig, Matt*",,,,288        pp,4.00,"1,767,204","Aug 13, 2020","Sep 29, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A solid book with a cute ending. There were moments that tried too hard to be philosophical and tell profound worldly truths.,Notes are private!,0,0,1,"Jun 16, 2023","Jun 17, 2023","Jun 16, 2023",,Hardcover,view (with text),/book/show/52578297-the-midnight-library
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beaverland: How One Weird Rodent Made America,"Philip, Leila",153875519X,9781538755198,153875519X,336        pp,3.82,"1,131",2022,"Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/60145000-beaverland
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of an Octopus,"Montgomery, Sy",1451697716,9781451697711,1451697716,261        pp,3.93,"48,791","May 12, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2023",,Hardcover,view,/book/show/22609485-the-soul-of-an-octopus
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants","Kimmerer, Robin Wall",1571313354,9781571313355,1571313354,391        pp,4.54,"117,229","Oct 15, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2023",,Hardcover,view,/book/show/17465709-braiding-sweetgrass
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Call of the Wild,"London, Jack",,,0439227143,172        pp,3.90,"430,303",1903,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2023",,Mass Market Paperback,view,/book/show/1852.The_Call_of_the_Wild
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Lighthouse,"Woolf, Virginia",,,140679239X,209        pp,3.80,"183,347","May 05, 1927","Dec 27, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2023",,Paperback,view,/book/show/59716.To_the_Lighthouse
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brief Wondrous Life of Oscar Wao,"Díaz, Junot",1594489580,9781594489587,1594489580,335        pp,3.89,"263,643","Sep 06, 2007","Sep 06, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Good book, with I knew more about the history of DR to understand all the context. I liked the narrator and the background of all the family members. Good book, with I knew more about the history of DR to understand all the context. I liked the narrator and the background of all the family members. Only complaint is that I wanted there to be more sections of the book devoted to Oscar’s life. ...more",Notes are private!,0,1,1,"Jun 05, 2023","Jun 16, 2023","May 27, 2023",,Hardcover,view (with text),/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossroads,"Franzen, Jonathan",0374181179,9780374181178,0374181179,592        pp,4.06,"56,514","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2023",,Hardcover,view,/book/show/55881796-crossroads
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purity,"Franzen, Jonathan",0374239215,9780374239213,0374239215,563        pp,3.64,"48,805","Sep 01, 2015","Sep 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Jul 2023,"Aug 20, 2023","May 27, 2023",,Hardcover,view,/book/show/23754479-purity
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,487,039","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2023","May 30, 2023","May 26, 2023",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things: Advice from Dear Sugar,"Strayed, Cheryl*",0593685210,9780593685211,0593685210,400        pp,4.17,"123,201","Jul 10, 2012","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2023",,Paperback,view,/book/show/63193458-tiny-beautiful-things
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",1668011832,9781668011836,1668011832,355        pp,4.08,"45,055","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Hardcover,view,/book/show/61964751-the-secret-book-of-flora-lea
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Delights: Essays,"Gay, Ross",1616207922,9781616207922,1616207922,274        pp,4.16,"15,787","Feb 12, 2019","Feb 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2023",,Hardcover,view,/book/show/38746152-the-book-of-delights
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Corrections,"Franzen, Jonathan",1841156736,9781841156736,1841156736,653        pp,3.83,"182,769",2001,"Sep 02, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 15, 2023","May 27, 2023","May 15, 2023",,Paperback,view,/book/show/3805.The_Corrections
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kafka on the Shore,"Murakami, Haruki",1400079276,9781400079278,1400079276,467        pp,4.13,"468,882",Sep 2002,"Jan 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 16, 2023",not set,"May 10, 2023",,Paperback,view,/book/show/4929.Kafka_on_the_Shore
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amazing Adventures of Kavalier & Clay,"Chabon, Michael",0312282990,9780312282998,B007C4D1G2,639        pp,4.18,"202,694","Sep 19, 2000","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things They Carried,"O’Brien, Tim",0767902890,9780767902892,0767902890,246        pp,4.14,"313,557","Mar 28, 1990","Dec 29, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/133518.The_Things_They_Carried
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flanders Panel,"Pérez-Reverte, Arturo",0156029588,9780156029582,0156029588,295        pp,3.79,"24,510",1990,"Jun 07, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/11031.The_Flanders_Panel
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nine Stories,"Salinger, J.D.",0316767727,9780316767729,0316767727,302        pp,4.18,"147,450","Apr 06, 1953","Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2023",,Paperback,view,/book/show/4009.Nine_Stories
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gun Debate: What Everyone Needs to Know®,"Cook, Philip J.",019933899X,9780199338993,019933899X,296        pp,3.88,139,"Apr 01, 2014","May 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 25, 2023","Mar 30, 2023","May 10, 2023",,Paperback,view,/book/show/18635332-the-gun-debate
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterlife,"Alvarez, Julia*",1643750259,9781643750255,1643750259,256        pp,3.70,"16,162","Apr 07, 2020","Apr 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 09, 2023","May 10, 2023","May 09, 2023",,Hardcover,view,/book/show/52898645-afterlife
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",0241434998,9780241434994,0241434998,354        pp,4.16,"102,012","Nov 02, 2021","Aug 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/56587382-the-island-of-missing-trees
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swing Time,"Smith, Zadie",0241144159,9780241144152,0241144159,453        pp,3.56,"72,881","Nov 15, 2016","Nov 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 23, 2024",not set,"Mar 04, 2023",,Hardcover,view,/book/show/28390369-swing-time
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grand Union,"Smith, Zadie",0525558993,9780525558996,0525558993,246        pp,3.27,"8,717","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/43608928-grand-union
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Ships,"Haynes, Natalie*",0063065398,9780063065390,0063065398,368        pp,4.08,"68,799","May 02, 2019","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Hardcover,view,/book/show/53487148-a-thousand-ships
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before the Coffee Gets Cold        (Before the Coffee Gets Cold, #1)","Kawaguchi, Toshikazu",1529029589,9781529029581,1529029589,272        pp,3.70,"406,696","Dec 06, 2015","Sep 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2023",,Paperback,view,/book/show/44421460-before-the-coffee-gets-cold
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Palace,"Heller, Miranda Cowley",,,,400        pp,3.81,"321,178","Jul 06, 2021","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2023","Feb 17, 2023","Jan 20, 2023",,Hardcover,view,/book/show/55994372-the-paper-palace
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,252",Sep 2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Hardcover,view,/book/show/28214365-commonwealth
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,213","Sep 23, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2023",,Hardcover,view,/book/show/17333223-the-goldfinch
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ice Palace,"Fitzgerald, F. Scott",1419167006,9781419167003,1419167006,48        pp,3.58,"1,313",1920,"Jun 17, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2022,"Jan 07, 2023",,Paperback,view,/book/show/2915975-the-ice-palace
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",,,,560        pp,4.51,"397,968","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/60194162-demon-copperhead
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"541,230","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tomorrow, and Tomorrow, and Tomorrow","Zevin, Gabrielle*",,,,401        pp,4.18,"845,551","Jul 05, 2022","Jul 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North: Finding My Way While Running the Appalachian Trail,"Jurek, Scott",0316433799,9780316433792,0316433799,292        pp,4.22,"13,953","Apr 12, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/34219858-north
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Cannot Say,"Rimmer, Kelly*",1525831518,9781525831515,1525831518,448        pp,4.53,"165,845","Feb 26, 2019","Oct 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/40899464-the-things-we-cannot-say
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Why Fish Don’t Exist: A Story of Loss, Love, and the Hidden Order of Life","Miller, Lulu",,,,225        pp,4.17,"39,239","Apr 14, 2020","Apr 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tiger King meets taxonomy.,Notes are private!,0,0,1,"Jan 07, 2023","Jan 10, 2023","Jan 07, 2023",,Hardcover,view (with text),/book/show/50887097-why-fish-don-t-exist
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Northern Spy,"Berry, Flynn*",0735224994,9780735224995,0735224994,288        pp,3.70,"45,550","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/57650174-northern-spy
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Christie Affair,"Gramont, Nina de*",1250274613,9781250274618,1250274613,320        pp,3.72,"80,256","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/57693165-the-christie-affair
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Rooftop,"Sexton, Margaret Wilkerson*",0063139960,9780063139961,0063139960,304        pp,3.23,"9,722","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/57822346-on-the-rooftop
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.39,"312,330","Jun 04, 2013","Jan 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2016,"Dec 29, 2022",,Hardcover,view,/book/show/16158542-the-boys-in-the-boat
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,785","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2022","Dec 31, 2022","Dec 29, 2022",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magpie Murders        (Susan Ryeland, #1)","Horowitz, Anthony*",0062645226,9780062645227,0062645226,477        pp,3.95,"135,223","Oct 06, 2016","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/32075854-magpie-murders
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Westing Game,"Raskin, Ellen",014240120X,9780142401200,014240120X,182        pp,4.00,"212,995","Jun 01, 1978","Apr 12, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Paperback,view,/book/show/902.The_Westing_Game
