,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Emily's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Are You Enjoying?,"Sethi, Mira",1524732877,9781524732875,1524732877,192        pp,3.23,882,"Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 20, 2021",,Hardcover,view,/book/show/55276954-are-you-enjoying
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bittersweet: Facing Up to Feelings of Love, Envy and Competition in Women's Friendships","Orbach, Susie",0099536706,9780099536703,0099536706,192        pp,3.62,73,"Jul 01, 1987","Jan 01, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2021",,Paperback,view,/book/show/6367751-bittersweet
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fat Is a Feminist Issue,"Orbach, Susie",0099481936,9780099481935,0099481936,269        pp,3.70,"2,189",1978,"Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2021",,Paperback,view,/book/show/468872.Fat_Is_a_Feminist_Issue
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Streetcar Named Desire,"Williams, Tennessee",,,B00JLWA30U,136        pp,3.98,"310,632",1947,"Apr 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 15, 2021","Oct 16, 2021","Apr 17, 2021",,Kindle Edition,view,/book/show/22468303-a-streetcar-named-desire
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bless the Daughter Raised by a Voice in Her Head: Poems,"Shire, Warsan*",0593134354,9780593134351,0593134354,86        pp,4.22,"7,271","Mar 01, 2022","Mar 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was extremely excited to see this on NetGalley and it didn’t disappoint. It’s a strong collection of emotional, powerful and raw poetry that is a grI was extremely excited to see this on NetGalley and it didn’t disappoint. It’s a strong collection of emotional, powerful and raw poetry that is a great continuation of her work....more",Notes are private!,0,50,1,"Dec 19, 2021","Dec 19, 2021","Apr 16, 2021",,Paperback,view (with text),/book/show/55835966-bless-the-daughter-raised-by-a-voice-in-her-head
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie on My Mind,"Garden, Nancy",0374404143,9780374404147,0374404143,234        pp,4.02,"51,982","Jul 01, 1982",1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2021",,Mass Market Paperback,view,/book/show/595375.Annie_on_My_Mind
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,False Value        (Rivers of London #8),"Aaronovitch, Ben*",147320786X,9781473207868,147320786X,436        pp,4.10,"22,427","Feb 20, 2020","Jan 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The weird shift in timings at the beginning really threw me off. Maybe because I was listening to the audiobook. I love the world of Peter Grant but tThe weird shift in timings at the beginning really threw me off. Maybe because I was listening to the audiobook. I love the world of Peter Grant but the plot really didn’t do it for me unfortunately....more,Notes are private!,0,61,1,"Apr 21, 2021","Apr 28, 2021","Apr 15, 2021",,Paperback,view (with text),/book/show/49409835-false-value
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Playing to the Gallery,"Perry, Grayson",184614857X,9781846148576,184614857X,135        pp,4.02,"3,199","Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2021",,Hardcover,view,/book/show/23234789-playing-to-the-gallery
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grayson Perry: Portrait of the Artist as a Young Girl,"Jones, Wendy",0099485168,9780099485162,0099485168,224        pp,4.04,"1,331","Jan 23, 2006","Jan 23, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2021",,Paperback,view,/book/show/961537.Grayson_Perry
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Living Dolls: The Return of Sexism,"Walter, Natasha",1844084841,9781844084845,1844084841,273        pp,3.84,"2,580","Jun 01, 2008","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2021",,Paperback,view,/book/show/6378897-living-dolls
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Natural Way of Things: 'The Handmaid's Tale for our age'        (Economist),"Wood, Charlotte*",1474614418,9781474614412,1474614418,320        pp,3.50,"13,705","Oct 01, 2015","Aug 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded down I felt the first half was strong and then my interest sort of tailed off at the end. Due to the nature of the story, there were some 3.5 rounded down I felt the first half was strong and then my interest sort of tailed off at the end. Due to the nature of the story, there were some hard-to-read parts e.g. violence and animal suffering. I like more of an explanation when reading novels like this, although I can understand why they are not always given....more",Notes are private!,0,33,1,"May 08, 2022","May 09, 2022","Apr 14, 2021",,paperback,view (with text),/book/show/52742571-the-natural-way-of-things
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coventry,"Cusk, Rachel",,,B07KPDQ5RL,352        pp,3.73,"2,885","Aug 20, 2019","Aug 20, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not sure if Cusk was being serious when she said ‘Then again, the feminist is supposed to hate men. She scorns the physical and emotional servitudI’m not sure if Cusk was being serious when she said ‘Then again, the feminist is supposed to hate men. She scorns the physical and emotional servitude they exact. She calls them the enemy’...more",Notes are private!,0,43,1,"May 04, 2021","May 10, 2021","Apr 14, 2021",,Kindle Edition,view (with text),/book/show/45019542-coventry
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hill We Climb: An Inaugural Poem for the Country,"Gorman, Amanda",,,B08TRLMJM6,32        pp,4.56,"31,623",2021,"Mar 30, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 30, 2023","Dec 30, 2023","Apr 13, 2021",,Kindle Edition,view,/book/show/56964049-the-hill-we-climb
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lies Sleeping        (Rivers of London, #7)","Aaronovitch, Ben*",1473207819,9781473207813,1473207819,406        pp,4.24,"27,832","Nov 13, 2018","Nov 15, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Apr 15, 2021","Apr 21, 2021","Apr 09, 2021",,Hardcover,view,/book/show/36534574-lies-sleeping
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sex and Lies,"Slimani, Leïla",057135503X,9780571355037,057135503X,176        pp,3.97,"3,745","Sep 06, 2017","Jan 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2021",,Paperback,view,/book/show/46040882-sex-and-lies
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amazing Disgrace,"Campbell, Grace",1529354005,9781529354003,1529354005,304        pp,3.98,"1,219",unknown,"Oct 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Hardcover,view,/book/show/55291051-amazing-disgrace
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hanging Tree        (Rivers of London, #6)","Aaronovitch, Ben*",0575132558,9780575132559,0575132558,387        pp,4.22,"35,787","Nov 03, 2016","Nov 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’m totally hooked on these! I can’t fault the audiobooks and will definitely miss listening to them when I’m finished,Notes are private!,0,45,1,"Apr 08, 2021","Apr 15, 2021","Apr 02, 2021",,Hardcover,view (with text),/book/show/21479290-the-hanging-tree
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Fascism Works: The Politics of Us and Them,"Stanley, Jason F.",0525511830,9780525511830,0525511830,240        pp,4.17,"8,036","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2021",,Hardcover,view,/book/show/38255329-how-fascism-works
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Place,"Cusk, Rachel",0571366295,9780571366293,0571366295,224        pp,3.69,"22,129",2021,"May 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded down. Thank you to Netgalley and the publishers for a digital copy of this book. Second place was full of snippets of observations and fee3.5 rounded down. Thank you to Netgalley and the publishers for a digital copy of this book. Second place was full of snippets of observations and feelings I feel are also inside of me. Despite this relation to the main character I did not love it as much as expected. These snippets were poignant for me but the story as a whole was less so. Overall I can appreciate that it is a well written and intellectual book. 'Why was it so difficult to live day after day with people and still remember that you were distinct from them and that this was your one mortal life?'This was my first read of Cusk's work and I would read more, perhaps her essays....more",Notes are private!,0,50,1,"Apr 07, 2021","Apr 14, 2021","Mar 31, 2021",,Hardcover,view (with text),/book/show/56306832-second-place
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Furthest Station        (Rivers of London, #5.5)","Aaronovitch, Ben*",1473222443,9781473222441,,144        pp,4.10,"18,836","Jun 30, 2017","Sep 21, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This focuses on ghosts which aren’t really my thing. Still enjoyed the characters and writing though and moving into the next book in this awesome serThis focuses on ghosts which aren’t really my thing. Still enjoyed the characters and writing though and moving into the next book in this awesome series....more,Notes are private!,0,50,1,"Apr 03, 2021","Apr 03, 2021","Mar 27, 2021",,ebook,view (with text),/book/show/31626329-the-furthest-station
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foxglove Summer        (Peter Grant, #5)","Aaronovitch, Ben*",,,B00JZVKSMA,385        pp,4.21,"43,975","Nov 30, 2014","Nov 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 really. Not my favourite in the series but better than other books that I’ve rated 3 starsStill excited to continue with this serious as audiobook3.5 really. Not my favourite in the series but better than other books that I’ve rated 3 starsStill excited to continue with this serious as audiobooks...more,Notes are private!,0,47,1,"Mar 29, 2021",Apr 2021,"Mar 27, 2021",,Kindle Edition,view (with text),/book/show/22365955-foxglove-summer
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cassandra Speaks: When Women Are the Storytellers, the Human Story Changes","Lesser, Elizabeth*",0062887181,9780062887184,0062887181,304        pp,4.08,"4,658","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 27, 2021",,Hardcover,view,/book/show/49397876-cassandra-speaks
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Housing Lark,"Selvon, Sam",,,,160        pp,3.78,393,1965,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First published in 1965, The Housing Lark is a quick witted and spirited short read with a serious undertone. The narrator does a great job at making First published in 1965, The Housing Lark is a quick witted and spirited short read with a serious undertone. The narrator does a great job at making each unique character come alive....more",Notes are private!,0,50,1,Apr 2021,"Apr 03, 2021","Mar 26, 2021",,,view (with text),/book/show/50398232-the-housing-lark
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dirtbag: Essays,"Frost, Amber A'Lee",1250269628,9781250269621,1250269628,288        pp,3.79,287,unknown,"Dec 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2021",,Hardcover,view,/book/show/56269147-dirtbag
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Broken Homes        (Rivers of London, #4)","Aaronovitch, Ben*",0575132493,,B00B8TBXJY,369        pp,4.17,"49,055","Feb 04, 2013","Jul 25, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Another great instalment in the Peter Grant series with a good twist. I particularly enjoyed the humour in this one and found myself smiling while lisAnother great instalment in the Peter Grant series with a good twist. I particularly enjoyed the humour in this one and found myself smiling while listening. Also the narrator of the audiobooks is pretty perfect....more,Notes are private!,0,53,1,"Mar 25, 2021","Mar 29, 2021","Mar 25, 2021",,Kindle Edition,view (with text),/book/show/17620220-broken-homes
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wisdom of Insecurity: A Message for an Age of Anxiety,"Watts, Alan W.",0394704681,9780394704685,0394704681,152        pp,4.16,"24,465",1951,"Sep 12, 1968",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2021",,Paperback,view,/book/show/551520.The_Wisdom_of_Insecurity
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essential Alan Watts,"Watts, Alan W.",0890874034,9780890874035,0890874034,142        pp,4.47,758,1977,"Dec 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2021",,Paperback,view,/book/show/60575.The_Essential_Alan_Watts
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodbye, Vitamin","Khong, Rachel*",1250109167,9781471159480,1471159485,208        pp,3.73,"25,360","Jun 01, 2017","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2021",,Paperback,view,/book/show/27746288-goodbye-vitamin
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl with Curious Hair,"Wallace, David Foster",,,,373        pp,3.86,"14,241",1988,"Feb 17, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2021",,Paperback,view,/book/show/8822819-girl-with-curious-hair
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Whispers Under Ground        (Rivers of London, #3)","Aaronovitch, Ben*",,,B007704UFC,419        pp,4.15,"57,533","Jun 21, 2012","Jun 21, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 23, 2021","Mar 25, 2021","Mar 21, 2021",,Kindle Edition,view,/book/show/15716125-whispers-under-ground
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radical Compassion: Learning to Love Yourself and Your World with the Practice of RAIN,"Brach, Tara*",0525522816,9780525522812,0525522816,288        pp,4.23,"4,979","Dec 01, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2021",,Hardcover,view,/book/show/45358321-radical-compassion
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feminist Cross-Stitch: 40 Bold & Fierce Patterns,"Rohr, Stephanie",1454710802,9781454710806,1454710802,128        pp,4.30,297,2019,"Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2021",,Hardcover,view,/book/show/40226096-feminist-cross-stitch
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Country of Others,"Slimani, Leïla",014313597X,9780143135975,014313597X,305        pp,3.76,"12,686","Mar 05, 2020","Aug 10, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Thank you to NetGalley and the publishers for a copy of this book. I’m a huge fan of Leila slimani’s previous novels and so I requested this immediateThank you to NetGalley and the publishers for a copy of this book. I’m a huge fan of Leila slimani’s previous novels and so I requested this immediately. There is no doubt that it is well written. She switches between characters perspectives so easily and effortlessly.However the place and subject matter didn’t appeal to me on a personal level so I found it hard to enjoy....more,Notes are private!,0,69,1,"Apr 27, 2021","May 03, 2021","Mar 19, 2021",,Hardcover,view (with text),/book/show/55850508-in-the-country-of-others
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memorial,"Washington, Bryan",,,,303        pp,3.57,"34,770","Oct 27, 2020",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this from the beginning. I’m not sure what the word for it is, maybe gritty? Definitely depressing at times but honest and beautiful in a brokI liked this from the beginning. I’m not sure what the word for it is, maybe gritty? Definitely depressing at times but honest and beautiful in a broken kind of way. It definitely made me feel....more",Notes are private!,0,63,1,"Mar 25, 2021","Mar 29, 2021","Mar 17, 2021",,Paperback,view (with text),/book/show/57376369-memorial
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snowflake,"Nealon, Louise",1786580691,9781786580696,1786580691,376        pp,3.87,"10,846","May 10, 2021","May 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you to Netgalley and the publishers for an advanced copy of this book. I would say this is definitely my kind of fiction, modern and unique withThank you to Netgalley and the publishers for an advanced copy of this book. I would say this is definitely my kind of fiction, modern and unique with a strong focus on mental health. For me it felt a like a mix between Sally Rooney and The Discomfort of Evening, maybe because it's set in Ireland on a farm? But also the writing style and content....more",Notes are private!,0,68,1,Apr 2021,"Apr 07, 2021","Mar 15, 2021",,Paperback,view (with text),/book/show/53459455-snowflake
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untamed,"Doyle, Glennon*",1984801252,9781984801258,1984801252,333        pp,3.99,"439,902","Mar 10, 2020","Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 rounded upThere is a lot of value stuff to take away from this book and I’d highly recommending reading it. The religious stuff I found harder to 4.5 rounded upThere is a lot of value stuff to take away from this book and I’d highly recommending reading it. The religious stuff I found harder to connect to but that was only a small part of the book and message....more,Notes are private!,0,61,1,"Mar 22, 2021",Apr 2021,"Mar 15, 2021",,Hardcover,view (with text),/book/show/52129515-untamed
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Artist's Way: A Spiritual Path to Higher Creativity,"Cameron, Julia",1585421464,9781585421466,1585421464,237        pp,3.95,"111,334","Mar 04, 2002","Mar 04, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2021",,Paperback,view,/book/show/615570.The_Artist_s_Way
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcend: The New Science of Self-Actualization,"Kaufman, Scott Barry*",0143131206,9780143131205,0143131206,432        pp,4.15,"1,886",2020,"Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2021",,Hardcover,view,/book/show/49625550-transcend
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreaming of Babylon,"Brautigan, Richard",0440021464,9780440021469,0440021464,236        pp,3.78,"3,809",1977,"Jan 01, 1977",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This wasn’t bad but probably my least favourite Richard Brautigan book that I’ve read so far.,Notes are private!,0,34,1,"Oct 06, 2021","Oct 11, 2021","Mar 10, 2021",,Hardcover,view (with text),/book/show/1131032.Dreaming_of_Babylon
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hawkline Monster,"Brautigan, Richard",0671221566,9780671221560,0671221566,216        pp,3.84,"5,565",1974,"Sep 15, 1975",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2021",,Paperback,view,/book/show/302666.The_Hawkline_Monster
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Very Young: Poems,"Milne, A.A.",,,B08F9HHLYQ,211        pp,4.24,"25,641","Nov 01, 1924","Aug 11, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A sweet and wholesome collection of poetry! Recommended if you want something light and easy,Notes are private!,0,52,1,"Mar 06, 2021","Mar 08, 2021","Mar 06, 2021",,Kindle Edition,view (with text),/book/show/54957992-when-we-were-very-young
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mouthpieces,"McBride, Eimear",0571365817,9780571365814,0571365817,40        pp,3.44,163,unknown,"Oct 12, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 05, 2021","Mar 05, 2021","Mar 05, 2021",,Paperback,view,/book/show/53787064-mouthpieces
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In These Days of Prohibition,"Bird, Caroline",1784104787,9781784104788,1784104787,63        pp,4.20,132,"Jul 15, 2017","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2021",,Paperback,view,/book/show/34957374-in-these-days-of-prohibition
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skin,"Brown, Liam*",1789550408,9781789550405,1789550408,288        pp,3.60,"1,671","May 01, 2019","May 01, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was kind of mediocre for me. It wasn’t amazing and it wasn’t terrible. Apart from the relevance to the pandemic I think I will end up forgetting This was kind of mediocre for me. It wasn’t amazing and it wasn’t terrible. Apart from the relevance to the pandemic I think I will end up forgetting what happened in this book....more,Notes are private!,0,52,1,"Feb 27, 2021",Mar 2021,"Feb 27, 2021",,Paperback,view (with text),/book/show/44016529-skin
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Air Year,"Bird, Caroline",1784109029,9781784109028,1784109029,64        pp,4.16,341,"Feb 27, 2020","Apr 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely adored this collection of poems! Modern poetry speaks to me, specially poetry this good. I hope all her work is this standard and I hope I absolutely adored this collection of poems! Modern poetry speaks to me, specially poetry this good. I hope all her work is this standard and I hope to find out....more",Notes are private!,0,63,1,"Feb 27, 2021","Mar 02, 2021","Feb 27, 2021",,Paperback,view (with text),/book/show/49089894-the-air-year
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Darling from the Lions,"Long, Rachel",1529045169,9781529045161,1529045169,96        pp,3.78,918,"Aug 06, 2020","Aug 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 Firstly the cover is so appealing! It drew me in immediately and once I read the description I borrowed it from the library app immediately. This 4.5 Firstly the cover is so appealing! It drew me in immediately and once I read the description I borrowed it from the library app immediately. This is a great collection of modern poetry. Honest to a point that I’ve heard it made others uncomfortable. I’m highly recommending this one and look forward to the authors future work....more,Notes are private!,0,56,1,"Feb 25, 2021","Feb 26, 2021","Feb 25, 2021",,Paperback,view (with text),/book/show/55687239-my-darling-from-the-lions
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lote,"Reinhold, Shola von*",1913090116,9781913090111,1913090116,460        pp,4.07,"1,410","Mar 25, 2020","Mar 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2021",,Paperback,view,/book/show/52867796-lote
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If Beale Street Could Talk,"Baldwin, James",0525566120,9780525566120,0525566120,197        pp,4.27,"60,724",1974,"Oct 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2021",,Paperback,view,/book/show/40909440-if-beale-street-could-talk
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Matter the Wreckage,"Kay, Sarah",,,B00NMXR0PK,150        pp,4.21,"15,017","Mar 18, 2014","Sep 16, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An enjoyable book of poetry. I preferred the poems in the second half or maybe I then became used to her style and could appreciate it more? My favourAn enjoyable book of poetry. I preferred the poems in the second half or maybe I then became used to her style and could appreciate it more? My favourite was 'The Type'...more,Notes are private!,0,29,1,"Jan 06, 2024","Jan 07, 2024","Feb 22, 2021",,Kindle Edition,view (with text),/book/show/23268692-no-matter-the-wreckage
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feminist City: A Field Guide,"Kern, Leslie*",1771134577,9781771134576,1771134577,200        pp,3.93,"3,157","Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Paperback,view,/book/show/51151492-feminist-city
