,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pavlina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Хладка Сладка Муу,"Ross, Fiona*",,9789542908715,,32        pp,3.57,291,"Oct 25, 2011",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 30, 2015",,Paperback,view,/book/show/19548637
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ми не ми се спи,"Попнеделева-Генова, Мила",,9789549243758,,46        pp,4.71,101,"Oct 01, 2013",Oct 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 29, 2015","Nov 29, 2015",,Paperback,view,/book/show/18808857
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Шумоленето,"Попнеделева-Генова, Мила",,9789549243710,,20        pp,4.76,33,"Jan 01, 2009",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 29, 2015","Nov 29, 2015",,Hardcover,view,/book/show/17794181
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ако това е любов,"Pantić, Mihajlo",,9789545297311,,144        pp,3.96,109,2003,"Dec 02, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 29, 2015","Nov 29, 2015",,Paperback,view,/book/show/7996629
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Другата ръка,"Cleave, Chris*",,9786197153095,,272        pp,3.72,"242,347",2008,"Nov 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 28, 2015",,Paperback,view,/book/show/27813315
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Приказка просто така, прасешка при това","Попнеделева-Генова, Мила",,9789549243727,,50        pp,4.78,40,"Jan 01, 2011",2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 28, 2015","Nov 28, 2015",,Paperback,view,/book/show/17794212
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Букви опашати,"Шопова, Живка",9786199042,,,unknown,4.92,13,"Jun 01, 2015",Jun 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2015",,Hardcover,view,/book/show/25736867
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Когато изпратим деня,"Mejlak, Pierre J.",,9786197153118,,188        pp,4.15,408,"Jan 01, 2011","Dec 05, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 02, 2015","Dec 06, 2015","Nov 19, 2015",,Paperback,view,/book/show/27823371
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Червената ябълка,"Oral, Feridun",,9789543572977,,32        pp,4.03,186,2008,May 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 25, 2015","Nov 12, 2015",,Hardcover,view,/book/show/25571729
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Никой не се спасява сам,"Mazzantini, Margaret",,9786191505692,,216        pp,3.18,"4,302",2011,Jul 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 09, 2015","Nov 09, 2015",,Paperback,view,/book/show/25925373
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Годината на дивия заек,"Paasilinna, Arto",9545293683,,,206        pp,3.63,"15,187",1975,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 29, 2015","Oct 29, 2015",,Paperback,view,/book/show/10769711
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тигър под дъжда,"Николов, Тодор",,9789544918798,,120        pp,3.92,13,"Jan 01, 2013",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 29, 2015","Sep 29, 2015",,Paperback,view,/book/show/18196158
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Между рая и ада        (Между рая и ада, #1)","Stefánsson, Jón Kalman",,9786191861705,,174        pp,4.17,"5,957",2007,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2015",,Paperback,view,/book/show/26397541
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Боян,"Денолюбова, Теа",,9789542811374,,92        pp,3.79,106,"Jan 01, 2012",2012,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 12, 2015","Sep 12, 2015",,Paperback,view,/book/show/15780830
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Visual Cut Bulgaria,"Нешев, Андреан",,9789544914769,,368        pp,4.50,4,Nov 2008,Nov 2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2015",,Paperback,view,/book/show/10857931-visual-cut-bulgaria
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пир в бърлогата,"Villalobos, Juan Pablo",,9789544918835,,124        pp,3.77,"6,288",2010,"Dec 03, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 06, 2015","Sep 06, 2015",,Paperback,view,/book/show/16164257
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Сараевско Марлборо,"Jergović, Miljenko",,9786191861781,,140        pp,4.13,"3,909",1994,"Sep 17, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ревюто в ""Аз чета"" За войната се пише трудно, чете се също толкова трудно. Трудно е да не изпаднеш в прекален натурализъм, сантименталност, реваншизъмРевюто в ""Аз чета"" За войната се пише трудно, чете се също толкова трудно. Трудно е да не изпаднеш в прекален натурализъм, сантименталност, реваншизъм, в историческата фактология и обвинения към тези или онези… В “Сараевско Марлборо” (изд. „Жанет 45“), за щастие, няма нищо подобно. Присъства обаче онова майсторство на разказвача, което превръща литературата в един от най-добрите и ефективни начини за разбиране на историческите събития и духа на времето. Защото литературата, макар и фикция, има силата да предизвиква емпатия, да пресъздава сетивно мястото, хората и всичко случило се в пъти по-въздействащо от всички акуратни, обективни факти и статистики в историческите хроники.“Сараевско Марлборо” на Миленко Йергович е сборник с разкази, които са писани по време на войната в Босна от началото на 90-те, а сюжетите в тях се развиват именно през този период. В книгата обаче войната е само задния план, причината, която позволява на автора да открои силата на Живота и Човешката доброта на фона на Жестокостта и Човешката омраза.Миленко Йергович много умело събира в кратките, ударни разкази именно Живота и всички негови проявления по време на войната, като ги концентрира в малките детайли и перфектните метафори, точно онези, които те хващат за душата. Истории ОКОЛО онова, което ежедневно е твърде банално и елементарно: мармалада и ябълките на съседа, забравената халка на баба, кутията за цигари, гювеча, непрочетените книги на нощното шкафче. В същото време истории ЗА точно тези неща, които не можем да си представим, че ни спасяват и правят човеци, когато жестокостта сякаш е обърнала всичко наопаки. Малко меланхолична и все пак жизнеутвърждаваща, човекоутвърждаваща книга, която вярвам, че може да ни направи по-добри. Защото “онова, което надхвърля границите на конкретната история, е човешката потребност да се съчини фабула, да се зададе рамка, която по някакъв начин да оправдае живота и в крайна сметка да му придаде смисъл”.“Сараевско Марлборо” дава точно тази рамка, оформяйки я по най-добрия начин в жанра на краткия разказ, където няма нищо излишно и в повече, а всяка дума е на мястото си, за да бъде безпощадна като куршум на снайперист.P. S. Имам навика, докато чета, да си отбелязвам с малки цветни листчета цитати, изрази, мисли и идеи, които много са ми харесали. Затова и обикновено книгите ми отстрани приличат на учебници, по които е учено за важен изпит. После си ги преписвам в тефтери. Опитах се да правя същото със “Сараевско Марлборо”, което бях взела от читАлнЯта, но в един момент осъзнах, че ще трябва да преписвам цели страници и разкази. И тук е мястото да отбележа страхотната работа на преводачката Русанка Ляпова, която е претворила магията на разказите на Йергович на български език. Затова и реших просто да си купя книгата, за да мога да я препрочитам, а след време да подаря…...more",Notes are private!,0,11,1,not set,not set,"Aug 30, 2015",,Paperback,view (with text),/book/show/26181771
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Язък за боята! Графитите на Белград,"Bogavac, Nebojša",9549521370,,,102        pp,4.53,15,1999,2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2015",,Paperback,view,/book/show/10830005
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Къщата на духовете,"Allende, Isabel*",9545292733,9789545292736,9545292733,400        pp,4.28,"269,505",1982,"Jul 25, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 16, 2015",,Paperback,view,/book/show/9113341
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild,"Hughes, Emily*",1909263087,9781909263086,1909263087,32        pp,4.21,"1,684","Sep 10, 2013","Sep 10, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2015,"Aug 01, 2015",,Hardcover,view,/book/show/17318511-wild
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,fremde geografien/ чужди географии,"Zlatkova, Antina",3901899642,9783901899645,3901899642,119        pp,4.43,7,2014,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 10, 2015","Jul 18, 2015",,Paperback,view,/book/show/25932584-fremde-geografien
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Цената,"Семов, Марко",9549308022,,,337        pp,3.79,47,2003,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2015",,Paperback,view,/book/show/11228237
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Няма места за сбогуване,"Брегов, Иван",,9786191860227,6191860226,48        pp,4.03,29,"Mar 01, 2014",Mar 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 11, 2015",,Paperback,view,/book/show/21490811
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Реши се : жените, работата и волята за лидерство","Sandberg, Sheryl",9542815670,9789542815679,9542815670,264        pp,3.95,"259,450","Jul 07, 2013",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 09, 2015","Aug 22, 2015","Jul 09, 2015",,Paperback,view,/book/show/23257163
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Събрани съчинения,"Monterroso, Augusto",,9789544919818,,104        pp,3.95,"1,010",1959,Dec 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2015",,Paperback,view,/book/show/18807221
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Седем добри години,"Keret, Etgar*",,9786191861620,,144        pp,4.16,"8,349",2013,"Jul 15, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jun 25, 2015","Jun 25, 2015",,Paperback,view,/book/show/25750512
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Отклонение,"Dimitrova, Blaga",,9789542613794,,208        pp,4.55,"1,230",1967,"Sep 12, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 25, 2015","Jun 27, 2015","Jun 25, 2015",,Paperback,view,/book/show/6088839
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,сърцето ти нося,"Cummings, E.E.",,9786191861262,,100        pp,4.51,307,"May 19, 2015","May 19, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"разплака ме. Четох я цяла седмица. По малко и бавно, като дози за лекуване на сърце, на тъга, на спомени и малко срещу забрава. 54 ме смачка и стисна разплака ме. Четох я цяла седмица. По малко и бавно, като дози за лекуване на сърце, на тъга, на спомени и малко срещу забрава. 54 ме смачка и стисна за гърлото, защото ме върна към един много тъжен миг на нежност и обич от седмицата... И някак като всички лекарства за сърце си мисля, че трябва да се взима редовно, за моментите, когато имаш нужда да си искрен със себе си и най-близките ти. Много, много, много емоционална и силна, затова и надали ще успея да напиша друго ревю. Предизвикателство за ума, душата и сетивата. Истинска горчиво-сладка наслада....more",Notes are private!,0,5,1,not set,Jun 2015,"May 31, 2015",,Hardcover,view (with text),/book/show/25248788
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Стъкленият похлупак,"Plath, Sylvia",9542817061,9789542817062,,232        pp,4.05,"960,098",Jan 1963,"May 11, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jun 15, 2015","May 24, 2015",,Paperback,view,/book/show/25559382
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Егон и тишината,"Vidinski, Emanuil A.*",,9786191861231,,166        pp,4.09,66,"Apr 01, 2015",Apr 2015,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 19, 2015","May 19, 2015",,Paperback,view,/book/show/25279829
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Куфарът на брат ми: истории за пътя,"Дишлиева-Кръстева, Невена*",619715305X,9786197153057,B01702492K,240        pp,4.07,587,"Jun 25, 2015","Jun 25, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Изключително личи, когато една книга е направена с много любов, старание и някак естествено й се получава онази магия, която те повлича да поглъщаш дуИзключително личи, когато една книга е направена с много любов, старание и някак естествено й се получава онази магия, която те повлича да поглъщаш думите и историите като нови светове. Да “спреш” времето и да бъдеш изцяло погълнат от текста, а после да пречупиш собствените си мисли през всичко изказано директно, загатнато дискретно или просто усетено между редовете.“Куфарът на брат ми” на малкото бутиково издателство „ICU“ е точно такава книга. Много лична, много емоционална, много силна и важна, както за прекрасната  Невена Дишлиева-Кръстева, която я замисля и създава, така и за всички разказвачи, позволили на читателя да влезе в едни от най-личните им душевни пространства – свързани с дома, семейството, приятелите, пътя, емиграцията и неизбежното търсене на баланса между географските ширини и емоционалните дълбочини на живота.Затова и “Куфарът на брат ми” се чете на един дъх. Не е изключено обаче да се преглъща със солени сълзи и събудени мисли за онези твои случени или неслучени емиграции и пътища, за онези твои останали или заминали надалеч близки, които не спират да ти липсват, вдъхновяват, учат.Всяка една от историите в книгата много естествено наслагва един след друг пластове и смисли, значения зад кодовите думи “дом”, “път”, “емиграция”. Текстовете повеждат читателя през различни житейски и семейни истории, превратности на случайността или съзнателно направени избори, за да формират усещането за света днес като сърце, оплетено в пътища – изпъстрени с хора, емоции, култури и държави. А оттук на читателя остава неизбежната възможност да оплете и собственото си сърце в търсене на своите представи и утопии за живота, докато неволно събира в куфара още истории, още по-лични и близки.В този смисъл “Куфарът на брат ми” е някак и начин за лекуване, надживяване и трансформиране на травмата от онази вътрешна емиграция, която оставя след себе си липси, без право на замяна и завръщане. И още възможност за надграждане на всички стереотипи и представи, с които сме заобиколени в държава и свят пълни с “емигранти”. [продължава]Цялото ревю е в ""Аз чета""...more",Notes are private!,0,10,1,not set,"Jun 06, 2015","May 19, 2015",,Paperback,view (with text),/book/show/25565136
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ела при мен,"Русев, Богдан",,,,157        pp,3.40,112,2007,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 08, 2015","May 08, 2015",,,view,/book/show/6092850
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Като гореща вода за шоколад,"Esquivel, Laura",9545292989,9789545292989,,224        pp,3.95,"366,789",1989,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 16, 2015",,Paperback,view,/book/show/6358038
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Горе & Долу,"Стефанов, Стефан",,9789540736570,,408        pp,3.00,7,"Jan 01, 2013",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2015",,Paperback,view,/book/show/23589964
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clair de femme,"Gary, Romain",2070373673,9782070373673,2070373673,192        pp,3.69,"2,925",1977,"Apr 01, 1982",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 31, 2015","Apr 05, 2015","Mar 31, 2015",,Paperback,view,/book/show/1078311.Clair_de_femme
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gottland,"Szczygieł, Mariusz",8389755629,9788389755629,8389755629,232        pp,4.31,"5,025",2006,Oct 2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 29, 2015",,Paperback,view,/book/show/5111318-gottland
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Диви разкази,"Haitov, Nikolai",8498190975,9788498190977,,253        pp,4.40,"1,876","Jan 01, 1969",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 28, 2015",,Hardcover,view,/book/show/11144178
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Светът, който ни заобикаля","Božović, Gojko",,9789542813972,,149        pp,3.40,5,"Jan 01, 2013",2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2015","Mar 31, 2015","Mar 24, 2015",,Paperback,view,/book/show/20753869
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Doors: От другата страна,"Hopkins, Jerry",,,,488        pp,3.93,"44,153",1980,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Цялото ревю е в ""Аз чета"" „The Doors. От другата страна” е брилянтно написана биография на едно от най-значимите деца на рока, заедно с най-близките  Цялото ревю е в ""Аз чета"" „The Doors. От другата страна” е брилянтно написана биография на едно от най-значимите деца на рока, заедно с най-близките му другарчета в играта. Увличаща и вдъхновяваща, книгата определено има какво да разкаже за времето, за групата и не на последно място за него – Джеймс Дъглас Морисън. Разказва за всички важни моменти, концертите и хората, за скритите неща отвъд популярните сензации и накрая постепенно утвърждава Морисън като „един истински поет – Уитман на революционните 60-те”. Защото именно тази му роля, може би е най-близо до истинската му същност, отвъд всички изиграни житейски въплъщения пред пресата и на сцената и в живота.Той е детето бунтар, проблемният тийнейджър, но и търсещият, който не спира да чете и да мисли върху теми, които връстниците му рядко разбират. Минава през киното, за да открие музиката, която го освобождава от много демони, но му носи и също толкова заблуди и фалшиви илюзии. Не съм луд.Интересува ме свободата. Джим е алкохолик и наркоман, безобразен. Променлив е като пролетно време и е краен до безумие. Но „Трябва да приемете факта, че това, срещу което протестират хората от младото поколение като Морисън и всички от групата му, са проблемите, създадени от техните предци.” (Думи на адвоката му Макс Финк по време на делото срещу Джим в Маями) В повечето случаи обаче той знае точно какво прави и какво може да предизвика. Той знае, че може да влияе и да променя, знае и го прави. Продължава да влияе и след своята смърт. Дори още по-силно.Преди време, докато слушахме U2 в офиса, си говорехме с колегите, че днес няма такива групи, които да създадат следа в музиката, която да остане толкова дълго, толкова осезателно и толкова живо. Тези, които са останали и го правят, го правят от 20, 30, 40 години… те са богове. Новите същества имат много повече възможности да достигнат до повече хора, много повече възможности за промоция, за музикални експерименти… И въпреки това, те не са Богове, не са истерия, не са легенда. Но пък има и случаи, когато нови същества се превръщат в божества… дано ги видим, защото всяко време има нужда от своите бардове и митове…...more",Notes are private!,0,1,1,not set,Jan 2011,"Mar 22, 2015",,Hardcover,view (with text),/book/show/9369834-the-doors
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Татко, аз и Ангелът","Щерева, Ваня",,9789549612288,,312        pp,3.95,123,2009,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 19, 2015",,Paperback,view,/book/show/6591536
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Книжка за зайчетата-самоубийци,"Riley, Andy",,9789542908807,,96        pp,4.02,"11,488","Jan 01, 2003",Dec 2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 17, 2015",,Paperback,view,/book/show/19438865--
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Забравени от бога,"Maugham, W. Somerset",,9789545973017,,286        pp,4.34,"2,211",1951,2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2015",,Paperback,view,/book/show/15986981
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Нощем с белите коне,"Vezhinov, Pavel",,,,unknown,4.22,"1,109",1975,1987,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2015",,Hardcover,view,/book/show/8153985
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Най-синьото вълшебство,"Дубарова, Петя",,,,542        pp,4.58,464,1988,1988,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2015",,Paperback,view,/book/show/6561068--
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Предречено от Пагане,"Мутафчиева, Вера",9549037584,,,288        pp,4.44,290,1980,2000,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 16, 2015",,Paperback,view,/book/show/7110530
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Събрани разкази,"Kharms, Daniil",,,,unknown,5.00,6,unknown,Aug 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2015",,Paperback,view,/book/show/22358581
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Този път за болката,"Pantić, Mihajlo",,9786191502257,6191502257,264        pp,4.11,35,"Jan 01, 2007","Dec 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2015",,Paperback,view,/book/show/19095130
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Рязко,"Станев, Людмил",,9786191861125,,128        pp,3.69,78,"Jan 01, 2015",2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 10, 2015","Mar 10, 2015",,Paperback,view,/book/show/24917528
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Манифест на журналистиката / Речи в Швеция,"Camus, Albert",,9789542812838,,64        pp,4.67,3,1957,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2015",,Paperback,view,/book/show/17669879
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Океан море,"Baricco, Alessandro",9548456907,,,246        pp,4.09,"24,959",Mar 1993,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2015",,Paperback,view,/book/show/6884304
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Преведе от...,"Бодаков, Марин",,9789549655650,,208        pp,4.72,36,"Jan 07, 2013","Jan 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2015",,Paperback,view,/book/show/17157940
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Има крокодили в морето,"Geda, Fabio",,9789544919221,,220        pp,3.99,"12,277",2010,May 2013,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 03, 2015","Mar 03, 2015",,Paperback,view,/book/show/17904290
