,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road Trip,"O'Leary, Beth*",1529409055,9781529409055,1529409055,414        pp,3.58,"94,867","Apr 17, 2021","Apr 29, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read several books by this author. This is my least favorite of them all, though it did deal with several important issues, but not as deftly as I've read several books by this author. This is my least favorite of them all, though it did deal with several important issues, but not as deftly as others of her novels....more",Notes are private!,0,1,1,not set,"Oct 18, 2022","Oct 18, 2022",,Hardcover,view (with text),/book/show/51405046-the-road-trip
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The City of Brass        (The Daevabad Trilogy, #1)","Chakraborty, S.A.*",0062678108,9780062678102,0062678108,532        pp,4.15,"119,458","Nov 14, 2017","Nov 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic attempted read. My mind isn't in a place receptive to this book now. Will please and read another copy.2022 pandemic attempted read. My mind isn't in a place receptive to this book now. Will please and read another copy....more,Notes are private!,0,0,1,not set,Sep 2022,"Oct 18, 2022",,Hardcover,view (with text),/book/show/32718027-the-city-of-brass
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emergency Contact,"Choi, Mary H.K.",1534408967,9781534408968,1534408967,394        pp,3.64,"43,474","Mar 27, 2018","Mar 27, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. Not sure who recommended this to me, but it had some interesting elements, and a lot about trust. Great cover.",Notes are private!,0,0,1,not set,Sep 2022,"Sep 14, 2022",,Hardcover,view (with text),/book/show/35297272-emergency-contact
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,925","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Read this too close to reading Joan Is Okay for my brain not to make comparisons between the two characters. Rounded up.,Notes are private!,0,1,1,not set,Aug 2022,"Sep 14, 2022",,Hardcover,view (with text),/book/show/55196813-the-maid
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Velvet Was the Night,"Moreno-Garcia, Silvia*",0593356829,9780593356821,0593356829,289        pp,3.52,"26,428","Aug 17, 2021","Aug 17, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. I love a book that teaches me, and expands my world view as well as entertains my brain. (rounded up)",Notes are private!,0,0,1,not set,Aug 2022,"Sep 14, 2022",,Hardcover,view (with text),/book/show/54746205-velvet-was-the-night
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dead Romantics,"Poston, Ashley*",0593336488,9780593336489,0593336488,368        pp,3.94,"151,083","Jun 28, 2022","Jun 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. I have a friend who grew up in a small town mortuary, and while he had many tales of odd happenings, he never mentioned seeing gho2022 pandemic read. I have a friend who grew up in a small town mortuary, and while he had many tales of odd happenings, he never mentioned seeing ghosts. I have friends who are in the publishing world, and while many of them have found wonderful, remarkable love (and a few found some stink bombs) none of them found supernatural events involved with the course of true love. And I've known many a small town in South Carolina, and a few large ones, quite intimately and while I loved much about SC, there are many contributing factors there that may be why I live in Philadelphia now. This book was a fun read for me....more",Notes are private!,0,0,1,not set,Aug 2022,"Sep 14, 2022",,Paperback,view (with text),/book/show/58885776-the-dead-romantics
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quick,"Owen, Lauren",0812993276,9780812993271,0812993276,523        pp,3.25,"9,053","Apr 03, 2014","Jun 17, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. Started out spiffily, but floundered a bit along the way for me, making the end a long time in coming, and not in that good way. R2022 pandemic read. Started out spiffily, but floundered a bit along the way for me, making the end a long time in coming, and not in that good way. Rounded up....more",Notes are private!,0,0,1,not set,Aug 2022,"Sep 14, 2022",,Hardcover,view (with text),/book/show/18050175-the-quick
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Watchmaker of Filigree Street        (The Watchmaker of Filigree Street, #1)","Pulley, Natasha",1620408333,9781620408339,1620408333,318        pp,3.74,"34,456","Jul 02, 2015","Jul 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come. This one hit me at a bad time and I need to reread it.,Notes are private!,0,0,1,not set,Aug 2022,"Sep 14, 2022",,Hardcover,view (with text),/book/show/22929563-the-watchmaker-of-filigree-street
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Nights in Lisbon,"Pavone, Chris*",0374604762,9780374604769,0374604762,436        pp,3.74,"30,877","May 24, 2022","May 24, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pandemic read. Bit of a thriller, bit of a stretch of reality, bit of a travel0gue, all of which combined to make it a good summer read.",Notes are private!,0,1,1,not set,"Aug 14, 2022","Sep 14, 2022",,Hardcover,view (with text),/book/show/58772746-two-nights-in-lisbon
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darling Girl,"Michalski, Liz*",0593185633,9780593185636,0593185633,352        pp,3.47,"27,704","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Peter Pan as you’ve never seen him. Interesting take on life as a Darling.,Notes are private!,0,0,1,not set,"Aug 09, 2022","Aug 09, 2022",,Hardcover,view (with text),/book/show/58065362-darling-girl
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Summers of Newport,"Williams, Beatriz*",0063040743,9780063040748,0063040743,393        pp,3.72,"19,525","May 17, 2022","May 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pandemic read.Pandemic read. Made me look up pictures of the gala and earlier times in Newport.,Notes are private!,0,0,1,not set,"Aug 06, 2022","Aug 07, 2022",,Hardcover,view (with text),/book/show/59445992-the-lost-summers-of-newport
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bodyguard,"Center, Katherine*",1250219396,9781250219398,1250219396,309        pp,3.99,"233,769","Jul 19, 2022","Jul 19, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Was I the only one who looked up all the titles of the movies mentioned after recognizing two as books I'd read?2022 pandemic read. Was I the only one who looked up all the titles of the movies mentioned after recognizing two as books I'd read?...more,Notes are private!,0,0,1,not set,"Aug 02, 2022","Aug 06, 2022",,Hardcover,view (with text),/book/show/58724801-the-bodyguard
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Younger Wife,"Hepworth, Sally*",1250229618,9781250229618,1250229618,346        pp,3.80,"90,870","Oct 26, 2021","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Sally Hepworth. Australia. Messed up families.,Notes are private!,0,0,1,not set,"Aug 02, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/57693338-the-younger-wife
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jar of Hearts,"Hillier, Jennifer*",1250154197,9781250154194,1250154197,311        pp,4.12,"117,921","Jun 12, 2018","Jun 12, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pandemic read. My first visit to this author's imaginary town in the pacific northwest, where apparently a lot of people get killed. There was a lot oPandemic read. My first visit to this author's imaginary town in the pacific northwest, where apparently a lot of people get killed. There was a lot of telegraphing of plot but a decent, if not gruesome, mystery....more",Notes are private!,0,0,1,not set,Aug 2022,"Aug 05, 2022",,Hardcover,view (with text),/book/show/36315374-jar-of-hearts
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fraternity of Brothers        (Life of Galen #1),"Pacheco, Marina*",,,,182        pp,4.24,140,unknown,"Jun 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. From Voracious Readers,Notes are private!,0,0,1,not set,"Aug 05, 2022","Aug 05, 2022",,Kindle Edition,view (with text),/book/show/54338835-fraternity-of-brothers
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Botanist's Guide to Parties and Poisons        (Saffron Everleigh Mystery, #1)","Khavari, Kate*",1639100075,9781639100071,1639100075,262        pp,3.51,"13,832","Jun 07, 2022","Jun 07, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read, via LibraryThing. Cozy mystery with some puns, some peril, lots of botany, and an attempt to give a feel for the times. Sometimes 2022 pandemic read, via LibraryThing. Cozy mystery with some puns, some peril, lots of botany, and an attempt to give a feel for the times. Sometimes I got a little lost in who was who, but I expect that’s my fault for being distracted once again by our world....more",Notes are private!,0,1,1,not set,"Jun 17, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/58202849-a-botanist-s-guide-to-parties-and-poisons
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vasilisa        (Old Rus, #1)","Mathison, Julie*",,,,246        pp,4.31,147,unknown,"Feb 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. From Voracious readers. Nice mix of folk lore in with the story.,Notes are private!,0,1,1,not set,"Jun 05, 2022","Aug 05, 2022",,Kindle Edition,view (with text),/book/show/56476026-vasilisa
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Star Mother        (Star Mother, #1)","Holmberg, Charlie N.*",1542030455,9781542030458,B08SBS41XV,268        pp,4.13,"11,341","Nov 01, 2021","Nov 01, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read.,Notes are private!,0,0,1,not set,"Jun 05, 2022","Aug 05, 2022",,Kindle Edition,view (with text),/book/show/56858949-star-mother
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joan Is Okay,"Wang, Weike",0525654836,9780525654834,0525654836,224        pp,3.68,"15,766","Jan 18, 2022","Jan 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Joan IS okay. She moves through the world in her own way. Good stuff.,Notes are private!,0,0,1,not set,"Jul 23, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/55333768-joan-is-okay
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Way Out,"Ahmed, Tufayel",154203762X,9781542037624,B09D3JCQ19,268        pp,4.05,"3,522","Jul 01, 2022","Jul 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pandemic read.,Notes are private!,0,0,1,not set,"Jul 20, 2022","Aug 05, 2022",,Kindle Edition,view (with text),/book/show/58839774-this-way-out
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adult Assembly Required,"Waxman, Abbi*",059319876X,9780593198766,059319876X,374        pp,3.71,"11,629","May 17, 2022","May 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pandemic read. A little scattered at first with a lot of characters, but settled down to my brain speed.",Notes are private!,0,0,1,not set,"Jul 15, 2022","Aug 05, 2022",,Paperback,view (with text),/book/show/58813189-adult-assembly-required
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than You'll Ever Know,"Gutierrez, Katie*",0063118459,9780063118454,0063118459,435        pp,3.73,"21,595","Jun 07, 2022","Jun 07, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. fictional true crime,",Notes are private!,0,0,1,not set,"Jun 05, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/58984701-more-than-you-ll-ever-know
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In a New York Minute,"Spencer, Kate*",,,,304        pp,3.66,"31,645","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Pandemic read. Fun,Notes are private!,0,0,1,not set,"Jun 05, 2022","Aug 05, 2022",,Kindle Edition,view (with text),/book/show/57693870-in-a-new-york-minute
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nettle & Bone,"Kingfisher, T.",1250244048,9781250244048,1250244048,243        pp,4.15,"74,840","Apr 26, 2022","Apr 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pandemic Read. As long as T Kingfisher keeps writing, I'll keep reading.Pandemic Read. As long as T Kingfisher keeps writing, I'll keep reading....more",Notes are private!,0,0,1,not set,"Jul 31, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/56179377-nettle-bone
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Happened to the Bennetts,"Scottoline, Lisa*",0525539670,9780525539674,0525539670,391        pp,3.80,"68,637","Mar 29, 2022","Mar 29, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 Pandemic read. Another mystery set in Philly and surrounds. We may not be in many movies, but we're in books and TV shows.2022 Pandemic read. Another mystery set in Philly and surrounds. We may not be in many movies, but we're in books and TV shows....more",Notes are private!,0,0,1,not set,Aug 2022,"Aug 05, 2022",,Hardcover,view (with text),/book/show/58502351-what-happened-to-the-bennetts
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Memes Well,"Brunson, Quinta",1328638987,9781328638984,1328638987,293        pp,4.08,"3,944","Jun 15, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Heard Quinta Brunson on NPR's Terry Gross show. Two Philly women talking to each other. Got the book as followup, in what turned out to be the period Heard Quinta Brunson on NPR's Terry Gross show. Two Philly women talking to each other. Got the book as followup, in what turned out to be the period when Brunson was nominated for a slew of Emmys and was also accused of stealing creative arts. Still waiting to see how all that plays out, but now know she is a very funny, creative, open, forthright person with some interesting stories to tell. Her Philly overlaps with mine, but her's is funnier and edgier. We even started watching Abbott Academy. I think she'll come out ahead in both her current situations....more",Notes are private!,0,0,1,not set,"Jul 23, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/49567214-she-memes-well
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book Woman's Daughter        (The Book Woman of Troublesome Creek, #2)","Richardson, Kim Michele*",1728242592,9781728242590,1728242592,336        pp,4.23,"64,176","May 03, 2022","May 03, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. Followup to the Bookwoman of Troublesome Creek. Like that interesting for the historical perspective, times, and medical condition2022 pandemic read. Followup to the Bookwoman of Troublesome Creek. Like that interesting for the historical perspective, times, and medical conditions. And I learned that a raccoon dick was used as ornamentation. Look it up....more",Notes are private!,0,0,1,not set,"Jul 05, 2022","Aug 05, 2022",,Paperback,view (with text),/book/show/58803339-the-book-woman-s-daughter
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adulting,"Talley, Liz*",1542026040,9781542026048,B08C4P5ZCD,332        pp,4.04,"7,626","Apr 01, 2021","Apr 01, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Free copy from someplace or other. Worth the money I paid for it. Writing this later-- can't really remember the plot or if I fini2022 pandemic read. Free copy from someplace or other. Worth the money I paid for it. Writing this later-- can't really remember the plot or if I finished it. My apologies to the author....more,Notes are private!,0,0,1,not set,"Jul 05, 2022","Aug 05, 2022",,Kindle Edition,view (with text),/book/show/54886771-adulting
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sunshine,"McKinley, Robin",0515138819,9780515138818,0515138819,405        pp,3.84,"42,530","Sep 01, 2003","Nov 30, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pandemic read. Normally not a vampire book fan, but this appealed to me. I guess I like my vampires with a touch of dystopia.",Notes are private!,0,1,1,not set,"Jul 05, 2022","Aug 05, 2022",,Mass Market Paperback,view (with text),/book/show/8088.Sunshine
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Match        (Wilde, #2)","Coben, Harlan*",,,,352        pp,4.20,"51,389","Mar 15, 2022","Mar 15, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Pandemic read. Harlan Coben, filling in more blank spaces.",Notes are private!,0,0,1,not set,"Jul 05, 2022","Aug 05, 2022",,Hardcover,view (with text),/book/show/58340968-the-match
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl in His Shadow        (Nora Beady, #1)","Blake, Audrey*",1728228727,9781728228723,1728228727,384        pp,4.16,"43,027","May 04, 2021","May 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. Read as part of a one city one book type event. Some interesting history about women in medicine in a given period, but I found my2022 pandemic read. Read as part of a one city one book type event. Some interesting history about women in medicine in a given period, but I found myself put off by the ending, which clearly indicated it wasn't an ending but the end of part of a series. The story didn't grab me enough to envision myself reading more in the series....more",Notes are private!,0,0,1,not set,Aug 2022,"Aug 05, 2022",,Paperback,view (with text),/book/show/54717137-the-girl-in-his-shadow
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Book of Night        (Book of Night, #1)","Black, Holly*",1250812194,9781250812193,1250812194,304        pp,3.54,"65,703","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. First book I've read by this author, and her first venture outside of YA. Interesting concept involving shadow life. Took place in2022 pandemic read. First book I've read by this author, and her first venture outside of YA. Interesting concept involving shadow life. Took place in the Berkshires, a place I love and want to get back to. HAdn't realized it was actually part of a series, but Charlie and her world interest me enough that I'll probably pursue more in the series. ...more",Notes are private!,0,1,1,not set,Aug 2022,"Aug 05, 2022",,Hardcover,view (with text),/book/show/58293924-book-of-night
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Wilder,"Lauren, Christina*",1982173408,9781982173401,1982173408,384        pp,3.67,"113,249","May 17, 2022","May 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. Maybe my least favorite of this team's works, but had fun moments, and tidbits about Butch Cassidy and some beautiful country. Goo2022 pandemic read. Maybe my least favorite of this team's works, but had fun moments, and tidbits about Butch Cassidy and some beautiful country. Good reading for staying inside in a heat wave. ...more",Notes are private!,0,0,1,not set,Jul 2022,"Aug 05, 2022",,Hardcover,view (with text),/book/show/59345253-something-wilder
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vanderbilt: The Rise and Fall of an American Dynasty,"Cooper, Anderson",0062964615,9780062964618,0062964615,317        pp,3.83,"48,525","Sep 21, 2021","Sep 21, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Feb 26, 2022not set","Jul 26, 2022",,Hardcover,view,/book/show/56382342-vanderbilt
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,461","Mar 31, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Actually pretty fun to read.,Notes are private!,0,0,1,not set,Jun 2022,"Jul 07, 2022",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Humans,"Haig, Matt*",,,B00A27X972,304        pp,4.08,"124,188","May 09, 2013","Jul 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read.,Notes are private!,0,0,2,not setnot set,not setnot set,"Jul 07, 2022",,Kindle Edition,view (with text),/book/show/18919445-the-humans
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cake,"Wilkerson, Charmaine",,,,385        pp,4.11,"176,126","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. This one is a keeper.,Notes are private!,0,0,1,not set,"Jun 09, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/57926137-black-cake
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Always, in December","Stone, Emily*",0593496876,9780593496879,0593496876,416        pp,3.76,"27,065","Aug 05, 2021","Oct 12, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read.,Notes are private!,0,0,1,not set,"May 07, 2022","Jul 07, 2022",,Paperback,view (with text),/book/show/57565808-always-in-december
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow of Night        (All Souls, #2)","Harkness, Deborah*",0670023485,9780670023486,0670023485,584        pp,4.08,"241,113","Jul 10, 2012","Jul 10, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. I resisted reading this for so long, but got sucked into the TV Show, and wanted to see where book one went. This had moments of i2022 pandemic read. I resisted reading this for so long, but got sucked into the TV Show, and wanted to see where book one went. This had moments of interest, but not enough to make me rush out to get book 3. I'm still lukewarm on the series....more",Notes are private!,0,0,1,not set,"Apr 29, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/11559200-shadow-of-night
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,113","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read.,Notes are private!,0,0,1,not set,Jun 2022,"Jul 07, 2022",,Hardcover,view (with text),/book/show/56783258-cloud-cuckoo-land
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Look of Love,"Jio, Sarah*",014218053X,9780142180532,014218053X,286        pp,3.41,"6,816",2014,"Nov 25, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read.,Notes are private!,0,0,1,not set,"May 29, 2022","Jul 07, 2022",,Paperback,view (with text),/book/show/20893363-the-look-of-love
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,523","Apr 05, 2022","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2022 pandemic read. Good look at deaf culture and history in the US. My family has a form of deafness, and my mother was subjected to a cochlear impla2022 pandemic read. Good look at deaf culture and history in the US. My family has a form of deafness, and my mother was subjected to a cochlear implant that failed, and went on to live an amazing life. I did not progress to the point of needing one....more",Notes are private!,0,1,1,not set,"Jun 13, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/58395049-true-biz
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When No One Is Watching,"Cole, Alyssa*",0062982656,9780062982650,0062982656,352        pp,3.50,"94,340","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Brooklyn meets Jordan Peele.,Notes are private!,0,0,1,not set,"Jun 12, 2022","Jul 07, 2022",,Paperback,view (with text),/book/show/49398072-when-no-one-is-watching
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,049,800","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Like the back and forth interplay of conversations in this one.,Notes are private!,0,0,1,not set,"Jun 12, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/58690308-book-lovers
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,586","Apr 05, 2022","May 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. interweaves with other of the author's books.2022 pandemic read. interweaves with other of the author's books....more,Notes are private!,0,0,1,not set,"Jun 11, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Irreverent Curiosity: In Search of the Church's Strangest Relic in Italy's Oddest Town,"Farley, David*",1592404545,9781592404544,1592404545,304        pp,3.65,338,"Jul 09, 2009","Jul 09, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2022 pandemic read. Heard the author on Rick Steves' show on PBS. Picked up to learn more about the town that housed the foreskin of Baby Jesus for ye2022 pandemic read. Heard the author on Rick Steves' show on PBS. Picked up to learn more about the town that housed the foreskin of Baby Jesus for years before it was stolen/disappeared. Ended up expanding my knowledge in many other directions as well....more,Notes are private!,0,0,1,not set,"Jun 06, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/6369613-an-irreverent-curiosity
