,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,"Dedman, Bill*",0345534522,9780345534521,0345534522,456        pp,3.79,"37,717","Sep 10, 2013","Sep 10, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ha! I just spent a few minutes reading the interesting variety of GR s on this. Originally, I thought I'd be rating it a 4 - mainly because I knHa! I just spent a few minutes reading the interesting variety of GR s on this. Originally, I thought I'd be rating it a 4 - mainly because I know the amount of extensive research Dedman had to do on this thing. But truly, it's a solid 3 stars. Here's why:PROS: GR ers were pretty split - they either liked the first part and hated the second, or vice versa! I actually liked the first half better. This part focused on the father, W.A. Clark 1839-1925. I found it interesting that he ranks up there with the Gilded Age Robber Barons like Carnegie and Rockefeller and I'd never heard of him. Clark amassed a FORTUNE from mining copper in Montana and then moved to Manhattan. But the story is about his DAUGHTER, Huguette. She never earned anything or even became anything. And was a strange recluse with no husband, no kids, and not much of a life.CONS: Dedman is a good writer. Easy to read. Yet I had this nagging feeling that he was holding back on criticizing or judging how Huguette lived. I read other ers say this was to Dedman's credit - but there was a dishonesty about it. I think it's because his co-author was Huguette's cousin, and Dedman didn't want to offend the cousin? I'm not sure. Then every once in a while, Dedman made it sound like Huguette was strange, but didn't explore it. Also, I didn't read any s that mentioned this point, but I thought Dedman was going to delve into this woman's condition. Obviously, she had some kind of autism or phobia. Maybe he just couldn't find evidence on that? It was like he refused to paint Huguette in a bad light. In the end, I guess I'm not sure why the author wrote it or what he wants me to feel here. Is the theme supposed to be ""it's okay to be quirky""? Is it ""one can do what one wants with one's own money""? There was a bit of People-magazine-feeling to it because Huguette was definitely weirdly ""fascinating"". But I felt like Dedman was manipulating me to think, well, what a sweet, old, rich lady. Instead, I'm actually kind of sickened by her life. All of that money going to waste in mansions she never lived in, Monets and Renoirs she barely looked at, doll collections she didn't touch, jewels she never wore, etc. It's bad enough her father was from that generation that didn't care that they DECIMATED the land and poisoned the rivers, but then Huguette did nothing really to rectify this. She did give money away, but to a few friends and to people who served her - nurses, accountants, doctors, managers. Oh and art museums. After her death it was mainly to taxes and lawyers. She could have done so much good. Dedman kept saying how tender and sweet and kind she was, but only to about six people in her whole life. I guess Dedman is leaving it up to the reader. I say her 104 years of being incredibly wealthy were squandered and I don't know that that's enough for a book. ...more",Notes are private!,0,3,1,"Jan 10, 2023","Jan 23, 2023","Jan 23, 2023",,Hardcover,view (with text),/book/show/17704903-empty-mansions
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ploughshares        (Winter 2004-2005),"Harjo, Joy*",0933277423,9780933277427,0933277423,201        pp,3.75,4,2004,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ploughshares is a journal out of Emerson College in Boston. This particular volume had 6 short stories and over 20 poems. I found it in the free-littlPloughshares is a journal out of Emerson College in Boston. This particular volume had 6 short stories and over 20 poems. I found it in the free-little-library neighborhood box. A mixed bag for me. I guess I'll do potential GR readers a favor and stop reading (and negatively ing) contemporary poetry. I read many of the poems in here and hated every one. Sorry. I just can't stand all the gibberish. It sounds like random words they pulled out of their asses and placed them erratically on the page and called it a ""poem"". Guest editor Joy Harjo tried to ""warn"" me in her intro to be open to what poetry is now. Can't do it, Joy. I'll stick with Robert Frost. However, 3 stars for the EXCELLENT short stories. One I loved was called ""The Princess of Nebraska"" by Yiyun Li. I'm going to seek her out now and check out more of her short story collections and novels. ...more",Notes are private!,0,5,1,"Dec 24, 2022","Dec 27, 2022","Dec 27, 2022",,Paperback,view (with text),/book/show/470383.Ploughshares
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chester Alan Arthur        (The American Presidents, #21)","Karabell, Zachary",0805069518,9780805069518,0805069518,192        pp,3.83,"1,103","Jun 21, 2004","Jun 21, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Do all presidential biographies have to be massive, 800-page tomes? No!This book was such a refreshing surprise. You may be thinking, well, it's aboutDo all presidential biographies have to be massive, 800-page tomes? No!This book was such a refreshing surprise. You may be thinking, well, it's about a president no one remembers, so of course, it's going to be short! But that's not how it felt. Zachary Karabell covered Arthur's presidency in great detail. Yet it was easy-to-read, engaging, and even humorous at times. And under 200 pages! This Gilded Age time period in America - after the Civil War, but before the 20th century - has always intrigued me. I read Destiny of the Republic years ago about poor Garfield's short presidency and then his ordeal of being shot and living for several months before infection finally did him in. Well, I had forgotten that ""Chet"" Arthur had been his vice president. So this sort of ""picked up"" where Millard left off. Karabell also does a nice job of painting a balanced portrayal of President Arthur. I loved it!!...more",Notes are private!,0,7,1,"Dec 16, 2022","Dec 21, 2022","Dec 21, 2022",,Hardcover,view (with text),/book/show/244662.Chester_Alan_Arthur
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Drinking, Smoking and Screwing: Great Writers on Good Times","Nickles, Sara",0811807843,9780811807845,0811807843,224        pp,3.74,746,"Aug 01, 1994","Aug 01, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meh. I thought this would be more scandalous, racier, or at least funny. Not so much.However, I'll go as high as 3 stars, though, because I think it'sMeh. I thought this would be more scandalous, racier, or at least funny. Not so much.However, I'll go as high as 3 stars, though, because I think it's a challenge for an editor to find just the right short stories and excerpts for a collection like this. So obviously these were the selections that editor Sara Nickles enjoyed or thought would add to the theme. Most were from the 1950s-1970s. I thought some were the worst representations of that ""good"" author. But again, I guess it's a taste issue.There were 24 stories and I only liked two: ""The Office Party"" by Corey Ford and ""Concerning Tobacco"" by Mark Twain....more",Notes are private!,0,1,1,"Dec 13, 2022","Dec 15, 2022","Dec 15, 2022",,Paperback,view (with text),/book/show/101910.Drinking_Smoking_and_Screwing
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of a Hundred Fires,"Blanco, Richard*",0822956837,9780822956839,0822956837,74        pp,4.02,208,"Oct 01, 1998","Oct 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For me, Mr. Blanco is a great poet because: 1. he writes contemporary poems that are ALSO accessible and not completely, ridiculously cryptic; 2. he bFor me, Mr. Blanco is a great poet because: 1. he writes contemporary poems that are ALSO accessible and not completely, ridiculously cryptic; 2. he brings back good memories of growing up in Florida. I still preferred his memoir, The Prince of Los Cocuyos over this collection of poetry. However, it was an enjoyable assortment of a variety of poems. Beautiful imagery that I could taste, hear, and smell....more",Notes are private!,0,6,1,"Dec 10, 2022","Dec 12, 2022","Dec 12, 2022",,Paperback,view (with text),/book/show/1222263.City_of_a_Hundred_Fires
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,691","Feb 25, 1937",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, so really, what am I going to write here that hasn't already been said? Written in 1937, a slim novella ringing in at 107 pages and classic SteiOkay, so really, what am I going to write here that hasn't already been said? Written in 1937, a slim novella ringing in at 107 pages and classic Steinbeck. The only author I know who can capture the entire human condition in one paragraph (sometimes one sentence). It sounds so cliché, but Steinbeck had that rare ability to set an entire mood and scene with very few words. I want to touch on something, though, that I read in some other GR s. The one female character: ""Curley's wife"" - no name. Yes, as a woman, it's hard to see how the character is portrayed. She's awful. But I think we're doing Steinbeck and the story a disservice if we decide there's a ""flaw"" because of how she is portrayed. I think we see this reluctance to create a minority character who's wicked more and more nowadays - whether it's a woman, a person of color, a member of the LGBTQ community - aren't there evil folks in EACH of those categories, too? Of course there are! If a character is offensive, do they not belong in the story? And any woman who is reading this, can't you agree that Steinbeck ""portrayed"" a woman we have all known at least once in our lives? Now, I guess you could say, okay, yes, there are woman like that, but I don't want to read about them. Ok, that's fine. But please don't say that they SHOULDN'T be portrayed that way. Steinbeck NAILED that character. On top of that, if you read closely, you'll see that Steinbeck is not completely one-sided with her, either. In the scene where she's talking to Crooks, Candy, and Lennie, you can hear the utter sadness and disappointment. Steinbeck rounds out her evil with longing, fear, vulnerability, and confusion. So I think it's hard to say that Steinbeck is ""portraying"" her badly or falsely. Especially considering it's 1937. Talk about trapped! No wonder she's such a bitch! I was going to end this by saying everyone should read this book and everyone should read Steinbeck. I'll stand by that, but - ""reader beware"" - Steinbeck is REAL. And reality ain't for everyone. 10 Stars for reality and impeccable writing!...more",Notes are private!,0,4,1,"Dec 08, 2022","Dec 10, 2022","Dec 10, 2022",,Paperback,view (with text),/book/show/890.Of_Mice_and_Men
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chasing the Last Laugh: Mark Twain's Raucous and Redemptive Round-the-World Comedy Tour,"Zacks, Richard",0385536445,9780385536448,0385536445,464        pp,3.83,427,"Mar 01, 2016","Apr 19, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Richard Zacks may be my new favorite nonfiction writer!My sister gave me this book about 4 years ago. I'm sorry it has been on my ""to-read"" list for sRichard Zacks may be my new favorite nonfiction writer!My sister gave me this book about 4 years ago. I'm sorry it has been on my ""to-read"" list for so long. It takes a lot for me to give 5 stars. I'll try to stay brief - but here's why!First, I give Zacks a lot of credit. I've read a ton about Twain. There's been a ton written about Twain. What can anyone say that is new or fresh? Well, I loved that Zacks zeroed in on a very specific time period - toward the end of Twain's life - 1894-early 1900s. Twain died in 1910. I enjoyed the focus and details about Twain's world speaking tour with his wife and middle daughter. Secondly, Zacks wrote it in a comfortable, conversational tone that made 400 pages just whiz by. I didn't want it to end. Zacks included lots of excerpts from Twain's letters. Some of the best letters were to his good friend, billionaire H.H. Rogers in New York. And I thought it was balanced between Twain's actual words, biographical info from Zacks, and then the words of those close to Twain.If I had to think of why someone would not like it, I suppose it might be the numbers and dollar amounts that Twain was making at each ""comedy"" show, and what he owed his creditors. But really, I'm not a numbers person, and not interested in finances, and I didn't think it was overbearing or boring.Twain was one of those rare humans who comes along once in a lifetime - unforgettable....more",Notes are private!,0,4,1,"Nov 25, 2022","Dec 05, 2022","Dec 06, 2022",,Hardcover,view (with text),/book/show/25733907-chasing-the-last-laugh
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Father's House,"Gaines, Ernest J.",0679727914,9780679727910,0679727914,224        pp,3.96,707,1978,"Jun 30, 1992",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This read very much like a play. Almost all dialogue and really only four settings: Virginia's boarding house (this was only for a short time), PhilliThis read very much like a play. Almost all dialogue and really only four settings: Virginia's boarding house (this was only for a short time), Phillip's home, Phillip's car, and Chippo's house at the end. PROS: Dialogue was well written. Totally authentic, easy-to-understand. I also thought the ending was great. I read ers say it felt unfinished, but I thought it stayed true to the story and was good to not have it tied up in a neat little bow. Felt real.CONS: I will mirror what I read many ers say - the biggest problem - REPETITIVE. First, it was repetitive in physical descriptions. Everyone was either dark brown, light brown. But what was worse was the repetition in the INTERNAL DIALOGUE (I think that's what it's called). Without giving anything away, one of the beginning scenes Phillip is asking himself the SAME questions OVER AND OVER AND OVER. I love reflection, but reflection that might be moving the story forward, or if not that, allowing me to learn about the character. On top of that, there was too much internal dialogue. Who is that man? I know that man. Who is that man? Why do I know that man? Why isn't this relationship working? Was it working? Is this relationship working? Why isn't this working? Oh. My. God. I was begging the author to get out of this mental vortex and get to the next scene. The characters were flat. The only character who felt developed was Chippo - and he only entered the last few pages of the story! I never knew who was who. And females were nonexistent except his wife, and she was barely there. I thought at first, well, it's the 70's. Nah. That's not gonna work. In the 1930's Steinbeck created Kate Trask; in the 1940s James Cain gave us Mildred Pierce, etc. etc. Some important females may have helped this story. Frankly, I felt a bit duped. I thought that there was going to be a big reveal toward the end as to what some terrible incident was. But as it turns out, the terrible incident was already hashed out in one of the many ""internal dialogue"" scenes. There was no additional ""terrible"". I'll still read another book by Gaines, but this one was a disappointment....more",Notes are private!,0,3,1,"Nov 10, 2022","Nov 18, 2022","Nov 18, 2022",,Paperback,view (with text),/book/show/97713.In_My_Father_s_House
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Copper Nickel        (28),"Miller, Wayne",0986247081,9780986247088,0986247081,186        pp,4.00,1,unknown,"Mar 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow! What a pleasant surprise. This very professional, put-together journal from University of Colorado Denver was chock full of creative and clever wWow! What a pleasant surprise. This very professional, put-together journal from University of Colorado Denver was chock full of creative and clever writing!I find these little journals - paperback literary ""magazines"" if you will, at our used bookstore, as well as the little free libraries around my neighborhood. I got lucky with this March 2019 issue of ""Coppernickel"". I think one of the reasons I'm so pleased is that I just read two of the Michigan Quarterly Reviews - University of Michigan's Journal. I hated the selections so much - the poetry in particular was just awful and everything was angry, trying to hard to be trendy, or victim-themed. I didn't even bother to  it here on GR. And I'll never pick it up again if that's the direction the editor wants to take it. Then this little gem comes along to renew my faith in university journals! Balanced variety of fiction to nonfiction, poetry, folios, and essays. Some of my favorites: the short stories by Sarah Ann Strickley, Preeta Samarasan, the nonfiction by Shena McAuliffe, the essay by Rebecca Lehmann, and poet William Brown's ""Ode to My Hernia"". ...more",Notes are private!,0,3,1,"Oct 28, 2022","Oct 30, 2022","Oct 30, 2022",,Paperback,view (with text),/book/show/43348360-copper-nickel
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History","Edsel, Robert M.",1599951495,9781599951492,1599951495,473        pp,3.79,"50,489","Aug 20, 2009","Sep 03, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, I thought I was going to love this book! Love the premise, love WWII history, love art, didn't know much about Hitler's art passion and his thieveOh, I thought I was going to love this book! Love the premise, love WWII history, love art, didn't know much about Hitler's art passion and his thievery - very intrigued.But it just didn't work. Mr. Edsel was unable to make any of these real people come to life. I could never keep straight any of the main folks because they seemed flat and all the same. The writing style was disjointed and confusing. Edsel kept repeating the same words for describing physical features. Or provided odd details that were supposed to give me ""background"" on the people, but instead, just seemed boring. I heard the movie (George Clooney) was awful with low ratings. Most of the players in this story have passed away now. So I'll just say a huge heartfelt ""Thank you"" for their service and bravery in saving and/or recovering so many precious works of art. ...more",Notes are private!,0,7,1,"Sep 29, 2022","Oct 25, 2022","Oct 25, 2022",,Hardcover,view (with text),/book/show/6514074-the-monuments-men
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Frankenstein: Or, the Modern Prometheus","Shelley, Mary",0894718827,9780894718823,0894718827,170        pp,3.87,"1,597,587",1818,"Jan 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was blown away! It was so much better than I thought it would be. One might wonder why I pick the books that I do, since I don't like sci-fi or horrI was blown away! It was so much better than I thought it would be. One might wonder why I pick the books that I do, since I don't like sci-fi or horror and I usually can't handle early 19th British language. This novel was from 1818!! And the author was just a girl at 20. But somehow it worked. There were moments I couldn't put it down. A psychological thriller that was surprisingly ""contemporary"". It's a must-read for all. ...more",Notes are private!,0,3,1,"Sep 20, 2022","Sep 26, 2022","Sep 27, 2022",,Hardcover,view (with text),/book/show/1703675.Frankenstein
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seinfeldia: How a Show About Nothing Changed Everything,"Armstrong, Jennifer Keishin*",1476756112,9781476756110,1476756112,336        pp,3.71,"9,188","Jul 05, 2016","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ha! This may be one of those times where I had the bar set so low that the only way to go was up! I thought this was going to be cheesy and lame. MaybHa! This may be one of those times where I had the bar set so low that the only way to go was up! I thought this was going to be cheesy and lame. Maybe because of the cover? But I can't believe that I actually enjoyed it!The writing is nothing special at all. Felt like an average magazine article. Also, if you're not a true, die hard fan of Seinfeld, don't even bother. But I loved all the old references and reading about how Larry David and Jerry Seinfeld created it, how they changed the way sitcoms were done, and all the inside stories about the various writers throughout the years. It made me feel good and brought back lots of memories. I actually remember the airing of the pilot in 1989! I wasn't even married yet, and I was at my boyfriend's house. When the episode ended, we just kind of looked at each other like - meh. And yet.... and yet... later that evening we both said - there's something different here. The show was like no other comedy that we had seen. And the rest was history. I watched every episode for the next 9 years. During the show's run I moved from Florida to Idaho, got married, switched jobs 3 times, but my constant was always Thursday night on NBC! Those half hours were sacred. And now, of course, I've seen the series over and over in syndication. In fact, my husband and I were just on a road trip watching TV in the motel room and we caught it on three different channels!One of the points the authors makes is that very few people have ever been as committed to a show since Seinfeld. That's me. I've enjoyed other sitcoms - probably ""The Office"" comes close, but nothing like Seinfeld. Ms. Armstrong also wrote at first that the executives kept saying ""too Jewish"", ""too New York"", but that never affected its popularity. I agree. But I did notice when I moved to the west that not as many people that I'd talk to watched the show or thought it was as hilarious as I did. I grew up in south Florida where I was friends with many people who were Jewish and from New York. I KNEW these characters! Lastly, I had to laugh when the author mentioned that fans have a tendency to be able to draw a parallel from their own lives to any or every scene from the show - but they have to be careful because it becomes annoying quickly. Ha! If my sister, Julie, is reading this, she will recognize the two of us in that statement!I guess the fact we're talking about a show and quoting scenes 24 years after its ending says it all....more",Notes are private!,0,8,1,Sep 2022,"Sep 14, 2022","Sep 14, 2022",,Paperback,view (with text),/book/show/32919525-seinfeldia
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poetry Magazine September 2021,NOT A BOOK,,,,52        pp,3.46,54,unknown,"Sep 01, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, sorry, I just thought this was an awful collection!At least I found a few gems in the March 2021 issue. And I still stand by what I said before aWow, sorry, I just thought this was an awful collection!At least I found a few gems in the March 2021 issue. And I still stand by what I said before about this being impressive for a ""magazine"". And I just read several glowing s. But I guess it just wasn't for me. Every poem was either angry, depressing, or weird. I can get that from turning on the CNN News! ...more",Notes are private!,0,2,1,"Jul 28, 2022","Jul 29, 2022","Jul 29, 2022",,Paperback,view (with text),/book/show/58905947-poetry-magazine-september-2021
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Henna Artist        (The Jaipur Trilogy, #1)","Joshi, Alka*",0778310205,9780778310204,0778310205,384        pp,4.19,"177,377","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I can easily say a solid 3-star on this one. No better, no worse. It was a lightening fast, non-challenging, poolside, airplane, or in my caseI think I can easily say a solid 3-star on this one. No better, no worse. It was a lightening fast, non-challenging, poolside, airplane, or in my case road-trip read. Pros: from the first page the plot hooks you in. Lots of colorful characters who, for the most part are pretty well-developed. Some history about India and castes in the 1950s. However, not knowing much about India and specifically, Jaipur, I have no idea how authentic the history was.Cons: plot was over-the-top dramatic. Very soap opera. Very predictable - I knew what was coming quite early on. Non-believable events at every turn. A very poor village outcast child is familiar with English authors like the Bronte sisters? The main character's henna cures everything from skin rashes to sex drive? And many more silly occurrences so the author could make it all come together with an unrealistic, happy Hollywood - or Baliwood - ending! Ha! Even with the ""cons"", I always wanted to pick it up and see what was happening to these Indian ladies, kids, and men! Namaste!...more",Notes are private!,0,2,1,"Jul 22, 2022","Jul 27, 2022","Jul 27, 2022",,Paperback,view (with text),/book/show/50607466-the-henna-artist
