,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,"Debbie ""DJ""'s rating",my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Is Not the Time to Panic,"Wilson, Kevin*",,,B09RWWQ8WW,249        pp,3.69,"52,043","Nov 15, 2022","Nov 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Dec 03, 2022","Dec 17, 2022","Nov 30, 2022",,Kindle Edition,view,/book/show/60755035-now-is-not-the-time-to-panic
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rising Strong: The Reckoning. The Rumble. The Revolution.,"Brown, Brené*",0812995821,9780812995824,0812995821,336        pp,4.25,"82,321","Aug 25, 2015","Aug 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Hardcover,view,/book/show/23317538-rising-strong
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homo Deus: A History of Tomorrow,"Harari, Yuval Noah",,,,450        pp,4.21,"250,137",2015,"Feb 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Kindle Edition,view,/book/show/31138556-homo-deus
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158687,9780593158685,0593158687,384        pp,4.22,"504,388","Aug 30, 2022","Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can’t believe I’m giving this one five stars when it took me half the book to get into! I was rooting for her like it was a real match, and I’m stilI can’t believe I’m giving this one five stars when it took me half the book to get into! I was rooting for her like it was a real match, and I’m still not sure it wasn’t, ha! Highly recommend this one!...more",Notes are private!,0,13,1,"Jan 12, 2023","Jan 15, 2023","Nov 17, 2022",,Hardcover,view (with text),/book/show/60435878-carrie-soto-is-back
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Butterfly Garden        (The Collector, #1)","Hutchison, Dot",1503989712,,B016ZNRC0Q,288        pp,4.08,"186,554","Jun 01, 2016","Jun 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2022",,Kindle Edition,view,/book/show/29981261-the-butterfly-garden
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cottonmouths,"Ford, Kelly J.*",1510719156,9781510719156,1510719156,296        pp,3.77,775,"Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2022",,Hardcover,view,/book/show/31212951-cottonmouths
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beheld,"Nesbit, TaraShea*",163557322X,9781635573220,163557322X,288        pp,3.43,"5,573","Mar 17, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Hardcover,view,/book/show/44453031-beheld
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ten Steps to Nanette: A Memoir Situation,"Gadsby, Hannah",1984819798,,B09LRVZZYH,363        pp,4.47,"14,026","Mar 29, 2022","Mar 29, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 03, 2022","Dec 03, 2022","Oct 28, 2022",,Kindle Edition,view,/book/show/59749527-ten-steps-to-nanette
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of the Cell: An Exploration of Medicine and the New Human,"Mukherjee, Siddhartha",1982117354,9781982117351,1982117354,473        pp,4.29,"10,112","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2022",,Hardcover,view,/book/show/60321392-the-song-of-the-cell
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Bones Know: A Memoir of Healing from Complex Trauma,"Foo, Stephanie*",0593238109,9780593238103,0593238109,352        pp,4.52,"42,997","Feb 22, 2022","Feb 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Hardcover,view,/book/show/58214328-what-my-bones-know
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Please Like Me,"Kaling, Mindy*",1542017211,9781542017213,B08GBZD2JC,25        pp,4.24,"13,475","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2022",,Kindle Edition,view,/book/show/55056088-please-like-me
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grunt: The Curious Science of Humans at War,"Roach, Mary",1324036087,9781324036081,1324036087,304        pp,3.93,"22,002","Jun 07, 2016","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2022",,Paperback,view,/book/show/60165449-grunt
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Feet Over: Science Tackles the Afterlife,"Roach, Mary",1324036044,9781324036043,1324036044,320        pp,3.60,"39,038",2005,"Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2022",,Paperback,view,/book/show/60165445-six-feet-over
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moving On,"Steger, Sara*",,,B00NX3QJ6U,206        pp,4.46,37,"Sep 24, 2014","Sep 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Oct 21, 2022","Oct 11, 2022",,Kindle Edition,view,/book/show/23534929-moving-on
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gone: A Girl, a Violin, a Life Unstrung","Kym, Min",0451496078,9780451496072,0451496078,227        pp,3.91,"1,614","Apr 06, 2017","Apr 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2022",,Hardcover,view,/book/show/31394687-gone
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,463","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2022",,Hardcover,view,/book/show/54860585-razorblade-tears
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wisdom of Not Knowing: Discovering a Life of Wonder by Embracing Uncertainty,"Frankel, Estelle*",1611802997,9781611802993,1611802997,256        pp,3.98,199,unknown,"Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2022",,Paperback,view,/book/show/30278899-the-wisdom-of-not-knowing
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",0062671200,9780062671202,,464        pp,4.11,"74,854","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2022",,ebook,view,/book/show/43721059-the-night-watchman
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Immense World: How Animal Senses Reveal the Hidden Realms Around Us,"Yong, Ed",,,,464        pp,4.47,"22,281","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2022",,Hardcover,view,/book/show/59575939-an-immense-world
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solutions and Other Problems,"Brosh, Allie*",1982156953,9781982156954,1982156953,528        pp,4.21,"36,213","Sep 22, 2020","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2022",,Paperback,view,/book/show/56898199-solutions-and-other-problems
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Starry Messenger: Cosmic Perspectives on Civilization,"Tyson, Neil deGrasse *",1250861500,9781250861504,1250861500,271        pp,4.12,"11,048","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2022",,Hardcover,view,/book/show/59808487-starry-messenger
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,"Hari, Johann",163286830X,9781632868305,163286830X,322        pp,4.27,"35,603","Jan 11, 2018","Jan 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2022",,Hardcover,view,/book/show/34921573-lost-connections
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incognito: The Secret Lives of the Brain,"Eagleman, David*",0307377334,9780307377333,0307377334,290        pp,4.08,"32,473","May 31, 2011","May 31, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Hardcover,view,/book/show/9827912-incognito
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Magic Lessons        (Practical Magic, #0.1)","Hoffman, Alice*",1982108843,9781982108847,1982108843,396        pp,4.21,"55,236","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Hardcover,view,/book/show/50892349-magic-lessons
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Less        (Arthur Less, #1)","Greer, Andrew Sean",,,B01MSICPW3,273        pp,3.64,"203,341","Jul 18, 2017","Jul 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2022",,Kindle Edition,view,/book/show/39927096-less
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Plane in the Sky: An Oral History of 9/11,"Graff, Garrett M.*",,,B07QGGSS3S,16        pp,4.72,"34,949","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Aug 24, 2022",,Audiobook,view,/book/show/43821581-the-only-plane-in-the-sky
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",,,B09BNH4TLW,362        pp,4.40,"540,474","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Mar 05, 2023","Aug 22, 2022",,Kindle Edition,view,/book/show/59710157-remarkably-bright-creatures
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,493","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2022",,Hardcover,view,/book/show/58395049-true-biz
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invisible Child: Poverty, Survival & Hope in an American City","Elliott, Andrea",0812986946,9780812986945,0812986946,602        pp,4.72,"15,190","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2022",,Hardcover,view,/book/show/57359691-invisible-child
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Fruit,"King, Ella",1662601492,9781662601491,1662601492,256        pp,3.78,"2,800","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2022",,Hardcover,view,/book/show/60258642-bad-fruit
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1980: America's Pivotal Year,"Cullen, Jim",197883117X,9781978831179,197883117X,230        pp,3.36,36,unknown,"Oct 14, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book starts out by saying how important a decade is, but never really makes it out of the 70's. There's so much editing that needs to be done herThis book starts out by saying how important a decade is, but never really makes it out of the 70's. There's so much editing that needs to be done here it was hard to read. Individual words were cut in two, and every time a picture was included the original narration was abandoned and the picture discussed. What?The book basically delves into 80's music, TV, movies and books. Oops, I mean the late 70's which works for music (my taste). It makes the statement that politics will not be found here, then spends a lot of time discussing them. Honestly, the only section I found interesting was the music section and a little of the politics.I thought it would be fun to try a little tip back through the 80's, but this book needs a lot of work.Thanks to NetGalley for the advanced copy....more",Notes are private!,0,5,1,"Aug 11, 2022","Sep 27, 2022","Aug 11, 2022",,Hardcover,view (with text),/book/show/60134493-1980
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art of Letting GO: How to Let Go of the Past, Look Forward to the Future, and Finally Enjoy the Emotional Freedom You Deserve!        (The Art Of Living Well Book 2)","Zahariades, Damon*",,,B09T66MSLN,196        pp,3.96,950,unknown,"Mar 22, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2022",,Kindle Edition,view,/book/show/60675018-the-art-of-letting-go
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",,,B09H6T8LTR,333        pp,4.32,"2,673,868","Dec 07, 2018","Oct 05, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not worth it…I cannot believe I made it all the way through this one. Yes, the ending was quite a twist, but seriously not worth all the reading to geNot worth it…I cannot believe I made it all the way through this one. Yes, the ending was quite a twist, but seriously not worth all the reading to get there!...more",Notes are private!,0,11,1,not set,"Dec 29, 2022","Aug 07, 2022",,Kindle Edition,view (with text),/book/show/59218704-verity
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",,,B09VWWN5BJ,291        pp,3.92,"64,795","Sep 20, 2022","Sep 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 09, 2023","Aug 04, 2022",,Kindle Edition,view,/book/show/60673295-lucy-by-the-sea
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kismet,"Akhtar, Amina",1542034248,9781542034241,B09LVBGQLL,336        pp,3.51,"8,881","Aug 01, 2022","Aug 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2022",,Kindle Edition,view,/book/show/60166076-kismet
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture","Maté, Gabor",0593083881,9780593083888,0593083881,576        pp,4.33,"18,986","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Hardcover,view,/book/show/58537332-the-myth-of-normal
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Raising Lazarus,"Macy, Beth*",0316430226,9780316430227,0316430226,400        pp,4.02,"1,652","Aug 16, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Hardcover,view,/book/show/59801793-raising-lazarus
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Living and the Dead,"Campbell, Hayley*",1250281849,9781250281845,1250281849,288        pp,4.25,"8,902","Apr 12, 2022","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Hardcover,view,/book/show/58724737-all-the-living-and-the-dead
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before You Knew My Name,"Bublitz, Jacqueline*",1982198990,9781982198992,1982198990,320        pp,3.82,"23,656","May 04, 2021","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Paperback,view,/book/show/60321522-before-you-knew-my-name
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Visit        (Black Stars, #1)","Adichie, Chimamanda Ngozi",1542032725,9781542032728,B098QNR21R,20        pp,3.95,"8,343","Aug 31, 2021","Aug 31, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Kindle Edition,view,/book/show/58552170-the-visit
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lobotomist's Wife,"Woodruff, Samantha Greene*",1542036208,9781542036207,B096RXSMX8,305        pp,4.04,"22,342","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Kindle Edition,view,/book/show/57827618-the-lobotomist-s-wife
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Things: A Memoir,"Biden, Hunter",,,B08428WLJP,271        pp,3.88,"7,611","Apr 06, 2021","Apr 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 03, 2022","Jun 25, 2022",,Kindle Edition,view,/book/show/56974867-beautiful-things
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Earth: Four Billion Years in Eight Chapters,"Knoll, Andrew H.",0062853910,9780062853912,0062853910,272        pp,3.96,"3,227",Apr 2021,"Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2022",,Hardcover,view,/book/show/54390506-a-brief-history-of-earth
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Left on Tenth: A Second Chance at Life,"Ephron, Delia*",0316267651,9780316267656,0316267651,304        pp,4.10,"9,184","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2022",,Hardcover,view,/book/show/58684300-left-on-tenth
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593321332,9780593321331,0593321332,192        pp,3.68,"30,697","Feb 22, 2022","Feb 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,"Nov 15, 2023","Jun 01, 2022",,Hardcover,view,/book/show/58214333-the-swimmers
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cult Classic,"Crosley, Sloane*",0374603391,9780374603397,0374603391,304        pp,3.30,"18,707","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2022",,Hardcover,view,/book/show/58772761-cult-classic
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Pain: The Secret History of the Sackler Dynasty,"Keefe, Patrick Radden",0385545681,9780385545686,0385545681,535        pp,4.54,"102,975","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2022",,Hardcover,view,/book/show/43868109-empire-of-pain
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"869,714","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"May 24, 2022",,Kindle Edition,view,/book/show/40121378-atomic-habits
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightcrawling,"Mottley, Leila*",0593318935,9780593318935,0593318935,277        pp,3.99,"47,391","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 24, 2022",,Hardcover,view,/book/show/58537371-nightcrawling
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Richard Wagamese Selected: What Comes from Spirit,"Wagamese, Richard",,,B09FY8K8T7,166        pp,4.57,385,unknown,"Sep 17, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2022",,Kindle Edition,view,/book/show/59701279-richard-wagamese-selected
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LA Balada Del Cafe Triste/the Ballad of the Sad Cafe,"McCullers, Carson",8432204137,9788432204135,8432204137,0        pp,3.81,"23,125","Jan 01, 1951",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2022",,Paperback,view,/book/show/25276130-la-balada-del-cafe-triste-the-ballad-of-the-sad-cafe
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here Goes Nothing,"Toltz, Steve",1612199720,9781612199726,B09HMQHHRS,383        pp,3.62,"2,759","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 05, 2022","Jul 30, 2022","Apr 13, 2022",,Kindle Edition,view,/book/show/59736058-here-goes-nothing
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tiny Upward Shove,"Chadburn, Melissa*",0374277753,9780374277758,0374277753,352        pp,3.94,901,"Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2022",,Hardcover,view,/book/show/57693570-a-tiny-upward-shove
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turnout,"Abbott, Megan*",0593084926,9780593084922,0593084926,368        pp,3.12,"20,579","Aug 03, 2021","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2022",,Paperback,view,/book/show/60142740-the-turnout
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caste: The Origins of Our Discontents,"Wilkerson, Isabel*",,,B084FLWDQG,447        pp,4.54,"137,216","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,13,1,"May 04, 2022","May 06, 2022","Apr 11, 2022",,Kindle Edition,view,/book/show/53595348-caste
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bittersweet: How Sorrow and Longing Make Us Whole,"Cain, Susan*",0451499786,9780451499783,0451499786,310        pp,3.98,"20,821","Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Mar 24, 2022",,Hardcover,view,/book/show/58734811-bittersweet
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emergency: A Year of Healing and Heartbreak in a Chicago ER,"Fisher, Thomas",,,B096DN56XX,265        pp,3.92,"2,231","Mar 22, 2022","Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 22, 2022","Apr 08, 2022","Mar 22, 2022",,Kindle Edition,view,/book/show/60429463-the-emergency
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mad Honey,"Picoult, Jodi*",1984818384,9781984818386,1984818384,464        pp,4.10,"387,676","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2022",,Hardcover,view,/book/show/59912428-mad-honey
