,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynsi's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tinkers,"Harding, Paul",1934137197,9781934137192,1934137197,192        pp,3.41,"35,432","Jan 01, 2009","Jan 01, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 19, 2023","Mar 02, 2023","Jan 05, 2023",,Hardcover,view,/book/show/4957350-tinkers
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body: A Guide for Occupants,"Bryson, Bill",0385539304,9780385539302,0385539304,450        pp,4.32,"82,644","Oct 15, 2019","Oct 15, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 02, 2023","Jan 15, 2023","Jan 02, 2023",,Hardcover,view,/book/show/43582376-the-body
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,670","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was exactly what I needed. Garmus touches on several topics that have been top of mind for me recently. She crafts a quirky and strong character This was exactly what I needed. Garmus touches on several topics that have been top of mind for me recently. She crafts a quirky and strong character to help navigate through the heavy topics without diminishing the importance. I always find it neat how words, when strung together in a specific way, can make a person feel. I felt angry, sad, validated and even let a giggle slip a time or two while reading this. “On the other hand, wasn’t that the very definition of life? Constant adaptations brought about by a series of never ending mistakes?”...more",Notes are private!,0,2,1,Jan 2023,Jan 2023,"Jan 01, 2023",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,November 9,"Hoover, Colleen*",1501110349,9781501110344,1501110349,310        pp,4.14,"1,078,778","Nov 10, 2015","Nov 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2022","Dec 29, 2022","Dec 28, 2022",,Paperback,view,/book/show/25111004-november-9
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She-ology: The Definitive Guide to Women's Intimate Health. Period.,"Ross, Sherry A.",,9781682612415,,unknown,3.67,367,unknown,"Apr 25, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 26, 2022","Dec 27, 2022","Dec 26, 2022",,ebook,view,/book/show/34613290-she-ology
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caste: The Origins of Our Discontents,"Wilkerson, Isabel*",0593230256,9780593230251,0593230256,544        pp,4.54,"137,253","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 15, 2022","Dec 25, 2022","Dec 15, 2022",,Hardcover,view,/book/show/51152447-caste
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lies That Bind,"Giffin, Emily*",0399178953,9780399178955,0399178953,352        pp,3.76,"71,688","Jun 02, 2020","Jun 02, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 06, 2022","Dec 15, 2022","Dec 06, 2022",,Hardcover,view,/book/show/52909027-the-lies-that-bind
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Book Lovers,"Henry, Emily*",,,0593440870,377        pp,4.14,"1,049,905","May 03, 2022","May 03, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 06, 2022","Dec 06, 2022","Dec 06, 2022",,Hardcover,view,/book/show/58690308-book-lovers
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,991","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2022",,Hardcover,view,/book/show/55196813-the-maid
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",159420571X,9781594205712,159420571X,297        pp,3.85,"549,984","Jun 26, 2014","Jun 26, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 20, 2022","Nov 26, 2022","Nov 20, 2022",,Hardcover,view,/book/show/18693763-everything-i-never-told-you
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drawdown: The Most Comprehensive Plan Ever Proposed to Reverse Global Warming,"Hawken, Paul",0143130447,9780143130444,0143130447,240        pp,4.41,"3,962","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2022",,Paperback,view,/book/show/31624481-drawdown
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body","Goleman, Daniel*",0399184384,9780399184383,0399184384,336        pp,3.91,"5,017","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2022",,Hardcover,view,/book/show/34272471-altered-traits
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hester,"Albanese, Laurie Lico*",1250278554,9781250278555,1250278554,322        pp,3.97,"35,860","Oct 04, 2022","Oct 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 30, 2022","Nov 07, 2022","Oct 30, 2022",,Hardcover,view,/book/show/59807978-hester
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,130","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2022",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heart Breath Mind: Conquer Stress, Build Resilience, and Perform at Your Peak","Lagos, Leah",0358561930,9780358561934,0358561930,288        pp,3.81,204,unknown,"Aug 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2022",,Paperback,view,/book/show/53968461-heart-breath-mind
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poisonwood Bible,"Kingsolver, Barbara",0060786507,9780060786502,0060786507,546        pp,4.10,"743,729","Sep 24, 1998","May 31, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 09, 2022","Oct 30, 2022","Oct 09, 2022",,Hardcover,view,/book/show/7244.The_Poisonwood_Bible
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evicted: Poverty and Profit in the American City,"Desmond, Matthew*",0553447432,9780553447439,0553447432,418        pp,4.47,"97,491","Mar 01, 2016","Mar 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 04, 2022","Oct 08, 2022","Oct 04, 2022",,Hardcover,view,/book/show/25852784-evicted
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,877","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2022","Oct 04, 2022","Oct 03, 2022",,Kindle Edition,view,/book/show/27362503-it-ends-with-us
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moonflower Murders        (Susan Ryeland, #2)","Horowitz, Anthony*",0062955462,9780062955463,0062955462,608        pp,4.05,"49,725","Aug 18, 2020","Nov 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 21, 2022","Oct 03, 2022","Sep 21, 2022",,Paperback,view,/book/show/57007380-moonflower-murders
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,585","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was easy to give 5 stars to. I listened to this on audiobook and was glad I did because Trevor Noah reads it and his voice is just lovely. I did This was easy to give 5 stars to. I listened to this on audiobook and was glad I did because Trevor Noah reads it and his voice is just lovely. I did not know much about the South African Apartheid before reading this. I liked how this was about his experience of the Apartheid, being born to a white mother and a black father, and not his comedy carrer. This book was fascinating and shocking. Highly recommend....more",Notes are private!,0,1,1,"Mar 02, 2023","Mar 09, 2023","Sep 20, 2022",,Hardcover,view (with text),/book/show/29780253-born-a-crime
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sober Curious: The Blissful Sleep, Greater Focus, Limitless Presence, and Deep Connection Awaiting Us All on the Other Side of Alcohol","Warrington, Ruby",0062869035,9780062869036,0062869035,240        pp,3.61,"3,810","Dec 31, 2018","Dec 31, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 17, 2022","Sep 21, 2022","Sep 17, 2022",,Hardcover,view,/book/show/39834152-sober-curious
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Bright And Beautiful,"Medoff, Jillian*",0063142023,9780063142022,0063142023,336        pp,3.41,"25,031","Aug 02, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 11, 2022","Sep 17, 2022","Sep 11, 2022",,Hardcover,view,/book/show/59314715-when-we-were-bright-and-beautiful
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller,"Picoult, Jodi*",1439102767,9781439102763,1439102767,461        pp,4.30,"227,602","Feb 26, 2013","Feb 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2022",,Hardcover,view,/book/show/15753740-the-storyteller
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forty Rules of Love,"Shafak, Elif*",,,,354        pp,4.13,"177,023",2009,"Feb 18, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2022",,Hardcover,view,/book/show/6642715-the-forty-rules-of-love
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Culture Code: The Secrets of Highly Successful Groups,"Coyle, Daniel*",0804176981,9780804176989,0804176981,304        pp,4.27,"29,317","Sep 05, 2017","Jan 30, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2022","Sep 19, 2022","Aug 26, 2022",,Hardcover,view,/book/show/33517721-the-culture-code
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The five dysfunctions of a team,"Lencioni, Patrick*",0787960756,9780787960759,B01KA2ZW9Q,228        pp,4.10,"117,830","Apr 11, 2002","Jan 01, 1900",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2022",,Paperback,view,/book/show/21343.The_five_dysfunctions_of_a_team
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Emotional Life of Your Brain: How Its Unique Patterns Affect the Way You Think, Feel, and Live--and How You Can Change Them","Davidson, Richard J.",1594630895,9781594630897,1594630895,304        pp,3.94,"2,859","Mar 01, 2012","Mar 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2022",,Hardcover,view,/book/show/11950578-the-emotional-life-of-your-brain
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can Heal Your Life,"Hay, Louise L.",8176210773,9788176210775,8176210773,253        pp,4.15,"79,543",1984,"Jan 01, 1984",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2022",,Unknown Binding,view,/book/show/129603.You_Can_Heal_Your_Life
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,959","Oct 19, 2011","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This author wrote one of my favorite characters of all time. I wish we could be friends, though I was disappointed in her arc. Curious to see how she This author wrote one of my favorite characters of all time. I wish we could be friends, though I was disappointed in her arc. Curious to see how she evolves in the series.“He told her that she was still a child and didn’t have to say yes immediately, but added that he, as her father, advised her to consent. A long engagement at home would slowly get her used to the marriage.Lila answered with equal tranquility that rather than be engaged to Marcello Solara and marry him she would go and drown herself in the pond. A great quarrel arose, but she didn’t change her mind.”...more",Notes are private!,0,3,1,"Dec 25, 2022","Dec 26, 2022","Jun 06, 2022",,Paperback,view (with text),/book/show/35036409-my-brilliant-friend
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things My Son Needs to Know About the World,"Backman, Fredrik*",1501196863,9781501196867,1501196863,208        pp,3.99,"26,522","Aug 27, 2012","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 20, 2022",,Hardcover,view,/book/show/42833687-things-my-son-needs-to-know-about-the-world
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five Wounds,"Quade, Kirstin Valdez",1324020210,9781324020219,1324020210,448        pp,4.14,"17,886","Apr 06, 2021","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2022",,Paperback,view,/book/show/58085285-the-five-wounds
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lonesome Dove        (Lonesome Dove, #1)","McMurtry, Larry",,,B003NE6HD4,964        pp,4.53,"190,858",1985,"May 24, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2022",,Kindle Edition,view,/book/show/56346987-lonesome-dove
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Practice Is the Path: Lessons and Reflections on the Transformative Power of Yoga,"Little, Tias*",,9781611807370,,unknown,4.35,102,unknown,"Aug 04, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2022","Apr 23, 2022","Apr 10, 2022",,kindle_edition,view,/book/show/53295018-the-practice-is-the-path
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell Me How It Ends: An Essay in Forty Questions,"Luiselli, Valeria",1566894956,9781566894951,1566894956,128        pp,4.40,"14,771",2016,"Apr 04, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 10, 2022","Apr 10, 2022","Apr 10, 2022",,Paperback,view,/book/show/33608721-tell-me-how-it-ends
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen Confidential: Adventures in the Culinary Underbelly,"Bourdain, Anthony",0060899220,9780060899226,0060899220,312        pp,4.16,"315,286",2000,"Jan 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2022",,Paperback,view,/book/show/33313.Kitchen_Confidential
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of the Stoics: The Art of Living from Zeno to Marcus Aurelius,"Holiday, Ryan*",052554187X,9780525541875,052554187X,352        pp,4.04,"5,774","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2022",,Hardcover,view,/book/show/50484473-lives-of-the-stoics
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",153872474X,9781538724743,153872474X,336        pp,4.32,"2,675,105","Dec 07, 2018","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up wanting a quick mindless read, but I stayed up past my bedtime because it wasn’t. I have read Colleen Hoover before so I knew what I I picked this up wanting a quick mindless read, but I stayed up past my bedtime because it wasn’t. I have read Colleen Hoover before so I knew what I was getting myself into. This one honestly scared me at some points and I thought the plot was meatier than her usual books. I really appreciated how the ending left me guessing. ...more",Notes are private!,0,4,1,"Feb 09, 2023","Feb 11, 2023","Mar 30, 2022",,ebook,view (with text),/book/show/59344312-verity
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Intuitive Fasting: The Flexible Four-Week Intermittent Fasting Plan to Recharge You Metabolism and Renew Your Health,"Cole, Will",0593232348,9780593232347,B08F4J6Z3R,288        pp,3.42,"1,175","Feb 23, 2021","Feb 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2022",,Kindle Edition,view,/book/show/56036319-intuitive-fasting
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Helter Skelter: The True Story of the Manson Murders,"Bugliosi, Vincent",0393322238,9780393322231,0393322238,689        pp,4.06,"145,897",1974,"Dec 17, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2022",,Paperback,view,/book/show/105992.Helter_Skelter
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators","Farrow, Ronan",0316454133,9780316454131,0316454133,608        pp,4.41,"96,901","Oct 15, 2019","Oct 15, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 12, 2022","Apr 10, 2022","Mar 12, 2022",,Hardcover,view,/book/show/51022071-catch-and-kill
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",,,,455        pp,3.95,"779,731","Jan 02, 2018","Jan 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2022",,Kindle Edition,view,/book/show/40389527-the-woman-in-the-window
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Sleep: Unlocking the Power of Sleep and Dreams,"Walker, Matthew",,,,368        pp,4.38,"185,858","Sep 28, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2022",,Hardcover,view,/book/show/34466963-why-we-sleep
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Sherlock: Murder, Forensics, and the Birth of American CSI","Dawson, Kate Winkler*",0525539557,9780525539551,0525539557,336        pp,3.66,"9,199","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 23, 2022",,Hardcover,view,/book/show/46263944-american-sherlock
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behave: The Biology of Humans at Our Best and Worst,"Sapolsky, Robert M.",1594205078,9781594205071,1594205078,790        pp,4.41,"23,233","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2022",,Hardcover,view,/book/show/31170723-behave
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,186","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 13, 2022","Feb 20, 2022","Feb 13, 2022",,Hardcover,view,/book/show/56404444-bewilderment
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mindfulness in Plain English,"Gunaratana, Henepola",0861713214,9780861713219,0861713214,208        pp,4.15,"17,425","Jan 25, 1992","Nov 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 10, 2022","Mar 06, 2022","Feb 10, 2022",,Paperback,view,/book/show/64369.Mindfulness_in_Plain_English
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Missing from the Village: The Story of Serial Killer Bruce McArthur, the Search for Justice, and the System That Failed Toronto's Queer Community","Ling, Justin",0771048653,9780771048654,B07TRJJ39D,300        pp,4.23,"2,550","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2022",,Kindle Edition,view,/book/show/53690508-missing-from-the-village
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Natural Meditation: A Guide to Effortless Meditative Practice,"Sluyter, Dean*",1491578092,9781491578094,1491578092,unknown,4.26,176,"Feb 19, 2015","Feb 24, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 30, 2022","Feb 10, 2022","Jan 30, 2022",,Audio CD,view,/book/show/22877416-natural-meditation
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broke Millennial Takes On Investing: A Beginner's Guide to Leveling Up Your Money,"Lowry, Erin*",0143133640,9780143133643,0143133640,256        pp,3.94,"2,676",unknown,"Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2022",,Paperback,view,/book/show/41108699-broke-millennial-takes-on-investing
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Perfect: The Correct Answer to Every Moral Question,"Schur, Michael",1982159316,9781982159313,1982159316,304        pp,4.14,"28,400","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2022",,Hardcover,view,/book/show/58484901-how-to-be-perfect
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bronze Horseman        (The Bronze Horseman, #1)","Simons, Paullina",0006513220,9780006513223,B0092G43MY,637        pp,4.30,"86,402","Jul 17, 2000",Apr 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2022",,Paperback,view,/book/show/83144.The_Bronze_Horseman
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Happened To You?: Conversations on Trauma, Resilience, and Healing","Perry, Bruce D.",1250223180,9781250223180,1250223180,304        pp,4.45,"79,893","Apr 27, 2021","Apr 27, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 11, 2023","Feb 19, 2023","Jan 10, 2022",,Hardcover,view,/book/show/53238858-what-happened-to-you
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Defense of Food: An Eater's Manifesto,"Pollan, Michael*",1594201455,9781594201455,1594201455,205        pp,4.07,"115,986","Jan 01, 2008","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2022",,Hardcover,view,/book/show/315425.In_Defense_of_Food
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,091","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2022",,Hardcover,view,/book/show/57109107-the-lincoln-highway
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race","Isaacson, Walter*",1982115858,9781982115852,1982115858,536        pp,4.29,"34,982","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2022",,Hardcover,view,/book/show/54968118-the-code-breaker
