,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Nicole's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eleven Scandals to Start to Win a Duke's Heart        (Love By Numbers, #3)","MacLean, Sarah*",0061852074,9780061852077,0061852074,370        pp,3.99,"29,429","Apr 26, 2011","Apr 26, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Satisfying but a little draggy at the end.,Notes are private!,0,2,1,"Jun 12, 2023","Jun 15, 2023","Jun 12, 2023",,Mass Market Paperback,view (with text),/book/show/7963136-eleven-scandals-to-start-to-win-a-duke-s-heart
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,228","Apr 25, 2023","Apr 25, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not like this at all. Repetitive. Whiny, rich and spoiled characters. Over the top sappy pretty much the whole way through. Sad as I was lookingI did not like this at all. Repetitive. Whiny, rich and spoiled characters. Over the top sappy pretty much the whole way through. Sad as I was looking forward to it. Ah well. ...more",Notes are private!,0,4,1,"Jun 08, 2023","Jun 12, 2023","Jun 08, 2023",,Hardcover,view (with text),/book/show/61718053-happy-place
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Really Good, Actually","Heisey, Monica*",0063235412,9780063235410,,370        pp,3.16,"75,344","Jan 17, 2023","Jan 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this, though I found it dragged a little in the beginning for me. It was definitely relatable. The google searches were great!",Notes are private!,0,4,1,"Jun 02, 2023","Jun 08, 2023","Jun 02, 2023",,Hardcover,view (with text),/book/show/60877616-really-good-actually
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",0812989430,9780812989434,0812989430,240        pp,3.86,"80,116","Oct 19, 2021","Oct 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Amazing. Loved this. I want to devour everything Elizabeth Strout writes. So much to think about in this book. Deceptively sparse.,Notes are private!,0,3,1,"May 31, 2023",Jun 2023,"May 31, 2023",,Hardcover,view (with text),/book/show/56294820-oh-william
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nine Rules to Break When Romancing a Rake        (Love By Numbers, #1)","MacLean, Sarah*",0061852058,9780061852053,0061852058,397        pp,4.08,"55,246","Mar 30, 2010","Mar 30, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5. This was so good! I saw another er describe it as “simply delicious” and that describes it perfectly!,Notes are private!,0,2,1,"May 27, 2023","May 29, 2023","May 27, 2023",,Mass Market Paperback,view (with text),/book/show/6584134-nine-rules-to-break-when-romancing-a-rake
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things You Save in a Fire,"Center, Katherine*",1250047323,9781250047328,1250047323,320        pp,4.02,"132,257","Aug 13, 2019","Aug 13, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Liked the firefighting stuff. Ending was too sweet for my tastes. Once again, can we please ban epilogues?",Notes are private!,0,3,1,"May 26, 2023","May 27, 2023","May 26, 2023",,Hardcover,view (with text),/book/show/41150382-things-you-save-in-a-fire
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bandit Queens,"Shroff, Parini",059349895X,9780593498958,059349895X,342        pp,3.93,"30,880","Jan 03, 2023","Jan 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was ok. I really enjoyed learning about life in an Indian village, particularly the woman's perspective. But sometimes the story felt a little toThis was ok. I really enjoyed learning about life in an Indian village, particularly the woman's perspective. But sometimes the story felt a little too far-fetched for me. ...more",Notes are private!,0,1,1,"May 18, 2023","May 26, 2023","May 18, 2023",,Hardcover,view (with text),/book/show/61065982-the-bandit-queens
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dawn of Everything: A New History of Humanity,"Graeber, David",0374157359,9780374157357,0374157359,692        pp,4.20,"18,513","Oct 19, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 16, 2023",not set,"May 16, 2023",,Hardcover,view,/book/show/56269264-the-dawn-of-everything
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on Your Sudden Disappearance,"Espach, Alison",1250823145,9781250823144,1250823145,352        pp,3.81,"16,456","May 17, 2022","May 17, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this melancholy book. It’s written by the MC, Sally, telling the story to her dead sister. It felt so intimate and touching.",Notes are private!,0,3,1,"May 13, 2023","May 14, 2023","May 13, 2023",,Hardcover,view (with text),/book/show/58672976-notes-on-your-sudden-disappearance
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anything Is Possible        (Amgash, #2)","Strout, Elizabeth*",0812989406,9780812989403,0812989406,254        pp,3.78,"66,298","Apr 27, 2017","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Somewhere along the line I became a fan of short story collections. This one was very good. I love how they all have a thread connecting them to Lucy Somewhere along the line I became a fan of short story collections. This one was very good. I love how they all have a thread connecting them to Lucy Barton. A lot of feels in this collection. I love coming to the end of a short story and feeling somewhat devastated. Funny, as I don’t like that in a novel. Anyway. Love this author. The simplicity and clarity! ...more",Notes are private!,0,3,1,"May 10, 2023","May 18, 2023","May 10, 2023",,Hardcover,view (with text),/book/show/32080126-anything-is-possible
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secrets of a Summer Night        (Wallflowers, #1)","Kleypas, Lisa*",0061259349,9780061259340,0061259349,384        pp,4.02,"77,296","Oct 26, 2004","Nov 28, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. A quick, fun and entertaining read!",Notes are private!,0,1,1,"May 08, 2023","May 10, 2023","May 08, 2023",,Mass Market Paperback,view (with text),/book/show/114162.Secrets_of_a_Summer_Night
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Groupies,"Priscus, Sarah*",0063218011,9780063218017,0063218011,384        pp,3.39,"2,669","Jul 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was good although hard to read at times as the MC really is a train wreck. I found myself cringing regularly. Anyway, a fascinating look into theThis was good although hard to read at times as the MC really is a train wreck. I found myself cringing regularly. Anyway, a fascinating look into the groupie experience. And Josie. Loved her. ...more",Notes are private!,0,2,1,"May 06, 2023","May 13, 2023","May 06, 2023",,Hardcover,view (with text),/book/show/57883989-groupies
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romantic Comedy,"Sittenfeld, Curtis*",0399590943,9780399590948,0399590943,309        pp,3.66,"176,276","Apr 04, 2023","Apr 04, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this one. Totally related to Sally. Good romance with believable conflicts. The addition of Covid stuff was interesting. Maybe I’m ready for it Loved this one. Totally related to Sally. Good romance with believable conflicts. The addition of Covid stuff was interesting. Maybe I’m ready for it being in my fiction? I didn’t used to be. Anyway. The behind the scenes stories of the SNL-like set was fascinating. I think some people found it too detailed, but it was great for me. ...more",Notes are private!,0,4,1,"Apr 29, 2023","Apr 30, 2023","Apr 29, 2023",,Hardcover,view (with text),/book/show/62628727-romantic-comedy
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,City of Girls,"Gilbert, Elizabeth*",1594634734,9781594634734,1594634734,470        pp,4.04,"289,167","Jun 04, 2019","Jun 04, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this for a book club. Overall, I’m net positive. But it really did meander way too much. It was just SO LONG. And then the whole point of why theRead this for a book club. Overall, I’m net positive. But it really did meander way too much. It was just SO LONG. And then the whole point of why the narrator was telling the story all happened in the last 50 pages or so. I guess the whole thing felt a little self-indulgent. I did enjoy all the theatre years though. That was interesting. I think maybe this author just isn’t for me. I couldn’t even finish Eat Pray Love. But obviously that is a well-loved book. Anyway. ...more",Notes are private!,0,1,1,"Apr 28, 2023","May 06, 2023","Apr 28, 2023",,Hardcover,view (with text),/book/show/42135029-city-of-girls
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never Rescue a Rogue        (The Merriwell Sisters, #2)","Heath, Virginia*",1250787785,9781250787781,1250787785,368        pp,3.93,"5,161","Nov 02, 2022","Nov 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was just ok for me. Although I did appreciate the mention of welsh cakes!,Notes are private!,0,3,1,"Apr 24, 2023","Apr 28, 2023","Apr 24, 2023",,Paperback,view (with text),/book/show/59808217-never-rescue-a-rogue
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,606","Mar 14, 2023","Mar 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was in the right mood for this very emotional family saga! My eyes welled up quite a few times, and I felt a large sense of empathy for all the charI was in the right mood for this very emotional family saga! My eyes welled up quite a few times, and I felt a large sense of empathy for all the characters. Definitely some plot twists in this one that kept me really engaged. ...more",Notes are private!,0,3,1,"Apr 09, 2023","Apr 13, 2023","Apr 09, 2023",,Kindle Edition,view (with text),/book/show/61771675-hello-beautiful
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be Eaten,"Adelmann, Maria*",0316450847,9780316450843,0316450847,291        pp,3.61,"10,118","May 31, 2022","May 31, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The premise of this is so ridiculously interesting. I was enthralled by the first couple of chapters. Then it got really weird. And that wasn’t my thiThe premise of this is so ridiculously interesting. I was enthralled by the first couple of chapters. Then it got really weird. And that wasn’t my thing as much. Anyway, I can see how some would absolutely love this. ...more",Notes are private!,0,4,1,"Apr 05, 2023","Apr 09, 2023","Apr 05, 2023",,Hardcover,view (with text),/book/show/58950713-how-to-be-eaten
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spectacular,"Whittall, Zoe*",1524799416,9781524799410,1524799416,368        pp,3.68,"2,435","Sep 14, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This started so strong. But then it seemed to lose focus. Or my attention wandered. Whatever. And then it had a plot twist that I really wish it didn’This started so strong. But then it seemed to lose focus. Or my attention wandered. Whatever. And then it had a plot twist that I really wish it didn’t have. Very frustrating as it played into some problematic narratives. Queer and trans representation was great though. ...more,Notes are private!,0,2,1,"Mar 31, 2023","Apr 05, 2023","Mar 31, 2023",,Hardcover,view (with text),/book/show/56753477-the-spectacular
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Are You There God? It’s Me, Margaret","Blume, Judy*",0689841582,9780689841583,0689841582,149        pp,3.94,"239,578",1970,Sep 2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Somehow, even with being a nerdy little girl who always had her nose in a book, I did not read this book in childhood! It was so good though! I am nowSomehow, even with being a nerdy little girl who always had her nose in a book, I did not read this book in childhood! It was so good though! I am now prepped for the movie coming out soon! ...more",Notes are private!,0,4,1,"Mar 30, 2023","Apr 05, 2023","Mar 30, 2023",,Hardcover,view (with text),/book/show/37732.Are_You_There_God_It_s_Me_Margaret
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Meal,"Washington, Bryan",0593421094,9780593421093,0593421094,320        pp,3.60,"6,038","Oct 10, 2023","Oct 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5. Rounded down because of the missing punctuation. Is that shallow? Perhaps. I know this story said a lot about a lot of important things but serio3.5. Rounded down because of the missing punctuation. Is that shallow? Perhaps. I know this story said a lot about a lot of important things but seriously, just give me the goddamned quotation marks. Stop being so “edgy” and “subversive.” But yeah. I did feel like I learned things from this book and gained insight and developed empathy. Just really missed the old “”. ...more",Notes are private!,0,3,1,"Jan 22, 2024","Jan 25, 2024","Mar 29, 2023",,Hardcover,view (with text),/book/show/123414019-family-meal
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rose & the Dagger        (The Wrath and the Dawn, #2)","Ahdieh, Renee*",0399171622,9780399171628,0399171622,416        pp,4.05,"93,807","Apr 26, 2016","Apr 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was satisfying. Although I really would’ve liked more info on the curse. That all wrapped up way too neatly.,Notes are private!,0,3,1,"Mar 25, 2023","Mar 27, 2023","Mar 25, 2023",,Hardcover,view (with text),/book/show/23308084-the-rose-the-dagger
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,VenCo,"Dimaline, Cherie",0063054892,9780063054899,,400        pp,3.79,"8,224","Feb 07, 2023","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For me, this was just ok. It involved a sort of quest, and that is just not my jam. I found myself wanting more character development. It was a large For me, this was just ok. It involved a sort of quest, and that is just not my jam. I found myself wanting more character development. It was a large cast of witches and I wanted to know them better. ...more",Notes are private!,0,3,1,"Mar 20, 2023","Mar 25, 2023","Mar 20, 2023",,Hardcover,view (with text),/book/show/60877589-venco
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Serial Killers,"Thompson, Alicia",0593438663,9780593438664,,336        pp,3.33,"47,160","Aug 16, 2022","Aug 16, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was cute. Made me laugh. I enjoyed Phoebe’s obsession with true crime. It was an interesting characteristic.,Notes are private!,0,3,1,"Mar 16, 2023","Mar 20, 2023","Mar 16, 2023",,ebook,view (with text),/book/show/59722215-love-in-the-time-of-serial-killers
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Funny You Should Ask,"Sussman, Elissa",0593357329,9780593357323,0593357329,352        pp,3.60,"119,848","Apr 12, 2022","Apr 12, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This started very strong, but started to lose me about a third into it. And what was with the jelly bean thing? Like that doesn’t happen. For some reaThis started very strong, but started to lose me about a third into it. And what was with the jelly bean thing? Like that doesn’t happen. For some reason that really bothered me. ...more",Notes are private!,0,3,1,"Mar 13, 2023","Mar 16, 2023","Mar 13, 2023",,Paperback,view (with text),/book/show/58065414-funny-you-should-ask
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Cold Dark Place        (Cold Justice, #1)","Anderson, Toni*",,,B00IR4J6RY,350        pp,4.19,"13,166","Mar 25, 2014",Jul 2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not for me.,Notes are private!,0,1,1,"Mar 08, 2023","Mar 11, 2023","Mar 08, 2023",,Kindle Edition,view (with text),/book/show/49987667-a-cold-dark-place
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solomon's Crown,"Siegel, Natasha*",0593597842,9780593597842,0593597842,368        pp,3.84,"1,723","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2023",,Paperback,view,/book/show/60522607-solomon-s-crown
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scandalized,"Owens, Ivy",1982199857,9781982199852,1982199857,320        pp,4.00,"24,246","Aug 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would like to make a motion to ban all epilogues in romance books. Please. I’m begging. This book was fun and highly readable, but I kind of wanted I would like to make a motion to ban all epilogues in romance books. Please. I’m begging. This book was fun and highly readable, but I kind of wanted to give it a 3 because of the epilogue. This book avoided cringe-worthy scenes, but then served up a platter of cheese in the epilogue. I started reflecting on epilogues in general and I think I just generally hate them all. The story is DONE. Stop trying to stay at the party! I’m assuming most readers like them, hence their inclusion in so many books. Even the Harry Potter one - terrible! Wish I could scrub it from my memory.Rant over. ...more",Notes are private!,0,3,1,"Mar 07, 2023","Mar 08, 2023","Mar 07, 2023",,Mass Market Paperback,view (with text),/book/show/59366296-scandalized
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Belle of Belgrave Square        (Belles of London, #2)","Matthews, Mimi*",0593337158,9780593337158,0593337158,432        pp,4.13,"6,354","Oct 11, 2022","Oct 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So it was quite jarring reading a regency romance directly after Homegoing. All I can say is that books meet our needs at certain times for different So it was quite jarring reading a regency romance directly after Homegoing. All I can say is that books meet our needs at certain times for different things. I’m aware I have the privilege of feeling this way. This book was fun and I will check out some of the author’s back catalogue. ...more,Notes are private!,0,1,1,"Mar 02, 2023","Mar 03, 2023","Mar 02, 2023",,Paperback,view (with text),/book/show/59426171-the-belle-of-belgrave-square
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,228","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was great. 4.5. I loved how the story was told through the generations. I didn’t love a couple of the last stories as much as the first ones, whiThis was great. 4.5. I loved how the story was told through the generations. I didn’t love a couple of the last stories as much as the first ones, which were riveting. Anyway, a great, important book. ...more",Notes are private!,0,2,1,"Feb 26, 2023","Mar 02, 2023","Feb 26, 2023",,Hardcover,view (with text),/book/show/27071490-homegoing
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Lady's Guide to Fortune-Hunting        (A Lady's Guide, #1)","Irwin, Sophie",0593491343,9780593491348,0593491343,325        pp,3.92,"34,646","May 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This regency romance was fun! The characters were believable and the banter top notch! Read this mostly last night. Great way to spend a Saturday nighThis regency romance was fun! The characters were believable and the banter top notch! Read this mostly last night. Great way to spend a Saturday night. Haha! ...more,Notes are private!,0,3,1,"Feb 25, 2023","Feb 26, 2023","Feb 25, 2023",,Hardcover,view (with text),/book/show/59656358-a-lady-s-guide-to-fortune-hunting
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys,"Hafner, Katie*",1954118058,9781954118058,1954118058,256        pp,3.87,"3,123","Jul 26, 2022","Jul 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think this is one of those “love it or hate it” kind of books. BIG twist in this one. It took me a little bit to get on board, but in the end I was I think this is one of those “love it or hate it” kind of books. BIG twist in this one. It took me a little bit to get on board, but in the end I was into it! ...more",Notes are private!,0,3,1,"Feb 20, 2023","Feb 25, 2023","Feb 20, 2023",,Hardcover,view (with text),/book/show/60473858-the-boys
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Angel of Rome and Other Stories,"Walter, Jess",006286811X,9780062868114,006286811X,274        pp,4.01,"3,501","Jun 28, 2022","Jun 28, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5+++ stars! All the stars for this one! I ADORED this collection of short stories. I laughed out loud so many times and caught myself smiling as I rea5+++ stars! All the stars for this one! I ADORED this collection of short stories. I laughed out loud so many times and caught myself smiling as I read it. There was a story about a science teacher that really resonated. The final story about the climate scientists was also one of my favourites. Don't worry though, this is NOT a science book. It's about finding our identities and how we relate to others. Anyway, the last story had me worried as I started to panic about the climate crisis, but it left me with a feeling of hopefulness that was very much needed on this cold February morning. Highly recommend.*This was a library book, so I actually just ordered it as I feel like I need to own this one. ...more",Notes are private!,0,4,1,"Feb 15, 2023","Feb 23, 2023","Feb 15, 2023",,Hardcover,view (with text),/book/show/59147716-the-angel-of-rome-and-other-stories
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wrath and the Dawn        (The Wrath and the Dawn, #1)","Ahdieh, Renee*",0399171614,9780399171611,0399171614,416        pp,4.06,"176,234","May 12, 2015","May 12, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very much enjoyed this. Can’t wait to read the next one. There were some parts of this book where I had to just accept the unbelievable actions and feVery much enjoyed this. Can’t wait to read the next one. There were some parts of this book where I had to just accept the unbelievable actions and feelings of the MC. Other parts of the story made up for it. Fun! ...more,Notes are private!,0,2,1,"Feb 15, 2023","Feb 18, 2023","Feb 15, 2023",,Hardcover,view (with text),/book/show/18798983-the-wrath-and-the-dawn
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exit West,"Hamid, Mohsin",0735212171,9780735212176,0735212171,231        pp,3.75,"138,453","Mar 07, 2017","Mar 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 for this one. It started so strong for me, but then the vagueness (which is intentional) kind of started to irritate me. And I really didn’t enjoy3.5 for this one. It started so strong for me, but then the vagueness (which is intentional) kind of started to irritate me. And I really didn’t enjoy the mini-stories sprinkled in. Again, I get that those things are what make it “literary” but it wasn’t to my preference. Still a good book with lots to talk about. ...more",Notes are private!,0,3,1,"Feb 13, 2023","Feb 15, 2023","Feb 13, 2023",,Hardcover,view (with text),/book/show/30688435-exit-west
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cosmic Kind of Love,"Young, Samantha*",0593438612,9780593438619,0593438612,416        pp,3.67,"6,956","Oct 18, 2022","Oct 18, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Too many tropes that I really dislike in this one. Not my thing. I was too far in by the time I realized it, so decided to finish it.",Notes are private!,0,1,1,"Feb 13, 2023","Feb 13, 2023","Feb 13, 2023",,Paperback,view (with text),/book/show/59773999-a-cosmic-kind-of-love
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Francie's Got a Gun,"Snyder, Carrie*",0735281912,9780735281912,0735281912,296        pp,3.51,162,unknown,"Jul 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was interesting. I think it was described somewhere as chaotic and I would agree. The jumping of timelines was a bit confusing for me at times, bThis was interesting. I think it was described somewhere as chaotic and I would agree. The jumping of timelines was a bit confusing for me at times, but I think that was a stylistic choice, designed to add to the chaos, so I can get behind that! I found myself thinking about this book a lot outside of reading it. ...more",Notes are private!,0,2,1,"Feb 05, 2023","Feb 09, 2023","Feb 05, 2023",,Hardcover,view (with text),/book/show/59576844-francie-s-got-a-gun
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Edges,"Mol, Leah*",0385697228,9780385697224,0385697228,296        pp,3.48,231,unknown,"Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an intense look at a teenaged girl in really messed up situations. Wow. Lots of things to process. At times it felt a bit voyeuristic and I fThis was an intense look at a teenaged girl in really messed up situations. Wow. Lots of things to process. At times it felt a bit voyeuristic and I felt uncomfortable. I imagine that was intentional. Anyway, glad I read this piece of Canadian lit. ...more",Notes are private!,0,3,1,"Mar 11, 2023","Mar 13, 2023","Feb 04, 2023",,Paperback,view (with text),/book/show/59725609-sharp-edges
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy All the Time,"Colwin, Laurie",0060955325,9780060955328,0060955325,224        pp,3.86,"5,422","Sep 12, 1978","May 16, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh wow! This book! This book! This is one of those books where some people say, “nothing happens in this book” while others say, “omg! Everything happOh wow! This book! This book! This is one of those books where some people say, “nothing happens in this book” while others say, “omg! Everything happens in this book!” Loved it. One interesting thing that I took from this is the idea of “goodness vs moral.” I am dying to talk to people about this. I smiled a lot while reading this. It made me feel warm and cozy and content. Lovely....more",Notes are private!,0,3,1,"Feb 02, 2023","Feb 05, 2023","Feb 02, 2023",,Paperback,view (with text),/book/show/164408.Happy_All_the_Time
