,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pablo's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las fuerzas morales (Pensamiento),"Ingenieros, José",8498974917,9788498974911,8498974917,116        pp,4.26,114,2000,"Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2021",,Paperback,view,/book/show/6769731-las-fuerzas-morales-pensamiento
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El hombre mediocre,"Ingenieros, José",9788417477,,,224        pp,3.92,"1,208",1913,2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Si José Ingenieros fuera capaz de levantarse de entre los no vivos se sorprendería el ver el alcance y la vigencia que ha tenido su obra. Desde su pubSi José Ingenieros fuera capaz de levantarse de entre los no vivos se sorprendería el ver el alcance y la vigencia que ha tenido su obra. Desde su publicación en 1913, varias generaciones han pasado por ""El hombre mediocre"" sin perder éste su esencia, que es analizar la sociedad del costumbrismo y la rutina haciendo una crítica a las personas que la componen: para José los mediocres. A través de las páginas el autor va haciendo un análisis filosófico y sociológico de cómo estas personas viven en la sociedad domesticadas por otros que están en peldaños más altos, dejando también en claro como podemos dejar de serlo y qué acciones debemos tomar para llegar a nuestros ideales. Estamos ante una mirada brillante del comportamiento humano que por algo sigue actual y lo seguirá por mucho más tiempo. Los únicos detalles que encontré fueron que a veces los conceptos pueden repetirse una y otra vez, sin llegar a cerrarse del todo. Otra cosa y esto va para la editorial: Por favor, contraten a alguien que les revise el texto antes de publicar, hay errores ortográficos y de puntuación por doquier. ...more",Notes are private!,0,0,1,"Jan 02, 2021","Jan 03, 2021","Jan 02, 2021",,Paperback,view (with text),/book/show/49649021-el-hombre-mediocre
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alias Grace,"Atwood, Margaret*",8440687184,9788440687180,8440687184,525        pp,4.04,"143,551","Sep 07, 1996","Jan 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reseña: Que se puede decir de semejante escritora que no sean halagos. Atwood ha sido de las mejores escritoras que he descubierto en los últimos añosReseña: Que se puede decir de semejante escritora que no sean halagos. Atwood ha sido de las mejores escritoras que he descubierto en los últimos años desde que en 2017 leí ""El cuento de la criada"" (No he leído la continuación porque he tenido críticas dispares). Margaret tiene una voz única, una manera de contar las historias que es como si ella estuviese al lado de uno, como si la interacción libro - lector fuese una conversación entre Margaret y este último. Cada vez que encuentro un autor o autora que me llega de esta manera siento que la literatura se mantiene más viva que nunca. Y ""Alias Grace"" no es la excepción. Es un libro muy bien documentado (La ambientación victoriana es perfecta) y con una historia que, pese a que se toma algunas licencias, Atwood realiza con un esmero saludablemente envidiable. Básicamente la novela es una historia narrada por medio de las voces del Dr. Simon Jordan (Cuando es un capítulo suyo el lenguaje está más cuidado) y la propia Grace Marks (Con un estilo más agresivo y salvaje). Estás diferencias ayudan a ampliar los horizontes de la novela y a tratar muchos tópicos, y sobre todo hacer críticas, algo que a la autora no se le escapa nunca. En este caso, hay una profunda crítica a la prensa sensacionalista y también al concepto de brecha social típico de la época pero que puede adaptarse a nuestros días, en donde el rico, por ejemplo, está representado como una persona que posee más libertinaje que el menos pudiente. Me ha parecido un libro excelente al que no encontré fallos (La traducción de Ediciones B es perfecta) y que recomendaría para el público que le guste leer narrativa histórica contemporánea. Sin más que agregar, me despido hasta la próxima reseña! Más reseñas en mi instagram: @laslecturasdepablo...more",Notes are private!,0,0,1,"Nov 13, 2020","Dec 23, 2020","Nov 13, 2020",,Paperback,view (with text),/book/show/94160.Alias_Grace
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los chicos de la Nickel,"Whitehead, Colson*",8439735898,9788439735892,8439735898,224        pp,4.26,"245,137","Jul 16, 2019","Sep 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cuando era pequeño, siempre estaba vigilando el comedor del Hotel Richmond. Los de su raza tenían prohibido el acceso, pero algún día podrían entraCuando era pequeño, siempre estaba vigilando el comedor del Hotel Richmond. Los de su raza tenían prohibido el acceso, pero algún día podrían entrar. Él esperaba y esperaba. En la celda oscura, se replanteó aquella vigilancia. El reconocimiento que él pretendía iba más allá de la piel morena; buscaba a alguien que se pareciera a él, alguien a quien considerar un igual. A otros que lo consideraran a él un igual, aquellos que vieran aproximarse el mismo futuro, por muy lento que fuera el avance y plagado de obstáculos y recovecos, gente que sintonizara con la música más profunda de los discursos y las pancartas pintadas a mano. Aquellos que estuvieran dispuestos a aportar su peso a la gran palanca con que mover el mundo. Pero nunca aparecieron. Ni en el comedor del hotel ni en ninguna parte.Hablar de Colson Whitehead es, en el panorama actual, referirse a la excelencia literaria. En cada una de sus obras tiene la capacidad de hablar de temas que han sido muy sensibles a la opinión pública por décadas de una manera sencilla pero a la vez muy atrapante, tanto que es prácticamente imposible el poder evitar pensar y reflexionar acerca de lo que hemos hecho los seres humanos como sociedad en el pasado, tratando de destruirnos unos a los otros ya sea de manera física o ideológica, y como eso nos puede servir para aprender algo con vistas al presente o al futuro (Si es que en la actualidad hemos aprendido algo como especie acerca de nuestros errores). La historia en sí está basada en hechos reales, más precisamente en la Escuela Dozier para Chicos que se ubicaba en el estado de Florida, en EEUU. Allí por el año 2014 se descubrieron fosas comunes con cuerpos de chicos (La gran mayoría afroamericanos) que en el pasado nadie reclamó y que sufrieron múltiples abusos y maltrato que no voy a describir porque en la novela está muy gráficamente explicado. A través del personaje de Elwood Curtis, un chico afroamericano que sueña con ir a la universidad para poder seguir los pasos de su inspiración, que es nada más y nada menos que Martin Luther King, iremos avanzando en la trama. Durante el transcurso de su relato, un ""malentendido"" entre la policía y él desembocará en que Elwood termine en la Nickel, una suerte de reformatorio para chicos problemáticos. Dentro de la institución descubriremos mediante el relato de Curtis todo lo que sucede puertas adentro de allí, generando en el lector mucha impotencia y rechazo a las actitudes de los encargados del lugar y también tristeza por el destino que tendrán preparado la mayoría de los jóvenes que recaen allí; un destino para nada feliz y sumamente perturbador para mentes sensibles.Whitehead nos plantea una historia que pese a que ocurrió durante la mitad del siglo pasado, sigue siendo de actualidad por todos los tópicos que se detallan y que desgraciadamente se siguen sucediendo en el panorama actual. Mención especial se merece el tramo final de la novela; éste sorprenderá a más de un lector despistado. En fin, que me ha gustado muchísimo ""Los chicos de la Nickel"" y sin dudas estaré pendiente del próximo lanzamiento de este autor de voz prodigiosa. ¡Hasta la próxima reseña! ...more",Notes are private!,0,0,1,"Jan 26, 2021","Jan 31, 2021","Nov 05, 2020",,Paperback,view (with text),/book/show/54142365-los-chicos-de-la-nickel
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mujer rota,"Beauvoir, Simone de",9563254198,9789563254198,,205        pp,4.03,"30,052",1967,"Feb 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2020",,Paperback,view,/book/show/52055865-la-mujer-rota
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Historia de una palabra: Queer,"Preciado, Paul B.",,,,12        pp,4.07,14,unknown,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2020",,,view,/book/show/36882336-historia-de-una-palabra
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solenoide,"Cărtărescu, Mircea",8416542996,9788416542994,8416542996,800        pp,4.29,"3,571",Nov 2015,"Oct 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2020",,Hardcover,view,/book/show/35850901-solenoide
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Insomnio,"Benjamin, Marina",,,,unknown,3.45,813,"Oct 29, 2018",2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2020",,Paperback,view,/book/show/51541580-insomnio
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El malestar en la cultura,"Freud, Sigmund",8420666548,9788420666549,8420666548,378        pp,3.79,"40,495",1930,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2020",,Paperback,view,/book/show/13609336-el-malestar-en-la-cultura
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Travelling Cat Chronicles,"Arikawa, Hiro",0451491335,9780451491336,0451491335,277        pp,4.34,"73,173",Nov 2012,"Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2020",,Hardcover,view,/book/show/39508663-the-travelling-cat-chronicles
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El bosque infinito,"Proulx, Annie",8490663378,9788490663370,8490663378,848        pp,3.82,"18,943","Jun 14, 2016",2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2020",,Paperback,view,/book/show/32563379-el-bosque-infinito
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"R de rebelde        (Kinsey Millhone, #18)","Grafton, Sue",8483838133,,B00H8YCZYK,420        pp,3.98,"34,918","Jul 13, 2004","Jan 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2020",,Kindle Edition,view,/book/show/23246840-r-de-rebelde
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La sangre manda,"King, Stephen*",,9789585457454,,464        pp,3.99,"97,196","Apr 21, 2020",Jul 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2020",,Paperback,view,/book/show/54449176-la-sangre-manda
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El instituto,"King, Stephen*",8401022355,9788401022357,8401022355,618        pp,4.20,"270,889","Sep 10, 2019","Sep 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2020",,Hardcover,view,/book/show/49367277-el-instituto
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Police,"Ogawa, Yōko",1101870605,9781101870600,1101870605,274        pp,3.73,"88,709","Jan 26, 1994","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2020",,Hardcover,view,/book/show/37004370-the-memory-police
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reencuentro,"Uhlman, Fred",8428605491,9788428605496,8428605491,122        pp,4.03,"30,629",1971,1979,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sinopsis: Dos jóvenes de dieciséis años son compañeros de clase en la misma selecta escuela de enseñanza media. Hans es judío y Konradin, un rico arisSinopsis: Dos jóvenes de dieciséis años son compañeros de clase en la misma selecta escuela de enseñanza media. Hans es judío y Konradin, un rico aristócrata miembro de una de las más antiguas familias de Europa. Entre los dos surge una intensa amistad y se vuelven inseparables (Tusquets).No hay mucho que se pueda decir que ya no se haya dicho de este libro. Lo que sí quiero destacar que es una historia de amistad inocente que te llega al corazón, en medio de la crisis social y económica más grave que tuvo la historia en el siglo XX. Por momentos el relato parece adquirir una tonalidad sexual con respecto a la atracción del personaje principal por su amigo (sobre todo cuando no le conoce mucho) pero esto se va disipando de a poco conforme pasa la trama, aunque sí es cierto que desarrollan en el breve tiempo que deambulan juntos por ahí una amistad muy íntima que será objeto de todas las miradas de su entorno.Está escrito de forma simple pero se nota a través de las páginas que es una historia personal que marcó al autor para siempre. La familia será un gran determinante de los que pasará con el futuro de cada uno de los personajes principales que componen el relato, ya que los familares serán los que eligirán el destino de cada uno. Por cierto, es de destacar también que el título de esta obra (Ópera prima de Fred Uhlman) quedará a criterio del lector una vez éste haya finalizado el camino con Hans y Konradin.Por último, es de destacar que esta noveleta está escrita en primera persona por Uhlman una vez ya se encontraba en el exilio pero igual ofrece un retrato único del ascenso político y social de Hitler al poder que está excelentemente plasmado en la obra. Estoy muy feliz de haber podido descubrir este libro casi por casualidad en la biblioteca de una amiga porque de lo contrario creo que jamás hubiese conocido su existencia. Así que Ali, si estás leyendo esto, muchísimas gracias por la recomendación. ...more",Notes are private!,0,1,1,"Sep 19, 2020","Sep 22, 2020","Sep 19, 2020",,Paperback,view (with text),/book/show/44317188-reencuentro
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aquí vive el horror: la casa maldita de Amityville,"Anson, Jay",8422611317,9788422611318,B004MMMV9U,208        pp,3.83,"130,336","Sep 13, 1977",1979,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2020",,Hardcover,view,/book/show/13518188-aqu-vive-el-horror
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,NOS4A2,"Hill, Joe*",0062200577,9780062200570,0062200577,692        pp,4.08,"128,941","Apr 30, 2013","Apr 28, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2020",,Hardcover,view,/book/show/15729539-nos4a2
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",,,,158        pp,3.94,"227,072","Sep 21, 1962","Oct 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2020",,Paperback,view,/book/show/26852229-we-have-always-lived-in-the-castle
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El mal menor,"Feiling, C.E.",,,,unknown,3.81,538,"Jan 01, 1995",1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2020",,Paperback,view,/book/show/18479425-el-mal-menor
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No es un río,"Almada, Selva",987769123X,9789877691238,B08GH8F63L,104        pp,4.01,"2,656",2020,"Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2020",,Kindle Edition,view,/book/show/55108658-no-es-un-r-o
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Life,"Taylor, Brandon",0525538887,9780525538882,0525538887,329        pp,3.81,"33,268","Feb 18, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2020",,Hardcover,view,/book/show/46263943-real-life
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El signo de los tiempos,"Oda, Sakunosuke",9874688157,9789874688156,9874688157,160        pp,3.97,172,1946,Mar 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2020",,Paperback,view,/book/show/54876032-el-signo-de-los-tiempos
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La otra señora Miller,"Dickson, Allison M.*",8427047088,9788427047082,8427047088,416        pp,3.55,"10,095","Jul 16, 2019","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2020",,Paperback,view,/book/show/50256074-la-otra-se-ora-miller
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,En Corea del Norte: Viaje a la última dinastía comunista,"Grieco, Florencia",9873752463,9789873752469,B07HCVGWJX,338        pp,4.07,142,"Oct 01, 2018","Oct 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2020",,Kindle Edition,view,/book/show/42107641-en-corea-del-norte
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una novela real,"Mizumura, Minae",9871156766,9789871156764,9871156766,610        pp,4.24,"1,263",2002,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2020",,Paperback,view,/book/show/4707420-una-novela-real
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Esperando a Godot,"Beckett, Samuel",8472238652,9788472238657,8472238652,160        pp,3.84,"201,635","Apr 01, 1952",Oct 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2020",,Mass Market Paperback,view,/book/show/236176.Esperando_a_Godot
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La Historia Silenciosa,"Horowitz, Eli",9788432223,,,536        pp,3.59,"1,321","Oct 01, 2012",2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""La historia silenciosa"" de Eli Horowitz, Matthew Derby y Kevin Moffett""La historia silenciosa"" de Eli Horowitz, Matthew Derby y Kevin Moffett...more",Notes are private!,0,0,1,"Aug 10, 2020","Sep 17, 2020","Aug 10, 2020",,Paperback,view (with text),/book/show/24014283-la-historia-silenciosa
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anagramas,"Moore, Lorrie",,9788433911339,,270        pp,3.93,"4,721",1986,"Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2020",,Paperback,view,/book/show/3423156-anagramas
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art and Homosexuality: A History of Ideas,"Reed, Christopher",0195399072,9780195399073,0195399072,285        pp,4.00,56,"Jan 01, 2011","May 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 22, 2020",,Hardcover,view,/book/show/10299374-art-and-homosexuality
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El maestro y Margarita,"Bulgakov, Mikhail",8497592263,9788497592260,8497592263,480        pp,4.29,"353,390",1967,Feb 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2020",,Paperback,view,/book/show/1816869.El_maestro_y_Margarita
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El visitante,"King, Stephen*",9506444803,9789506444808,9506444803,592        pp,4.01,"308,538","May 22, 2018",Nov 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una historia con un muy buen comienzo y desarrollo de personajes, donde King exprime el concepto del gato y el ratón en más veces de las que se antojaUna historia con un muy buen comienzo y desarrollo de personajes, donde King exprime el concepto del gato y el ratón en más veces de las que se antoja necesario. Quizá el primer error en la novela haya sido desprenderse de un personaje pesado dentro de la trama a menos de medio camino de ésta. En el final, pese a que descubrimos que el 'Visitante' parece tener algunos guiños mitológicos que lo relacionan estrechamente al Sr. Pennywise, carece de brillantez ofreciendo a su vez uno de los peores cierres novelescos de Stephen. El personaje que más me gustó fue el de Holly Gibney que, pese a que viene de una saga anterior, adquiere un protagonismo fundamental para sostener el eje de la segunda parte de la novela. En síntesis, un libro disfrutable si, pero con muchas aristas. Definitivamente no está entre lo mejor de Stephen King....more",Notes are private!,0,0,1,"Jul 10, 2020","Aug 07, 2020","Jul 10, 2020",,Paperback,view (with text),/book/show/43161249-el-visitante
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatal: una crónica trans,"Unrein, Carolina",,9789504969235,,160        pp,4.09,234,"Feb 01, 2020","Feb 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2020",,Paperback,view,/book/show/50995813-fatal
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Montgomery Clift: A Biography,"Bosworth, Patricia",0879101350,9780879101350,0879101350,392        pp,4.01,"1,165","Jan 01, 1978","Aug 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2020",,Paperback,view,/book/show/95674.Montgomery_Clift
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Noche        (Comandante Servaz, #4)","Minier, Bernard",8498388465,9788498388466,8498388465,480        pp,3.84,"2,036","Feb 23, 2017","Mar 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Me gustó muchísimo la historia, sobretodo el final, muy al estilo de los que hace Shyamalan en sus buenas películas.Pese a que es el cuarto libro de lMe gustó muchísimo la historia, sobretodo el final, muy al estilo de los que hace Shyamalan en sus buenas películas.Pese a que es el cuarto libro de la saga, se puede leer de manera independiente sin ningún problema (de hecho, yo me di cuenta de que el libro formaba parte de una saga de casualidad, consultando en Goodreads).Los personajes están muy bien caracterizados, sobre todo Servaz. Su descripción de antihéroe encaja perfectamente en la historia y muestra el lado humano de un personaje literario; entre tantos detectives perfectos y súper deductivos que andan en la vuelta en mucho historias sin dudas esto es un soplo de aire fresco. --No me quedó muy clara la motivación de Hirtmann. Supongo que debería leer los tres libros anteriores para comprender más al personaje. No me pareció que estuviese a la altura de Servaz y obviamente que tampoco es un mejor o igual villano que Hannibal Lecter (como promociona la editorial). Esa promoción es un tanto desacertada. Julian Hirtmann no se compara con Lecter en los más mínimo, tanto en sus métodos como en su manera de actuar. Hirtmann es una especie de titiritero y le gusta tener todo meticulosamente planificado; es más técnico en este sentido que Hannibal. Lecter se toma todo de manera personal, mientras que Hirtmann casi que cae a lo largo de la trama de ese sentido de venganza. --En fin, un gran thriller que aún teniendo fallos, resulta altamente disfrutable sobretodo en su parte final, donde guarda grandes secretos que dejarán perplejo al lector....more",Notes are private!,0,0,1,"May 29, 2020","Jun 12, 2020","May 29, 2020",,Paperback,view (with text),/book/show/38513827-noche
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,En la Tierra somos fugazmente grandiosos,"Vuong, Ocean",8433941232,9788433941237,B082YJM5P7,232        pp,4.04,"299,710","Jun 04, 2019","Feb 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2020",,Kindle Edition,view,/book/show/50998517-en-la-tierra-somos-fugazmente-grandiosos
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ciudad y la ciudad,"Miéville, China*",8498007682,9788498007688,8498007682,320        pp,3.90,"69,514","May 26, 2009",May 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2020",,Paperback,view,/book/show/13561231-la-ciudad-y-la-ciudad
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mujer desnuda,"Somers, Armonía",,9789871228683,9871228686,128        pp,3.82,581,1950,May 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Antes de la magistral ""Lolita"" de Nabokov, que provocó diversos escándalos en la sociedad de los '50, en un pequeño país llamado Uruguay una novel y mAntes de la magistral ""Lolita"" de Nabokov, que provocó diversos escándalos en la sociedad de los '50, en un pequeño país llamado Uruguay una novel y misteriosa escritora llamada Armonía Somers publicaba en una revista de corto tiraje la noveleta ""La mujer desnuda"". Dicha obra sacudiría los cimientos de los literatos conservadores del país hasta tal punto que tuvieron que pasar más de 10 años luego de su primera publicación para que la misma tuviese una reedición acorde a otra época (los 60) con una generación que comenzaba a mirar el futuro con otra mentalidad. El tiempo por suerte, ha sabido revalorar está joyita perdida de nuestra literatura, que ha sabido tener su propia traducción al inglés (Publicada en 2018).- -Con respecto al libro, podría decirse que quizá aún no sea del todo comprensible para todos los públicos; el mismo está cargado de connotaciones sexuales disfrazadas con un simbolismo tan marcado que por momentos se antoja difícil de descifrar a la ligera pero que con algunas releídas se pueden resolver. Descubrir y resolver ese lenguaje críptico fue una de las cosas más fascinantes que me encontré en la historia; de la misma se puede decir que por algunos momentos muy breves hay un uso excesivo del recurso o bien algunos monólogos que bien se podrían haber suprimido. Ya conocía a Armonía debido a que en 2019 había leído ""La calle del viento norte y otros cuentos"" que encontré en una librería de viejo casi por casualidad y autografiado. Esa pequeña colección de narraciones fantásticas casi 'Lovecraftianas' me había parecido algo de otro nivel, y es por esto que comencé a leer ""La mujer desnuda"" con mucho entusiasmo, colmando enteramente mis expectativas. Resulta, en síntesis, una agradable obra que necesita una lectura pausada y cuidadosa para ser comprendida en su totalidad que una vez terminada, dan ganas de seguir descubriendo el universo literario de Somers (Cuyos títulos están casi todos descatalogados, para tristeza de este lector). - - P.D: Este fragmento me pareció uno de los mejores del libro: 'Caminó un trecho a plena conciencia, lentamente, para permitir que el alor se resarciera. El amor quedaba allí, desfalleciendo, muerto quizás al levantar ella el pie por quinta vez para complacerlo, mientras se iba sin vivirlo. No había futuro para el amor, pensó, apenas si un breve presente, tan precario como intenso' (Pág. 105)....more",Notes are private!,0,1,1,"May 27, 2020","May 29, 2020","May 27, 2020",,Paperback,view (with text),/book/show/8136683-la-mujer-desnuda
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Territorio Lovecraft,"Ruff, Matt*",,9788423355303,,448        pp,4.02,"44,478","Feb 16, 2016","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2020",,ebook,view,/book/show/45917355-territorio-lovecraft
