,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jason's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crossings,"Landragin, Alex",1250796725,9781250796721,1250796725,384        pp,3.85,"8,210","Jul 28, 2020","Oct 26, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is not a bad story at all. For the most part, I rather liked it. I’m forced to downgrade the rating from 4 to 3 because I DID NOT like the gimmicThis is not a bad story at all. For the most part, I rather liked it. I’m forced to downgrade the rating from 4 to 3 because I DID NOT like the gimmick reading order. As an idea I think it’s interesting: That you can read a book in an alternate pagination and get a different story. But that really didn’t happen here. All Landragin did was alternate between chapters in the three sections. If that’s the order you want the story told in, then tell it that way. The only reason an author would want to pull a stunt like this is if there is genuine reward to the reader for reading the text both ways. There is not. So respect given for the idea, derision heaped for blowing the execution. The story itself is good-ish. I thought it was very disjointed and more difficult to follow than necessary at times, but that could be laid at my feet as a reader. At the end, I did feel a few dangling plot elements pretty keenly. Who was the Baroness? Who killed her? (I mean, we know it was Joubert, but what were the circumstances, who is Joubert now, and where is Madeleine? Why hasn’t she been able to stop Joubert?) Why was the Baroness having the manuscript rebound? Where did she get it? All the elements of the present that were only hinted at in the preface really should have been explored. Maybe these questions were addressed at some point and I failed to catch them, but I would have liked to see this book greatly expanded, where the manuscript plot represents the first part, and the circumstances of the present are dealt with in the second. This could have been a sincerely compelling history/world/culture encompassing epic story. But we get this tiny piece of it in a gimmicky structure that brings nothing of interest to the table. This is a swing and a miss for me. Too bad....more",Notes are private!,0,0,1,"Nov 25, 2021","Nov 26, 2021","Nov 25, 2021",,Paperback,view (with text),/book/show/56268818-crossings
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City of Mist: Stories,"Ruiz Zafón, Carlos",,,B08X4NXR1Q,160        pp,3.97,"17,178",2020,"Nov 23, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2021","May 14, 2022","Nov 23, 2021",,Kindle Edition,view,/book/show/57644063-the-city-of-mist
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man of Means,"Wodehouse, P.G.",,,B00847LZ0K,224        pp,3.86,985,1914,"May 16, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2021",,Kindle Edition,view,/book/show/18687138-a-man-of-means
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Waste Lands        (The Dark Tower, #3)","King, Stephen*",,,B018ER7IR8,721        pp,4.25,"222,736",Aug 1991,"Jan 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 14, 2021","Mar 14, 2021",,Kindle Edition,view,/book/show/28335914-the-waste-lands
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bauchelain and Korbal Broach        (The Tales of Bauchelain and Korbal Broach, #1-3)","Erikson, Steven*",0765324229,9780765324221,0765324229,316        pp,3.98,"5,633","Sep 15, 2009","Sep 15, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 26, 2020",,Paperback,view,/book/show/6616579-bauchelain-and-korbal-broach
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stone Sky        (The Broken Earth, #3)","Jemisin, N.K.*",,,,416        pp,4.35,"137,125","Aug 15, 2017","Aug 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 26, 2020",,Paperback,view,/book/show/31817749-the-stone-sky
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Chains        (Malazan Book of the Fallen, #4)","Erikson, Steven*",0765348810,9780765348814,0765348810,"1,015        pp",4.34,"48,305","Dec 02, 2002",Mar 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 26, 2020not set","Mar 29, 2020not set","Jan 26, 2020",,Mass Market Paperback,view,/book/show/55398.House_of_Chains
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memories of Ice        (Malazan Book of the Fallen, #3)","Erikson, Steven*",0765348802,9780765348807,0765348802,925        pp,4.46,"58,461","Dec 06, 2001","Aug 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 26, 2020",,Mass Market Paperback,view,/book/show/175983.Memories_of_Ice
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Deadhouse Gates        (Malazan Book of the Fallen, #2)","Erikson, Steven*",0765310023,9780765310026,0765310023,604        pp,4.27,"73,509","Sep 01, 2000","Feb 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 26, 2020",,Hardcover,view,/book/show/55401.Deadhouse_Gates
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Executed        (Extracted Trilogy, #2)","Haywood, R.R.*",1477828818,9781477828816,B01N0QQWCL,398        pp,4.34,"8,347","Jun 06, 2017","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Even better than the first bookI'm still sick. These books are good medicine. I enjoyed the hell out of this story. I especially like the Doctor. I imEven better than the first bookI'm still sick. These books are good medicine. I enjoyed the hell out of this story. I especially like the Doctor. I imagine him being played by the guy who played the doctor in Fringe. Haywood is a fine writer. I will certainly finish this series and will read more of his work. ...more,Notes are private!,0,0,1,not set,"Oct 14, 2019","Oct 14, 2019",,Kindle Edition,view (with text),/book/show/34037955-executed
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Extracted        (Extracted Trilogy, #1)","Haywood, R.R.*",1503996867,9781503996861,B01HIKCA52,400        pp,3.95,"13,957","Mar 01, 2017","Mar 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved itGreat story. I've been sick for a long time. Stories like this are perfect for escaping from reality. Great character development, good attentLoved itGreat story. I've been sick for a long time. Stories like this are perfect for escaping from reality. Great character development, good attention to detail, lots of plausible action. I particularly liked the extraction of Dr. Watson. Really well done. ...more",Notes are private!,0,0,1,not set,"Oct 13, 2019","Oct 13, 2019",,Kindle Edition,view (with text),/book/show/31578285-extracted
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Senlin Ascends        (The Books of Babel, #1)","Bancroft, Josiah",0316517917,9780316517911,0316517917,448        pp,4.12,"29,823","Feb 18, 2013","Jan 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 31, 2019","Jan 26, 2020","Jul 31, 2019",,Paperback,view,/book/show/35271523-senlin-ascends
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dust        (Silo, #3)","Howey, Hugh*",1490904387,9781490904382,1490904387,458        pp,4.24,"97,163","Aug 17, 2013","Aug 17, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 21, 2019",,Paperback,view,/book/show/17855756-dust
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shift        (Silo, #2)","Howey, Hugh*",,,B00B6Z6HI2,579        pp,4.12,"105,695","Jan 28, 2013","Jan 28, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 17, 2019",,Kindle Edition,view,/book/show/17306293-shift
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wool Omnibus        (Silo, #1)","Howey, Hugh*",,,,509        pp,4.22,"212,440","Jan 27, 2012","Jan 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 12, 2019",,Kindle Edition,view,/book/show/13453029-wool-omnibus
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",0441013597,9780441013593,0441013597,704        pp,4.27,"1,357,908","Jun 01, 1965","Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 12, 2019",,Paperback,view,/book/show/39776179-dune
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsider,"King, Stephen*",1501180983,9781501180989,1501180983,561        pp,4.01,"308,512","May 22, 2018","May 22, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 30, 2019",,Hardcover,view,/book/show/36124936-the-outsider
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gardens of the Moon        (Malazan Book of the Fallen, #1)","Erikson, Steven*",,,B002KYHZLQ,495        pp,3.92,"119,343","Apr 01, 1999","Jun 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 07, 2019","Mar 07, 2019",,Kindle Edition,view,/book/show/8134944-gardens-of-the-moon
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Process: The Writing Lives of Great Authors,"Stodola, Sarah*",1477875476,9781477875476,B00M4DE5B6,270        pp,3.99,"1,125","Jan 20, 2015","Jan 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Mar 2019,"Mar 09, 2019","Mar 01, 2019",,Kindle Edition,view,/book/show/23740509-process
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Darker Shade of Magic        (Shades of Magic, #1)","Schwab, V.E.*",0765376458,9780765376459,0765376458,400        pp,4.06,"361,651","Feb 24, 2015","Feb 24, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2018",,Hardcover,view,/book/show/22055262-a-darker-shade-of-magic
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Obelisk Gate        (The Broken Earth, #2)","Jemisin, N.K.*",,,,410        pp,4.30,"162,129","Aug 16, 2016","Aug 18, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2018",,Paperback,view,/book/show/26228034-the-obelisk-gate
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fifth Season        (The Broken Earth, #1)","Jemisin, N.K.*",,,,468        pp,4.31,"268,438","Aug 04, 2015","Aug 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2018",,Paperback,view,/book/show/19161852-the-fifth-season
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Armada,"Cline, Ernest*",0804137250,9780804137256,0804137250,355        pp,3.55,"120,127","Jul 14, 2015","Jul 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 18, 2018",,Hardcover,view,/book/show/16278318-armada
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,"Bayles, David",,,B0042JSQLU,139        pp,3.77,"91,207",1994,"Apr 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2018,"Mar 09, 2019","Jan 01, 2018",,Kindle Edition,view,/book/show/18834806-art-fear
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storied Life of A.J. Fikry,"Zevin, Gabrielle*",1616203218,9781616203214,1616203218,260        pp,4.03,"298,476","Apr 01, 2014","Apr 01, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book really snuck its way onto my to read pile. I have no idea where it came from. Normally I would never read a book of this kind, and I will hoThis book really snuck its way onto my to read pile. I have no idea where it came from. Normally I would never read a book of this kind, and I will hopefully never read one again. There was nothing particularly bad about it other than just a penetrating and relentless banality. Of language, plot, character, etc. Again, not bad per se, but certainly not good. People so often remark about how difficult it is to get a book published and how much more difficult it is for a book to find an audience.Then I read something like this. As A.J. says a number of times in the book: ""Not for me.""...more",Notes are private!,0,0,1,not set,not set,"Oct 28, 2017",,Hardcover,view (with text),/book/show/18293427-the-storied-life-of-a-j-fikry
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trial of Socrates,"Stone, I.F.",0385260326,9780385260329,0385260326,282        pp,3.97,"1,781",1988,"Feb 27, 1989",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading through Stone's odd little book, you develop the conviction quite rapidly that Stone does not care for Socrates. The book should rightly be tiReading through Stone's odd little book, you develop the conviction quite rapidly that Stone does not care for Socrates. The book should rightly be titled ""The Execution of Socrates: Why Athens Killed the Miserable Lying Bastard."" Just looking at the titles of Stone's chapters reveals his contempt: ""A Wild Goose Chase: The Socratic Search for Absolute Definitions,"" ""The Prejudices of Socrates,"" and my favorite ""Why Did They wait Until He was Seventy?"" The book comes off initially as an impartial attempt to compose an apology for the Athenian point of view with regard to the persona of Socrates and his trial. In his preface, Stone evokes the desire to explore the motivations and positioning of Socrates' accusers. He tries to maintain this bearing for a while, but very quickly gives all that up and attacks both Socrates and Plato point blank. For example:""Protagoras was only the most prominent victim of Socrates' genius for confusing his interlocuters and the issues. He (and Plato) often do this by gross oversimplification and the search for absolute abstractions where there are only complex realities.""My experience with Socrates has been VERY different from that of Stone, and am I grateful for that. I don't think Stone understood a single word he read with regard to Socrates or the Athenian context he so diligently struggles to place Socrates within. His analyses of the dialogues are fatuous and his interpretation of Aristophanes laughable. Stone is the worst kind of writer in my opinion. He used his credibility as a journalist to write authoritatively about a subject that I strongly feel he had a catastrophically tenuous grasp on. I do believe he read the works, and I do believe he performed his scholarly due diligence with cross referencing the source texts in translation, and in mastering enough Greek to translate particularly dicey passages himself when he found it necessary. The problem I have is I've done the same, and I came away with an absolutely different understanding of practically everything Stone discusses in this book. His view of the Sophists, his assertions regarding what Socrates did or did not believe, his reading of Aristophanes, his interpretations of Plato, nearly all of it I call into question. I cannot accurately describe the impact that Socrates and Plato have had on my life as a scholar and as a human being. In the Euthyphro and the Gorgias there are passages which have been critical in shaping how I see myself as a person, as a thinker, as a member of society. Socrates taught me more about why it is important to live a just life than any other single source. And therein lay my ultimate problem with Stone. If this text is the only encounter an individual has with Socrates, then they will come away with a hopelessly impoverished understanding of how important his ideas are. By all means, read this book. I think it does have some interesting things to say about contemporaneous Athens, some of which I also dispute but am not really in a position to criticize all that knowledgeably, but do not let this text stand as your only exposure to Socrates and Plato. Don't let Stone kill the poor guy a second time....more",Notes are private!,0,2,1,not set,not set,"Oct 18, 2017",,Paperback,view (with text),/book/show/51330.The_Trial_of_Socrates
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mr. Penumbra's 24-Hour Bookstore        (Mr. Penumbra's 24-Hour Bookstore, #1)","Sloan, Robin*",0374214913,9780374214913,0374214913,288        pp,3.73,"206,119","Sep 26, 2012","Oct 02, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 02, 2017",,Hardcover,view,/book/show/13538873-mr-penumbra-s-24-hour-bookstore
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brontë Cabinet: Three Lives in Nine Objects,"Lutz, Deborah",,,B00NUB4EV2,345        pp,4.09,617,"May 11, 2015","May 11, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 20, 2017","Mar 09, 2019","Aug 20, 2017",,Kindle Edition,view,/book/show/25438814-the-bront-cabinet
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Process of Drastically Reducing One's Expectations,"Schulz, Gabby",0985300493,9780985300494,0985300493,392        pp,4.39,23,unknown,"Feb 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gabby Schulz is my spirit guide. I love everything he does.,Notes are private!,0,0,1,not set,"Apr 09, 2017","Apr 09, 2017",,Paperback,view (with text),/book/show/34442320-a-process-of-drastically-reducing-one-s-expectations
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Penpal,"Auerbach, Dathan*",,,B008WVVKCQ,254        pp,3.86,"38,882","Jun 11, 2012","Aug 12, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After reading a text such as this, it becomes clear that Auerbach has certain base aptitudes when it comes to writing; he was able to bring a long forAfter reading a text such as this, it becomes clear that Auerbach has certain base aptitudes when it comes to writing; he was able to bring a long form narrative (more or less) to completion, which is more than most people can accomplish. Although, this could be said to be the authorial equivalent of getting class credit for merely showing up to school. Another aspect of the book that Auerbach deserves credit for is the undoubted success of his self-publishing the manuscript. Every day an enormity of texts are thrown into the maelstrom of the dubious “Print-on-Demand” industry, never to be seen again. So in more than one way, Auerbach deserves praise for this book’s existence and subsequent success. The downside of the situation is that it is not a very good book. If anything, it stands as a testament to the vetting process inherent in the mainstream fiction publication process. This text would not (and clearly did not) make it to press as written if it were submitted to a mainstream publishing house. It is badly in need of editing and revision, both in terms of content and structure. I think this is a fine first draft. As a finished work it left me cold. I found the sequence of events very incoherent, even in the face of the narrator’s self-professed lack of exacting recall; I thought the characters were quite flat and lacked any sort of life beyond a very basic outline; the motivations of “The Man” were totally incomprehensible to me. I felt no compelling reason to believe this person would embark upon a campaign of terror towards a child out of some sense of misguided love; I didn't understand why Josh was abruptly replaced as the man’s obsessive focus, I didn’t understand what happened at the end with the burial. A great deal of this book needed help. I would certainly encourage Auerbach to continue writing, but to find a mentor to assist in bringing his vision to a more successful completion....more",Notes are private!,0,0,1,Apr 2017,"Apr 02, 2017","Apr 01, 2017",,Kindle Edition,view (with text),/book/show/17369352-penpal
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Isaac Newton,"Gleick, James*",1400032954,9781400032952,1400032954,272        pp,3.78,"9,044","May 13, 2003","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2017",,Paperback,view,/book/show/17098.Isaac_Newton
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Train,"Hawkins, Paula*",1594633665,9781594633669,1594633665,336        pp,3.96,"2,942,856","Jan 13, 2015","Jan 13, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 23, 2017",,Hardcover,view,/book/show/22557272-the-girl-on-the-train
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prince Lestat        (The Vampire Chronicles, #11)","Rice, Anne",0307962520,9780307962522,,458        pp,3.84,"23,311","Oct 28, 2014","Oct 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 08, 2017not set","Feb 20, 2017not set","Feb 08, 2017",,Hardcover,view,/book/show/21412673-prince-lestat
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence,"Endō, Shūsaku",0800871863,9780800871864,0800871863,219        pp,4.09,"34,203",1966,"Feb 15, 1980",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 07, 2017","Feb 06, 2017",,Paperback,view,/book/show/25200.Silence
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stiletto        (The Checquy Files, #2)","O'Malley, Daniel",0316228044,9780316228046,0316228044,583        pp,4.14,"20,868","Jun 14, 2016","Jun 14, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's amazing to me how we all seem to have entirely differently calibrated organs of appreciation. I've read several s of this book, which heapeIt's amazing to me how we all seem to have entirely differently calibrated organs of appreciation. I've read several s of this book, which heaped no small amount of derision on it. I can't understand how that can be, other than to surmise that those people function under differing cognitive parameters than I do.These books are extraordinary under any criteria. It seems to me if you don't like them, then you must not like books.Just finished it for the second time in order to prepare for the third ""Blitz"". Brilliant. Amazing. I can't say enough about this book. I love his dialogue most I think. He has a very keen gift for witty, articulate, but not overly verbose, dialogue. I enjoy the hell out of that. And I do love his characters. Brilliant....more",Notes are private!,0,0,2,"Jan 27, 2024Jan 20, 2017","Feb 10, 2024Feb 10, 2024","Jan 20, 2017",,Hardcover,view (with text),/book/show/25695756-stiletto
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellman & Black,"Setterfield, Diane*",147671195X,9781476711959,147671195X,328        pp,3.17,"18,777","Nov 05, 2013","Nov 05, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 18, 2017","Jan 20, 2017","Jan 18, 2017",,Hardcover,view,/book/show/17571907-bellman-black
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fall of Giants        (The Century Trilogy, #1)","Follett, Ken*",0525951652,9780525951650,0525951652,985        pp,4.31,"323,192","Sep 28, 2010","Sep 28, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2017",,Hardcover,view,/book/show/7315573-fall-of-giants
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slade House,"Mitchell, David",0812998685,9780812998689,0812998685,238        pp,3.81,"64,531",Oct 2015,"Oct 27, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2017",,Hardcover,view,/book/show/24499258-slade-house
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ready Player One        (Ready Player One, #1)","Cline, Ernest*",,,B004J4WKUQ,386        pp,4.23,"1,167,645","Aug 16, 2011","Aug 16, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 15, 2016",,Kindle Edition,view,/book/show/20603758-ready-player-one
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carter & Lovecraft        (Carter & Lovecraft, #1)","Howard, Jonathan L.*",1250060893,9781250060891,1250060893,306        pp,3.86,"5,894","Oct 20, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2016",,Hardcover,view,/book/show/23848134-carter-lovecraft
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rook        (The Checquy Files, #1)","O'Malley, Daniel",0316098795,9780316098793,0316098795,504        pp,4.10,"58,929","Jan 11, 2012","Jan 11, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 27, 2016",,Hardcover,view,/book/show/10836728-the-rook
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bowl of Fruit        (1907),"Cacoyannis, Panayotis*",,,B0142CQC8A,233        pp,3.77,503,"Sep 11, 2015","Sep 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2016",,Kindle Edition,view,/book/show/26760905-bowl-of-fruit
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twilight,"Gay, William",1596920580,9781596920583,1596920580,224        pp,3.96,"2,869","Oct 20, 2006","Oct 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2016",,Hardcover,view,/book/show/108315.Twilight
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone Girl,"Flynn, Gillian*",,,,415        pp,4.13,"3,091,076","Dec 06, 2012","Apr 22, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 05, 2016",,Paperback,view,/book/show/19288043-gone-girl
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,612","Apr 18, 2013","Apr 30, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 23, 2015",,Hardcover,view,/book/show/16160797-the-cuckoo-s-calling
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Possessed: Adventures With Russian Books and the People Who Read Them,"Batuman, Elif",0374532184,9780374532185,0374532184,296        pp,3.71,"5,518","Feb 16, 2010","Feb 16, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2015",,Paperback,view,/book/show/6763627-the-possessed
