,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paltia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Childhood,"Ditlevsen, Tove",0241391938,9780241391938,0241391938,99        pp,4.10,"11,819",1967,"Sep 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2019",,Paperback,view,/book/show/43685219-childhood
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music for Wartime,"Makkai, Rebecca*",0525426698,9780525426691,0525426698,240        pp,4.06,"1,774","Jun 23, 2015","Jun 23, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2019",,Hardcover,view,/book/show/23398883-music-for-wartime
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Instructions for a Funeral: Stories,"Means, David",0374279810,9780374279813,0374279810,208        pp,3.04,452,"Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2019",,Hardcover,view,/book/show/40121975-instructions-for-a-funeral
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Living in the World as if it Were Home,"Tim, Lilburn",1896951147,9781896951140,1896951147,135        pp,4.33,39,"Nov 11, 2002","Nov 11, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2019",,Paperback,view,/book/show/1780627.Living_in_the_World_as_if_it_Were_Home
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Missoula: Rape and the Justice System in a College Town,"Krakauer, Jon*",0385538731,9780385538732,0385538731,368        pp,4.11,"54,331","Apr 21, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2019",,Hardcover,view,/book/show/24911006-missoula
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators","Farrow, Ronan",,,B07TD413RV,465        pp,4.41,"96,898","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2019",,Kindle Edition,view,/book/show/51112101-catch-and-kill
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Natural Way of Things,"Wood, Charlotte*",1760111236,9781760111236,1760111236,320        pp,3.50,"13,704","Oct 01, 2015","Oct 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“ Only now did the two girls look at each other’s faces in wonder at what they had made. A totem, it could be a ghost. It could be a warrior, voodoo d“ Only now did the two girls look at each other’s faces in wonder at what they had made. A totem, it could be a ghost. It could be a warrior, voodoo doll, goddess, corpse.”Overhead the cockatoos screech as the seasons change. A seemingly unrelated group of young women are held prisoner by a trio of sadistic and unbalanced people. We question why they are there, who is in charge and how long will this go on? The hate that is fueled and maintained spirals into fantasies of revenge and the wish to destroy or escape. This provides a harrowing and complex look at the emotional entanglements that always accompany what or whom is hated. An unusual and provocative book, Charlotte Wood triumphs in revealing where strength may be found and the gruesome manner in which it can be shown. The fiery spirits of women abound to agitate, anger and ultimately inspire....more",Notes are private!,0,12,1,"Nov 24, 2019","Nov 25, 2019","Nov 25, 2019",,Paperback,view (with text),/book/show/25876358-the-natural-way-of-things
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,174","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Hardcover,view,/book/show/45754981-the-glass-hotel
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some of Us Are Very Hungry Now,"Perry, Andre*",1937512835,9781937512835,1937512835,184        pp,4.17,345,"Nov 12, 2019","Nov 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Paperback,view,/book/show/43605871-some-of-us-are-very-hungry-now
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Godshot,"Bieker, Chelsea*",1948226480,9781948226486,1948226480,325        pp,3.77,"9,455","Mar 31, 2020","Mar 31, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Hardcover,view,/book/show/41719463-godshot
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight Stranger,"Gault, Miciah Bay*",,,,unknown,3.51,754,"Jul 30, 2019",Aug 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,,view,/book/show/39710487-goodnight-stranger
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Solito, Solita: Crossing Borders with Youth Refugees from Central America","Mayers, Steven*",1608466183,9781608466184,1608466183,316        pp,4.40,642,"Apr 04, 2019","Apr 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Paperback,view,/book/show/44067301-solito-solita
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of a Moment,"Bowe, Michael*",,,,268        pp,4.10,883,"Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2019",,Paperback,view,/book/show/44298916-the-weight-of-a-moment
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Can't Breathe: A Killing on Bay Street,"Taibbi, Matt",0812988841,9780812988840,0812988841,304        pp,4.38,"2,324","Oct 24, 2017","Oct 24, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Eric Garner comes alive one more time in Matt Taibbi’s searingly honest account of an unjust system. I kept hoping for a different outcome. I really dEric Garner comes alive one more time in Matt Taibbi’s searingly honest account of an unjust system. I kept hoping for a different outcome. I really did. I’m left to wonder how some of the people in this book sleep at night....more,Notes are private!,0,12,1,"Nov 23, 2019","Nov 24, 2019","Nov 23, 2019",,Hardcover,view (with text),/book/show/32740061-i-can-t-breathe
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revisioners,"Sexton, Margaret Wilkerson*",1640092587,9781640092587,1640092587,280        pp,3.78,"6,840","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Hardcover,view,/book/show/43454385-the-revisioners
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Child Went Forth,"Teran, Boston*",156703067X,9781567030679,156703067X,332        pp,4.21,89,"May 18, 2018","May 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Hardcover,view,/book/show/37572813-a-child-went-forth
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Big Sky        (Jackson Brodie, #5)","Atkinson, Kate",,,B07L3FP1S5,352        pp,3.92,"30,532","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Kindle Edition,view,/book/show/43107933-big-sky
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tilting World,"Fellous, Colette",199933180X,9781999331801,199933180X,200        pp,3.90,103,2017,"Sep 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Paperback,view,/book/show/43416462-this-tilting-world
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feast Your Eyes,"Goldberg, Myla*",1501197843,9781501197840,1501197843,336        pp,4.15,"2,418","Apr 16, 2019","Apr 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Hardcover,view,/book/show/40539146-feast-your-eyes
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From the Shadows,"Millás, Juan José",,9781942658665,1942658664,208        pp,3.77,"2,795","Apr 05, 2016","Aug 27, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2019",,Paperback,view,/book/show/44671653-from-the-shadows
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grendel,"Gardner, John",0679723110,9780679723110,0679723110,174        pp,3.69,"39,113","Aug 12, 1971","Jun 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2019",,Paperback,view,/book/show/676737.Grendel
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Embers,"Márai, Sándor",0141004312,9780141004310,0141004312,254        pp,3.99,"33,644",1942,"Feb 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 21, 2019",,Paperback,view,/book/show/56380.Embers
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open City,"Cole, Teju",1400068096,9781400068098,1400068096,259        pp,3.50,"16,225","Feb 08, 2011","Feb 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2019",,Hardcover,view,/book/show/8526694-open-city
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drive Your Plow Over the Bones of the Dead,"Tokarczuk, Olga",0525541330,9780525541332,0525541330,274        pp,3.96,"100,293","Nov 25, 2009","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 21, 2019",,Hardcover,view,/book/show/42983724-drive-your-plow-over-the-bones-of-the-dead
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Iceland,"Ólafsdóttir, Auður Ava",0802149235,9780802149237,0802149235,256        pp,3.87,"6,623",Nov 2018,"Jun 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 20, 2019",,Paperback,view,/book/show/48637765-miss-iceland
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tony Hogan Bought Me an Ice-Cream Float Before He Stole My Ma,"Hudson, Kerry*",0143124641,9780143124641,0143124641,272        pp,3.92,"1,086","Jul 05, 2012","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2019",,Paperback,view,/book/show/18079538-tony-hogan-bought-me-an-ice-cream-float-before-he-stole-my-ma
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Welcome to America,"Boström Knausgård, Linda",191298704X,9781912987047,191298704X,128        pp,3.56,"2,585","Aug 06, 2016","Oct 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Here is a family that when viewed in early photographs appears to hold so much hope and promise. As we are all aware appearances can be deceptive. LinHere is a family that when viewed in early photographs appears to hold so much hope and promise. As we are all aware appearances can be deceptive. Linda Bostrom Knausgaard shares the story of a child named Ellen. Children’s hearts can be easily pierced. Once an overlay of guilt is added the results may prove catastrophic. At the start we learn that Ellen’s father has died. She believes with all her being that she is responsible. She says a prayer and wishes him dead. Her wish comes true. The subsequent feelings she experiences confuse and distort her memories. She shows her confusion by refusing to speak. There is much power in this choice. No one is clear on how to handle her tenacity. You can imagine her steady stare and steadfast perseverance when questioned by the headmaster. He can’t win this battle. She’s discovered the ultimate weapon to use in the face of adult chatter. Yet, she certainly has a story to tell. Trapped in her thoughts she begins to rearrange her life. We explore, along with Ellen, where hurt and desperation begins in a child’s mind and where it can take them. This zeroes in to acknowledge what children can experience when parental awareness and understanding are limited. Knausgaard clearly understands how a prison can be created from thoughts and what it might take to break free. Raw and candid in its honesty....more",Notes are private!,0,24,1,"Nov 19, 2019","Nov 20, 2019","Nov 19, 2019",,Paperback,view (with text),/book/show/48507788-welcome-to-america
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will and Testament,"Hjorth, Vigdis",,9781788733106,178873310X,336        pp,3.90,"16,041",2016,"Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first 84 pages of this book were close to mind numbing. It was as if the author was reciting a mantra about her father’s final will to calm herselThe first 84 pages of this book were close to mind numbing. It was as if the author was reciting a mantra about her father’s final will to calm herself. As each page melted into the next there were small hints revealed as to where the story was headed. By page 84 the narrator is angry. She’s hammering out emails to her younger sisters calling them on their self righteousness. She forms an alliance with her brother as the family unravels. Something is terribly wrong. The narrator has voluntarily estranged herself from all but her brother. There are, she tells us, situations which can’t be balanced out, talked over and round. You must pick a side. She finds herself at home in the winter darkness. This darkness erases her and the forest shields everything in a protective cloak. Seated on a downed tree she watches her dog running. The snow begins to fall. In these moments she feels fine and light. For a time, albeit brief, she is without pain. What follows is her endless examination and exploration of her state of mind. Whichever road she travels she is met with dead ends and distressing flashbacks. Ever so slowly she reveals her past. Repressed memories have the effect of a time bomb that ticks quietly but never harmlessly. We learn of her attempts to make an emotional getaway through psychoanalysis. Other times the memories are buried more deeply. Like a series of land mines that might lay dormant, if only. There are many moments of if only for the narrator. As if on a seesaw she will be confidently high at the top with her truth only to be cruelly dropped to the ground when called a liar. Up and down she rides. This is a brutal narrative full of anger, hate, doubt and self recriminations. Self esteem is eroded. Her close friend, husband and children offer support. It circles back round to a question of balance. Can anything or anyone counteract the toxicity of her sisters, mother and yes, father? The narrator exists in a prism of hate. Her past is all pervasive. There is no way to compartmentalise. There is no luxury of denial. There is survival even when adrift in the unpredictable waters of memory. I experienced an involuntary shudder and released a deep sigh when I read the last page. The contents weighed on me for some time....more",Notes are private!,0,78,1,"Nov 18, 2019","Nov 19, 2019","Nov 19, 2019",,Paperback,view (with text),/book/show/44003688-will-and-testament
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow Network: Media, Money, and the Secret Hub of the Radical Right","Nelson, Anne*",1635573203,,B07QLN5117,431        pp,4.24,389,2019,"Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2019",,Kindle Edition,view,/book/show/46020029-shadow-network
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Fascists: The Christian Right and the War on America,"Hedges, Chris",0743284437,9780743284431,0743284437,272        pp,4.01,"4,404","Jan 01, 2007","Jan 09, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting and, I’m wanting to add another descriptive bit here but find emptiness. Okay, I’ll go with an ominous and frightening reality.",Notes are private!,0,20,1,"Nov 25, 2019","Nov 27, 2019","Nov 19, 2019",,Hardcover,view (with text),/book/show/69095.American_Fascists
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woodland Manitou: To Be on Earth,"Barr, Heidi*",1938846729,9781938846724,1938846729,252        pp,4.46,37,unknown,"Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2019",,Paperback,view,/book/show/35220740-woodland-manitou
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Spring Hallelujah,"Barr, Heidi*",,9781947003569,1947003569,140        pp,4.70,37,unknown,"Nov 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2019",,Hardcover,view,/book/show/46261812-cold-spring-hallelujah
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tyll,"Kehlmann, Daniel",1524747467,9781524747466,1524747467,352        pp,3.94,"12,538","Oct 11, 2017","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 18, 2019",,Hardcover,view,/book/show/45990558-tyll
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One Good Story, That One","King, Thomas",0006485251,9780006485254,0006485251,147        pp,4.01,936,1993,"Dec 20, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2019",,Paperback,view,/book/show/977953.One_Good_Story_That_One
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moscow Calling: Memoirs of a Foreign Correspondent,"Roxburgh, Angus",1780275587,9781780275581,1780275587,384        pp,4.30,155,2017,"Dec 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2019",,Mass Market Paperback,view,/book/show/42094511-moscow-calling
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man in the Red Coat,"Barnes, Julian",0525658777,9780525658771,0525658777,265        pp,3.67,"3,630","Nov 07, 2019","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2019",,Hardcover,view,/book/show/50096288-the-man-in-the-red-coat
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Have Heard Is True: A Memoir of Witness and Resistance,"Forché, Carolyn*",0525560378,9780525560371,0525560378,400        pp,4.44,"2,959","Mar 19, 2019","Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2019",,Hardcover,view,/book/show/40712499-what-you-have-heard-is-true
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,"Marshall, Tim",1783961414,9781783961412,1783961414,256        pp,4.20,"92,749","Jul 09, 2015","Jul 09, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An illuminating book that brings history to life. This was such an enjoyable and refreshing take on what lies beneath and around the messes humans creAn illuminating book that brings history to life. This was such an enjoyable and refreshing take on what lies beneath and around the messes humans create. I was sad to reach its end. A big thank you to Keen Reader for his fantastic  which led me to this fascinating book. ...more,Notes are private!,0,9,1,"Jan 04, 2020","Jan 05, 2020","Nov 18, 2019",,Hardcover,view (with text),/book/show/25135194-prisoners-of-geography
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mariner's Guide to Self Sabotage,"Gaston, Bill",1771621710,9781771621717,1771621710,224        pp,3.62,34,unknown,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2019",,Paperback,view,/book/show/36355580-a-mariner-s-guide-to-self-sabotage
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crow Winter,"McBride, Karen",1443459682,9781443459686,,352        pp,3.91,"1,244","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2019",,ebook,view,/book/show/43883909-crow-winter
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breathe: A Letter to My Sons,"Perry, Imani",0807076554,9780807076552,0807076554,184        pp,4.20,"1,489","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2019",,Hardcover,view,/book/show/43427045-breathe
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything Is Teeth,"Wyld, Evie*",022409971X,9780224099714,022409971X,128        pp,3.56,"2,658","Aug 06, 2015","Mar 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2019",,Hardcover,view,/book/show/23548127-everything-is-teeth
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,469",Apr 1966,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 17, 2019",,Paperback,view,/book/show/18373.Flowers_for_Algernon
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleanness,"Greenwell, Garth*",0374124582,9780374124588,0374124582,240        pp,3.80,"8,507","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 15, 2019",,Hardcover,view,/book/show/45892271-cleanness
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea Room: An Island Life in the Hebrides,"Nicolson, Adam",0865476365,9780865476363,0865476365,391        pp,3.88,"1,109",2001,"Jun 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 15, 2019",,Hardcover,view,/book/show/877734.Sea_Room
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reservoir 13,"McGregor, Jon",0008204896,9780008204891,0008204896,326        pp,3.56,"13,058","Apr 06, 2017","Jan 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Nov 15, 2019",,Paperback,view,/book/show/35720337-reservoir-13
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Curse the River of Time,"Petterson, Per",1555975569,9781555975562,1555975569,233        pp,3.44,"3,943","Oct 01, 2008","Aug 03, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love how this author takes me to spaces with such a gentle touch. One hardly notices when he sets the main thread aside and and smoothly detours to I love how this author takes me to spaces with such a gentle touch. One hardly notices when he sets the main thread aside and and smoothly detours to another time and place. Somehow he consistently maintains the narrative as before you know it you’ve returned to where you once were. A man learns that his mother is dying. He goes to her, from Oslo, to the summer cabin of her youth in Denmark. It is here they will try to find peace and a way to say fare thee well. This is a story that can grip your insides and remind you of times like this in your life. Yet it is told with such an in depth recognition of how we humans at times stumble through life and death that one closes the book feeling understood and soothed. ...more",Notes are private!,0,36,1,"Nov 10, 2019","Nov 12, 2019","Nov 12, 2019",,Hardcover,view (with text),/book/show/7433149-i-curse-the-river-of-time
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Birds, Singing","Wyld, Evie*",0307907767,9780307907769,0307907767,240        pp,3.61,"13,873","Jun 20, 2013","Apr 15, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How does one make their choices in life? Are there those that feel as if they’re made for us? For Jake, a strong woman, to choose to live her life on How does one make their choices in life? Are there those that feel as if they’re made for us? For Jake, a strong woman, to choose to live her life on an isolated sheep farm is to try and stay at a distance from her past. She is alone with Dog her animal companion. Her fear creates an inability to imagine, let alone participate, in the human interactions that surround her. Going to the pub to familiarize herself with the neighboring farmers carries far to great the risk of more humiliation and pain. She rationalizes this by saying they all hate me anyway. These moments of insecurity feel endless. She lacks an internal map to assist her with understanding that these feelings could pass. There might be no antidote for emotions so potent. Her fears are capable of dredging up any and all of her worst memories. As her story moves on she discovers a stranger in her shed. Her immediate response is to protect herself. Is he another victimizer or could he possibly be the empathic link she so desperately needs? Evie Wyld looks deeply at just how easily a painful past can maintain a relentless running to yet one more place in search of safety. Written in a style that is both sharply detailed and enigmatic. We are brought so close to the mirror Jake peers into we may occasionally manage to see a bit of our own reflection there. A story of a haunted woman searching for the way to peace of mind. ...more",Notes are private!,0,25,1,"Nov 09, 2019","Nov 10, 2019","Nov 12, 2019",,Hardcover,view (with text),/book/show/18142324-all-the-birds-singing
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Lies,"Khoury, Raymond*",1250210968,9781250210968,1250210968,448        pp,3.82,"1,647","May 30, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 12, 2019",,Hardcover,view,/book/show/43263230-empire-of-lies
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flappers: Six Women of a Dangerous Generation,"Mackrell, Judith",0374535043,9780374535049,0374535043,512        pp,3.88,"1,527","May 23, 2013","Jan 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 12, 2019",,Paperback,view,/book/show/22208536-flappers
