,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kerilynne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Divide,"Henríquez, Cristina*",0063291320,9780063291324,0063291320,321        pp,3.76,"3,471","Mar 05, 2024","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2023",,Hardcover,view,/book/show/181110028-the-great-divide
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Lives of Puppets,"Klune, T.J.*",125021744X,9781250217448,125021744X,432        pp,3.94,"58,931","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 17, 2023",,Hardcover,view,/book/show/60784549-in-the-lives-of-puppets
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five-Star Weekend,"Hilderbrand, Elin*",0316258776,9780316258777,0316258776,384        pp,4.08,"159,386","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/62873996-the-five-star-weekend
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chain-Gang All-Stars,"Adjei-Brenyah, Nana Kwame*",0593317335,9780593317334,0593317335,367        pp,4.14,"37,797","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2023",,Hardcover,view,/book/show/61190770-chain-gang-all-stars
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Hidden Books,"Martin, Madeline*",1335455027,9781335455024,1335455027,416        pp,4.15,"14,146","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2023",,Paperback,view,/book/show/62054146-the-keeper-of-hidden-books
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,208","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2023",,Hardcover,view,/book/show/61718053-happy-place
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Fly in Ten Thousand Easy Lessons,"Kingsolver, Barbara",0062993089,9780062993083,0062993089,111        pp,3.86,"2,559","Aug 04, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Hardcover,view,/book/show/49867447-how-to-fly-in-ten-thousand-easy-lessons
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Happiness,"Williams, Niall*",163557420X,9781635574203,163557420X,400        pp,4.22,"14,102","Sep 05, 2019","Dec 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/42972008-this-is-happiness
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carrie Soto Is Back,"Reid, Taylor Jenkins*",0593158709,9780593158708,0593158709,400        pp,4.22,"504,551","Aug 30, 2022","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 to 4 stars Carrie is insufferable. She is making her comeback into the world of tennis. This novel is at least 80% tennis. If you are a fan of ten3.5 to 4 stars Carrie is insufferable. She is making her comeback into the world of tennis. This novel is at least 80% tennis. If you are a fan of tennis and know the game, then you will absolutely love this book. For me, it was way too much tennis and not enough of Carrie’s relationships with others and with herself. Of course there are other connections to the author’s past books and that’s fun to find those Easter eggs. Overall, I liked it, but it wasn’t my favorite book of Taylor Jenkins Reid....more",Notes are private!,0,2,1,"Mar 06, 2024","Mar 14, 2024","Dec 01, 2023",,Paperback,view (with text),/book/show/123645534-carrie-soto-is-back
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cherry Robbers,"Walker, Sarai*",0358251877,9780358251873,0358251877,432        pp,3.98,"5,881","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2023",,Hardcover,view,/book/show/55959421-the-cherry-robbers
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reformatory,"Due, Tananarive*",1982188340,9781982188344,1982188340,576        pp,4.50,"11,188","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Hardcover,view,/book/show/62919847-the-reformatory
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sushi Tuesdays: A Memoir of Love, Loss, and Family Resilience","Maya, Charlotte",1637587279,9781637587270,1637587279,368        pp,4.54,151,unknown,"Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Paperback,view,/book/show/61886204-sushi-tuesdays
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Is Mine I Carry with Me,William Landay*,0345531841,9780345531841,,320        pp,3.85,"14,488","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/61058004-all-that-is-mine-i-carry-with-me
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,193","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/71872930-north-woods
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Museum of Failures,"Umrigar, Thrity",164375355X,9781643753553,164375355X,368        pp,4.14,"6,745","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/75593884-the-museum-of-failures
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookbinder,"Williams, Pip",0593600444,9780593600443,0593600444,448        pp,4.09,"18,681","Mar 28, 2023","Aug 01, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5 - Too slow. It doesn’t pick up until Part Three.,Notes are private!,0,0,1,"Feb 19, 2024","Mar 02, 2024","Nov 25, 2023",,Hardcover,view (with text),/book/show/63946934-the-bookbinder
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",1609456211,9781609456214,1609456211,192        pp,3.81,"53,390","Sep 02, 2009","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/53223710-heaven
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on a Silencing: A Memoir,"Crawford, Lacy*",0316491551,9780316491556,0316491551,400        pp,4.25,"8,657","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/48717403-notes-on-a-silencing
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother-Daughter Murder Night,"Simon, Nina*",0063315041,9780063315044,0063315041,357        pp,3.59,"53,382","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2023",,Hardcover,view,/book/show/65646968-mother-daughter-murder-night
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Coffee Shop of Curiosities,"Webber, Heather*",,,B0B9KXBZDT,321        pp,4.00,"5,806","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 02, 2024",not set,"Nov 25, 2023",,Kindle Edition,view,/book/show/63023664-at-the-coffee-shop-of-curiosities
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ready to Be Heard: How I Lost My Hearing and Found My Voice,"McDonough, Amanda",1982201096,9781982201098,1982201096,248        pp,3.89,27,unknown,"Jul 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 24, 2023",,Paperback,view,/book/show/40264634-ready-to-be-heard
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Woman,"Jones, Sandie*",,,,304        pp,3.75,"110,702","Mar 29, 2018","Aug 21, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 22, 2023","Nov 25, 2023","Nov 22, 2023",,Hardcover,view,/book/show/36212848-the-other-woman
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man in the High Castle,"Dick, Philip K.",0679740678,9780679740674,0679740678,259        pp,3.60,"212,799",Oct 1962,"Jun 30, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2023",,Paperback,view,/book/show/216363.The_Man_in_the_High_Castle
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Time and Again        (Time, #1)","Finney, Jack",0575073608,9780575073609,0575073608,400        pp,3.94,"23,152",1970,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2023",,Paperback,view,/book/show/40526.Time_and_Again
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Machine,"Wells, H.G.",,,,118        pp,3.90,"519,054",1895,"Oct 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2023",,Paperback,view,/book/show/2493.The_Time_Machine
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Eaters,"Dean, Sunyi*",1250810183,9781250810182,1250810183,298        pp,3.65,"39,245","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2023",,Hardcover,view,/book/show/58724745-the-book-eaters
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forever, Interrupted","Reid, Taylor Jenkins*",,,,321        pp,3.66,"131,680","Jul 09, 2013","Jul 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2023",,Paperback,view,/book/show/16130531-forever-interrupted
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Can I Help You,"Sims, Laura*",0593543726,9780593543726,B0BJNKTFGH,256        pp,3.44,"9,736","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2023",,Kindle Edition,view,/book/show/63062386-how-can-i-help-you
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Stars,"Orange, Tommy*",0593318250,9780593318256,0593318250,336        pp,4.01,"4,899","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Hardcover,view,/book/show/174147294-wandering-stars
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Postcard,"Berest, Anne",,9781609458386,,464        pp,4.38,"20,145","Aug 18, 2021","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2023",,Hardcover,view,/book/show/63880836-the-postcard
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Keeper of Enchanted Rooms        (Whimbrel House, #1)","Holmberg, Charlie N.*",1662500335,9781662500336,B09MCY9Y34,347        pp,4.19,"38,079","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Kindle Edition,view,/book/show/60596112-keeper-of-enchanted-rooms
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light in Hidden Places,"Cameron, Sharon*",,,,400        pp,4.54,"26,963","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2023",,Hardcover,view,/book/show/44575063-the-light-in-hidden-places
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,358","Apr 20, 1999","Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2023",,Hardcover,view,/book/show/5439.Interpreter_of_Maladies
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wide Sargasso Sea,"Rhys, Jean",0393352560,9780393352566,0393352560,176        pp,3.59,"92,874",Oct 1966,"Jan 25, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2023",,Paperback,view,/book/show/25622780-wide-sargasso-sea
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of a Woman,"Allende, Isabel*",0593355628,9780593355626,0593355628,174        pp,4.04,"27,282","Nov 05, 2020","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2023",,Hardcover,view,/book/show/54075385-the-soul-of-a-woman
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rom-Commers,"Center, Katherine*",1250283809,9781250283801,1250283809,336        pp,4.48,"2,791","Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 13, 2023",,Hardcover,view,/book/show/195790586-the-rom-commers
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Run the Tides,"Vida, Vendela",0062936239,9780062936233,0062936239,272        pp,3.65,"15,085","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/53402121-we-run-the-tides
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolution,"McDermott, Alice",0374610487,9780374610487,0374610487,324        pp,3.88,"12,799","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/101404407-absolution
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Romantics,"Conklin, Tara*",0062358219,9780062358219,0062358219,384        pp,3.71,"43,901","Feb 05, 2019","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/45730063-the-last-romantics
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shrill: Notes from a Loud Woman,"West, Lindy",0316348406,9780316348409,0316348406,260        pp,4.17,"61,474","May 17, 2016","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/29340182-shrill
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe Next Time,"Major, Cesca",,,,384        pp,3.72,"17,798","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/61281769-maybe-next-time
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Making It So: A Memoir,"Stewart, Patrick",1982167734,9781982167738,1982167734,469        pp,4.35,"10,712","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/101160634-making-it-so
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What You Are Looking For Is in the Library,"Aoyama, Michiko",1335005625,9781335005625,1335005625,304        pp,4.11,"31,705","Nov 09, 2020","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Hardcover,view,/book/show/91274427-what-you-are-looking-for-is-in-the-library
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Bookshop,"Woods, Evie*",,,B0BMF2M8Z6,444        pp,4.16,"66,975","Jan 24, 2024","Jun 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Kindle Edition,view,/book/show/65137920-the-lost-bookshop
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Milk and Honey,"Zhang, C Pam*",0593538242,9780593538241,0593538242,240        pp,3.57,"12,004","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/101673225-land-of-milk-and-honey
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Neuroscientist Who Lost Her Mind: My Tale of Madness and Recovery,"Lipska, Barbara K.",1328787303,9781328787309,1328787303,208        pp,3.87,"6,317","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/35721138-the-neuroscientist-who-lost-her-mind
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Whereabouts,"Lahiri, Jhumpa",0593318315,9780593318317,0593318315,157        pp,3.77,"29,421","Aug 30, 2018","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/53438824-whereabouts
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lover's Dictionary,"Levithan, David*",0374193681,9780374193683,0374193681,211        pp,3.86,"47,102","Jan 04, 2011","Jan 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/9279177-the-lover-s-dictionary
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antarctica,"Keegan, Claire",0802139019,9780802139016,0802139019,224        pp,3.88,"7,079",1999,"May 02, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/492459.Antarctica
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walk the Blue Fields,"Keegan, Claire",0802170498,9780802170491,0802170498,168        pp,4.02,"5,605",2007,"Jun 28, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Paperback,view,/book/show/2524702.Walk_the_Blue_Fields
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of the Lost Nation,"Medina, Nick",0593546857,9780593546857,0593546857,352        pp,3.89,"5,430","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/61686006-sisters-of-the-lost-nation
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Country of the Blind: A Memoir at the End of Sight,"Leland, Andrew",1984881426,9781984881427,1984881426,368        pp,4.16,"2,995","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2023",,Hardcover,view,/book/show/121561903-the-country-of-the-blind
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Berry Pickers,"Peters, Amanda*",1646221958,9781646221950,1646221958,307        pp,4.18,"49,148","Apr 04, 2023","Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sad and lovely,Notes are private!,0,0,1,"Dec 14, 2023","Dec 19, 2023","Nov 04, 2023",,Hardcover,view (with text),/book/show/123036004-the-berry-pickers
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",1668011832,9781668011836,1668011832,355        pp,4.08,"45,029","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Review to come,Notes are private!,0,0,1,"Jan 20, 2024","Feb 02, 2024","Nov 04, 2023",,Hardcover,view (with text),/book/show/61964751-the-secret-book-of-flora-lea
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,632","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2023",,Hardcover,view,/book/show/63094957-the-rachel-incident
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leftover Woman,"Kwok, Jean*",0063031469,9780063031463,0063031469,288        pp,3.78,"19,074","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 25, 2023",,Hardcover,view,/book/show/78296909-the-leftover-woman
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Cold Cases,"St. James, Simone*",0440000211,9780440000211,0440000211,344        pp,3.79,"110,817","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/58371432-the-book-of-cold-cases
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501161938,9781501161933,1501161938,385        pp,4.42,"3,002,212","Jun 13, 2017","May 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn’t inclined to pick up this book. Too much hype and the cover didn’t catch my attention. But a friend picked it for book club and so I began. I’I wasn’t inclined to pick up this book. Too much hype and the cover didn’t catch my attention. But a friend picked it for book club and so I began. I’m so glad that I did. This book is right up my alley. I loved the Hollywood aspect to it. Even though they are all fictional, it had that gossip quality to it with the story being told and the real one behind the curtain. Evelyn Hugo was a complex character and the telling of her story with hindsight allowed the reader to know all the reasoning behind her choices. In the end, it’s a love story that wasn’t expected from a book that caught me off guard. I really liked it....more",Notes are private!,0,1,1,"Nov 10, 2023","Nov 21, 2023","Sep 18, 2023",,Paperback,view (with text),/book/show/33160963-the-seven-husbands-of-evelyn-hugo
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Days at the Morisaki Bookshop        (Days at the Morisaki Bookshop, #1)","Yagisawa, Satoshi",0063278677,9780063278677,0063278677,150        pp,3.66,"57,337","Sep 07, 2010","Jul 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Cute, sweet story. The idea of a neighborhood filled with bookstores of specific genres sounds so lovely.",Notes are private!,0,0,1,"Sep 07, 2023","Oct 07, 2023","Sep 07, 2023",,Paperback,view (with text),/book/show/62047992-days-at-the-morisaki-bookshop
