,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sandi's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Storm Glass        (Harbinger, #1)","Wheeler, Jeff*",,,,12        pp,4.20,"18,056","Jun 19, 2018","Jun 19, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 18, 2019","Jan 19, 2019",,Audible Audio,view,/book/show/40608549-storm-glass
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shipstar        (Bowl of Heaven, #2)","Benford, Gregory",,,B00JDMPU1U,12        pp,3.68,"1,423","Sep 08, 2014","Apr 08, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 10, 2019","Jan 10, 2019",,Audible Audio,view,/book/show/25732470-shipstar
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bowl of Heaven        (Bowl of Heaven, #1)","Benford, Gregory",,,B009NNV1QC,13        pp,3.41,"2,608","Oct 16, 2012","Oct 16, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 04, 2019","Jan 10, 2019",,Audible Audio,view,/book/show/25559614-bowl-of-heaven
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Muse of Nightmares: Library Edition,"Taylor, Laini*",1549122770,9781549122774,1549122770,0        pp,4.43,"61,894","Oct 02, 2018","Nov 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 25, 2018","Dec 25, 2018",,Preloaded Digital Audio Player,view,/book/show/41758369-muse-of-nightmares
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Christmas Hirelings,"Braddon, Mary Elizabeth",,,B07L3WMGJH,4        pp,3.61,"6,247",1894,"Dec 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 15, 2018","Dec 15, 2018",,Audiobook,view,/book/show/43232545-the-christmas-hirelings
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cormorant        (Miriam Black, #3)","Wendig, Chuck*",,,B00DTEKD4W,384        pp,4.21,"2,548","Dec 29, 2013","Dec 31, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 15, 2018","Dec 15, 2018",,Kindle Edition,view,/book/show/13793061-the-cormorant
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exit Strategy        (The Murderbot Diaries, #4)","Wells, Martha*",,9781501999994,,4        pp,4.39,"99,331","Oct 02, 2018","Oct 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 14, 2018","Dec 14, 2018","Dec 14, 2018",,Audiobook,view,/book/show/42052066-exit-strategy
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rogue Protocol        (The Murderbot Diaries, #3)","Wells, Martha*",,,B07D9QD3RT,4        pp,4.26,"111,622","Aug 07, 2018","Aug 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Dec 11, 2018","Dec 13, 2018","Dec 11, 2018",,Audible Audio,view,/book/show/40723778-rogue-protocol
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Artificial Condition        (The Murderbot Diaries, #2)","Wells, Martha*",,,B07BFDDQJZ,4        pp,4.27,"139,130","May 08, 2018","May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 10, 2018","Dec 11, 2018","Dec 11, 2018",,Audible Audio,view,/book/show/39908325-artificial-condition
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hogfather        (Discworld, #20; Death, #4)","Pratchett, Terry",,,,unknown,4.25,"94,408",1996,"Dec 13, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Dec 2018,"Dec 05, 2018","Dec 01, 2018",,Audible Audio,view,/book/show/25805797-hogfather
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughters of the Lake,"Webb, Wendy*",1503956342,9781503956346,B076M1Z7BQ,321        pp,4.01,"31,665","Nov 01, 2018","Nov 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2018","Nov 18, 2018","Nov 04, 2018",,Kindle Edition,view,/book/show/36530830-daughters-of-the-lake
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Head On        (Lock In, #2)","Scalzi, John*",,,B07BGFWX88,8        pp,4.01,"23,020","Apr 17, 2018","Apr 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 02, 2018","Nov 05, 2018","Nov 02, 2018",,Audible Audio,view,/book/show/39787797-head-on
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Witches of Lychford        (Lychford, #1)","Cornell, Paul*",1466891890,9781466891890,1466891890,144        pp,3.62,"4,804","Sep 08, 2015","Sep 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Nov 02, 2018","Nov 02, 2018",,Kindle Edition,view,/book/show/25664328-witches-of-lychford
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Paper Magician        (The Paper Magician Trilogy, #1)","Holmberg, Charlie N.*",,,B00MNPIGIS,8        pp,3.68,"85,087","Sep 01, 2014","Sep 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 26, 2018",Nov 2018,"Oct 26, 2018",,Audible Audio,view,/book/show/23479194-the-paper-magician
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elementals,"McDowell, Michael",,,B01HHB0WZ2,8        pp,4.01,"18,459",Oct 1981,"Jun 24, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2018","Oct 26, 2018","Oct 24, 2018",,Audiobook,view,/book/show/30811794-the-elementals
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Turn: The Hollows Begins with Death        (The Hollows, #0.1)","Harrison, Kim*",,,B01INMZKKG,448        pp,4.18,"8,139","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 06, 2018","Oct 06, 2018",,Kindle Edition,view,/book/show/31180840-the-turn
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book of Phoenix        (Who Fears Death, #0.5)","Okorafor, Nnedi*",,,B00W688T2K,304        pp,3.95,"5,552","May 05, 2015","May 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 03, 2018","Oct 08, 2018","Oct 03, 2018",,Audible Audio,view,/book/show/25461039-the-book-of-phoenix
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Practical Demonkeeping,"Moore, Christopher*",,,B002KE9C8A,unknown,3.83,"45,993","May 25, 1992","Aug 04, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 29, 2018","Oct 03, 2018","Sep 29, 2018",,Audiobook,view,/book/show/12418281-practical-demonkeeping
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispering Room        (Jane Hawk #2),"Koontz, Dean*",,,,510        pp,4.19,"18,779","Nov 21, 2017",Nov 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Sep 28, 2018","Sep 29, 2018",,Audible Audio,view,/book/show/37775585-the-whispering-room
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",,,,13        pp,4.39,"2,988,760","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Sep 17, 2018","Sep 17, 2018",,Audible Audio,view,/book/show/41035889-where-the-crawdads-sing
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aristotle and Dante Discover the Secrets of the Universe        (Aristotle and Dante Discover the Secrets of the Universe, #1)","Sáenz, Benjamin Alire*",1442366060,9781442366060,1442366060,8        pp,4.31,"600,366","Feb 21, 2012","Apr 09, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You know what would have made the book better? (view spoiler)[Not forcing Ari to be gay. Seriously, why couldn't he have been the best friend of the gYou know what would have made the book better? (view spoiler)[Not forcing Ari to be gay. Seriously, why couldn't he have been the best friend of the gay teen? The story of their friendship was so strong and maybe boys do need to hear that having a close friend who is gay doesn't necessarily mean you are gay. Ari wasn't even questioning his sexuality like Dante was. Heck, he didn't even think he might be gay. His parents told him he was. The thing is that I saw the ending coming a mile away, but it really wasn't the right ending for these characters. Ari couldn't have saved Dante's life or gotten mad at the boys who beat him up just because he was a friend? No, that had to be proof he was in love. The thing is that not every deep friendship has to turn into a romance. It's annoying when a romance is forced into a story where a boy and a girl are friends, and It's annoying here. If Ari had shown any indication of being attracted to guys, I might have bought it. But he didn't and I don't.  (hide spoiler)]...more",Notes are private!,0,5,1,"Sep 05, 2018","Sep 09, 2018","Sep 05, 2018",,Audiobook,view (with text),/book/show/17570151-aristotle-and-dante-discover-the-secrets-of-the-universe
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sparrow        (The Sparrow, #1)","Russell, Mary Doria*",,,B001CMOOSE,16        pp,4.14,"75,542","Sep 09, 1996","Apr 04, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Sep 05, 2018","Sep 05, 2018",,Audiobook,view,/book/show/13275838-the-sparrow
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island of the Sequined Love Nun,"Moore, Christopher*",,,B002KE9C8K,12        pp,3.81,"32,678","Aug 01, 1997","Aug 04, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 20, 2018","Aug 24, 2018","Aug 20, 2018",,Audiobook,view,/book/show/12425477-island-of-the-sequined-love-nun
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queue,"Aziz, Basma Abdel",,,B013NI7V9S,224        pp,3.55,"2,487","Dec 28, 2012","May 24, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 15, 2018",not set,"Aug 15, 2018",,Kindle Edition,view,/book/show/30186905-the-queue
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein in Baghdad,"Saadawi, Ahmed",,,B078K3LDQH,8        pp,3.58,"16,595","Mar 01, 2013","Jan 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 15, 2018","Aug 20, 2018","Aug 15, 2018",,Audible Audio,view,/book/show/37919447-frankenstein-in-baghdad
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2 A.M. at The Cat's Pajamas,"Bertino, Marie-Helene*",0804140235,9780804140232,0804140235,272        pp,3.45,"7,599","Aug 05, 2014","Aug 05, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 12, 2018","Aug 12, 2018",,Hardcover,view,/book/show/18815488-2-a-m-at-the-cat-s-pajamas
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Your Sidekick        (Sidekick Squad, #1)","Lee, C.B.*",,,,8        pp,3.88,"8,452","Sep 08, 2016",2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 10, 2018","Aug 14, 2018","Aug 10, 2018",,Audiobook,view,/book/show/40511584-not-your-sidekick
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Systems Red        (The Murderbot Diaries, #1)","Wells, Martha*",,,B076XSGP65,4        pp,4.15,"235,873","May 02, 2017","Oct 30, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,"Aug 08, 2018","Aug 10, 2018",,Audible Audio,view,/book/show/37433980-all-systems-red
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kill The Farm Boy        (The Tales of Pell, #1)","Dawson, Delilah S.*",,,B079J5K13P,13        pp,3.43,"9,870","Jul 17, 2018","Jul 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Aug 2018,"Aug 06, 2018","Aug 01, 2018",,Audible Audio,view,/book/show/40127213-kill-the-farm-boy
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Delirium Brief        (Laundry Files, #8)","Stross, Charles*",,,B06Y6FMZ94,14        pp,4.26,"5,488","Jul 11, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jul 26, 2018","Jul 31, 2018","Jul 30, 2018",,Audible Audio,view,/book/show/35709236-the-delirium-brief
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ink and Bone        (The Great Library, #1)","Caine, Rachel",0749017279,9780749017279,0749017279,429        pp,3.97,"29,409","Jul 07, 2015","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 23, 2018","Jul 23, 2018",,ebook,view,/book/show/25889417-ink-and-bone
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dietland,"Walker, Sarai*",,9781622316137,,unknown,3.56,"21,889","May 26, 2015","May 26, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 18, 2018","Jul 25, 2018","Jul 18, 2018",,Audiobook,view,/book/show/28020588-dietland
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Age of War        (The Legends of the First Empire #3),"Sullivan, Michael J.*",,,B074FF8SQP,17        pp,4.42,"17,706","Jul 03, 2018","Jul 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 17, 2018","Jul 18, 2018","Jul 17, 2018",,Audible Audio,view,/book/show/38146577-age-of-war
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Argumentation of Historians        (The Chronicles of St. Mary's #9),"Taylor, Jodi*",,,B0786P7RRT,447        pp,4.52,"8,032","Apr 10, 2018","Apr 12, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jul 03, 2018","Jul 03, 2018",,Kindle Edition,view,/book/show/37504424-an-argumentation-of-historians
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Day of the Triffids,"Wyndham, John",,,B002ZOVVV6,unknown,4.01,"107,581",1951,"Dec 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2018","Jul 09, 2018","Jul 03, 2018",,Audiobook,view,/book/show/14061422-the-day-of-the-triffids
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beneath the Sugar Sky        (Wayward Children, #3)","McGuire, Seanan*",,,B071KSR4T8,174        pp,3.85,"41,298","Jan 09, 2018","Jan 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,not setnot set,"Jun 24, 2018not set","Jun 24, 2018",,Kindle Edition,view,/book/show/35042084-beneath-the-sugar-sky
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Killman Creek        (Stillhouse Lake, #2)","Caine, Rachel",,,B0773WNP48,12        pp,4.25,"61,132","Dec 12, 2017","Dec 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 21, 2018","Jul 02, 2018","Jun 21, 2018",,Audible Audio,view,/book/show/37123902-killman-creek
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stillhouse Lake        (Stillhouse Lake, #1)","Caine, Rachel",,,B071FBNW5T,11        pp,4.12,"152,701",Jul 2017,"Jul 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,"Jun 19, 2018not setJun 20, 2018","Jun 21, 2018not setnot set","Jun 19, 2018",,Audible Audio,view,/book/show/35562694-stillhouse-lake
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Brief Cases        (The Dresden Files, #15.1)","Butcher, Jim*",,,B07B3JZF7N,15        pp,4.40,"20,869","Jun 05, 2018","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 07, 2018","Jun 15, 2018","Jun 07, 2018",,Audible Audio,view,/book/show/38819818-brief-cases
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stepford Wives,"Levin, Ira",0060080841,9780060080846,0060080841,144        pp,3.84,"41,644",Sep 1972,"Jul 23, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this when I was too young, sometime in the early Seventies. By now, everyone should know what the twist is, even if they have never read it. StI read this when I was too young, sometime in the early Seventies. By now, everyone should know what the twist is, even if they have never read it. Stepford has entered our collective conciousness for certain kinds of communities and certain kinds of women. All I can say is that this book scared me as much as, if not more than, when I was a kid.Although written by a man, this is a strong example of feminist literature. It's truly terrifying....more",Notes are private!,0,3,1,Jun 2018,"Jun 02, 2018","Jun 02, 2018",,Paperback,view (with text),/book/show/52350.The_Stepford_Wives
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Library of Souls        (Miss Peregrine's Peculiar Children, #3)","Riggs, Ransom",,9781504634281,,16        pp,4.14,"152,179","Sep 22, 2015","Sep 22, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2018,"Jun 01, 2018",,Audiobook,view,/book/show/26840204-library-of-souls
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Of Neptune        (The Syrena Legacy, #3)","Banks, Anna*",1250039606,9781250039606,1250039606,330        pp,3.78,"15,184","May 01, 2014","May 13, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 24, 2018","May 24, 2018",,Hardcover,view,/book/show/18525702-of-neptune
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spaceship Next Door,"Doucette, Gene*",,,B01JQC6C54,12        pp,3.99,"3,936","Dec 22, 2015","Aug 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 16, 2018","May 16, 2018",,Audible Audio,view,/book/show/34453306-the-spaceship-next-door
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Of Triton        (The Syrena Legacy, #2)","Banks, Anna*",1482101297,9781482101294,1482101297,unknown,3.96,"26,246","May 28, 2013","Jul 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 08, 2018","May 08, 2018",,Audio CD,view,/book/show/17836575-of-triton
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chapel of Ease        (Tufa, #4)","Bledsoe, Alex*",,,B01K8P8M24,9        pp,4.09,860,"Sep 06, 2016","Sep 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"May 03, 2018","May 03, 2018",,Audible Audio,view,/book/show/32325655-chapel-of-ease
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spectacle        (Menagerie, #2)","Vincent, Rachel*",,,B0711VJ44M,unknown,4.06,"2,099","May 30, 2017","May 30, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Apr 28, 2018","Apr 28, 2018",,Audible Audio,view,/book/show/35272551-spectacle
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Children of Time        (Children of Time #1),"Tchaikovsky, Adrian*",,,B06ZXTHNSJ,17        pp,4.30,"124,304",2015,"May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Apr 24, 2018not set","Apr 24, 2018",,Audible Audio,view,/book/show/35228265-children-of-time
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scourged        (The Iron Druid Chronicles, #9)","Hearne, Kevin*",,,B075GYWQ52,9        pp,4.00,"14,546","Apr 03, 2018","Apr 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 11, 2018","Apr 15, 2018","Apr 16, 2018",,Audible Audio,view,/book/show/36293800-scourged
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Besieged        (The Iron Druid Chronicles #4.1-4.2, 4.4, 4.6, 8.1-8.2, 8.5-8.6, 8.9)","Hearne, Kevin*",,,B06XNQ5BYF,9        pp,4.22,"7,320","Jul 11, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Apr 05, 2018not set","Apr 08, 2018not set","Apr 05, 2018",,Audible Audio,view,/book/show/35272787-besieged
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Strange the Dreamer        (Strange the Dreamer, #1)","Taylor, Laini*",0316341681,9780316341684,0316341681,544        pp,4.29,"121,092","Mar 28, 2017","Mar 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Mar 24, 2018not set","Apr 04, 2018not set","Mar 27, 2018",,Hardcover,view,/book/show/28449207-strange-the-dreamer
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Elsewhere,"Bennett, Robert Jackson*",0316214515,9780316214513,,688        pp,3.79,"7,068","Feb 12, 2013","Feb 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 17, 2018","Apr 21, 2018","Mar 17, 2018",,ebook,view,/book/show/15788978-american-elsewhere
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wylding Hall,"Hand, Elizabeth",1504007182,9781504007184,1504007182,176        pp,3.81,"6,957","Mar 20, 2015","Feb 17, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 17, 2018","Mar 17, 2018","Mar 17, 2018",,ebook,view,/book/show/25010941-wylding-hall
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Borne        (Borne, #1)","VanderMeer, Jeff*",,,B06ZXTH9RF,unknown,3.94,"36,198","Apr 25, 2017","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 17, 2018","Mar 24, 2018","Mar 17, 2018",,Audible Audio,view,/book/show/34971906-borne
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Squirrel on the Train        (Oberon's Meaty Mysteries #2),"Hearne, Kevin*",,,B0759RM27B,unknown,4.38,"3,473","Nov 30, 2017","Nov 30, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 15, 2018","Mar 16, 2018","Mar 15, 2018",,Audible Audio,view,/book/show/36690603-the-squirrel-on-the-train
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Burn Bright        (Alpha & Omega, #5; Mercy Thompson World - Complete, #15)","Briggs, Patricia",0698196058,9780698196056,,10        pp,4.33,"28,565","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 15, 2018","Mar 10, 2018",,Audiobook,view,/book/show/39082582-burn-bright
