,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Drumbeats        (The Drumbeats Trilogy, #1)","Ibbotson, Julia*",,,B0C92WWRVF,250        pp,4.43,37,"Jun 16, 2014","Jun 21, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5/5Drumbeats is a saunter through the mid-1960s with Jessamy, a young Quaker from England who convinces her rule-following, overbearing mother to al4.5/5Drumbeats is a saunter through the mid-1960s with Jessamy, a young Quaker from England who convinces her rule-following, overbearing mother to allow her a gap year before university to teach English in Ghana. Saying goodbye to her betrothed, Simon, is difficult for Jess, but she does her best to keep him in her life by continually writing him. While in Africa, Jess helps two outlying villages on Sundays with lessons and rudimentary first aid. And as many who have ever volunteered, Jess is the one who learns many of the lessons that need to be taught.When Jess and her roommate meet Jim and Hank, two men from the U.S. who are in Ghana with the Peace Corps, Jess is instantly drawn to Jim through music and loneliness. But in keeping honest with Simon, Jess keeps Jim at an arms-length and in the friend zone. True to history, Drumbeats introduces the coupe of 1966 in Ghana, and Jess gets some scary, first-hand lessons about politics, power, and deceit. During this time, Jim disappears, and Jess is desperate to find him. However, a series of unfortunate events forces Jess home early without locating Jim. And now, she must face Simon and decide if her love for him was immature or strong enough to bind them still. Drumbeats is a well-written, sweet romance that is a fast cover-to-cover read. There is much to uncover regarding Africa, its environment, and the time of the coupe; it is in no way religious or preachy. Think wholesome and good morals. This book could be safely given to a teen (in fact, teens may learn some suitable lessons here). My only downside was that, on occasion, the author brought in too-recent dialogue that didn’t fit the times. But this was only a slight hiccup in an otherwise wonderful story. You will love the character of Jess and swoon for Jim. Drumbeats is the first of a trilogy and a very solid read. Well done, Julia Ibbotson. ...more",Notes are private!,0,0,1,"Aug 19, 2023","Aug 21, 2023","Aug 18, 2023",,Kindle Edition,view (with text),/book/show/196426481-drumbeats
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0062315005,9780062315007,0062315005,182        pp,3.91,"3,056,153",1988,"Apr 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ugh. This was difficult to continue/finish - but I did so now I can write my honest . While well-written in regard to grammar and structure, I cUgh. This was difficult to continue/finish - but I did so now I can write my honest . While well-written in regard to grammar and structure, I couldn’t help but wonder, “What am I reading?” Alchemy, by definition, is the branch of study and practical craft in the medieval and early renaissance period concerned with the nature and transformation of physical substances; i.e., turning lead into gold. Therefore, an alchemist, is someone who practices alchemy. So, naturally, I assumed the book was about someone who wanted to turn lead into gold. For the most part, that was incorrect; this book was a weirdly preachy hybrid between Christianity and Islam and to be honest, was a complete mess.We follow Santiago, a shepherd on his great quest to follow his personal legend. He meets a king, Melchizedek who gives him two stones, Urim and Thummim to help him interpret omens. From here, Santiago gives up his sheep and goes in search of his legend to the pyramids of Egypt. Yes, there is more to the book, I think, but it is so surrounded by dreams and snippets of Biblical isms I got lost on what in the world the book was about - certainly not a lot of turning lead into gold. Part “The Secret” and part Bible, the Alchemist is a lot, and a little, and to me, not worth it. That being said, it was well-crafted and deserves a go if you are into preachy fantasy. ...more",Notes are private!,0,0,1,"Aug 15, 2023","Aug 20, 2023","Aug 15, 2023",,Paperback,view (with text),/book/show/18144590-the-alchemist
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Regrets of Clover,"Brammer, Mikki*",1250284392,9781250284396,,320        pp,4.18,"56,256","May 09, 2023","May 09, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not going to lie, it took me 2/3 of this book before it came to a point where I didn’t want to put it down. During those slow times, I pondered abI’m not going to lie, it took me 2/3 of this book before it came to a point where I didn’t want to put it down. During those slow times, I pondered about a 3.5 or a 4 as a rating. Thank god I continued on and didn’t rate until the end. This book is a 5, and here’s why.Clover is a death doula - which is to say that she sits with and helps those dying navigate their end of life. She is also an extreme loaner. Raised from the age of 6 by her grandpa when her parents passed away, Clover fell into her profession due to a personal regret; not being with her grandfather when he passed.Throughout the years following her grandpa’s death, Clover, who is well into her 30s, has never had a romantic relationship. She’s never been loved in that way, she hasn’t even been kissed. So when she is hired by Sebastian, a quirky, yet handsome man from a wealthy family to be a doula for his beloved grandmother, Clover thinks her luck has changed. In the background of Clover’s tiny circle is her 89-year-old neighbor, Leo, and the new resident to her New York City’s building, Sylvie. Leo and Sylvie weave there way unexpectedly throughout Clover’s life and encourage her, along with her new charge, the illustrious Claudia, who is dying of cancer, to see life through a new lens, to take the advice of her previous clients and live her life. The Collected Regrets of Clover comes to a beautiful crescendo when Clover meets Hugo, the grandson of Claudia’s long-lost love, and he helps Clover piece her life together. The prose throughout is well-written, and the ending is simply beautiful. I can’t say I’m a note in the margin kinda gal, but two sentences in this book now have sticky notes on them and I leave them with you to ponder and to encourage you to read Mikki Brammer’s book, you won’t regret it. [WARNING: If you don’t want to spoil two of the best lines in the book, don’t read the next two paragraphs.]First, when Claudia is revealing some of her regrets to Clover she rawly states what so many feel: “I mostly regret putting the needs of others ahead of my own. But as a woman, that’s what I was taught to do. Your husband, your children, your parents — their happiness all mattered more. You were always someone’s wife, or mother, or daughter before you were yourself. It’s like I didn’t live my life for myself, as myself. Like I wasted what I was given.” —Oof. If that doesn’t resonate.Second: “...maybe we have different business with the same souls in each lifetime. And it doesn’t always work out how we want it to in every one of them.” —I LOVE this. There is hope for people with regret thinking they let their true love get away....more",Notes are private!,0,0,1,"Aug 14, 2023","Aug 19, 2023","Aug 14, 2023",,Hardcover,view (with text),/book/show/61214136-the-collected-regrets-of-clover
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vinegar Girl,"Tyler, Anne*",0804141266,9780804141260,0804141266,237        pp,3.39,"37,882",Jun 2016,"Jun 21, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Vinegar Girl is a twist on Shakespeare’s The Taming of the Shrew. I never read the original version of the story, but I enjoyed this one.As 29-year olVinegar Girl is a twist on Shakespeare’s The Taming of the Shrew. I never read the original version of the story, but I enjoyed this one.As 29-year old Kate, who has walked away from her higher education, toils taking care of her father and young sister’s household needs, including laundry, shopping, cooking, cleaning, etc., while working as a teacher’s assistant at a pre-school. Younger sister Bunny is footloose and fancy free at 15 and the girls’ Father is working tirelessly as a research scientist. Kate is endearing with her mater-of-fact way and comments but walks a thin line with her employer because of it. When her father plays matchmaker with his lab assistant, Pyotr, Kate agrees to a marriage on paper for purposes of immigration. There’s a debacle at the lab on the day of the wedding, but like all good and decent rom-coms, all’s well that ends well.Vinegar Girl is an easy read with some cute, quirky characters written wonderfully by Anne Tyler....more",Notes are private!,0,1,1,"Aug 10, 2023","Aug 12, 2023","Aug 10, 2023",,Hardcover,view (with text),/book/show/27070127-vinegar-girl
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are All the Same in the Dark,"Heaberlin, Julia*",0525621679,9780525621676,0525621679,352        pp,3.80,"45,105","Aug 11, 2020","Aug 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes I shake my head at how good people write - this is one of those times. We are All the Same in the Dark is a wonderfully crafted murder mysteSometimes I shake my head at how good people write - this is one of those times. We are All the Same in the Dark is a wonderfully crafted murder mystery about a small town in Texas where their beauty, Trumanell Branson, and her father go missing, and 16-year-old Wyatt Branson is the only one who knows their story. On this same night, Wyatt's high school sweetheart, Odett Tucker, loses a leg in an auto accident.Ten years later, Odett is a deputy in her hometown, Wyatt is still considered for suspicion of murder, and a one-eye girl is found in a field of dandelions, clinging to life. The twists and turns take shape through the next five years, with another person going missing and several more mysteries cropping up. When Angel, a Trumanell groupie, comes to town, all bets are off as she works to solve not only the missing person cases but the mysteries of this town. Fabulously written from multiple points of view, there isn't a dull moment or page throughout. I was even pleasantly surprised by whodunnit. Well done, Julia Heaberlin!...more",Notes are private!,0,0,1,"Aug 08, 2023","Aug 15, 2023","Aug 08, 2023",,Hardcover,view (with text),/book/show/49189494-we-are-all-the-same-in-the-dark
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Adults Here,"Straub, Emma*",0593171802,9780593171806,0593171802,585        pp,3.58,"81,874","May 04, 2020","May 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first Emma Straub experience and it was a good one. This  needs to be broken into two parts: the book and the writing.Part One: All Adults HeMy first Emma Straub experience and it was a good one. This  needs to be broken into two parts: the book and the writing.Part One: All Adults Here.There are no giants in this book and no villains. Nothing will stand out as an ah-ha moment, and you won't be haunted because of shock value after reading it. There is an abundance of truth and openness about how the family is generationally dysfunctional in ways, perfect in others, closeted and open simultaneously, and just as crazy, unpredictable, and loyal as yours. There is a lot of head nodding, mm-hmm moments where you will recognize yourself, your siblings, or even your parent in one or another character. You will see that what you thought was uniquely off about your own family isn't. And that what you thought was remarkably special to your relationship is also noteworthy in others. In other words, All Adults Here will help you open your eyes to family, its imperfections, and its constraints. You will watch Cecilia be sent to live with her grandmother at age 13 because she did the right thing but was bullied because of it; it was easier on her parents to remove her than deal with it. You will see Astrid, the matriarch, find love in the arms of a woman after being a widow for decades. As the firstborn, Elliot will finally be able to express the pressures of the same. Porter, the unwed, pregnant by choice from a sperm bank, still having an affair with her high-school sweetheart middle child, sees she is loved by her mother and both her older and younger brothers. And Nicholas, oh, precious, last born, never at fault, Nickey shows his downfalls and fears just like his siblings. Set in small town USA, the townspeople are just as nosy and awful and loving and loyal and plagued with turmoil as in any other town; we all hate to love where we are from and couldn't imagine wanting to be from anywhere else if we were being honest. You will fall in love with some of the ancillary characters, root for Robin to find herself, and hope that Sidney falls off the float. That is All Adults Here. I love this book. It is a book about nothing and everything and is an important book to read if you belong to a family.Part Two: Emma Straub.What an insightful writer Ms. Straub is. She captures the tiniest of nuances in grand ways without making a spectacle. In one stroke she can paralyze you by seeing your deepest secrets and open your mind while allowing you to feel okay about all of it. She is a rare writer that requires you must read every. single. word. Because if you don't, you might have missed something. Scratch that; you will miss something. Take your time, read every word, and think about it. Put it into the context of your own life and come out the other side knowing you are not alone with how upside down according to the perfection on social media your life is. You are okay. Thank you, Emma Straub, for writing truth. ...more",Notes are private!,0,0,1,Aug 2023,"Aug 09, 2023","Aug 01, 2023",,Paperback,view (with text),/book/show/52916073-all-adults-here
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blindsighted        (Grant County, #1)","Slaughter, Karin*",0380820889,9780380820887,0380820889,418        pp,4.10,"99,002","May 01, 2001","Oct 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a good one. Blindsighted started slow, but with a good rhythm to it that made me want to keep going. I’ve read Karin Slaughter before, and it This is a good one. Blindsighted started slow, but with a good rhythm to it that made me want to keep going. I’ve read Karin Slaughter before, and it didn’t disappoint - neither did Blindsighted. It is worth the scene setting in the forefront.The small county of Grant doesn’t see a lot of murders, but when Sybil Adams is found dying on a toilet of the small diner with a cross carved into her torso, things really start to heat up for the sheriff and the coroner; who will see another victim in short order, and then another.There are a lot of characters involved, none without some baggage and a few with some secrets. Slaughter does a good job of keeping the story moving quickly while not confusing the reader with the large cast. I was deeply invested in Sarah, the coroner, Lena, the half-cocked deputy and sister of the first victim, Jeffrey, the sheriff who never falters in his duties, but sucks as a husband; or does he? The ancillary members of the book round out this incredibly well-written, layered book. You will find yourself speed-reading at the end to find out whodunnit.TW: There are some graphic sexual violence scenes. Five stars for Blindsighted. And while I am looking forward to my next Karin Slaughter read, like any good murder mystery, I need to rest in between - this one will haunt me for a day or two....more",Notes are private!,0,1,1,"Jul 29, 2023","Aug 06, 2023","Jul 29, 2023",,Mass Market Paperback,view (with text),/book/show/21718.Blindsighted
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Killing Hour        (FBI Profiler, #4)","Gardner, Lisa*",0553584529,9780553584523,0553584529,434        pp,4.18,"28,572","Jul 15, 2003","Sep 28, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one will definitely stay with me for a while.Skip the next paragraph if you don’t want to read the One-line SPOILER ALERT:I read a lot. Not many This one will definitely stay with me for a while.Skip the next paragraph if you don’t want to read the One-line SPOILER ALERT:I read a lot. Not many books give me a real WTH moment. The Killing Hour gave me one of those moments, okay, maybe a couple of those. I mean really, a live snake sewed into a corpse? Freaking genius. The Killing Hour is chalk full of twists, suspense, and crazy What the Hell moments. The story follows Kimberly, a troubled woman with a debilitating past, midway through her FBI training when she stumbles upon the body of a dead woman just off the training course at Quantico. TheEco-Killer has struck again. The Eco-Killer, a serial murderer whose M.O. is kidnapping young women in pairs who are out on the town, kills one immediately with clues to the whereabouts of the other, leaving the second woman in what is described as a “B-rated horror movie” setting, to see if she can (1) find her way out, or (2) be found before she succumbs to the elements. As Kimberly and her by-chance partner, Mac, race the clock using the clues left by the killer to save one young woman, they come upon horrendous discoveries and face treacherous landscapes. The Killing Hour moves so fast you won’t even know you are through reading it. An un-put-downable book if ever there was one. Well done, Lisa Gardner. ...more",Notes are private!,0,1,1,"Jul 24, 2023","Jul 28, 2023","Jul 24, 2023",,Paperback,view (with text),/book/show/759900.The_Killing_Hour
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,294","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, do I 'get' this book; okay, let me rephrase, I get Elizabeth Zott.Bonnie Garmus' Lessons in Chemistry follows the life of chemist Elizabeth Zott. Oh, do I 'get' this book; okay, let me rephrase, I get Elizabeth Zott.Bonnie Garmus' Lessons in Chemistry follows the life of chemist Elizabeth Zott. In the 1950s, it was more than unusual for women to be in the workforce, let alone in an area as cerebral as science. Elizabeth endured sexual assault, discrimination, sexism, and patriarchy as she worked for a fraction of the money in a lab filled with men who were nearly all less capable than her. While at work, she meets Calvin Evans, a thrice nominated Pulitzer scientist, and the two have chemistry. Along with their stray dog, that Elizabeth names for the time she met him, Six-Thirty rounds out the duos family. When Calvin is tragically killed, Elizabeth finds herself pregnant, something she never wanted. Like all patriarchies and sexist/discriminatory societies, Elizabeth is fired when her employer learns of her 'condition.' After surviving on covert science papers for her former co-workers following the birth of her daughter, Mad, Elizabeth has a moment where she turns her kitchen into a lab, centrifuge and all. Once Mad starts school, trouble with another kindergartner causes Elizabeth to storm into a television producer's office complaining about his child, and she is offered a new job as the face of Suppers at Six, where Elizabeth uses chemistry to encourage growth and education while teaching women how to cook nutritious meals for their families.With the help of a nosy neighbor turned best friend, Harriette, Elizabeth raises Mad and helps her tv audience learn pivotal lessons about life.Lessons in Chemistry was a serious page-turner and my only regret is that I waited so long to read it (I sometimes worry that the book won't live up to the hype - this one does.)...more",Notes are private!,0,1,1,"Jul 17, 2023","Jul 19, 2023","Jul 17, 2023",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mermaid Chair,"Kidd, Sue Monk*",0143036696,9780143036692,0143036696,368        pp,3.21,"85,995","Jan 01, 2004","Mar 07, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SEMI-SPOILERISH REVIEW:Sue Monk Kidd is an incredible writer who creates stunning visuals and wonderful prose. The Mermaid Chair just didn’t hit all mSEMI-SPOILERISH REVIEW:Sue Monk Kidd is an incredible writer who creates stunning visuals and wonderful prose. The Mermaid Chair just didn’t hit all my hot buttons - don’t get me wrong, it was well-done, heartfelt, and definitely worth the read, but for me, was a bit too linear.Jessie and Hugh have been married twenty years, their daughter Dee is just off to college, when Jessie, an artist turned stay-at-home mom receives a shocking call that her mother, Nelle, has intentionally cut off her own finger. Back home on the tiny island where she grew up, Jessie works with her mother’s friends to try to get to the bottom of Nelle’s self-mutilation trauma. Jessie’s search leads her to the monastery where Nelle volunteers as a cook. Enter Brother Thomas.The Mermaid Chair is quite churchy without being about religion. It imbues the moral rights and wrongs of the world while still allowing its characters to be human. Read, Jessie and the monk hook up. The book ends up the way it is “supposed to” not the way, in my opinion, it should have; and this is where it felt linear - just too predictable.If you’ve never read or seen the 1983 blockbuster, The Thorn Birds, this book will be quite the original work. For me, unfortunately, I could not unsee what I had read so many decades ago. Again, this book is worth your time as the author is truly gifted....more",Notes are private!,0,0,1,"Jul 17, 2023","Jul 21, 2023","Jul 17, 2023",,Paperback,view (with text),/book/show/6976.The_Mermaid_Chair
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of Sam Hell,"Dugoni, Robert*",1503949001,9781503949003,1503949001,448        pp,4.43,"161,569","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book. Just wow.Samuel Hill has ocular albinism, a rare disorder wherein his eyes are red. His devoted, faithful Catholic mother insisted that SamThis book. Just wow.Samuel Hill has ocular albinism, a rare disorder wherein his eyes are red. His devoted, faithful Catholic mother insisted that Sam attend OLM grammar school, Our Lady of Mercy. And so begins a lifelong struggle of bullying, discrimination, loneliness, and difference. From a young age, Sam meets and befriends his best friends, Ernie Cantwell, who will become a professional NFL player, and Mickey Kennedy, the fierce girl who would ultimately become Sam's business partner. The first-person prose is beautifully written, poignant for anyone who has ever struggled with their difference (which we all have in one way or another), wanted to be ""normal,"" and questioned their faith (not necessarily religious).While the entire book is surrounded by, intertwined with, and related to religion, the Extraordinary Life of Sam Hell is far from an in-your-face church/God book. Sam Hell is an extraordinary novel about love, belief, forgiveness, and finding your way. I highly recommend this book. NOTE: I listened to this book, narrated by the author, and I am so glad I did - he did an extraordinary job....more",Notes are private!,0,0,1,"Jul 17, 2023","Jul 26, 2023","Jul 17, 2023",,Hardcover,view (with text),/book/show/35995489-the-extraordinary-life-of-sam-hell
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Inheriting Secrets,"O'Neal, Barbara*",1503956393,9781503956391,B078X9D4H5,365        pp,4.26,"57,336","Jul 17, 2018","Jul 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Please, Barbara O’Neal, continue this story! I LOVED THIS BOOK. Regardless of if you have ever wanted to be a princess, could you imagine finding out Please, Barbara O’Neal, continue this story! I LOVED THIS BOOK. Regardless of if you have ever wanted to be a princess, could you imagine finding out after your parent passes away that you are an heiress, like with a 37-room mansion with land and a title - countess - that comes with it? Oh, and of course, it’s in England. (Sigh.)That’s the book. And it is as fun and romantic and filled with twists and turns as any centuries old house and family is; just brilliant. And so well-written. I am a huge Barbara O’Neal fan, “When We Believed in Mermaids” one of my favorite books, but now, I need to set The Art of Inheriting Secrets beside it. Just wonderful. (Obviously, I could continue effusing, but that would take you away from reading. Go. Read this book. You can thank me later ;) )...more",Notes are private!,0,0,1,"Jul 05, 2023","Jul 15, 2023","Jul 05, 2023",,Kindle Edition,view (with text),/book/show/38097931-the-art-of-inheriting-secrets
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Address Book: A Novel,"Lundberg, Sofia",,,B07896284S,305        pp,4.01,"16,376",2015,"Jan 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a lovely saunter through the life of 95-year-old Doris, as remembered through the names in her address book and told to her great-niece in stoThis is a lovely saunter through the life of 95-year-old Doris, as remembered through the names in her address book and told to her great-niece in story form.After her father unexpectedly passes, 12-year-old Doris' mother, able to care for only one of her two daughters, turns Doris out. Doris finds work with a wealthy Swedish woman, where she cleans and helps care for the woman's house and guests. It is here where Doris meets life long friend, Gosta, an older man who cares for Doris as a father figure. Within a couple of years, Doris moves to Paris, where she works as a live mannequin in upper-end shops and poses for magazines. Bathed in the finest clothes and make-up, Doris meets and falls in love with Allan, an American whose mother is French. As WW2 breaks out, Doris' younger sister, Agnes, comes to live with Doris when their mother dies. Through twists and turns, Doris and Agnes end up in America, where Agnes starts a family. Back in Europe, and now considerably aged, Doris' only remaining family is her great-niece, Jenny, who lives in America. When Doris takes a fall and lands in the hospital, Jenny brings her baby to Sweeden to be with Doris. It is here that Jenny learns about her family's history and secrets and helps Doris reunite one last time with her only love, Allan. Extremely well-written, this beautiful story floats along smoothly and without too high of highs or too low of lows; just a nice journey. ...more",Notes are private!,0,0,1,"Jul 05, 2023","Jul 13, 2023","Jul 05, 2023",,Kindle Edition,view (with text),/book/show/40543116-the-red-address-book
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood Sugar,"Rothchild, Sascha*",0593331540,9780593331545,0593331540,336        pp,3.89,"20,346","Apr 19, 2022","Apr 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I couldn’t put this one down. Ruby Simon is being investigated for murder, four to be exact, but she is only guilty of three. Throughout Ruby’s life, I couldn’t put this one down. Ruby Simon is being investigated for murder, four to be exact, but she is only guilty of three. Throughout Ruby’s life, she has found herself in the right place at the right time, to commit murder. Now, let it be said, that Ruby is not crazy, on the contrary, she is fair, and well-thought out, and a psychologist who understands the art of how to keep her cool; or at least look it. When Ruby is looked at in the death of her husband, a known type-1 diabetic who died of too-low blood sugar, her life and all her previous choices begin to spiral. If all the people in her past actually put the pieces together, they may come to the conclusion that Ruby is not what she seems.Sasha Rothchild, an acclaimed screenwriter, has knocked her debut out of the park. I give Blood Sugar an enthusiastic 5/5 stars!...more",Notes are private!,0,0,1,Jul 2023,"Jul 04, 2023","Jul 04, 2023",,Hardcover,view (with text),/book/show/58517116-blood-sugar
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Voices        (Tending Roses #5),"Wingate, Lisa*",045122129X,9780451221292,045122129X,336        pp,4.10,"3,880","Jan 01, 2007","Jul 03, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You can never go wrong with a Lisa Wingate novel; A Thousand Voices did not disappoint. A lovely, sing-song feeling story of Dell, a young half-ChoctaYou can never go wrong with a Lisa Wingate novel; A Thousand Voices did not disappoint. A lovely, sing-song feeling story of Dell, a young half-Choctaw woman trying to sift through her past while not disturbing her present. Rich with tidbits of Choctaw history, A Thousand Voices finds Dell searching for her birth father in secret so as not to hurt her adoptive white parents. When Dell meets the Reed family over the Labor Day Choctaw pow wow, she is filled with a new sense of belonging as she learns about her heritage as she instills some lessons of her own to her new friends. A very easy flow to the book that will keep you wanting to turn the page. I’m always so impressed at the easy flow of dialogue in a Lisa Wingate book and A Thousand Voices left me smiling at its reality. A very good book. ...more",Notes are private!,0,2,1,"Jun 22, 2023",Jul 2023,"Jul 01, 2023",,Paperback,view (with text),/book/show/514300.A_Thousand_Voices
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Sisters,"Blume, Judy*",0440243750,9780440243755,0440243750,416        pp,3.86,"110,592",1998,"Jul 25, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whether you read the classic, Are you there God? It’s me, Margaret, or Summer Sisters, you won’t be disappointed by the writing of Judy Blume.Firstly,Whether you read the classic, Are you there God? It’s me, Margaret, or Summer Sisters, you won’t be disappointed by the writing of Judy Blume.Firstly, I love the title, Summer Sisters. Nothing more needs to be said, you already know what the book is about - just as the title states. Caitlyn has it all, the money, the looks, the opportunities. What she lacks in family stability, she makes up for with her free, if sometimes exaggerated spirit. Victoria, “Vix,” is Caitlyn’s opposite, lacking in wealth, not quite the stunner, and her opportunities are limited (so she thinks) because of these things. But for whatever reason, at age 12, Caitlyn invites Vix to spend the summer on Martha’s Vineyard with her Dad and brother. Summer Sisters is a decades long saga of the story of the girls growing up, growing together, growing apart, learning about their female “Power,” boys, friendship, life lessons, and the like. In wonderful Judy Blume style, the pages fly by, as to the years, ending with a bit of an unexpected heartbreak. This book made me smile with nostalgia, reminisce about days and friends gone by, and wish for all young girls to have he experience of a Summer Sister....more",Notes are private!,0,0,1,"Jun 07, 2023","Jun 10, 2023","Jun 10, 2023",,Paperback,view (with text),/book/show/22695.Summer_Sisters
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy Place,"Henry, Emily*",0593441273,9780593441275,0593441273,400        pp,4.02,"784,208","Apr 25, 2023","Apr 25, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Happy Place is a well-written look at 3 friends and their significant others growing through a ten-year relationship. Sabrina, Harriett, and Cleo meetHappy Place is a well-written look at 3 friends and their significant others growing through a ten-year relationship. Sabrina, Harriett, and Cleo meet in collage and become BFFs. As they grow and find their S.O., Parth, Wyn, and Kimmie, life, of course, takes on new meaning, new challenges, and new ideals - including where they all stand with themselves and each other. There is so much good in this book; the way Emily Henry has evolved in her writing, the depth and realism in the dialogue, the characters’ individualism, but, there is just something too good about the book’s overall theme that fell flat to me. Each character has his or her flaw, each relationship has its challenges, and while I realize most want a tied-in-a-bow ending, I tend to have a bit of a gag reflex if it’s too well-tied. Happy Place, is a bit “well-tied” for me. I’m not going to apologize if my life experiences do not all have a cherry on top, but because of the lack of candied sweet on my life, I just don’t see how every single thing just turns out roses. This book deserves a read, it deserves the hype, it is worth your time. Just know that it is, like all the many others in the niche of everythings-always-perfect-even-though-I’m-trying-to-sell-you-that-the-characters-have-problems books, it is a bit unrealistic, at least in my opinion....more",Notes are private!,0,0,1,Jun 2023,"Jun 16, 2023","Jun 01, 2023",,Hardcover,view (with text),/book/show/61718053-happy-place
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Dangerous Things,"Willingham, Stacy*",1250803853,9781250803856,1250803853,326        pp,4.08,"170,284","Jan 10, 2023","Jan 10, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Could you sleep if your baby was stolen from your home in the middle of the night? Neither could Isabelle. For a year, the young mother did nothing moCould you sleep if your baby was stolen from your home in the middle of the night? Neither could Isabelle. For a year, the young mother did nothing more than cat nap or drift-off, but she never fully slept. As expected with sleep deprivation, Isabelle began to question everything: How could someone have taken her child without her knowing? Why were there no leads or clues? Was she losing her mind? Did she have anything to do with his disappearance?As a known sleepwalker with a family history that held grave secrets surrounding Isabelle's younger years of nighttime strolls, everything became a question of what-ifs.Following the split of her marriage, no surprise after losing a child by whatever means, Isabelle meets a podcaster on a plane. What seems coincidental turns south when Isabelle allows the man into her home. With several twists and turns, and a whodunnit that I wouldn't have guessed, All the Dangerous Things ticks off all the boxes of a good thriller. Stacy Willingham's second book is worth the read. ...more",Notes are private!,0,2,1,"May 23, 2023","May 25, 2023","May 23, 2023",,Hardcover,view (with text),/book/show/60784636-all-the-dangerous-things
