,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Freesiab's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kingdom of Sweets,"Johansen, Erika*",1524742759,9781524742751,1524742759,368        pp,3.25,"9,761","Nov 28, 2023","Nov 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3, no, 4 stars. The story was clumsy in parts but it was overall unique and interesting to read, as someone who’s a Nutcracker fan.",Notes are private!,1,1,1,"Dec 23, 2023","Jan 12, 2024","Dec 23, 2023",,Hardcover,view (with text),/book/show/123176586-the-kingdom-of-sweets
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hike,"Clarke, Lucy*",0008462429,9780008462420,0008462429,384        pp,3.73,"19,351","Apr 27, 2023","Apr 27, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 23, 2023","Dec 24, 2023","Dec 23, 2023",,Hardcover,view,/book/show/61424779-the-hike
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clearlake,"Buevich, Stanislava*",,,B0CMP432S1,245        pp,4.25,76,unknown,"Dec 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2023",,Kindle Edition,view,/book/show/201587543-clearlake
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bright Young Women,"Knoll, Jessica*",1501153226,9781501153228,1501153226,384        pp,4.03,"87,057","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2023",,Hardcover,view,/book/show/101124639-bright-young-women
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Grandmother Begins the Story,"Porter, Michelle",0735245371,9780735245372,0735245371,336        pp,3.84,"1,533","Nov 07, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2023",,Hardcover,view,/book/show/61716273-a-grandmother-begins-the-story
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirst,"Yuszczuk, Marina",0593472063,9780593472064,0593472063,256        pp,3.72,"1,909","Oct 01, 2020","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2023",,Hardcover,view,/book/show/174156085-thirst
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mastery of Self: A Toltec Guide to Personal Freedom,"Ruiz Jr., Miguel*",1938289536,9781938289538,1938289536,176        pp,4.41,"4,121","May 02, 2016","May 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/27135326-the-mastery-of-self
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wintering: The Power of Rest and Retreat in Difficult Times,"May, Katherine",0593189485,9780593189481,0593189485,241        pp,3.86,"48,834","Feb 06, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/52623750-wintering
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Perfect Couple,"Ware, Ruth*",1668025590,9781668025598,1668025590,400        pp,3.96,577,"May 21, 2024","May 21, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Hardcover,view,/book/show/199798953-one-perfect-couple
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Like Home,"Gailey, Sarah*",1250174724,9781250174727,1250174724,344        pp,3.36,"27,874","Jul 19, 2022","Jul 19, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I’ve realized the way I “star” a book these days. Was it well written and will I remember it? You will remember this book. The audible narration definI’ve realized the way I “star” a book these days. Was it well written and will I remember it? You will remember this book. The audible narration definitely got creepy. There were some longer bits of exposition that didn’t need to be there but I listened straight through. ...more,Notes are private!,0,5,1,"Dec 19, 2023","Dec 20, 2023","Dec 19, 2023",,Hardcover,view (with text),/book/show/57693472-just-like-home
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Keeper of Enchanted Rooms        (Whimbrel House, #1)","Holmberg, Charlie N.*",1662500335,9781662500336,B09MCY9Y34,347        pp,4.19,"38,079","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book started off so great but kind of lost me with the same love scenes repeated. I’m not going to continue the series and the audible narration This book started off so great but kind of lost me with the same love scenes repeated. I’m not going to continue the series and the audible narration was meh. ...more,Notes are private!,0,1,1,"Dec 13, 2023","Dec 19, 2023","Dec 13, 2023",,Kindle Edition,view (with text),/book/show/60596112-keeper-of-enchanted-rooms
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divine Might: Goddesses in Greek Myth,"Haynes, Natalie*",0063377098,9780063377097,0063377098,288        pp,4.11,"3,106","Sep 28, 2023","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2023",,Hardcover,view,/book/show/187016352-divine-might
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hidden Life of Trees: What They Feel, How They Communicate—Discoveries from a Secret World","Wohlleben, Peter",,,B01KMNFP5E,8        pp,4.07,"74,398","May 25, 2015","Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Audible Audio,view,/book/show/32572043-the-hidden-life-of-trees
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half Sick of Shadows,"Sebastian, Laura*",0593200519,9780593200513,0593200519,448        pp,3.72,"8,807","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 11, 2023",,Hardcover,view,/book/show/49356383-half-sick-of-shadows
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Small Hand,"Hill, Susan",1846682363,9781846682360,1846682363,167        pp,3.46,"6,903",2010,"Sep 02, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 03, 2023","Dec 05, 2023","Dec 03, 2023",,Hardcover,view,/book/show/8675320-the-small-hand
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upon a Frosted Star,"Kuzniar, M.A.",0008450714,9780008450717,0008450714,384        pp,3.60,"1,063","Sep 28, 2023","Sep 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Hardcover,view,/book/show/109150703-upon-a-frosted-star
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Looking: Eleven Walks with Expert Eyes,"Horowitz, Alexandra",1439191255,9781439191255,1439191255,308        pp,3.50,"3,957","Jan 08, 2013","Jan 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2023",,Hardcover,view,/book/show/15803166-on-looking
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fiction Writer,"Cantor, Jillian*",077833418X,9780778334187,077833418X,304        pp,3.22,"2,277","Sep 26, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Paperback,view,/book/show/63325817-the-fiction-writer
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Before the Coffee Gets Cold        (Before the Coffee Gets Cold, #1)","Kawaguchi, Toshikazu",1529029589,9781529029581,1529029589,272        pp,3.70,"406,566","Dec 06, 2015","Sep 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Paperback,view,/book/show/44421460-before-the-coffee-gets-cold
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Haunted Bookshop        (Parnassus, #2)","Morley, Christopher",0760756287,9780760756287,0760756287,253        pp,3.61,"5,554",1919,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2023",,Hardcover,view,/book/show/609284.The_Haunted_Bookshop
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,165","Sep 23, 2013","Oct 22, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/17333223-the-goldfinch
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Creative Act: A Way of Being,"Rubin, Rick",0593652886,9780593652886,0593652886,406        pp,4.08,"32,161","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/60965426-the-creative-act
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession","Finkel, Michael*",0525657320,9780525657323,0525657320,240        pp,3.99,"26,327","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/62873378-the-art-thief
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What the River Knows        (Secrets of the Nile, #1)","Ibanez, Isabel*",1250803373,9781250803375,1250803373,404        pp,3.96,"30,874","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/65213381-what-the-river-knows
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before She Knew Him,"Swanson, Peter*",,,,309        pp,3.86,"58,985","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A slight twist at the end that was predictable. Average read.,Notes are private!,0,1,1,"Nov 09, 2023","Nov 21, 2023","Nov 09, 2023",,Hardcover,view (with text),/book/show/40390756-before-she-knew-him
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 4-Phase Histamine Reset Plan: Getting to the Root of Migraines, Eczema, Vertigo, Allergies and More","Campbell, Becky",1624148468,9781624148460,1624148468,192        pp,3.91,151,unknown,"Dec 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I have MCAS and this was the most basic cookbook. It has a lot of great tips. The recipes have been great. It would be nice to see more realistic mealI have MCAS and this was the most basic cookbook. It has a lot of great tips. The recipes have been great. It would be nice to see more realistic meal planning ...more,Notes are private!,0,2,1,"Nov 08, 2023","Nov 09, 2023","Nov 08, 2023",,Paperback,view (with text),/book/show/43263571-the-4-phase-histamine-reset-plan
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Toxic: Women, Fame, and the Tabloid 2000s","Ditum, Sarah",1419763113,9781419763113,1419763113,352        pp,3.55,525,"Oct 26, 2023","Jan 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/61783796-toxic
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",,,,608        pp,4.62,"1,358,071","Oct 08, 2015","Apr 25, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Nov 05, 2023",,Paperback,view,/book/show/63110655-the-nightingale
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cackle,"Harrison, Rachel",0593202031,9780593202036,0593202031,291        pp,3.71,"26,835","Oct 05, 2021","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This isn’t my genre but I wanted a book exactly like this to finish October reading. It was fun. Perfect witchy chick lit!,Notes are private!,0,1,1,"Oct 27, 2023","Oct 31, 2023","Oct 27, 2023",,Paperback,view (with text),/book/show/61058915-cackle
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightwatching,"Sierra, Tracy*",0241639867,9780241639863,0241639867,368        pp,3.97,"6,236","Feb 01, 2024","Feb 08, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2023",,Hardcover,view,/book/show/198980853-nightwatching
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trail of the Lost: The Relentless Search to Bring Home the Missing Hikers of the Pacific Crest Trail,"Lankford, Andrea*",0306831953,9780306831959,0306831953,352        pp,3.79,"7,225","Aug 22, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2023",,Hardcover,view,/book/show/64000414-trail-of-the-lost
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vampires of El Norte,"Cañas, Isabel*",0593436725,9780593436721,0593436725,371        pp,3.91,"20,582","Aug 15, 2023","Aug 15, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I can’t decide on my rating. It was really well written but not much of a scary vampire story. No vampires until nearly the end. Romance romance vampiI can’t decide on my rating. It was really well written but not much of a scary vampire story. No vampires until nearly the end. Romance romance vampire romance romance.. you get the point. ...more,Notes are private!,0,2,1,"Oct 17, 2023","Nov 03, 2023","Oct 17, 2023",,Hardcover,view (with text),/book/show/63892214-vampires-of-el-norte
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tale,"King, Stephen*",1668002175,9781668002179,1668002175,608        pp,4.12,"233,850","Sep 06, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a wonderful fairy tale in the tradition of Neverending Story. I had no real expectations. I’m not a King super fan but I’ve never read one of This is a wonderful fairy tale in the tradition of Neverending Story. I had no real expectations. I’m not a King super fan but I’ve never read one of his books that I regretted. He’s just an excellent writer. I listened on audible. ...more,Notes are private!,0,4,1,"Oct 17, 2023","Oct 24, 2023","Oct 17, 2023",,Hardcover,view (with text),/book/show/60177373-fairy-tale
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little,"Carey, Edward",0525534326,9780525534327,0525534326,448        pp,4.02,"12,071","Oct 04, 2018","Oct 23, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book was interestingly intriguing. I listened on audible and the narration was great. It might have been over ambitious but overall it was well wThis book was interestingly intriguing. I listened on audible and the narration was great. It might have been over ambitious but overall it was well written and unique. I won’t forget it. ...more,Notes are private!,0,1,1,"Oct 08, 2023","Oct 14, 2023","Oct 08, 2023",,Hardcover,view (with text),/book/show/38649806-little
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Minuscule Mansion of Myra Malone,"Burges, Audrey*",0593546474,9780593546475,0593546474,352        pp,3.81,"3,328","Jan 24, 2023","Jan 24, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It’s as delightful as it sounds,Notes are private!,0,1,1,"Oct 08, 2023","Nov 26, 2023","Oct 08, 2023",,Paperback,view (with text),/book/show/60881142-the-minuscule-mansion-of-myra-malone
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Endings,"Holland, Jacqueline*",1250856760,9781250856760,1250856760,480        pp,3.78,"6,508","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2023",,Hardcover,view,/book/show/60784372-the-god-of-endings
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Bookshop,"Woods, Evie*",,,B0BMF2M8Z6,444        pp,4.16,"66,977","Jan 24, 2024","Jun 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Kindle Edition,view,/book/show/65137920-the-lost-bookshop
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cherry Robbers,"Walker, Sarai*",0358251877,9780358251873,0358251877,432        pp,3.98,"5,882","May 17, 2022","May 17, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book had a lot of promise, interesting characters, interesting time but the intriguing part of the story felt like it going somewhere but it didn’The book had a lot of promise, interesting characters, interesting time but the intriguing part of the story felt like it going somewhere but it didn’t. The end was long and disappointing. ...more",Notes are private!,0,2,1,"Sep 18, 2023","Sep 28, 2023","Sep 18, 2023",,Hardcover,view (with text),/book/show/55959421-the-cherry-robbers
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fury,"Michaelides, Alex*",125075898X,9781250758989,125075898X,298        pp,3.42,"79,659","Jan 16, 2024","Jan 16, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was the first book by this author that I enjoyed. Maybe I need to reread. Fun story seemed pulled from a few different sources, like The ImitatioThis was the first book by this author that I enjoyed. Maybe I need to reread. Fun story seemed pulled from a few different sources, like The Imitation of Life with Lana Turner. Eye-roll. Forgettable but perfect for something quick. ...more",Notes are private!,0,8,1,"Jan 16, 2024","Jan 20, 2024","Sep 17, 2023",,Hardcover,view (with text),/book/show/123206645-the-fury
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone in This Room Will Someday Be Dead,"Austin, Emily*",198216736X,9781982167363,198216736X,256        pp,3.87,"58,873","Jul 06, 2021","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Paperback,view,/book/show/59366182-everyone-in-this-room-will-someday-be-dead
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Heir to Blackwood Library,"Fox, Hester*",,,B0B1JD7K21,320        pp,3.36,"11,042","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Kindle Edition,view,/book/show/58675447-the-last-heir-to-blackwood-library
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dragonwyck,"Seton, Anya",1556525818,9781556525810,1556525818,342        pp,3.77,"6,314",1944,"Sep 28, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 17, 2023",,Paperback,view,/book/show/122856.Dragonwyck
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This House Is Haunted,"Boyne, John*",085752092X,9780857520920,085752092X,304        pp,3.60,"14,616",2013,"Jan 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would have loved a bit more description, giving more atmosphere. I listened on audible and couldn’t put it down.",Notes are private!,0,3,1,"Oct 15, 2023","Oct 17, 2023","Sep 17, 2023",,Hardcover,view (with text),/book/show/17307162-this-house-is-haunted
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intern,"Campbell, Michele*",1250274974,9781250274977,,378        pp,3.81,"15,558","Oct 03, 2023","Oct 03, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It had great pacing and was easy to read. I enjoyed Madison and her believable way of trying to normalize everything. The other story line was predictIt had great pacing and was easy to read. I enjoyed Madison and her believable way of trying to normalize everything. The other story line was predictable and the second half was slower. ...more,Notes are private!,0,5,1,"Sep 12, 2023","Sep 23, 2023","Sep 12, 2023",,Hardcover,view (with text),/book/show/65214026-the-intern
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Thing He Told Me,"Dave, Laura*",1501171356,9781501171352,1501171356,336        pp,3.84,"941,255","May 04, 2021","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2023",,Paperback,view,/book/show/75678377-the-last-thing-he-told-me
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blind Willow, Sleeping Woman","Murakami, Haruki",1400044618,9781400044610,1400044618,334        pp,3.84,"39,624",Jul 2006,"Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Hardcover,view,/book/show/9833.Blind_Willow_Sleeping_Woman
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Holiday,"Boland, Shalini*",,,B09Q9BFP6L,285        pp,3.90,"8,430","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Kindle Edition,view,/book/show/60643671-the-family-holiday
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Couple at No. 9,"Douglas, Claire*",1405943408,9781405943406,1405943408,400        pp,4.08,"54,396","Aug 19, 2021","Sep 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2023",,Paperback,view,/book/show/58774738-the-couple-at-no-9
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a River,"Campbell, Bonnie Jo",0393079899,9780393079890,0393079899,348        pp,3.71,"8,644","Jul 05, 2011","Jul 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Hardcover,view,/book/show/9658159-once-upon-a-river
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heidelberg Cylinder,"Carroll, Jonathan",0970378602,9780970378606,0970378602,73        pp,3.82,180,2000,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Hardcover,view,/book/show/384885.The_Heidelberg_Cylinder
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cocktail,"Carroll, Jonathan",0312063040,9780312063047,0312063040,76        pp,3.72,510,1990,"Jan 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Hardcover,view,/book/show/157820.Black_Cocktail
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Panic Hand,"Carroll, Jonathan",0312146981,9780312146986,0312146981,295        pp,3.94,565,1989,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Hardcover,view,/book/show/42142.The_Panic_Hand
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"After Silence        (Answered Prayers, #5)","Carroll, Jonathan",,,0385473516,240        pp,3.77,890,1992,"Mar 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/42144.After_Silence
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Child Across the Sky        (Answered Prayers, #3)","Carroll, Jonathan",0099709503,9780099709503,0099709503,268        pp,3.89,"1,136",1989,Jul 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Mass Market Paperback,view,/book/show/319262.A_Child_Across_the_Sky
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voice of Our Shadow,"Carroll, Jonathan",0575073675,9780575073678,0575073675,189        pp,3.78,"1,418",1983,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/42147.Voice_of_Our_Shadow
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From the Teeth of Angels        (Answered Prayers, #6)","Carroll, Jonathan",0385476469,9780385476461,0385476469,212        pp,3.93,"1,382","Jan 01, 1994","Jun 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 19, 2023",,Paperback,view,/book/show/319260.From_the_Teeth_of_Angels
