,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Simona's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tennis, tv, trigonometria, tornado        (e altre cose divertenti che non farò mai più)","Wallace, David Foster",8886568762,9788886568760,8886568762,317        pp,4.22,"40,162","Feb 12, 1997",1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/9654382-tennis-tv-trigonometria-tornado
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'idiota,"Batuman, Elif",8806217577,9788806217570,8806217577,421        pp,3.67,"79,389","Mar 14, 2017","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 05, 2023",,Hardcover,view,/book/show/41029811-l-idiota
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Greenwood,"Christie, Michael*",8829708305,9788829708307,8829708305,592        pp,4.34,"20,948","Sep 24, 2019","Oct 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2023",,Paperback,view,/book/show/59447196-i-greenwood
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Violeta,"Allende, Isabel*",0593496205,9780593496206,0593496205,322        pp,4.03,"80,149","Jan 25, 2022","Jan 25, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 23, 2022","Dec 27, 2022","Dec 23, 2022",,Paperback,view,/book/show/57933338-violeta
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Viaggio in Oriente,"Nerval, Gérard de",8806143115,9788806143114,8806143115,565        pp,4.00,205,1851,1997,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un viaggio dal Lago di Costanza passando per Istanbul sino all'Egitto tra sogno e realtà, tra divagazioni e miti, tra moschee, tradizioni, usi e costuUn viaggio dal Lago di Costanza passando per Istanbul sino all'Egitto tra sogno e realtà, tra divagazioni e miti, tra moschee, tradizioni, usi e costumi, incontri e scontri anche di religione. ...more",Notes are private!,0,8,1,"Dec 27, 2022","Jan 04, 2023","Dec 23, 2022",,Hardcover,view (with text),/book/show/10436713-viaggio-in-oriente
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La tua assenza è tenebra,"Stefánsson, Jón Kalman",8870916561,9788870916560,8870916561,603        pp,4.26,"1,565",2020,"Oct 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2022",,Paperback,view,/book/show/62614931-la-tua-assenza-tenebra
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La bambina che non sapeva odiare: La mia testimonianza,"Maksymowicz, Lidia",8828208309,9788828208303,8828208309,208        pp,4.12,"1,559",unknown,"Jan 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Parlarne, invece, per me, significa liberarsi almeno da qualcuno dei pesi che porto, e permettere all'amore di espandersi. Quale amore? Quello che ho""Parlarne, invece, per me, significa liberarsi almeno da qualcuno dei pesi che porto, e permettere all'amore di espandersi. Quale amore? Quello che ho dentro di me per la vita, per le persone care, per tutti coloro che come me sono sulla difficile strada dell'esistenza""....more",Notes are private!,0,2,1,"Dec 14, 2022","Dec 18, 2022","Dec 13, 2022",,Paperback,view (with text),/book/show/60190965-la-bambina-che-non-sapeva-odiare
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le inseparabili,"Beauvoir, Simone de",8833314820,9788833314822,8833314820,205        pp,4.09,"16,651","Oct 07, 2020",Oct 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2022",,Paperback,view,/book/show/55819240-le-inseparabili
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storie di cronopios e di famas,"Cortázar, Julio",8806173839,9788806173838,8806173839,150        pp,4.24,"18,155",1962,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Paperback,view,/book/show/6472586-storie-di-cronopios-e-di-famas
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stradario aggiornato di tutti i miei baci,"Ranieri, Daniela",8833317366,,B094RC8JKG,509        pp,3.48,694,"May 27, 2021","May 27, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Dec 07, 2022","Dec 14, 2022","Dec 07, 2022",,Kindle Edition,view,/book/show/58182531-stradario-aggiornato-di-tutti-i-miei-baci
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Appunti sulla tua scomparsa improvvisa,"Espach, Alison",8833940934,9788833940939,8833940934,396        pp,3.81,"16,457","May 17, 2022","May 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 07, 2022",,Paperback,view,/book/show/61061630-appunti-sulla-tua-scomparsa-improvvisa
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Piccole cose da nulla,"Keegan, Claire",8806251635,9788806251635,8806251635,104        pp,4.19,"153,386","Nov 05, 2021","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Una storia semplice dai buoni sentimenti. Un libro adatto per coccolarsi durante il periodo natalizio.,Notes are private!,0,3,1,"Dec 09, 2022","Dec 11, 2022","Dec 03, 2022",,Paperback,view (with text),/book/show/63335305-piccole-cose-da-nulla
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lesioni personali,"Atwood, Margaret*",8833315037,9788833315034,8833315037,368        pp,3.32,"8,343","Oct 03, 1981","Nov 04, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Questa volta non ci siamo. Una alternanza di presente e passato che non permette di capire fino in fondo quale sia l'intento della scrittrice. Questa volta non ci siamo. Una alternanza di presente e passato che non permette di capire fino in fondo quale sia l'intento della scrittrice. ...more,Notes are private!,0,3,1,"Nov 30, 2022","Dec 07, 2022","Nov 30, 2022",,Paperback,view (with text),/book/show/59471928-lesioni-personali
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'educazione,"Westover, Tara*",8807032937,9788807032936,8807032937,378        pp,4.47,"1,525,660","Feb 20, 2018","May 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Paperback,view,/book/show/40495651-l-educazione
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragazzi di zinco,"Alexievich, Svetlana",883357041X,9788833570419,883357041X,316        pp,4.30,"10,437",1989,"Nov 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2022",,Hardcover,view,/book/show/52037389-ragazzi-di-zinco
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tasmania,"Giordano, Paolo",880625720X,9788806257200,880625720X,272        pp,3.42,"3,204","Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 21, 2022",,Hardcover,view,/book/show/63107597-tasmania
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gita al fiume: Un viaggio sotto la superficie,"Laing, Olivia*",8842828521,9788842828525,8842828521,339        pp,3.78,"2,288","May 05, 2011",Aug 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 21, 2022","Nov 27, 2022","Nov 19, 2022",,Hardcover,view,/book/show/55605505-gita-al-fiume
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragazzo in fiamme: Vita e opere di Stephen Crane,"Auster, Paul",8858441109,9788858441107,,"1,016        pp",3.99,347,"Oct 26, 2021","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 16, 2022",,ebook,view,/book/show/63272369-ragazzo-in-fiamme
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Philip Roth. La biografia,"Bailey, Blake",8806216082,9788806216085,8806216082,"1,045        pp",4.06,815,"Apr 06, 2021","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 14, 2022",,Hardcover,view,/book/show/62590235-philip-roth-la-biografia
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storia del figlio,"Lafon, Marie-Hélène",,9791259672612,B09T721Q4N,160        pp,3.51,964,unknown,"Jun 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2022",,Kindle Edition,view,/book/show/61187743-storia-del-figlio
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'isola degli alberi scomparsi,"Shafak, Elif*",8817158925,9788817158923,8817158925,368        pp,4.16,"101,989","Nov 02, 2021","Sep 14, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Passato e presente, Cipro e Londra, cristiani e musulmani, per riannodare i fili sotto la presenza dell'albero di fico, testimone di una storia d'amorPassato e presente, Cipro e Londra, cristiani e musulmani, per riannodare i fili sotto la presenza dell'albero di fico, testimone di una storia d'amore e di un popolo dilaniato....more",Notes are private!,0,4,1,"Dec 18, 2022","Dec 23, 2022","Nov 11, 2022",,Paperback,view (with text),/book/show/58714905-l-isola-degli-alberi-scomparsi
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,California: La fine del sogno,"Costa, Francesco",,,B0BBL8SB5Y,204        pp,4.14,"3,920","Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Il noto California dream si infrange contro un muro fatto di esodi, di aumento della criminalità e di senza tetto. Una cartolina dai contorni sbiaditiIl noto California dream si infrange contro un muro fatto di esodi, di aumento della criminalità e di senza tetto. Una cartolina dai contorni sbiaditi che ha perso il suo fascino. ...more",Notes are private!,0,3,1,"Jan 05, 2023","Jan 08, 2023","Nov 11, 2022",,Kindle Edition,view (with text),/book/show/62084267-california
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'evento,"Ernaux, Annie*",,,,120        pp,4.32,"44,440","Mar 14, 2000","Nov 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2022",,Paperback,view,/book/show/48759583-l-evento
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La guardia bianca,"Bulgakov, Mikhail",8807903296,9788807903298,8807903296,429        pp,4.01,"14,632",1924,"May 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2022",,Paperback,view,/book/show/48947441-la-guardia-bianca
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La pelle,"Malaparte, Curzio",8845930378,9788845930379,8845930378,379        pp,4.05,"3,005",1949,"Oct 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2022",,Paperback,view,/book/show/27408173-la-pelle
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un posto tranquillo,"Matsumoto, Seichō",8845935086,9788845935084,8845935086,195        pp,3.56,"3,267",Jun 1975,"Nov 19, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 27, 2022","Oct 30, 2022","Oct 23, 2022",,Paperback,view,/book/show/55978679-un-posto-tranquillo
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il calamaro gigante,"Genovesi, Fabio",8807034425,9788807034428,8807034425,144        pp,3.68,855,2021,"May 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 20, 2022","Oct 23, 2022","Oct 20, 2022",,Paperback,view,/book/show/57969951-il-calamaro-gigante
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New York è una finestra senza tende,"Cognetti, Paolo*",8842092185,9788842092186,8842092185,150        pp,3.82,441,2010,"Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Oct 17, 2022","Oct 19, 2022","Oct 17, 2022",,Paperback,view,/book/show/9771623-new-york-una-finestra-senza-tende
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'animale morente,"Roth, Philip",8806174142,9788806174149,8806174142,114        pp,3.62,"11,962","May 18, 2001",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2022",,Paperback,view,/book/show/13483662-l-animale-morente
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le notti della peste,"Pamuk, Orhan",8806251694,9788806251697,8806251694,720        pp,3.57,"4,775","Oct 04, 2021","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 15, 2022",,Hardcover,view,/book/show/62799995-le-notti-della-peste
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le ateniesi,"Barbero, Alessandro",,,B0145W86FO,231        pp,3.22,"1,038","Sep 08, 2015","Sep 08, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Di tutta la Grecia, è in mano alle donne la salvezza"". ""Di tutta la Grecia, è in mano alle donne la salvezza"". ...more",Notes are private!,0,5,1,"Oct 14, 2022","Oct 16, 2022","Oct 14, 2022",,Kindle Edition,view (with text),/book/show/26249805-le-ateniesi
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No sleep till Shengal,Zerocalcare,8832737493,9788832737493,8832737493,208        pp,4.45,"3,500","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 11, 2022",,Hardcover,view,/book/show/62244064-no-sleep-till-shengal
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Génie la matta,"Cagnati, Inès",8845936562,9788845936562,8845936562,184        pp,4.11,"2,323",1977,"Jan 27, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dilaniante, lancinante con uno stile affilato che colpisce in pieno petto. Straconsigliato!",Notes are private!,0,7,1,"Oct 23, 2022","Oct 26, 2022","Oct 06, 2022",,Paperback,view (with text),/book/show/60214199-g-nie-la-matta
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blonde,"Oates, Joyce Carol",,,B01N979PNC,746        pp,3.94,"15,480",2000,"Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2022",,Kindle Edition,view,/book/show/33117501-blonde
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Teresa degli oracoli,"Cecconi, Arianna",8807033771,9788807033773,8807033771,208        pp,3.51,553,"Jan 09, 2020","Jan 09, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 02, 2022","Oct 08, 2022","Oct 02, 2022",,Paperback,view,/book/show/49982856-teresa-degli-oracoli
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New York è una finestra senza tende,"Cognetti, Paolo*",8858130421,9788858130421,8858130421,160        pp,3.82,441,2010,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2022",,Paperback,view,/book/show/36096201-new-york-una-finestra-senza-tende
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La notte, il sonno, la morte e le stelle","Oates, Joyce Carol",8834607805,9788834607800,8834607805,832        pp,3.77,"3,469","Jun 09, 2020","Oct 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 23, 2022","Oct 07, 2022","Sep 22, 2022",,Paperback,view,/book/show/59144526-la-notte-il-sonno-la-morte-e-le-stelle
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La libraia del Cairo,"Wassef, Nadia",8811818648,9788811818649,8811818648,240        pp,3.58,"1,678","Oct 05, 2021","Sep 09, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Sep 19, 2022","Sep 22, 2022","Sep 20, 2022",,Hardcover,view,/book/show/58900159-la-libraia-del-cairo
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brutta: Storia di un corpo come tanti,"Blasi, Giulia*",8817159115,9788817159111,8817159115,160        pp,3.71,"1,171","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2022",,Paperback,view,/book/show/58996619-brutta
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In terra straniera gli alberi parlano arabo,"Al Shahmani, Usama",8892940309,9788892940307,8892940309,192        pp,4.23,283,unknown,"Aug 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Sep 16, 2022","Sep 19, 2022","Sep 16, 2022",,Paperback,view,/book/show/58540847-in-terra-straniera-gli-alberi-parlano-arabo
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'arte dell'henné a Jaipur        (The Jaipur Trilogy #1),"Joshi, Alka*",8854522163,9788854522169,8854522163,304        pp,4.19,"177,377","Mar 03, 2020","Mar 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Paperback,view,/book/show/57125877-l-arte-dell-henn-a-jaipur
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutta intera,"Ripanti, Espérance Hakuzwimana",880625135X,9788806251352,880625135X,216        pp,3.48,611,"Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2022",,Paperback,view,/book/show/62317024-tutta-intera
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Billy Summers,"King, Stephen*",1982173610,9781982173616,1982173610,515        pp,4.21,"154,403","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 08, 2022","Sep 13, 2022","Sep 08, 2022",,Hardcover,view,/book/show/56852407-billy-summers
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnificat,"Aggio, Sonia",,9791259673268,B0B7BHWRJB,179        pp,3.30,151,"Sep 02, 2022","Sep 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 08, 2022",,Kindle Edition,view,/book/show/61740523-magnificat
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prendila così,"Didion, Joan",8842818372,9788842818373,8842818372,172        pp,3.92,"67,106",1970,"Feb 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 08, 2022",,Paperback,view,/book/show/20871643-prendila-cos
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La caduta dei Golden,"Rushdie, Salman",,,B075NWGVPY,458        pp,3.67,"10,119","Sep 05, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 07, 2022",,Kindle Edition,view,/book/show/36457045-la-caduta-dei-golden
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parole di conforto,"Haig, Matt*",8833573877,9788833573878,8833573877,304        pp,4.08,"58,173","Jul 06, 2021","Oct 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Sep 07, 2022","Sep 15, 2022","Sep 01, 2022",,Paperback,view,/book/show/59220416-parole-di-conforto
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Montagu e il dragomanno,"Giaveri, Maria Teresa",8854522627,9788854522626,8854522627,160        pp,3.55,53,unknown,"Feb 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Sep 2022,"Sep 06, 2022","Sep 01, 2022",,Paperback,view,/book/show/56856168-lady-montagu-e-il-dragomanno
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La sicurezza degli oggetti,"Homes, A.M.*",8887765421,9788887765427,8887765421,180        pp,3.79,"4,242",1990,Oct 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2022",,Paperback,view,/book/show/12704867-la-sicurezza-degli-oggetti
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mia vita con Virginia,"Woolf, Leonard",8833531678,,B07R7PQQ4V,0        pp,3.87,78,Oct 1980,"May 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Kindle Edition,view,/book/show/53924069-la-mia-vita-con-virginia
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Al giardino ancora non l'ho detto,"Pera, Pia",8868334437,9788868334437,8868334437,224        pp,3.93,529,2016,"Feb 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 22, 2022",,Paperback,view,/book/show/30170439-al-giardino-ancora-non-l-ho-detto
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Una donna,"Ernaux, Annie*",8899793476,9788899793470,8899793476,112        pp,4.22,"11,887","Jan 14, 1988","Apr 09, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Non ascolterò più la sua voce. Era lei, le sue parole, le sue mani, i suoigesti, la sua maniera di ridere e camminare, a unire la donna che sono alla""Non ascolterò più la sua voce. Era lei, le sue parole, le sue mani, i suoigesti, la sua maniera di ridere e camminare, a unire la donna che sono allabambina che sono stata. Ho perso l'ultimo legame con il mondo da cuiprovengo""....more",Notes are private!,0,20,2,"Aug 21, 2022not set","Aug 22, 2022not set","Aug 21, 2022",,Paperback,view (with text),/book/show/39732898-una-donna
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Controvento: Storie e viaggi che cambiano la vita,"Pace, Federico",8806232754,9788806232757,8806232754,184        pp,3.20,487,"May 16, 2017","May 16, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 19, 2022","Aug 21, 2022","Aug 19, 2022",,Paperback,view,/book/show/35152847-controvento
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La controvita,"Roth, Philip",8806178962,9788806178963,8806178962,400        pp,3.92,"5,152",1986,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2022",,Hardcover,view,/book/show/10146646-la-controvita
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il serpente dell'Essex,"Perry, Sarah",8854514705,9788854514706,8854514705,464        pp,3.53,"63,005","May 27, 2016","Jun 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2022",,Paperback,view,/book/show/35421527-il-serpente-dell-essex
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bianco è il colore del danno,"Mannocchi, Francesca",8806247174,9788806247171,8806247174,216        pp,4.15,702,"Feb 02, 2021","Feb 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Una lucidità dolorosa.,Notes are private!,0,2,1,"Aug 22, 2022","Aug 25, 2022","Aug 12, 2022",,Paperback,view (with text),/book/show/56843759-bianco-il-colore-del-danno
