,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Esil's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ducks, Newburyport","Ellmann, Lucy",191029697X,9781910296974,,"1,022        pp",3.96,"5,205","Jul 04, 2019","Jul 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2019",,Paperback,view,/book/show/43412920-ducks-newburyport
1310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stony the Road: Reconstruction, White Supremacy, and the Rise of Jim Crow","Gates Jr., Henry Louis",0525559531,9780525559535,0525559531,296        pp,4.17,"3,785","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 22, 2019",,Hardcover,view,/book/show/40909438-stony-the-road
1311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2019 on Goodreads,Various,,,,unknown,4.18,"1,214",2019,2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I struggled to meet my 2019 reading challenge, I was too busy to spend as much time on Goodreads as in past years, and I didn’t read as many 5 star boI struggled to meet my 2019 reading challenge, I was too busy to spend as much time on Goodreads as in past years, and I didn’t read as many 5 star books as usual. But I still have to give this reading year 5 stars. Whether a book is fabulous, mediocre or awful, and whether I have lots or limited reading time, reading remains a lifeline for me. And even if I haven’t spent as much time connecting with GR friends this year, whenever I have time I’m reminded that this is a great community of friends and book lovers.As in past years, I won’t dwell on the duds but, instead, focus on my favourites!5 star novels:When All Is Said by Anne GriffinGirl, Woman, Other by Bernadine EvaristoLong Bright River by Liz MooreRed at the Bone by Jacqueline WoodsonTop 4 star novels:Dear Edward by Ann Napolitano The Dutch House by Ann Patchett The Stationary Store by Marjan Kamali Call Your Daughter Home by Deb SperaMrs. Everything by Jennifer WeinerNormal People by Sally RooneyThe Island of Sea Women by Lisa SeeTalk to Me by John Kenney The Dreamers by Karen Thompson WalkerThe Giver of Stars by Jojo MoyesThe Night Watchman by Louise ErdrichOlive, Again by Elizabeth StroutTop 5 mysteries/thrillers:A Better Man by Louise PennyEight Perfect Murders by Peter SwansonThe Family Upstairs by Lisa JewellA Nearly Normal Family by M.T. Evardsson The Punishment She Deserves by Elisabeth GeorgeTop 5 non-fiction books:Things my Son Needs to Know about the World by Fredrik BackmanThe Fire Next Time by James BaldwinSay Nothing by Patrick Radden Keefe How We Fight For Our Lives by Saeed JonesTruth Be Told by Beverley McLachlinTop 5 audiobooks:Elsewhere by Richard RussoThe Trauma Cleaner by Sarah Krasnostein Let’s Explore Diabetes by David SedarisMe Talk Pretty One Day by David SedarisThe Year of Living Danishly by Helen Russell(I must admit that I didn’t listen to as many audiobooks this year because I got hooked on The Daily podcast!)I have no big resolutions this year other than to try to zero in on books by authors I love or books that come highly recommended. In other words, try to avoid mediocrity and duds! Otherwise, I plan to enter 2020 footloose and fancy free — at least as far as reading goes...To all my GR friends, thanks for your friendship and generosity. I love that there are so many thoughtful and enthusiastic book lovers all around the world, and that we can form a community through GR ! Have a fabulous 2020 and I look forward to connecting in the coming year!...more",Notes are private!,0,103,1,Jan 2019,"Dec 31, 2019","Jul 15, 2019",,,view (with text),/book/show/43435261-2019-on-goodreads
1312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",0385693966,9780385693967,0385693966,224        pp,4.26,"245,127","Jul 16, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2019",,Hardcover,view,/book/show/42779218-the-nickel-boys
1313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Beautiful Crime,"Bollen, Christopher",0062853902,9780062853905,,416        pp,3.60,"2,257","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2019",,ebook,view,/book/show/40535984-a-beautiful-crime
1314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravity Is the Thing,"Moriarty, Jaclyn",0062883747,9780062883742,,416        pp,3.60,"5,496","Mar 26, 2019","Jul 23, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4+ starsWhat a lovely, lovely novel!Well, I need to back up. The first 10% seemed completely hokey, but then the story shifts and the beginning made s4+ starsWhat a lovely, lovely novel!Well, I need to back up. The first 10% seemed completely hokey, but then the story shifts and the beginning made sense and I fell in love with this novel and its narrator and I gobbled it up. The story is told by Abi, who at 37 is a single mother with more than her share of sadness in her past. But since she was 16 years old, she had been receiving unsolicited chapters of a quirky self help book in the mail. Now, she is called to attend a reunion of all the other people who had been receiving chapters from the book. Hokey, see! But there's far more to the story than this unpromising beginning. Abi is funny, sad and introspective, and the whole story is written from her lovely point of view. The beginning of Abi's sadness was the disappearance of her brother when she turned 16, which is a mystery and ache than permeate the whole novel. And the puzzling chapters and their provenance morph into a lovely subplot of human connections. I'm trying to say enough without saying much because this is a lovely reading experience to be savoured as you go. This novel is human, philosophical, sad and funny -- but it doesn't take itself too seriously.Thanks to Goodreads friend Bianca for bringing this one to my attention. And thanks for Edelweiss for giving me access to an advance copy....more",Notes are private!,0,30,1,"Jul 13, 2019","Jul 14, 2019","Jul 11, 2019",,ebook,view (with text),/book/show/40221987-gravity-is-the-thing
1315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Open Window,Saki,,,B00AWKEMD4,7        pp,3.77,892,1911,"Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2019",,Kindle Edition,view,/book/show/19248155-the-open-window
1316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes To Self,"Pine, Emilie",1999700848,9781999700843,1999700848,183        pp,4.10,"18,210","Jul 19, 2018","Jul 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2019",,Paperback,view,/book/show/40381501-notes-to-self
1317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I'm Telling the Truth, but I'm Lying: Essays","Ikpi, Bassey*",0062894781,9780062894786,,257        pp,4.31,"3,841","Aug 06, 2019","Aug 20, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2019",,Paperback,view,/book/show/40390773-i-m-telling-the-truth-but-i-m-lying
1318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gravity Is the Thing,"Moriarty, Jaclyn",0062931199,9780062931191,,unknown,3.60,"5,496","Mar 26, 2019","Jul 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2019",,Audiobook,view,/book/show/42117368-gravity-is-the-thing
1319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Had It Coming: What's Fair in the Age of #MeToo?,"Doolittle, Robyn",0735236593,9780735236592,0735236593,304        pp,4.36,866,"Sep 24, 2019","Jan 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/44672503-had-it-coming
1320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clear My Name,"Daly, Paula*",1787632105,9781787632103,1787632105,304        pp,3.82,"2,362","Aug 08, 2019","Aug 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/42980326-clear-my-name
1321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound of the Hours,"Campbell, Karen",1408857375,9781408857373,1408857375,464        pp,3.51,206,"Mar 09, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/42972041-the-sound-of-the-hours
1322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man That Got Away        (Constable Twitten #2),"Truss, Lynne",1635574234,9781635574234,1635574234,304        pp,3.75,704,"Jul 11, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Paperback,view,/book/show/42972028-the-man-that-got-away
1323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giver of Stars,"Moyes, Jojo*",0399562486,9780399562488,0399562486,390        pp,4.29,"422,896","Oct 03, 2019","Oct 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 high starsThe Giver of Stars was an unexpected treat. The story is set in the 1930s in a small town in the hills of Kentucky. Eighteen year old Alic4 high starsThe Giver of Stars was an unexpected treat. The story is set in the 1930s in a small town in the hills of Kentucky. Eighteen year old Alice arrives from England, newly married to Bennett. Living with her husband and his tyrannical father, Alice is bored out of her mind until she becomes involved in a local library project. Alice is one of a few women who deliver books on horseback to barely literate families in the surrounding area. The story comes to focus on Alice and the other women involved in the library. Each in her own way is unconventional, and struggling with the pressures of convention. Their friendship keeps them sane and afloat. While the story deals with serious issues, such as domestic violence, racism and sexism, the story was told relatively lightly, with a focus on the strength of these women. It was an ode to libraries, books and friendship, which together made it well worth reading.I was especially lucky to read this one with my two reading buddies, Angela and Diane, who are both librarians. I couldn’t help picturing them heroically delivering books on horseback. Thanks also to Edelweiss and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,44,1,"Oct 04, 2019","Oct 07, 2019","Jul 03, 2019",,Hardcover,view (with text),/book/show/43925876-the-giver-of-stars
1324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barack and Joe: The Making of an Extraordinary Partnership,"Levingston, Steven*",0316487864,9780316487863,0316487864,352        pp,4.06,405,"Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/43883755-barack-and-joe
1325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Followers,"Angelo, Megan*",1525836269,9781525836268,1525836269,380        pp,3.62,"18,084","Jan 14, 2020","Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/42171136-followers
1326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Time Among the Whites: Notes from an Unfinished Education,"Crucet, Jennine Capó*",1250299438,9781250299437,1250299438,198        pp,4.16,"1,895","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Paperback,view,/book/show/42971990-my-time-among-the-whites
1327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devotion,"Stevens, Madeline*",0571349072,9780571349074,0571349072,292        pp,2.77,"1,839","Aug 13, 2019","Aug 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Paperback,view,/book/show/43237491-devotion
1328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As Long as We Both Shall Live,"Chaney, JoAnn*",1250076390,9781250076397,1250076390,324        pp,3.68,"6,142",2018,"Jan 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2019",,Hardcover,view,/book/show/37638016-as-long-as-we-both-shall-live
1329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Sold America: Trump and the Unraveling of the American Story,"Reid, Joy-Ann*",0062880144,9780062880147,,unknown,4.05,696,"Jun 25, 2019","Jun 25, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really like Joy-Ann Reid on MSNBC. She’s smart, interesting and fearless in her analysis of contemporary American politics. I can’t say that I learnI really like Joy-Ann Reid on MSNBC. She’s smart, interesting and fearless in her analysis of contemporary American politics. I can’t say that I learned much I didn’t know from The Man Who Sold America, but I really appreciated Reid’s perspective and how she pulled the last few years together. The audio version has the added bonus of her great voice....more",Notes are private!,0,33,1,"Jul 02, 2019","Jul 18, 2019","Jul 02, 2019",,Audiobook,view (with text),/book/show/39808797-the-man-who-sold-america
1330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Single Thread,"Chevalier, Tracy*",,,,336        pp,3.75,"28,469","Sep 17, 2019","Sep 17, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.25 starsA Single Thread had the ingredients for the kind of novel I usually love, but unfortunately I found it quite flat in the delivery. The story3.25 starsA Single Thread had the ingredients for the kind of novel I usually love, but unfortunately I found it quite flat in the delivery. The story is set in the early 1930s, and focuses on Violet. Violet is 37 years old, and thinks of herself as a “surplus woman”. She wasn’t able to marry because so many men were killed during WWI, and her options in life are seriously limited by her sex and marital status. The story focuses on a year when Violet leaves her mother’s home and goes to live in Westminster, where she works as a typist and joins a women’s embroidery group. She also befriends one of the cathedral’s bell ringers. My favourite part of the book was one of the sub characters, Louise Pessel, who is based on a real woman who designed embroidery. The end also came together nicely. And the writing is decent. But otherwise this one felt a bit didactic at the expense of creating fully formed complex characters and a more subtle plot. I don’t regret reading it, but I feel that it could have been much better. This was a buddy read with Diane and Angela, and none of us was particularly enthusiastic, but as always I appreciate reading with them. Thanks to Edelweiss and the publisher for an opportunity to read an advance copy....more",Notes are private!,0,49,1,"Jul 19, 2019","Jul 21, 2019","Jul 01, 2019",,Kindle Edition,view (with text),/book/show/43943459-a-single-thread
1331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Walk Away,"Center, Katherine*",1250149061,9781250149060,1250149061,302        pp,4.08,"92,008","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2019",,Hardcover,view,/book/show/36249638-how-to-walk-away
1332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Those People,"Candlish, Louise*",0451489144,9780451489142,0451489144,368        pp,3.30,"11,745","Jun 27, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2019",,Hardcover,view,/book/show/42041520-those-people
1333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Find the Good: Unexpected Life Lessons from a Small-Town Obituary Writer,"Lende, Heather*",1616201673,9781616201678,1616201673,176        pp,3.75,"5,665","Apr 28, 2015","Apr 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 starsFind the Good was a quirky feel good short audiobook. The author lives in a small town in Alaska, where she is the obituary writer for the lo3.5 starsFind the Good was a quirky feel good short audiobook. The author lives in a small town in Alaska, where she is the obituary writer for the local paper. The book is a mishmash of anecdotes about the author’s life and the lives of some of the people for whom she has written obituaries. She writes with empathy, humour and a few not too preachy life lessons. Nothing earth shattering, I got teary a few times and I laughed a but too. That’s good enough to make it worthwhile for me....more",Notes are private!,0,21,1,"Jun 19, 2019","Jul 02, 2019","Jun 19, 2019",,Hardcover,view (with text),/book/show/22859550-find-the-good
1334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If You Want to Make God Laugh,"Marais, Bianca*",0735219311,9780735219311,0735219311,432        pp,4.32,"4,673","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/42412126-if-you-want-to-make-god-laugh
1335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When They Come for You: How Police and Government Are Trampling Our Liberties - and How to Take Them Back,"Kirby, David*",1250064368,9781250064363,1250064368,400        pp,4.05,60,"Oct 29, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/37638089-when-they-come-for-you
1336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Upstairs        (The Family Upstairs, #1)","Jewell, Lisa*",1780899211,9781780899213,1780899211,464        pp,3.97,"414,716","Aug 06, 2019","Aug 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Paperback,view,/book/show/42448022-the-family-upstairs
1337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Girls,"Díaz, Jaquira*",1616209135,9781616209131,1616209135,321        pp,4.04,"4,787","Oct 29, 2019","Oct 29, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ordinary Girls is a pretty raw memoir but I thought it was really worth reading. Jaquira Diaz was born in Puerto Rico to a Latino father and a white mOrdinary Girls is a pretty raw memoir but I thought it was really worth reading. Jaquira Diaz was born in Puerto Rico to a Latino father and a white mother. Her mother and maternal grandmother were both schizophrenic and addicts. Her father has his own issues. Her paternal grandmother was a lifeline. From a very early age, Diaz lived an edgy messy life, first in Puerto Rico and then in Miami. Her memoir is not linear. She narrates experiences, feelings and observations, more or less in chronological order. By the end, she explains that she called her memoir Ordinary Girls as a tribute to her younger self and all other girls and women who have lived messy reckless lives -- they are all worthy humans and no one should be left behind. I liked the way she moved her memoir in that direction. I liked the writing and the rawness. It doesn't make for an easy read but it's well worth it. Thanks to Netgalley and the publisher for an advance copy....more",Notes are private!,0,16,1,"Feb 22, 2020","Mar 03, 2020","Jun 17, 2019",,Hardcover,view (with text),/book/show/42152409-ordinary-girls
1338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poison Garden,"Banner, A.J.*",1542042887,9781542042888,1542042887,199        pp,3.59,"5,612","Oct 22, 2019","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Paperback,view,/book/show/43706721-the-poison-garden
1339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wild Game: My Mother, Her Lover, and Me","Brodeur, Adrienne*",1328519031,9781328519030,1328519031,256        pp,3.98,"30,570","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/43261166-wild-game
1340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Saw Everything,"Levy, Deborah",1632869845,9781632869845,1632869845,199        pp,3.67,"9,936","Aug 01, 2014","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/42972048-the-man-who-saw-everything
1341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unfollow: A Journey from Hatred to Hope,"Phelps-Roper, Megan*",,,B07L98H2SC,305        pp,4.16,"16,998","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Kindle Edition,view,/book/show/43314707-unfollow
1342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marley,"Clinch, Jon*",1982129700,9781982129705,1982129700,288        pp,3.77,"1,840","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/43822323-marley
1343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,False Bingo: Stories,"Jemc, Jac*",0374538352,9780374538354,0374538352,240        pp,3.70,499,"Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Paperback,view,/book/show/43565364-false-bingo
1344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There You Are,"Morais, Mathea*",,,,304        pp,4.42,178,"Oct 01, 2019","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/44174335-there-you-are
1345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Fires End,"Rafalà, Marco*",1542042992,9781542042994,1542042992,399        pp,4.00,400,"Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Paperback,view,/book/show/41082057-how-fires-end
1346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Topeka School,"Lerner, Ben",0374277788,9780374277789,0374277788,282        pp,3.50,"25,796","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/43565369-the-topeka-school
1347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Right After the Weather,"Anshaw, Carol*",1476747792,9781476747798,1476747792,288        pp,3.01,817,"Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/43271671-right-after-the-weather
1348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankissstein: A Love Story,"Winterson, Jeanette",1473563259,9781473563254,1473563259,344        pp,3.55,"12,737","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 17, 2019",,ebook,view,/book/show/42123790-frankissstein
1349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where She Went,"Simmons, Kelly*",1492687502,9781492687504,1492687502,304        pp,3.22,"1,146","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Paperback,view,/book/show/43352288-where-she-went
1350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Takes One to Know One        (Corie Geller, #1)","Isaacs, Susan*",0802147550,9780802147554,0802147550,288        pp,3.43,"3,088","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/44909179-takes-one-to-know-one
1351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unorthodox Match,"Ragen, Naomi*",1250161223,9781250161222,1250161223,336        pp,3.95,"3,946","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked An Unorthodox Match. The writing was not spectacular and the story was a bit obvious, but I thought Ragen did a really good job of dealI really liked An Unorthodox Match. The writing was not spectacular and the story was a bit obvious, but I thought Ragen did a really good job of dealing with a complicated and fraught topic. Leah is in her mid 30s. Her grandparents were practicing Jews, but her mother rejected religion and brought her up with little structure and too much freedom. After more than her share of bad experiences, Leah searches for structure and belonging in an orthodox Jewish community in Brooklyn. Yakov is a recent widower who was left with five children, and he and his younger children are not coping well at all. Leah volunteers to help Yakov and his family. And you can kind of guess where this is going... But what I liked about the story is that Regan delves pretty deep into Leah and Yakov's personal struggles with religion and their orthodox community. Regan does not paint an idealized picture of the community she depicts. She makes it clear that all communities reproduce what are often harsh hierarchies, but at the same time she also suggests that a religious community at its best can take care of its own. It's not my world, but I really appreciated how it was depicted through the characters in this novel. Thank you to the publisher and Netgalley for giving me access to an advance copy....more",Notes are private!,0,31,1,"Aug 19, 2019","Aug 20, 2019","Jun 17, 2019",,Hardcover,view (with text),/book/show/43263505-an-unorthodox-match
1352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Malaya: Essays on Freedom,"Barnes, Cinelle*",1542093309,9781542093309,1542093309,204        pp,4.36,363,"Oct 29, 2019","Oct 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/44157705-malaya
1353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Furies,"Lowe, Katie*",0008288976,9780008288976,0008288976,384        pp,3.02,"4,447","Oct 08, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 17, 2019",,Hardcover,view,/book/show/41445791-the-furies
