,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sarah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stone Boatmen,"Tolmie, Sarah",1619760274,9781619760271,1619760274,312        pp,4.00,56,"Mar 01, 2014","Apr 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2020",,Paperback,view,/book/show/20438035-the-stone-boatmen
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vagabonds,"Hao, Jingfang",1534422080,9781534422087,1534422080,640        pp,3.39,"1,904","Jun 01, 2016","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2020",,Hardcover,view,/book/show/49454725-vagabonds
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Or What You Will,"Walton, Jo*",1250308992,9781250308993,1250308992,320        pp,3.77,"1,003","Jul 07, 2020","Jul 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A weird and wonderful metatextual musing on fantasy, Florence, Shakespeare, death... beautifully written, as with all of Walton's books.A weird and wonderful metatextual musing on fantasy, Florence, Shakespeare, death... beautifully written, as with all of Walton's books....more",Notes are private!,0,9,1,not set,not set,"Apr 06, 2020",,Hardcover,view (with text),/book/show/45046576-or-what-you-will
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sweetness at the Bottom of the Pie        (Flavia de Luce, #1)","Bradley, Alan*",,,B0027G6XDS,386        pp,3.82,"168,877","Apr 28, 2009","Apr 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 04, 2020",,Kindle Edition,view,/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Finna        (LitenVerse, #1)","Cipri, Nino*",,,B07TCXTBQN,103        pp,3.67,"10,029","Feb 25, 2020","Feb 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Feb 27, 2020","Feb 27, 2020","Feb 27, 2020",,Kindle Edition,view,/book/show/44081573-finna
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798649,9781524798642,1524798649,382        pp,4.21,"1,486,946","Mar 05, 2019","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2020",,Paperback,view,/book/show/50392746-daisy-jones-the-six
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weave The Lightning,"Lee, Corry L.*",1781087903,9781781087909,1781087903,518        pp,3.66,163,"Apr 02, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2020",,Paperback,view,/book/show/52378672-weave-the-lightning
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arcana of Maps & Other Stories,"Reisman, Jessica*",,,,304        pp,4.50,22,"Nov 05, 2019",Nov 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't know how this lovely collection wasn't in my read books. I read it and blurbed it, because it's full of wistful stories, indelible characters,I don't know how this lovely collection wasn't in my read books. I read it and blurbed it, because it's full of wistful stories, indelible characters, and wonderful moments....more",Notes are private!,0,2,1,not set,"Sep 30, 2019","Feb 09, 2020",,ebook,view (with text),/book/show/52193391-the-arcana-of-maps-other-stories
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Made to Order: Robots and Revolution,"Strahan, Jonathan*",1781087873,9781781087879,1781087873,349        pp,3.94,293,"Mar 17, 2020","Mar 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2020",,Paperback,view,/book/show/52130311-made-to-order
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be a Pirate,"Fitzgerald, Isaac",1681197782,9781681197784,1681197782,40        pp,4.14,342,"Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2020",,Hardcover,view,/book/show/44281004-how-to-be-a-pirate
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seep,"Porter, Chana",1641290862,9781641290869,1641290862,203        pp,3.66,"7,086","Jan 21, 2020","Jan 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2020",,Hardcover,view,/book/show/45448133-the-seep
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules for Vanishing,"Marshall, Kate Alice*",198483701X,9781984837011,198483701X,404        pp,3.77,"10,299","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2020",,Hardcover,view,/book/show/42872940-rules-for-vanishing
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spectral Hue,"Gidney, Craig Laurance*",1939905508,9781939905505,1939905508,218        pp,4.00,309,"Jun 18, 2019","Jun 18, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm such a sucker for books that capture other arts on the page.I'm such a sucker for books that capture other arts on the page....more,Notes are private!,0,6,1,Jan 2020,"Jan 04, 2020","Jan 04, 2020",,Paperback,view (with text),/book/show/45285321-a-spectral-hue
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bellweather Rhapsody,"Racculia, Kate*",0544129911,9780544129917,0544129911,340        pp,3.81,"9,620","May 13, 2014","May 13, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a delightful way to end the year.,Notes are private!,0,1,1,"Dec 20, 2019","Dec 28, 2019","Dec 28, 2019",,Hardcover,view (with text),/book/show/18222740-bellweather-rhapsody
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",0385521316,9780385521314,0385521316,441        pp,4.46,"104,738","Nov 01, 2018","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Hardcover,view,/book/show/40163119-say-nothing
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music: A Subversive History,"Gioia, Ted",1541644360,9781541644366,1541644360,528        pp,3.99,642,"Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2019",,Hardcover,view,/book/show/43886050-music
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,240",Sep 2016,"Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 09, 2019","Dec 09, 2019",,Hardcover,view,/book/show/28214365-commonwealth
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heretic to Housewife,"Alexander, Rahne*",,9781646334223,,64        pp,4.91,22,"Aug 02, 2019","Aug 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A delightfully tiny volume of big essays. Rahne Alexander is one of those people who can do anything and I will follow her to her next artistic endeavA delightfully tiny volume of big essays. Rahne Alexander is one of those people who can do anything and I will follow her to her next artistic endeavor....more,Notes are private!,0,2,1,not set,"Aug 20, 2019","Dec 05, 2019",,Paperback,view (with text),/book/show/51068273-heretic-to-housewife
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder of Roger Ackroyd        (Hercule Poirot, #4)","Christie, Agatha",1579126278,9781579126278,1579126278,288        pp,4.27,"274,238","Jun 07, 1926","Sep 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 28, 2019","Dec 02, 2019","Dec 03, 2019",,Hardcover,view,/book/show/16328.The_Murder_of_Roger_Ackroyd
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hunger: A Memoir of (My) Body,"Gay, Roxane*",0062362593,9780062362599,0062362593,306        pp,4.18,"111,883","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 27, 2019","Dec 03, 2019",,Hardcover,view,/book/show/26074156-hunger
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuesday Mooney Talks to Ghosts,"Racculia, Kate*",0358023939,9780358023937,0358023939,359        pp,3.87,"15,914","Oct 01, 2019","Oct 08, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a complete delight and exactly what I needed to read right now. It's a humorous and breezy kinda-mystery that's full of heart. I also appreciThis was a complete delight and exactly what I needed to read right now. It's a humorous and breezy kinda-mystery that's full of heart. I also appreciate that there's one puzzle left for the reader that is never remarked upon by any character....more,Notes are private!,0,5,1,Apr 2020,"Apr 11, 2020","Dec 02, 2019",,Hardcover,view (with text),/book/show/42478640-tuesday-mooney-talks-to-ghosts
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Labyrinth's Archivist,"Al-Mohamed, Day*",,,B07VPJWTFB,132        pp,3.83,205,"Jul 23, 2019","Jul 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 29, 2019",,Kindle Edition,view,/book/show/51849336-the-labyrinth-s-archivist
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Warehouse,"Hart, Rob*",1984823795,9781984823793,1984823795,368        pp,3.84,"12,726","Aug 13, 2019","Aug 20, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh, damn. Like my novel, this is an all-too-plausible near future where a corporation has taken advantage of all-too-real American fears; now I know wOh, damn. Like my novel, this is an all-too-plausible near future where a corporation has taken advantage of all-too-real American fears; now I know why we got thrown on panels together this summer. A compelling longform take on ethics and personal responsibility wrapped in a shiny corporate thriller wrapper....more",Notes are private!,0,9,1,"Nov 17, 2019","Nov 20, 2019","Nov 20, 2019",,Hardcover,view (with text),/book/show/45885120-the-warehouse
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nobody People        (The Resonant Duology #1),"Proehl, Bob*",1524798959,9781524798956,1524798959,481        pp,3.57,954,"Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2019",,Hardcover,view,/book/show/43334292-the-nobody-people
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baltimore Revisited: Stories of Inequality and Resistance in a U.S. City,"King, P. Nicole",0813594014,9780813594019,0813594014,378        pp,4.35,20,unknown,"Aug 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2019",,Paperback,view,/book/show/41839995-baltimore-revisited
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hidden Girl and Other Stories,"Liu, Ken*",,,,411        pp,3.93,"6,519","Feb 25, 2020","Feb 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Nov 09, 2019",,Hardcover,view,/book/show/52163147-the-hidden-girl-and-other-stories
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House: A Memoir,"Machado, Carmen Maria*",,,,264        pp,4.43,"124,512","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2019",,Hardcover,view,/book/show/42188604-in-the-dream-house
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,695","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 23, 2020","Jun 30, 2020","Nov 07, 2019",,Hardcover,view,/book/show/44318414-the-dutch-house
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Olive, Again        (Olive Kitteridge, #2)","Strout, Elizabeth*",0812996542,9780812996548,0812996542,289        pp,4.11,"97,085","Oct 15, 2019","Oct 15, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 07, 2019",,Hardcover,view,/book/show/43984883-olive-again
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,"Purnell, Sonia",073522529X,9780735225299,073522529X,352        pp,4.15,"48,277","Mar 28, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/40595446-a-woman-of-no-importance
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,"Shane, Janelle",0316525243,9780316525244,0316525243,272        pp,4.16,"4,074","Nov 05, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2019",,Hardcover,view,/book/show/44286534-you-look-like-a-thing-and-i-love-you
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manderley Forever,"Rosnay, Tatiana de*",2226314768,9782226314765,2226314768,457        pp,3.92,"1,579","Feb 25, 2015","Feb 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2019",,Paperback,view,/book/show/25042551-manderley-forever
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankissstein: A Love Story,"Winterson, Jeanette",1473563259,9781473563254,1473563259,344        pp,3.55,"12,737","May 28, 2019","May 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2019",,ebook,view,/book/show/42123790-frankissstein
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queens of Animation,"Holt, Nathalia*",,9780316439169,,352        pp,4.18,"2,731","Oct 22, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2019",,ebook,view,/book/show/33832019-the-queens-of-animation
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library Book,"Orlean, Susan*",1476740186,9781476740188,1476740186,317        pp,3.89,"114,949","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 30, 2019",,Hardcover,view,/book/show/39507318-the-library-book
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,18 Tiny Deaths: The Untold Story of Frances Glessner Lee and the Invention of Modern Forensics,"Goldfarb, Bruce*",1492680478,9781492680475,1492680478,336        pp,3.70,"3,114","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 30, 2019",,Hardcover,view,/book/show/46159525-18-tiny-deaths
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flash Forward,"Sawyer, Robert J.*",1433252953,9781433252952,1433252953,9        pp,3.65,"16,040",1999,"Jul 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2019",,Audio CD,view,/book/show/7175451-flash-forward
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Coda        (Coda, #1)","Trevayne, Emma*",0762447281,9780762447282,0762447281,320        pp,3.65,"1,216","May 07, 2013","May 07, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2019",,Paperback,view,/book/show/15843071-coda
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homesick: Stories,"Cipri, Nino*",1945814950,9781945814952,1945814950,197        pp,4.09,833,"Oct 15, 2019","Oct 15, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I blurbed this connection. I loved this collection. This collection is full of knives, in all the best ways. Indelible images, indelible characters.",Notes are private!,0,1,1,not set,not set,"Oct 25, 2019",,Paperback,view (with text),/book/show/44082027-homesick
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wayward Girls,"Mason, Amanda",1785767135,9781785767135,1785767135,480        pp,3.62,"1,010",Sep 2019,"Sep 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 20, 2019",,Hardcover,view,/book/show/43901711-the-wayward-girls
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,642","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 18, 2019",,Hardcover,view,/book/show/43263680-ninth-house
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Edith Vane and the Hares of Crawley Hall,"Mayr, Suzette",1552453499,9781552453490,1552453499,203        pp,3.60,358,"May 16, 2017","May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 18, 2019",,Paperback,view,/book/show/31944733-dr-edith-vane-and-the-hares-of-crawley-hall
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Air: The Complete Season 1,"Bond, Gwenda*",,9781682105139,,457        pp,4.08,105,"Oct 03, 2018","Oct 03, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Excellent character development, a solid mystery, and an interesting Serialesque podcast framework.",Notes are private!,0,2,1,not set,"Sep 23, 2019","Sep 25, 2019",,ebook,view (with text),/book/show/40490159-dead-air
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Deaths of Evelyn Hardcastle,"Turton, Stuart*",,,1408889560,505        pp,3.83,"374,915","Feb 08, 2018","Feb 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 20, 2019",,Hardcover,view,/book/show/35967101-the-seven-deaths-of-evelyn-hardcastle
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Debt to Pleasure,"Lanchester, John",0312420366,9780312420369,0312420366,272        pp,3.74,"2,984",1996,"Dec 07, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2019",,Paperback,view,/book/show/169510.The_Debt_to_Pleasure
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Song for a New Day,"Pinsker, Sarah*",1984802593,,B07L7TLT9G,384        pp,3.97,"4,333","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Sep 11, 2019",,Kindle Edition,view,/book/show/43401925-a-song-for-a-new-day
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Transmissions: The Secret History of Science Fiction and Fantasy,"Boskovich, Desirina*",1419734652,9781419734656,1419734652,276        pp,3.68,173,"Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2019",,Hardcover,view,/book/show/43909008-lost-transmissions
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,946","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 23, 2019",,Hardcover,view,/book/show/40597810-daisy-jones-the-six
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Toll,"Priest, Cherie*",076537823X,9780765378231,076537823X,336        pp,3.42,"3,357","Jul 09, 2019","Jul 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite kind of creepy. Also, I love the Spratford cousins.",Notes are private!,0,1,2,"Aug 03, 2019not set","Aug 06, 2019not set","Aug 06, 2019",,Paperback,view (with text),/book/show/41555927-the-toll
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebel Girls,"Keenan, Elizabeth",,,,384        pp,3.64,576,"Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2019",,Hardcover,view,/book/show/37021699-rebel-girls
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,183","Mar 24, 2020","Mar 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I started this in audio and wasn't quite feeling it. When I picked it up again in print, I got as far as the office chorus chapter, which is where I fI started this in audio and wasn't quite feeling it. When I picked it up again in print, I got as far as the office chorus chapter, which is where I fell for it. ...more",Notes are private!,0,5,1,not set,"Oct 04, 2020","Jul 25, 2019",,Hardcover,view (with text),/book/show/45754981-the-glass-hotel
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is How You Lose the Time War,"El-Mohtar, Amal*",,,,209        pp,3.91,"205,633","Jul 16, 2019","Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 18, 2019",,Kindle Edition,view,/book/show/43352954-this-is-how-you-lose-the-time-war
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ninth Step Station: The Complete Season 1        (Ninth Step Station #1.1-1.10),"Older, Malka Ann*",,,B07MLXLVBX,329        pp,3.93,273,"Apr 13, 2019","Apr 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2019",,Kindle Edition,view,/book/show/43805840-ninth-step-station
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Storm of Locusts        (The Sixth World, #2)","Roanhorse, Rebecca*",1534413529,9781534413528,1534413529,313        pp,4.19,"10,668","Apr 23, 2019","Apr 23, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2019",,Hardcover,view,/book/show/37920490-storm-of-locusts
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Library of the Unwritten        (Hell's Library, #1)","Hackwith, A.J.*",1984806378,9781984806376,1984806378,375        pp,3.82,"22,297","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2019",,Paperback,view,/book/show/43667481-the-library-of-the-unwritten
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Destroy All Monsters,"Miller, Sam J.*",0062456741,9780062456748,0062456741,400        pp,3.55,622,"Jul 02, 2019","Jul 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 16, 2019",,Hardcover,view,/book/show/42118011-destroy-all-monsters
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future of Another Timeline,"Newitz, Annalee*",0765392100,9780765392107,0765392100,352        pp,3.74,"8,368","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Oct 15, 2019","Oct 18, 2019","Jul 16, 2019",,Hardcover,view,/book/show/43263237-the-future-of-another-timeline
