,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Marcy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfect Tunes,"Gould, Emily*",1501197495,9781501197499,1501197495,288        pp,3.16,"3,194","Apr 14, 2020","Apr 14, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 03, 2020",,Hardcover,view,/book/show/52961993-perfect-tunes
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tree of Cats,"Avery, Ellis",B08LP21J6V,,,273        pp,4.60,10,"Oct 25, 2020",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Oct 24, 2020",,Kindle Edition,view,/book/show/55778510-tree-of-cats
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls from Corona del Mar,"Thorpe, Rufi*",0385351968,9780385351966,0385351968,256        pp,3.58,"7,044",2014,"Jul 08, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Oct 14, 2020",,Hardcover,view,/book/show/18518285-the-girls-from-corona-del-mar
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Know My Name,"Miller, Chanel",0735223718,9780735223714,,384        pp,4.71,"199,556","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,not set,not set,"Oct 10, 2020",,ebook,view,/book/show/50196744-know-my-name
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monogamy,"Miller, Sue",006296965X,9780062969651,006296965X,338        pp,3.51,"23,477","Sep 08, 2020","Sep 08, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Sep 28, 2020",,Hardcover,view,/book/show/49398039-monogamy
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mother Daughter Widow Wife,"Wasserman, Robin*",1982139498,9781982139490,1982139498,327        pp,3.18,"1,335","Jul 07, 2020","Jul 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 22, 2020",,Hardcover,view,/book/show/52760151-mother-daughter-widow-wife
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With or Without You,"Leavitt, Caroline*",1616207795,9781616207793,1616207795,288        pp,3.65,"1,987","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With Or Without You is a real melodrama. This is good thing! Caroline Leavitt writes real life so well. A fight between married couple Simon and StellWith Or Without You is a real melodrama. This is good thing! Caroline Leavitt writes real life so well. A fight between married couple Simon and Stella is so uncomfortable, opening the novel, that I felt my skin prickling. And then, the dynamic changes when Stella goes into a coma. And wow, the writing, what it is like to come out a coma. Stella compulsively drawing circles in her notebook. I felt like I knew and understand and cared about all of the characters, who all had their own points of view: Stella, Simon, and Libby, the doctor who is Stella's best friend and gets a little bit too close to the situation. In a summer where it is hard to read books, I found With or Without You a pleasure to read. ...more",Notes are private!,0,8,1,not set,not set,"Aug 20, 2020",,Hardcover,view (with text),/book/show/50931741-with-or-without-you
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Knockout Queen,"Thorpe, Rufi*",,,,277        pp,3.70,"11,826","Apr 28, 2020","Apr 28, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love it when a novel takes me places I do not expect to go. Rufi Thorpe's Knockout Queen kept on surprising me -- and once I started I just wanted tI love it when a novel takes me places I do not expect to go. Rufi Thorpe's Knockout Queen kept on surprising me -- and once I started I just wanted to read this book. Now, I am sad to be finished. ...more",Notes are private!,0,6,1,not set,not set,"Aug 09, 2020",,Hardcover,view (with text),/book/show/50852136-the-knockout-queen
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,181","Dec 31, 2019","Dec 31, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Genuinely enjoyed reading this. In a pandemic so that gives Kiley Reid's novel extra points. The opening chapter -- which set off the whole narrative Genuinely enjoyed reading this. In a pandemic so that gives Kiley Reid's novel extra points. The opening chapter -- which set off the whole narrative was so incredible -- and I love the honesty of Emira's voice. How young and real she was to me. ...more,Notes are private!,0,13,1,not set,not set,"May 01, 2020",,Hardcover,view (with text),/book/show/43923951-such-a-fun-age
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Egg,"Fitzgerald, Laura Marx*",0803740018,9780803740013,0803740018,247        pp,4.01,"6,891","Mar 01, 2014","Mar 18, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Apr 16, 2020",,Hardcover,view,/book/show/18060008-under-the-egg
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writers & Lovers,"King, Lily*",,,,320        pp,4.02,"142,111","Mar 03, 2020",2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Apr 06, 2020",,Hardcover,view,/book/show/45289222-writers-lovers
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Phantom Twin,"Brown, Lisa*",1626729255,9781626729254,1626729255,208        pp,3.67,"2,574","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love the drawings so much. The very concept of this story is so eerie and good. The Siamese twin who dies but doesn't go away. I bought this book foI love the drawings so much. The very concept of this story is so eerie and good. The Siamese twin who dies but doesn't go away. I bought this book for my ten year old daughter, but it was much too creepy for her. Just write for me. ...more",Notes are private!,0,1,1,not set,not set,"Mar 15, 2020",,Hardcover,view (with text),/book/show/44280834-the-phantom-twin
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weather,"Offill, Jenny*",0385351100,9780385351102,0385351100,208        pp,3.56,"36,096","Feb 11, 2020","Feb 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jenny Offill is writing about climate change but she is doing it through characters and small moments. Short paragraphs, surrounded by white space. KiJenny Offill is writing about climate change but she is doing it through characters and small moments. Short paragraphs, surrounded by white space. Kids who are growing up now who need to be protected. Eli and baby Irish. I think I will reread it to see how Offill put the pieces together. The book almost made me think of Mary Robison, a writing professor I had in graduate school. I sent her an email this morning. ...more",Notes are private!,0,11,1,not set,not set,"Feb 22, 2020",,Hardcover,view (with text),/book/show/37506228-weather
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sabrina & Corina,"Fajardo-Anstine, Kali*",,,,224        pp,4.20,"13,230","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2020",not set,"Feb 16, 2020",,Hardcover,view,/book/show/40236964-sabrina-corina
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run Me to Earth,"Yoon, Paul",1501154044,9781501154041,1501154044,272        pp,3.69,"3,186","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 13, 2020",not set,"Feb 13, 2020",,Hardcover,view,/book/show/46221896-run-me-to-earth
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,180","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2020",,Kindle Edition,view,/book/show/41081373-girl-woman-other
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Penderwicks in Spring        (The Penderwicks, #4)","Birdsall, Jeanne",0375870776,9780375870774,0375870776,339        pp,4.41,"10,926","Mar 24, 2015","Mar 24, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finished this book with my daughter Nina last night. We stayed up late because we had to read it to the end and I have to admit that I found myself crFinished this book with my daughter Nina last night. We stayed up late because we had to read it to the end and I have to admit that I found myself crying while Batty finally, finally told her secret to her father. It had a knot in my stomach for most of the book, worrying about Batty who I found myself loving so much. I was so sad about Hound. (Actually the beginning of the book made Nina cry). And then so upset for Batty believing what she did about having killed her mother. And Lydia made me laugh, always talking about her dead gerbil in the box. I have loved all of the Penderwick books so far but this was my favorite. ...more",Notes are private!,0,2,1,not set,not set,"Feb 03, 2020",,Hardcover,view (with text),/book/show/22693811-the-penderwicks-in-spring
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deep Creek: Finding Hope in the High Country,"Houston, Pam*",039335766X,9780393357660,039335766X,320        pp,4.33,"4,683","Jan 29, 2019","Jan 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Deep Creek was my impulse purchase this weekend and it was just the right book. Pam Houston's story is so fascinating. Her love for the beauty of thisDeep Creek was my impulse purchase this weekend and it was just the right book. Pam Houston's story is so fascinating. Her love for the beauty of this planet in the midst of climate change is thoughtful and sincere. The essay about the forest fires that almost destroy her ranch is terrifying -- and makes me think of Australia, currently on fire. It's about how to be a writer. How to live. Survive a horrible childhood. The prose is so clean and effective. I also wish I had bought a ranch with book money right away, a house traveled around the world when I sold my first book. Inspires me to think differently about how to move forward....more",Notes are private!,0,1,1,not set,not set,"Jan 21, 2020",,Paperback,view (with text),/book/show/45894054-deep-creek
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Write an Autobiographical Novel,"Chee, Alexander*",1328764524,9781328764522,1328764524,277        pp,4.40,"11,087","Apr 17, 2018","Apr 17, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 17, 2020",,Paperback,view,/book/show/35721123-how-to-write-an-autobiographical-novel
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dominicana,"Cruz, Angie",125020593X,9781250205933,125020593X,323        pp,4.11,"34,508","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So easy to get caught up in the story of Ana Ruiz, a fifteen year old girl married off to a much older man and sent off to America. The day to day reaSo easy to get caught up in the story of Ana Ruiz, a fifteen year old girl married off to a much older man and sent off to America. The day to day reality of living in a new country, not speaking the country, being afraid to go outside, longing for and also dreading the return on her husband. Feeding the pigeons on the kitchen window sill. The betrayal of the her first friend in New York Marisela. I took it hard. The joy of cooking Dominincan food and selling it to factory workers, taking English classes, making a life, falling in love. Angie Cruz creates characters that were real to me and I will Ana. ...more",Notes are private!,0,3,1,"Jan 10, 2020","Jan 13, 2020","Jan 10, 2020",,Hardcover,view (with text),/book/show/43263696-dominicana
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,457",1868,"Apr 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a book that I read over and over again when I was young. At a certain point, I just started opening it in random places and rereading. I just This is a book that I read over and over again when I was young. At a certain point, I just started opening it in random places and rereading. I just the Greta Gerwig film adaptation and it felt like I gift, bringing my memories of the book to the screen, creating these beautiful scenes and moments. It made me happy. ...more",Notes are private!,0,5,1,not set,not set,"Dec 26, 2019",,Paperback,view (with text),/book/show/1934.Little_Women
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Want,"Strong, Lynn Steger*",1250247543,9781250247544,1250247543,209        pp,3.37,"8,239","Jul 07, 2020","Jul 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Dec 26, 2019",,Hardcover,view,/book/show/44009968-want
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red at the Bone,"Woodson, Jacqueline*",0525535276,9780525535270,0525535276,196        pp,3.98,"78,229","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2019",,Hardcover,view,/book/show/43697186-red-at-the-bone
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mistress's Daughter,"Homes, A.M.*",0670038385,9780670038381,0670038385,238        pp,3.30,"4,352",2007,"Apr 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Memoirs are so strange to me. Here are writers, laying out their lives for you to read. This is me. As a writer of fiction, I wonder why do it? Where Memoirs are so strange to me. Here are writers, laying out their lives for you to read. This is me. As a writer of fiction, I wonder why do it? Where do you get to hide? How do your protect your family. Maybe it is the book that needs to be written. Maybe to make the money. The story of A.M. Homes finding her adoptive parents is incredibly fascinating, but it's funny. Because this book is a memoir, I felt like too much information was being withheld. I felt like the author was actually trying to protect her privacy and because this was a memoir, that isn't quite fair. I remember reading A.M. stories, right out college, and they blew me away, were stories that I wanted to write. It could just be that I am a fiction junkie. ...more",Notes are private!,0,3,2,not setnot set,not setnot set,"Nov 21, 2019",,Hardcover,view (with text),/book/show/29412.The_Mistress_s_Daughter
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Bird,"Palacio, R.J.",0525645551,,B07JYF58SD,220        pp,4.50,"20,661","Sep 03, 2019","Oct 01, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Nov 15, 2019",,Hardcover,view,/book/show/42898923-white-bird
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shadow King,"Mengiste, Maaza",039308356X,9780393083569,039308356X,448        pp,3.68,"13,378","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2019",,Hardcover,view,/book/show/43726511-the-shadow-king
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Topics of Conversation,"Popkey, Miranda*",0525656286,9780525656289,0525656286,224        pp,2.82,"9,134","Jan 07, 2020","Jan 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 06, 2019",,Hardcover,view,/book/show/45754997-topics-of-conversation
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jetsetters,"Ward, Amanda Eyre*",039918189X,9780399181894,039918189X,352        pp,3.08,"53,452","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I always feel terrible for people who are miserable in beautiful places. Enter the Perkins on their Jetsetter cruise. I loved/felt various degrees of I always feel terrible for people who are miserable in beautiful places. Enter the Perkins on their Jetsetter cruise. I loved/felt various degrees of compassion for all of Amanda Eyre Ward's troubled characters. I have always been wary about the idea of taking a cruise and this book did nothing to dispel my fears. A fun book to read and that is a wonderful thing. ...more,Notes are private!,0,2,1,not set,not set,"Oct 26, 2019",,Hardcover,view (with text),/book/show/45754807-the-jetsetters
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unsheltered,"Kingsolver, Barbara",0062865501,9780062865502,,unknown,3.64,"65,042","Oct 16, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 08, 2019",not set,"Oct 08, 2019",,Audiobook,view,/book/show/37959904-unsheltered
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,174","Mar 24, 2020","Mar 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Oct 06, 2019",,Hardcover,view,/book/show/45754981-the-glass-hotel
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",0062913484,9780062913487,,288        pp,3.96,"183,992","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a long time Kevin Wilson fan. This picture was so good. I think I will think about Bessie and Roland, when they get frighten, neglected, angry, tI am a long time Kevin Wilson fan. This picture was so good. I think I will think about Bessie and Roland, when they get frighten, neglected, angry, they burst into flames. I think I will be able to imagine the fire burning in my daughter's chest the next time she gets upset with me. And oh do I have strong feelings about Madison, the best friend who takes advantage of Lillian in boarding school and then elbows her, years later, in a friendly game of one and one. ""With friends like these, who needs friends."" This was a line from Rushmore, the movie I think, that applies to Madison. The kind of book you want to keep reading and feel sad when it ends. ...more",Notes are private!,0,7,1,not set,not set,"Sep 25, 2019",,ebook,view (with text),/book/show/42519313-nothing-to-see-here
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Separation Anxiety,"Zigman, Laura",006290907X,9780062909077,006290907X,288        pp,3.34,"8,401","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Sep 18, 2019","Sep 30, 2019","Sep 18, 2019",,Hardcover,view,/book/show/45859492-separation-anxiety
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559736,9780525559733,0525559736,307        pp,3.52,"190,967","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 04, 2019","Sep 18, 2019","Sep 04, 2019",,Hardcover,view,/book/show/42815544-bunny
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Panic: Dispatches from an Anxious Life,"Stern, Amanda*",1538711923,9781538711927,1538711923,400        pp,3.96,"1,233","Jun 19, 2018","Jun 19, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wha a brave and honest book. Amanda Stern writes about what it is like to be like a child like no one else. I gained a whole new level of compassion. Wha a brave and honest book. Amanda Stern writes about what it is like to be like a child like no one else. I gained a whole new level of compassion. I learned that her Happy Ending Reading Series, where I once took a risk and rode a unicycle, was Amanda's secret garden. I learned about a secret garden in the Village that I wish that I could go to. I feel so sad about Frankie and her childhood house on MacDougal St being sold, a house that I never went into. This book made me feel like I was there....more",Notes are private!,0,7,1,"Aug 15, 2019","Aug 18, 2019","Aug 15, 2019",,Hardcover,view (with text),/book/show/36204878-little-panic
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sugar House,"White, Antonia",1844083799,9781844083794,1844083799,257        pp,3.88,282,1952,"Aug 03, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jul 21, 2019",,Paperback,view,/book/show/1321701.The_Sugar_House
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Traveller,"White, Antonia",0919630375,,,314        pp,4.00,316,1950,1981,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jul 21, 2019",,Paperback,view,/book/show/23361250-the-lost-traveller
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Make Your Home Among Strangers,"Crucet, Jennine Capó*",1250059666,9781250059666,1250059666,388        pp,3.74,"3,714","Aug 04, 2015","Aug 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 19, 2019",,Hardcover,view,/book/show/23014702-make-your-home-among-strangers
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,684","Sep 24, 2019","Sep 24, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jul 01, 2019",,Hardcover,view,/book/show/44318414-the-dutch-house
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last of Her Kind,"Nunez, Sigrid",0312425945,9780312425944,0312425945,391        pp,3.82,"2,590","Dec 27, 2005","Dec 12, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jul 01, 2019",,Paperback,view,/book/show/10156.The_Last_of_Her_Kind
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Bright River,"Moore, Liz*",0525540679,9780525540670,0525540679,482        pp,4.04,"108,530","Jan 07, 2020","Jan 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 17, 2019","Jun 21, 2019","Jun 17, 2019",,Hardcover,view,/book/show/43834909-long-bright-river
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unwilling        (The Barrier Lands #1),"Braffet, Kelly*",1488055394,9781488055393,,400        pp,3.46,"1,896","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2019",,ebook,view,/book/show/45308039-the-unwilling
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Costalegre,"Maum, Courtney*",1947793365,9781947793361,1947793365,240        pp,3.33,"1,512","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Courtney Maum takes us into this other world, where 15-year-old Lara lives in a world of eccentric artists escaping World War II. Hitler, we learned, Courtney Maum takes us into this other world, where 15-year-old Lara lives in a world of eccentric artists escaping World War II. Hitler, we learned, made terrible water colors. And Lara wants to paint and to be loved and to have a door to her room. ...more",Notes are private!,0,6,1,not set,not set,"Jun 06, 2019",,Hardcover,view (with text),/book/show/41827075-costalegre
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",0571334644,9780571334643,0571334644,266        pp,3.81,"1,385,504","Aug 28, 2018","Aug 28, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jun 06, 2019",,Hardcover,view,/book/show/37539457-normal-people
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women Talking,"Toews, Miriam",1635572584,9781635572582,1635572584,216        pp,3.62,"57,610","Aug 21, 2018","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 27, 2019","Sep 04, 2019","Apr 27, 2019",,Hardcover,view,/book/show/40046077-women-talking
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dope,"Gran, Sara*",0425214362,9780425214367,0425214362,243        pp,3.67,"2,059","Feb 02, 2006","Feb 06, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book in one of those little free libraries while randomly taking a walk in my neighborhood. I love finding book this way. Treasures. ThisI found this book in one of those little free libraries while randomly taking a walk in my neighborhood. I love finding book this way. Treasures. This book was so bleak and powerful and strong and I felt like Sara Gran was playing me, just the way Joe was played, because I never saw what was coming. And the sentences were so beautiful and Joe was beautiful, the way she looked for Nadine when no one else cared and what she found. Such a good book. ...more",Notes are private!,0,1,1,not set,not set,"Apr 22, 2019",,Paperback,view (with text),/book/show/525677.Dope
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leavers,"Ko, Lisa*",1616206888,9781616206888,1616206888,396        pp,3.89,"47,125","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 17, 2019","Apr 27, 2019","Apr 17, 2019",,Hardcover,view,/book/show/30753987-the-leavers
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patsy,"Dennis-Benn, Nicole *",1631495631,9781631495632,1631495631,419        pp,3.92,"11,166","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2019",,Hardcover,view,/book/show/41817523-patsy
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phantoms,"Kiefer, Christian*",0871404818,9780871404817,0871404818,288        pp,4.14,479,"Apr 09, 2019","Apr 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Christian Kiefer's PHANTOMS tells a story I haven't read in fiction before, giving us a Japanese family forced to leave there home and live in an inteChristian Kiefer's PHANTOMS tells a story I haven't read in fiction before, giving us a Japanese family forced to leave there home and live in an interment camp at the end of World War II. And this is what I love about fiction, a writer taking me some place I haven't imagined before. The opening chapter, about a soldier, a young man -- both American and Japanese, a soldier -- returning to the home that he has been exiled from, is poignant and riveting and truly heartbreaking. The narrative takes off in interesting ways from there.. ...more",Notes are private!,0,9,1,"Apr 06, 2019","May 06, 2019","Apr 06, 2019",,Hardcover,view (with text),/book/show/40180041-phantoms
