,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Time,"Hawking, Stephen",0553380168,9780553380163,,226        pp,4.21,"432,051",Sep 1988,Sep 1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/3869.A_Brief_History_of_Time
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blank Slate: The Modern Denial of Human Nature,"Pinker, Steven*",0142003344,9780142003343,0142003344,560        pp,4.09,"24,413",2002,"Aug 26, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/5752.The_Blank_Slate
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memories, Dreams, Reflections","Jung, Carl",0679723951,9780679723950,0679723951,430        pp,4.16,"34,231",1962,Apr 1989,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/612188.Memories_Dreams_Reflections
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Man and His Symbols,"Jung, Carl",0440351839,9780440351832,0440351839,415        pp,4.19,"28,810",1964,"Sep 01, 1968",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/123632.Man_and_His_Symbols
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,"Sacks, Oliver",,,,243        pp,4.06,"221,598",1985,"Apr 02, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Self-Reliance and Other Essays,"Emerson, Ralph Waldo",0486277909,9780486277905,0486277909,117        pp,4.12,"18,962",1844,"Oct 13, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/123845.Self_Reliance_and_Other_Essays
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Autobiography of Benjamin Franklin,"Franklin, Benjamin",0743255062,9780743255066,0743255062,143        pp,3.85,"85,017",1791,"Jan 06, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/52309.The_Autobiography_of_Benjamin_Franklin
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Decline and Fall of the Roman Empire,"Gibbon, Edward",,,,"1,312        pp",4.02,"14,638",Feb 1776,"Aug 12, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/19400.The_Decline_and_Fall_of_the_Roman_Empire
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maus I: A Survivor's Tale: My Father Bleeds History        (Maus, #1)","Spiegelman, Art",0394541553,9780394541556,0394541553,159        pp,4.38,"334,119","Aug 12, 1986","Jan 01, 1991",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/15196.Maus_I
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mayflower: A Story of Courage, Community, and War","Philbrick, Nathaniel*",0670037605,9780670037605,0670037605,461        pp,3.88,"43,607","May 09, 2006","May 09, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/4820.Mayflower
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wordy Shipmates,"Vowell, Sarah",1594489998,9781594489990,1594489998,272        pp,3.68,"23,745","Oct 07, 2008","Oct 07, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/2845287-the-wordy-shipmates
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadow Divers,"Kurson, Robert*",0345482476,9780345482471,0345482476,397        pp,4.35,"31,626","Jun 29, 2004","May 31, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/657500.Shadow_Divers
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Term Limits,"Flynn, Vince",0671023187,9780671023188,0671023187,612        pp,4.33,"36,404","Dec 31, 1997","Jul 01, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/85392.Term_Limits
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Key to Rebecca,"Follett, Ken*",,,0451207793,352        pp,3.95,"38,557",1980,"Feb 04, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/41689.The_Key_to_Rebecca
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Storm Rising,"Clancy, Tom",0394298667,9780394298665,0394298667,unknown,4.20,"79,958","Aug 28, 1986","Sep 13, 1988",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Audio Cassette,view,/book/show/318525.Red_Storm_Rising
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Country for Old Men,"McCarthy, Cormac",,,,309        pp,4.16,"200,207","Jul 19, 2005","Jul 11, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/12497.No_Country_for_Old_Men
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Templar Legacy        (Cotton Malone, #1)","Berry, Steve*",0345476166,9780345476166,0345476166,511        pp,3.84,"53,353","Feb 21, 2006","Feb 21, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/75024.The_Templar_Legacy
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memorial Day        (Mitch Rapp, #7)","Flynn, Vince",1416548009,9781416548003,1416548009,608        pp,4.32,"49,342","May 04, 2004","Apr 24, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/184657.Memorial_Day
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunt for Red October        (Jack Ryan, #3)","Clancy, Tom",0425172902,9780425172902,0425172902,432        pp,4.11,"374,586","Oct 28, 1984","Oct 15, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/19691.The_Hunt_for_Red_October
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Dragon        (Hannibal Lecter, #1)","Harris, Thomas",,,,454        pp,4.06,"333,336",Oct 1981,"May 22, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/28877.Red_Dragon
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Princess of Mars        (Barsoom, #1)","Burroughs, Edgar Rice",0143104888,9780143104889,0143104888,186        pp,3.81,"57,579","Feb 07, 1912","Jan 30, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/40395.A_Princess_of_Mars
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Difference Engine,"Gibson, William",055329461X,9780553294613,055329461X,429        pp,3.46,"22,080",Sep 1990,Feb 1992,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/337116.The_Difference_Engine
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Golden Shadow        (Otherland, #1)","Williams, Tad*",0886777631,9780886777630,B00217NM78,780        pp,3.93,"27,687","Dec 05, 1996",1998,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/28695.City_of_Golden_Shadow
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of Light,"Zelazny, Roger",0060567236,9780060567231,0060567236,296        pp,4.06,"33,070",1967,"Mar 30, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/13821.Lord_of_Light
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightfall,"Asimov, Isaac",0553290991,9780553290998,0553290991,339        pp,4.06,"37,107","Sep 01, 1941","Jan 27, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/99245.Nightfall
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have Space Suit—Will Travel,"Heinlein, Robert A.",1416505490,9781416505495,1416505490,276        pp,3.92,"30,194",Sep 1958,"Feb 08, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/20417.Have_Space_Suit_Will_Travel
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Hymn Before Battle        (Posleen War, #1)","Ringo, John",1416533214,9781416533214,1416533214,474        pp,4.03,"13,393",Oct 2000,May 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/528362.A_Hymn_Before_Battle
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"On Basilisk Station        (Honor Harrington, #1)","Weber, David",1416509372,9781416509370,1416509372,464        pp,4.13,"46,646",1993,"Jul 26, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/35921.On_Basilisk_Station
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Dr. Moreau,"Wells, H.G.",0553214322,9780553214321,B006U1QDWM,160        pp,3.73,"120,954",1896,"Mar 31, 1999",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Unknown Binding,view,/book/show/29981.The_Island_of_Dr_Moreau
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lathe of Heaven,"Le Guin, Ursula K.",0060512741,9780060512743,0060512741,176        pp,4.12,"73,973",May 1971,"Aug 19, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/59924.The_Lathe_of_Heaven
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,World War Z: An Oral History of the Zombie War,"Brooks, Max*",0307346609,9780307346605,0307346609,342        pp,4.02,"525,663","Sep 12, 2006","Sep 12, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/8908.World_War_Z
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Out of the Silent Planet        (The Space Trilogy, #1)","Lewis, C.S.",0007157150,9780007157150,0007157150,160        pp,3.93,"94,892",1938,"Jan 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/25350.Out_of_the_Silent_Planet
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dirk Gently's Holistic Detective Agency        (Dirk Gently, #1)","Adams, Douglas",,,,306        pp,3.97,"140,361","May 15, 1987","Jan 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cryptonomicon        (Crypto, #1)","Stephenson, Neal*",,,,"1,152        pp",4.24,"112,208",May 1999,"Nov 05, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/816.Cryptonomicon
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Twenty Thousand Leagues Under the Sea        (Captain Nemo, #2)","Verne, Jules",076072850X,9780760728505,076072850X,269        pp,3.89,"253,420","Mar 20, 1869","Apr 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Canticle for Leibowitz        (St. Leibowitz, #1)","Miller Jr., Walter M.",0060892994,9780060892999,0060892994,334        pp,3.98,"109,557",Oct 1959,"May 09, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/164154.A_Canticle_for_Leibowitz
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crying of Lot 49,"Pynchon, Thomas",006091307X,9780060913076,006091307X,152        pp,3.69,"86,788",1966,"Nov 07, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/2794.The_Crying_of_Lot_49
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,594","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/4981.Slaughterhouse_Five
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2001: A Space Odyssey,"Clarke, Arthur C.",,,,297        pp,4.17,"313,506","Apr 28, 1968","Sep 01, 2000",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/70535.2001
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian Chronicles,"Bradbury, Ray",0553278223,9780553278224,B00LNVWRG0,182        pp,4.15,"262,094","May 04, 1950","Jun 01, 1984",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Mass Market Paperback,view,/book/show/76778.The_Martian_Chronicles
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I, Robot        (Robot, #0.1)","Asimov, Isaac",0553803700,9780553803709,0553803700,224        pp,4.21,"346,439","Dec 02, 1950",Jun 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/41804.I_Robot
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Machine,"Wells, H.G.",,,,118        pp,3.90,"519,070",1895,"Oct 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/2493.The_Time_Machine
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poetics,Aristotle,0140446362,9780140446364,0140446362,62        pp,3.83,"25,656",-335,"Sep 26, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/13270.Poetics
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rime of the Ancient Mariner and Other Poems,"Coleridge, Samuel Taylor",,,,76        pp,3.94,"3,604",1799,"Sep 18, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/19178.The_Rime_of_the_Ancient_Mariner_and_Other_Poems
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Poetry and Selected Prose,"Donne, John",0375757341,9780375757341,0375757341,736        pp,4.25,"3,822",1929,"Aug 14, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/134018.The_Complete_Poetry_and_Selected_Prose
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Poems,"Marvell, Andrew",0140424571,9780140424577,0140424571,336        pp,4.00,"1,706",1872,"Nov 29, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/361018.The_Complete_Poems
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Poems and Prose,"Hopkins, Gerard Manley",0140420150,9780140420159,0140420150,260        pp,4.24,"3,115",1953,"Dec 30, 1953",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/341340.Poems_and_Prose
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essays,"Bacon, Francis",0140432167,9780140432169,0140432167,288        pp,3.82,"4,289","Jan 01, 1597","Jan 07, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/677923.The_Essays
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sartor Resartus,"Carlyle, Thomas",0192836730,9780192836731,0192836730,320        pp,3.62,"1,074",1834,"Aug 03, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/52998.Sartor_Resartus
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sir Gawain and the Green Knight, Pearl, Cleanness, Patience",Unknown,0460875108,9780460875103,0460875108,320        pp,4.08,"5,607",1400,2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/100393.Sir_Gawain_and_the_Green_Knight_Pearl_Cleanness_Patience
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goblin Market: A Tale of Two Sisters,"Rossetti, Christina",0811816494,9780811816496,0811816494,70        pp,4.09,"14,719",1862,"Jan 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/430788.Goblin_Market
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lyrical Ballads,"Wordsworth, William",0140424628,9780140424621,B01EKIF872,118        pp,3.94,"12,392",1798,Jun 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/112110.Lyrical_Ballads
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete English Poems,"Donne, John",0140422099,9780140422092,0140422099,688        pp,4.15,"9,771",1633,"Aug 25, 1977",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/134025.The_Complete_English_Poems
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Poems,"Byron, Lord",0140424504,9780140424508,0140424504,864        pp,4.06,"14,349",1848,"Apr 25, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/119239.Selected_Poems
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Poems,"Keats, John",0679601082,9780679601081,0679601082,416        pp,4.25,"23,674",1820,"Apr 26, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Hardcover,view,/book/show/138134.The_Complete_Poems
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songs of Innocence and of Experience,"Blake, William",1420925806,9781420925807,1420925806,56        pp,4.09,"48,860",1794,"Jan 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/171547.Songs_of_Innocence_and_of_Experience
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Collected Poems,"Larkin, Philip",0374529205,9780374529208,0374529205,240        pp,4.21,"8,714",1988,"Apr 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/111879.Collected_Poems
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Poems,"Stevens, Wallace",0679726691,9780679726692,0679726691,560        pp,4.27,"11,384",1954,"Feb 19, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/75504.The_Collected_Poems
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poetry of Robert Frost,"Frost, Robert",0805005013,9780805005011,0805005013,607        pp,4.24,"47,842",1969,"Mar 15, 1979",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/95819.The_Poetry_of_Robert_Frost
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waste Land and Other Poems,"Eliot, T.S.",015694877X,9780156948777,B000H4EXMU,88        pp,4.22,"68,899",1922,"Aug 04, 1958",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/400412.The_Waste_Land_and_Other_Poems
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Poems of Emily Dickinson,"Dickinson, Emily",,,,716        pp,4.27,"97,716",1890,"Jan 30, 1976",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 30, 2012",,Paperback,view,/book/show/112204.The_Complete_Poems_of_Emily_Dickinson
