,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Connie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Light,"O'Connor, Joseph",0436205718,9780436205712,0436205718,256        pp,3.49,"1,759","Nov 10, 2010","Jul 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/7845977-ghost-light
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jitney,"Wilson, August",1585673706,9781585673704,1585673706,96        pp,4.10,"1,008","Nov 12, 2001","Jan 15, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Jitney"" is part of Wilson's ""Century Cycle,"" a group of ten plays about the African-American experience, with each play defining a decade of the 20th""Jitney"" is part of Wilson's ""Century Cycle,"" a group of ten plays about the African-American experience, with each play defining a decade of the 20th Century. He wrote ""Jitney"" in 1979, and it was performed in 1982. It was revised later into a longer work.Set in the 1970s, the play is staged in a jitney station with a pay phone in Pittsburgh's Hill District. A jitney station is a gypsy cab company where people call in to request a ride before the days of Uber. Other phone calls come from family members or to place bets on the numbers.Becker, the owner of the jitney business, has been told that the building will be boarded up for urban renewal. There will be a loss of black businesses, homes, and jobs so everyone is nervous about the future. There are also problems confronting returning military veterans and released prisoners. Misunderstandings and relationship problems also occur. ""Jitney"" is a well-written play with lots of food for thought....more",Notes are private!,0,22,1,"Aug 26, 2023","Aug 29, 2023","Aug 23, 2023",,Paperback,view (with text),/book/show/764327.Jitney
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kings of the Yukon: One Summer Paddling Across the Far North,"Weymouth, Adam",0316396702,9780316396707,0316396702,288        pp,4.09,"1,208","May 15, 2018","May 15, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Hardcover,view,/book/show/36262373-kings-of-the-yukon
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"New and Selected Poems, Volume One","Oliver, Mary",0807068772,9780807068779,0807068772,255        pp,4.55,"13,447",1992,"Apr 15, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2023",,Paperback,view,/book/show/770591.New_and_Selected_Poems_Volume_One
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hannah's War,"Eliasberg, Jan*",0316537446,9780316537445,0316537446,312        pp,3.79,"3,578","Mar 03, 2020","Mar 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dr Hannah Weiss, an Austrian Jew who escaped from Nazi Germany, loves her work in science but has ethical concerns about the atomic bomb being developDr Hannah Weiss, an Austrian Jew who escaped from Nazi Germany, loves her work in science but has ethical concerns about the atomic bomb being developed in 1945 Los Alamos. A petition had been circulated about the danger of the weapon, leading the OSS to send investigators to determine if information was being leaked to the Nazis. Major Jack Delaney was sent to interrogate Hannah, and she finds that he is also hiding secrets about his past.The story switches from Los Alamos, New Mexico to Nazi Germany in flashbacks. Hannah had not received the recognition she deserved in Germany before she defected because she was a woman and a Jew.The book is a riveting story written by screenwriter Jan Eliasberg, and would be a wonderful film. Hannah and Jack are playing a cat and mouse game as secrets about their identities are slowly revealed, and they try to ignore their mutual attraction. Although the two main characters are fictional, there are real supporting characters such as Dr J. Robert Oppenheimer. ""Hannah's War"" is a page-turner about the race to build the bomb, and the hope that it would never have to be used....more",Notes are private!,0,13,1,"Sep 22, 2023","Sep 26, 2023","Aug 16, 2023",,Paperback,view (with text),/book/show/51198337-hannah-s-war
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lark Ascending,"House, Silas*",1643753932,9781643753935,1643753932,304        pp,4.16,"3,625","Sep 27, 2022","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Paperback,view,/book/show/64005974-lark-ascending
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"225,483","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2023",,Hardcover,view,/book/show/127305853-the-women
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chenneville,"Jiles, Paulette*",0063252708,9780063252707,,320        pp,4.16,"3,972","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2023",,ebook,view,/book/show/112975136-chenneville
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel Cuba,"Hamburger, Aaron*",,,B0B8DCX1H3,384        pp,3.97,"1,001","May 02, 2023","May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2023",,Paperback,view,/book/show/57979427-hotel-cuba
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness Falls,"Kim, Angie*",0593730631,9780593730638,0593730631,400        pp,3.76,"47,093","Aug 29, 2023","Sep 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eugene Parkson came running home from the park with bloodstains and dirt on his clothes. The neurodiverse 14-year-old boy had gone to the park with hiEugene Parkson came running home from the park with bloodstains and dirt on his clothes. The neurodiverse 14-year-old boy had gone to the park with his father, Adam, but his father never returned home. Eugene had double diagnoses of autism and mosaic Angelman syndrome, a genetic disorder, and was nonverbal. Where was Adam, and should his family call the police?""Happiness Falls"" is a riveting read because it is much more than a mystery/thriller. Narrated by college-aged Mia, it's also a family story about her twin, John, and her parents who must consider Eugene's needs in every decision they make. The mother, Hannah, is Korean so the book also has themes about race and how people perceive those who have trouble communicating when they are learning a second language. The brainy Mia also gets access to her father's notebooks and finds that he has been doing a study on happiness--and using their family in the study. That's not the only secret that Adam is hiding.While this was a good mystery/thriller, it was the sections about neurodiversity and communication that were especially interesting. I was very impressed with the deep research that Angie Kim must have done to write this fascinating book. Readers that are just interested in reading a mystery might find that the tangents slow down the pace of the story too much. But on the positive side, all the medical, communication, and psychological tangents make a reader think about the challenges a nonverbal person faces with law enforcement officials as well as in their everyday lives. 4.5 stars....more",Notes are private!,0,22,1,"Mar 05, 2024","Mar 09, 2024","Aug 01, 2023",,Paperback,view (with text),/book/show/175740783-happiness-falls
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Importance,"Mujica Lainez, Manuel",,,,unknown,3.88,25,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Widowed Mrs Germosilla del Fresno lives in a house filled with possessions and servants. She is ""of doubtful pedigree"" so she avoids all her relativesWidowed Mrs Germosilla del Fresno lives in a house filled with possessions and servants. She is ""of doubtful pedigree"" so she avoids all her relatives so she can present herself as a wealthy, important member of society. This important widow unexpectedly dies, but her soul remains in her house. This three-page short story ends on a satisfying note....more",Notes are private!,0,18,1,"Oct 22, 2023","Oct 24, 2023","Jul 30, 2023",,,view (with text),/book/show/193372290-importance
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Playground,"Bradbury, Ray",0795305060,9780795305061,B000FA5MW6,23        pp,3.69,"1,716",1953,"Jul 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Playground"" is a dark look at the interactions among children. Charlie Underhill's wife wanted to take their three-year-old son to the city playg""The Playground"" is a dark look at the interactions among children. Charlie Underhill's wife wanted to take their three-year-old son to the city playground. But Charlie was appalled by all the fighting, pushing, and hitting among the children, and wanted to spare their delicate son from that experience. In the science fiction/horror ending he finds out that there is a way to shield his young son from the brutality on the playground, but at a terrible cost.This short story is in the ""Black Water"" anthology being read by the Short Story Club....more",Notes are private!,0,16,1,"Oct 16, 2023","Oct 20, 2023","Jul 30, 2023",,Kindle Edition,view (with text),/book/show/6315482-the-playground
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wish House and Other Stories,"Kipling, Rudyard",0812966023,9780812966022,0812966023,492        pp,3.27,41,2002,"Sep 10, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read the title story, ""The Wish House,"" one of the works in ""Black Water: The Book of Fantastic Literature.""Mrs Ashcroft and Mrs Fettley, good frienI read the title story, ""The Wish House,"" one of the works in ""Black Water: The Book of Fantastic Literature.""Mrs Ashcroft and Mrs Fettley, good friends since childhood, are drinking tea and chatting in a Sussex dialect. Mrs Ashcroft tells about Wish House in London where a ""Token"" resides. Mrs Fettley feels that a Token is ""a wraith of the dead or, worse still, of the living."" The Token will grant someone's request to take on another person's troubles. Mrs Ashcroft confided that she was so in love with a man that she wanted to take on his pain.Mrs Ashcroft's name is Grace (view spoiler)[which suggests the idea that a Christ-like love and the Divine are involved. The story leaves us with the question of whether the transference of pain actually occurred, or whether it was coincidence that Grace became ill. Either way, Grace's heart was full of self-sacrificing love. (hide spoiler)]...more",Notes are private!,0,13,1,"Oct 11, 2023","Oct 11, 2023","Jul 30, 2023",,Paperback,view (with text),/book/show/233266.The_Wish_House_and_Other_Stories
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Push,"Audrain, Ashley*",1984881663,9781984881663,1984881663,307        pp,4.06,"337,356","Jan 05, 2021","Jan 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Blythe comes from a family line of women who neglect and abuse their children, and lack warm maternal feelings. She's a short story writer who lets heBlythe comes from a family line of women who neglect and abuse their children, and lack warm maternal feelings. She's a short story writer who lets her daughter cry for hours in her crib while she works. So when Blythe's preschool daughter, Violet, is suspected of causing harm to a toddler, we wonder if it is nature or nurture that is responsible for her behavior.""The Push"" is written mostly in second person as a manuscript for Blythe to give to her ex-husband. She's hoping that he will open his eyes and stop ignoring Violet's behavior. But Blythe herself is disturbed so she might be an unreliable narrator.Ashley Audrain wrote a gripping psychological suspense story. ""The Push"" is about the darker side of motherhood and childhood where a parent fears what her own child might be capable of doing....more",Notes are private!,2,33,1,"Sep 27, 2023",Oct 2023,"Jul 30, 2023",,Hardcover,view (with text),/book/show/52476830-the-push
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing More Dangerous,"Eskens, Allen*",0316509736,9780316509732,0316509736,320        pp,4.30,"9,415","Nov 12, 2019","Nov 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Nothing More Dangerous"" combines mystery, historical fiction, and coming-of-age to create a riveting read. Boady Sanden is a fifteen-year-old freshma""Nothing More Dangerous"" combines mystery, historical fiction, and coming-of-age to create a riveting read. Boady Sanden is a fifteen-year-old freshman at high school who is saving money to leave his hometown of Jessup, Missouri in the Ozarks in the late 1970s. He's being bullied by Jarvis Holcombe, an athlete at his school, and his two buddies. Jarvis is not happy about Boady's new neighbors, the black Elgin family, moving into town. Charles Elgin has been sent by management to do the supervisory job that Jarvis' father used to perform before there was an embezzlement at the firm and a black woman disappeared. The Holcombes are members of a white supremacist group, the CORPS - Crusaders of Racial Purity and Strength.Another neighbor, Hoke Gardner, has been a father substitute for Boady since his father died when Boady was five years old. Hoke is a former attorney with a mysterious past. Hoke informs Boady that people are divided into ""us"" and ""them"" along lines of race, class, religion, etc which leads to stereotypes and prejudice.While Boady and his new neighbor, Thomas Elgin, are out camping in the woods, they discover something shocking that sets up a series of dangerous and violent events. ""Nothing More Dangerous"" is a well-written book full of suspense with an important message at its core....more",Notes are private!,0,18,1,"Sep 02, 2023","Sep 03, 2023","Jul 30, 2023",,Paperback,view (with text),/book/show/52039000-nothing-more-dangerous
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charley Bland,"Settle, Mary Lee",1570031495,9781570031496,1570031495,unknown,3.57,30,1989,"Dec 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""We rounded the great curve to the country club, the place where we had all grown up, where all our ceremonies of innocence had happened, weddings, be""We rounded the great curve to the country club, the place where we had all grown up, where all our ceremonies of innocence had happened, weddings, betrayals, seductions, gossip, holidays, parties, all there under the wide trees, and up the grand staircase of what had once been Mr Slingsby's mansion.""The thirty-five-year-old narrator and aspiring writer is back in her hometown in West Virginia. She reconnects with Charley Bland, still the town's most eligible bachelor. Unfortunately, there is a third person in their love relationship - his mother.The book is very atmospheric, set in a coal mining town with upper-class mine owners in exclusive neighborhoods, while those in the lower strata reside in cabins tucked away along the mountain roads. It is doubtful if there will ever be a permanent place for her in Charley Bland's life, and the country club set knows it.I enjoyed the portrayal of the family relationships and small town society, although I didn't feel a strong connection with the characters. There was some lovely writing by Mary Lee Settle that kept me reading through a very slow-moving story....more",Notes are private!,0,20,1,"Jul 26, 2023","Jul 28, 2023","Jul 25, 2023",,Paperback,view (with text),/book/show/1520072.Charley_Bland
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Fifteen Minutes,"Scottoline, Lisa*",125001011X,9781250010117,125001011X,435        pp,3.76,"33,393","Apr 14, 2015","Apr 14, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I'm a sociopath. I look normal, but I'm not. I'm smarter, better, and freer, because I'm not bound by rules, law, emotion, or regard for you. I can r""I'm a sociopath. I look normal, but I'm not. I'm smarter, better, and freer, because I'm not bound by rules, law, emotion, or regard for you. I can read you almost immediately, get your number right away, and push your buttons to make you do whatever I want.""Dr Eric Parrish is a dedicated, caring psychiatrist and the chief of an award-winning psychiatric unit. He's going through a divorce, and trying to maintain strong ties to his seven-year-old daughter.Dr Parrish has a new teenage patient who is fixated on a teenage girl. The psychiatrist is bound by confidentiality rules unless he feels that the boy is actually dangerous.Suddenly, everything seems to be going wrong in Dr Parrish's life, and he is a suspect in several crimes. He's trying to investigate matters himself, but his actions are making him look more suspicious. Everything is falling apart in both his professional and personal life.Although the book starts off slowly, the second half will have the reader turning the pages quickly in suspense. There are lots of red herrings, and I could not guess the identity of the sociopath who is trying to destroy the doctor's life. I would give this psychological thriller 3.5 stars, but rounded it down because (view spoiler)[it was unbelievable that the locked psyc unit - with suicidal and violent patients - had a patio with only a four-foot wall and a five-story drop to the pavement. (hide spoiler)]...more",Notes are private!,0,21,1,"Jul 25, 2023","Aug 04, 2023","Jul 25, 2023",,Hardcover,view (with text),/book/show/21853628-every-fifteen-minutes
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House Taken Over,"Cortázar, Julio",,,,9        pp,3.95,"2,524",1946,1946,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A brother and sister are living together in an inherited house with a steady farm income. The privileged duo cling to the past, going through the sameA brother and sister are living together in an inherited house with a steady farm income. The privileged duo cling to the past, going through the same routine every day with the narrator enjoying French literature and the sister knitting. Noisy unknown intruders scare them, and they eventually feel so threatened that they eventually leave the house. It's a spooky situation since they kept hearing strange noises, and moved into smaller and smaller parts of the home before exiting.The story can be interpreted in several ways, including a political allegory. Author Julio Cortazar, a Professor of French Literature, was removed from his job at the National University of Cuyo by the Peron administration in Argentina in 1946, the same year that the story was written. A parallel can be drawn to the situation of the narrator, a lover of French literature, fleeing from unknown forces in the house. So while the story could refer to any mysterious intruders who want to remove the middle or upper class occupants, it can be interpreted in political terms. The brother and sister are choosing to avoid the unknown intruders since confrontation would be too dangerous.Other readers might see the story in a non-political way as a horror story, or psychological fiction about anything fearful. The brother and sister could even be ghosts of upper class people since their days seem so non-productive. It's interesting to see how many different ways you can look at this strange, but intriguing, story from Cortazar.The Short Story Club is reading this and the other tales in Black Water: The Book of Fantastic Literature....more",Notes are private!,2,23,1,"Aug 27, 2023","Sep 06, 2023","Jul 24, 2023",,,view (with text),/book/show/36430391-house-taken-over
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"(Through the Window: Seventeen Essays (and one short story)) [By: Barnes, Julian] [Nov, 2012]","Barnes, Julian",0345805518,9780345805515,B00C47GCTK,272        pp,3.77,524,"Aug 31, 2012","Nov 20, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2023",,Paperback,view,/book/show/15823284-through-the-window
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",1668011832,9781668011836,1668011832,355        pp,4.08,"45,032","May 02, 2023","May 02, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Not that long ago and not so far away, in a land that is right here,"" Hazel whispered into the dark, ""there was a place where anything could happen, ""Not that long ago and not so far away, in a land that is right here,"" Hazel whispered into the dark, ""there was a place where anything could happen, where we might become anything we wish, where a river of stars runs through its woodlands. Keep your eyes open for hidden doorways! They're everywhere, but visible only to those who are worthy. And we are worthy.""Fourteen-year-old Hazel created Whisperwood, a fairy tale world, to amuse and comfort her five-year-old sister, Flora. The two sisters were sent away to the countryside around Oxford in 1939 to keep them safe during the bombing of London. This was part of Operation Pied Piper, and the girls were lucky to stay with Bridie Aberdeen and her son in a beautiful pastoral location. Then Flora disappeared by a river, but she was never found.Hazel had been living with grief and guilt, and had tried to find Flora for twenty years. A package came into the bookstore where Hazel worked that contained a fairy tale book composed of variations on the Whisperwood stories that Hazel created. This led to connections to important people in Hazel's childhood, and clues about Flora's disappearance.""The Secret Book of Flora Lea"" is a charming combination of fairy tales, mystery, romance, and historical fiction. Whisperwood is a magical place which reflects the author's interest in fairy tales. (She also wrote about C.S. Lewis.) The book does swing into the sweet zone sometimes, a quality that seems to fit with its themes of fairy tales, the magic of love, and the bond between sisters....more",Notes are private!,0,20,1,"Nov 07, 2023","Nov 10, 2023","Jul 24, 2023",,Hardcover,view (with text),/book/show/61964751-the-secret-book-of-flora-lea
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Is on Fire,"Beanland, Rachel*",1982186143,9781982186142,1982186143,376        pp,4.11,"15,502","Apr 04, 2023","Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Six hundred people were packed into Virginia's Richmond Theater when the wooden structure went up in flames. Some backstage errors had resulted in theSix hundred people were packed into Virginia's Richmond Theater when the wooden structure went up in flames. Some backstage errors had resulted in the backdrop catching on fire. People were jumping out of second and third-story windows trying to escape the December 26, 1811 inferno, but seventy people died.The fast-paced book follows four main characters in alternating short chapters. Jack Hudson is a stagehand and aspiring actor. Sally Henry Campbell is a widow who escapes from the theater, and helps nurse the burned and injured. Gilbert Hunt is an enslaved blacksmith whose heroic deeds saved many lives. Cecily Patterson is a slave who escaped from the theater, and decides to run away from her sexually abusive master, hoping that she will be assumed dead in the fire. It was ironic that the slave gallery was in the safer lower balcony, but the best box seats were on the third floor.The theater company did not want to shoulder the blame for the fire so they concocted a story about a slave revolt. This is one of the many moral quandaries that are present in the story.""The House is on Fire"" is a character-driven story with a fast-moving plot based on an actual fire and many real historical figures including Jack, Sally, Gilbert, and Cecily. Rachel Beanland is an exciting storyteller who should not be missed....more",Notes are private!,0,25,1,"Oct 08, 2023","Oct 15, 2023","Jul 24, 2023",,Hardcover,view (with text),/book/show/61273814-the-house-is-on-fire
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Withered Arm,"Hardy, Thomas",0241251605,9780241251607,0241251605,54        pp,3.57,966,1888,"Mar 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Supernatural events lead to a farmer's wife developing a withered arm. A conjurer tells her the cure for her affliction - which takes the story into hSupernatural events lead to a farmer's wife developing a withered arm. A conjurer tells her the cure for her affliction - which takes the story into horror territory. Thomas Hardy included superstitions, folk customs, and a look at social injustice in early 19th Century England in ""The Withered Arm"" and the other stories in his first story collection, ""Wessex Tales.""...more",Notes are private!,0,25,1,"Jul 23, 2023",Aug 2023,"Jul 23, 2023",,Paperback,view (with text),/book/show/29613607-the-withered-arm
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Killer Angels        (The Civil War Trilogy, #2)","Shaara, Michael",0345348109,9780345348104,0345348109,345        pp,4.33,"86,098",1974,"Aug 12, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Killer Angels"" tells of the three days of the Battle of Gettysburg, as well as the events leading up to the fighting. The personalities of the ge""The Killer Angels"" tells of the three days of the Battle of Gettysburg, as well as the events leading up to the fighting. The personalities of the generals and the tactical reasons for their success or defeat in battle are all part of the narrative. Lack of information and compromised health of some of the leaders contributed to some bad decisions.Confederate General Lee was hoping to end the American Civil War with this battle, but the Union soldiers had seized the high ground. The book has excellent maps showing the positions of the various regiments over four days. The casualties during the three days of fighting were 23,000 for the Union and 28,000 for the Confederacy. The Battle of Gettysburg was fought on July 1-3, 1863 before the Confederate forces retreated. It's ironic that the conflict was just prior to July 4th, Independence Day, an American holiday which celebrates the independence of the United States from Great Britain. The American Civil War would continue for another two years.Even people who do not usually read military stories will enjoy this book since it's so character-driven. It sticks to the facts of the battle, but shows real people making decisions and dealing with the emotional aftermath of such severe losses on both sides. ""The Killer Angels"" was an excellent Civil War novel....more",Notes are private!,4,33,1,"Jul 24, 2023","Aug 02, 2023","Jul 23, 2023",,Mass Market Paperback,view (with text),/book/show/682804.The_Killer_Angels
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All the Pretty Horses        (The Border Trilogy, #1)","McCarthy, Cormac",0679744398,9780679744399,0679744398,302        pp,4.04,"123,981",1992,"Jun 29, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's 1949 in southwestern Texas, and John Grady Cole's grandfather just died. The sixteen-year-old young man had wanted to be a cowboy, but his motherIt's 1949 in southwestern Texas, and John Grady Cole's grandfather just died. The sixteen-year-old young man had wanted to be a cowboy, but his mother is selling the ranch. John Grady is exceptionally skilled with horses, but he has no place to realize his dream of being a cowboy in the American West. Raising cattle and horses has been replaced by working the oil rigs in Texas. So he and his good friend, Lacey Rawlins, head south into Mexico looking for work.Bad moves by Jimmy Blevins, a thirteen-year-old runaway on a valuable horse who joins them, lead to trouble. John Grady's relationship with the daughter of a Mexican aristocrat, a woman out of his class, also complicates the situation.John Grady Cole is an idealist, a stoic, and a man of honor, but fate and circumstances work against him. This book is not for the faint of heart since there is lawless behavior and considerable violence in a prison. But there is also the sweetness of young love, and the warm, skillful way that John Grady approaches horses to balance out the bloodshed.Quite a bit of Spanish is spoken when the young men have to communicate in Mexico. I do not speak Spanish, but was able to get the gist of the conversations. I enjoyed Cormac McCarthy's spare writing, and a look at a rootless young man chasing a dream in the changing West....more",Notes are private!,7,42,1,"Aug 11, 2023","Aug 17, 2023","Jul 23, 2023",,Paperback,view (with text),/book/show/469571.All_the_Pretty_Horses
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Country of the Blind: A Memoir at the End of Sight,"Leland, Andrew",1984881426,9781984881427,1984881426,368        pp,4.16,"2,995","Jul 18, 2023","Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 18, 2023",,Hardcover,view,/book/show/121561903-the-country-of-the-blind
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wessex Tales,"Hardy, Thomas",1853262692,9781853262692,1853262692,189        pp,3.92,"2,001",1888,"Mar 31, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 17, 2023",,Paperback,view,/book/show/826901.Wessex_Tales
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness,"Montgomery, Sy",1451697724,9781451697728,1451697724,262        pp,3.93,"48,786","May 12, 2015","Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2023",,Paperback,view,/book/show/25814472-the-soul-of-an-octopus
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Moon,"Keane, Mary Beth*",1982172606,9781982172602,1982172606,304        pp,3.41,"22,854","May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Malcolm Gephardt, a charming man with the gift of gab, has been a popular bartender at the Half Moon in his hometown of Gillam in the Hudson Valley. IMalcolm Gephardt, a charming man with the gift of gab, has been a popular bartender at the Half Moon in his hometown of Gillam in the Hudson Valley. It was his lifelong dream to own his own bar so he made a deal for the Half Moon when the owner retired. Unfortunately, he did not consult a lawyer.His wife, Jess, is a lawyer who also has a big dream. She has had a series of miscarriages, has undergone fertility treatments, and desperately wants a baby. The bar is not doing well financially, the fertility treatments were costly, and Jess has large student loans. There are problems in their marriage, and they both experience disappointment.A huge blizzard hits the area as they are trying to decide what is important, and deal with family problems. A subplot plays out for one of the bar's customers.Malcolm and Jess seemed very realistic as characters. A reader could feel for both characters, but also wonder if they had thought through their decisions. The story had a small town flavor where everyone knows everyone's business, but people also have long-term friendships. The first half of the book moved slowly, but it picked up when the blizzard and the subplot were introduced in the second half. The story is about love, chasing your dreams, forgiveness, and hope for the future. 3.5 stars....more",Notes are private!,2,17,1,Nov 2023,"Nov 04, 2023","Jul 11, 2023",,Hardcover,view (with text),/book/show/60913577-the-half-moon
