,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Theresa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nettle & Bone,"Kingfisher, T.",1250244048,9781250244048,1250244048,243        pp,4.15,"74,847","Apr 26, 2022","Apr 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2022",,Hardcover,view,/book/show/56179377-nettle-bone
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Ticket,"Sampson, Freya*",0593201418,9780593201411,0593201418,368        pp,4.07,"16,008","Jun 09, 2022","Aug 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2022",,Paperback,view,/book/show/59719104-the-lost-ticket
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,242",Sep 2016,"Sep 13, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Heartbreakingly beautiful story. I appreciate the way Patchett weaves in past and present, and the internal thoughts of each imperfect character - makHeartbreakingly beautiful story. I appreciate the way Patchett weaves in past and present, and the internal thoughts of each imperfect character - making them seem quite real and believable. Wonderfully succinct final chapter that neatly pulls all the different elements together. ...more",Notes are private!,0,1,1,Dec 2022,"Dec 16, 2022","Dec 01, 2022",,Hardcover,view (with text),/book/show/28214365-commonwealth
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls Who Stepped Out of Line,"Eder, Mari K*",1728230926,9781728230924,1728230926,400        pp,4.00,"2,593","Aug 03, 2021","Aug 03, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mish mash. That is what comes to mind when I think about this book. It was a mish mash of writing styles (part research paper, part magazine article, Mish mash. That is what comes to mind when I think about this book. It was a mish mash of writing styles (part research paper, part magazine article, part Wikipedia, part biography) that did not work well for me. The women featured in the first 15 chapters were certainly courageous, bold, and true standouts - and many of their stories actually have already been told despite the title of the book. It's a shame that the writing was so jumbled and lacked helpful footnotes. It would be truly amazing to learn more about some of these women in more detail. The last 3 chapters really threw me off as it was a regurgitation of what was already stated, and then a multitude of other modern day women (ie Elizabeth Smart, Queen Elizabeth, Malala Yousafzai) were featured in singular paragraphs. Felt awkward and contrived. Kudos to major general Eder for attempting to showcase these women to help ensure their places in history, but it really fell flat. ...more",Notes are private!,0,0,1,"May 16, 2023","Jun 13, 2023","Nov 24, 2022",,Hardcover,view (with text),/book/show/54717141-the-girls-who-stepped-out-of-line
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Tent,"Diamant, Anita*",0312353766,9780312353766,0312353766,324        pp,4.20,"598,748",1997,Oct 1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/4989.The_Red_Tent
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding the Mother Tree: Discovering the Wisdom of the Forest,"Simard, Suzanne*",052565609X,9780525656098,052565609X,348        pp,4.23,"12,663","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2022",,Hardcover,view,/book/show/54976983-finding-the-mother-tree
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intersectional Environmentalist: How to Dismantle Systems of Oppression to Protect People + Planet,"Thomas, Leah",0316279293,9780316279291,0316279293,208        pp,4.16,"2,063","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 18, 2022",,Hardcover,view,/book/show/58340703-the-intersectional-environmentalist
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is This Anything?,"Seinfeld, Jerry",1982112697,9781982112691,1982112697,480        pp,3.72,"22,866","Oct 06, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 17, 2022",not set,"Nov 17, 2022",,Hardcover,view,/book/show/50722115-is-this-anything
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Covered with Night: A Story of Murder and Indigenous Justice in Early America,"Eustace, Nicole",1631495879,9781631495878,1631495879,464        pp,3.62,939,"Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 16, 2022",not set,"Nov 16, 2022",,Hardcover,view,/book/show/53404235-covered-with-night
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan*",0307352145,9780307352149,0307352145,333        pp,4.08,"435,298","Jan 24, 2012","Jan 24, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2022",,Hardcover,view,/book/show/8520610-quiet
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Life on Our Planet: My Witness Statement and a Vision for the Future,"Attenborough, David",1538719983,9781538719985,1538719983,272        pp,4.51,"28,943","Oct 01, 2020","Oct 06, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Hardcover,view,/book/show/53916142-a-life-on-our-planet
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,"de Waal, Frans",039335783X,9780393357837,,352        pp,4.20,"4,926","Mar 05, 2019","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Paperback,view,/book/show/45894068-mama-s-last-hug
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,482",Apr 1966,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2022",,Paperback,view,/book/show/18373.Flowers_for_Algernon
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Wall Street: The Spirit of Community,"Barnes, LaQuitta",1736940619,9781736940617,1736940619,36        pp,4.40,5,unknown,"May 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Age appropriate content and illustrations for children about an important yet unknown tragedy of 1921. At times there are some very descriptive elemenAge appropriate content and illustrations for children about an important yet unknown tragedy of 1921. At times there are some very descriptive elements about people and businesses, and then it feels more generalized as the account of the attack occurred. Then it made a quick jump from the rebuilding of the District in 1925 to other Black owned cities on a map without much context. It has an abrupt end to it. I would have liked to see more references to what characteristics really embodied the community that led to its initial success and comeback vs pointing to other cities so quickly. The glossary is a nice addition at the end. This historical account deserves more attention. ...more",Notes are private!,0,0,1,"Oct 28, 2022","Oct 28, 2022","Oct 28, 2022",,Paperback,view (with text),/book/show/58288050-black-wall-street
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 1619 Project: A New Origin Story,"Hannah-Jones, Nikole",0593230574,9780593230572,0593230574,590        pp,4.62,"19,049","Aug 18, 2019","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2022",,Hardcover,view,/book/show/57717410-the-1619-project
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Give and Take: A Revolutionary Approach to Success,"Grant, Adam M.*",0670026557,9780670026555,0670026557,320        pp,4.07,"35,898","Jan 01, 2013","Apr 09, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Closer to a 3.5 rating. Contained some concepts I will reference in the future: change behaviors first to change attitudes, chunk out giving vs sprinkCloser to a 3.5 rating. Contained some concepts I will reference in the future: change behaviors first to change attitudes, chunk out giving vs sprinkle it, consider other person’s thinking vs feeling when negotiating, expand view of potential by looking at person’s level of grit and motivation, optimal distinctiveness principle is a way people can fit in and stand out by being part of a unique group, use sincerity screening to help distinguish giving vs taking environments and people by paying attention to certain cluesMy key struggles with the book include: most examples are of white men in business, it discounts gender and totally lacks other factors such as race and different abilities/disabilities, lots of sports references, cheesy titles, rambling examples, placing types into boxes vs a spectrumIn the end I will try to reinforce the giver tendencies I believe I have and feel good about it in work and life by utilizing some of the concepts that I found helpful. ...more",Notes are private!,0,0,1,"Oct 28, 2022","Nov 14, 2022","Oct 24, 2022",,Hardcover,view (with text),/book/show/16158498-give-and-take
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Raisin in the Sun,"Hansberry, Lorraine",0375508333,9780375508332,0375508333,162        pp,3.85,"96,442",1959,"May 07, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I first read this play almost 30 years ago. Thankfully I kept the book to read and appreciate the story again, and to share with others. It’s a gem. II first read this play almost 30 years ago. Thankfully I kept the book to read and appreciate the story again, and to share with others. It’s a gem. It helps one think about values such as pride, faith, education, hard work, trust, and integrity. How do those values hold up in times of temptation, difficult choices, mistakes, prejudices and fear of failure? It’s an emotional and gut wrenching series of events and dialogues. One might start to build a certain impression of Walter and end up being pleasantly surprised about him in the end. While there is no Hollywood happy ending, given the harsh realities facing Black America - then and now - the ending does invoke feelings of hope, curiosity and contemplation. Unlike Mrs Johnson who seems to take pleasure in watching the family struggle, readers will ultimately be rooting for the family to stick together and live their shared values. ...more",Notes are private!,0,1,1,"Oct 21, 2022","Oct 30, 2022","Oct 21, 2022",,Hardcover,view (with text),/book/show/5517.A_Raisin_in_the_Sun
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Poems,"Byron, Lord",0140424504,9780140424508,0140424504,864        pp,4.06,"14,349",1848,"Apr 25, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2022",,Paperback,view,/book/show/119239.Selected_Poems
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,London Labour and the London Poor,"Mayhew, Henry",0140432418,9780140432411,0140432418,544        pp,4.05,775,1861,"Apr 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2022",,Paperback,view,/book/show/448459.London_Labour_and_the_London_Poor
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Mutual Friend,"Dickens, Charles",0375761144,9780375761140,0375761144,801        pp,4.09,"29,536",Nov 1865,"Sep 10, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2022",,Paperback,view,/book/show/31244.Our_Mutual_Friend
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Secret Diary of Hendrik Groen, 83¼ Years Old","Groen, Hendrik",,,B01K3WN90C,342        pp,3.94,"26,495","Jun 01, 2014","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2022",,Kindle Edition,view,/book/show/32199871-the-secret-diary-of-hendrik-groen-83-years-old
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Changing Business from the Inside Out: A Treehugger's Guide to Working in Corporations,"Mohin, Tim",1609946405,9781609946401,1609946405,280        pp,3.89,44,"Jul 02, 2012","Aug 06, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Full of practical tips and insights for anyone wanting to break into the corporate responsibility profession. Very digestible with some occasional dryFull of practical tips and insights for anyone wanting to break into the corporate responsibility profession. Very digestible with some occasional dry humor. Despite the book being about 12 years old, most of the references are still very relevant - just evolved. I will continue to keep this on my shelf for future guidance as I continue in my CR role....more",Notes are private!,0,0,1,"Jun 14, 2023",Dec 2023,"Oct 04, 2022",,Paperback,view (with text),/book/show/13585853-changing-business-from-the-inside-out
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five Wounds,"Quade, Kirstin Valdez",1324020210,9781324020219,1324020210,448        pp,4.14,"17,885","Apr 06, 2021","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2022",,Paperback,view,/book/show/58085285-the-five-wounds
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,California Soul: An American Epic of Cooking and Survival,"Corbin, Keith",059324382X,9780593243824,059324382X,320        pp,4.21,359,unknown,"Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2022",,Hardcover,view,/book/show/60097404-california-soul
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,865","Jun 14, 2022","Jun 14, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Strong start, dismal finish. The through line started to disconnect as soon as Theo and Jess started their relationship. What really**spoiler alert** Strong start, dismal finish. The through line started to disconnect as soon as Theo and Jess started their relationship. What really was the point? Lots of cringy narratives and commentary. If only Brooks just stuck with the 1800’s storyline and developed the characters more thoroughly, it would have stayed strong. Jarret, his father, Scott, Viley, etc all could have been expanded more deeply. Some characters were introduced and then just disappeared. I’ll give credit for the Beautiful depictions of Lexington, lovely descriptions of the landscape, extensive vocabulary. Yet she ends up only dedicating three pages to detail Jarret’s escape from Kentucky in the Civil War to become a trusted agent of horse sales in Canada. We are left with an incomplete picture of the beloved trainer as well as how Lexington ended up in an attic despite being buried by Jarret. Much more should have been written about that rather than describing Theo and Jess’s interpersonal conflicts. Brooks’s journalistic approach could have been better put to use instead of trying to turn the book into a social justice commentary for which she missed the mark on deep and lived understanding. I had high expectations for this Pulitzer Prize author, hence the low rating....more",Notes are private!,0,0,1,"Oct 30, 2022","Nov 21, 2022","Sep 25, 2022",,Hardcover,view (with text),/book/show/59109077-horse
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World","Johnson, Steven*",1594489254,9781594489259,1594489254,299        pp,3.89,"52,666","Oct 19, 2006","Oct 19, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thoroughly researched topic and detailed descriptions about the cholera outbreaks in 19th century London. The author made many different references ofThoroughly researched topic and detailed descriptions about the cholera outbreaks in 19th century London. The author made many different references of historical accounts and book excerpts from the time period which really brought the subject to life. The living conditions were quite astonishing. At times the book reads like a mystery, sometimes like a text book, with some light humor and sarcasm sprinkled on top. Despite the subject being quite grim in nature, I enjoyed learning about the methods that the primary people (Whitehead, Snow, Chadwick) used to figure out how to stop the spread. It was fascinating to learn about the beliefs and theories of the time period. I chose to forgo the epilogue as it got a little too doomsday and speculative for my taste. ...more",Notes are private!,0,0,1,"Oct 05, 2022","Oct 19, 2022","Sep 24, 2022",,Hardcover,view (with text),/book/show/36086.The_Ghost_Map
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oh William!        (Amgash, #3)","Strout, Elizabeth*",0812989430,9780812989434,0812989430,240        pp,3.86,"80,121","Oct 19, 2021","Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2022",,Hardcover,view,/book/show/56294820-oh-william
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vengeance of Mothers: The Journals of Margaret Kelly & Molly McGill        (One Thousand White Women, #2)","Fergus, Jim*",,,B06W5GQN9F,321        pp,3.91,"5,606","Sep 22, 2016","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2022",,Kindle Edition,view,/book/show/34836020-the-vengeance-of-mothers
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Women Were Dragons,"Barnhill, Kelly*",0385548222,9780385548229,0385548222,367        pp,3.87,"40,328","May 03, 2022","May 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 24, 2024",not set,"Sep 24, 2022",,Paperback,view,/book/show/58783802-when-women-were-dragons
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From the Heart of the Crow Country: The Crow Indians' Own Stories,"Crow, Joseph Medicine",080328263X,9780803282636,080328263X,146        pp,3.96,69,1992,"Aug 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2022",,Paperback,view,/book/show/97551.From_the_Heart_of_the_Crow_Country
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Summer Light, and Then Comes the Night","Stefánsson, Jón Kalman",0063136473,9780063136472,0063136473,250        pp,3.99,"4,915",2005,"Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While each chapter was dedicated to one of the 400 souls who live in the little Icelandic village, the stories connected beautifully to each other. ThWhile each chapter was dedicated to one of the 400 souls who live in the little Icelandic village, the stories connected beautifully to each other. The cast of characters described well enough that it made you feel like you are one of their neighbors. Eyebrow raising, funny, nonsensical and heartbreaking situations. ...more",Notes are private!,0,0,1,"Sep 25, 2022","Oct 04, 2022","Sep 21, 2022",,Hardcover,view (with text),/book/show/56470421-summer-light-and-then-comes-the-night
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visible Man: A Memoir,"Enninful, Edward",0593299485,9780593299487,0593299485,288        pp,4.13,"1,919","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2022",,Hardcover,view,/book/show/59788404-a-visible-man
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon-Haunted World: Science as a Candle in the Dark,"Sagan, Carl",0345409469,9780345409461,0345409469,459        pp,4.29,"73,486","Feb 01, 1996","Feb 25, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Paperback,view,/book/show/17349.The_Demon_Haunted_World
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Science in the Soul: Selected Writings of a Passionate Rationalist,"Dawkins, Richard*",0525495711,9780525495710,,439        pp,4.00,"2,054","Aug 08, 2017","Aug 08, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2022",,Audio CD,view,/book/show/33192011-science-in-the-soul
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Everlasting Meal: Cooking with Economy and Grace,"Adler, Tamar",1439181888,9781439181881,1439181888,250        pp,4.19,"7,359","Oct 18, 2011","Jun 19, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2022",,Paperback,view,/book/show/13111958-an-everlasting-meal
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,331","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2022",,Hardcover,view,/book/show/41104077-invisible-women
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Why Fish Don’t Exist: A Story of Loss, Love, and the Hidden Order of Life","Miller, Lulu",,,,225        pp,4.17,"39,236","Apr 14, 2020","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2022",,Hardcover,view,/book/show/50887097-why-fish-don-t-exist
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Sea Women,"See, Lisa*",,,,374        pp,4.31,"119,795","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2022",,Hardcover,view,/book/show/40538657-the-island-of-sea-women
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purposeful: Are You a Manager or a Movement Starter?,"Dulski, Jennifer*",073521137X,9780735211377,073521137X,272        pp,3.83,207,unknown,"May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2022",,Hardcover,view,/book/show/36739321-purposeful
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Cannot Say,"Rimmer, Kelly*",1525831518,9781525831515,1525831518,448        pp,4.53,"165,828","Feb 26, 2019","Oct 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2022",,Hardcover,view,/book/show/40899464-the-things-we-cannot-say
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hester,"Albanese, Laurie Lico*",1250278554,9781250278555,1250278554,322        pp,3.97,"35,860","Oct 04, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2022",,Hardcover,view,/book/show/59807978-hester
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diamond Eye,"Quinn, Kate*",0062943510,9780062943514,0062943510,435        pp,4.29,"135,189","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Hardcover,view,/book/show/58490567-the-diamond-eye
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cellist of Sarajevo,"Galloway, Steven",1594489866,9781594489860,1594489866,235        pp,4.00,"40,999","Apr 08, 2008","May 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2022",,Hardcover,view,/book/show/2475251.The_Cellist_of_Sarajevo
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joseph Anton: A Memoir,"Rushdie, Salman",0812992784,9780812992786,0812992784,636        pp,3.63,"8,953",2012,2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2022",,Hardcover,view,/book/show/13532186-joseph-anton
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cradle to Cradle: Remaking the Way We Make Things,"McDonough, William",0865475873,9780865475878,0865475873,193        pp,4.09,"12,044",2002,"Apr 22, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2022",,Paperback,view,/book/show/5571.Cradle_to_Cradle
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebel With A Clause: Tales and Tips from a Roving Grammarian,"Jovin, Ellen*",0358278155,9780358278153,0358278155,400        pp,4.02,894,"Jul 19, 2022","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2022",,Hardcover,view,/book/show/55959426-rebel-with-a-clause
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"541,107","May 03, 2022","May 03, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Great summer read. A sweet story that was easy to read and contained both relatable characters as well as one very perceptive sea creature! Made me thGreat summer read. A sweet story that was easy to read and contained both relatable characters as well as one very perceptive sea creature! Made me think about how often we believe we know the whole story, but if we open our hearts and eyes, we can see the bigger picture. Perhaps had a slightly sappy ending, but I was totally ok with that given the overall content and flow of the story. ...more",Notes are private!,0,1,1,"Jul 04, 2023","Jul 16, 2023","Jul 24, 2022",,Hardcover,view (with text),/book/show/58733693-remarkably-bright-creatures
