,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Wendy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sun under Wood,"Hass, Robert",0880015578,9780880015578,0880015578,79        pp,4.12,984,1996,"Mar 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/139785.Sun_under_Wood
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trouble With Poetry - And Other Poems,"Collins, Billy",0375755217,9780375755217,0375755217,88        pp,4.17,"7,082",2005,Mar 2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/24400.The_Trouble_With_Poetry_And_Other_Poems
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Picnic, Lightning","Collins, Billy",0822956705,9780822956709,0822956705,104        pp,4.27,"4,339",1998,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/137110.Picnic_Lightning
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sailing Alone Around the Room: New and Selected Poems,"Collins, Billy",0375755195,9780375755194,0375755195,172        pp,4.23,"13,904",2001,"Sep 17, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/676.Sailing_Alone_Around_the_Room
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Poems,"Koch, Kenneth",1400044995,9781400044993,1400044995,784        pp,3.99,894,"Nov 01, 2005","Nov 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Hardcover,view,/book/show/150354.The_Collected_Poems
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I never Told Anybody: Teaching Poetry Writing to Old People,"Koch, Kenneth",0915924536,9780915924530,0915924536,272        pp,4.09,54,1977,"Jun 27, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/150361.I_never_Told_Anybody
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wishes, Lies, and Dreams: Teaching Children to Write Poetry","Koch, Kenneth",0060955090,9780060955090,0060955090,336        pp,4.25,288,1970,"Oct 06, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/138606.Wishes_Lies_and_Dreams
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rose, Where Did You Get That Red?: Teaching Great Poetry to Children","Koch, Kenneth",0679724710,9780679724711,0679724710,346        pp,4.21,320,1974,"Jun 16, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/150358.Rose_Where_Did_You_Get_That_Red_
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darkness Around Us is Deep: Selected Poems,"Stafford, William",0060969164,9780060969165,0060969164,160        pp,4.40,500,"Feb 01, 1993","Jan 12, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/243387.The_Darkness_Around_Us_is_Deep
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way It Is: New and Selected Poems,"Stafford, William",1555972845,9781555972844,1555972845,268        pp,4.49,788,1998,"Mar 01, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/243389.The_Way_It_Is
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unswept Room,"Olds, Sharon",0375709983,9780375709982,0375709983,123        pp,4.01,866,"Sep 24, 2002","May 20, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/853926.The_Unswept_Room
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Father: Poems,"Olds, Sharon",0679740023,9780679740025,0679740023,96        pp,4.22,"1,164","Apr 21, 1992","Apr 21, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/853924.The_Father
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wellspring,"Olds, Sharon",0679765603,9780679765608,0679765603,88        pp,4.10,"1,097","Jan 30, 1996","Jan 30, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/162904.The_Wellspring
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best Day the Worst Day: Life with Jane Kenyon,"Hall, Donald",0618773622,9780618773626,0618773622,272        pp,4.20,671,2005,"Nov 08, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/197854.The_Best_Day_the_Worst_Day
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Constance,"Kenyon, Jane",1555971962,9781555971960,1555971962,64        pp,4.37,225,"Jul 01, 1993","Jul 01, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/773140.Constance
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Evening Come,"Kenyon, Jane",1852246979,9781852246976,1852246979,unknown,4.32,271,1990,"Sep 28, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/435059.Let_Evening_Come
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hundred White Daffodils,"Kenyon, Jane",1555973086,9781555973087,1555973086,224        pp,4.29,221,1999,"Aug 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/374190.A_Hundred_White_Daffodils
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Otherwise: New and Selected Poems,"Kenyon, Jane",1555972667,9781555972660,1555972667,230        pp,4.34,"1,901",1996,"Aug 01, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/252779.Otherwise
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Without: Poems,"Hall, Donald",0395957656,9780395957653,0395957656,96        pp,4.34,"1,715",1998,"Apr 14, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2010",,Paperback,view,/book/show/197855.Without
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Abandonment,"Rock, Peter*",0151014140,9780151014149,0151014140,225        pp,3.57,"7,572","Mar 01, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautifully told in the voice of a 13-year-old girl, this is the story of a girl and her paranoid PTSD vet father who live in a cave in the woods of aBeautifully told in the voice of a 13-year-old girl, this is the story of a girl and her paranoid PTSD vet father who live in a cave in the woods of a park in Portland, Oregon for two years. They are devoted to each other and have no other contacts in the outside world. Her father teaches her not only reading and math, but skills of living in the wild and not being detected. Their past is alluded to, but sketchy.It's very compelling and well-written. It's closely based on a true story, though, with a very fictional ending and I wonder and worry about what the true ""Caroline"" would think of the ending the author chose for her....more",Notes are private!,0,0,1,"Jan 27, 2010","Feb 04, 2010","Jan 27, 2010",,Hardcover,view (with text),/book/show/5603935-my-abandonment
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Genius of Language: Fifteen Writers Reflect on Their Mother Tongue,"Lesser, Wendy",1400033233,9781400033232,1400033233,241        pp,3.69,551,2004,"Jul 12, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2010",,Paperback,view,/book/show/365568.The_Genius_of_Language
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pagoda in the Garden,"Lesser, Wendy",159051176X,9781590511763,159051176X,224        pp,2.78,18,2005,"Oct 11, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2010",,Hardcover,view,/book/show/527399.The_Pagoda_in_the_Garden
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Remains The Same: Rereading and Remembering,"Lesser, Wendy",0618340815,9780618340811,0618340815,234        pp,3.46,143,2002,"May 08, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 19, 2010",,Paperback,view,/book/show/681878.Nothing_Remains_The_Same
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happy,"Lemon, Alex*",1416550232,9781416550235,1416550232,304        pp,3.37,434,"Dec 07, 2009","Dec 29, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2010",,Hardcover,view,/book/show/6391411-happy
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Purgatorio,"Haskell, John",031242499X,9780312424992,031242499X,264        pp,3.31,577,"Jan 01, 2006","Jan 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2010",,Paperback,view,/book/show/208473.American_Purgatorio
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,557",Aug 1911,"Sep 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 14, 2010",,Hardcover,view,/book/show/2998.The_Secret_Garden
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Therapist's New Clothes,"Schwartz, Judith D.",1605710342,9781605710341,1605710342,148        pp,3.90,10,"Jun 30, 2009","Jun 30, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2010",,Perfect Paperback,view,/book/show/6621073-the-therapist-s-new-clothes
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Both Ways Is the Only Way I Want It,"Meloy, Maile*",159448869X,9781594488696,159448869X,240        pp,3.83,"6,203","Jul 09, 2009","Jul 09, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jan 19, 2010","Jan 09, 2010",,Hardcover,view,/book/show/5948644-both-ways-is-the-only-way-i-want-it
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Artist of the Floating World,"Ishiguro, Kazuo*",0571225365,9780571225361,0571225365,206        pp,3.78,"37,983",1986,"Mar 03, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/28922.An_Artist_of_the_Floating_World
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Pale View of Hills,"Ishiguro, Kazuo*",,,,183        pp,3.79,"34,630",1982,"Mar 03, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/28920.A_Pale_View_of_Hills
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Were Orphans,"Ishiguro, Kazuo*",0571225403,9780571225408,0571225403,320        pp,3.53,"41,115","Jan 16, 2000","Jan 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/28923.When_We_Were_Orphans
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shelter,"Phillips, Jayne Anne*",0375727396,9780375727399,0375727396,336        pp,3.37,285,1994,"Dec 03, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/420185.Shelter
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Machine Dreams,"Phillips, Jayne Anne*",0375705252,9780375705250,0375705252,352        pp,3.73,709,1984,"Nov 09, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/420187.Machine_Dreams
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Marriages,"Lopate, Phillip",1590512987,9781590512982,1590512987,272        pp,3.25,155,2008,"Sep 02, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/2763817-two-marriages
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,His Illegal Self,"Carey, Peter",030726372X,9780307263728,030726372X,272        pp,3.20,"2,506","Feb 05, 2008","Feb 05, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/1387842.His_Illegal_Self
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outcast,"Jones, Sadie",0701181753,9780701181758,0701181753,352        pp,3.64,"9,760","Mar 01, 2008","Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/2054504.The_Outcast
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear American Airlines,"Miles, Jonathan*",0547054017,9780547054018,0547054017,180        pp,3.10,"3,648",2008,"Jun 05, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/2515436.Dear_American_Airlines
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brief History of Anxiety...Yours and Mine,"Pearson, Patricia",1596912987,9781596912984,1596912987,192        pp,3.39,401,"Mar 04, 2008","Mar 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/2343831.A_Brief_History_of_Anxiety_Yours_and_Mine
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How This Night Is Different: Stories,"Albert, Elisa",0743291271,9780743291279,0743291271,198        pp,3.68,190,2006,"Jun 27, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/382431.How_This_Night_Is_Different
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Dahlia,"Albert, Elisa",0743291298,9780743291293,0743291298,288        pp,3.32,"1,199","Mar 11, 2008","Mar 11, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/2015777.The_Book_of_Dahlia
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War Trash,"Jin, Ha",1400075793,9781400075799,1400075793,368        pp,3.80,"4,005","Jan 01, 2004","May 10, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/14729.War_Trash
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Free Life,"Jin, Ha",0375424652,9780375424656,0375424652,672        pp,3.70,"2,996","Jan 01, 2007","Oct 30, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/199215.A_Free_Life
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting,"Jin, Ha",0375706410,9780375706417,0375706410,310        pp,3.54,"22,363",1999,"Sep 19, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/235773.Waiting
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feast of Love,"Baxter, Charles",037570910X,9780375709104,037570910X,308        pp,3.69,"9,507","Apr 25, 2000","May 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/119290.The_Feast_of_Love
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saul and Patsy,"Baxter, Charles",0375709169,9780375709166,0375709169,336        pp,3.29,"1,132",2003,"Apr 12, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/79982.Saul_and_Patsy
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Schlink, Bernhard",0375420916,9780375420917,0375420916,272        pp,3.24,"2,416","Jan 01, 2006","Jan 08, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/1452848.Homecoming
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reader,"Schlink, Bernhard",0375408266,9780375408267,0375408266,216        pp,3.78,"210,770",1995,"Jun 26, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/101299.The_Reader
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty-Eight Artists and Two Saints: Essays,"Acocella, Joan",0375424164,9780375424168,0375424164,544        pp,4.19,351,2007,"Feb 06, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/160610.Twenty_Eight_Artists_and_Two_Saints
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleopatra's Nose: 39 Varieties of Desire,"Thurman, Judith",0374126518,9780374126513,0374126518,448        pp,3.73,154,2007,"Oct 16, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/608704.Cleopatra_s_Nose
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Him Her Him Again the End of Him,"Marx, Patricia",0743296230,9780743296236,0743296230,232        pp,2.84,"1,936","Jan 01, 2006","Jan 09, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/80467.Him_Her_Him_Again_the_End_of_Him
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reluctant Fundamentalist,"Hamid, Mohsin",0151013047,9780151013043,0151013047,184        pp,3.73,"77,958","Apr 03, 2007","Jan 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/88815.The_Reluctant_Fundamentalist
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterwards,"Seiffert, Rachel",0676979092,9780676979091,0676979092,336        pp,2.97,336,"Jan 01, 2007","Feb 27, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/555049.Afterwards
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World to Come,"Horn, Dara",0393329062,9780393329063,0393329062,336        pp,3.86,"8,612","Jan 16, 2006","Oct 17, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/92644.The_World_to_Come
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Slender Thread,"Ackerman, Diane*",0517361221,9780517361221,0517361221,0        pp,3.93,338,"Dec 17, 1996","Jan 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/64880.A_Slender_Thread
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cultivating Delight: A Natural History of My Garden,"Ackerman, Diane*",0060199865,9780060199869,0060199865,272        pp,3.96,629,2001,"Oct 01, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/76608.Cultivating_Delight
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women and Madness,"Chesler, Phyllis*",1403968977,9781403968975,1403968977,432        pp,3.86,875,1972,"Nov 05, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/162128.Women_and_Madness
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Hotel,"Thomas, D.M.",0753809257,9780753809259,0753809257,240        pp,3.85,"4,870",1981,"Dec 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/46087.The_White_Hotel
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Woman on the Edge of Time,"Piercy, Marge",0449210820,9780449210826,0449210820,376        pp,3.93,"17,223","May 01, 1976","Nov 12, 1985",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/772888.Woman_on_the_Edge_of_Time
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mrs. Dalloway,"Woolf, Virginia",0151009988,9780151009985,0151009988,194        pp,3.79,"306,485","May 14, 1925","Oct 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/14942.Mrs_Dalloway
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She’s Come Undone,"Lamb, Wally*",0671021001,9780671021009,B000MZ077O,465        pp,3.91,"346,417","Aug 24, 1992","Jun 28, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Mass Market Paperback,view,/book/show/5203.She_s_Come_Undone
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Center Cannot Hold: My Journey Through Madness,"Saks, Elyn R.",140130138X,9781401301385,140130138X,340        pp,4.30,"19,686","Aug 14, 2007","Aug 14, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Hardcover,view,/book/show/1098486.The_Center_Cannot_Hold
