,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leonardo da Vinci,"Isaacson, Walter*",1501139150,9781501139154,1501139150,600        pp,4.20,"106,219","Oct 17, 2017","Oct 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A fascinating look at da Vinci's life and timeless art. Highly recommended.A fascinating look at da Vinci's life and timeless art. Highly recommended....more,Notes are private!,0,7,1,"Jan 04, 2018","Feb 12, 2018","Jan 04, 2018",,Hardcover,view (with text),/book/show/34684622-leonardo-da-vinci
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoke,"McKenzie, Catherine*",1503945650,9781503945654,1503945650,340        pp,3.71,"5,086","Oct 20, 2015","Oct 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love adventure stories that keep me guessing, and “Smoke” succeeds beautifully. Vivid details and a solid cast of characters make this an engaging rI love adventure stories that keep me guessing, and “Smoke” succeeds beautifully. Vivid details and a solid cast of characters make this an engaging read. Highly recommended. ...more",Notes are private!,0,3,1,"Dec 12, 2017","Dec 12, 2017","Dec 12, 2017",,Paperback,view (with text),/book/show/25317381-smoke
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Everything We Keep        (Everything, #1)","Lonsdale, Kerry*",1503990338,,B0184ZLSN0,306        pp,3.88,"109,602","Aug 01, 2016","Aug 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A riveting story about love lost and family secrets that will keep you guessing until the very end. Highly recommended.,Notes are private!,0,3,1,"Dec 12, 2017","Dec 12, 2017","Dec 12, 2017",,Kindle Edition,view (with text),/book/show/29639736-everything-we-keep
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory of Us,"Di Maio, Camille*",1503934756,9781503934757,1503934756,400        pp,4.17,"10,434","May 31, 2016","May 31, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A beautifully interwoven novel of past and present with flesh-and-blood characters you won't soon forget. Highly recommended.A beautifully interwoven novel of past and present with flesh-and-blood characters you won't soon forget. Highly recommended....more,Notes are private!,0,6,1,"Dec 12, 2017","Dec 12, 2017","Dec 12, 2017",,Paperback,view (with text),/book/show/27429738-the-memory-of-us
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tangled Mercy,"Jordan-Lake, Joy*",1477825738,9781477825730,B01M7XPCYE,464        pp,4.09,"11,872","Nov 01, 2017","Nov 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,Nov 2017,"Dec 12, 2017","Nov 01, 2017",,Kindle Edition,view,/book/show/34321791-a-tangled-mercy
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Goodbye for Now,"Hyde, Catherine Ryan*",1503994449,9781503994447,B01DNJMO76,366        pp,4.36,"25,898","Dec 13, 2016","Dec 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ryan Hyde has a gift for transmitting rich emotion with an economy of words. Poignant, timely, and unforgettable, Say Goodbye for Now adds another jewRyan Hyde has a gift for transmitting rich emotion with an economy of words. Poignant, timely, and unforgettable, Say Goodbye for Now adds another jewel in her crown as a storyteller. Highly recommended. ...more",Notes are private!,0,4,1,"Oct 21, 2017",Nov 2017,"Oct 21, 2017",,Kindle Edition,view (with text),/book/show/30184217-say-goodbye-for-now
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strawberry Hearts Diner,"Brown, Carolyn",1477824766,9781477824764,B01MQO8WSU,288        pp,4.12,"16,181","Jul 18, 2017","Jul 18, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A sweet small-town saga with well-drawn characters. Add this to your light reading list.,Notes are private!,0,7,1,"Oct 20, 2017","Oct 21, 2017","Oct 20, 2017",,Kindle Edition,view (with text),/book/show/33283398-the-strawberry-hearts-diner
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lost Lake        (Lost Lake, #1)","Allen, Sarah Addison*",125001980X,9781250019806,125001980X,296        pp,3.89,"36,373","Jan 21, 2014","Jan 21, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Oct 02, 2017","Oct 02, 2017","Oct 02, 2017",,Hardcover,view,/book/show/13481275-lost-lake
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Rain Falls,"Di Maio, Camille*",,,,unknown,4.19,"4,429","May 16, 2017","May 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A compelling, twisty tale you won't want to put down. Di Maio writes appealing characters in heartfelt scenes that are crisp with tension. Highly recoA compelling, twisty tale you won't want to put down. Di Maio writes appealing characters in heartfelt scenes that are crisp with tension. Highly recommended....more",Notes are private!,0,11,1,"Sep 30, 2017","Sep 30, 2017","Sep 30, 2017",,,view (with text),/book/show/30414127-before-the-rain-falls
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Ink,"Kadish, Rachel*",0544866460,9780544866461,0544866460,576        pp,4.15,"36,714","Jun 06, 2017","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of my favorite books of 2017. Highly recommended for readers of historical novels with a literary bent.,Notes are private!,0,11,1,"Aug 28, 2017","Sep 26, 2017","Aug 28, 2017",,Hardcover,view (with text),/book/show/30971715-the-weight-of-ink
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",1455563935,9781455563937,1455563935,490        pp,4.33,"471,178","Feb 07, 2017","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautifully woven saga of a Korean’s family’s struggles as immigrants in Japan. Spanning decades, Pachinko offers a history of the Korean diaspora tA beautifully woven saga of a Korean’s family’s struggles as immigrants in Japan. Spanning decades, Pachinko offers a history of the Korean diaspora through the lens of flesh-and-blood characters you will not soon forget. Highly recommended....more",Notes are private!,0,8,1,"Aug 13, 2017","Aug 18, 2017","Aug 13, 2017",,Hardcover,view (with text),/book/show/29983711-pachinko
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor of All Maladies: A Biography of Cancer,"Mukherjee, Siddhartha",,,,571        pp,4.33,"102,525","Nov 16, 2010","Nov 16, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fascinating, epic study of the malady that has stalked humankind from the beginning of civilization. You’ll never view cancer in quite the same way A fascinating, epic study of the malady that has stalked humankind from the beginning of civilization. You’ll never view cancer in quite the same way after reading this hopeful and very humane accounting. Winner of the Pulitzer Prize. Highly recommended....more",Notes are private!,0,4,1,"Jul 05, 2017","Aug 18, 2017","Jul 05, 2017",,Hardcover,view (with text),/book/show/7170627-the-emperor-of-all-maladies
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fall of Giants        (The Century Trilogy, #1)","Follett, Ken*",0525951652,9780525951650,0525951652,985        pp,4.31,"323,177","Sep 28, 2010","Sep 28, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another masterful epic, this one surrounding the events of WWI. I have yet to read a book by Follett I haven't enjoyed.Another masterful epic, this one surrounding the events of WWI. I have yet to read a book by Follett I haven't enjoyed....more",Notes are private!,0,4,1,"Jul 03, 2017","Jul 03, 2017","Jul 03, 2017",,Hardcover,view (with text),/book/show/7315573-fall-of-giants
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Post-American World,"Zakaria, Fareed",039306235X,9780393062359,039306235X,292        pp,3.86,"12,661","Jan 01, 2008","Apr 17, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Zakaria's observations on geopolitics are germane and insightful. Highly recommended.Zakaria's observations on geopolitics are germane and insightful. Highly recommended....more,Notes are private!,0,8,1,"Jun 05, 2017","Oct 20, 2017","Jun 05, 2017",,Hardcover,view (with text),/book/show/2120783.The_Post_American_World
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing American Adult: Our Coming-of-Age Crisis—and How to Rebuild a Culture of Self-Reliance,"Sasse, Ben",,,B01MCUS3KV,309        pp,4.03,"6,009","May 16, 2017","May 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A conservative, commonsense approach to building character in the modern age, with a dose of Emersonian values thrown in. Highly recommended.",Notes are private!,0,3,1,"Jun 05, 2017",Nov 2017,"Jun 05, 2017",,Kindle Edition,view (with text),/book/show/33127125-the-vanishing-american-adult
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Secrets in Summer,"Thayer, Nancy*",1101967072,9781101967072,1101967072,336        pp,3.74,"9,153","May 01, 2017","May 16, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A light summer read with a fascinating cast of characters. My only quibble: during one scene, the protagonist listens to a woman attempt to rationalizA light summer read with a fascinating cast of characters. My only quibble: during one scene, the protagonist listens to a woman attempt to rationalize her infidelity to her (the woman's) young teen daughter. The protagonist seems to come away with admiration for the woman, who compares her open marriage to the daughter's love of ice cream and reading....more",Notes are private!,0,5,1,"Jun 04, 2017","Jun 13, 2017","Jun 04, 2017",,Hardcover,view (with text),/book/show/32027278-secrets-in-summer
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Liar,"McKenzie, Catherine*",1542047099,9781542047098,1542047099,382        pp,3.89,"10,876","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2017",,Paperback,view,/book/show/35655268-the-good-liar
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Allie and Bea,"Hyde, Catherine Ryan*",1477819711,9781477819715,1477819711,342        pp,4.30,"31,802","May 23, 2017","May 23, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This captivating tale will capture you from page one. Allie and Bea are the most unlikely people to become friends, let alone family. On a journey rifThis captivating tale will capture you from page one. Allie and Bea are the most unlikely people to become friends, let alone family. On a journey rife with danger, and sweetened by several heartwarming turns, they forge a bond than transcends age or class distinctions. Highly recommended....more",Notes are private!,0,9,1,"May 27, 2017","Jun 04, 2017","May 27, 2017",,Paperback,view (with text),/book/show/32852231-allie-and-bea
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish Me Home,"Bratt, Kay*",1536628859,9781536628852,1536628859,unknown,4.23,"15,360","Mar 17, 2017","Mar 21, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kay Bratt has the ability to delve into difficult subjects with artistry and compassion. This is a story of hope, healing, and finding family that youKay Bratt has the ability to delve into difficult subjects with artistry and compassion. This is a story of hope, healing, and finding family that you won't want to miss....more",Notes are private!,0,13,1,"May 27, 2017","Jul 03, 2017","May 27, 2017",,Audio CD,view (with text),/book/show/32596916-wish-me-home
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bloom Girls,"Cavanagh, Emily Maine*",1503942538,9781503942530,1503942538,256        pp,3.84,"1,250","Mar 14, 2017","Mar 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Poignant and heartfelt, The Bloom Girls offers a complex accounting of secrets hidden inside a family. Cavanagh weaves an unforgettable tale of three Poignant and heartfelt, The Bloom Girls offers a complex accounting of secrets hidden inside a family. Cavanagh weaves an unforgettable tale of three memorable sisters, and the truths they must uncover to find healing and forgiveness. Highly recommended....more",Notes are private!,0,3,1,"May 27, 2017","Aug 18, 2017","May 27, 2017",,Paperback,view (with text),/book/show/31848637-the-bloom-girls
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Like Family,"Burch, Heather*",1542095786,9781542095785,B01N9SD05I,318        pp,4.41,"1,788","Sep 12, 2017","Sep 12, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Engrossing and genuine, Something Like Family pays tribute to the bonds of love we often fray, but always hold dear. The uplifting story of Rave and TEngrossing and genuine, Something Like Family pays tribute to the bonds of love we often fray, but always hold dear. The uplifting story of Rave and Tuck will leave an indelible mark on your heart....more",Notes are private!,0,8,1,"May 16, 2017","May 27, 2017","May 16, 2017",,Kindle Edition,view (with text),/book/show/34066375-something-like-family
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory of Butterflies,"Greene, Grace*",1542045673,9781542045674,1542045673,285        pp,4.20,"11,951","Sep 05, 2017","Sep 05, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brimming with heart-rending choices, The Memory of Butterflies celebrates the unshakeable bonds of parental devotion in an uplifting tale of love’s abBrimming with heart-rending choices, The Memory of Butterflies celebrates the unshakeable bonds of parental devotion in an uplifting tale of love’s ability to heal the deepest wounds and silence the darkest regrets. Highly recommended....more",Notes are private!,0,15,1,"May 11, 2017","May 16, 2017","May 11, 2017",,Paperback,view (with text),/book/show/33987795-the-memory-of-butterflies
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Truth We Bury,"Sissel, Barbara Taylor*",1477826610,9781477826614,B01N6DS5T1,306        pp,3.76,"2,461","Jul 25, 2017","Jul 25, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Truth We Bury explores the heart of every mother’s greatest fear: how far will she go to protect her child? Taut and tension-filled, deftly plotteThe Truth We Bury explores the heart of every mother’s greatest fear: how far will she go to protect her child? Taut and tension-filled, deftly plotted and heartfelt, the story takes the reader on an enthralling, wild ride, all the way to the deeply felt and satisfying conclusion. Highly recommended....more",Notes are private!,0,6,1,"May 03, 2017","May 11, 2017","May 03, 2017",,Kindle Edition,view (with text),/book/show/33403674-the-truth-we-bury
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Wolf,"Picoult, Jodi*",1439102759,9781439102756,1439102759,517        pp,3.73,"81,684","Feb 28, 2012","Oct 23, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a fan of Picoult's issues-based fiction, but couldn't quite connect with the characters in Lone Wolf. However, the facts on wolf behavior and our I'm a fan of Picoult's issues-based fiction, but couldn't quite connect with the characters in Lone Wolf. However, the facts on wolf behavior and our misconceptions were quite illuminating....more",Notes are private!,0,14,1,"Apr 24, 2017","Apr 30, 2017","Apr 24, 2017",,Paperback,view (with text),/book/show/13547188-lone-wolf
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleepwalker,"Bohjalian, Chris*",038553891X,9780385538916,038553891X,304        pp,3.68,"20,804","Jan 10, 2017","Jan 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 21, 2017","Apr 24, 2017","Apr 21, 2017",,Hardcover,view,/book/show/30211957-the-sleepwalker
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Piece of the World,"Kline, Christina Baker*",0062356283,9780062356284,,352        pp,3.86,"65,652","Feb 21, 2017","Feb 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 28, 2017","Apr 21, 2017","Mar 28, 2017",,ebook,view,/book/show/30255942-a-piece-of-the-world
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I'm Gone,"Bleeker, Emily*",150396440X,,B0142IHZPI,366        pp,4.00,"74,979","Mar 15, 2016","Mar 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A heart-wrenching family drama with surprising twists. Highly recommended.,Notes are private!,0,5,1,"Mar 25, 2017","Dec 12, 2017","Mar 25, 2017",,Kindle Edition,view (with text),/book/show/27401883-when-i-m-gone
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Alienist        (Dr. Laszlo Kreizler, #1)","Carr, Caleb*",0812976142,9780812976144,0812976142,498        pp,4.06,"173,091","Mar 15, 1994","Oct 24, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 02, 2017","Mar 15, 2017","Mar 02, 2017",,Paperback,view,/book/show/40024.The_Alienist
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Happiness In Between,"Greene, Grace*",1536615250,9781536615258,1536615250,0        pp,4.10,"1,991","Jan 31, 2017","Jan 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Happiness In Between overflows with the warmth, healing, and hope Greene fans know to expect in her uplifting stories. Readers will quickly connecThe Happiness In Between overflows with the warmth, healing, and hope Greene fans know to expect in her uplifting stories. Readers will quickly connect with Sandra Hurst as she returns to the old family home in Cub Creek to begin rebuilding her life after a devastating marriage. This is a stand-alone novel set in modern day.My heartfelt thanks to Grace Greene for allowing me to read The Happiness in Between pre-release....more",Notes are private!,0,7,1,"Dec 13, 2016","Dec 13, 2016","Dec 13, 2016",,Audio CD,view (with text),/book/show/31703100-the-happiness-in-between
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sisters One, Two, Three","Star, Nancy*",,,,354        pp,3.69,"23,427",Jan 2017,"Jan 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A deliciously tangled tale of the Tangle family with laugh-out-loud dialogue, an intriguing mystery, and quirky characters you won't soon forget. HighA deliciously tangled tale of the Tangle family with laugh-out-loud dialogue, an intriguing mystery, and quirky characters you won't soon forget. Highly recommended....more",Notes are private!,0,4,1,"Dec 13, 2016","Dec 29, 2016","Dec 13, 2016",,Kindle Edition,view (with text),/book/show/31432960-sisters-one-two-three
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Great Things,"Picoult, Jodi*",0345544951,9780345544957,0345544951,480        pp,4.36,"373,280",2016,"Oct 11, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Thought-provoking and beautifully written. Highly recommended.,Notes are private!,0,10,1,"Dec 05, 2016","Jan 04, 2017","Dec 05, 2016",,Hardcover,view (with text),/book/show/28587957-small-great-things
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smoke,"McKenzie, Catherine*",150390654X,9781503906549,B00VOLHKJ8,352        pp,3.71,"5,086","Oct 20, 2015","Oct 20, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Engaging, suspenseful—McKenzie’s “Smoke” will have you questioning the truth behind a raging forest fire until the last, mesmerizing page.",Notes are private!,0,4,1,"Jul 22, 2016","Jan 26, 2017","Jul 22, 2016",,Kindle Edition,view (with text),/book/show/25453674-smoke
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss Peregrine's Home for Peculiar Children        (Miss Peregrine's Peculiar Children, #1)","Riggs, Ransom",,,,352        pp,3.92,"1,262,193","Jun 07, 2011","Jun 07, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fine debut, uniquely inspired. The abundance of run-on sentences detracted from the enjoyment, especially in the second half of the novel. RecommendA fine debut, uniquely inspired. The abundance of run-on sentences detracted from the enjoyment, especially in the second half of the novel. Recommended....more",Notes are private!,0,7,1,"Jun 08, 2016","Jun 27, 2016","Jun 08, 2016",,Hardcover,view (with text),/book/show/9460487-miss-peregrine-s-home-for-peculiar-children
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burying the Honeysuckle Girls,"Carpenter, Emily*",1503990028,9781503990029,B017LGAKEG,322        pp,3.88,"18,838","Apr 26, 2016","Apr 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Southern gothic at its best. Recommended.,Notes are private!,0,8,1,"May 07, 2016","Jun 08, 2016","May 07, 2016",,Kindle Edition,view (with text),/book/show/29209431-burying-the-honeysuckle-girls
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Edge of the Orchard,"Chevalier, Tracy*",0525953000,9780525953005,0525953000,289        pp,3.66,"20,999","Mar 16, 2016","Mar 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Chevalier does a marvelous job depicting everyday people in varying historical settings. Recommended.,Notes are private!,0,5,1,"May 07, 2016","May 17, 2016","May 07, 2016",,Hardcover,view (with text),/book/show/24611681-at-the-edge-of-the-orchard
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Redeeming Love,"Rivers, Francine*",,,,479        pp,4.51,"321,800",1991,2007,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 30, 2016","May 07, 2016","Apr 30, 2016",,Paperback,view,/book/show/11422.Redeeming_Love
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartwood,"Plain, Belva",0739378023,9780739378021,0739378023,402        pp,3.94,"2,347",2010,"Feb 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 30, 2016","May 05, 2016","Apr 30, 2016",,Paperback,view,/book/show/10429877-heartwood
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What She Wants        (Life in Icicle Falls, #3)","Roberts, Sheila*",0778314324,9780778314325,0778314324,391        pp,3.89,"1,476","Jan 01, 2013","Mar 26, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 30, 2016","May 05, 2016","Apr 30, 2016",,Mass Market Paperback,view,/book/show/16000979-what-she-wants
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Come Rain or Come Shine        (Mitford Years, #13)","Karon, Jan",0399167455,9780399167454,0399167455,287        pp,4.23,"12,106","Sep 22, 2015","Jan 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 23, 2016","May 05, 2016","Apr 23, 2016",,Hardcover,view,/book/show/24875378-come-rain-or-come-shine
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Family Affair,"Michaels, Fern*",0758284942,9780758284945,0758284942,272        pp,4.11,"1,911","Jan 01, 2014","Apr 29, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A sweet story.,Notes are private!,0,5,1,"Apr 23, 2016","Apr 30, 2016","Apr 23, 2016",,Hardcover,view (with text),/book/show/18223033-a-family-affair
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rose Harbor in Bloom        (Rose Harbor, #2)","Macomber, Debbie*",034552893X,9780345528933,034552893X,336        pp,4.07,"16,518","Aug 13, 2013","Aug 13, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A sweet setting. The abundance of internal narrative seemed to detract from the story's movement.A sweet setting. The abundance of internal narrative seemed to detract from the story's movement....more,Notes are private!,0,2,1,"Apr 23, 2016","Apr 23, 2016","Apr 23, 2016",,Hardcover,view (with text),/book/show/16156294-rose-harbor-in-bloom
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save the Cat: The Last Book on Screenwriting You'll Ever Need,"Snyder, Blake",1932907009,9781932907001,1932907009,195        pp,4.03,"18,936",2005,"May 25, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Good visual plotting strategies for screenwriters and novelists alike.,Notes are private!,0,2,1,"Apr 20, 2016","Apr 23, 2016","Apr 20, 2016",,Paperback,view (with text),/book/show/49464.Save_the_Cat
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",081298840X,9780812988406,,229        pp,4.40,"668,416","Jan 12, 2016","Jan 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ann Patchett said it best: ""This is one of a handful of books I consider to be a universal donor--I would recommend it to anyone, everyone.""Ann Patchett said it best: ""This is one of a handful of books I consider to be a universal donor--I would recommend it to anyone, everyone.""...more",Notes are private!,0,10,1,"Apr 20, 2016","May 19, 2016","Apr 20, 2016",,Hardcover,view (with text),/book/show/25614898-when-breath-becomes-air
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Map of True Places,"Barry, Brunonia*",0061624780,9780061624780,0061624780,403        pp,3.66,"6,268",2010,"May 04, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting plot. For this reader, the abundance of backstory detracted from the sense of immediacy one expects in fiction. I had trouble connectinAn interesting plot. For this reader, the abundance of backstory detracted from the sense of immediacy one expects in fiction. I had trouble connecting with the characters....more",Notes are private!,0,2,1,"Apr 10, 2016","Apr 20, 2016","Apr 10, 2016",,Hardcover,view (with text),/book/show/7005509-the-map-of-true-places
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rejected Writers' Book Club        (Southlea Bay, #1)","Kelman, Suzanne*",,,,428        pp,3.66,"3,579","Oct 02, 2014","Oct 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A quirky and fun read. Highly recommended.,Notes are private!,0,5,1,"Mar 29, 2016","Apr 10, 2016","Mar 29, 2016",,Kindle Edition,view (with text),/book/show/28940993-the-rejected-writers-book-club
