,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bruno's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adorazione,"Urciuolo, Alice",8832971348,9788832971347,8832971348,352        pp,2.87,570,unknown,"Oct 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sebbene questo sia il suo romanzo d'esordio, non è la prima volta che Alice Urciuolo si mette alla prova con la scrittura, avendo sceneggiato il fortuSebbene questo sia il suo romanzo d'esordio, non è la prima volta che Alice Urciuolo si mette alla prova con la scrittura, avendo sceneggiato il fortunato remake italiano della serie tv Skam, di cui io stesso sono un appassionato fan. Ed effettivamente, Adorazione raccoglie tutti gli ingredienti ideali a farlo diventare un ottimo prodotto Netflix: un gruppo di adolescenti alle soglie dell'età adulta, l'omicidio di una coetanea da parte dell'ex fidanzato, un'estate torrida e soffocante, il litorale pontino con le sue spiagge, i genitori che non si accorgono di chi siano realmente i propri figli, i dubbi sulla propria identità sessuale e tanti riferimenti a Instagram e ai social network. Insomma, sento già Tommaso Paradiso alle prove con la colonna sonora. Uniche note sfavorevoli sono state la scrittura, che mi è parsa forse troppo piatta e poco incisiva, con le frasi scorrono in maniera fluida senza particolari abbellimenti o orpelli stilistici che ti facciano venir voglia di rileggere interi paragrafi per la loro bellezza. Ma questa potrebbe anche essere una deliberata scelta stilistica. E poi la seconda parte del romanzo, in cui la trama prende una piega che fa della storia quasi un Cento colpi di spazzola prima di andare a Sabaudia. Nondimeno, Adorazione è un'ottima storia di cui son convinto sentiremo presto parlare di più. ...more",Notes are private!,0,4,1,"Nov 25, 2020","Dec 02, 2020","Nov 25, 2020",,Paperback,view (with text),/book/show/55520241-adorazione
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un solo paradiso,"Fontana, Giorgio",8838935467,9788838935466,8838935467,208        pp,3.30,178,"Sep 08, 2016","Sep 08, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Peccato, per quanto mi piaccia tanto Fontana, bisogna ammettere che si tratta di una storia che poggia su delle basi piuttosto esili e che si dimenticPeccato, per quanto mi piaccia tanto Fontana, bisogna ammettere che si tratta di una storia che poggia su delle basi piuttosto esili e che si dimentica abbastanza in fretta. ...more",Notes are private!,0,0,1,"Nov 22, 2020","Nov 24, 2020","Nov 22, 2020",,Paperback,view (with text),/book/show/31690850-un-solo-paradiso
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Io venìa pien d'angoscia a rimirarti,"Mari, Michele",880622896X,9788806228965,880622896X,146        pp,4.03,350,1990,"May 24, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Nov 22, 2020","Nov 22, 2020",,Paperback,view,/book/show/30258085-io-ven-a-pien-d-angoscia-a-rimirarti
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Topeka School,"Lerner, Ben",8838940533,9788838940538,8838940533,384        pp,3.50,"25,795","Oct 01, 2019","Mar 12, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jane e Jonathan, due genitori psicoanalisti, Adam, uno studente promettente con la passione per il dibattito e l'oratoria e Darren, un giovane solitarJane e Jonathan, due genitori psicoanalisti, Adam, uno studente promettente con la passione per il dibattito e l'oratoria e Darren, un giovane solitario emarginato dai propri coetanei. Lerner raffigura la periferia americana del Kansas in cui lui stesso è cresciuto negli anni '90 e lo fa dalle prospettive di questi quattro personaggi, filtrate a loro volta dalla penna dell'Adam del futuro, che racconta la sua storia dall'anno 2016. Salti temporali, temi e simboli che ritornano, un linguaggio che si frantuma e scorre velocissimo fino ad assumere sempre nuove forme. Sorprendente. ...more",Notes are private!,0,1,1,"Nov 20, 2020","Nov 24, 2020","Nov 20, 2020",,Paperback,view (with text),/book/show/51724805-topeka-school
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harvey,"Cline, Emma",8806248383,9788806248383,8806248383,104        pp,3.07,"1,563","Jun 01, 2020","Nov 03, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2020",,Paperback,view,/book/show/55834295-harvey
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La città dei vivi,"Lagioia, Nicola",8806233335,9788806233334,8806233335,472        pp,4.20,"8,545","Oct 20, 2020","Oct 20, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Reduce da quattro giorni in cui son finito a guardare video di testimonianze e interventi televisivi sulla tragedia fino all'una del mattino. Reduce da quattro giorni in cui son finito a guardare video di testimonianze e interventi televisivi sulla tragedia fino all'una del mattino. ...more,Notes are private!,0,13,1,"Nov 14, 2020","Nov 17, 2020","Nov 14, 2020",,Hardcover,view (with text),/book/show/55744300-la-citt-dei-vivi
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Borgo Sud,"Di Pietrantonio, Donatella",8806244787,9788806244781,8806244787,168        pp,3.73,"5,152","Nov 03, 2020","Nov 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 11, 2020","Nov 11, 2020",,Hardcover,view,/book/show/55814341-borgo-sud
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in Her Hands,"Moshfegh, Ottessa",1984879359,9781984879356,1984879359,259        pp,3.25,"41,187","Jun 23, 2020","Jun 23, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Nov 05, 2020",,Hardcover,view,/book/show/52878453-death-in-her-hands
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ohio,"Markley, Stephen*",1501174479,9781501174476,1501174479,484        pp,3.87,"13,339","Aug 21, 2018","Aug 21, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2020","Oct 29, 2020","Aug 19, 2020",,Hardcover,view,/book/show/36373372-ohio
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sagittario,"Ginzburg, Natalia",8806412280,9788806412289,8806412280,107        pp,3.79,928,1957,"Jan 22, 1975",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Aug 11, 2020",,Paperback,view,/book/show/18519323-sagittario
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Valentino,"Ginzburg, Natalia",,,,178        pp,3.92,880,1957,"Sep 16, 1972",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Jul 10, 2020",,Paperback,view,/book/show/10659100-valentino
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night. Sleep. Death. The Stars.,"Oates, Joyce Carol",0062797603,9780062797605,,800        pp,3.77,"3,469","Jun 09, 2020","Jun 09, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 16, 2020","Jun 26, 2020","Jun 16, 2020",,ebook,view,/book/show/43801240-night-sleep-death-the-stars
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caro Michele,"Ginzburg, Natalia",8806159615,9788806159610,8806159615,186        pp,3.97,"3,482",1973,"Jan 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 04, 2019","Jun 10, 2020",,Paperback,view,/book/show/442260.Caro_Michele
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eredità,"Hjorth, Vigdis",889325459X,9788893254595,889325459X,374        pp,3.90,"16,042",2016,"May 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La Norvegia fa nuovamente da sfondo a un'altra morte del padre. L'ingiusta ripartizione dell'eredità è solo la causa apparente dei dissapori che dividLa Norvegia fa nuovamente da sfondo a un'altra morte del padre. L'ingiusta ripartizione dell'eredità è solo la causa apparente dei dissapori che dividono Bergljot e suo fratello Bård dalle due sorelle minori, Astrid e Åsa, schieratesi a loro volta dalla parte della madre. Il germe interiore che ha portato la protagonista a un lento e inesorabile distacco dalla famiglia è infatti ben più profondo e trova le sue radici nell'infanzia. E così, Bergljot, martire di un ostinato morbo, ripercorre pervicacemente gli eventi che l'hanno guastata e plasmata nella persona attuale. Un'ossessiva ma potente riflessione sull'infanzia, la violenza, la rimozione, la psicoanalisi e la tendenza a voltare lo sguardo davanti a una realtà troppo dolente e scomoda per essere affrontata. ...more",Notes are private!,0,4,1,"Jun 10, 2020","Jun 14, 2020","Jun 10, 2020",,Paperback,view (with text),/book/show/53439296-eredit
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La strada che va in città,"Ginzburg, Natalia",8806184237,9788806184230,8806184237,88        pp,3.73,"1,875",1942,2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jun 07, 2020",,Paperback,view,/book/show/17406026-la-strada-che-va-in-citt
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Robber Bride,"Atwood, Margaret*",1853817228,,B00BG73H2O,470        pp,3.83,"47,183",1993,1994,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 23, 2020","Jun 02, 2020","May 23, 2020",,Paperback,view,/book/show/25478113-the-robber-bride
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confidenza,"Starnone, Domenico",880624356X,9788806243562,880624356X,152        pp,3.48,"5,721","Nov 19, 2019","Nov 19, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 25, 2020","Apr 29, 2020","Apr 25, 2020",,Hardcover,view,/book/show/48585454-confidenza
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Febbre,"Bazzi, Jonathan",8860446066,9788860446060,8860446066,328        pp,3.69,"5,120","May 15, 2019","May 15, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Apr 19, 2020","Apr 25, 2020","Apr 19, 2020",,Paperback,view,/book/show/45730454-febbre
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La più amata,"Ciabatti, Teresa",8804664525,9788804664529,8804664525,228        pp,3.54,"1,887","Feb 26, 2017","Feb 28, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Una piccola bomba.,Notes are private!,0,0,1,"Apr 16, 2020","Apr 18, 2020","Apr 16, 2020",,Paperback,view (with text),/book/show/34447000-la-pi-amata
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prima di noi,"Fontana, Giorgio",8838940223,9788838940224,8838940223,896        pp,4.05,"1,051","Jan 30, 2020","Jan 30, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Apr 05, 2020","Apr 16, 2020","Apr 05, 2020",,Paperback,view,/book/show/50617741-prima-di-noi
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit is Rich        (Rabbit Angstrom, #3)","Updike, John",,,0141188553,448        pp,3.92,"17,145",1981,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 30, 2020","Apr 15, 2020","Mar 30, 2020",,Paperback,view,/book/show/599908.Rabbit_is_Rich
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wapshot Chronicle,"Cheever, John",0099927527,,,307        pp,3.76,"7,304",1957,1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 22, 2020","Apr 15, 2020","Mar 22, 2020",,Paperback,view,/book/show/39706850-the-wapshot-chronicle
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Some Hope        (Patrick Melrose, #3)","St. Aubyn, Edward",1447202961,9781447202967,1447202961,209        pp,3.79,"4,875",1994,"Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 16, 2020","Mar 22, 2020","Mar 16, 2020",,Paperback,view,/book/show/14478623-some-hope
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Loved Children,"Stead, Christina",,9781784971489,1784971480,553        pp,3.57,"4,456",1940,"Apr 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 12, 2020","Mar 30, 2020","Mar 12, 2020",,Paperback,view,/book/show/27909738-the-man-who-loved-children
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad News,"St. Aubyn, Edward",1447202953,9781447202950,1447202953,242        pp,3.77,"6,785",1992,"Jan 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 29, 2020",,Paperback,view,/book/show/14478620-bad-news
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Much Longing in So Little Space: The Art of Edvard Munch,"Knausgård, Karl Ove",0143133136,9780143133131,0143133136,256        pp,3.95,"1,102","May 02, 2017","Mar 26, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 22, 2020","Feb 29, 2020","Feb 22, 2020",,Paperback,view,/book/show/40908545-so-much-longing-in-so-little-space
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Mind,"St. Aubyn, Edward",1447202937,9781447202936,1447202937,197        pp,3.76,"10,502",Dec 1992,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 18, 2020","Feb 22, 2020","Feb 18, 2020",,Paperback,view,/book/show/13614391-never-mind
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out,"Kirino, Natsuo",1784875406,9781784875404,1784875406,528        pp,3.95,"39,536","Jul 15, 1997","Oct 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 15, 2020",,Paperback,view,/book/show/43459806-out
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Try,"Cooper, Dennis",,,,249        pp,3.86,"1,320","Jan 01, 1994","Jan 17, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 15, 2020",,Paperback,view,/book/show/51594.Try
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For A Little While,"Bass, Rick",1782273042,9781782273042,1782273042,480        pp,4.06,607,"Mar 01, 2016","Feb 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 12, 2020",not set,"Jan 12, 2020",,Hardcover,view,/book/show/33280712-for-a-little-while
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Samurai,"DeWitt, Helen",1784707961,9781784707965,1784707961,496        pp,4.15,"8,780","Sep 20, 2000","Jan 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The bit where he goes to Blockbuster to rent a copy of The Importance of Being Earnest to keep a man from committing suicide. Fantastic,Notes are private!,0,1,1,"Jan 05, 2020","Jan 12, 2020","Jan 05, 2020",,Paperback,view (with text),/book/show/35610855-last-samurai
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nice & the Good,"Murdoch, Iris",0140030344,9780140030341,B0027BXOU8,362        pp,3.86,"2,375",1968,"Jan 01, 1968",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 08, 2019","Jan 05, 2020","Dec 08, 2019",,Paperback,view,/book/show/12066.Nice_the_Good
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Because it is Bitter, and Because it is My Heart","Oates, Joyce Carol",,,,405        pp,3.88,"3,139",1990,1991,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2019",Dec 2019,"Nov 24, 2019",,Paperback,view,/book/show/23314647-because-it-is-bitter-and-because-it-is-my-heart
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La vita bugiarda degli adulti,"Ferrante, Elena",,,,326        pp,3.66,"70,661","Nov 07, 2019","Nov 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Nov 20, 2019","Nov 24, 2019","Nov 20, 2019",,Paperback,view,/book/show/48612796-la-vita-bugiarda-degli-adulti
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Find Me        (Call Me By Your Name, #2)","Aciman, André*",0374155011,9780374155018,0374155011,260        pp,3.27,"73,131","Oct 29, 2019","Oct 29, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 11, 2019","Nov 15, 2019","Nov 11, 2019",,Hardcover,view,/book/show/44581535-find-me
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maid's Version,"Woodrell, Daniel",0316205850,9780316205856,0316205850,164        pp,3.35,"7,194",2013,"Sep 03, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 06, 2019","Nov 08, 2019","Nov 06, 2019",,Hardcover,view,/book/show/17333270-the-maid-s-version
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dry Heart,"Ginzburg, Natalia",0811228789,9780811228787,0811228789,88        pp,4.00,"7,234",1947,"Jun 25, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Oct 31, 2019",,Paperback,view,/book/show/42268742-the-dry-heart
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un’educazione libertina,"Del Amo, Jean-Baptiste",8854517984,9788854517981,8854517984,415        pp,3.85,304,2008,"Jun 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 26, 2019",,Paperback,view,/book/show/51100137-un-educazione-libertina
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,MoranteMoravia: Una storia d'amore,"Folli, Anna",8854514780,9788854514782,8854514780,336        pp,4.33,230,unknown,"May 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 06, 2019","Oct 26, 2019","Oct 06, 2019",,Paperback,view,/book/show/39873126-morantemoravia
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animalia,"Del Amo, Jean-Baptiste",1910695572,9781910695579,1910695572,432        pp,4.12,"1,036","Aug 18, 2016","Mar 20, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Oct 06, 2019",,Paperback,view,/book/show/41066492-animalia
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fairly Honourable Defeat,"Murdoch, Iris",,,B0031RS80S,497        pp,3.95,"2,293",1970,"Nov 17, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 21, 2019","Oct 06, 2019","Aug 21, 2019",,Kindle Edition,view,/book/show/19172431-a-fairly-honourable-defeat
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The End        (My Struggle, #6)","Knausgård, Karl Ove",,,,"1,160        pp",4.14,"6,120",2011,Sep 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 21, 2019","Oct 06, 2019","Aug 21, 2019",,Paperback,view,/book/show/33757250-the-end
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arturo's Island,"Morante, Elsa",1782274952,9781782274957,1782274952,384        pp,4.01,"11,680",1957,"May 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 16, 2019","Aug 21, 2019","Jun 16, 2019",,Paperback,view,/book/show/43512369-arturo-s-island
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stone Diaries,"Shields, Carol",9462380856,9789462380851,9462380856,352        pp,3.89,"40,332",1993,"Feb 18, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jun 16, 2019",,Paperback,view,/book/show/29759899-the-stone-diaries
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out Stealing Horses,"Petterson, Per",0099506130,9780099506133,0099506130,264        pp,3.81,"35,321",2003,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"May 22, 2019",,Paperback,view,/book/show/1259812.Out_Stealing_Horses
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frisk,"Cooper, Dennis",2867449235,9782867449239,2867449235,240        pp,3.66,"3,214",1991,"Oct 23, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Mar 16, 2019",,Paperback,view,/book/show/51590.Frisk
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evening in Paradise: More Stories,"Berlin, Lucia",0374279489,9780374279486,0374279489,244        pp,3.94,"4,046",1981,"Nov 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 07, 2019","Mar 24, 2019","Mar 07, 2019",,Hardcover,view,/book/show/37941768-evening-in-paradise
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hazards of Time Travel,"Oates, Joyce Carol",0062319612,9780062319616,,336        pp,2.97,"6,500","Nov 27, 2018","Nov 27, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 02, 2019","Mar 07, 2019","Mar 02, 2019",,ebook,view,/book/show/36544571-hazards-of-time-travel
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tutti i nostri ieri,"Ginzburg, Natalia",8806139819,9788806139810,8806139819,326        pp,3.99,"3,359",1952,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2019","Feb 20, 2019","Feb 02, 2019",,Paperback,view,/book/show/71167.Tutti_i_nostri_ieri
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Max, Mischa & Tetoffensiven","Harstad, Johan",,9788205473140,,"1,082        pp",4.42,"6,295","May 10, 2017","Oct 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2019","Nov 20, 2020","Feb 02, 2019",,Hardcover,view,/book/show/27271848-max-mischa-tetoffensiven
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing Commendatore,"Murakami, Haruki",1787300196,9781787300194,1787300196,681        pp,3.91,"58,893","Feb 24, 2017","Apr 06, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 28, 2018","Jan 26, 2019","Nov 28, 2018",,Hardcover,view,/book/show/37564514-killing-commendatore
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing Holds Back the Night,"Vigan, Delphine de",1620404850,9781620404850,1620404850,352        pp,4.31,"15,745","Aug 17, 2011","Mar 25, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 10, 2018","Nov 28, 2018","Nov 10, 2018",,Paperback,view,/book/show/17978191-nothing-holds-back-the-night
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La città e la casa,"Ginzburg, Natalia",8806579436,9788806579432,8806579436,236        pp,4.10,"1,287",1984,"Jan 01, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 04, 2018","Nov 10, 2018","Nov 04, 2018",,Hardcover,view,/book/show/69867.La_citt_e_la_casa
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Letters of Sylvia Plath, Volume I: 1940-1956","Plath, Sylvia",0571328997,9780571328994,0571328997,"1,424        pp",4.38,404,"Oct 17, 2017","Oct 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 04, 2018","Nov 20, 2020","Nov 04, 2018",,Hardcover,view,/book/show/29490074-letters-of-sylvia-plath-volume-i
