,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth of Silver's Reviews's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
496,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cookbook Club: A Novel of Food and Friendship,"Harbison, Beth*",0062958623,9780062958624,0062958623,348        pp,3.66,"3,817","Oct 20, 2020","Oct 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2020",,Paperback,view,/book/show/50622403-the-cookbook-club
497,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rose Code,"Quinn, Kate*",0062943472,9780062943477,0062943472,624        pp,4.45,"251,512","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2020",,Paperback,view,/book/show/53914938-the-rose-code
498,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thick as Thieves,"Brown, Sandra*",1538751941,9781538751947,1538751941,384        pp,4.00,"25,431","Aug 25, 2020","Aug 25, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 11, 2020",,Hardcover,view,/book/show/50358519-thick-as-thieves
499,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do No Harm,"McDonald, Christina*",1982142618,9781982142612,1982142618,368        pp,3.63,"5,102","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 08, 2020",,Paperback,view,/book/show/54304103-do-no-harm
500,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers of War,"Kelly, Julia*",1982107804,9781982107802,1982107804,336        pp,3.87,"4,827","Jan 14, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2020",,Paperback,view,/book/show/55000242-the-whispers-of-war
501,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Know What I Saw,"Sharp, S.K.",,,,unknown,3.46,178,"Oct 01, 2020","Oct 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nicola was gifted with an extraordinary memory, but was it a gift?Things vividly popped up from her past with details that would have been totally forNicola was gifted with an extraordinary memory, but was it a gift?Things vividly popped up from her past with details that would have been totally forgotten by most.​​After 37 years, a body is found, and Nicola is asked to remember what happened that night since her ex husband is accused. He needs her for an alibi.​​ She is not sure her recollection will free him, but she told what she remembered whether the police believe her or not.​​I KNOW WHAT I SAW went back and forth from Nicola’s life as a teenager to today’s investigation.​​I thought the teenage chapters were a bit too much and not that interesting, but even the current-day chapters were not that enticing. ​​The book was actually a bit confusing as to who the characters were and how they were related.​​The story line was good, but it would have been better had it not dragged out so much even though the background information was necessary. ​​Hinting that Nicola didn’t tell everything to the police kept me going along with wanting to know what really happened to Declan’s father that night and who the killer was.​​​​I still can’t give it a higher rating even though it got good around 80%. It just took too long to get there. 3/5​This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,14,1,"Sep 04, 2020","Sep 06, 2020","Sep 04, 2020",,ebook,view (with text),/book/show/54867673-i-know-what-i-saw
502,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Darkest Night,"Robson, Jennifer*",0062674978,9780062674975,0062674978,384        pp,4.12,"17,528","Jan 05, 2021","Jan 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Antonina's father had been planning how to protect her for a while since the Germans had invaded Italy and were starting to take Jewish people to campAntonina's father had been planning how to protect her for a while since the Germans had invaded Italy and were starting to take Jewish people to camps.His plan was to have Antonina pretend she was married to Nico.Antonina didn't like the idea of leaving with a stranger and leaving her father and mother, but Nico was very nice and had a wonderful family who welcomed her as his wife. Well everyone but his sister, Rosa, but Rosa came to love Nina. Rosa was angry because Nico was to be a priest and this girl took him from the priesthood. They wished they could tell everyone they really weren't married, but it was too risky. Someone may tell on them.I became immersed in the family’s hardworking life and the wonder and joy of the simple life they led and their care for each other.Of course they had to be concerned about the Nazi officers who stopped by and to worry that someone would find out Nina actually was Jewish.You will fall in love with Nina and Nico and feel Nina's pain as she tries to fit in and learn how to be a Catholic. You will actually become fond of each family member, feel their pain as well as their happiness, and want to be part of their loving family.As in all WWII books along with the beauty and the strength of the people, there is death and cruelty.The beauty of family and caring citizens will pull you into this marvelously written, well-researched book and help ease the horror of what was going on.Do not miss this book. 5/5This book was given to me by the publisher via Goodreads in exchange for an honest ....more",Notes are private!,0,26,1,"Nov 30, 2020","Dec 02, 2020","Sep 03, 2020",,Paperback,view (with text),/book/show/53018165-our-darkest-night
503,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Millicent Glenn's Last Wish,"Whitaker, Tori*",1542023319,9781542023313,1542023319,351        pp,3.93,"10,924","Oct 01, 2020","Oct 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh to be a 1950’s housewife. Really? Maybe.Millicent lets us in on what it was like to be a housewife in the 1950’s. Husbands not really liking their Oh to be a 1950’s housewife. Really? Maybe.Millicent lets us in on what it was like to be a housewife in the 1950’s. Husbands not really liking their wives to work, having to have your husband sign at the bank if you wanted to open an account in your own name, being dressed up when your husband came home, and wishing you could do more than stay at home with the babies.We meet 91-year-old Millicent, her daughter, Jane, and her granddaughter, Kelsey, as we move from the 1950’s to 2015. Three generations of strong women and a secret Millicent kept for all of these years. We get to experience these women’s joys as well as their sorrows.I enjoyed the way the author weaved past situations into the present-day happenings as she looked back.MILLICENT GLENN’S LAST WISH was a trip back to the time when my mother would have been a wife. It had me wondering if my mother felt as if she were trapped since she was required by the company she worked for to quit when she got married.Even more than learning about Millicent’s life of sorrow and secrets, this sweet book focuses on the love between a mother and her child and a mother and her daughter.Warning: Tissues needed for happy events as well as sad and oh so good. 5/5This book was given to me by the author and NetGalley in exchange for an honest ....more",Notes are private!,0,21,1,"Sep 02, 2020","Sep 04, 2020","Sep 02, 2020",,Paperback,view (with text),/book/show/49919767-millicent-glenn-s-last-wish
504,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Band of Sisters,"Willig, Lauren*",0062986155,9780062986153,0062986155,528        pp,4.07,"10,319","Mar 16, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Hardcover,view,/book/show/53914953-band-of-sisters
505,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orphan Collector,"Wiseman, Ellen Marie*",1496715861,9781496715869,1496715861,390        pp,4.24,"44,409","Jul 28, 2020","Jul 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2020",,Paperback,view,/book/show/49244342-the-orphan-collector
506,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Step Behind,"North, Lauren*",1984803875,9781984803870,B082H37DFW,363        pp,3.75,"1,923","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Jenna's life gets turned upside down by a stalker, all she wants to know is who it is and why she was chosen.Jenna's stalker has been leaving herWhen Jenna's life gets turned upside down by a stalker, all she wants to know is who it is and why she was chosen.Jenna's stalker has been leaving her awful gifts, sending her threatening e-mails, lurking behind trees and buildings, and ruining Jenna's life because she sees the stalker everywhere. One day as Jenna was the doctor working in the ER, her stalker is brought in after an accident and is in critical condition. Jenna could let the patient die or she could save her stalker. That was a tough decision for her, but she decided her medical oath required her to save lives. She finds out the stalker's name is Matthew.She still questions if saving him was the right thing to do because he still haunted her, and she still sees him even though she knows he is in the ICU.We also meets Matthew's sister, Sophie. We learn Matthew's background through Sophie's story. They both had a terrible childhood, but she only hears her mother’s words that she is a big sister and has to take care of Matthew. She is tired of taking care of her brother.Something happened in this family twelve years ago that causes even more guilt for Sophie. ONE STEP BEHIND is filled with unlikable characters, secrets, bitterness, and a great story line.The tension and the unknown are very evident in this book with the ending ramping up the tension to the max. Readers who enjoy a book that keeps you guessing and on alert will enjoy ONE STEP BEHIND. 5/5This book was given to me by the publisher via Netgalley in exchange for an honest ....more",Notes are private!,0,17,0,not set,not set,"Sep 02, 2020",,Kindle Edition,view (with text),/book/show/49336425-one-step-behind
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orphan of Cemetery Hill,"Fox, Hester*",,,B07Z23TN8S,317        pp,3.63,"2,082","Sep 15, 2020","Sep 15, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Sep 01, 2020",,Kindle Edition,view,/book/show/49989320-the-orphan-of-cemetery-hill
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Three Mrs. Wrights,"Keir, Linda*",1542019710,9781542019712,B07X24XCP6,379        pp,3.94,"7,582","Sep 29, 2020","Sep 29, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Trip, Jonathan, Jack...which one was he? He had a different name for each woman he was seducing.How did he keep his names and his stories straight aboTrip, Jonathan, Jack...which one was he? He had a different name for each woman he was seducing.How did he keep his names and his stories straight about who he was?Hopefully he will slip up one day. One slip came out when Johnathan's wife, Holly, had a friend tell her that her husband saw Jonathan on a flight to Los Angeles. Really? He said he was going to San Francisco. We follow Trip, Jonathan, and Jack as he sets up three women and uses them for his advantage and for helping him increase his wealth.None of the three even has a clue about what he’s been doing for the past 20 some years. What a liar and a con man he was. He had an answer for every question and situation that came up when the women asked him where he was and why something happened.I did enjoy the basic premise and was hoping they would find out about Trip, Jonathan, and Jack, but all the background and details about each of his business adventures made the book drag for me. The first quarter of the book was not interesting at all. I about gave up until something happened that peaked my interest, but the book still wasn’t pull you in until the last quarter. The last quarter was excellent.I had to keep going to see what happened so I guess it did pull me in at some point. :) 3/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,13,1,"Aug 29, 2020","Aug 30, 2020","Aug 29, 2020",,Kindle Edition,view (with text),/book/show/52061001-the-three-mrs-wrights
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Correction,"French, Nicci",0063021358,9780063021358,0063021358,528        pp,3.80,"11,420","Apr 06, 2020","Oct 27, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2020",,Paperback,view,/book/show/50496924-house-of-correction
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow Bird Sings,"Rosner, Jennifer*",1250179769,9781250179760,1250179769,294        pp,4.09,"13,337","Mar 03, 2020","Mar 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is 1941 and we find Roza and Shira hiding in a barn after they fled the city where they lived.Roza saw her parents and husband killed, and she rea It is 1941 and we find Roza and Shira hiding in a barn after they fled the city where they lived.Roza saw her parents and husband killed, and she realized the only way to keep her daughter safe was to run.Shira was only five, had a gift for music, but could not make a sound. They hid for approximately 400 days in a barn. It definitely was difficult to keep a five-year-old child quiet, but Shira did it.It eventually became too dangerous to keep hiding. The farmer's wife took Shira from Roza and sent her to an orphanage while Roza fled into the woods.Your heart will break for the characters as you wonder how you would feel about having to send your children away to protect them.We follow both characters as they yearn for each other and try to survive without each other - Shira in a convent and Roza on the run freezing and barely surviving in the woods.You will be drawn into the lives of Roza and Shira and ache along with them.THE YELLOW BIRD SINGS is a beautiful, but heart wrenching story. It is a story of bravery and endurance.If you enjoy historical fiction, learning of musical prodigies, and books lyrically and beautifully written along with a story line that pulls you in, you will not want to miss this book. It will stay with you long after you close the cover. 5/5This book was given to me by the author in exchange for an honest ....more",Notes are private!,0,13,1,"Aug 17, 2020","Aug 19, 2020","Aug 17, 2020",,Hardcover,view (with text),/book/show/45734862-the-yellow-bird-sings
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers of War,"Kelly, Julia*",,,,336        pp,3.87,"4,827","Jan 14, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2020",,Paperback,view,/book/show/52883711-the-whispers-of-war
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Garden in England,"Kelly, Julia*",,,1982107820,368        pp,3.98,"19,070","Jan 12, 2021","Jan 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One thing that draws me to a book is an old house, and Highbury House sounded amazing.And with the mention of many gardens, I was pulled in from the sOne thing that draws me to a book is an old house, and Highbury House sounded amazing.And with the mention of many gardens, I was pulled in from the start.We meet Emma, present day, who was commissioned to restore the gardens of Highbury House that were designed by Venetia Smith to what they looked like in 1907. Emma had no photos but did some research.Emma’s work was definitely cut out here, but it was so exciting for her to be able to recreate these famous gardens.We also meet two other women who had something to do with the gardens and Highbury House. Each time we meet one of the women, we find a little more about the garden, their lives, and their connection to it all.Venetia Smith, 1907, was the original designer of the many gardens at the Highbury House Estate.Beth Pedley, 1944, worked on a nearby farm. She would deliver goods to Highbury House and loved the gardens. She also wanted to and did sketch the gardens. These sketches were helpful to Emma.These three women were easy to like, and I loved how the gardens were the main focus for all three of them.There were many gardens filled with flowers that represented the name of each garden.The different gardens were: The Tea Garden, The Lovers' Garden, The Bride's Garden, The Poet's Garden, The Children’s Garden, and The Winter Garden that was behind locked gates and Emma didn't know why.No one knew why it was kept locked or where the key was, but you will find out when you read this lovely book.Along with the beautiful writing of Ms. Kelly, the gardens, and the story line, there also is some romance in each time period.If you enjoy Ms. Kelly's books, you will not want to miss this one. 5/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,19,1,"Dec 10, 2020","Dec 13, 2020","Aug 17, 2020",,Hardcover,view (with text),/book/show/54304262-the-last-garden-in-england
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Single Wives,"LaManna, Gina*",172821565X,9781728215655,172821565X,368        pp,3.66,"2,737","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How could a discussion at a book club turn out to be deadly?It can when the book club members discuss how they would kill their husband if he were havHow could a discussion at a book club turn out to be deadly?It can when the book club members discuss how they would kill their husband if he were having an affair, and then someone's husband turns up dead.Despite the dead husband and the trial transcript that was at the beginning of each chapter, the characters were comical. The things they said on the witness stand were unbelievable.We find out about each woman from eight months before and then leading up to the fateful book club night and trial. We also are kept in the dark about who the murderer is. We get bounced around from one person to the next. All of the women were flawed in one way or another, but for the most part they were likable. Penny was a bit on the unlikeable side, though.Roman, one of the main male characters, was very unlikeable. I enjoyed Ms. LaManna’s writing style which brought a nice flow to the book, the structure of the chapters, and of course the storyline. THREE SINGLE WIVES KEPT my interest because of the characters' antics, the book talk, and the terrific characters.If you need a change of pace for a murder mystery, you will want to add this book to your reading list. And….Ohhhh….what a great ending. 5/5 This book was given to me by the publisher in exchange for an honest ....more",Notes are private!,0,16,1,"Sep 14, 2020","Sep 17, 2020","Aug 15, 2020",,Hardcover,view (with text),/book/show/51771541-three-single-wives
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Butterfly Room,"Riley, Lucinda",1952457068,9781952457067,B088C4Z6ST,403        pp,4.18,"21,500","May 02, 2019","Jul 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Posy has lived in Admiral House for most of her life...as a child and as a wife and mother.​Turning 70 has her thinking about the work it takes to maiPosy has lived in Admiral House for most of her life...as a child and as a wife and mother.​Turning 70 has her thinking about the work it takes to maintain her beloved home, and she needs to make a decision about what to do with it.​​We go back and forth in Posey’s life from her childhood to her adult life. We also see that her two sons are totally opposite. Sam is a fly by night and Nick is successful.​​Her sons are at odds about their mother selling their childhood home and Posey is again in the middle. ​​THE BUTTERFLY ROOM has old houses, family, love, and secrets. ​​This book is an enjoyable, cozy read with characters that you will love as much as the book’s story line. ​​If you need an uplifting read, you will want to put THE BUTTERFLY ROOM on your reading list. 5/5​​This book was given to me by the publisher, BookMovement, and NetGalley in exchange for an honest ....more",Notes are private!,0,19,1,"Aug 14, 2020","Aug 16, 2020","Aug 14, 2020",,Kindle Edition,view (with text),/book/show/53595457-the-butterfly-room
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Step Behind,"North, Lauren*",0552176095,9780552176095,0552176095,358        pp,3.75,"1,923","Sep 01, 2020","Sep 03, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Jenna's life gets turned upside down by a stalker, all she wants to know is who it is and why she was chosen.Jenna's stalker has been leaving herWhen Jenna's life gets turned upside down by a stalker, all she wants to know is who it is and why she was chosen.Jenna's stalker has been leaving her awful gifts, sending her threatening e-mails, lurking behind trees and buildings, and ruining Jenna's life because she sees the stalker everywhere. One day as Jenna was the doctor working in the ER, her stalker is brought in after an accident and is in critical condition. Jenna could let the patient die or she could save her stalker. That was a tough decision for her, but she decided her medical oath required her to save lives. She finds out the stalker's name is Matthew.She still questions if saving him was the right thing to do because he still haunted her, and she still sees him even though she knows he is in the ICU.We also meets Matthew's sister, Sophie. We learn Matthew's background through Sophie's story. They both had a terrible childhood, but she only hears her mother’s words that she is a big sister and has to take care of Matthew. She is tired of taking care of her brother.Something happened in this family twelve years ago that causes even more guilt for Sophie. ONE STEP BEHIND is filled with unlikable characters, secrets, bitterness, and a great story line.The tension and the unknown are very evident in this book with the ending ramping up the tension to the max. Readers who enjoy a book that keeps you guessing and on alert will enjoy ONE STEP BEHIND. 5/5This book was given to me by the publisher via Netgalley in exchange for an honest ....more",Notes are private!,0,7,1,"Aug 08, 2020","Aug 09, 2020","Aug 08, 2020",,Paperback,view (with text),/book/show/49098113-one-step-behind
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paper Daughters of Chinatown,"Moore, Heather B.*",1629727822,9781629727820,1629727822,384        pp,4.16,"7,543","Sep 01, 2020","Sep 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A true story of a brave woman who rescued enslaved Chinese girls from their owners by taking them into The Occidental Mission Home for Girls in San FrA true story of a brave woman who rescued enslaved Chinese girls from their owners by taking them into The Occidental Mission Home for Girls in San Francisco.What Donaldina Cameron did for these young girls is amazing. Their stories are heartbreaking. The men who tricked them into thinking they were going to arrive in America and marry a wealthy man so they could take care of their family back home were despicable.THE PAPER DAUGHTERS OF CHINATOWN follows one main girl, Mei Lien, from her home in China to San Francisco. Many other girls were mentioned, but Mei Lien was the focus along with Donaldina's story.This book brought to light the horrors of what these young girls had to endure, but it also brought to light how there are wonderful people who work to stop it.You will fall in love with these girls along with Donaldina and empathize with their plight.Ms. Moore's writing is pull-you-in, the story line is mesmerizing, and her research is impeccable. Historical fiction fans as well as women's fiction fans will enjoy THE PAPER DAUGHTERS OF CHINATOWN. 5/5This book was given to me by the publisher in exchange for a honest ....more",Notes are private!,0,20,1,"Aug 04, 2020","Aug 07, 2020","Aug 04, 2020",,Hardcover,view (with text),/book/show/51253514-the-paper-daughters-of-chinatown
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Look for Me,"Walker, Wendy*",1250198704,9781250198709,1250198704,342        pp,3.98,"34,593","Sep 15, 2020","Sep 15, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Molly knew her family never forgave her for her part in the accident that killed her daughter. How could they when she couldn’t forgive herself.​She tMolly knew her family never forgave her for her part in the accident that killed her daughter. How could they when she couldn’t forgive herself.​She thought her husband was having an affair, her daughter wouldn’t talk to her, and her son purposely avoided her when she went to see him at school.​​One day on her way back from driving to her son’s school but not seeing him, she runs out of gas and a storm hits.​​Molly starts to walk to town in the pouring rain and a Good Samaritan stops and asks if she needs a ride. She was hesitant to get in, but she saw a little girl with her father and figured it would be safe.​​But was it safe to get in this truck? We found out it definitely wasn’t.​​The tension was very “thick” and didn’t stop for the entire book.​​Wondering what really was going on and how Molly was going to get out of this situation will have you turning the pages and biting your nails.​​Psychological thriller fans will devour this book. ​​DON’T LOOK FOR ME is chilling, well crafted, and oh so good. I couldn’t put it down.​​All I can say is READ IT - this is Wendy Walker’s crowning glory. 5/5​​This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,17,1,Aug 2020,"Aug 03, 2020","Aug 01, 2020",,Hardcover,view (with text),/book/show/49127515-don-t-look-for-me
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Tell You the Truth,"Macmillan, Gilly*",0062875582,9780062875587,0062875582,301        pp,3.51,"13,417","Jun 25, 2020","Sep 22, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lucy is a popular author and one with a history. Her little brother disappeared when he was three when he was with her. He has never been found, and tLucy is a popular author and one with a history. Her little brother disappeared when he was three when he was with her. He has never been found, and they suspected her.Lucy also has an imaginary childhood friend, Eliza, who has made herself famous in Lucy's books and who Lucy hears talking to her and giving her advice even today. But...Eliza has run her course, and Lucy takes her out of her newest novel.Was that a wise decision? Lucy finds out it is not a good idea because her agent won’t accept the new book with Eliza missing.Lucy has a bossy, domineering husband who bought her a house in the same area where her brother disappeared with ""her"" money. He has none of his own...he is a has been author and controls her finances, but then he disappears.When her past is uncovered, the police question if Lucy could be responsible for his disappearance too?The book follows Lucy in her childhood and tells about the disappearance of her brother and her life now in a huge house she didn't want to be in and especially when she isn't sure what Dan was up to with buying the house and with other things that occur.When these things happened, Eliza was always there with advice. Was Eliza really talking to Lucy or was it her imagination?The book has a slow build up, but once Dan, her husband, disappeared, the tension kept the pages turning. I didn't like Dan at all - he was a bit shady and definitely jealous of his wife's success.TO TELL YOU THE TRUTH is a page turning, emotional read with twists and surprises you won’t see coming. 4/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,19,1,"Aug 20, 2020","Aug 22, 2020","Aug 01, 2020",,Hardcover,view (with text),/book/show/49203372-to-tell-you-the-truth
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Mirror,"Carlyle, Rose*",0063030144,9780063030145,0063030144,304        pp,3.81,"38,735","Oct 15, 2020","Oct 20, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Summer was the first born twin and the most shy. Iris was a surprise a few minutes later. She was not as shy as Summer.In fact, Iris was always jealouSummer was the first born twin and the most shy. Iris was a surprise a few minutes later. She was not as shy as Summer.In fact, Iris was always jealous of Summer. Summer seemed to just have everything handed to her and was prettier. As they grew into adults, they were friends, but Iris was still jealous. When their father died, his will made things between them a bit tricky because even though they didn’t discuss it, they were or at least Iris was competing to be the first to become pregnant to inherit their father’s hundred million dollar fortune.Only one child could inherit the money and not share it with any of the other siblings that included the siblings their father had with his two other wives.We then meet the sisters when Iris has left her husband and Summer needs Iris to help take the family yacht across the ocean. The two sisters take the yacht together, but what Summer tells Iris while they are on their way will change everything. What happens the next morning is even worse. Summer was no where to be found, and she hadn’t awakened Iris at midnight as planned. Where could Summer be? Of course Iris thinks the worst, and knows the worst has happened. But...has the worst happened? Iris always wanted to be Summer. Maybe she could be Summer now that she is gone.The decision was easily made for Iris/Summer when she made it to shore, and the deceit begins.It was nerve wracking thinking how Iris was going to pull all of this off. She even thought twice about it herself.Many surprises await the reader as the book continues. Does Iris/Summer get away with what she did?The girl in the mirror will keep you guessing, and keep you turning the pages.Those readers who enjoy nautical jargon and journeys on a yacht will also be pulled in. 4/5This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,13,1,"Sep 23, 2020","Sep 25, 2020","Jul 28, 2020",,Hardcover,view (with text),/book/show/50358083-the-girl-in-the-mirror
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Coral Cottage        (The Coral Cottage at Summer Beach, #1)","Moran, Jan*",,,B084D7WBNX,292        pp,4.23,"5,012","Jul 28, 2020","Jul 28, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Marina's career was sabotaged, she is now being sued because her former employer says she ruined the TV ratings, and she runs back to her favorite plaMarina's career was sabotaged, she is now being sued because her former employer says she ruined the TV ratings, and she runs back to her favorite place....Summer Beach.Marina needed the warmth and wise advice of her grandmother, but Ginger wasn't there when she arrived. She was devastated, but she was happy to meet her old friends Ivy and Shelley at their bed and breakfast. I was thrilled to see Ivy and Shelly again too because their story is wonderful and one not to miss in SEABREEZE INN.Marina stays at Seabreeze Inn until her grandmother returns and then her sister arrives. The Moore sisters are the best of friends, and it is comforting to be back together again.CORAL COTTAGE is charming and cozy and filled with love, family, secrets, and life changes.Ms. Moran's books always brighten my day because of the uplifting story line and the delightful characters.You are happy for the characters, and the setting makes you feel as though you are on vacation and wishing you were spending time with the characters.Put CORAL COTTAGE on your summer reading list, and virtually enjoy being with these women in a lovely cottage by the ocean, basking in their positivity and their happiness, and their delicious food. 5/5This book was given to me by the author in exchange for an honest ....more",Notes are private!,-1,16,1,"Jul 29, 2020","Jul 31, 2020","Jul 27, 2020",,Kindle Edition,view (with text),/book/show/51329049-coral-cottage
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First to Lie,"Ryan, Hank Phillippi*",1250258804,9781250258809,1250258804,352        pp,3.60,"3,218","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a tangled web of characters in this book.​You won’t know who to trust or who is who in this twisty book that takes us into what power and money cWhat a tangled web of characters in this book.​You won’t know who to trust or who is who in this twisty book that takes us into what power and money can do and what being an undercover reporter involves. ​We get a glimpse into what people will do to save themselves, make money, reveal the truth, and keep the truth a secret.A few of the characters were quite unlikable....well quite a few were.​​Ms. Ryan did another marvelous job of keeping you guessing and wondering what is going to happen next.​​Be prepared to stay up late as you near the end...it is GOOD is all I can say, and VERY clever.​​Great story line once you have all the characters and their names straightened out. ​​:)Be sure to make THE FIRST TO LIE part of your summer reading plans. 4/5​​This book was given to me by the publisher via NetGalley in exchange for an honest ....more",Notes are private!,0,4,0,not set,not set,"Jul 26, 2020",,Hardcover,view (with text),/book/show/52378568-the-first-to-lie
