,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlie 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,102","Sep 17, 1954","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Paperback,view,/book/show/7624.Lord_of_the_Flies
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonfire of the Vanities,"Wolfe, Tom",,,,690        pp,3.90,"80,879","Nov 01, 1987","Oct 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Paperback,view,/book/show/2666.The_Bonfire_of_the_Vanities
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The British Are Coming: The War for America, Lexington to Princeton, 1775-1777        (The Revolution Trilogy, 1)","Atkinson, Rick",1627790438,9781627790437,1627790438,776        pp,4.43,"6,045","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Hardcover,view,/book/show/41812830-the-british-are-coming
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thorn Birds,"McCullough, Colleen",,,B000FC146C,704        pp,4.24,"349,918","Apr 01, 1977","Oct 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Kindle Edition,view,/book/show/49982087-the-thorn-birds
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Jewel in the Crown        (The Raj Quartet, #1)","Scott, Paul",0226743403,9780226743400,0226743403,472        pp,4.14,"5,903",1966,"May 22, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Paperback,view,/book/show/146746.The_Jewel_in_the_Crown
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matterhorn,"Marlantes, Karl",0979528534,9780979528538,0979528534,663        pp,4.25,"43,525","Mar 23, 2010","Apr 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Paperback,view,/book/show/6411016-matterhorn
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Parting the Waters Part 1 of 3,"Branch, Taylor",0736645527,9780736645522,,unknown,4.88,8,unknown,"Jan 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2022",,Audiobook,view,/book/show/7139404-parting-the-waters-part-1-of-3
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God's Power to Change Your Life,"Warren, Rick",031027303X,9780310273035,031027303X,240        pp,4.33,"1,140","Sep 12, 2006","Sep 19, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A great little book about the fruit of the Spirit. R. Warren just has such a knack to communicate a message that simplifies and makes something reachaA great little book about the fruit of the Spirit. R. Warren just has such a knack to communicate a message that simplifies and makes something reachable....more,Notes are private!,0,2,1,"Nov 20, 2022","Dec 20, 2022","Dec 20, 2022",,Hardcover,view (with text),/book/show/25389.God_s_Power_to_Change_Your_Life
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"869,970","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, what a great book. So simple and yet so helpful. I only wish it had been written when I was younger. I can’t wait to put it into practice.",Notes are private!,0,0,1,"Nov 20, 2022","Dec 20, 2022","Dec 20, 2022",,Kindle Edition,view (with text),/book/show/40121378-atomic-habits
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dog Man: Twenty Thousand Fleas Under the Sea        (Dog Man #11),"Pilkey, Dav",1338801910,9781338801910,1338801910,240        pp,4.49,"3,002","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,1,9,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/61855593-dog-man
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man: Mothering Heights        (Dog Man, #10)","Pilkey, Dav",1338680463,9781338680461,1338680463,224        pp,4.53,"6,188","Mar 23, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Library Binding,view (with text),/book/show/53354375-dog-man
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man: Grime and Punishment        (Dog Man, #9)","Pilkey, Dav",1338535633,9781338535631,1338535633,240        pp,4.54,"8,445","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Library Binding,view (with text),/book/show/49090957-dog-man
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man: Fetch-22        (Dog Man, #8)","Pilkey, Dav",1338323229,9781338323221,1338323229,240        pp,4.54,"10,804","Dec 10, 2019","Dec 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Library Binding,view (with text),/book/show/44442951-dog-man
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man: For Whom the Ball Rolls        (Dog Man, #7)","Pilkey, Dav",133823661X,,B07L9K35GM,240        pp,4.54,"10,381","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Kindle Edition,view (with text),/book/show/43201782-dog-man
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man: Brawl of the Wild        (Dog Man, #6)","Pilkey, Dav",1338236571,9781338236576,1338236571,224        pp,4.52,"11,971","Dec 24, 2018","Dec 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/39983554-dog-man
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man: Lord of the Fleas        (Dog Man, #5)","Pilkey, Dav",0545935172,9780545935173,0545935172,256        pp,4.52,"13,689","Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/37702990-dog-man
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man and Cat Kid        (Dog Man, #4)","Pilkey, Dav",1338230379,9781338230376,1338230379,256        pp,4.50,"15,051","Dec 26, 2017","Dec 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,2,"Dec 18, 2022not set","Dec 18, 2022not set","Dec 18, 2022",,Library Binding,view (with text),/book/show/35238109-dog-man-and-cat-kid
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man: A Tale of Two Kitties        (Dog Man, #3)","Pilkey, Dav",0545935210,9780545935210,0545935210,256        pp,4.49,"14,475","Aug 29, 2017","Aug 29, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/33931235-dog-man
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man Unleashed        (Dog Man, #2)","Pilkey, Dav",0545935431,,B01L9VHG82,224        pp,4.44,"17,896",2016,"Dec 27, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Kindle Edition,view (with text),/book/show/31825554-dog-man-unleashed
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dog Man        (Dog Man, #1)","Pilkey, Dav",0545581605,9780545581608,0545581605,231        pp,4.15,"69,802","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read the series with Jack in the latter half of 2022. Great, silly but still smart books.",Notes are private!,0,0,1,"Dec 18, 2022","Dec 18, 2022","Dec 18, 2022",,Hardcover,view (with text),/book/show/28691896-dog-man
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,"Whipple, Chris",0804138249,9780804138246,0804138249,384        pp,4.28,"6,967","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2022",,Hardcover,view,/book/show/31159759-the-gatekeepers
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bourne Identity        (Jason Bourne, #1)","Ludlum, Robert",0752864327,9780752864327,0752864327,566        pp,4.05,"432,163","Feb 04, 1980","Mar 24, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've only re-read two books in my life and this is one of them. It was one of the first non-school books I read that made me the reader I am today. ThI've only re-read two books in my life and this is one of them. It was one of the first non-school books I read that made me the reader I am today. The summer before my Senior year of high school (1989), we had a reading list that was just a bunch of authors (no specific books). I went to a Jesuit high school in CT. The list of authors included the likes of Clancy, Ludlum, Clavell, Cussler, Follet, etc. They were all pretty much books that you'd never read in class but that you may read for fun. The point was not to get you to read something, it was to get you to read ANYTHING. Anyway, my dad helped me pick out Ludlum and I got The Bourne Identity. Re-reading it now was a little different in that my tastes have evolved and matured. I still liked it but am guessing I didn't devour it or love it with the same gusto as before (which is why now I only give it 4 stars). Ludlum's long-time editor passed away in the early days of Covid. I wrote his widow a note of condolence and in it told her the story above and let her know her husband (and Ludlum) were responsible for my love of reading which has shaped me as a person. She wrote me back a thank you note. Funny, because of my dad's job we moved/lived in 3 states (TX, VA, CT) when I was in high school and the one in CT was my last one (I moved there the summer before my Senior year). Strange, Ludlum and his editor both lived in the town next to where I lived in CT. Had I not moved schools, I'm not certain I would have been the same reader/person I am today....more",Notes are private!,0,1,1,"Sep 15, 2022",Oct 2022,"Oct 01, 2022",,Paperback,view (with text),/book/show/7869.The_Bourne_Identity
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Criminal Mischief        (Stone Barrington, #60)","Woods, Stuart",,,B091CYV9RH,352        pp,3.83,"6,264","Dec 28, 2021","Dec 28, 2021",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just not good. It was ok in the beginning, typical Woods/Barrington but the cat/mouse game at the end just dragged on and on and on and...you get the Just not good. It was ok in the beginning, typical Woods/Barrington but the cat/mouse game at the end just dragged on and on and on and...you get the point. Was glad when it was over and proud of myself for listening to the end. Pretty sure if had read it as a book I would not have finished it. ...more",Notes are private!,0,1,1,"Aug 30, 2022","Sep 03, 2022","Sep 18, 2022",,Kindle Edition,view (with text),/book/show/57658659-criminal-mischief
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Path of the Assassin        (Scot Harvath, #2)","Thor, Brad*",141651631X,9781416516316,141651631X,367        pp,4.19,"26,473","Jan 07, 2003","Aug 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My 2nd Thor book. I liked it. The last 75 pages seemed a little contrived but it was fun overall.,Notes are private!,0,1,1,"Aug 21, 2022","Aug 26, 2022","Aug 26, 2022",,Paperback,view (with text),/book/show/7520.Path_of_the_Assassin
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Drifter        (Peter Ash, #1)","Petrie, Nick*",0399174567,9780399174568,0399174567,375        pp,4.03,"12,538","Jan 12, 2016","Jan 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My first Peter Ash book. I liked it a lot. He's a great and very likable character. The story was a little slow at the beginning but picked up pace anMy first Peter Ash book. I liked it a lot. He's a great and very likable character. The story was a little slow at the beginning but picked up pace and sped towards the end. Petrie is a very good writer and I will definitely begin to follow the series....more,Notes are private!,0,1,1,"Aug 12, 2022","Aug 20, 2022","Aug 20, 2022",,Hardcover,view (with text),/book/show/25361840-the-drifter
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Heroes        (Men at War, #1)","Griffin, W.E.B.",0515123293,9780515123296,0515123293,384        pp,4.08,"3,432","Jan 01, 1985","Sep 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2022",,Mass Market Paperback,view,/book/show/918834.The_Last_Heroes
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forever and a Day,"Horowitz, Anthony*",1911214772,9781911214779,1911214772,336        pp,3.89,"7,935","May 31, 2018","May 31, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. It is Anthony Horowitz's take on James Bond right before and after becoming 007 officially. It was very fun and with a nice I really liked this book. It is Anthony Horowitz's take on James Bond right before and after becoming 007 officially. It was very fun and with a nice style to it. I've read one actual Ian Fleming Bond book and liked it but liked this one much better. It involves 007 going to Italy to investigate and revenge (if possible) his predecessor's murder. It involves some good creepy villains, a beautiful woman he partners with, Moneypenny, M, and lots of spy craft, espionage, mystery and elegance that has come to be known as Bond, James Bond. The origins of 'shaken not stirred' are in this book and the title itself couldn't be better. A great, fun read that has definitely put Horowitz's other Bond books on my TBR. ...more",Notes are private!,0,0,1,Aug 2022,"Aug 06, 2022","Aug 06, 2022",,Hardcover,view (with text),/book/show/38460023-forever-and-a-day
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foul Play        (Stone Barrington, #59)","Woods, Stuart",,,B08SJP8VP9,347        pp,4.09,"5,726","Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My 2nd Woods book. I don’t remember thinking much of the first one but I enjoyed this second one like a guilty pleasure. It was unabashedly hokey and My 2nd Woods book. I don’t remember thinking much of the first one but I enjoyed this second one like a guilty pleasure. It was unabashedly hokey and yet it kept my interest. I listed to it on tape in one day. I read Woods’s obituary in the paper this morning and it triggered me to download and listen to this book. Good fun and I’ll be back for more when in the mood again. ...more,Notes are private!,0,1,1,"Jul 31, 2022","Jul 31, 2022","Jul 31, 2022",,Kindle Edition,view (with text),/book/show/57032413-foul-play
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Narrowboat Summer,"Youngson, Anne*",1250764610,9781250764614,1250764610,336        pp,3.79,"4,001","Nov 12, 2020","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2022",,Hardcover,view,/book/show/53138243-the-narrowboat-summer
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Terminal List        (Terminal List, #1)","Carr, Jack*",1501180819,9781501180811,1501180819,407        pp,4.28,"51,847","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brutal. If revenge is a dish best served cold then this an ice cube sandwich. A little over the top but not too much. I only cringed a few times. ThisBrutal. If revenge is a dish best served cold then this an ice cube sandwich. A little over the top but not too much. I only cringed a few times. This is a very manly book. Very violent, very macho, very 21st century Rambo. I’m ashamed I liked it so much, but I did. ...more",Notes are private!,0,3,1,"Jul 11, 2022","Jul 14, 2022","Jul 14, 2022",,Hardcover,view (with text),/book/show/35297106-the-terminal-list
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Promised Land        (Spenser, #4)","Parker, Robert B.",0440171970,9780440171973,0440171970,224        pp,3.99,"9,817",Sep 1976,"Jul 01, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was one of the many books referenced in the James Patterson memoir I recently listened to. I think Patterson said it won the Edgar for Best NovelThis was one of the many books referenced in the James Patterson memoir I recently listened to. I think Patterson said it won the Edgar for Best Novel the year Patterson won the Edgar for Best First Novel.It's the second book of Parker's I've read, both Spenser books. This one seemed to delve more into the character of Spencer (at least more than I remember the other one did). It was a good book, as much a book as it was a mystery. Written in the late 70's and set in that era too. Anachronistic is the best word I would use to describe it and I'm not exactly sure the book overall holds up outside of the mystery itself, especially Spencer himself and his worldviews which compared to today might be described as prehistoric. ...more",Notes are private!,0,0,1,"Jul 05, 2022","Jul 09, 2022","Jul 09, 2022",,Mass Market Paperback,view (with text),/book/show/425173.Promised_Land
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Emperor Was Divine,"Otsuka, Julie",,,0385721811,144        pp,3.80,"27,007","Sep 10, 2002","Oct 14, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 05, 2022",,Paperback,view,/book/show/764073.When_the_Emperor_Was_Divine
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593321332,9780593321331,0593321332,192        pp,3.68,"30,703","Feb 22, 2022","Feb 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As Father Linenger used to say, “Qualitas, non Quantitas”. A very human, somber book about life, human nature and relationships. A book that stays witAs Father Linenger used to say, “Qualitas, non Quantitas”. A very human, somber book about life, human nature and relationships. A book that stays with you. The first book I’ve read of Otsuka’s but certainly not my last....more",Notes are private!,0,0,1,"Jul 04, 2022","Jul 05, 2022","Jul 05, 2022",,Hardcover,view (with text),/book/show/58214333-the-swimmers
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Black Book        (Billy Harney, #1)","Patterson, James*",1780895313,9781780895314,1780895313,418        pp,4.29,"37,859","Mar 27, 2017","May 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Hardcover,view,/book/show/30736665-the-black-book
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walk in My Combat Boots: True Stories from America's Bravest Warriors,"Patterson, James*",0316429090,9780316429092,0316429090,416        pp,4.19,"5,722","Feb 08, 2021","Feb 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Hardcover,view,/book/show/53915317-walk-in-my-combat-boots
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Along Came a Spider        (Alex Cross, #1)","Patterson, James*",0446692638,9780446692632,0446692638,449        pp,4.13,"458,585","Feb 01, 1993","Aug 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Paperback,view,/book/show/13145.Along_Came_a_Spider
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suzanne's Diary for Nicholas,"Patterson, James*",0446611085,9780446611084,0446611085,289        pp,4.17,"150,363",2001,"Aug 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Mass Market Paperback,view,/book/show/7494.Suzanne_s_Diary_for_Nicholas
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cuban Affair,"DeMille, Nelson*",1508241333,9781508241331,1508241333,0        pp,3.79,"34,090","Sep 19, 2017","Sep 19, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Always been a fan of DeMille's books. This one was pretty good. The main character is true to form in his wisecracking, sarcastic, tough guy style. ThAlways been a fan of DeMille's books. This one was pretty good. The main character is true to form in his wisecracking, sarcastic, tough guy style. The book revolved around a rescue-mission involving hidden treasure (money and land deeds) left behind in Cuba from pre-revolution days. Bravado, romance (1950's male perspective), action, etc., a fun read that kept me company over a long weekend by myself. ...more",Notes are private!,0,0,1,"Jun 26, 2022","Jul 02, 2022","Jul 03, 2022",,Audio CD,view (with text),/book/show/34466751-the-cuban-affair
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The 6:20 Man        (The 6:20 Man, #1)","Baldacci, David*",1538719843,9781538719848,1538719843,432        pp,4.14,"71,786","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2022",,Hardcover,view,/book/show/59568612-the-6
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James Patterson by James Patterson: The Stories of My Life,"Patterson, James*",0316397539,9780316397537,0316397539,368        pp,4.19,"7,272","Jun 06, 2022","Jun 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a fun read, actually I listened to it. Stories, stories, stories. All about his life both personal and professional. I really didn't know mucThis was a fun read, actually I listened to it. Stories, stories, stories. All about his life both personal and professional. I really didn't know much about him, certainly not that he got his professional start in Advertising. He sounds like an interesting guy and down to earth but also with an edge if/when you get too close to where his passions lie. Overall, I liked the audiobook a lot and like almost all audiobooks that I really like, my only regret is that I didn't read it or have a physical copy to make notes along the way. I find it so hard to  an audiobook because I just can't remember all my favorite parts, I was too busy listening and enjoying. I have read two Patterson books, both collaborative efforts (no surprise) and like them each. I wrote down three of his that I want to check out after ""reading"" this book and hope to get a copy of his favorite books which he read aloud at the end of the audiobook. Some I shared on my own list but many I have to add to my TBR. All in all, a good memoir. ...more",Notes are private!,0,1,1,Jul 2022,"Jul 04, 2022","Jun 18, 2022",,Hardcover,view (with text),/book/show/58231782-james-patterson-by-james-patterson
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midcoast,"White, Adam*",0593243153,9780593243152,0593243153,336        pp,3.52,"9,513","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2022",,Hardcover,view,/book/show/58988394-the-midcoast
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catch,"Fairbrother, Alison",059313429X,9780593134290,059313429X,288        pp,3.42,"3,264","Jun 21, 2022","Jun 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2022",,Hardcover,view,/book/show/58885761-the-catch
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweetness of Water,"Harris, Nathan*",031646127X,9780316461276,031646127X,368        pp,4.16,"51,648","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2022",,Hardcover,view,/book/show/54404602-the-sweetness-of-water
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Can Run        (Laurel Snow, #1)","Zanetti, Rebecca*",142015432X,9781420154320,142015432X,352        pp,4.22,"7,375","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Mass Market Paperback,view,/book/show/57937502-you-can-run
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unsinkable Greta James,"Smith, Jennifer E.*",0593358279,9780593358276,0593358279,320        pp,3.86,"31,945","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/58265135-the-unsinkable-greta-james
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Booth,"Fowler, Karen Joy*",0593331435,9780593331439,0593331435,470        pp,3.84,"12,980","Mar 08, 2022","Mar 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2022",,Hardcover,view,/book/show/58502673-booth
