,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Francine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Breath Becomes Air,"Kalanithi, Paul",,,B00XSSYR50,208        pp,4.40,"668,416","Jan 12, 2016","Jan 12, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It feels churlish to write a three-star  of a beloved book by a dying man, but this book never came together for me. It never took off. It readsIt feels churlish to write a three-star  of a beloved book by a dying man, but this book never came together for me. It never took off. It reads more like notes for a book. It takes the writer a long time to explain his education, without ever explaining why he studied so long and so deeply. How did he even finance such an academic journey? I kept waiting for the events, the writing, the insights or ideas to dazzle me, but they never did. His explanation for why he believes in God is particularly weak and requires a lot more work to stand up. It’s like he couldn’t decide what he was writing. A memoir? A philosophical treatise? And I am not sure, that given more time, the result would have been significantly better. A devoted student of great literature, Kalanithi is not himself a gifted writer. Only one paragraph stands out and it is the last paragraph, in which he thanks his infant daughter for the boundless joy she brought into his life. It rang the truest note in the whole book....more",Notes are private!,0,1,1,not set,"Jan 17, 2022","Jan 17, 2022",,Kindle Edition,view (with text),/book/show/25899336-when-breath-becomes-air
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Maid        (Molly the Maid, #1)","Prose, Nita*",,,,304        pp,3.78,"538,862","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2022",,Hardcover,view,/book/show/55196813-the-maid
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the Word Is Passed: A Reckoning with the History of Slavery Across America,"Smith, Clint*",0316492930,9780316492935,0316492930,336        pp,4.72,"33,086","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Hardcover,view,/book/show/55643287-how-the-word-is-passed
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Is Always Coming to an End: Pulling Together and Apart in a Chicago Neighborhood,"Rotella, Carlo",022662403X,9780226624037,022662403X,320        pp,4.10,31,"Apr 26, 2019","Apr 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Hardcover,view,/book/show/41591105-the-world-is-always-coming-to-an-end
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Undocumented Americans,"Villavicencio, Karla Cornejo*",0399592687,9780399592683,0399592687,208        pp,4.39,"21,762","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Hardcover,view,/book/show/41880092-the-undocumented-americans
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Women,"Taddeo, Lisa*",1451642296,9781451642292,1451642296,306        pp,3.72,"147,612","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2021",,Hardcover,view,/book/show/42201100-three-women
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,500","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is beautifully written and filled with meaty ideas and also a bit boring. It has almost no plot. If this were my first Rooney, I might neverThis book is beautifully written and filled with meaty ideas and also a bit boring. It has almost no plot. If this were my first Rooney, I might never read another, and I may not rush to buy her next book as quickly as I did the first three. It’s like being back in university and having mind-bending conversations with your friends. But it’s a hard place to get to at the end of a long day or long week at work. Anyway, here they are: some of my favourite sentences and ideas from the book: Whatever is beautiful leads us to contemplation of the divine. (Idea)The space in my life has been cleared out at this stage, and it’s empty and maybe for that reason it’s time for me to fall in love again.It was like God had placed his hand on my head and filled me with the most intense desire I had ever felt, not desire for another person, but desire to bring something into being that had never existed before.An aesthetic frequency (idea)They looked at each other for a long moment, without moving, without speaking and in the soil of that look many years were buried. The truth is that I really love Lola, and my mother, and I think that they love me even though we can’t seem to get along with one another and maybe we never will. In a funny way maybe it’s not important to get along, and more important just to love each other anyway. p. 248The presence at all times, in all places, of a beautiful world. (idea)Slowly the breath of the sea drew the tide away from the shore.p. 257Reading this book is like sifting for gold in a river. There’s no real plot to it, just a substantial and sustained effort, and in exchange, gold nuggets occasionally glinting through the silt.I would recommend this book to some people....more",Notes are private!,0,1,1,not set,"Dec 19, 2021","Dec 19, 2021",,Hardcover,view (with text),/book/show/56597885-beautiful-world-where-are-you
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wisdom of Crowds,"Surowiecki, James",0385721706,9780385721707,0385721706,306        pp,3.81,"24,150","May 19, 2004","Aug 16, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2021",,Paperback,view,/book/show/68143.The_Wisdom_of_Crowds
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",0802148042,9780802148049,0802148042,430        pp,4.31,"151,860","Feb 11, 2020","Feb 11, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Washington Post called this a debut novel that reads like a masterpiece, and I agree. It’s an intimate portrait of alcoholism and the burden childThe Washington Post called this a debut novel that reads like a masterpiece, and I agree. It’s an intimate portrait of alcoholism and the burden children of alcoholics carry. The naive and tender hope for recovery eroded by repeated defeat, until they snap and are flung randomly into the world, by a broken centrifugal force, the failure of love against addiction....more",Notes are private!,0,8,1,not set,"Nov 08, 2021","Nov 08, 2021",,Hardcover,view (with text),/book/show/52741293-shuggie-bain
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Watchman,"Erdrich, Louise",0062671200,9780062671202,,464        pp,4.11,"74,865","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mixed feelings about this book. I felt like I was being invited into the heart of someone’s family, and treated as an honoured guest, and I am gratefuMixed feelings about this book. I felt like I was being invited into the heart of someone’s family, and treated as an honoured guest, and I am grateful for that. But I had to push myself to read it because I didn’t find it to be particularly well-written. The very first sentence— when Thomas removed his thermos from his armpit (surgically?) put me off. But the characters were so gentle and tender and lovingly drawn that I wanted to know what happened to them. To Thomas especially, and Patrice and Wood Mountain and Vera. I loved the spirits. The book improved for me after the ghosts and omens started showing up. I loved how they were a completely ordinary and accepted part of life. ...more",Notes are private!,0,0,1,not set,"Jan 27, 2022","Nov 07, 2021",,ebook,view (with text),/book/show/43721059-the-night-watchman
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black and Blue,"Quindlen, Anna",0385333137,9780385333139,0385333137,288        pp,3.89,"82,457","Apr 01, 1998","Aug 25, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this closer to when it first came out, in 1998, and thought Quindlen did a brave job of bringing nuance to the topic of domestic abuse. The vicI read this closer to when it first came out, in 1998, and thought Quindlen did a brave job of bringing nuance to the topic of domestic abuse. The victim explains why she stayed for so long: She loved her husband and was very attracted to him. It was hard for her to give up on the idea of their love and shared past. I’ve always meant to read it again to see if I liked it as much, and to explore the writing and plot again. Two decades later, it’s still worth reading, I think, although knowing what happens in the end did rob me of that sense of anticipation that sends you dashing through a book. This time around I felt there wasn’t enough action and there was too much detailed description — I found myself skimming long passages. ...more",Notes are private!,0,0,1,not set,"Oct 10, 2021","Oct 10, 2021",,Paperback,view (with text),/book/show/5157.Black_and_Blue
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Little Indians,"Good, Michelle*",1443459194,9781443459198,,304        pp,4.48,"37,126","Apr 14, 2020","Apr 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s been a long time since a book made me cry. A searing novel about the abuse endured by children at residential schools in Canada and the impact itIt’s been a long time since a book made me cry. A searing novel about the abuse endured by children at residential schools in Canada and the impact it had on their whole lives; the tender way they cared for each other as children, and look out for each other as adults. Don’t be put off by the first few page of the book, which are the weakest. It picks up quickly and the end is not to be missed. At first I found the wild swings in time disorienting, and then I realized that whether or not it was intended to do so, it’s probably not a bad thing for readers to be so forcefully disoriented in that way. For one thing, it’s how memory works. And it shadows the kind of disorientation the children felt, leaving them to wonder at times what is real and what isn’t? ...more",Notes are private!,0,0,1,not set,"Sep 26, 2021","Sep 26, 2021",,ebook,view (with text),/book/show/52214103-five-little-indians
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lying,"Harris, Sam",,,B00G1SRB6Q,83        pp,3.88,"20,585",Sep 2011,"Oct 23, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It takes a lot of chutzpah to package something like this as a book. It’s a magazine-length essay about the perils of lying and the benefits of being It takes a lot of chutzpah to package something like this as a book. It’s a magazine-length essay about the perils of lying and the benefits of being truthful. As someone who has always tried to live honestly, I can say that the author isn’t breaking any new ground with his insights. And he left out one hugely important thing. Living honestly is a way of living life on your terms. If you don’t lie to yourself and you don’t lie to others, you’re always where you authentically want to be. Honesty is a gift; honest people are a refuge, according to author Sam Harris, and both statements are true, although sadly, we seem to be living in an era that doesn’t place much value in that. ...more",Notes are private!,0,2,1,"Aug 29, 2021","Aug 30, 2021","Aug 30, 2021",,Kindle Edition,view (with text),/book/show/18869177-lying
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,211",1965,"Jun 20, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Surprised to have found this on a list of best books ever written, as I’d never heard of it. I checked it out of the online library and started kind oSurprised to have found this on a list of best books ever written, as I’d never heard of it. I checked it out of the online library and started kind of mindlessly reading it to see if it was going to hold up — some books fare badly over time, but it caught me and wouldn’t let me go: I ended up reading it like it was some kind of thriller. I enjoyed the insight into early 20th Century American lives, even if I did find the characters acted like stock literary characters — in ways that most humans never do act over time. But there was something courageous and stoic about Stoner’s quiet life and death. Readers will root for him throughout the book, and find comfort his his pleasures, all of which turn out to be fleeting. I’d recommend this book to anyone. It’s a thoughtful, quiet book, that leaves a reader with a lot to think about....more",Notes are private!,0,3,1,"Aug 09, 2021","Aug 12, 2021","Aug 12, 2021",,Paperback,view (with text),/book/show/166997.Stoner
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Furious Hours: Murder, Fraud, and the Last Trial of Harper Lee","Cep, Casey*",1101947861,9781101947869,1101947861,314        pp,3.78,"24,094","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this book, about a preacher-serial-killer and the heralded writer who set out to tell his story and failed. After writing one of the most populaLoved this book, about a preacher-serial-killer and the heralded writer who set out to tell his story and failed. After writing one of the most popular books ever to meet a printing press, (Nelle) Harper Lee endured a life-long case of writer’s block partly caused by, or the result of, heavy drinking. What if Harper Lee had never met the dynamic publishing duo that turned a flawed first attempt at writing a novel into To Kill a Mockingbird, a flawless book? The sections on how Lee wrote — and more importantly, failed to write — would be of interest to anyone who is curious about the process of writing.I’d recommend this book to other writers and fans of Harper Lee. ...more",Notes are private!,0,1,1,not set,"Jul 12, 2021","Jul 12, 2021",,Hardcover,view (with text),/book/show/41883932-furious-hours
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Book,"Simpson, Jessica",,,,416        pp,4.11,"99,943","Feb 04, 2020","Feb 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dang, I didn’t realize until I was nearly done that this might have been better as an audiobook! Jessica Simpson is a likeable person and reading thisDang, I didn’t realize until I was nearly done that this might have been better as an audiobook! Jessica Simpson is a likeable person and reading this memoire, it’s easy to see why. She truly believes in helping others and despite her fame, beauty, wealth and talent, remains somehow vulnerable — perhaps because she has herself been a victim — of childhood sexual abuse, the entertainment industry and the press. She was hounded by paparazzi and excoriated for gaining weight. I found the first chapters of the book a little dull. For me her story really took off when she met Nick Lachey and together they became the first stars of reality television. Tommy Mottola comes off as a terrible person — telling her seconds after she signed her first contract that she needed to lose weight (she was 5’3 “ and 118 pounds), and cynically imposing a formula on her talent that just didn’t work, instead of helping her find her true voice. John Mayer comes off badly, and her parents don’t come off all that well, either. She was more of a product to them than child in need of protection. I’d recommend this book to people like me, who love biographies and autobiographies of just about anyone. People who are interested in breaking into that world would also find it informative, I think. ...more",Notes are private!,0,1,1,"Jul 05, 2021","Jul 07, 2021","Jul 07, 2021",,Hardcover,view (with text),/book/show/41571753-open-book
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,871",1985,Apr 1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Better the second time around. This novel is ingenious, intelligent, literary and suspenseful, the kind of novel you get lost in; that you think aboutBetter the second time around. This novel is ingenious, intelligent, literary and suspenseful, the kind of novel you get lost in; that you think about even when you’re not reading it, and are always anxious to get back to, the kind that creates fictional characters that live as real people in the minds of readers, and even those who haven’t read the book. As a writer it’s a depressing read — why even try when this is the standard? Who can measure up?...more",Notes are private!,0,3,1,"Jun 25, 2021","Jul 03, 2021","Jul 03, 2021",,Paperback,view (with text),/book/show/38447.The_Handmaid_s_Tale
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Lie with Statistics,"Huff, Darrell",0393310728,9780393310726,0393310728,142        pp,3.84,"16,295",1954,"Sep 01, 1982",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2021",,Paperback,view,/book/show/51291.How_to_Lie_with_Statistics
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Street,"Petry, Ann",0395901499,9780395901496,0395901499,435        pp,4.26,"11,812",1946,"Mar 15, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Jul 31, 2021not set","Aug 02, 2021not set","May 26, 2021",,Paperback,view,/book/show/186926.The_Street
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,166","May 02, 2019","May 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book hard to put down, because I found the women’s lives so interesting. But there’s virtually no plot and by the end of the book I had tI found this book hard to put down, because I found the women’s lives so interesting. But there’s virtually no plot and by the end of the book I had to really push myself to read yet another bio of yet another woman. The writing is good but not tremendous, and occasionally, it’s even a little cliched, lacking in precision. I think I would still recommend it with the caveat that the plot is a small little thing; this book is more about the lives of women and how they intersect. It’s like landing on an ancestry.com family tree and having everyone on the tree spring to life and tell you their story, while others comment on how they saw them, for a fuller picture. So, interesting, but this doesn’t crack my top 10 or even 100....more",Notes are private!,0,2,1,"May 16, 2021","May 26, 2021","May 26, 2021",,Kindle Edition,view (with text),/book/show/41081373-girl-woman-other
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with Seven Names: A North Korean Defector’s Story,"Lee, Hyeonseo*",0007554834,9780007554836,0007554834,304        pp,4.42,"88,917","Oct 14, 2014","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read this!,Notes are private!,0,1,1,not set,"Apr 10, 2022","May 18, 2021",,Hardcover,view (with text),/book/show/25362017-the-girl-with-seven-names
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,299","Mar 10, 2015","Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel has been described as the Great Gay Novel, but I doubt it is that. I feel like that book remains to be written, and probably by a gay man. This novel has been described as the Great Gay Novel, but I doubt it is that. I feel like that book remains to be written, and probably by a gay man. I feel like this is a novel about sexual abuse — all sexual abuse is heinous, but there are layers and degrees to everything, even in hell, and here Yanagihara writes about the kind of sexual abuse practised by the utterly depraved; by monsters disguised as average men. It’s not giving anything away to say this; it becomes clear early on that the main character, Jude, has suffered grievously; sustaining perhaps irreparable damage. (It is the ´perhaps’ that keeps us going in part — can he or can he not be saved?)This novel is also about friendship; the kind of friendships and lifelong collaborations found mostly in books and movies — deep friendships that endure more than 30 years — when in real life real friendships wax and wane and founder more often than not, accidents and frequent victims of geography. (In fact I found this to be the least credible part of the book.) It’s also, interestingly, about the uniquely American ways in which it is possible to become successful, success unique perhaps, the author hints, to New York City, the spoils of which include multiple residences, global travel and booking historic monuments in Spain for three private hours as a birthday present.But it is when Yanagihara deals with horror of sexual abuse — predators bring their own sheets to motel appointments; victims never feel clean again; the scars are something no amount of love and success can erase — it is here that the novel rings truest and is at its most searing. One gets the impression that the author has either done tremendous research; has perhaps (and I hope not) been through it herself or knows someone who has. If none of these things are true, Yanagihara is an empath and her imagination, genius.Almost every sentence in this book is perfect. I often find books to be too long; even 300-page books. Not this one, which creates a problem. At more than 800 pages, it took up four weeknights and an entire weekend of my life, rendering me uninterested in much else.I wouldn’t recommend this book to everyone. Many will struggle with the subject matter, and I would not have even picked it up had I known. But it is, as they say, a literary triumph....more",Notes are private!,0,0,1,"May 09, 2021","May 16, 2021","May 16, 2021",,Hardcover,view (with text),/book/show/22822858-a-little-life
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Children's Bible,"Millet, Lydia",0393867382,9780393867381,0393867382,240        pp,3.73,"36,050","May 12, 2020","Feb 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A searing indictment of the Baby Boom generation. This is their legacy — that they never lived up to who they thought they were going to be — making pA searing indictment of the Baby Boom generation. This is their legacy — that they never lived up to who they thought they were going to be — making peace, love and saving the environment. Instead they grew up to be greedy consumers, forever focused on themselves, forgetting that their most important task was to secure the health of the planet for their children....more",Notes are private!,0,5,2,not setnot set,"May 07, 2021not set","May 07, 2021",,Paperback,view (with text),/book/show/55298364-a-children-s-bible
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Years,"Woolf, Virginia",0141185325,9780141185323,0141185325,444        pp,3.76,"5,775",1937,"Mar 05, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is disappointing on so many levels it’s hard to know where to begin. I am not the biggest fan going of Virginia Woolf, let’s start with thatThis book is disappointing on so many levels it’s hard to know where to begin. I am not the biggest fan going of Virginia Woolf, let’s start with that, but I was looking forward to reading The Years, because I thought it would whisk me away to late 19th-and-early-20th century England, but no. There is quite a lot of detail about the skies and the clouds and the rain and what one can see looking out of a window, and trees and leaves and more rain and snow and rain and clouds and clouds and rain and clouds. The colour yellow shows up everywhere from walls to tracks in the snow to chickens. Are you bored yet? This book is stultifying; it never takes off; it is filled with people who interact with others sparingly and live long lives in which little happens. It’s interesting to know what people thought the first time they saw a plane in the sky or cars overtake the horse-and-carriage, what a waste of my time this book was. It went nowhere. All the fun stuff happens off-stage — the falling in love, the heartbreak, the dying — all that is dealt with in sentences while all the scaffolding of life is described in excruciating detail. But the most infuriating thing is the pointless conversations, which go on forever without going anywhere.I would not recommend this book to anyone. ...more",Notes are private!,0,2,1,not set,"Apr 18, 2021","Apr 18, 2021",,Paperback,view (with text),/book/show/18852.The_Years
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Lost to the Water,"Nguyen, Eric",0593317955,9780593317952,0593317955,304        pp,3.77,"10,535","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Hardcover,view,/book/show/55120657-things-we-lost-to-the-water
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prophets,"Jones Jr., Robert*",,,,400        pp,3.92,"20,332","Jan 05, 2021","Jan 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Hardcover,view,/book/show/52576333-the-prophets
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hamnet and Judith,"O'Farrell, Maggie*",0735280177,9780735280175,0735280177,372        pp,4.20,"255,729","Mar 31, 2020","Jul 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book abounds with metaphors and similes, which is normally a big turnoff for me. It’s also lush in detail, which means it doesn’t always move swiThis book abounds with metaphors and similes, which is normally a big turnoff for me. It’s also lush in detail, which means it doesn’t always move swiftly along, but I liked the detail. I think O’Farrell is talented and accomplished enough to carry it off. I was interested in the period and the characters; the idea that it was about Shakespeare and his family. I would normally gag over a main character with witchy superpowers, but I suspended my disbelief to enjoy the novel, which is well-crafted and satisfying.I’d recommend it to a lot of people....more",Notes are private!,0,3,1,not set,"Mar 28, 2021","Mar 28, 2021",,Paperback,view (with text),/book/show/48766268-hamnet-and-judith
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Autopsie d'une femme plate,"Lavoie, Marie-Renée",2897720549,9782897720544,2897720549,248        pp,3.48,"4,567","Apr 06, 2017","Apr 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Livre drôle, intelligent, émouvant, dans une voix sure et cent pour cent Québécoise. Lavoie est une experte de l’amour sous toutes ses formes — entre Livre drôle, intelligent, émouvant, dans une voix sure et cent pour cent Québécoise. Lavoie est une experte de l’amour sous toutes ses formes — entre amis, les conjoints, l’amour fou des parents pour leurs enfants et l’amour simple et humain qui peut naître entre des inconnus....more",Notes are private!,0,0,1,not set,"Mar 21, 2021","Mar 21, 2021",,Paperback,view (with text),/book/show/34529213-autopsie-d-une-femme-plate
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Two Kingdoms: A Memoir of a Life Interrupted,"Jaouad, Suleika*",,,B07T3XHRVC,288        pp,4.43,"88,851","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2021",,Kindle Edition,view,/book/show/51070797-between-two-kingdoms
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Topeka School,"Lerner, Ben",0374277788,9780374277789,0374277788,282        pp,3.50,"25,796","Oct 01, 2019","Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a challenging book, with an unusual narrative structure. Parts of it were a slog, but overall I thought it was unapologetically intellectual aThis is a challenging book, with an unusual narrative structure. Parts of it were a slog, but overall I thought it was unapologetically intellectual and original....more",Notes are private!,0,0,1,not set,"Mar 03, 2021","Mar 03, 2021",,Hardcover,view (with text),/book/show/43565369-the-topeka-school
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bright Side: Twelve Months, Three Heartbreaks, and One (Maybe) Miracle","Bradbury, Cathrin",073523938X,9780735239388,073523938X,304        pp,3.89,260,"Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A master of the uncomplaining voice, says the inside dust jacket, perfectly capturing Cathrin Bradbury’s unique and engaging point-of-view. Her voice A master of the uncomplaining voice, says the inside dust jacket, perfectly capturing Cathrin Bradbury’s unique and engaging point-of-view. Her voice feels fresh and new, although she’s been working as a journalist in Canada for decades. If this book is any measure, she’s been wasting her talents. I have been looking for more Cathrin Bradbury to read since her essay on sharing her home ran in the Toronto Star in October, 2018, link below. I read it three times, trying to parse out how she so expertly wove wit and honesty and elegance together. Bradbury is at her best when she is addressing a specific topic — like the PNM, or Promising New Man — who takes up much of the first few chapters of the book. The second half of the book sags in places — she doesn’t succeed in making everything that happened to her interesting, and some of it is in fact, not that interesting. But that is often the case with books of all kinds, fiction and non-fiction. Beginnings always get more time and energy and attention than endings, which are often rushed, and middles, which can be a slog, a mirror of our lives, really. That is why this book gets a four star and not a five, but if Proust is a five I think the average writer should feel good about a four.Bradbury keeps good company, including two other Canadian journalists I have long admired: Ian Brown and Johanna Schneller.Birds of a feather.Here’s a link to the story in the Star that got me interested in reading Bradbury: https://www.google.ca/amp/s/www.thest......more",Notes are private!,0,2,1,not set,"Mar 13, 2021","Feb 28, 2021",,Paperback,view (with text),/book/show/54227861-the-bright-side
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mike Nichols: A Life,"Harris, Mark*",0399562249,9780399562242,0399562249,688        pp,4.48,"2,999","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2021",,Hardcover,view,/book/show/53479533-mike-nichols
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chop Suey Nation: The Legion Cafe and Other Stories from Canada's Chinese Restaurants,"Hui, Ann*",1771622229,9781771622226,1771622229,288        pp,3.98,"2,535","Feb 02, 2019","Sep 07, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ann Hui asks an interesting question and takes off in search of the answer. Why is there a Chinese restaurant in every small town in Canada? Her questAnn Hui asks an interesting question and takes off in search of the answer. Why is there a Chinese restaurant in every small town in Canada? Her quest leads her from Victoria B.C. to Fogo Island and points between as she patches together something of an oral history of mid-20th century immigration from dirt-poor farming communities in Guangzhou to small cities and towns in Canada offering a better life for those willing to work crushingly long hours. In doing so, Hui uncovers a family secret and solves a mystery that had haunted her father for decades....more",Notes are private!,0,0,1,not set,"Feb 23, 2021","Feb 23, 2021",,Paperback,view (with text),/book/show/41150687-chop-suey-nation
