,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolanta (knygupė)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Armed With Madness: The Surreal Leonora Carrington,"Talbot, Mary M.",,,B0BXBHNKCF,148        pp,3.69,97,unknown,"May 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Toks pusė velnio komiksas apie siurrealistę dailininkę ir rašytoją Leonorą Carrington. Gal, kad esu skaičius biografinį Michaela Carter romaną - ""LeonToks pusė velnio komiksas apie siurrealistę dailininkę ir rašytoją Leonorą Carrington. Gal, kad esu skaičius biografinį Michaela Carter romaną - ""Leonora in the Morning Light"" ir šiaip daug naršiusi internetą, apžiūrinėjusi nuotraukas su Leonora ir Ernst Max - tai pati Leonoros istorija jau nebesudomino. Kažko labiau tikėjausi ir iš grafikos....more",Notes are private!,0,5,1,"Oct 21, 2023","Oct 23, 2023","Oct 21, 2023",,Kindle Edition,view (with text),/book/show/124991421-armed-with-madness
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Days at the Morisaki Bookshop        (Days at the Morisaki Bookshop, #1)","Yagisawa, Satoshi",0063278677,9780063278677,0063278677,150        pp,3.66,"57,329","Sep 07, 2010","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf@65%,Notes are private!,0,6,0,not set,not set,"Oct 20, 2023",,Paperback,view (with text),/book/show/62047992-days-at-the-morisaki-bookshop
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Doors,Tan Twan Eng,1639731938,9781639731930,1639731938,320        pp,4.16,"8,893","May 04, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,dnf@55%,Notes are private!,3,8,0,not set,not set,"Oct 20, 2023",,Hardcover,view (with text),/book/show/65215270-the-house-of-doors
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ezra Slefas, kitas Nobelio literatūros premijos laureatas","Komarnyckyj, Andrew*",,9786098198690,,304        pp,4.32,78,unknown,Apr 2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 19, 2023","Oct 25, 2023","Oct 19, 2023",,Paperback,view,/book/show/141210799-ezra-slefas-kitas-nobelio-literat-ros-premijos-laureatas
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chip War: The Fight for the World's Most Critical Technology,"Miller, Chris",1982172002,9781982172008,1982172002,464        pp,4.45,"20,667","Oct 04, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,0,6,1,"Oct 19, 2023","Oct 21, 2023","Oct 19, 2023",,Hardcover,view (with text),/book/show/60321447-chip-war
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enlightenment of Katzuo Nakamatsu,"Oshiro, Augusto Higa",1953861520,9781953861528,1953861520,150        pp,3.66,146,"Jan 01, 2008","May 09, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 19, 2023","Oct 26, 2023","Oct 16, 2023",,Paperback,view,/book/show/61953800-the-enlightenment-of-katzuo-nakamatsu
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blight: Fungi and the Coming Pandemic,"Monosson, Emily",132400701X,9781324007012,132400701X,272        pp,3.88,524,"Jul 18, 2023","Jul 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Informatyvu, bet labai sausa.",Notes are private!,0,9,1,"Oct 16, 2023","Oct 16, 2023","Oct 16, 2023",,Hardcover,view (with text),/book/show/62585985-blight
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apie smurtą,"Arendt, Hannah",,9786098280258,,160        pp,3.78,"4,256","Mar 11, 1970",2023,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 14, 2023","Oct 17, 2023","Oct 13, 2023",,Paperback,view,/book/show/146549176-apie-smurt
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ripe,"Etter, Sarah Rose*",1668011638,9781668011638,1668011638,288        pp,3.65,"13,170","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2023",,Hardcover,view,/book/show/62919394-ripe
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thin Skin: Essays,"Shapland, Jenn*",0593317459,9780593317457,B0BML4X8S7,289        pp,4.05,461,"Aug 15, 2023","Aug 15, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,0,5,1,"Oct 04, 2023","Oct 04, 2023","Oct 04, 2023",,Kindle Edition,view (with text),/book/show/63428313-thin-skin
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Land of Milk and Honey,"Zhang, C Pam*",0593538242,9780593538241,0593538242,240        pp,3.57,"12,003","Sep 26, 2023","Sep 26, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.4*,Notes are private!,0,8,1,Oct 2023,"Dec 07, 2023","Oct 01, 2023",,Hardcover,view (with text),/book/show/101673225-land-of-milk-and-honey
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sullivanians: Sex, Psychotherapy, and the Wild Life of an American Commune","Stille, Alexander",0374600392,9780374600396,0374600392,432        pp,3.47,"1,435","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,0,0,1,"Sep 30, 2023","Oct 04, 2023","Sep 30, 2023",,Hardcover,view (with text),/book/show/62039222-the-sullivanians
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Study for Obedience,"Bernstein, Sarah",1039009069,9781039009066,1039009069,208        pp,3.10,"7,228","Jul 06, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,2,6,1,"Sep 28, 2023","Sep 28, 2023","Sep 27, 2023",,Hardcover,view (with text),/book/show/123636870-study-for-obedience
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pole,"Coetzee, J.M.",,,1324093862,166        pp,3.71,"2,750","Sep 19, 2023","Sep 19, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mano mylimo J. M. Coetzee naujas romanas. Poetiškas, bet neromantiškas meilės romanas. O gal romantizmą šiandien mes jau kitaip suprantam. O ir kiekviMano mylimo J. M. Coetzee naujas romanas. Poetiškas, bet neromantiškas meilės romanas. O gal romantizmą šiandien mes jau kitaip suprantam. O ir kiekviena(-as) iš mūsų jį kitaip suprantam, ar ne?Beatriz – vidutinio amžiaus Barselonos aukštuomenės dama, kaip ir laimingai ištekėjusi ir šiek tiek nuobodžiaujanti (man taip jautėsi) organizuoja garsaus lenkų pianisto Witold Walczykiewicz, netradicinio Chopin kūrynių interpretatoriaus, koncertą. Po jo, etiketo sumetimais, lenkas (The Pole) pakviečiamas lemtingai vakarienei, kurios metu jokių meilę gimdančių ženklų nepastebėjau. Bet po mėnesio, mane nustebindamas, Witold prisipažįsta Beatrizei meilėje.Nesinori spoilinti istorijos, nors čia turbūt ne ta knyga, kur spoileris gali ką nors pagadinti. Šiaip, jaučiuosi nevisiškai perskaičiusi ši romaną. Nuoroda į Dante meilę Beatricei neslepiama, bet poeto biografiją ir kūrybą žinau labai paviršutiniškai, muzikoje išmanau ne kažką, George Sand – neskaičusi (mačiau ji minima keliose apžvalgose)... Tad, jaučiuosi prašapusi kažką svarbaus. Gaaal reikės kada jį pakartot. Kol kas - 3,5*...more",Notes are private!,9,21,1,"Sep 26, 2023","Sep 28, 2023","Sep 26, 2023",,Hardcover,view (with text),/book/show/125484660-the-pole
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Librarianist,"deWitt, Patrick",0063085127,9780063085121,,352        pp,3.43,"14,047","Jul 04, 2023","Jul 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Hardcover,view,/book/show/62645180-the-librarianist
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Look at the Lights, My Love","Ernaux, Annie*",0300268211,9780300268218,0300268211,96        pp,3.53,"3,981","Mar 27, 2014","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,0,2,1,"Sep 25, 2023","Sep 26, 2023","Sep 25, 2023",,Paperback,view (with text),/book/show/62906140-look-at-the-lights-my-love
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Learned by Heart,"Donoghue, Emma*",0316564435,9780316564434,0316564435,336        pp,3.51,"5,543","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Hardcover,view,/book/show/62874041-learned-by-heart
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amazing Grace Adams,"Littlewood, Fran",1250334152,9781250334152,1250334152,272        pp,3.37,"19,887","Jan 19, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/143372703-amazing-grace-adams
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lives of the Wives: Five Literary Marriages,"Ciuraru, Carmela*",0062356917,9780062356918,0062356917,336        pp,3.57,817,"Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/61102560-lives-of-the-wives
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Behave: The Biology of Humans at Our Best and Worst,"Sapolsky, Robert M.",1594205078,9781594205071,1594205078,790        pp,4.41,"23,230","May 02, 2017","May 02, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/31170723-behave
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonders,"Medel, Elena",1643752111,9781643752112,1643752111,240        pp,3.41,"2,477","Oct 07, 2020","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/58328443-the-wonders
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White on White,"Savas, Aysegül*",,,B08XPWZGR4,192        pp,3.62,"1,330","Dec 07, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Kindle Edition,view,/book/show/54321728-white-on-white
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Album of Dr. Moreau,"Gregory, Daryl*",1250782104,9781250782106,1250782104,168        pp,3.99,"1,182","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Paperback,view,/book/show/55077550-album-of-dr-moreau
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eating to Extinction: The World's Rarest Foods and Why We Need to Save Them,"Saladino, Dan",0374605327,9780374605322,0374605327,464        pp,4.29,"1,928",unknown,"Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/57845087-eating-to-extinction
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kvėpavimas,"Nestor, James",,9786094802362,,344        pp,4.15,"84,204","May 26, 2020",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/59815907-kv-pavimas
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,"Aviv, Rachel",0374600848,9780374600846,0374600848,288        pp,4.13,"10,109","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/59808605-strangers-to-ourselves
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Palo Alto: A History of California, Capitalism, and the World","Harris, Malcolm*",031659203X,9780316592031,031659203X,720        pp,3.91,"1,550","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/61108472-palo-alto
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest,"Cline, Emma",0812998626,9780812998627,,304        pp,3.32,"64,894","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2023",,Hardcover,view,/book/show/61986136-the-guest
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Suddenly,"Autissier, Isabelle",059351145X,9780593511459,B0BDD6D5D4,256        pp,3.81,"1,641","May 06, 2015","Aug 15, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF@65%,Notes are private!,0,1,0,not set,not set,"Sep 21, 2023",,Kindle Edition,view (with text),/book/show/63837354-suddenly
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal Rules Don't Apply: Stories,"Atkinson, Kate",0385688237,9780385688239,B0BNWVTP7J,212        pp,3.73,"5,478","Sep 13, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,50%,Notes are private!,0,1,0,not set,not set,"Sep 21, 2023",,Hardcover,view (with text),/book/show/63934847-normal-rules-don-t-apply
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding the Mother Tree: Discovering the Wisdom of the Forest,"Simard, Suzanne*",052565609X,9780525656098,052565609X,348        pp,4.23,"12,664","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2023",,Hardcover,view,/book/show/54976983-finding-the-mother-tree
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saint X,"Schaitkin, Alexis*",1250219590,9781250219596,1250219590,343        pp,3.39,"26,713","Feb 04, 2020","Feb 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/43782399-saint-x
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Read Now,"Castillo, Elaine",0593489632,9780593489635,0593489632,340        pp,4.05,"1,585","Jul 26, 2022","Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/60018643-how-to-read-now
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Don't Have to Say You Love Me,"Alexie, Sherman",031627075X,9780316270755,031627075X,457        pp,4.15,"17,770","Jun 13, 2017","Jun 13, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/31420708-you-don-t-have-to-say-you-love-me
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"River of the Gods: Genius, Courage and Betrayal in the Search for the Source of the Nile","Millard, Candice",052552407X,9780525524076,052552407X,349        pp,3.84,"13,475","May 17, 2022","May 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/58777696-river-of-the-gods
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phenotypes,"Scott, Paulo",1913505189,9781913505189,1913505189,232        pp,3.82,957,"Aug 12, 2019",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Paperback,view,/book/show/57443695-phenotypes
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voyagers: The Settlement of the Pacific,"Thomas, Nicholas",1541619838,9781541619838,1541619838,224        pp,3.55,348,unknown,"Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/55660732-voyagers
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror: Reflections on Self-Delusion,"Tolentino, Jia*",0525510540,9780525510543,0525510540,303        pp,4.05,"70,921","Aug 06, 2019","Aug 06, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/43126457-trick-mirror
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War for Gloria,"Lish, Atticus",152473232X,9781524732325,152473232X,464        pp,3.82,"1,028","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/56643403-the-war-for-gloria
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Terraformers,"Newitz, Annalee*",1250228018,9781250228017,1250228018,338        pp,3.39,"4,829","Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/60784471-the-terraformers
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vladimir,"Jonas, Julia May*",1982187638,9781982187637,1982187638,238        pp,3.45,"32,015","Feb 01, 2022","Feb 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2023",,Hardcover,view,/book/show/57846324-vladimir
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spell of Good Things,"Adebayo, Ayobami*",0525657649,9780525657644,,352        pp,3.79,"4,154","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2023",,Hardcover,view,/book/show/61103018-a-spell-of-good-things
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vista Chinesa,"Levy, Tatiana Salem",1914484223,9781914484223,1914484223,144        pp,4.19,"1,452","Mar 09, 2021","Jan 12, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,DNF@65%,Notes are private!,0,1,0,not set,not set,"Sep 13, 2023",,Paperback,view (with text),/book/show/61747455-vista-chinesa
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lock-Up        (Quirke, #9)","Banville, John",1335449639,9781335449634,1335449639,320        pp,3.75,"3,078",2023,"May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2023",,Hardcover,view,/book/show/62325806-the-lock-up
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Neuromancer        (Sprawl, #1)","Gibson, William",,,,278        pp,3.90,"326,928",1984,"Jul 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 11, 2023",,Paperback,view,/book/show/888628.Neuromancer
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Not Miami,"Melchor, Fernanda*",0811228053,9780811228053,0811228053,160        pp,4.19,"3,587",2014,"Apr 04, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,9*",Notes are private!,0,5,1,"Sep 10, 2023","Sep 28, 2023","Sep 10, 2023",,Paperback,view (with text),/book/show/61340200-this-is-not-miami
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody: A Book About Freedom,"Laing, Olivia*",0393608778,9780393608779,0393608778,368        pp,4.26,"2,735","Apr 29, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*Knyga apie mūsų kūnų (ne)laisves. Apie tai, kaip kūnas, per odos spalvą, lytį, seksualinę orientaciją, ligas ir t. t., apibrežia mūsų vietą visuom3,5*Knyga apie mūsų kūnų (ne)laisves. Apie tai, kaip kūnas, per odos spalvą, lytį, seksualinę orientaciją, ligas ir t. t., apibrežia mūsų vietą visuomenėje. Tekste minimi garsūs moslininkai, meninkai, visuomenės veikėjai, bet ašis ant kurios suvertas visas Olivios Laing kūrinys yra austrų psichoanalitikas Wilhelm Reich. Pridedu autorės straipsnį apie jį ""The Guardian"" https://www.theguardian.com/books/202...Kažkokie dviprasmiški jausmai man po šios knygos. Buvo įdomu, patiko, su daugeliu autorės išanaliziotų dalykų sutinku, bet...va pabaigoje Laing retoriškai klausia - jei kūnas nebeturėtų baimių, tik įsivaizduokim, ką mes galėtume nuveikti, kokį pasaulį sukurti. Hmmm, na nežinau, kažkaip turiu abejoniu aš dėl taip paprastai 'pataisomo' pasaulio. Ir, beje, vien kapitalizmo irgi gal nereikėtų kaltint....more",Notes are private!,0,8,1,"Sep 10, 2023","Sep 14, 2023","Sep 10, 2023",,Hardcover,view (with text),/book/show/55298345-everybody
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in Defiance of Pain: Ukrainian Stories,"Kinsella, Ali",1646052579,9781646052578,1646052579,310        pp,3.72,40,"Sep 13, 2022","Sep 13, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Autoriai: Sophia Andrukhovych; Yuri Andrukhovych; Stanislav Aseyev; Kateryna Babkina; Artem Chapeye; Kateryna Kalytko; Oksana Lutsyshyna; Vasyl MakhnoAutoriai: Sophia Andrukhovych; Yuri Andrukhovych; Stanislav Aseyev; Kateryna Babkina; Artem Chapeye; Kateryna Kalytko; Oksana Lutsyshyna; Vasyl Makhno; Tanja Maljartschuk; Taras Prokhasko; Oleg Sentsov; Natalka Sniadanko; Olena Stiazhkina; Sashko Ushkalov; Oksana Zabuzhko; Serhiy Zhadan; 18 man žinomų ir visai negirdėtų autorių. Labiausiai patiko Taraso Prokhasko apsakymas ""Essai de deconstruction (An Attempt at Deconstruction)"". Gal todėl, kad ten dvi veikėjos - bendravardės Anos, lyg būtų išslydę iš fantastiško Taraso romano ""НепрОсті"", kuriuo labai tikiuosi susidomės LT leidyklos. O šiaip, labai sunkiai man skaitosi ukrainiečių literatūra angliškai. :(...more",Notes are private!,0,13,1,"Sep 17, 2023","Nov 09, 2023","Sep 09, 2023",,Paperback,view (with text),/book/show/60661087-love-in-defiance-of-pain
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brutalists: Brutalism's Best Architects,"Hopkins, Owen",1838665633,9781838665630,1838665633,368        pp,4.29,7,unknown,"Mar 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Puikus albumas pristatantis geriausius brutaliojo architektūros stiliaus architektus ir jų geriausius darbus. Mane labiausiai sudomino Prancūzijos (giPuikus albumas pristatantis geriausius brutaliojo architektūros stiliaus architektus ir jų geriausius darbus. Mane labiausiai sudomino Prancūzijos (gim. Mexico) architekto Émile Aillaud daugiaaukščių gyvenamųjų namų kompleksas – Aillaud Towers (Paris). Būtų įdomu užmest akį į juos gyvai.  [image]Šiaip jau, ne pirmą brutalistinės architektūros albumą vartau ir akivaizdžiai jų sudarytojai renkasi juodai baltas fotografijas, stipriau pabrėžiančias šio stiliaus grubumą. Aš dažnai internete susirandu spalvotas tų pastatų nuotraukas ir kartais (o gal ir daugiau nei kartais) šis stilius nebe toks jau ir brutalus. [image]Meksikiečio architekto Erique del Mora sukurtą Ciudad universiteto kompleksą (1954) Mexico mieste teko pamatyt gyvai. Būtų nykuma baisi, bet jį gelbėja nuostabi bibliotekos pastato freska. O knygos juodai-baltoje nuotraukoje ji labai nekaip išrodo. [image]Estijoje gimusio amerikiečių architekto Lois I. Kahn San Diego (La Jola, California) Salk institutą (1965) rekomenduoja ne tik pamatyti, bet ir patirti. Na, kaip nutinka su viskuo ką turim panosėj – aplankyti neskubam, tad ir aš jo dar nemačiau/nepatyriau, nors gyvenu ne per toliausiai.[image]O štai japonų brutalisto Masaharu Takasaki Kihoku astronomijos muziejus (1995) ateivių akį turėtų tikrai patraukti.[image]Beje, tarp geriausiųjų - ir mūsiškių architektų Eduardo Chlomausko, Jono Kriukelio ir Zigmanto Liandsbergio Vilniaus sporto rūmai (1971)....more",Notes are private!,0,7,1,not set,not set,"Sep 09, 2023",,Hardcover,view (with text),/book/show/63027858-the-brutalists
