,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sirpa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Lesson Before Dying,"Gaines, Ernest J.",0375702709,9780375702709,B000RWMZN6,256        pp,3.98,"60,090","Jan 01, 1993","Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful in its simplicity, powerful in its effect. This book, often read in high school to elicit discussion on topics such as social justice, becomBeautiful in its simplicity, powerful in its effect. This book, often read in high school to elicit discussion on topics such as social justice, becomes more powerful with time and maturity. Reminiscent of Hemingway's prose, each word is carefully chosen. ...more",Notes are private!,0,5,1,not set,"Jul 20, 2015","Jul 31, 2015",,Paperback,view (with text),/book/show/5197.A_Lesson_Before_Dying
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Willful Princess and the Piebald Prince,"Hobb, Robin*",,,B00G5VFPWQ,73        pp,4.03,"9,062",2013,"Oct 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 06, 2015","Jul 06, 2015",,Kindle Edition,view,/book/show/19198232-the-willful-princess-and-the-piebald-prince
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chosen,"Potok, Chaim",0671136747,9780671136741,0671136747,284        pp,4.07,"93,397",1966,"Apr 28, 1967",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 04, 2015",,Hardcover,view,/book/show/1071977.The_Chosen
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ex Libris: Confessions of a Common Reader,"Fadiman, Anne",0374527229,9780374527228,0374527229,162        pp,4.10,"13,538",Oct 1998,"Nov 25, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 04, 2015",,Paperback,view,/book/show/46890.Ex_Libris
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca*",,,B00338QENI,310        pp,4.12,"735,152","Feb 02, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 04, 2015",,Kindle Edition,view,/book/show/8114303-the-immortal-life-of-henrietta-lacks
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Mormon Girl: Stories from an American Faith,"Brooks, Joanna",,,,216        pp,3.54,"3,186","Jan 17, 2012","Jan 17, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 04, 2015",,Kindle Edition,view,/book/show/13418573-the-book-of-mormon-girl
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lowland,"Lahiri, Jhumpa",0307265749,9780307265746,0307265749,340        pp,3.87,"93,349","Sep 24, 2013","Sep 24, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 04, 2015",,Hardcover,view,/book/show/17262100-the-lowland
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Desperate Fortune        (Mary & Hugh, #1)","Kearsley, Susanna*",1492602027,9781492602026,1492602027,528        pp,4.03,"17,843","Apr 07, 2015","Apr 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite novels by Kearsley are by far The Rose Garden and The Winter Sea. This one was also loosely based around the Scottish King James who was iMy favorite novels by Kearsley are by far The Rose Garden and The Winter Sea. This one was also loosely based around the Scottish King James who was in exile in Paris in the 1700s. Kearsley's writing reminds me of my favorite gothic romance writers as a teen--Mary Stewart and Daphne Du Maurier. When I want something light to read, these fit the ticket, especially as they also contain researched history. This novel concerns a brilliant young English woman with Asperger's Syndrome who is asked to travel to Paris crack a code in an old diary. The diary, kept by a Jacobite exile (somewhere during 1688-1746), Mary Dundas, contains unexpected information about the time period as well as a grand adventure and coming of age for both women involved. ...more",Notes are private!,0,3,1,not set,Jun 2015,"Jun 15, 2015",,Paperback,view (with text),/book/show/22221136-a-desperate-fortune
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Splendour Falls,"Kearsley, Susanna*",,,B00F8HUAFA,442        pp,3.75,"10,940","Jan 01, 1995","Jan 14, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 23, 2015","Apr 23, 2015",,Kindle Edition,view,/book/show/20341036-the-splendour-falls
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in White,"Collins, Wilkie",,,B0082Z447U,685        pp,4.01,"154,417","Nov 26, 1859","May 12, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Apr 22, 2015","Apr 22, 2015",,Kindle Edition,view,/book/show/17316758-the-woman-in-white
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quiet: The Power of Introverts in a World That Can't Stop Talking,"Cain, Susan*",0307352145,9780307352149,0307352145,333        pp,4.08,"435,280","Jan 24, 2012","Jan 24, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why do we not honor introversion? In our society of personality worship, we have discounted character. Cain discusses this fascinating topic from multWhy do we not honor introversion? In our society of personality worship, we have discounted character. Cain discusses this fascinating topic from multiple angles including politics, schooling, business, and relationships. Fascinating insights. Some chapters more informative and interesting for me than others. I'd recommend this highly....more",Notes are private!,0,1,1,not set,"Apr 23, 2015","Mar 25, 2015",,Hardcover,view (with text),/book/show/8520610-quiet
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Self Muscle Testing,"Hetherington, Michael",1493758462,9781493758463,1493758462,76        pp,3.77,158,"Apr 21, 2013","Nov 16, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to find a quick to read book to share about kinesiology or muscle testing. I've used this technique for years as a simple check in vitamins oI wanted to find a quick to read book to share about kinesiology or muscle testing. I've used this technique for years as a simple check in vitamins or foods to eat. Your body and ""higher self"" is often the best guide to this. As our needs and body changes, this is a pretty accurate way to save yourself money and time. One of the best parts is a reminder of the state of mind we need to be in in order to listen to the spirit within. Skeptical? Read the short book and practice some of the techniques such as identifying people with negative or positive energy. ...more",Notes are private!,0,1,1,not set,"Jan 30, 2015","Jan 30, 2015",,Paperback,view (with text),/book/show/19135388-the-art-of-self-muscle-testing
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming Lady Lockwood,"Moore, Jennifer*",1621086895,9781621086895,1621086895,199        pp,4.08,"5,318","Jul 01, 2014","Jul 01, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Light and predictable, but still has its moments. A genre known as Regency Romance. It's best moments are the author's description of the sailing shipLight and predictable, but still has its moments. A genre known as Regency Romance. It's best moments are the author's description of the sailing ship--I looked up her blog and sure enough, she has a love for boats. I felt the heroine was a little baffling and inconsistent as she cries a lot and at other times is capable of over the top heroism. I probably would have enjoyed this much better as a younger reader....more",Notes are private!,0,0,1,"Jan 27, 2015","Jan 28, 2015","Jan 30, 2015",,Paperback,view (with text),/book/show/21947381-becoming-lady-lockwood
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,21 Principles: Divine Truths to Help You Live By the Spirit,"Scott, Richard G.",1609075269,9781609075262,1609075269,105        pp,4.58,554,"Jan 01, 2013",2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Deceptively simple, filled with pithy and quotable passages, this is a book so densely packed with true principles that it merits careful study and reDeceptively simple, filled with pithy and quotable passages, this is a book so densely packed with true principles that it merits careful study and rereading. Written by someone who has truly ""experimented upon the word"" throughout a long lifetime. A gem. ...more",Notes are private!,0,0,1,not set,"Jan 16, 2015","Jan 16, 2015",,Hardcover,view (with text),/book/show/17673634-21-principles
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Rose,"Costain, Thomas B.",1568497016,9781568497013,1568497016,401        pp,4.11,"1,340",1945,"Oct 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When my Father died in 1991, he left behind a stash of Thomas B Costain novels. Even as a young girl, I remember looking at these books which always aWhen my Father died in 1991, he left behind a stash of Thomas B Costain novels. Even as a young girl, I remember looking at these books which always appealed to me because of their titles. This 1946 bestseller about Walter a Gurney, a young bastard son of a noble is a fascinating look back into English history in the 1200s. Costain draws on a legend of an English crusader who becomes the father of Thomas a Beckett, and an Eastern girl who only knows two words of English. Costain began the book wanting to write about three individuals: Edward I, King of England; the scientist and visionary thinker, Roger Bacon; and a Mongolian general named Bayon of the Hundred Eyes, who conquered China for Kublai Khan. While the book only deals with these three individuals in a peripheral way, and although dated due to 1940s stereotypes and writing style, this was still a fascinating, though romanticized look into the Dark Ages including changes in the feudal system of England, the advent of the longbow and discovery of gunpowder, as well as the beginning of enlightenment due to the intrepid explorers who returned from fabled Cathay....more",Notes are private!,0,0,1,"Jan 05, 2015","Jan 07, 2015","Jan 07, 2015",,Hardcover,view (with text),/book/show/401921.The_Black_Rose
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People of the Book,"Brooks, Geraldine*",067001821X,,B002KAORZ2,372        pp,4.03,"145,879","Jan 01, 2008","Oct 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A Haggadah is historically read at the Passover feast by the Jewish people. This one is different. Originating in Spain in the late 1400s, the vellum A Haggadah is historically read at the Passover feast by the Jewish people. This one is different. Originating in Spain in the late 1400s, the vellum manuscript stands out because it is illustrated, and in the exquisite illuminated style created by medieval Catholic monks. How it ends up in Sarajevo in the mid 1990s is a miracle. A very interesting read for anyone who loves book preservation, history, and historical fiction. I especially love the article Brooks wrote about this Haggadah and its history. http://geraldinebrooks.com/wp-content...Quotations:""I like matter, fiber, the nature of the varied stuffs that go to make a book. I know the flesh and fabric of pages, the bright earths and lethal toxins of ancient pigments. Wheat paste--I can bore the pants off anyone about wheat paste."" (18)""I was so engrossed in the writing long – it could get that way, on good days, when you fall down a rabbit hole and the rest of the world disappears long – that I almost exploded when the doorbell rang."" (266)""For the first time in my life, I was tanned and sinewy. I traded in my cashmeres and silks for serviceable khakis, and one day, because I was hot and sweaty and my French twist kept falling down, I hacked of my long hair. New name, new look, new life."" (346)...more",Notes are private!,0,0,1,not set,"Jan 02, 2015","Jan 02, 2015",,Hardcover,view (with text),/book/show/1379961.People_of_the_Book
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pope Joan,"Cross, Donna Woolfolk*",0345416260,9780345416261,0345416260,422        pp,4.09,"71,490",1996,"Jun 09, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Extraordinary historical fiction piece set in the Dark Ages, about a brilliant and prodigious intellect, Joan, who hungers for an education in an age Extraordinary historical fiction piece set in the Dark Ages, about a brilliant and prodigious intellect, Joan, who hungers for an education in an age where women were thought of as chattel and reading and writing were reserved for priests and noblemen. Knowledge is power, or as her tutor tells her, ""some ideas are dangerous."" Having mastered Greek, Latin, classical scholarly debate, scriptural knowledge and knowledge of medicine and healing, Joan breaks the mold of women being ""incapable of reasoning."" (82) The book is an argument for the existence of a female pope as we follow Joan's journey to the highest office of Christendom after the death of Leo III. In a time where education is taken for granted and few students desire to work to the limits of their abilities, this book challenges a reader to reevaluate the gift of learning. Fascinating book about ideas and a little known historical era....more",Notes are private!,0,7,1,"Dec 21, 2014","Dec 28, 2014","Dec 21, 2014",,Paperback,view (with text),/book/show/27252.Pope_Joan
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blood of Dragons        (Rain Wild Chronicles, #4)","Hobb, Robin*",0062116851,9780062116857,0062116851,448        pp,4.17,"31,583","Mar 01, 2013","Apr 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Hardcover,view,/book/show/13109291-blood-of-dragons
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Dragons        (Rain Wild Chronicles, #3)","Hobb, Robin*",0061561630,9780061561634,0061561630,334        pp,4.10,"33,332",Sep 2011,"Feb 07, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Hardcover,view,/book/show/11801463-city-of-dragons
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dragon Haven        (Rain Wild Chronicles, #2)","Hobb, Robin*",0061931411,9780061931413,0061931411,508        pp,4.10,"36,570","Mar 04, 2010","May 11, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Hardcover,view,/book/show/7011403-dragon-haven
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dragon Keeper        (Rain Wild Chronicles, #1)","Hobb, Robin*",0007273746,9780007273744,0007273746,553        pp,3.96,"45,589","Jun 25, 2009","Jun 25, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Hardcover,view,/book/show/4703450-the-dragon-keeper
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ship of Destiny        (Liveship Traders, #3)","Hobb, Robin*",,,,789        pp,4.29,"73,427",Mar 2000,"Nov 27, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/45102.Ship_of_Destiny
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mad Ship        (Liveship Traders, #2)","Hobb, Robin*",0006498868,9780006498865,0006498868,906        pp,4.30,"67,263",Mar 1999,"Feb 04, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/45101.The_Mad_Ship
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ship of Magic        (Liveship Traders, #1)","Hobb, Robin*",000649885X,9780006498858,000649885X,880        pp,4.21,"83,874",Mar 1998,Mar 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/45100.Ship_of_Magic
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Golden Fool        (Tawny Man, #2)","Hobb, Robin*",0553582453,9780553582451,0553582453,709        pp,4.36,"80,747","Oct 21, 2002",Dec 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/45109.Golden_Fool
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fool's Fate        (Tawny Man, #3)","Hobb, Robin*",0553582461,9780553582468,0553582461,914        pp,4.47,"78,069",Oct 2003,"Nov 23, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/45108.Fool_s_Fate
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fool's Errand        (Tawny Man, #1)","Hobb, Robin*",,,,661        pp,4.36,"92,593","Oct 15, 2001",Oct 2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/68488.Fool_s_Errand
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assassin's Quest        (Farseer Trilogy, #3)","Hobb, Robin*",0553565699,9780553565690,0553565699,757        pp,4.20,"158,339",Mar 1997,"Jan 05, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/45112.Assassin_s_Quest
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Royal Assassin        (Farseer Trilogy, #2)","Hobb, Robin*",0006480101,9780006480105,0006480101,752        pp,4.26,"198,242",Mar 1996,Mar 1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/68487.Royal_Assassin
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assassin's Apprentice        (Farseer Trilogy, #1)","Hobb, Robin*",,,0006480098,460        pp,4.18,"326,346",May 1995,Mar 1996,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2014",,Mass Market Paperback,view,/book/show/45107.Assassin_s_Apprentice
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Colorless Tsukuru Tazaki and His Years of Pilgrimage,"Murakami, Haruki",0385352107,9780385352109,0385352107,386        pp,3.87,"179,454","Apr 12, 2013","Aug 12, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2014",,Hardcover,view,/book/show/19288239-colorless-tsukuru-tazaki-and-his-years-of-pilgrimage
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lila,"Robinson, Marilynne",,,,272        pp,3.95,"33,315","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2014",,Kindle Edition,view,/book/show/18513565-lila
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Understanding Isaiah,"Parry, Donald W.",1573453617,9781573453615,1573453617,659        pp,4.35,223,Apr 1998,"Jan 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2014","Dec 08, 2015","Nov 20, 2014",,Hardcover,view,/book/show/656295.Understanding_Isaiah
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels: Agents of Light, Love, and Power","Parry, Donald W.",,,,272        pp,4.09,398,"Jan 01, 2013",2013,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've always enjoyed Don Parry's lectures at BYU Education week and have taken three classes from him at BYU on subjects including the Dead Sea ScrollsI've always enjoyed Don Parry's lectures at BYU Education week and have taken three classes from him at BYU on subjects including the Dead Sea Scrolls as well as ancient temples. He is meticulous in his research and in order to write this book, had spent much time collecting the materials. He is a distinguished Professor of Hebrew Bible and the Dead Sea Scrolls as well as a scholar on so many interesting topics including being an expert on the Book of Isaiah. His writing style is easy to follow in this book as it is aimed at a lay audience. If you are interested in angels, this is the most thorough book on the subject from an LDS perspective. ...more",Notes are private!,0,0,1,not set,"Oct 11, 2014","Oct 11, 2014",,Hardcover,view (with text),/book/show/18051048-angels
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cellular Cleansing Made Easy,"Ohlgren, Scott",0972148329,9780972148320,0972148329,168        pp,4.00,10,"Apr 01, 2003","Apr 28, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short, simple, and actually easy to incorporate some of into our lives. Even if one doesn't ever want to do a complete fast, you can in raise your eneShort, simple, and actually easy to incorporate some of into our lives. Even if one doesn't ever want to do a complete fast, you can in raise your energy levels and health by integrating a few of these ideas into your diet. Scott asks for a 7% commitment of change for 28 days. That's easy. The common American processed food diet is basically composed of dead food. When I feel the best, I eat as my European parents did--lots of fresh (homegrown if possible) fruit and veggies, soups, and simple meals. I've recently added naturally fermented foods back in to my diet including kefir, sauerkraut, and homemade pickles and beets. Scott is not a food fanatic and he is funny, for instance, referring to the smell of milk as reminding him somehow of ""coagulated cow mucus"". Reminds me of Meg Ryan's hilarious scene on the train after eating cheese in the movie, French Kiss. ...more",Notes are private!,0,0,1,not set,not set,"Aug 29, 2014",,Paperback,view (with text),/book/show/3197462-cellular-cleansing-made-easy
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invention of Wings,"Kidd, Sue Monk*",0670024783,9780670024780,0670024783,384        pp,4.25,"314,519","Jan 07, 2014","Jan 07, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 27, 2014",,Hardcover,view,/book/show/18079776-the-invention-of-wings
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cress        (The Lunar Chronicles, #3)","Meyer, Marissa*",0312642970,9780312642976,0312642970,552        pp,4.41,"368,925","Feb 04, 2014","Feb 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Third in this series by Marissa Meyer. Fun summer read.,Notes are private!,0,0,1,not set,not set,"Jul 14, 2014",,Hardcover,view (with text),/book/show/13206828-cress
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wonder        (Wonder, #1)","Palacio, R.J.",,,,315        pp,4.37,"1,086,030","Feb 14, 2012","Feb 14, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Two quotes summarize some of the the beautiful truths in this YA novel.""The universe was not kind to auggie pullman."" (204)""Shall we make a new rule oTwo quotes summarize some of the the beautiful truths in this YA novel.""The universe was not kind to auggie pullman."" (204)""Shall we make a new rule of life . . . Always try to be a little kinder than is necessary?"" (J.M. Barrie, The Little White Bird, as quoted on p. 299)This book is on my ""wonderful"" list. ...more",Notes are private!,0,2,1,not set,not set,"Jul 14, 2014",,Hardcover,view (with text),/book/show/11387515-wonder
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Healing Your Life: Lessons on the Path of Ayurveda,"Halpern, Marc",1608691241,9781608691241,B0065R4OQ8,195        pp,4.03,64,"Nov 10, 2011","Nov 10, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In droves, people who have not found relief from Western medical treatments, are turning to complementary therapies such as 4,500 year old Ayurveduc kIn droves, people who have not found relief from Western medical treatments, are turning to complementary therapies such as 4,500 year old Ayurveduc knowledge. Our medical schools are increasingly offering courses in these modalities to round out a physician's training. I am an integrationist (find all helpful truths and use them) and feel that one method or school of thought seldom has all of the answers. Halpern's book offers a window to a different, wholistic way of looking at the body and especially illness as ""dis-ease"". When we are not in balance illness often will manifest itself. And sadly, what we do in Western medicine often addresses only symptoms and not causes, thereby creating further complications. Medicine is often an ""art,"" not an exact science. For instance see the following article from the NYTimes that explains a little of what wide-spectrum antibiotics have done. Such a shame when if we searched for a root cause, we would be more likely to eliminate the illness. http://nyti.ms/1ygUdWW...more",Notes are private!,0,1,1,not set,not set,"Jul 14, 2014",,Kindle Edition,view (with text),/book/show/21091904-healing-your-life
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Samaritan's Pistol,"Bishop, Eric*",1939967120,9781939967121,1939967120,350        pp,4.09,57,"Jan 01, 2013","Aug 24, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Met the author at a book club meeting and we found him to be a delightful visitor. This is a quick read action adventure that takes place in Montana aMet the author at a book club meeting and we found him to be a delightful visitor. This is a quick read action adventure that takes place in Montana and Las Vegas and involves the mob, horses, fishing camps, romance, murder, and more. ...more",Notes are private!,0,0,1,not set,"Mar 05, 2014","Jun 04, 2014",,Hardcover,view (with text),/book/show/18114857-the-samaritan-s-pistol
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hunger for Home: Louisa May Alcott and Little Women,"Elbert, Sarah",0877223173,9780877223177,0877223173,278        pp,3.17,6,Mar 1984,"Jan 01, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Perhaps not a page turner, but definitely solid research and excellent notes for anyone wanting more information on LMA. Includes some photographs andPerhaps not a page turner, but definitely solid research and excellent notes for anyone wanting more information on LMA. Includes some photographs and memorabilia from the time. ...more",Notes are private!,0,0,1,not set,Jan 1990,"Jun 04, 2014",,Hardcover,view (with text),/book/show/266632.A_Hunger_for_Home
