,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Maggie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Circle        (The Circle, #1)","Eggers, Dave",,,0385351399,493        pp,3.43,"217,679","Oct 08, 2013","Oct 08, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2013",,Hardcover,view,/book/show/18302455-the-circle
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going Home: Finding Peace When Pets Die,"Katz, Jon*",0345502698,9780345502698,0345502698,166        pp,3.97,"1,026","Jan 01, 2011","Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2013",,Hardcover,view,/book/show/11036260-going-home
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Good Dog: The Story of Orson, Who Changed My Life","Katz, Jon*",140006189X,9781400061891,140006189X,240        pp,3.99,"3,858","Jan 01, 2006","Sep 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2013",,Hardcover,view,/book/show/65057.A_Good_Dog
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Dog Year: Twelve Months, Four Dogs, and Me","Katz, Jon*",0812966902,9780812966909,0812966902,212        pp,4.12,"5,156","Jan 01, 2002","May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2013",,Paperback,view,/book/show/65056.A_Dog_Year
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Brosh, Allie*",1451666179,9781451666175,1451666179,371        pp,4.17,"206,895","Oct 29, 2013","Oct 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Allie and her writing, her drawing, her insight, wit, intelligence...her everything. I'm pretty sure there's nothing about her I wouldn't like I love Allie and her writing, her drawing, her insight, wit, intelligence...her everything. I'm pretty sure there's nothing about her I wouldn't like (in a respectful, platonic - though near-worshipful - way). While her blog ignited this devotion, this book reinforced it.It's hard not to compare the blog with the book, and I'm not even really sure what would behoove someone to purchase this book without first having experienced and fallen in love with the blog. The new stories are not as side-stitchingly funny as some of my blog favorites (""The Alot"" of course, ""A Better Pain Scale"" and ""Wild Animal""). Given that her genius was born from and into her blog, it lives the most naturally and to its full potential there. I agree with some of the s that the comedic timing/pacing is somewhat compromised by the printed format versus the computer screen; the illustrations don't seem to have as much of an impact or role as on the computer, and the sequence isn't always as linear (that the words always precede the pictures - sometimes it looks like the words are captioning the drawings, which they SO are not). At the same time, I am very happy to have a tangible representation of her work that I can hold.I love the dedication and really WOULD like to know from Scott, ""what now, f*cker?""I will have to hide this book well, as it looks so kid-friendly that Tino has already asked ""oooh what are you reading??"" I will most enjoy sharing this with him, in like ten years or so....more",Notes are private!,0,1,1,not set,"Nov 02, 2013","Nov 02, 2013",,Paperback,view (with text),/book/show/17571564-hyperbole-and-a-half
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Days in Leningrad,"Simons, Paullina",1460701836,9781460701836,1460701836,521        pp,4.05,747,"Aug 01, 2013","Aug 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2013",,ebook,view,/book/show/18214902-six-days-in-leningrad
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tuck Everlasting,"Babbitt, Natalie",0374480095,9780374480097,0374480095,148        pp,3.90,"274,242",1975,"Nov 01, 1985",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'd still like to live forever, please. Me and all my loved ones. I'd keep the secret. I don't need bugs or frogs or anything else to live forever andI'd still like to live forever, please. Me and all my loved ones. I'd keep the secret. I don't need bugs or frogs or anything else to live forever and overrun the earth. I probably read this book for the wrong reasons. Like enlightenment, spiritual reassurance, comfort, etc. It was a sweet little story, with a touching ending, but it probably would've made a bigger impact had I read it as a YA (vs. an OA). I thought it'd be one of those books that resonate as strongly when I'm not-young (e.g. Little Women, Hunger Games, To Kill a Mockingbird, etc.), but it would've definitely made a bigger impression if I'd read it for the first time as a wee lass, Winnie's age maybe. It was a bit simplistic, although well-intentioned with a lot of beautiful writing sprinkled throughout....more",Notes are private!,0,0,1,not set,"Oct 23, 2013","Oct 26, 2013",,Paperback,view (with text),/book/show/84981.Tuck_Everlasting
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lover's Dictionary,"Levithan, David*",0374193681,9780374193683,0374193681,211        pp,3.86,"47,102","Jan 04, 2011","Jan 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 20, 2013",,Hardcover,view,/book/show/9279177-the-lover-s-dictionary
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absurdistan,"Shteyngart, Gary*",0812971671,9780812971675,0812971671,333        pp,3.32,"13,660","May 02, 2006","Apr 03, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was thoroughly unenjoyable.I was consistently a mixture of impatient, bored and irritated throughout. There was little redeeming about this book,This was thoroughly unenjoyable.I was consistently a mixture of impatient, bored and irritated throughout. There was little redeeming about this book, which is being generous, and also based on the potential Shteyngart exhibited in the other book of his that I read (Super Sad Love Story), when I wasn't bored and less irritated.The plot was ill-paced and uneven, where not much happens, and anything that does happen does so in a confusing, herky-jerky timeline (I'm pretty sure there were a few timelines in this one, but I can't bother to care enough to think it through and/or confirm). The cast is a list of overblown caricatures and parodies of stereotypes that are not overly interesting or clever.It drips with forced irony and satire. I guess part of the star rating is also because Shteyngart does capture the essence of places well, from NYC to St. Petersburg....more",Notes are private!,0,1,1,not set,"Oct 11, 2013","Oct 12, 2013",,Paperback,view (with text),/book/show/70509.Absurdistan
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great House,"Krauss, Nicole",0393079988,9780393079982,0393079988,289        pp,3.49,"18,280","Oct 12, 2010","Oct 12, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't really ever quite grasp what happened in this so-called novel, if anything ever did. I mean, there were lots of unconnected happenings, and tI didn't really ever quite grasp what happened in this so-called novel, if anything ever did. I mean, there were lots of unconnected happenings, and there was a desk that appeared in a few disparate stories and lives, as well as repeated themes (e.g. persecution, secrets, loneliness etc.) but if someone asked me what this book was 'about,' I would not be able to answer. Regardless, Krauss' talent as a writer still moved me at times and I did feel its sharp sorrow and her very haunting, disturbing prose.There's some great character development and Krauss has the ability to bring a specific voice to life in a unique way, while crafting compelling sentences and thoughts that I have to re-read (even though they make me shudder and I have to physically shake them off), but again, I kept hunting for a thread or plot which I never really found. ...more",Notes are private!,0,0,1,not set,"Sep 23, 2013","Oct 03, 2013",,Hardcover,view (with text),/book/show/7907782-great-house
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girls' Guide to Hunting and Fishing,"Bank, Melissa",0143035479,9780143035473,0143035479,274        pp,3.36,"137,041","Dec 29, 1998","Mar 29, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When Tom brought home this book that had been left on a Brooklyn 'free books' stoop pile, I was sure I’d already read it long ago and just couldn’t reWhen Tom brought home this book that had been left on a Brooklyn 'free books' stoop pile, I was sure I’d already read it long ago and just couldn’t remember the details. The cover is engrained on my memory. I remember the summer that it was everywhere. I picked it up anyway, to refresh my memory, and quickly realized I'd never read any of it at all. Nothing sounds familiar. And I found it so deliciously enjoyable and satisfying that I have to assume I hadn’t read it because I would've for sure remembered it.I do have faint recollections of thinking it’s some coming-of-age, YA, self-help-y chic lit-y novel. All of which it is very not. It IS a very funny, sharp, enjoyable read that does not talk down to readers.*spoiler alert"" In terms of story, it's essentially a 'just be yourself' book, but told through an unexpectedly fresh, strong, smart voice. The direct, straightforward writing expresses even more depth between the lines.The very random and disjointed chapter bothered me. It still does.What was its point/role?? Conversely, I really liked the chapter written from the second person ""you"" perspective, which achieves the simultaneous, touching affect of Jane distancing herself (from herself) while at the same time connecting to ""you,"" the reader.I also found it intriguing and compelling how the book takes us through all the important relationship experiences she has throughout her life that define her - starting with the first conscious encounter (her brother's first girlfriend), to her first boyfriend, to her all-important relationship with her father....more",Notes are private!,0,0,1,not set,"Sep 15, 2013","Sep 17, 2013",,Mass Market Paperback,view (with text),/book/show/33926.The_Girls_Guide_to_Hunting_and_Fishing
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder Spot,"Bank, Melissa",0143037218,9780143037217,0143037218,336        pp,3.32,"7,600","Jan 01, 2005","May 30, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2013",,Paperback,view,/book/show/35775.The_Wonder_Spot
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Someday, Someday, Maybe","Graham, Lauren",0345532740,9780345532749,0345532740,340        pp,3.53,"55,957","Apr 30, 2013","Apr 28, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I bought and read this purely as an unabashed Gilmore Girls fangirl. As such, it was a cute, sweet and charming story. There was no plot to speak of, I bought and read this purely as an unabashed Gilmore Girls fangirl. As such, it was a cute, sweet and charming story. There was no plot to speak of, and what plot there was was entirely predictable. (I did enjoy the Penny frenemy reversal, which of course reminded me of Paris - one of the amazingly realistic and complex relationships from GG.)There was decent character development, with a few splotches of nice writing thrown in (I like the whole 'feeling shapes' conversation towards the end of the book, when Franny and Dan - FranDan! they must become a celebrity couple - discuss RomComs and love triangles...I thought Dan's hypothesis of why RomComs are so appealing to be an intriguing thought).Generally, it was a bit too wholesome and written for the same PG/GG audience to be true literature - Graham includes a couple of ""shits"" and a ""fuck"" or two but nothing adult otherwise. Anything 'sexy' is implied and referred to indirectly/obliquely. Franny's mother's death is portrayed in more of a long-ago, hazy, fairy tale-ish way than a real tragic event. (What even really happened? Wrong way down a one way street? - was that an allusion to suicide...??)The predictability is probably the biggest difference between this book and GG. GG was delightfully unpredictable and yet remained so real and true to the characters and the complexities of life itself....more",Notes are private!,0,0,1,not set,Sep 2013,"Sep 03, 2013",,Hardcover,view (with text),/book/show/16071745-someday-someday-maybe
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eternal Wonder,"Buck, Pearl S.",1480439703,9781480439702,1480439703,304        pp,3.58,"2,601","Jan 01, 2013","Oct 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2013",,Paperback,view,/book/show/17980939-the-eternal-wonder
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Start with Why: How Great Leaders Inspire Everyone to Take Action,"Sinek, Simon*",1591842808,9781591842804,1591842808,256        pp,4.10,"224,335","Oct 29, 2009","Oct 29, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was alright, for non-fiction, I guess. It’s hard for me to gauge, given my intense loathing for non-fiction books. They’re so unenjoyable.SiThis book was alright, for non-fiction, I guess. It’s hard for me to gauge, given my intense loathing for non-fiction books. They’re so unenjoyable.Sinek writes decently enough, and I totally buy what he’s dishing out, but I gotta say, by the 9th time he uses Apple or Southwest (or etc.) as an illustrative example, I’m a bit “I get it already!” It seems a bit...convenient.He also contends that finding the WHY is not the hard part - it’s sticking to your WHY that’s difficult. If this is so true…why does he spend like 4 pages about how to find your personal WHY and the rest of the book trying to sell in the importance of it??I mean, I totally bought it and then floundered at finding my personal WHY. “Look at your past” he says. Ok…I would’ve found the book more helpful if it was skewed the other way: 97% devoted to identifying your personal WHY. Like with practical questionnaires and thought-starters and exercises, filters for testing whether it’s a good/real WHY…really practical shit to help me find my WHY. Maybe he’s planning a follow up WHY book…!?...more",Notes are private!,0,9,1,not set,"Aug 16, 2013","Aug 18, 2013",,Hardcover,view (with text),/book/show/7108725-start-with-why
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Geographer's Library,"Fasman, Jon",0143036629,9780143036623,0143036629,384        pp,3.04,"3,291","Feb 03, 2005","Feb 28, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I kept expecting this book to pick up, to be really good, for everything to get tied up in a juicy bow. While the plot showed a lot of promise and potI kept expecting this book to pick up, to be really good, for everything to get tied up in a juicy bow. While the plot showed a lot of promise and potential, it was not told well. Rather, it was choppy, uneven and the anticipation was never paid off. I got bored and annoyed as a result.The 'in-between' chapters - stories/history of the items - are especially frustrating to read, without enough setup connecting them, and they were never fully explained either - who wrote them?! Hannah...?? She sucked.Net net, it was a complicated, hard to follow story and it didn't all 'click into place' or make sense, ever. I still don't understand how the emerald works with the rest of the objects/library.It started tantalizingly and I kept thinking it's about to get good, which made it suckier when it didn't....more",Notes are private!,0,0,1,not set,"Aug 11, 2013","Aug 11, 2013",,Paperback,view (with text),/book/show/137936.The_Geographer_s_Library
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the End of the Land,"Grossman, David",0307592979,9780307592972,0307592979,581        pp,4.01,"7,701",2008,"Sep 21, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** This book deals with so many, too many, painful and complex aspects of being a part of humanity - most of the bigger ones I still ca**spoiler alert** This book deals with so many, too many, painful and complex aspects of being a part of humanity - most of the bigger ones I still cannot fathom, like being part of a country that's dependent upon the sacrifice of its young to remain a country. How can one be a mother in that country? It's mind-boggling.The other 'smaller' stuff is also beautifully and painstakingly captured here; relationships between friends, lovers, family members.The plot proceeds sporadically, in uneven spurts, dilly dallying in parts with whole pages of streams of consciousness, then the next page skipping days or years. Once I got used to this, it was quite beautiful and compelling, and I enjoyed how the backstory unfolded, naturally along with the current story rather than in forced flashbacks.Grossman writes beautifully, deeply and densely. As the rare male author writing from the POV of a female protagonist (and a mother no less - the ultimate test of female protagonism - and in a household of men!), he achieves remarkable success, understanding completely the fierce, protective maternal instinct, the female insecurity and self-doubt. These characters are whole and complex, even ever-absent Ilan, as deep in emotion and thought as one can only hope all people are.Not much happens, plot-wise, in the present of the story. Ora relinquishes her son back to war, deeply bruising her relationship with the family driver in the process, starts panicking at the thought of her son's death and being notified of it, and starts a long walk/journey as a superstitious way to prolong, escape, protect. She brings a old hurt friend Avram with her, who undergoes the most change during the course of this present. Along the way, their backstory, which contains all the action and events, unfolds naturally and painfully.Some parts that are never fully explained, like Ilan's complete side of the story, or when Ora and Ilan started dating and why (as Ilan seems most assuredly gay - and that's another unexplained mystery, why Ilan remains so detached), but these even are swallowable, as one of life's many unexplained mysteries. Plus, these are not the point. Some unanswered questions loom post-reading - does Ofer live? Did Ora pull a slip of paper from the hat truly unknowingly, or did she make a purposeful choice? What happens next - does she stay with Avram? Does Ilan return and do they reconcile? Does Avram have a daughter? When will Adam forgive Ora? These questions are definitely the point, as are the way the unansweredness haunts the reader.So many thoughts occur after finishing this book, beyond the bigger sadnesses of the author's son and his reality, beyond Israel and war, all of which are still to much to reconcile and comprehend. Was Ora hoping to get Avram's forgiveness of Ofer's forgetful, shameful act as a soldier? Was Ofer sacrificially volunteering for this last campaign as penance? Did Ora's fear and conviction of Ofer's death come from her belief that he deserved it, because of what he had - or had not - done, in letting the old man stay in the meat locker? Or did Ofer volunteer simple as a retaliation against his mom for not having supported him wholly during that period of time, for her questions? Of course, Ora's family cannot help but take her question ""how could he forget...?"" personally, when really what she is asking is, ""what did they do to my boy that he could forget?""...more",Notes are private!,0,0,1,not set,"Aug 07, 2013","Aug 11, 2013",,Hardcover,view (with text),/book/show/7779571-to-the-end-of-the-land
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,See Under: Love,"Grossman, David",0312420692,9780312420697,0312420692,464        pp,3.94,"1,403",1986,"Jan 12, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2013",,Paperback,view,/book/show/60369.See_Under
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone to Run With,"Grossman, David",031242194X,9780312421946,031242194X,343        pp,4.09,"9,956",2000,"Feb 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 08, 2013",,Paperback,view,/book/show/60364.Someone_to_Run_With
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beautiful Ruins,"Walter, Jess",006209808X,9780062098085,006209808X,368        pp,3.68,"177,400","Jun 12, 2012","Jun 12, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 3.5 star rating.This was a very good, lively, compelling story. I experienced many moments of ""this would make a great movie!"" flashing Technically a 3.5 star rating.This was a very good, lively, compelling story. I experienced many moments of ""this would make a great movie!"" flashing through my head (although there'd be some production complexities with hair/makeup aging the characters successfully/believably, finding/creating a Richard Burton, etc.). Walter also writes very beautifully and movingly, painting believable, full portraits of characters and settings. I couldn't put it down.But. There were a few parts of the thread/timeline that felt less purposeful or essential to the story and I couldn't quite figure out why Walter felt the need to include them, e.g. Dee and Pat when the latter was an adolescent - is it just to highlight her difficulties with him? Is Walter trying to emphasize 'look at the hard life she lived!' Why don't we get the same peek at Pasquale's in-between life? The sequence of the storytelling is a bit jumbled too, making it difficult to track at points. I had to constantly re-tread my steps to confirm the thread where it had last left off with a certain character in a specific timeframe before I resumed reading.The one chapter of the war story written by Alvis is a bitterly poignant, painfully touching little story, and it was the most ""real"" and raw part of the book, which otherwise felt a bit naive and a bit Hollywood in that 'they lived happily ever after' kind of way (which, don't get me wrong, is thoroughly enjoyable and entertaining, even if artificial and superficial). The central theme, “true sacrifice is painless,"" while noble and ideal, is a bit childishly simplistic, in a way that makes me feel like a bitter, cynical curmudgeon to point out, but is still so nonetheless....more",Notes are private!,0,0,1,not set,"Jul 30, 2013","Jul 29, 2013",,Kindle Edition,view (with text),/book/show/13425591-beautiful-ruins
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Bones        (The Mortal Instruments, #1)","Clare, Cassandra*",,,,485        pp,4.07,"2,000,236","Mar 27, 2007","Apr 14, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 29, 2013",,Kindle Edition,view,/book/show/7541858-city-of-bones
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,591","Apr 18, 2013","Apr 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 14, 2013",,Hardcover,view,/book/show/16160797-the-cuckoo-s-calling
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,040,972","Sep 26, 2006","Jul 31, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a fucked-up, riveting, dark and twisty mystery thriller.I couldn't put it down and it was easily consumed over a day. I was enthralled by howThis was a fucked-up, riveting, dark and twisty mystery thriller.I couldn't put it down and it was easily consumed over a day. I was enthralled by how the story unfolded – and how the protagonist’s story/development was so inextricably entangled with the plot itself. This was chilling and disturbing....more",Notes are private!,0,0,1,not set,"Jul 06, 2013","Jul 06, 2013",,Paperback,view (with text),/book/show/1343440.Sharp_Objects
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Seventh Gate        (The Death Gate Cycle, #7)","Weis, Margaret",055357325X,9780553573251,055357325X,317        pp,4.13,"18,736","Aug 01, 1994","Oct 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I want more!While this installment was not as rich, complex and satisfying as the others, and the ending a little 'pat,' overall this series has rockeI want more!While this installment was not as rich, complex and satisfying as the others, and the ending a little 'pat,' overall this series has rocked immensely and I'm sad to see it's over.(Technically a 3.5 star .)...more",Notes are private!,0,0,1,not set,"Jun 06, 2013","Jun 07, 2013",,Paperback,view (with text),/book/show/28483.The_Seventh_Gate
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Into the Labyrinth        (The Death Gate Cycle, #6)","Weis, Margaret",0553567713,9780553567717,0553567713,441        pp,4.13,"20,898","Nov 01, 1993","Jul 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** One of my hopes throughout this book was for Xar to realize The Truth, given how great and smart and accomplished he is. I thought t**spoiler alert** One of my hopes throughout this book was for Xar to realize The Truth, given how great and smart and accomplished he is. I thought there was a chance it could happen, given how far so many of the other characters have come. It looks that I'll be disappointed.The return to the Labyrinth was an unexpectedly enjoyable one, as was the discovery of Vasu and Abri, which were faith-renewing and seems to me to hold the secret/key to all of it. I was pretty disappointed in our mensch on Pryan, who you'd have thought would have worked out their differences after a year of forced cohabitation. They did not seem to have benefited from the past year's events whatsoever and were exactly as they were when we left off.(Sidenote/question: how can Aleatha/Roland/Rega/Paithan create and rule a city that they can't propagate??)I am simultaneously anticipating and dreading the next and last book, when I'll no longer have new Death Gate adventures to look forward to....more",Notes are private!,0,0,1,not set,"Jun 02, 2013","Jun 02, 2013",,Mass Market Paperback,view (with text),/book/show/28484.Into_the_Labyrinth
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hand of Chaos        (The Death Gate Cycle, #5)","Weis, Margaret",0553563696,9780553563696,0553563696,464        pp,4.08,"18,686","Mar 01, 1993","Nov 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yay, a return to a familiar world and characters! Of course, a year has passed and our beloved mensch have undergone some dramatic personality developYay, a return to a familiar world and characters! Of course, a year has passed and our beloved mensch have undergone some dramatic personality developments as a result of the past year's events. Also very cool was being able to visit new parts of a familiar world (Skurvash, Kenkari, Tribus Empire).This was another 'bridge' book, very much a continuation of the ones before and after...which isn't a big issues for someone (me) who is determined to read the whole shebang.Surprisingly, I missed Alfred, who I never really felt much of a connection to.This book had so many converging/concurrent plots with characters diverging off into different adventures that I had difficulties at time picking up the previous thread and remembering where one had left off when we returned to it.And, re:the dragon-serpents. I get that they are evil personified, evil born from within all of us. I get that. I like that. But what about balance and counterpoint? Where's the personification of the good that we all hold too?A note upon further consideration of this entire series - one of its feats is not just character development, but of so many characters. Usually in a story with such a large, varied and diverse cast of characters, it's hard to keep track of who's who and why. Somehow, Weis and Hickman easily surmount this obstacle, and even the secondary/ancillary characters are familiar and known....more",Notes are private!,0,1,1,not set,"May 31, 2013","Jun 02, 2013",,Mass Market Paperback,view (with text),/book/show/28482.The_Hand_of_Chaos
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Serpent Mage        (The Death Gate Cycle, #4)","Weis, Margaret",0553561405,9780553561401,0553561405,414        pp,4.09,"21,857",1992,Apr 1993,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yaaaaay what a ride!! This book, more so than the others in the series, was a 'bridge' book, versus one that could stand on its own as a complete storYaaaaay what a ride!! This book, more so than the others in the series, was a 'bridge' book, versus one that could stand on its own as a complete story. But it is SOOOOO deliciously compelling. This one also clarified some questions I had after finishing the last (specifically what Jonathan's revelation was in that secret chamber). I had to exert all my self-control and will to enter this  (and the one for book 3!) before hurtling ahead in this series. I'm glad I still have three more to go. I am a bit apprehensive about starting the next book, as I really do have things I need to do this weekend. I very much appreciated the portrayal of the mensch on this world (as it's definitely the most positive of the worlds), and enjoyed the device of Grundle's journal in telling the story from a different perspective. This is probably the most I've been able to appreciate/admire a dwarf so far in my life (as they are inevitably short and whiskered and not attractive compared to humans/elves - and in the estimation of humans/elves). The character development continues as Haplo and Alfred keep getting deeper and fuller - and even Dog and his role! I heart Dog, maybe the most.As the series develops, a few of the larger themes become clearer to me - racism, domination/subjugation, self-righteousness, religion and the existence of a higher power....more",Notes are private!,0,2,1,not set,"May 24, 2013","May 25, 2013",,Mass Market Paperback,view (with text),/book/show/28507.Serpent_Mage
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fire Sea        (The Death Gate Cycle, #3)","Weis, Margaret",0553295411,9780553295412,0553295411,410        pp,4.09,"19,153",1991,"Mar 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Technically a 4.5 star .Wow. It was like this book was written to directly address all my issues with the second. Namely, the holier-than-thou PTechnically a 4.5 star .Wow. It was like this book was written to directly address all my issues with the second. Namely, the holier-than-thou Patryns/Sartans and Haplo's predictability (his end report to his Lord blew me away - all in or all out eh?!?).It was also a fascinating and dark exploration of Death, and its role in Life. Even as someone with major issues accepting Death (who would gladly become a vampire to avoid it - I've got it figured out, I'd prey on animals), I shuddered to imagine the zombie/ghost-like post-life existence depicted in this world. First time I've acknowledged a fate worse than death....I couldn't quite follow the details/logic of some of the storyline (not sure I understood what happened in the secret chamber, nor what Jonathan's revelation was that even Alfred could not grasp) and the detailed historical/scientific studies at the very end of the book didn't quite help - if lazars were discovered at the beginning of necromancy studies, why didn't this divert/quell necromantic goals? Wasn't the realization of the horrors of necromancy ultimately conveyed by lazars?...more",Notes are private!,0,0,1,not set,"May 22, 2013","May 25, 2013",,Mass Market Paperback,view (with text),/book/show/1307.Fire_Sea
