,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Libby's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear American Airlines,"Miles, Jonathan*",0547054017,9780547054018,0547054017,180        pp,3.10,"3,648",2008,"Jun 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 26, 2008",,Hardcover,view,/book/show/2515436.Dear_American_Airlines
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Volcano,"Lowry, Malcolm",0060955228,9780060955229,0060955228,423        pp,3.77,"24,994",1947,"Apr 26, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2008",,Paperback,view,/book/show/31072.Under_the_Volcano
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Philadelphia Fire,"Wideman, John Edgar*",061850964X,9780618509645,061850964X,208        pp,3.45,815,"Aug 01, 1990","Jan 26, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2008",,Paperback,view,/book/show/85755.Philadelphia_Fire
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleven Kinds of Loneliness,"Yates, Richard",0099518570,9780099518570,0099518570,221        pp,4.05,"6,418",1962,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've read the first two stories in this collection, ""Dr. Jack O' Lantern"" and ""The Best of Everything"" so far, and I'm smitten. Yates doesn't waste a I've read the first two stories in this collection, ""Dr. Jack O' Lantern"" and ""The Best of Everything"" so far, and I'm smitten. Yates doesn't waste a line; each and every taut, vibrating sentence delivers a huge, economical punch. Both stories are heartbreaking in their direct, uncompromising view of the ways in which human beings who think they are connecting to/with each other are really just passing each other by as they move in opposite directions (or sail along like asymptotic lines--this close but never meeting), and both stories remain unleavened by poignancy, insight, or lyricism, which feels so... dangerous and bold. Hot!...more",Notes are private!,0,1,1,not set,"Jan 05, 2009","Jul 21, 2008",,Paperback,view (with text),/book/show/3361110-eleven-kinds-of-loneliness
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down a Dark Hall,"Duncan, Lois",0440918057,9780440918059,B005E02A22,192        pp,3.74,"8,785","Sep 01, 1974","Jan 01, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 20, 2008",,Paperback,view,/book/show/538757.Down_a_Dark_Hall
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Long Live the Queen        (The President's Daughter, #3)","White, Ellen Emerson",1930709269,9781930709263,1930709269,344        pp,4.15,"1,219","Apr 01, 1989","Aug 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Like a lot of readers (I imagine), I spent a considerable amount of time alone when I was young. My sister is eight years older than myself, and was fLike a lot of readers (I imagine), I spent a considerable amount of time alone when I was young. My sister is eight years older than myself, and was frequently out of the house, and both my parents worked long hours. During the summers, however, I would go to San Diego and live with my grandparents. I had a best friend there, also a reader, also kind of a lonely kid, and together we shared and traded books over the course of at least 14 summers. One of the many wonderful books that she instructed me to read was this one, which I still remember after all these years. I think I was about ten when I read the first novel in the series,  The President's Daughter, which I checked out from the San Diego Public Library down the street from my Bobe and Zade's house. The book struck such a huge chord with my little pre-adolescent heart. I identified with Meg completely: she was smart, prone to sassiness, often lonely, and she had a powerful, successful mother whom she loved and admired, but about whom she had complicated feelings. My own mother was (is) a righteous bad-ass of an attorney, of whom I was extremely proud, but also resented and would have liked to have seen more of. Furthermore, I was completely enchanted by the novel's premise: Meg's mother becomes the first female president of the United States. I remember feeling thrilled by this, but also thinking it was an obvious fantasy(!)--this was in 1987 or 1988. I wish my ten year old self could have seen just twenty years into the future.I gobbled up the following novel,  White House Autumn, and then finally, this one, for which I was totally unprepared. Where the first two novels were authentic, non-condescending portraits of a complicated young woman struggling to adjust to a bizarre new life, the third novel went to a really dark place. It may sound soap-opera-esque or melodramatic, but in Long Live the Queen, Meg is abducted. I've never forgotten the eerie, disturbing characterization of her captor, whose terrifying ego and sociopathic charm threatened my sleep. But worse, or more terrifying, than that was Meg's escape. If I remember correctly, she broke her own fingers with a large rock in order to extricate her hand from its cuff. The rest of the (incredibly sad) novel was about Meg readjusting to life post-trauma. I think that a large part of this novel's pull for me was the way that, similarly to the horror movies with which I was obsessed, it distracted me from the more more prosaic but equally unhappy-making terrors hovering on the perimeters of my own life, which were mostly adult, and therefore not fully understood, but fully felt nonetheless, by me. It's strange how this one small novel, not a classic in any cannon of childhood literature, recalls so much for me, so quickly: my summers in San Diego, my long lost friend Jessica Koziol, my first awakenings of a political sensibility, the taste of the Rainbow Sherbet from the Thrifty's next door to the library (25 cents a scoop!), the smell of the Eucalyptus trees in the canyon near my Bobe and Zade's house, my child's view of my mother, my nebulous fears of the world, and those dilatory, unretrievable afternoons of reading for hours, and hours, and hours, with nothing to do and nowhere to be....more",Notes are private!,0,3,1,not set,Jul 1987,"Jul 20, 2008",,Paperback,view (with text),/book/show/247963.Long_Live_the_Queen
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirteenth Tale,"Setterfield, Diane*",0743298020,9780743298025,0743298020,406        pp,3.98,"313,080","Sep 12, 2006","Sep 12, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I know that most people like to work out to Gnarls Barkley or Metallica or what-have-you, but I find gym-based exercise so exceedingly boring that I rI know that most people like to work out to Gnarls Barkley or Metallica or what-have-you, but I find gym-based exercise so exceedingly boring that I require narrative to keep me going. Since my motor-coordination isn't sufficient enough to allow me to turn the pages of a magazine/book AND pump the pedals on an elliptical trainer, sometime last summer I turned to Audible to solve my problems. Now, what one requires from printed matter may not at all do for the recorded book, and in my case, it turns out that I can only sustain listening interesting in heavily plot-driven novels (or extra dorkified pod-casts of ""Wait, Wait Don't Tell Me""... sigh, Peter Segel). Unfortunately, the intersections of a compelling plot and interesting writing are fairly few and far between, plus the narrator has to be a strong reader whose vocal stylings are not reminiscent of one's old junior high school/high school drama club classmates. This is difficult. The literary writer trying on genre often works well (John Banville as Benjamin Black is pretty good)--forgive my snobbery--but only because the conventions of a straightforward mystery or sci-fi novel can be a little cringe-inducing when you actually hear them recited aloud. But seriously, I love Science-fiction, so no diss.Anyhoo, The Thirteenth Tale seemed as though it would fit the bill perfectly. I mean, premise-wise, it's the kind of book editors slaver over (personal experience alert!) esp. vis-a-vis potential audience, in other words, well heeled women (possibly of a certain age). The whole freaking novel is, in effect, a love letter to Jane Eyre and the other mega-hits of the 19th century. I'm browsing Audible, thinking to myself (o.k., talking out loud to myself) ""Dark family secrets? Check! Wheels within wheels narrative? Check! Gloomy old English estate? Check! Both Victorian and (presumably) post-war setting? Check! Antiquarian bookstore? Check! Lonely main character whose best friends are books? Secondary main character who is a mysterious, isolated writer? Check, and Check!""Unfortunately, I think the voice I was hearing in my head was actually Diane Setterfield's cajoling, coercive, whinging, and not my own. Emphasis on coercive--my main gripe about this mess of a novel is that while reading I couldn't shake the feeling that the author is constantly trying to impress upon the reader--HOODWINK INTO BELIEVING, more like it--that this piece of moribund trash is actually a work of serious literature.Might I illustrate this vexing complaint for you? Let's talk theme for a moment. The central preoccupation of this novel is twinning, or twinness. The two main characters are both twins (not each other's), whose core-identity has been formed by this (as Diane Setterfield would have it) division of one soul, one egg, one person, into two bodies. The concept of the twin is the leitmotif of The Thirteenth Tale. Unfortunately, Setterfield's entire take on the idea of the twin can be fairly summarized in the above italicized line. Over the course of the book, she uses the same metaphor at least four times to describe separated twins or non-twins--the amputee. She has nothing but the most obvious, predictable, easy, pop-psychology thoughts to offer vis-a-vis twins, but these ideas are all delivered in overwrought, hyperbolic, purple prose. Every time the main character, Margaret, catches sight of her reflection (which occurs at least ten times) she swoons into an overheated, almost laughable disquisition about her ""twin"" (her reflection) who waits for her just on the other side of this mortal coil. Every. Single. Time.How about books? Well, could you imagine that some clever minx would have us believe that books are like the ghosts of dead people? I mean, as a committed life long reader I have never encountered nor thought of such a bold notion--author's words outlive their bodies and thus reading might be an act of communion with the dead? Whoa. And also, dead folk might get lonely--it's so lonely being dead--and the act of reading is akin to an act of friendship and/or companionship? Fortunately for my feeble and limited imagination, Setterfield ensures that such concepts are inescapable in her novel's groundbreaking treatise on the delights literature has to offer.Setterfield makes the further mistake of declaring that Margaret's counterpoint, Vida Winter, is the greatest living English author of her day, a point that is crucial to the story's operation. Her books have won legions of awards, and generations of journalists and biographers have been rebuffed in their frenzied attempts to discover her life story. But Setterfield is not capable of convincing us that Winter is a great--one of THE greats--talent. The narratives that Winter spins for Margaret are pale imitations of Atwood/Byatt-esque storylines. Setterfield's insistence that we believe Winter is a cannonized author damages the credibility of the rest of the novel, especially as it relates to the reader's required suspension of disbelief. Of course, the problem is that Setterfield is not (nor should she be) the greatest living English author, nor even close to it, and she's overreaching in trying to depict Winter as such. It's sort of like an unfunny writer trying to write a funny character; the author doesn't possess the tools to show us that the character is funny, but can only tell us she is. Honestly, I could continue on in my screed for quite a while longer, but I think I should save my energies for positive s. Let me just mention that this novel's construction, pacing, and plotting are all askew as well, and that its ultimate resolution is a huge disappointment. Perhaps my take is soured by the fact that I spent fourteen hours listening to this novel, instead of four or so hours reading it. But my feeling is that what could have been a fun homage to the nineteenth century novel became instead a dull trainwreck of a book, derailed by its own inflated sense of literary import. If anyone knows of a better, but similar in texture, novel to accompany me on my upcoming travels/adventures in exercise, I'd love to hear it. Thanks!...more",Notes are private!,0,157,1,not set,Jul 2008,"Jul 20, 2008",,Hardcover,view (with text),/book/show/40440.The_Thirteenth_Tale
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Man,"Shelley, Mary",0192838652,9780192838650,0192838652,479        pp,3.37,"5,751",1826,"Sep 10, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 11, 2008",,Paperback,view,/book/show/966835.The_Last_Man
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assembling California        (Annals of the Former World, 4)","McPhee, John",0374523932,9780374523930,0374523932,294        pp,4.18,"2,119","Sep 01, 1992","Feb 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2008",,Paperback,view,/book/show/19898.Assembling_California
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Closed Circle        (Rotters' Club, #2)","Coe, Jonathan*",0140294678,9780140294675,0140294678,448        pp,3.91,"6,368",2004,2005,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't have particularly cogent thoughts about this novel or my response to it, a fact which may be a byproduct of my initial heightened expectationsI don't have particularly cogent thoughts about this novel or my response to it, a fact which may be a byproduct of my initial heightened expectations and their subsequent dramatic deflation. I loved  The Rotters' Club and was as excited as could be to read this novel, its sequel. The most exciting thing about the book though turned out to be incidental; it was my first Central Library loan. Sad face.Almost everything that I loved in TRC was absent here, despite the two works' similar structural elements. Where TRC is about teenagers, TCC is about adults--the teenagers of TRC. One might hope that a novel that turns its focus from the lives of adolescents to their grown-up selves would, perhaps, offer an even richer and more dimensional portrait of its characters, who, in the world of fiction, have aged 20 or so years and who thus have inhabited said world for 20 more mystifying, painful, exhilarating, banal, ...more",Notes are private!,0,0,1,not set,Jul 2008,"Jul 06, 2008",,Paperback,view (with text),/book/show/828351.The_Closed_Circle
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Man,"Christensen, Kate*",0385518455,9780385518451,0385518455,301        pp,3.52,"2,604",2007,"Aug 14, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Woo-hoo! Go Reedies!,Notes are private!,0,0,1,not set,not set,"Jul 06, 2008",,Hardcover,view (with text),/book/show/290742.The_Great_Man
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vox,"Baker, Nicholson*",1862070962,9781862070967,1862070962,165        pp,3.43,"6,138","Feb 21, 1992","Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2008",,Paperback,view,/book/show/28229.Vox
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heart So White,"Marías, Javier",0099448521,9780099448525,0099448521,278        pp,4.02,"14,629","Feb 13, 1992","Jun 19, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2008",,Paperback,view,/book/show/982900.A_Heart_So_White
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoirs of Hadrian,"Yourcenar, Marguerite",,,0141184965,288        pp,4.23,"29,667",1951,"Dec 07, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is unusual in that it's structured as a memoir, and as such, is much more contemplative, inward looking, and essayistic than a conventionalThis novel is unusual in that it's structured as a memoir, and as such, is much more contemplative, inward looking, and essayistic than a conventional novel would be, i.e. there are so far very few episodes of action, dialogue, etc. The ""action"" lies in the incredible humanity and flexibility and suppleness with which Marguerite Yourcenar has resurrected the mind of a historical figure--from antiquity, none the less--and shown us its contours.I've only read a couple of chapters as of yet, but what I've read has felt eerily fresh and simultaneously cooly distant, as if these ideas were, like starlight, arriving across some unthinkable void, light years after their source had burned out.And yes, I bought this book in Rome. How could I not have?...more",Notes are private!,0,1,0,not set,not set,"Jul 03, 2008",,Paperback,view (with text),/book/show/1040676.Memoirs_of_Hadrian
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",,,,410        pp,4.24,"628,882",Aug 1938,2006,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Rebecca has been floating around in my consciousness for a long time, almost as if I'd already read it, years ago and with only a di**spoiler alert** Rebecca has been floating around in my consciousness for a long time, almost as if I'd already read it, years ago and with only a distant memory of its pages. But, I hadn't ever read it, despite my ability to quote its famous first line or my unexplainable knowledge of its Bronte-esque plot. Would that I had read it long ago, say in the seventh or eighth grade, when I was 13. I know that it's the kind of novel I would have loved then, and that it would have stayed with me all these years. Unlike Jane Eyre, however, I'm not sure it would have held up to repeated readings.I thought this would be the perfect novel to bring on our trip to Italy, for what could be a better read on lazy days in an old stone farmhouse than this slightly gothic, neurotic tale of obsession and memory? And I was tickled when, in Siena, I saw a woman lying on the campo reading Rebecca. In the end, although I found the book very interesting from a sort of writerly/intellectual perspective (sorry!), I was disappointed in it overall as a piece of literature.I think what I found most interesting about the novel is how great swathes of it are preoccupied not with anything that's actually happening, but with the narrator's imaginings of what might or what could happen. Du Maurier constantly undermines the unfolding action to dally in the realm of anxiety and cerebration, which is perfect for a book that fixes on a character--Rebecca--who is dead and absent when the novel starts.Fittingly, it's not just Rebecca who is absent, our unnamed narrator is also, in a sense, an absent center. She remains unnamed throughout, and we know far more about Rebecca's history by book's close than we do about hers. It's really fascinating and intriguing how the book echoes and doubles and enacts the idea of obsession by having a living person be the shadow (and let us remember that ghosts are often called 'shades') of a dead person, a present character be absent and an absent character be present. I mean, the book is called ""Rebecca"" after all, not ""Manderley"" or ""Mrs. De Winter"" or what have you. The novel is very opaque; it is willing to let you know only so much, which I liked, actually. The novel begins far in the future of the events it narrates, with our narrator looking back, and so there is a strange passivity about the whole thing--clearly the main characters escape the clutches of the plot relatively unscathed, so again, the book redirects the reader's attention from more traditional concerns about what happens to the murkier realms of atmosphere and ideation. In fact, the biggest surprise is Manderley's destruction at novel's end, which is far more painful than I would have expected, and perfect for a novel that in many ways deals in memory and imagination: Mr. and Mrs. De Winter can never go home again.Anyhoo, like I said, I found all of this interesting intellectually, but I found the book itself to be rather tedious and awkward. The pacing is bulky and skewed nonsensically, the characterizations flat and slight, and the revelations are fairly broadcast from the beginning. Also, the two main characters, our mousy narrator, and the bland, Ashley Oakes sweatin' Mr. De Winter, are insufferable. Even after Rebecca's evil nature has been unmasked, you can't help but root for her and her sociopathic machinations....more",Notes are private!,0,94,1,not set,Jun 2008,"Jul 03, 2008",,Paperback,view (with text),/book/show/594139.Rebecca
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rotters' Club        (Rotters' Club, #1)","Coe, Jonathan*",014029466X,9780140294668,B0010JTLZ0,402        pp,3.96,"14,341","Feb 22, 2001",2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 03, 2008",,Paperback,view,/book/show/41039.The_Rotters_Club
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Friend,"Tartt, Donna",1400031699,9781400031696,1400031699,624        pp,3.47,"69,748","Oct 22, 2002","Oct 28, 2003",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Laurel and I both loved the juicy, almost trashy, highbrow melodrama of Donna Tart's  The Secret History, but I never got around to reading The LittleLaurel and I both loved the juicy, almost trashy, highbrow melodrama of Donna Tart's  The Secret History, but I never got around to reading The Little Friend, despite all the hullabaloo surrounding its publication after the ten year interval that marked the debut of aforementioned first novel.Well, in May I went to visit Laurel and Paul in Austin (best trip ever... QUESO FRIES), and midway through I finished  Alas, Babylon. I took a gander at Ms. Kinney's amply stocked shelves and spied The Little Friend. ""Perfect!"" I thought, anticipating hours of absorption and mindless summer afternoons. Laurel graciously let me take the book back to Minneapolis, but alas (Babylon), all was not to end so cheerily.Full disclosure: I did not finish this book. I couldn't bring myself to muster enough interest in its tedious, suffocating, airless prose. Despite the flap copy's promise of what seemed to be a genuinely gripping mystery, and the allure of a southern gothic, I found The Little Friend to be dead on the page.There was some beautiful language here and there, but for the most part, the style was so overwrought and contrived and deadening and so, so... so dull that I put the book down one hundred or so pages in and never picked it back up--and never will.While I understand some readers' assertion that this book is primarily a reading ""experience"" and that those looking for a fulfillment of its promised narrative are missing the point, I think that they do the book undeserved justice. My feeling is that here, the prose is not in harness to ideas, but mostly to description and atmospherics. It's lovely, yes, but not for 500 pages. The book doesn't sustain a reader's interest not because (or only not because) it doesn't resolve ""the mystery"" but because while lovely, it doesn't challenge or provoke or require serious thought--all its florid prose just begins to feel baroque. The novel feels flabby and flaccid as a result....more",Notes are private!,0,0,1,not set,May 2008,"May 29, 2008",,Paperback,view (with text),/book/show/775346.The_Little_Friend
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dhalgren,"Delany, Samuel R.",0375706682,9780375706684,0375706682,801        pp,3.77,"11,404",Jan 1975,"May 15, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 29, 2008",,Paperback,view,/book/show/85867.Dhalgren
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stars My Destination,"Bester, Alfred",0679767800,9780679767800,0679767800,258        pp,4.07,"51,313","Jun 14, 1956","Jul 02, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 29, 2008",,Paperback,view,/book/show/333867.The_Stars_My_Destination
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Childhood’s End,"Clarke, Arthur C.",,,,224        pp,4.12,"159,407",1953,"May 12, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 29, 2008",,Mass Market Paperback,view,/book/show/414999.Childhood_s_End
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deep,"Crowley, John",0425031632,9780425031636,0425031632,186        pp,3.47,667,1975,Jul 1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2008",,Mass Market Paperback,view,/book/show/694119.The_Deep
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghost Stories of Muriel Spark,"Spark, Muriel",0811215490,9780811215497,0811215490,136        pp,3.68,225,"Jan 21, 2003","Oct 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2008",,Paperback,view,/book/show/69512.The_Ghost_Stories_of_Muriel_Spark
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Across the Nightingale Floor        (Tales of the Otori, #1)","Hearn, Lian",1573223328,9781573223324,1573223328,305        pp,4.06,"42,188","Aug 26, 2002","Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2008",,Paperback,view,/book/show/77160.Across_the_Nightingale_Floor
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,037","Sep 21, 1962","Oct 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2008",,Paperback,view,/book/show/89724.We_Have_Always_Lived_in_the_Castle
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alas, Babylon","Frank, Pat",0060741872,9780060741877,0060741872,323        pp,4.08,"45,578",1959,"Jul 01, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 29, 2008","May 13, 2008",,Paperback,view,/book/show/38169.Alas_Babylon
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maisie Dobbs        (Maisie Dobbs, #1)","Winspear, Jacqueline*",0142004332,9780142004333,0142004332,292        pp,3.92,"110,739","Jul 01, 2003","May 25, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 13, 2008",,Paperback,view,/book/show/462033.Maisie_Dobbs
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Winter Haunting        (Seasons of Horror #4),"Simmons, Dan",0380817160,9780380817160,0380817160,371        pp,3.60,"9,966",2002,Jan 2003,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, so this is a sequel to  Summer of Night, which I didn't know when I bought the book. There are some intriguing details here that go unresolved, Okay, so this is a sequel to  Summer of Night, which I didn't know when I bought the book. There are some intriguing details here that go unresolved, which I think act as a sort of shout out to the previous book, but otherwise the novel works fine on its own, plot-wise and all.I really love Dan Simmons and everything he does, but this book, which I read in two quick nights, feels like something--given his considerable talents--that he just phoned in. The thing he's best at--world building--is completely absent, and the characterization and plotting are awfully thin. The prose isn't really up to snuff either. All of the bits about the protagonist's ill-fated love affair I simply skimmed, and when I did read them, I cringed. I guess there were a few good scares, but their resolution was so... underwhelming.There were moments where this really felt like a Stephen King novel to me, especially in its preoccupation with childhood and the loss of innocence, but mostly in its lack of heft. King is a way better plotter than Simmons is here, but Simmons's plots are usually more imaginative and less derivative than this. Of course, King would never reference  The Jolly Corner, one of my all time favorite Henry James stories, much less use it as a cornerstone metaphor. King would also never write a sentence like ""I seem to exist as something more than memory, something less than life, almost literally a black hole of holistic recollection formed by the collapsing gravity of grief.""I also appreciated Dan Simmons's take on potential: ""It was a burden before it was realized, and a constant specter after it had been failed to be realized."" Ouch. A little too close to home there.After a long semester full of provocative, challenging, intellectually rigorous reading delights, I wanted a big, old fashioned horror/mystery/sci-fi novel to lose myself in, but alas, this wasn't it. I still need a novel to be actually good to enjoy myself, and I guess my standards are higher than I realized or remembered, because it is getting harder and harder to find genre novels that I love without reservation....more",Notes are private!,0,0,1,not set,May 2008,"May 13, 2008",,Mass Market Paperback,view (with text),/book/show/3978.A_Winter_Haunting
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christine Falls        (Quirke, #1)","Black, Benjamin",0805081526,9780805081527,0805081526,352        pp,3.55,"13,490",2006,"Mar 06, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 29, 2008","May 01, 2008",,Hardcover,view,/book/show/199600.Christine_Falls
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project X,"Shepard, Jim",1400033489,9781400033485,1400033489,176        pp,3.54,"1,077",2004,"Apr 12, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've avoided ing this book because of the extremely negative discussion I had about it with a colleague, which left an awful taste in my mouth--I've avoided ing this book because of the extremely negative discussion I had about it with a colleague, which left an awful taste in my mouth--some admixture of anger, resentment, and bile. Now I can't separate my feelings about the book from that conversation. Maybe I should instead just touch on the conversation?In my MFA program, in the fiction part at least, there exists what I would call a Boy's Club. The members of said club would vehemently deny that they are a part of it, of course. The male professors are at the head of this little cabal. One prof is great good pals with  Jim Shephard, and one student--the above mentiond colleague--was his student (let's not even get into that).Suffice it to say, for various reasons, I did not find this book to be a great success. In fact, I found it emotionally facile and highly self-satisfied. My esteemed professor basically asserted that I read the book incorrectly. Yes, that's right: I just read the book wrong, poor dumb lil' ol' me, and lo, if I had read it correctly, like him and said colleague, then OF COURSE I would understand its greatness.Said colleague was clearly personally offended that I did not ""like"" the book, and would not let it go, even sending me a passive-aggressive email about another book on the same subject (actually, an unfavorable  by a man).FUCK THAT....more",Notes are private!,0,0,1,not set,"May 07, 2008","May 01, 2008",,Paperback,view (with text),/book/show/382949.Project_X
