,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Joyce's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marks of Identity,"Goytisolo, Juan",1564784533,9781564784537,1564784533,352        pp,3.75,564,1966,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 12, 2021",,Paperback,view,/book/show/172148.Marks_of_Identity
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow in Vietnam: A Novel,"Le, Amy M.*",,,,407        pp,4.55,127,unknown,"May 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some books that touch the heart and are also packed with pulse-pounding suspense. This is one of them. Snow in Vietnam tells the story of a There are some books that touch the heart and are also packed with pulse-pounding suspense. This is one of them. Snow in Vietnam tells the story of a woman who is forced to call on every bit of resilience to survive and yet manages to keep her sense of humor and compassion for others intact. Snow must exchange an idyllic childhood, nurtured by the sensual beauty of a tropical paradise where people live close to nature and neighbors trust one another, for a loveless but pragmatic marriage and a country at war with itself. When Saigon falls to the communists, she must find a way to provide medical care for her fragile baby and to help feed a large family of siblings. She masters the art of black-marketeering and tries to save money to escape to America. After several thwarted attempts, she finally boards a fishing trawler with more than 40 other escapees. Their voyage through pirate-infested waters is so convincingly written that I found myself holding my breath as I turned the pages.The loving attention to detail that Amy M. Le brings to this story makes it sing—even when the reader’s heart is breaking. The first of a trilogy I can’t wait to complete. Highly recommended!...more",Notes are private!,0,6,1,"Sep 02, 2021","Sep 06, 2021","Sep 02, 2021",,Kindle Edition,view (with text),/book/show/46004058-snow-in-vietnam
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Piece of Peace: Everyday Mindfulness You Can Use,"Vikram, Sweta Srivastava*",1615995978,9781615995974,1615995978,172        pp,4.57,23,unknown,"Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sweta Vikram’s latest book offers exactly what its title suggests—a work based on her own painful, intense experience of what it was like to be brokenSweta Vikram’s latest book offers exactly what its title suggests—a work based on her own painful, intense experience of what it was like to be broken by illness and forced to find ways in which to make herself whole again. She holds nothing back, this was no easy path – and that’s what makes this book so meaningful. As a writer, I personally found the chapters on nurturing creativity and balancing work with life-affirming relaxation and appreciation of nature to be the most helpful. But no matter where a reader comes from or what difficulties they face, they are likely to find something here that helps them get through a day, week, month or even a lifetime. Filled with powerful essays on unhealed emotional trauma and accessing gratitude to help with healing, as well as step-by-step tips for healthy living, A Piece of Peace also brings us into close contact with its writer, whose anecdotes about her life bring the content to life. Vikram also acknowledges the importance of accepting and airing out our feelings and this focus on selfcare minus judgment is both unique and heartwarming....more",Notes are private!,0,0,1,not set,Sep 2021,"Sep 01, 2021",,Paperback,view (with text),/book/show/58714519-a-piece-of-peace
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wilderness Between Us,"Haw, Penny*",,9781646634149,1646634144,282        pp,4.28,123,"Jul 31, 2021","Jul 31, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some books that need to be written and from the first page of The Wilderness Between Us, I recognized this groundbreaking novel as one of thThere are some books that need to be written and from the first page of The Wilderness Between Us, I recognized this groundbreaking novel as one of them. Penny Haw juxtaposes physical and psychological suspense in a riveting story, as we join the forest and its beautifully described flora and fauna and bear witness to the transformation of the book’s fully drawn cast of human characters. Haw’s writing is crisp, unflinching, and ultimately a vehicle for opening the reader’s heart to difficult realities we cannot afford to ignore. In her deft hands, anorexia is portrayed as a mental illness rather than a ‘human failing,’ and the often oppressive nature of marriage is dealt with as an opportunity for healing and liberation. Highly recommended. ...more",Notes are private!,0,5,1,"Jul 12, 2021","Jul 19, 2021","Jul 19, 2021",,Paperback,view (with text),/book/show/58272537-the-wilderness-between-us
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sandstorm,"Yarrow, Joyce*",1955065004,9781955065009,1955065004,262        pp,4.50,38,unknown,"Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jun 11, 2021",,Paperback,view,/book/show/57601990-sandstorm
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stolen Babies of Spain: The Book,"Rabidoux, Greg*",,,B086JGLXCX,208        pp,4.30,10,"Mar 29, 2020","Mar 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 28, 2021",not set,"May 28, 2021",,Kindle Edition,view,/book/show/53666155-stolen-babies-of-spain
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That Jazz & Other Pathbreaking Tales: A Romance Novella & 10 Short Stories,"Banerjee, Lopamudra*",,,B08DHWDBZC,170        pp,4.86,14,unknown,"Jul 22, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lopa Banerjee writes from the heart with a unique voice – a blend of lyrical poetry and prose imbued with an emotional honesty that draws the reader iLopa Banerjee writes from the heart with a unique voice – a blend of lyrical poetry and prose imbued with an emotional honesty that draws the reader into the depths of her characterizations. In the romance novella, All That Jazz, we meet Amrita and Joydeep whose love for each other and the music they create is central to this intricately woven story. Joydeep’s inability to commit to a conventional marriage, despite his strong feelings for Amrita, cause her to leave India for the US, where she takes refuge in a marriage of convenience. But when she returns to West Bengal they are drawn together again.This book is all about relationships– between lovers, friends and family - and Banerjee portrays the nuances of feelings beautifully, with an acceptance of the human failings that complicate our lives while at the same time guiding us find empathy for others and ourselves.In addition to the novella the book includes short stories that are equally compelling. I enjoyed reading All that Jazz and recommend it to readers who appreciate unique and experimental forms of writing....more",Notes are private!,0,3,1,"May 02, 2021","May 23, 2021","May 23, 2021",,Kindle Edition,view (with text),/book/show/54651290-all-that-jazz-other-pathbreaking-tales
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Victoria II,"Willis, Daniel A.*",1941072925,9781941072929,B08N6P32W8,149        pp,4.00,8,unknown,"Apr 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 15, 2021","May 15, 2021","May 15, 2021",,Kindle Edition,view,/book/show/57599094-victoria-ii
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Exit Strategy,"Cameron, Lainey*",1509231382,9781509231386,1509231382,386        pp,4.41,438,"Jul 08, 2020","Jul 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 08, 2021",not set,"May 08, 2021",,Paperback,view,/book/show/53386997-the-exit-strategy
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nicko, the tale of a vervet monkey on an African farm","Haw, Penny*",1432307592,9781432307592,1432307592,173        pp,4.81,16,unknown,"Nov 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 02, 2021",,Paperback,view,/book/show/34258590-nicko-the-tale-of-a-vervet-monkey-on-an-african-farm
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Worlds of Rhodes: Greeks, Italians, Jews and Turks Between Tradition and Modernity","Shachar, Nathan",,,B00ER80FGU,334        pp,4.00,8,"Oct 26, 2012","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 21, 2021","Apr 23, 2021","Apr 21, 2021",,Kindle Edition,view,/book/show/19445809-the-lost-worlds-of-rhodes
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Prinsep Ghat to Peer Panjal: Kolkata and Kashmir Poems,"Lahiri, Gopal",,,B0925JZZFG,unknown,4.50,2,unknown,"Apr 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 13, 2021",not set,"Apr 13, 2021",,Kindle Edition,view,/book/show/57691927-from-prinsep-ghat-to-peer-panjal
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Breeding and Birth: A novel,"Baker, Rita*",195043740X,9781950437405,195043740X,444        pp,4.40,10,"Mar 29, 2019","Mar 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Franco Bocacci grows up learning the ropes at the knee of his Grandfather Joe, who emigrated to America from Sicily and did what he needed to survive—Franco Bocacci grows up learning the ropes at the knee of his Grandfather Joe, who emigrated to America from Sicily and did what he needed to survive—including running a gambling club owned by the Mafia and other nefarious activities. As Joe explains to his grandson, “When we start out in life, Franco, the world is so full of promise! We are certain of who we are and what we are about, and that nothing can stop us from doing what we were put on this earth to do—nothing, that is, except hunger, and we soon learn that having high ideals doesn’t put food on the table.” Joe’s pragmatism is coupled with a deep love for his grandson Franco, who graduates from Harvard Law School and who Joe hopes will someday take over the legitimate business he has worked so hard to build. When one of their young family members gets into trouble, Joe sends Franco to England on an important errand - to unearth enough damaging information about the prosecutor to upend the case in the boy’s favor.The prosecutor is Archie Bingham, whose provenance could not be more different than Frankie’s. Born into a highly respectable English family, the son of a powerful legal eagle who prizes his reputation above all else, Archie is made to feel inadequate—to the point where no amount of power, lustful pleasure, or money can restore his self-esteem. As he indulges the dark side of himself, Archie becomes the villain we ‘love to hate.’ Yet in Rita Baker’s capable hands, he is a fully realized human being about whom we can say, “There but for the grace of God go I.”Franco and Archie are diametrically opposite in nature - but they both feel deeply—it is the beauty of this book that we can relate to both of them and feel their pain and joy equally. Baker spares no details in giving us a a deep look into the psyche of each man—the why as well as the wherefore—making Of Breeding and Birth both a pleasure to read and a heart-expanding experience. The scenes set in London and in Sicily are especially well-drawn and rich with description.Highly Recommended....more",Notes are private!,0,2,1,"Apr 07, 2021","Apr 13, 2021","Apr 13, 2021",,Paperback,view (with text),/book/show/44697266-of-breeding-and-birth
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Isle and Empires: Romanov Russia, Britain and the Isle of Wight","Roman, Stephan*",1911487396,9781911487395,1911487396,320        pp,4.23,26,unknown,"Jul 05, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was immensely impressed with the author’s depth of knowledge and his ability to distill the complexities of history – in this case the different strI was immensely impressed with the author’s depth of knowledge and his ability to distill the complexities of history – in this case the different strands of the Anglo-Russian relationship during the period of the Romanovs—into a form that is accessible to the average reader. I learned how the violence of the Russian Revolution was rooted not only in the anarchist literature written in England and especially on the Isle of Wight but also fed by the Britain’s acceptance of the emigres who fled the suppression, the pogroms, and hopelessness of living under feudalism in Russia. I found this journey into the world of imperial power, intrigues and hidden alliance to be a fascinating and enjoyable read.Stephan Roman’s writing flows quite naturally and there are moments of wit and humor that let us relax a bit amidst the intensity....more",Notes are private!,0,1,1,"Mar 15, 2021","Apr 28, 2021","Apr 12, 2021",,Hardcover,view (with text),/book/show/50976862-isle-and-empires
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turk and My Mother,"Stefaniak, Mary Helen",,,B00AYE7TB0,337        pp,3.48,383,"Jun 17, 2005","Jun 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2021",not set,"Apr 10, 2021",,Kindle Edition,view,/book/show/20126661-the-turk-and-my-mother
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Long Voyage,"Semprún, Jorge",158567639X,9781585676392,158567639X,236        pp,4.20,886,1963,"Mar 29, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2021",,Paperback,view,/book/show/180373.The_Long_Voyage
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devil by the Tail        (Garnick & Paschal Mystery #1),"Matthews, Jeanne*",1941072976,9781941072974,1941072976,300        pp,4.19,53,"Jul 20, 2021","Jul 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jeanne Matthews knows how to structure a mystery that keeps readers guessing while at the same time deftly drawing us into the milieu in which it takeJeanne Matthews knows how to structure a mystery that keeps readers guessing while at the same time deftly drawing us into the milieu in which it takes place—post Civil War Chicago. Readers of DEVIL BY THE TAIL are as likely to encounter a herd of hogs on their way to the stockyards trotting briskly down the middle of the street as we are to meet a wildly diverse and colorful bunch of human characters from all walks of society. One of my favorites is Gentle Annie, who “took a horsewhip to her faithless lover, Cap Hyman, and flogged him through the streets, a ferocious show of love that persuaded him to ask her hand in marriage.”Garnick and Paschal is a detective agency with a twist. One of the partners—Quinn Sinclair—has disguised herself as Mrs. Paschal to conceal her identity as a single woman with an Irish background—a deception that is essential to her professional advancement in the 1860’s. Quinn and Garnick have a lot in common: Her independence was hard won after years of living as a widow under the thumb of her mother-in-law after her husband died, and Garnick knows what it’s like to be imprisoned, having spent two years soldiering in the Confederate Army and another two as a prisoner of war in a disease-infested camp. They also share a sense of humor rooted in having survived many difficult circumstances and readers will enjoy watching their rapport grow stronger as their investigations throw even more violent obstacles in their shared path. All this leads to a budding romance about which I will say no more in this “spoiler-free” .DEVIL BY THE TAIL begins with the partners taking on an assignment to help an unlikable client clear his name of a murder, a case that quickly intersects with an investigation for a dodgy lawyer who is defending “the girl who burned down the Kadinger place and killed him and his daughter.” If convicted, the accused woman “would be hooded, noosed, and dropped from the scaffold with the public and an avid cadre of newspaper reporters looking on.” There is a lot at stake in this book, with plenty of suspenseful twists and turns that mystery lovers will enjoy – plus a satisfying and unexpected ending. An enjoyable read with well-developed characters and tons of atmosphere pulled straight from the 19th century. Highly recommended....more",Notes are private!,0,4,1,"Apr 05, 2021","Apr 08, 2021","Apr 08, 2021",,Paperback,view (with text),/book/show/57670389-devil-by-the-tail
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queenie's Place,"Morgan, Toni*",,9781949180619,,unknown,4.50,12,unknown,"Dec 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2021",,ebook,view,/book/show/43202227-queenie-s-place
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cautivos: A Novel,"Dorfman, Ariel",168219230X,9781682192306,B08BGC8Z5D,0        pp,4.17,6,unknown,"Jun 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 18, 2021",not set,"Mar 18, 2021",,Kindle Edition,view,/book/show/55231935-cautivos
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City of Shadows,"Russell, Michael",,,B007WOC3EI,432        pp,3.90,802,"Sep 01, 2012","Nov 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 17, 2021",not set,"Mar 17, 2021",,Kindle Edition,view,/book/show/19166196-the-city-of-shadows
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cross-Stitched Words,"Sengupta, Chaitali*",,,B08WJZ65FX,59        pp,4.83,18,unknown,"Feb 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 11, 2021",not set,"Mar 11, 2021",,Kindle Edition,view,/book/show/57354493-cross-stitched-words
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Betrayed - Tale of a Rogue Surgeon,"Chadha, Satbir",9386473151,9789386473158,9386473151,194        pp,4.50,4,Oct 2017,Oct 2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Betrayed” is an apt title for this gripping story that dives headlong into a morass of medical malpractice and deception. The novel begins during the“Betrayed” is an apt title for this gripping story that dives headlong into a morass of medical malpractice and deception. The novel begins during the period known as The Emergency, a 21-month period from 1975 to 1977 when a form of totalitarianism was imposed on India by Indira Gandhi. During this time, mass sterilization of women became the norm and surgeons were also required by the government to perform a quota of vasectomies. After this oppressive period ended, the privatization of medicine was finally allowed. However, as exemplified by this cautionary tale, lack of regulation allowed the pendulum to swing too far.Through the eyes of Anita, a sensitive artist who marries Amit Biswas, an ambitious surgeon who wants to start his own private hospital, we get a first hand view of the deadly progress of corruption. Slowly but surely the mantra of profit-at-any-cost begins to drive every aspect of Amit’s enterprise. Chadha’s research is impressive as she spares no details in describing all the crooked ways practiced by those who betray their oath to do no harm. Their crimes extend outside India, having international repercussions that are invisible until the book’s surprising and satisfying denouement. A concurrent story follows a young widow, Mohini, who flees the threatening advances of her lustful brothers-in-law and works her way towards a successful career. Chadha skillfully weaves the two story-threads together, with both women taking different routes - one suffering from being subservient to her husband and giving up her art for the sake of his success and the other taking a more self-empowered route with its own challenges. For this reader, the most meaningful moments were those that came from Anita and Mohini’s travails and successes. For me, their perseverance also symbolized the struggle of a young nation to find its way to asserting its freedom not only from colonialism but from greed itself. I thoroughly enjoyed reading this book and recommend it to those who enjoy novels of suspense with strong political and social overtones....more",Notes are private!,0,2,1,not set,not set,"Feb 24, 2021",,Paperback,view (with text),/book/show/36479843-betrayed---tale-of-a-rogue-surgeon
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Betrayed,"Chaddha, Satbir",,,B077HTLLGJ,115        pp,5.00,1,unknown,"Nov 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 17, 2021","Feb 23, 2021","Feb 17, 2021",,Kindle Edition,view,/book/show/57108395-betrayed
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Living Color: Angie Rubio Stories,"Miscolta, Donna*",,,B084T91JXT,212        pp,4.41,39,"Sep 21, 2020","Sep 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 07, 2021",not set,"Feb 07, 2021",,Kindle Edition,view,/book/show/55279904-living-color
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LOST IN MANHATTAN,"Littrell, Moreen*",,9798587934436,B08RRDFBNT,280        pp,3.42,19,"Jan 01, 2021","Jan 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't often laugh out loud at comedic scenes set in my hometown, but Eve whacks my funny bone silly. Littrell has created a heroine whose infallibleI don't often laugh out loud at comedic scenes set in my hometown, but Eve whacks my funny bone silly. Littrell has created a heroine whose infallible humor and improvisation in the face of Job-like trials and tribulations make this book a must-read. It's delightfully humorous and droll. Eve is an 'everywoman' you will love.Lost in Manhattan is a special blend of comedy and romantic mishap that entertains while bringing home the absurdity of being ‘ghosted.’...more",Notes are private!,0,3,1,"Jan 06, 2021","Jan 20, 2021","Jan 19, 2021",,Paperback,view (with text),/book/show/56538851-lost-in-manhattan
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Play With Death: A novel,"Trujillo, Hans",,,B08FXCWP3Y,unknown,4.75,4,unknown,"Aug 13, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are some books where the tone and voice are the first things that strike you and for me this was certainly true as I dove into Hans Trujillo’s “There are some books where the tone and voice are the first things that strike you and for me this was certainly true as I dove into Hans Trujillo’s “Never Play With Death.” From the first mesmerizing paragraph, Trujillo addresses his readers directly, inviting us to share the same intimacy with his deftly-drawn, often droll characters that they share with one another. It is a technique that works especially well when the larger than life events characteristic of magical realism begin to transpire. Like Cervantes and Borges before him, Trujillo knows how to make it easy for us to suspend disbelief. It is no surprise that the protagonist, an itinerant photographer named Baudolino “Fotolino” Pinto, transports his equipment on a mule called Ramona. The story begins amidst the violent political crisis that gripped the city of Bogata in 1948 after the assassination of Jorge Eliecer Gaitán. Through Fotolino’s horrified eyes we see his innocent friend Roa lynched by a mob of Gaitan’s followers, a mistake deftly engineered by Death himself. These events will shape Colombian history for decades and also foreshadow what happens as Fotolino goes on to seek his fortune. Although his adventures may seem bizarre at times, everything that happens also has the feel of being entirely pre-destined and believable. I loved this dichotomy and it kept me engaged from start to finish.Lino (as he is known to his family and friends) stumbles onto his life’s work when he decides to bring Robertico, the town priest’s beloved vulture who attends all the church festivities, back to life in a photograph. Soon everyone in the town of Santuario, wants to have pictures taken with their recently deceased relatives - their eyes glued open to give them the appearance of life. Eventually Lino creates a gallery of photos of the living that will one day be exhibited on the altar of the dead. What better job for a photographer than to document not only the lives, but the deaths of the townspeople he sees everyday? Lino knows he is playing with Death but he is supporting his family, who all help him with his thriving business. What could possibly go wrong? I hope I have not said too much and urge you to read this marvelous work of humorous, satirical fiction, beautifully descriptive and tinged with social commentary.Highly Recommended....more",Notes are private!,0,1,1,"Jan 15, 2021","Feb 07, 2021","Jan 15, 2021",,Kindle Edition,view (with text),/book/show/56677715-never-play-with-death
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caleb's Crossing,"Brooks, Geraldine*",,,,300        pp,3.85,"67,809","May 01, 2011",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2021",not set,"Jan 14, 2021",,Kindle Edition,view,/book/show/11244910-caleb-s-crossing
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Borders in Paradise,"White, James",194918045X,9781949180459,194918045X,238        pp,4.67,6,unknown,"Nov 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve always thought of paradise as a place without borders, free of care and conflict, where peace reigns. After reading James White’s novel, I came aI’ve always thought of paradise as a place without borders, free of care and conflict, where peace reigns. After reading James White’s novel, I came away with a different view altogether – one that will stay with me for a long time. Paradise is complicated but no less to be valued. White captures the ambience of the pre-World-War-II American West beautifully, as the main protagonist of Borders in Paradise—Charles “Chassy” Gaines—escapes the suffocation of an early disastrous marriage by joining the US Border Patrol. We follow Charles as he exchanges the rundown bungalow he shares with his mother and siblings in West Hollywood for the hardscrabble, border town of Douglas Arizona and a stint on nearby Slaughters Ranch. The author avoids the cliches often associated with these settings by developing his characters with clear-eyed realism. Another family member who comes to the fore as the book progresses is Charles’ enigmatic older brother, Juno, who narrates some of the book in first person and whose coming-of-age turns out to be more compelling and interesting than I expected. As a reader who enjoys books that carry me into the hearts and minds of people who see the world from their own unique perspective, I very much enjoyed this book and recommend it....more",Notes are private!,0,3,1,not set,not set,"Jan 01, 2021",,Paperback,view (with text),/book/show/43632892-borders-in-paradise
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zahara y los libros de la luz,"Yarrow, Joyce*",1736848836,9781736848838,1736848836,370        pp,4.48,67,unknown,"Mar 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Dec 22, 2020","Jan 07, 2021","Dec 22, 2020",,Paperback,view,/book/show/60554691-zahara-y-los-libros-de-la-luz
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zahara e os livros da luz,"Yarrow, Joyce*",,9798986688602,B0B9QWHFRM,324        pp,4.48,67,unknown,"Aug 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 09, 2020",,Paperback,view,/book/show/62016138-zahara-e-os-livros-da-luz
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of the Grand Hôtel du Lac,"Gauci, Kathryn*",,,B08PFDP89P,274        pp,4.39,"1,126",unknown,"Dec 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2020",not set,"Dec 04, 2020",,Kindle Edition,view,/book/show/56150266-the-secret-of-the-grand-h-tel-du-lac
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poetry of Arab Women from the Pre-Islamic Age to Andalusia,"Elmeligi, Wessam",,,B07SQ4167K,168        pp,4.60,5,unknown,"Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2020","Dec 04, 2020","Nov 26, 2020",,Kindle Edition,view,/book/show/48656353-the-poetry-of-arab-women-from-the-pre-islamic-age-to-andalusia
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dream of the Poem: Hebrew Poetry from Muslim and Christian Spain, 950-1492        (The Lockert Library of Poetry in Translation Book 58)","Cole, Peter",,,B002WJM63G,842        pp,4.28,88,"Jan 02, 2007",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2020",not set,"Nov 23, 2020",,Kindle Edition,view,/book/show/8891368-the-dream-of-the-poem
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essential Zohar: The Source of Kabbalistic Wisdom,"Berg, Philip S.",,,B003EY7IFE,292        pp,4.09,420,"Mar 26, 2002","Nov 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2020",not set,"Nov 23, 2020",,Kindle Edition,view,/book/show/18949883-the-essential-zohar
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Opowieści łotrzykowskie,"al-Hamadhani, Badi' az-Zaman",,,B0054H42BW,307        pp,4.12,531,1000,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 23, 2020",not set,"Nov 23, 2020",,Kindle Edition,view,/book/show/11873815-opowie-ci-otrzykowskie
