,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Novel Currents's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And There Was Light: Abraham Lincoln and the American Struggle,"Meacham, Jon",,,B09VYRM2BV,"1,269        pp",4.47,"7,133","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 13, 2022",not set,"Nov 13, 2022",,Kindle Edition,view,/book/show/60808934-and-there-was-light
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brother,"Ahlborn, Ania*",147678373X,9781476783734,147678373X,319        pp,3.94,"41,998","Sep 29, 2015","Sep 29, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 11, 2022","Nov 11, 2022",,Paperback,view,/book/show/23492624-brother
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Machinehood,"Divya, S.B.*",,,B08BZWSRK7,416        pp,3.64,"3,238","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2022",not set,"Oct 24, 2022",,Kindle Edition,view,/book/show/54655515-machinehood
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elsewhere,"Schaitkin, Alexis*",,,B09CNDLJ2S,208        pp,3.82,"4,550","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2022","Oct 23, 2022","Oct 18, 2022",,Kindle Edition,view,/book/show/58812692-elsewhere
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Blue Remembered Earth        (Poseidon's Children, #1)","Reynolds, Alastair",0575088273,9780575088276,0575088273,512        pp,3.88,"11,609","Jan 19, 2012",Jan 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 14, 2022","Oct 14, 2022",,Hardcover,view,/book/show/9424053-blue-remembered-earth
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shards of Earth        (The Final Architecture, #1)","Tchaikovsky, Adrian*",1549106392,9781549106392,,565        pp,4.19,"22,981","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Oct 08, 2022not set","Oct 08, 2022",,Kindle Edition,view,/book/show/55278507-shards-of-earth
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solitary: Unbroken by Four Decades in Solitary Confinement,"Woodfox, Albert",,,B07MWJ1NPM,605        pp,4.42,"3,725","Mar 05, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 16, 2022",not set,"Sep 16, 2022",,Kindle Edition,view,/book/show/43805253-solitary
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartstopper: Volume One,"Oseman, Alice*",1338617451,,B07VWYLQ4T,288        pp,4.47,"718,517",Oct 2018,"May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 15, 2022",not set,"Sep 15, 2022",,Kindle Edition,view,/book/show/52560239-heartstopper
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goliath,"Onyebuchi, Tochi",,,,320        pp,3.30,"1,723","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 15, 2022",not set,"Sep 15, 2022",,Kindle Edition,view,/book/show/53358157-goliath
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damascus Station,"McCloskey, David",,,B08X8V2V7Y,428        pp,4.23,"8,683","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 13, 2022",not set,"Sep 13, 2022",,Kindle Edition,view,/book/show/58378886-damascus-station
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wall,"Lanchester, John",0393357775,9780393357776,0393357775,272        pp,3.59,"17,498","Jan 17, 2019","Mar 17, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 29, 2022","Aug 29, 2022",,Paperback,view,/book/show/45894062-the-wall
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Day Zero        (Sea of Rust, #0)","Cargill, C. Robert*",0062405802,9780062405807,0062405802,304        pp,4.02,"4,301","May 25, 2021","May 25, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 21, 2022","Aug 21, 2022",,Hardcover,view,/book/show/55003957-day-zero
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",,,B08QMZC2PM,336        pp,3.74,"69,520","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2022",not set,"Aug 12, 2022",,Kindle Edition,view,/book/show/56339679-harlem-shuffle
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,B08FGVMHNG,336        pp,4.10,"92,521","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 26, 2022",not set,"Jul 26, 2022",,Kindle Edition,view,/book/show/57660939-razorblade-tears
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light From Uncommon Stars,"Aoki, Ryka*",,,B08QGJDSCK,384        pp,4.07,"29,106","Sep 28, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 25, 2022","Aug 12, 2022","Jul 25, 2022",,Kindle Edition,view,/book/show/57021245-light-from-uncommon-stars
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Life        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",0312948557,9780312948559,0312948557,293        pp,3.90,"249,041","Oct 03, 2005","May 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 25, 2022","Jul 25, 2022",,Mass Market Paperback,view,/book/show/338691.Still_Life
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devil House,"Darnielle, John*",,,,416        pp,3.23,"13,676","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2022",not set,"Jul 05, 2022",,Kindle Edition,view,/book/show/57966191-devil-house
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anthem,"Hawley, Noah*",1538711516,9781538711514,1538711516,427        pp,3.51,"6,461","Jan 04, 2022","Jan 04, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,"Jul 05, 2022not set","Jul 05, 2022",,Hardcover,view,/book/show/57941459-anthem
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",,,B08X19W2HD,288        pp,3.92,"59,188","Sep 21, 2021","Sep 21, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 05, 2022","Jun 20, 2022","Jun 05, 2022",,Kindle Edition,view,/book/show/57621073-bewilderment
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Gives Way,"Levien, Marissa*",,,,380        pp,3.84,"2,370","May 01, 2021","Jun 01, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 31, 2022","Feb 02, 2023","May 31, 2022",,Kindle Edition,view,/book/show/57098338-the-world-gives-way
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Road of Bones,"Golden, Christopher*",1250274311,,B092T8BDV9,234        pp,3.39,"8,967","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2022",not set,"May 21, 2022",,Kindle Edition,view,/book/show/57876817-road-of-bones
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Premonitions Bureau: A True Account of Death Foretold,"Knight, Sam*",198487960X,9781984879608,B09BVCQTGV,251        pp,3.32,"4,006","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 21, 2022",not set,"May 21, 2022",,Kindle Edition,view,/book/show/60734672-the-premonitions-bureau
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life of the Mind,"Smallwood, Christine*",,,B089S783LS,228        pp,3.29,"2,758","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 13, 2022",not set,"May 13, 2022",,Kindle Edition,view,/book/show/56603061-the-life-of-the-mind
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuggie Bain,"Stuart, Douglas*",,,B07YBK826L,384        pp,4.31,"151,880","Feb 11, 2020","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2022",not set,"Apr 29, 2022",,Kindle Edition,view,/book/show/48589362-shuggie-bain
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Read a Book: the classic guide to intelligent reading,"Adler, Mortimer J.",,,B004PYDAPE,425        pp,3.98,"24,688","Jan 01, 1940",Sep 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 29, 2022",not set,"Apr 29, 2022",,Kindle Edition,view,/book/show/49422528-how-to-read-a-book
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Jane Lawrence,"Starling, Caitlin*",,,B08R2JKC2V,366        pp,3.19,"18,358","Oct 05, 2021","Oct 05, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2022","Apr 29, 2022","Apr 17, 2022",,Kindle Edition,view,/book/show/56903312-the-death-of-jane-lawrence
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empress of Forever,"Gladstone, Max*",0765395819,9780765395818,0765395819,480        pp,3.79,"3,850","Jun 18, 2019","Jun 18, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 17, 2022",,Paperback,view,/book/show/40380954-empress-of-forever
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",,,,448        pp,4.19,"1,066,917","Oct 06, 2020","Oct 06, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Goodness this goes on and on. So many thematically identical scenes. Each dressed up in slightly different clothes. The book is far too long for the sGoodness this goes on and on. So many thematically identical scenes. Each dressed up in slightly different clothes. The book is far too long for the story it tells. But it is romantic. And the ending was lovely. ...more,Notes are private!,0,0,1,"Mar 20, 2022","Apr 10, 2022","Mar 20, 2022",,Kindle Edition,view (with text),/book/show/51029834-the-invisible-life-of-addie-larue
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body Scout,"Michel, Lincoln*",,,B08MZV3FZP,291        pp,3.63,"1,688","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 18, 2022",,Kindle Edition,view,/book/show/56441984-the-body-scout
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Folklorn,"Hur, Angela Mi Young*",1645660214,,B08GFMFF37,384        pp,3.65,"1,430","Apr 27, 2021","Apr 27, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 12, 2022","Mar 13, 2022","Mar 12, 2022",,Kindle Edition,view,/book/show/56299261-folklorn
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ballad of Black Tom,"LaValle, Victor",,,B0166PX1Z8,154        pp,3.86,"28,329","Feb 16, 2016","Feb 16, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 02, 2022","Mar 12, 2022","Mar 02, 2022",,Kindle Edition,view,/book/show/26975675-the-ballad-of-black-tom
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead Astronauts        (Borne, #2)","VanderMeer, Jeff*",,,B07Q6TNWYC,275        pp,3.36,"7,734","Dec 03, 2019","Dec 03, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 02, 2022","Mar 05, 2022","Mar 02, 2022",,Kindle Edition,view,/book/show/45442967-dead-astronauts
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Violence,"Dawson, Delilah S.*",,,B093YSL514,496        pp,3.84,"7,507","Feb 01, 2022","Feb 01, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Meandering plot focuses on unsurprising relationship dynamics. Feels bloated. The speculative fiction element is uninteresting for this reader who conMeandering plot focuses on unsurprising relationship dynamics. Feels bloated. The speculative fiction element is uninteresting for this reader who consumes a good amount of it. Abandoned at about 32% simply due to a lack of enthusiasm. Feels a bit like an unchallenging Hallmark movie dressed in a pandemic. There’s a lot of value in that type of comfort reading — but this one failed to surprise me in any way. Off I go. ...more,Notes are private!,0,0,1,"Feb 16, 2022","Feb 27, 2022","Feb 16, 2022",,Kindle Edition,view (with text),/book/show/51529945-the-violence
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Last Stop,"McQuiston, Casey*",,,B08FZB4B6F,426        pp,3.93,"235,138","Jun 01, 2021","Jun 01, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a *lovely* book with snappy, engaging writing… that I didn’t finish. It’s just not for me. Too light on plot and slow-moving. But I also underThis is a *lovely* book with snappy, engaging writing… that I didn’t finish. It’s just not for me. Too light on plot and slow-moving. But I also understand that I’m not the target audience. The author’s obvious and lingering love of her characters shines through, and this will be a feast quickly devoured by older teens and 20 somethings. For olds like me, the book’s narrow focus mitigates much chance of broader, more universal appeal, and coupled with its length, I’d had my fill at about 54% in. I have a fondness for this book though. Wish it had been around when I was younger. ...more",Notes are private!,0,0,1,"Feb 04, 2022","Feb 12, 2022","Feb 04, 2022",,Kindle Edition,view (with text),/book/show/55072663-one-last-stop
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorrowland,"Solomon, Rivers*",,,B08FGV6LB2,370        pp,3.83,"12,389","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 23, 2022Jan 23, 2022","Feb 04, 2022Jan 23, 2022","Jan 23, 2022",,Kindle Edition,view,/book/show/56255114-sorrowland
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grass        (Arbai, #1)","Tepper, Sheri S.",,,B002SXIEH8,478        pp,4.03,"12,538",1989,"Oct 21, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2022","Jan 25, 2022","Jan 02, 2022",,Kindle Edition,view,/book/show/8299556-grass
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House on Needless Street,"Ward, Catriona*",,,B08QGL96B5,342        pp,3.86,"96,479","Mar 18, 2021","Sep 28, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2021",Jan 2022,"Dec 25, 2021",,Kindle Edition,view,/book/show/56535970-the-last-house-on-needless-street
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Is Maud Dixon?,"Andrews, Alexandra*",,,,304        pp,3.83,"36,657","Mar 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Adequate thriller. Feels like a first novel from a promising author. Unexpected twists are there if you’re new to the thriller genre.,Notes are private!,0,0,1,"Dec 17, 2021","Dec 25, 2021","Dec 17, 2021",,Kindle Edition,view (with text),/book/show/55590431-who-is-maud-dixon
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,466        pp,4.33,"543,394","Sep 06, 2016","Sep 06, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 13, 2021","Dec 17, 2021","Dec 13, 2021",,Kindle Edition,view,/book/show/45695810-a-gentleman-in-moscow
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Westside,"Akers, W.M.*",,,B07CKY7YDB,304        pp,3.31,"1,864","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 04, 2021","Dec 13, 2021","Dec 04, 2021",,Kindle Edition,view,/book/show/41958797-westside
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Days,"Evenson, Brian",0980226007,9780980226003,0980226007,201        pp,3.75,"5,536","Feb 01, 2009","Feb 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After the shock of the premise begins to wear off, and particularly in the second half (Hi Pauls!) the story begins to feel a bit stagnant. Strongly rAfter the shock of the premise begins to wear off, and particularly in the second half (Hi Pauls!) the story begins to feel a bit stagnant. Strongly recommend the first half but YMMV in the second, because you’ve seen most of what there is to see already. And hey what about Ramses and Gous? Anyone else sense some chemistry there?? 4.5 stars if the story had remained confined to the first half. The brisk pace and crackling dialogue can’t save the rest of the book, unfortunately. ...more",Notes are private!,0,0,1,not set,"Dec 02, 2021","Dec 03, 2021",,Paperback,view (with text),/book/show/4309446-last-days
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song for the Unraveling of the World: Stories,"Evenson, Brian",1566895480,9781566895484,1566895480,208        pp,3.88,"3,601","Jun 11, 2019","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Simple but imaginative horror stories, plainly told, and deceptively unsettling. It’s rare for me to finish a collection. I finished this one, and I’mSimple but imaginative horror stories, plainly told, and deceptively unsettling. It’s rare for me to finish a collection. I finished this one, and I’m looking further into this author’s work. He’s worked me into lather, you might say, and I’m wondering if this compulsion to read more wasn’t all … wait, what am I doing? ...more",Notes are private!,0,0,1,not set,"Nov 27, 2021","Nov 27, 2021",,Paperback,view (with text),/book/show/41888678-song-for-the-unraveling-of-the-world
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something Coming Through        (Jackaroo, #1)","McAuley, Paul*",1473203945,9781473203945,1473203945,384        pp,3.59,"1,302","Feb 19, 2015","Feb 19, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Nov 14, 2021","Nov 14, 2021",,Paperback,view,/book/show/24013151-something-coming-through
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elementals,"McDowell, Michael",0380783606,9780380783601,0380783606,292        pp,4.01,"18,464",Oct 1981,"Sep 01, 1981",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slow-burn Gothic Southern horror. Very well done. Could have handled Race better, but it’s a product of its time. Strongly recommended. And do keep thSlow-burn Gothic Southern horror. Very well done. Could have handled Race better, but it’s a product of its time. Strongly recommended. And do keep the lights on. ...more",Notes are private!,0,2,1,not set,"Oct 27, 2021","Oct 27, 2021",,Mass Market Paperback,view (with text),/book/show/301053.The_Elementals
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Artificial Condition        (The Murderbot Diaries, #2)","Wells, Martha*",,,,158        pp,4.27,"139,210","May 08, 2018","May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 25, 2021","Oct 25, 2021",,Hardcover,view,/book/show/36223860-artificial-condition
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Future of Another Timeline,"Newitz, Annalee*",,,B07LF622KM,344        pp,3.74,"8,368","Sep 24, 2019","Sep 24, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An enjoyable romp through both an alternate history and an alternate present. Strong plot and well-drawn protagonists. Would have preferred the Big QuAn enjoyable romp through both an alternate history and an alternate present. Strong plot and well-drawn protagonists. Would have preferred the Big Question answered. I’m most enthralled by Big Science Fiction Books that speculate on the unanswerable and stir my imagination — but I was let down here. Terrifying in parts. Uplifting as well. Heavy handed. But thought provoking no matter your politics. Overall — recommended. Rounding to four. This novel will SPEAK to the queer in you — read and feel seen. That’s always worth an extra star. ...more,Notes are private!,0,0,1,not set,"Oct 09, 2021","Oct 09, 2021",,Kindle Edition,view (with text),/book/show/43363236-the-future-of-another-timeline
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Gods, No Monsters        (Convergence Saga, #1)","Turnbull, Cadwell*",1982603720,9781982603724,1982603720,387        pp,3.45,"6,348","Sep 07, 2021","Sep 07, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 27, 2021","Oct 03, 2021",,Hardcover,view,/book/show/55748103-no-gods-no-monsters
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,567        pp,4.51,"162,357","Feb 09, 2017","Aug 22, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This isn’t a book with any significant complexity or noticeably deep characterization—in fact, even after finishing, I remain puzzled by the narrator’This isn’t a book with any significant complexity or noticeably deep characterization—in fact, even after finishing, I remain puzzled by the narrator’s lifelong equanimity suffering through the virtual bastard title of ‘adoptive son’— but I still find myself rounding my score from 4 to 5 stars. Gosh darn it, I found this novel affecting, even if it was for all of the obvious reasons. Nothing snuck up on me here. The reason for my score I suppose is personal. Although I wasn’t adopted, many of Cyril the squirrel’s lifelong struggles around this theme somewhat mirror my own. Adoption *does* play a part in my life. My own astonishment and dismay at the hypocrisy so prevalent among the leadership of organized religion is present in this novel. I miss my mother. I fail to understand virtually all of the straight men in my admittedly small family tree. And this novel is beautifully, simply written. Immensely readable. A page turner for a certain type of reader. And I crushed on Julian. And Cyril. And Bastianne. And even Maude. I suspect Boyne had a Good time writing her. Melodramatic? Sure. Don’t care. This was a good one. ...more",Notes are private!,0,0,1,not set,"Sep 08, 2021","Sep 08, 2021",,Kindle Edition,view (with text),/book/show/40004880-the-heart-s-invisible-furies
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Hearts Hotel,"O'Neill, Heather*",0735213739,9780735213739,0735213739,391        pp,3.80,"18,652","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 28, 2021","Aug 28, 2021",,Hardcover,view,/book/show/30201327-the-lonely-hearts-hotel
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Artemis,"Weir, Andy*",0553448129,9780553448122,0553448129,305        pp,3.69,"271,047","Nov 14, 2017","Nov 14, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Perhaps the most poorly written female main character I’ve ever read.,Notes are private!,0,3,1,not set,"Aug 12, 2021","Aug 12, 2021",,Hardcover,view (with text),/book/show/34928122-artemis
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight Beautiful,"Molloy, Aimee",0062881922,9780062881922,0062881922,289        pp,3.76,"38,136","Oct 13, 2020","Oct 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Aug 05, 2021","Aug 05, 2021",,Hardcover,view,/book/show/50175311-goodnight-beautiful
