,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Melissa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Slave Ship: The True Story of How Clotilda Was Found, Her Descendants, and an Extraordinary Reckoning","Raines, Ben",1982136049,9781982136048,1982136049,304        pp,4.34,"2,417","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2022",,Hardcover,view,/book/show/58438513-the-last-slave-ship
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever","Bungay Stanier, Michael*",,,,117        pp,4.02,"23,403","Feb 29, 2016","Feb 29, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 30, 2022",Feb 2022,"Jan 30, 2022",,Kindle Edition,view,/book/show/29342515-the-coaching-habit
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Garden in England,"Kelly, Julia*",,,1982107820,368        pp,3.98,"19,073","Jan 12, 2021","Jan 12, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2022","Feb 03, 2022","Jan 29, 2022",,Hardcover,view,/book/show/54304262-the-last-garden-in-england
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seek You: A Journey Through American Loneliness,"Radtke, Kristen*",1524748064,9781524748067,1524748064,352        pp,4.01,"7,857","Jul 13, 2021","Jul 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2022","Jan 25, 2022","Jan 24, 2022",,Hardcover,view,/book/show/55648627-seek-you
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olga Dies Dreaming,"Gonzalez, Xochitl*",1250786177,9781250786173,1250786177,369        pp,3.99,"61,771","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2022",,Hardcover,view,/book/show/57693171-olga-dies-dreaming
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,519","Mar 10, 2015","Mar 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2022","Feb 16, 2022","Jan 16, 2022",,Hardcover,view,/book/show/22822858-a-little-life
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girlhood,"Febos, Melissa*",1635572525,9781635572520,1635572525,320        pp,4.24,"9,832","Mar 30, 2021","Mar 30, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 15, 2022","Jan 22, 2022","Jan 15, 2022",,Hardcover,view,/book/show/53138199-girlhood
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Paradise,"Yanagihara, Hanya*",0385547935,9780385547932,0385547935,720        pp,3.76,"44,134","Jan 11, 2022","Jan 11, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 07, 2022","May 11, 2022","Jan 15, 2022",,Hardcover,view,/book/show/57739876-to-paradise
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Skye Falling,"McKenzie, Mia*",,9781984801609,1984801600,320        pp,3.84,"7,931","Jun 22, 2021","Jun 22, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2022","Jan 14, 2022","Jan 09, 2022",,Hardcover,view,/book/show/39298276-skye-falling
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Stars Are Scattered,"Jamieson, Victoria",0593162579,9780593162576,0593162579,unknown,4.62,"26,993","Apr 14, 2020","May 12, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2022","Jan 08, 2022","Jan 08, 2022",,Audio CD,view,/book/show/51864234-when-stars-are-scattered
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Petal of the Sea,"Allende, Isabel*",,,B07R9WKFRF,325        pp,4.06,"97,181","May 21, 2019","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2022,"Jan 08, 2022","Jan 01, 2022",,Kindle Edition,view,/book/show/46042377-a-long-petal-of-the-sea
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amity and Prosperity: One Family and the Fracturing of America,"Griswold, Eliza",0374103119,9780374103118,0374103119,318        pp,4.26,"4,182","Jun 12, 2018","Jun 12, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2021",,Hardcover,view,/book/show/36722972-amity-and-prosperity
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untamed,"Doyle, Glennon*",1984801252,9781984801258,1984801252,333        pp,3.99,"439,887","Mar 10, 2020","Mar 10, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 19, 2021","Dec 24, 2021","Dec 19, 2021",,Hardcover,view,/book/show/52129515-untamed
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Baker Towers,"Haigh, Jennifer*",0060509422,9780060509422,0060509422,368        pp,3.75,"4,857","Dec 30, 2004","Dec 27, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2022","Feb 23, 2022","Dec 14, 2021",,Paperback,view,/book/show/72876.Baker_Towers
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,003,022","Jun 13, 2017","Jun 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 12, 2021","Dec 19, 2021","Dec 12, 2021",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All That She Carried: The Journey of Ashley's Sack, a Black Family Keepsake","Miles, Tiya*",1984854992,9781984854995,1984854992,385        pp,3.95,"6,385","Jun 08, 2021","Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2021",,Hardcover,view,/book/show/56108283-all-that-she-carried
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Klara and the Sun,"Ishiguro, Kazuo*",059331817X,9780593318171,059331817X,303        pp,3.75,"336,751","Mar 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 26, 2021","Dec 06, 2021","Nov 26, 2021",,Hardcover,view,/book/show/54120408-klara-and-the-sun
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miracle Creek,"Kim, Angie*",0374156026,9780374156022,0374156026,355        pp,3.87,"67,879","Apr 16, 2019","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 18, 2021","Nov 18, 2021","Nov 18, 2021",,Hardcover,view,/book/show/40121959-miracle-creek
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vineyards of Champagne,"Blackwell, Juliet*",0451490657,9780451490650,0451490657,388        pp,4.01,"2,569","Jan 21, 2020","Jan 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 07, 2021","Nov 24, 2021","Nov 07, 2021",,Paperback,view,/book/show/45030190-the-vineyards-of-champagne
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Friends,"Wingate, Lisa*",1984819887,9781984819888,1984819887,388        pp,4.16,"100,829","Apr 07, 2020","Apr 07, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 30, 2021","Nov 06, 2021","Oct 30, 2021",,Hardcover,view,/book/show/53025903-the-book-of-lost-friends
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Code Name Verity,"Wein, Elizabeth*",1405258217,9781405258210,1405258217,452        pp,4.01,"118,689","Feb 06, 2012","Feb 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Paperback,view,/book/show/11925514-code-name-verity
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rose Code,"Quinn, Kate*",0062943472,9780062943477,0062943472,624        pp,4.45,"251,562","Mar 09, 2021","Mar 09, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2022",Dec 2022,"Oct 27, 2021",,Paperback,view,/book/show/53914938-the-rose-code
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,280","Apr 20, 2021","Apr 20, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 13, 2021","Dec 20, 2021","Oct 09, 2021",,Hardcover,view,/book/show/54814676-crying-in-h-mart
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coffeeland: One Man's Dark Empire and the Making of Our Favorite Drug,"Sedgewick, Augustine",1594206155,9781594206153,1594206155,448        pp,3.60,"1,381","Oct 05, 2021","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2021",,Hardcover,view,/book/show/49808906-coffeeland
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Drank the Moon,"Barnhill, Kelly*",1616205679,9781616205676,1616205679,388        pp,4.12,"98,479","Aug 09, 2016","Aug 09, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 09, 2021","Oct 17, 2021","Oct 09, 2021",,Hardcover,view,/book/show/28110852-the-girl-who-drank-the-moon
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The House in the Cerulean Sea        (The House in the Cerulean Sea, #1)","Klune, T.J.*",,,,394        pp,4.41,"627,268","Mar 16, 2020","Mar 17, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 04, 2021","Oct 13, 2021","Oct 04, 2021",,Kindle Edition,view,/book/show/45047384-the-house-in-the-cerulean-sea
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harlem Shuffle        (Ray Carney, #1)","Whitehead, Colson*",0385545134,9780385545136,0385545134,318        pp,3.74,"69,522","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2021",,Hardcover,view,/book/show/54626223-harlem-shuffle
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,188","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2021",,Hardcover,view,/book/show/56404444-bewilderment
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",0778311015,9780778311010,0778311015,301        pp,3.75,"369,466","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2021","Sep 26, 2021","Sep 14, 2021",,Hardcover,view,/book/show/53288434-the-lost-apothecary
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleven,"Rogers, Tom*",099118100X,9780991181001,099118100X,200        pp,4.34,"2,524","Jan 14, 2014","Jan 14, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2021","Sep 07, 2021","Sep 07, 2021",,Paperback,view,/book/show/20786874-eleven
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cold Millions,"Walter, Jess",0062868098,9780062868091,0062868098,352        pp,3.96,"18,339","Oct 27, 2020","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2021",,Paperback,view,/book/show/56922591-the-cold-millions
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexican Gothic,"Moreno-Garcia, Silvia*",,,0525620788,320        pp,3.68,"354,994","Jun 30, 2020","Jun 30, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 26, 2021","Sep 06, 2021","Aug 26, 2021",,Hardcover,view,/book/show/53152636-mexican-gothic
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damnation Spring,"Davidson, Ash*",1982144408,9781982144401,1982144408,464        pp,3.91,"12,507","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2021",,Hardcover,view,/book/show/55711638-damnation-spring
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How the Word Is Passed: A Reckoning with the History of Slavery Across America,"Smith, Clint*",0316492930,9780316492935,0316492930,336        pp,4.72,"33,092","Jun 01, 2021","Jun 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2021","Sep 14, 2021","Aug 20, 2021",,Hardcover,view,/book/show/55643287-how-the-word-is-passed
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",0802122558,9780802122551,0802122558,256        pp,3.86,"92,600","Jun 03, 2014","Jun 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2021","Aug 23, 2021","Aug 19, 2021",,Hardcover,view,/book/show/18467802-euphoria
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Brilliant Friend        (The Neapolitan Novels, #1)","Ferrante, Elena",,,,331        pp,4.04,"332,970","Oct 19, 2011","Sep 25, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2021","Aug 19, 2021","Aug 18, 2021",,Paperback,view,/book/show/35036409-my-brilliant-friend
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Lost Things,"Hogan, Ruth*",0062473557,9780062473554,0062473557,288        pp,3.80,"149,755","Feb 21, 2017","Nov 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2021",,Paperback,view,/book/show/34217557-the-keeper-of-lost-things
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,360","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2021",,Hardcover,view,/book/show/41104077-invisible-women
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Cuckoo Land,"Doerr, Anthony*",1982168439,9781982168438,1982168439,626        pp,4.26,"214,146","Sep 28, 2021","Sep 28, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is incredible! It is so masterfully crafted and bristles with creativity and humanity. It is truly a celebration of the power of reading to This book is incredible! It is so masterfully crafted and bristles with creativity and humanity. It is truly a celebration of the power of reading to connect us across space and time as well as the ability of stories to give us hope and purpose. So beautiful!...more,Notes are private!,0,1,1,"Nov 20, 2022","Nov 27, 2022","Aug 12, 2021",,Hardcover,view (with text),/book/show/56783258-cloud-cuckoo-land
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stamped (For Kids): Racism, Antiracism, and You","Cherry-Paul, Sonja",1549108360,9781549108365,,unknown,4.40,"2,547","May 11, 2021","May 11, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 12, 2021","Aug 12, 2021","Aug 12, 2021",,Audiobook,view,/book/show/55922188-stamped-for-kids
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leave the World Behind,"Alam, Rumaan*",0062667637,9780062667632,0062667637,241        pp,3.17,"148,532","Oct 06, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2021","Aug 05, 2021","Aug 04, 2021",,Hardcover,view,/book/show/50358031-leave-the-world-behind
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Island Queen,"Riley, Vanessa*",0063002841,9780063002845,0063002841,592        pp,3.91,"3,948","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2021",,Hardcover,view,/book/show/55577664-island-queen
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.39,"312,341","Jun 04, 2013","Jan 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 21, 2021","Dec 31, 2021","Jul 21, 2021",,Hardcover,view,/book/show/16158542-the-boys-in-the-boat
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,531","Mar 10, 2020","Mar 10, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 18, 2021","Jul 18, 2021","Jul 18, 2021",,Hardcover,view,/book/show/50093704-in-five-years
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",0735222355,9780735222359,0735222355,576        pp,4.23,"259,102","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2021",,Hardcover,view,/book/show/57109107-the-lincoln-highway
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Bryson, Bill",0307279464,9780307279460,0307279464,397        pp,4.06,"409,791","May 05, 1998","Dec 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2021",,Mass Market Paperback,view,/book/show/9791.A_Walk_in_the_Woods
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shakespeare: The World as Stage,"Bryson, Bill",0060740221,9780060740221,0060740221,199        pp,3.81,"45,901","Jan 01, 2007","Nov 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 03, 2021","Jul 18, 2021","Jul 03, 2021",,Paperback,view,/book/show/135611.Shakespeare
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Much of These Hills Is Gold,"Zhang, C Pam*",0525537201,9780525537205,0525537201,288        pp,3.79,"23,842","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2021",,Hardcover,view,/book/show/45895362-how-much-of-these-hills-is-gold
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heat & Light,"Haigh, Jennifer*",0061763292,9780061763298,0061763292,430        pp,3.74,"4,205","May 03, 2016","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2021","Jun 30, 2021","Jun 23, 2021",,Hardcover,view,/book/show/24584923-heat-light
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reading Mind: A Cognitive Approach to Understanding How the Mind Reads,"Willingham, Daniel T.",1119301378,9781119301370,1119301378,233        pp,4.20,480,Apr 2017,"May 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2021",,Hardcover,view,/book/show/32285196-the-reading-mind
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Proust and the Squid: The Story and Science of the Reading Brain,"Wolf, Maryanne",0060186399,9780060186395,0060186399,308        pp,3.84,"7,318",2007,"Sep 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2021",,Hardcover,view,/book/show/289751.Proust_and_the_Squid
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Esperanza Rising,"Ryan, Pam Muñoz",043912042X,9780439120425,043912042X,262        pp,4.03,"102,503","Oct 01, 2000","Sep 27, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 14, 2021","Jun 14, 2021","Jun 14, 2021",,Paperback,view,/book/show/89763.Esperanza_Rising
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Huntress,"Quinn, Kate*",,,B079DPN9S4,560        pp,4.30,"164,691","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2021",,Kindle Edition,view,/book/show/40245700-the-huntress
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Thing He Told Me,"Dave, Laura*",,,,320        pp,3.84,"941,410","May 04, 2021","May 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 02, 2021","Jun 08, 2021","Jun 02, 2021",,Hardcover,view,/book/show/54981009-the-last-thing-he-told-me
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How You Say It: Why You Talk the Way You Do—and What It Says About You,"Kinzler, Katherine D.",0544986555,9780544986558,0544986555,256        pp,3.78,997,"Jan 24, 2020","Jul 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2021","May 28, 2021","May 25, 2021",,Hardcover,view,/book/show/43261199-how-you-say-it
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with the Louding Voice,"Daré, Abi",1524746029,9781524746025,1524746029,371        pp,4.44,"149,237","Feb 04, 2020","Feb 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2021","May 28, 2021","May 19, 2021",,Hardcover,view,/book/show/50214741-the-girl-with-the-louding-voice
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",159420571X,9781594205712,159420571X,297        pp,3.85,"550,014","Jun 26, 2014","Jun 26, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 10, 2021","May 19, 2021","May 10, 2021",,Hardcover,view,/book/show/18693763-everything-i-never-told-you
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grammarians,"Schine, Cathleen*",125024174X,9781250241740,125024174X,8        pp,3.58,"8,443","Sep 03, 2019","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2021",,Audio CD,view,/book/show/43684727-the-grammarians
