,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Cher 'N Books's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things Past Telling,"Williams, Sheila*",,,,352        pp,4.39,"1,811","Mar 15, 2022","Mar 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4 stars = Fantastic and easy to recommend.There were so many stories that I could tell. And there were many for which I had to read between the lines 4 stars = Fantastic and easy to recommend.There were so many stories that I could tell. And there were many for which I had to read between the lines to extract what was too painful, brutal, private, or treasured to relate directly. These were the things past telling.This was a thoroughly enjoyable, well written historical novel that starts with an elderly woman, over 100 years old, reflecting back on her life. A difficult life where the world tried to beat her down in as many ways as it could, but her fierceness and strength kept her moving forward down the next unexpected road. It never take long for a lie to travel. The truth, with its layers and colors, take its time. From being stolen from her family in Africa and sold into slavery while prepubescent, to working alongside a pirate in the Caribbean, to being a slave under a few different masters in the colonies while risking her life to assist runaway slaves, the story moves along at a quick pace. It is rich both in plot and character growth and development as you are with the heroine from the time she is a child until she is a centenarian. There is an abundance of quotable prose and it gradually transforms as the polyglot main character’s grasp on languages evolves as she ages.  Was only with him long enough to miss him for the rest of my life.A few relationships are covered over the decades, but the one man she married was a touching romance that will break the reader’s heart. The ending is happy and also brought a couple of tears to my eyes. I really enjoyed this one and recommend it to anyone else that likes historical fiction or well written stories in general. This was the first book I have read by the author, but I will be seeking out more of her books. Then I go to hell. If you there, no heaven can hold me.-------------------------------------------First Sentence: I sit in the sun.Favorite Quote: History is what’s left after the lies are taken out....more",Notes are private!,2,13,1,"Nov 19, 2023","Nov 22, 2023","Nov 12, 2023",,Hardcover,view (with text),/book/show/58392927-things-past-telling
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Death in Tokyo        (Detective Kaga, #3)","Higashino, Keigo",,,B09NTJMM2F,352        pp,3.94,"4,485","Mar 03, 2011","Dec 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/59849922-a-death-in-tokyo
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Infinite        (Infinite, #1)","Robinson, Jeremy*",,,B071NRTN3N,400        pp,3.97,"9,545",May 2017,"May 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/35128447-infinite
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pacific: The Ocean of the Future,"Winchester, Simon",0062315412,9780062315410,0062315412,512        pp,4.03,"3,737","Oct 27, 2015","Oct 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/25816988-pacific
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dead in the Water: A True Story of Hijacking, Murder, and a Global Maritime Conspiracy","Campbell, Matthew*",,,B096WWDDZ4,288        pp,4.25,"4,344","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/60065285-dead-in-the-water
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moon Tiger,"Lively, Penelope",,,B005FFPW76,226        pp,3.91,"16,667",1987,"Dec 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/12298392-moon-tiger
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolutely and Forever,"Tremain, Rose",1784745200,9781784745202,B0C13K6GT7,177        pp,3.93,"1,914","Sep 21, 2023","Sep 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/74951746-absolutely-and-forever
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Meeting by the River,"Isherwood, Christopher",0374533792,9780374533793,0374533792,192        pp,3.78,788,1967,"Nov 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Paperback,view,/book/show/17332283-a-meeting-by-the-river
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Train Dreams,"Johnson, Denis",,,B004YD699A,125        pp,3.90,"23,992",2002,2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Kindle Edition,view,/book/show/12702554-train-dreams
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Little Indians,"Good, Michelle*",1443459194,9781443459198,,304        pp,4.48,"37,116","Apr 14, 2020","Apr 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,ebook,view,/book/show/52214103-five-little-indians
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nicky Winmar: My Story,"Winmar, Nicky",1761065165,9781761065163,1761065165,320        pp,4.42,52,unknown,"Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Paperback,view,/book/show/200480899-nicky-winmar
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Stones Cry Out,"Dupont-Monod, Clara",1529425379,9781529425376,B0C5HGHTHK,129        pp,4.09,"3,025","Aug 25, 2021","Apr 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Kindle Edition,view,/book/show/156745282-and-the-stones-cry-out
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Throne of the Fallen        (Prince of Sin, #1)","Maniscalco, Kerri*",0316557293,9780316557290,0316557293,564        pp,4.12,"28,567","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/75673878-throne-of-the-fallen
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Part,"Cousens, Sophie",0593539907,9780593539903,B0BV66MZ5V,384        pp,4.08,"19,314","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Kindle Edition,view,/book/show/112976857-the-good-part
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Limits,"Freudenberger, Nell*",059344888X,9780593448885,059344888X,368        pp,3.97,59,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/179546868-the-limits
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nightwatching,"Sierra, Tracy*",0593654765,9780593654767,0593654765,368        pp,3.97,"6,195","Feb 01, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/150246179-nightwatching
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Local Gone Missing,"Barton, Fiona*",1984803042,9781984803047,1984803042,384        pp,3.48,"10,620","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/59097122-local-gone-missing
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kites,"Gary, Romain",0811226549,9780811226547,0811226549,384        pp,4.27,"5,345",Apr 1980,"Oct 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/34390245-the-kites
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life Before Us,"Gary, Romain",,,,191        pp,4.21,"30,269","Sep 14, 1975",1986,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Paperback,view,/book/show/60189122-the-life-before-us
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Assistant,"Mann, Marni*",,,,328        pp,3.91,971,"May 07, 2019","May 21, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,ebook,view,/book/show/43813949-the-assistant
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before You,"Mann, Marni*",,,B07XNDVLX5,295        pp,3.91,"2,985","Oct 22, 2019","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Kindle Edition,view,/book/show/52907934-before-you
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Even If It Hurts,"Mann, Marni*",,,B07Z54ZKTL,310        pp,3.75,"2,723","Jan 28, 2020","Jan 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Kindle Edition,view,/book/show/48565586-even-if-it-hurts
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Always Nearby,"Albert, Susan Wittig*",1952558204,9781952558207,1952558204,280        pp,3.55,278,unknown,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/153435070-someone-always-nearby
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rainbow,"Kawabata, Yasunari",0593314921,9780593314920,0593314921,224        pp,3.54,465,1951,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/61423833-the-rainbow
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Once and Future Fling,"Heasley, Leigh",1990778488,9781990778483,1990778488,392        pp,2.96,161,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/65211961-the-once-and-future-fling
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ways of Water: A Novel,"Janssen, Teresa H.*",1647425832,9781647425838,1647425832,440        pp,4.45,44,unknown,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/169665136-the-ways-of-water
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess of Thornwood Drive,"Moreau, Khalia*",1538725266,9781538725269,1538725266,336        pp,3.75,165,"Sep 19, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/75593782-the-princess-of-thornwood-drive
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wizard of the Kremlin,"da Empoli, Giuliano",1635423961,9781635423969,B0BTL6NSZT,297        pp,4.14,"6,654",2022,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Kindle Edition,view,/book/show/125082593-the-wizard-of-the-kremlin
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Second Stranger,"Griffin, Martin",1639364870,9781639364879,1639364870,304        pp,3.44,"3,079","Jan 19, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/101135443-the-second-stranger
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Bed Different Dreams,"Park, Ed*",0812998979,9780812998979,0812998979,528        pp,3.82,"1,081","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/122993405-same-bed-different-dreams
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Darkness Before Them        (The Soulfire Saga, #1)","Ward, Matthew*",0316476609,9780316476607,0316476609,576        pp,3.54,217,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/123204363-the-darkness-before-them
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tonight, I Burn        (Thorn Witch, #1)","Adams, Katharine J.*",0316551813,9780316551816,,480        pp,3.69,768,"Oct 31, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/123204374-tonight-i-burn
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Song over Miskwaa Rapids,"Grover, Linda LeGarde*",1517914620,9781517914622,,128        pp,3.70,66,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/128176880-a-song-over-miskwaa-rapids
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enchanted Hill,"Murphy, Emily Bain*",1454949813,9781454949817,1454949813,384        pp,3.82,988,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/125125679-enchanted-hill
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Among Crows,"Vayo, Brendon*",0744306558,9780744306552,0744306558,416        pp,3.35,80,"Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/122757687-girl-among-crows
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dark Moon, Shallow Sea        (The Gods of Night and Day #1)","Slayton, David R*",,9798200966769,B0BRRT3GFD,360        pp,4.06,600,"Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/90586711-dark-moon-shallow-sea
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bookshops & Bonedust        (Legends & Lattes, #0)","Baldree, Travis*",1250886104,9781250886101,1250886104,352        pp,4.24,"43,034","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/65213543-bookshops-bonedust
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mind-Gut Connection: How the Astonishing Dialogue Taking Place in Our Bodies Impacts Health, Weight, and Mood","Mayer, Emeran",0062376594,9780062376596,0062376594,256        pp,3.75,"6,607","Oct 20, 2015","Jul 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Kindle Edition,view,/book/show/24700355-the-mind-gut-connection
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Among the Braves: Hope, Struggle, and Exile in the Battle for Hong Kong and the Future of Global Democracy","Mahtani, Shibani",0306830361,9780306830365,0306830361,336        pp,4.52,115,unknown,"Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/123204334-among-the-braves
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Wild,"Dimaline, Cherie",0735277184,9780735277182,0735277184,300        pp,3.75,"11,184","Sep 17, 2019","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/45024447-empire-of-wild
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thinning Blood: A Memoir of Family, Myth, and Identity","Myers, Leah",1324036702,9781324036708,1324036702,170        pp,3.84,"1,003","May 16, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/62586002-thinning-blood
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between the World and Me,"Coates, Ta-Nehisi",,,,152        pp,4.40,"332,994","Jul 14, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/25489625-between-the-world-and-me
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coming Ashore: A Memoir,"Gildiner, Catherine*",1770412255,9781770412255,1770412255,408        pp,4.25,518,"Oct 01, 2014","Oct 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/20694902-coming-ashore
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Falls,"Gildiner, Catherine*",0307398226,9780307398222,0307398226,352        pp,4.09,"1,137","Oct 06, 2009","Oct 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/6347515-after-the-falls
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good Morning, Monster: A Therapist Shares Five Heroic Stories of Emotional Recovery","Gildiner, Catherine*",1250271487,9781250271488,1250271487,368        pp,4.46,"38,528","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/49127514-good-morning-monster
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maybe You Should Talk to Someone: The Workbook: A Toolkit for Editing Your Story and Changing Your Life,"Gottlieb, Lori*",1683734351,9781683734352,1683734351,120        pp,4.35,313,"Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/58408167-maybe-you-should-talk-to-someone
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed","Gottlieb, Lori*",,,B07BZ4F75T,413        pp,4.38,"323,447","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Kindle Edition,view,/book/show/40203647-maybe-you-should-talk-to-someone
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",0525522115,9780525522119,0525522115,289        pp,3.64,"394,844","Jul 10, 2018","Jul 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/36552920-my-year-of-rest-and-relaxation
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The London Séance Society,"Penner, Sarah *",0778387119,9780778387114,0778387119,352        pp,3.48,"47,920","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/61109069-the-london-s-ance-society
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",,,B087JJ2K54,320        pp,3.75,"369,329","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Kindle Edition,view,/book/show/49083252-the-lost-apothecary
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,604","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"473,950","May 25, 2017","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Kindle Edition,view,/book/show/32187419-conversations-with-friends
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,119","Dec 31, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/43923951-such-a-fun-age
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",0735224293,9780735224292,0735224293,338        pp,4.08,"1,175,223","Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/34273236-little-fires-everywhere
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elena Knows,"Piñeiro, Claudia",,,,143        pp,4.08,"16,552",2007,Jul 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Paperback,view,/book/show/56802275-elena-knows
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best Strangers in the World: Stories from a Life Spent Listening,"Shapiro, Ari",0063221365,9780063221369,B0B6KNPH58,254        pp,4.06,"4,923","Mar 23, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Kindle Edition,view,/book/show/61354671-the-best-strangers-in-the-world
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Veil of Doubt,"Virts, Sharon*",1959411330,9781959411338,B0BW65YMXH,410        pp,4.22,341,"Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Kindle Edition,view,/book/show/123330012-veil-of-doubt
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then She Fell,"Elliott, Alicia*",0593473086,9780593473085,0593473086,368        pp,3.96,"1,922","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/75500819-and-then-she-fell
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog of the North,"Mckenzie, Elizabeth*",0593300696,9780593300695,0593300696,336        pp,3.63,"2,922","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Hardcover,view,/book/show/61153742-the-dog-of-the-north
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rite Of Passage,"Panshin, Alexei",,,,254        pp,3.83,"3,584",1968,1975,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2023",,Paperback,view,/book/show/11093688-rite-of-passage
