,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kemper's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a Time in Hollywood,"Tarantino, Quentin",0063112523,9780063112520,0063112523,400        pp,3.88,"18,701",Jun 2021,"Jun 29, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I can’t believe I drank 8 whiskey sours while reading this book! It’s 1969 and former TV star Rick Dalton’s career is on a downhill slide while his neI can’t believe I drank 8 whiskey sours while reading this book! It’s 1969 and former TV star Rick Dalton’s career is on a downhill slide while his next door neighbors, Sharon Tate and Roman Polanski, are the new cool kids of Hollywood. Meanwhile, Rick’s stuntman/driver Cliff Booth has a run in with some freaky hippies who keep talking about their leader, Charlie.This one is a real oddity. You’ve got the writer/director of a successful movie releasing a novel based on it, but the book doesn’t exactly follow the film. In fact, the climax of the movie is casually revealed about one-third of the way through the book as something that eventually happens without going into details or mentioning it again. I’ve often thought that Quentin Tarantino’s films are kind of Rorschach tests in that people can and will read into them what they want. While he certainly deserves criticism for several things, and I often find his personality tiresome, his movies fascinate me. Particularly this one which I thought was one of his best and had really interesting themes about a time when Hollywood was both changing and remaining the same. I also thought it had a lot of intriguing things regarding movie violence vs. violence in reality. Since I had a lot of theories about what QT was actually saying about it, I enjoyed finding more details in the book that seemed to confirm that. Especially about Cliff Booth. If you’re into the movie, it’s worth a look, but you’re also not really missing out on anything if you just want to stick to the film version. If you don’t like QT or the film, it’s not gonna change your mind. Overall, it’s kind of like a literary version of deleted scenes. They can be interesting, but were most likely cut for a reason....more",Notes are private!,0,87,1,"Jun 29, 2021","Jul 29, 2021","Jun 29, 2021",,Paperback,view (with text),/book/show/55922484-once-upon-a-time-in-hollywood
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reckless        (Reckless, #1)","Brubaker, Ed",1534318518,9781534318519,1534318518,144        pp,4.22,"3,790","Dec 16, 2020","Dec 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ed Brubaker delivers yet another great crime comic. This time we've got a lead character who seems to be inspired by literary characters like Travis MEd Brubaker delivers yet another great crime comic. This time we've got a lead character who seems to be inspired by literary characters like Travis McGee and Matt Scudder as well as classic TV detectives like Jim Rockford and Thomas Magnum. Great stuff set in the early '80s....more,Notes are private!,0,40,1,"Oct 09, 2022","Oct 30, 2022","Jun 29, 2021",,Hardcover,view (with text),/book/show/55054792-reckless
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Heathens        (Quinn Colson, #11)","Atkins, Ace*",0593328396,9780593328392,0593328396,416        pp,4.05,"2,114","Jul 13, 2021","Jul 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy of this from NetGalley for .In these troubled and complicated times, it’s nice to be able to read a book set in aI received a free advance copy of this from NetGalley for .In these troubled and complicated times, it’s nice to be able to read a book set in a small town in Mississippi where the people still have old time family values and the problems of the modern world never intrude on them.And if you actually believe that I can tell you don’t really know anything about American small towns at all.As usual, there’s big trouble in Tibbehah County, and Sheriff Quinn Colson has to deal with it. The most pressing problem is that a barfly named Gina Byrd has vanished, and when evidence of foul play turns up, her troubled teenage daughter TJ is the prime suspect. TJ is the kind of tough-as-nails poor kid who has no use or respect for the law so despite her claims that she’s innocent, TJ goes on the run with her boyfriend, her best friend, and her younger brother. When they encounter a rich girl with her own problems and a very active Instagram account, TJ’s crime spree goes viral while she continues to claim that her mother’s boyfriend is the real guilty party.Quinn has a further complication because his former deputy turned US Marshal, Lillie Virgil, was a friend to the missing woman who automatically believes the worst about TJ, and she goes on a personally motivated hunt for the girl and her half-assed gang despite Quinn’s belief that their might be some truth to TJ’s story. Meanwhile, an old enemy of Quinn’s has returned and is quietly rebuilding his criminal empire as he tries to use the media firestorm around TJ to his own advantage. Adding to the mess are the utterly disgusting and psychotic father & son house painters who also moonlight as thugs for hire.Ace Atkins spent several of the previous books bringing several plots to a head which culminated nicely in the last one so this seems like a turning point in the series. There’s still a lot of the same characters, and previous events still have on-going consequences, but this feels like a new phase in the adventures of Quinn Colson is beginning. It’s a helluva good start, too.Atkins continues to nail the whole vibe of a small town from its low key charms and the complex relationships among people who know each other all too well. He also shows clear vision when exploring the flaws of some folks like the stomach turning hypocrisy or stubborn nostalgia for times that weren’t really all that great. There’s another interesting factor in play here. Atkins sometimes likes to slyly play off other fiction. For example, in one of his Spenser books he recreated a scene from True Grit, and he also used a darker version of The Dukes of Hazard as a template for another Quinn Colson novel. Here, I get the distinct impression that the inspiration may have been an ‘80s movie called The Legend of Billie Jean although it’s been a very long time since I’ve seen that one so take this observation with a grain of salt.Overall, it’s Atkins doing his usual thing of telling a rural crime story with social commentary mixed in, and there's damn few writers who can do it as well as he does....more",Notes are private!,0,35,1,"May 26, 2021","Jun 29, 2021","May 26, 2021",,Hardcover,view (with text),/book/show/55725795-the-heathens
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mighty Thor, Vol. 5: The Death of the Mighty Thor","Aaron, Jason",1302906607,9781302906603,1302906607,136        pp,4.40,"1,724","Jun 26, 2018","Jun 26, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I wasn't dead inside and incapable of human emotions anymore, this one might have got to me.Honestly though, while the idea of a female Thor could If I wasn't dead inside and incapable of human emotions anymore, this one might have got to me.Honestly though, while the idea of a female Thor could have just been a cheap gimmick, Jason Aaron wrote a helluva tale that covered a lot of ground, and he turned Jane Foster from a minor supporting character into one of my favorite people in Marvel. It was a fun ride, and it had some genuine emotional heft thanks Jane's story....more",Notes are private!,0,14,1,"May 23, 2021","May 23, 2021","May 24, 2021",,Hardcover,view (with text),/book/show/36423447-the-mighty-thor-vol-5
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mighty Thor, Vol. 4: The War Thor","Aaron, Jason",1302906585,9781302906580,1302906585,136        pp,3.88,"1,885","Jan 30, 2018","Jan 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, we had a War Doctor so why not a War Thor?",Notes are private!,0,9,1,"May 18, 2021","May 22, 2021","May 18, 2021",,Hardcover,view (with text),/book/show/35099438-the-mighty-thor-vol-4
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling,"Newman, T.J.*",1982177888,9781982177881,1982177888,304        pp,3.87,"76,591","Jul 06, 2021","Jul 06, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This seems to exemplify the very concept of an ‘airport novel’, but there’s a couple of problems with that. First, who’d want to read this while they This seems to exemplify the very concept of an ‘airport novel’, but there’s a couple of problems with that. First, who’d want to read this while they were actually on a plane? Second, it’s just not very good.Captain Bill Hoffman is an airline pilot, a husband, a father, and all around good guy who is flying a plane full of people from LA to New York. Unfortunately, a terrorist has taken his family hostage, and now Bill faces a horrible choice. He either uses a poison gas canister to kill the passengers and then crash the plane, or his family will be killed. That’s a pretty intriguing set-up, and the author, a former flight attendant, has a lot of detailed knowledge to keep the premise going for a while. Unfortunately, the whole thing collapses under the weight of bad plotting and paper thin characters. There’s a couple of things that I just couldn’t get past. Like if Bill is supposed to crash the plane, why does he also have to gas the passengers? How many times do you have to kill these people? The reason is to introduce a subplot about the flight crew trying to find a way to save them while Bill plays cat & mouse with the terrorist from the locked cockpit. While that provides some of the more interesting details about planes and procedures, it also doesn’t make a lick of sense.Another thing is that in a post 9/11 world, it pushes the suspension of disbelief far past the breaking point to think that the US government wouldn’t immediately shoot down an airliner with a compromised captain once the situation becomes known. There’s also a real humdinger of a fundamental flaw that will make you ask why the terrorists bother with the whole kidnapping scheme anyway, and the book’s only answer is some goobledy-gook of wanting Bill, as an average American, to have to make a choice.Although some effort is made to give the terrorists some real world justifications as to why they’re so angry, the rest of the cast is pretty much standard issue good-people-who-stand-together-in-the-face-of-adversity, and I’m sorry but as somebody living in America in 2021, I know that’s just complete bullshit. I was intrigued at the start, but the book lost me quickly, and after that I mainly read it just to heckle the stupidity....more",Notes are private!,0,90,1,"Sep 14, 2021","Oct 15, 2021","May 18, 2021",,Hardcover,view (with text),/book/show/56614951-falling
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mighty Thor, Vol. 3: The Asgard/Shi'ar War","Aaron, Jason",130290308X,9781302903084,130290308X,160        pp,3.79,"2,246","Aug 01, 2017","Jan 01, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More fun stuff with Jane Foster as Thor being caught up in the War of the Realms, confronting a couple of jerkface Shi'ar gods, and dealing with the PMore fun stuff with Jane Foster as Thor being caught up in the War of the Realms, confronting a couple of jerkface Shi'ar gods, and dealing with the Phoenix force. But not Jean Grey as the Phoenix, which was a relief. ...more",Notes are private!,0,12,1,"May 10, 2021","May 18, 2021","May 10, 2021",,Hardcover,view (with text),/book/show/33296478-the-mighty-thor-vol-3
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turnout,"Abbott, Megan*",059308490X,9780593084908,059308490X,340        pp,3.12,"20,581","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy from NetGalley for .The thing about Megan Abbott that continues to amaze me even after reading a bunch of her booI received a free advance copy from NetGalley for .The thing about Megan Abbott that continues to amaze me even after reading a bunch of her books is how she can get me interested in things I would have said wouldn’t hold my attention at all like cheerleading and gymnastics. Now she’s set a story around a ballet school and once again, I was riveted.Dara and Marie Durant weren’t raised like most kids. Home schooled by their mother who was a ballet instructor the girls were pretty much raised to dance, and once their parents died in a car crash they took over their mother’s school. Dara married her mother’s best student Charlie, who can no longer dance due to injuries, and the three of them live together in their childhood home. However, when Marie moves out of the house, and then a new person enters the school in the form of a manly-man contractor named Derek it seems like changes are going to happen whether Dara wants them to or not.Ms. Abbott does characters with complex relationships extremely well, and she might have done some of her best work yet with the Durant sisters. The most intriguing about them to me was how they’ve been in stasis for their adult lives. It goes beyond just living in their old house and running the school their mother started because they haven’t changed or upgraded anything since, and Dara in particular seems determined to preserve that status quo, as if every aspect of her family history was worthy of being in a museum. When Marie starts to rebel against this situation, Dara takes it as Marie trying to abandon both her and their mother’s legacy.In fact, if this story was a little more quirky and less dark, it sounds like the set up to a Wes Anderson movie with an eccentric family stuck in the past and having issues dealing with the future. However, since it’s a Mighty Megan Abbott production things take a turn with some old secrets being revealed and some new secrets created. The question becomes if Dara and Marie can ever get back to their old routine. And even if they could, should they?All around great family drama with some crime elements that also drops in a lot of detail about a ballet school from the best way to break in a pair of ballet shoes to how awful the students can be to someone who gets a lead role in the school’s annual production of The Nutcracker....more",Notes are private!,0,72,1,"May 10, 2021","May 23, 2021","May 10, 2021",,Hardcover,view (with text),/book/show/55573785-the-turnout
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Later,"King, Stephen*",,,B08F4GYM8W,248        pp,3.98,"125,874","Mar 02, 2021","Mar 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A young boy sees dead people. No, not THAT young boy, and Bruce Willis is not involved.Jamie Conklin seems like an ordinary kid being raised by his siA young boy sees dead people. No, not THAT young boy, and Bruce Willis is not involved.Jamie Conklin seems like an ordinary kid being raised by his single mother in New York during the late ‘00s, but Jamie has the gift/curse of being able to see and communicate with people who died recently. While it causes him to sometimes see the grisly aftermath of somebody’s demise, it also allows him to do things like help a grieving neighbor whose wife just died learn where she had left her wedding ring. Jamie’s mother has wisely told him not to talk about his ability, but when she desperately needs to talk to a dead man, Jamie is pressed into service. Unfortunately, Jamie’s mom also tells her girlfriend, a cop who doesn’t do things by the book, and when she gets into trouble on the job she wants Jamie’s help and won’t take no for an answer.Like the other times that Uncle Stevie has done a book for Hard Case Crime, this has a supernatural element and isn’t the kind of straight up hard boiled story they usually do. I also didn’t care much for King’s other recent books where he’s tried to blend thrillers with horror which left me fully prepared to dislike this one. So I was pleasantly surprised that I enjoyed it.For one thing, it is not The Sixth Sense rip-off that a quick plot summary makes it sound like, and King blends the supernatural with a crime story more naturally than he has in other things. It helps that it’s short, especially by Uncle Stevie standards, at less than 300 pages. Things move along at a brisk pace, and that makes it a solid page turner. He just had a cool idea for a story and banged it out with no padding to it at all.I was also pleased that King did such a nice job at writing it from Jamie’s point of view. It seems like he’s really struggled to write younger lead characters these days, and his protagonists who are supposed to be in their 30s or 40s often come across as elderly people. Writing kids is something King used to do really well, and it was nice to see that he still has that touch.This is one of those times that I really wish Goodreads let us do half stars because this would be the perfect example of a 3.5 for. Pretty good, a lot of fun, and well worth a look, but not quite great enough for a full 4. Overall, it was a nice reminder of the old Uncle Stevie magic even if it’s not going to make anyone forget about The Shining....more",Notes are private!,0,82,1,"Apr 22, 2021",May 2021,"Apr 22, 2021",,Kindle Edition,view (with text),/book/show/54798175-later
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Decembers,"Kestrel, James*",1789096111,9781789096118,1789096111,429        pp,4.44,"7,766","Oct 19, 2021","Oct 19, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**Floating this  because it just won an Edgar Award for best novel. Also, it's been officially revealed that James Kestrel is a pen name for Jon**Floating this  because it just won an Edgar Award for best novel. Also, it's been officially revealed that James Kestrel is a pen name for Jonathan Moore, an author I've been reading for several years now. If you liked this one, check out other Moore novels like The Poison Artist and Blood Relations.**I received a free advance copy of this from the author.It’s a Hard Case Crime novel set in Hawaii just weeks before the infamous Pearl Harbor attack occurs on December 7, 1941. I pretty much feel like that’s all I need to say to convince people to check it out.But fine, if you want to know a little more, then keep reading…Joe McGrady is a police detective in Honolulu who is called to a gruesome double murder. Things get complicated when one of the victims turns out to be a relative of a prominent Navy admiral and the other is a young Japanese woman. With tensions high, Joe’s boss just wants the case solved as quickly and quietly as possible, and McGrady ends up hot on the trail of the killer across the Pacific. However, the outbreak of World War II derails the investigation as well as Joe’s life.This is one of those books that’s tricky to  because I don’t want to say much more about the plot because it takes some surprising twists that end up being the best part of the of the story. So I don’t want to spoil those, but then I can’t really dig into some of the particulars.What I can say is that this is a novel built on making readers feel like they’re in a particular time and place, and James Kestrel does a superior job of that. From describing the streets and people of Honolulu in 1941 to several other locations, you get all of the atmosphere without it feeling like a bunch of regurgitated facts from a history class.The plotting is also very well done as it mixes the realistic grind of detective work with some of the historical details of the setting. For example, one clue revolves around how there were no Packard dealerships in Hawaii at the time so that type of car was very rare on the islands, but trying to track down a particular one means spending hours ing car registration records. There’s a lot of great procedural bits about trying to track down a killer in the era before computer databases and modern forensics. Even the methods of communication play a part with cables being a key element to how things unfold.Character work is another strong element with Joe McGrady being the kind of complex figure you want at the center of this kind of story. As an ex-soldier with no family to speak of, Joe is a loner who didn’t grow up in Hawaii so he’s seen as an outsider even by his fellow cops, and it’s evident from the start that he’s not entirely trusted by them. The feeling goes both ways as Joe deals with the agenda of his boss and others. His one real connection is his growing feelings towards the woman he’s been seeing, Molly.The story also plays off the readers knowing that World War II is about to start to good effect. Kestrel drops a few well-placed ominous hints that foreshadow that the whole world is about to go sideways even as Joe is hoping to get the case wrapped up in time to spend a romantic Christmas with Molly. It makes the whole thing one of those books where you’re tensed up the entire time, and just wish that you could warn everyone in it what’s coming.It’s a fantastic crime novel that takes the classic tale of a determined detective hunting a killer and turns it into the tragedy of one man who gets caught up in epic historical events....more",Notes are private!,0,149,1,"Apr 22, 2021","Apr 22, 2021","Apr 22, 2021",,Hardcover,view (with text),/book/show/57522883-five-decembers
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven's a Lie,"Stroby, Wallace",0316540609,9780316540605,0316540609,272        pp,3.85,379,"Apr 06, 2021","Apr 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Crime fiction fans know this rule well: If you come across a bag of money, don’t take it.Fortunately for us, Joette Harper is apparently unfamiliar wiCrime fiction fans know this rule well: If you come across a bag of money, don’t take it.Fortunately for us, Joette Harper is apparently unfamiliar with stories like No Country For Old Men and A Simple Plan. Otherwise she would have known better, and we wouldn’t have this great book to read.Joette has been riding an epic streak of bad luck. Her husband died, she lost her job at a bank when it got bought out, and her mother is fading fast in a nursing home. With a mountain of medical bills to pay, she’s lost her house, and the only job she can find near her mother is as a desk clerk at a crappy motel. While working one night she witnesses a car accident and while futilely trying to save the driver’s life she finds a bag with almost $300,000 in the flaming wreckage. Acting on impulse, Joette takes the bag and hides it from the police, but she doesn’t realize that it’s drug money stolen from a very dangerous man named Travis Clay.Once he’s established the set-up, author Wallace Stroby then takes us through a story that is familiar, but he manages to subvert expectations at several points. It’s mainly the character work that sets this one apart, and with Joette in the lead we’ve got a smart woman who is the kind of person who would risk her own life to attempt to save a stranger from a burning car, but her circumstances have made her desperate enough to take the cash. This isn’t a greedy person, she’s just someone who really needs this money, and that makes you sympathize with her from the jump. She’s also smarter than a lot of the characters we get in these situations as she immediately stashes the cash in secure locations and does a good job of covering her tracks.The antagonist Travis Clay could have been a cliché or an Anton Chigurh rip-off as a violent man seeking his money, but while he fits that profile in some ways, there’s again a sly nudging of things off the typical beats. Usually there’s a kind of pragmatic ruthlessness to characters like these, but Clay gets obsessed with the idea of recovering the money which leads him down increasingly bloody avenues that start to cut off his options even as he is pressuring Joette. It all works so that even as the book builds tension and seems headed towards a predictable outcome, you start to realize that things aren’t going to work for anybody like they planned.Wallace Stroby is a writer I like a lot, and oneI think should be getting a lot more attention. His Chrissa Stone novels starting with Cold Shot to the Heart was one of the better series about a professional thief you’ll find this side of a Richard Stark novel, and his last book Some Die Nameless was a great thriller as well. This is just the latest example of why crime fiction fans should be reading him....more",Notes are private!,0,50,1,"Apr 12, 2021","Apr 27, 2021","Apr 12, 2021",,Hardcover,view (with text),/book/show/54816558-heaven-s-a-lie
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lincoln Lawyer        (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)","Connelly, Michael*",,,B000FCKG1G,405        pp,4.21,"235,708","Oct 03, 2005",Jun 2018,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"For over a year now a lot of us have been working from home, and now I feel like a real rube because what I should have done was get a Lincoln and havFor over a year now a lot of us have been working from home, and now I feel like a real rube because what I should have done was get a Lincoln and have somebody drive me around all day while I did my job. Mick Haller is a defense attorney who uses his car as an office as he shuttles between courts and jails seeing various clients. While not not completely crooked, Mick is certainly bent, and he has no problem using every trick he knows to keep his clients out of prison. When a wealthy young man is accused of brutally assualting a woman during an attempted rape, he hires Haller and insists that he’s innocent despite the evidence. At first, Mick sees this new client as nothing more than a big pay day, but as new things come to light Mick finds himself personally involved in ways he could never have dreamed of.I’ve got a weird thing going with Michael Connelly. He’s an incredibly popular crime writer, and I’m a guy who loves crime fiction. His ideas and characters seem like they should be right in my wheelhouse, and this is another example of that. Yet, despite having several of my reading buddies cite Connelly as a favorite of theirs I remain mostly immune to his charms. Which is weird because I like plenty of other books that are similar in tone and concepts to what Connelly does. I guess it’s just like J.K. Simmons said in Whiplash, it’s not quite my tempo.So while I enjoyed this one and found the character of Mick Haller intriguing, I just kind of wish that there was something MORE to the book, even if I couldn’t tell you exactly what it is I found lacking. I guess one point was that I was more into the angles that Haller played in the early part of the book than I was once the main plot got rolling. In fairness, the whole last act does hinge on Haller pulling off an unorthodox courtroom stunt so it’s not like Connelly just forgot that Haller was a lawyer. It’s more like he got more interested in the crime plot than the character, and so I wished Mick was a little bit less of a standard male lead in a thriller and more sleazy lawyer in the last act.Still, I got no major complaints, and it’s got some aspects I really liked....more",Notes are private!,0,36,1,"Apr 05, 2021","Apr 17, 2021","Apr 05, 2021",,Kindle Edition,view (with text),/book/show/40612032-the-lincoln-lawyer
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Writer Prepares,"Block, Lawrence*",,,B08XQXH432,286        pp,4.30,111,2021,"Jun 24, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free copy of this from the author for .First there was Batman Begins and now we have Block Begins.Lawrence Block seems like a permaI received a free copy of this from the author for .First there was Batman Begins and now we have Block Begins.Lawrence Block seems like a permanent fixture in crime fiction to me so it’s hard to imagine that there was ever a time when someone couldn’t wander into any bookstore or library and find several shelves filled with his works. However, everybody has to start somewhere, and in this memoir of the early days of his writing life Mr. Block tells us how he got his.It wasn’t exactly a straight line even if he knew what he wanted to do from the time he was fifteen years old and got encouragement from an English teacher. A job at a shady literary agency provided invaluable experience and contacts to start his career churning out material under various pen names, most of it erotica, but even after he had his start Mr. Block bounced around between college and sometimes worked other jobs even as he was paying the bills with his writing. This isn’t a traditional memoir. As Mr. Block explains, he began it in 1994 and wrote most of it one quick burst, but even though he had a publisher for it he set it aside and didn’t pick it up again until late in 2019 when he was going through old material to donate to a college. Rereading it sparked his interest, and he finished it up while leaving most of what he wrote back then intact.A writer looking back at his career in his fifties, and then revisiting that in his eighties is unique and fascinating. One of the more interesting aspects is how Mr. Block’s attitude towards his early work-for-hire output has changed. Back in the ‘90s he refused to acknowledge or sign anything he’d written back then. These days, he cheerfully has these books reprinted either via e-books or via publishers like Hard Case Crimes. While never going so far as to say that he was ashamed of this early writing, he had various reasons for not wanting to take credit for it either back then. So explaining that shift is one of the things that benefits from letting the book sit for that long.This is also most definitely NOT a biography. While certain aspects of his personal life come it’s always in relation to explaining something related to his writing. So there are some things mentioned like the death of his father and starting a family during his first marriage, but those aren’t the focus. It’s treated mainly as the backdrop to give a reader an understanding of what the situation was when Mr. Block made a choice regarding his writing. There’s also a lot of fun stories and details about things like how the work-for-hire game was played, and how the Scott Meredith agency profited off of keeping wannabe writers on the hook for more reading fees. One trick that Mr. Block shares is how he sometimes used dialogue which often features a character wandering off the point as a a way to easily stretch out a page count for a book. This ultimately became part of his writing style. Hard core fans should also be aware there isn’t anything about how he came up with his later creations like Matt Scudder, Bernie Rhodenbarr, or Keller. Here, the culmination of the story is how he was originally inspired to start his Evan Tanner novels, and how they became the next stage where he left What we end up with isn’t so much a full historical account of Mr. Block’s life or writing. Rather it’s him looking back at his youth from two different perspectives, and how the experiences then shaped him into the writer he would become. What I loved about is the casual and sometimes wandering nature of it. It’s as if a reader sat down with Mr. Block over a cup of coffee and got to listen to him tell a bunch of stories about the old days. As a longtime fan of his, that’s a real treat....more",Notes are private!,0,46,1,"Apr 02, 2021","Apr 10, 2021","Apr 02, 2021",,Kindle Edition,view (with text),/book/show/57466395-a-writer-prepares
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vision and the Scarlet Witch (1982) #1,"Mantlo, Bill",,,B00ZO22WKA,23        pp,3.84,174,unknown,"Apr 28, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a story about what happens when a mutant marries a robot, and they try to retire from being superheroes to live ordinary lives in the suburbs.This is a story about what happens when a mutant marries a robot, and they try to retire from being superheroes to live ordinary lives in the suburbs. Guess how well that goes?Pretty fun stuff that comes in the era when the goofy and the grounded were mixed together in Marvel comics. Like the idea that Wanda and the Vision would take a break from the Avengers and try to build a life together is something seems normal and down to earth, but then they always still wear their superhero outfits around the house and get attacked by demons before they can even unpack. ...more",Notes are private!,0,9,1,not set,not set,"Mar 28, 2021",,Kindle Edition,view (with text),/book/show/26071748-vision-and-the-scarlet-witch-1982-1
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Entombed,"Keene, Brian*",,,,204        pp,3.83,496,May 2011,May 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2021",,Hardcover,view,/book/show/11337175-entombed
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Project Hail Mary,"Weir, Andy*",0593135202,9780593135204,0593135202,476        pp,4.51,"565,612","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advanced copy of this from NetGalley for .Amnesia in SPAAAACCCEEEEE!!!A man wakes up from an extended induced coma on-board a I received a free advanced copy of this from NetGalley for .Amnesia in SPAAAACCCEEEEE!!!A man wakes up from an extended induced coma on-board a spaceship alongside two corpses, and he no idea of who he is or how he got there. As he explores the ship, he slowly begins to get his memory back and realizes that he’s Ryland Grace, the sole survivor of a desperate mission to reach another solar system and hopefully find the answers to save Earth from a cosmic catastrophe. With only a sketchy idea of how the ship works Ryland must rely on basic science and improvisation to try and accomplish his mission, but he’ll find more than a few surprises waiting for him when he reaches his destination.Since The Martian was such a sensation I think Andy Weir is doomed to be one of those authors whose later work is always compared to his debut, and there’s no doubt of some similarities here. The most obvious one is that they both feature smart and funny main characters being alone and having to science the shit out of what they have on hand to get the job done. In fact, it’d be easy to see this as just flipping The Martian’s plot because in it you had pretty much the entire world banding together to save one isolated man, and Project Hail Mary is about one isolated man trying to save the entire world. However, while it seems at first that both books are working off the same template, Weir only relies on that hook for a while before seriously changing things up and getting very creative. In fact, I suspect that some fans of The Martian are going to dislike this because of how it seems to start out in that near-future type of hard sci-fi that the mainstream is quicker to accept, but then it takes a hard turn into weirder concepts.I don’t want to say too much because I feel like this is one that benefits from going in knowing as little as possible. Rest assured that even when things get strange that Weir still relies on a funny narrator working off a foundation of real science so that it stays grounded and relatable.It also has a couple of really good twists, and actually ends up being a far more moving book than I thought it would be. It’s not as good as The Martian because part of the appeal was Weir’s ability to make science entertaining, but now that's part of his brand so it doesn't feel as new and inventive as it did before. It's still a supremely entertaining book that blends a realistic approach with sci-fi and comes up with something that again feels fresh....more",Notes are private!,0,163,1,"Mar 10, 2021","Mar 30, 2021","Mar 10, 2021",,Hardcover,view (with text),/book/show/54493401-project-hail-mary
