,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amanda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Soloist: A Lost Dream, an Unlikely Friendship, and the Redemptive Power of Music","López, Steve",042522600X,9780425226001,042522600X,289        pp,3.91,"10,257","Jan 01, 2008","Sep 30, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This one makes me ponder. Hmmm...,Notes are private!,0,0,1,"Jan 24, 2011","Feb 04, 2011","Jan 25, 2011",,Paperback,view (with text),/book/show/3272968-the-soloist
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Pretties        (Uglies, #2)","Westerfeld, Scott*",0689865392,9780689865398,0689865392,370        pp,3.84,"261,686","Nov 01, 2005","Nov 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So, at the beginning, this book is like, totally bogus. It's like completely angry-making. Especially because of the parts where the only ways to staySo, at the beginning, this book is like, totally bogus. It's like completely angry-making. Especially because of the parts where the only ways to stay bubbly are when you kiss a really pretty-looking boy and also when you don't eat or drink anything but coffee for weeks on end. Completely reinforcing negative teenage behaviors. But the end part was good about the Specials. Exciting, Tally-wa!...more",Notes are private!,0,0,1,"Jan 23, 2011","Feb 14, 2011","Jan 24, 2011",,Paperback,view (with text),/book/show/24768.Pretties
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cat's Life,"Burton, Jane",143511762X,9781435117624,143511762X,224        pp,4.58,12,2008,"Oct 05, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It won't make you LOL or anything, but it will make you want to snuggle a kitty.(No, that is not a euphemism.)It won't make you LOL or anything, but it will make you want to snuggle a kitty.(No, that is not a euphemism.)...more",Notes are private!,0,0,1,"Dec 25, 2010","Dec 26, 2010","Dec 26, 2010",,Hardcover,view (with text),/book/show/7062584-a-cat-s-life
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,051,630","Jun 26, 1997","Nov 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2010",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,694,423","Jul 08, 2000","Sep 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2010",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,382,853","Jun 21, 2003",Sep 2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2010",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,184,268","Jul 08, 1999","May 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2010",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Chamber of Secrets        (Harry Potter, #2)","Rowling, J.K.",,,B00ES27LCQ,352        pp,4.43,"3,927,748","Jul 02, 1998","Jun 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 13, 2010",,Hardcover,view,/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Prayer for Owen Meany,"Irving, John*",,,,617        pp,4.24,"320,896","Mar 28, 1989",May 1990,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book... God, I don't know.*sigh*The shot. It's the shot. The shot saved it.This book... God, I don't know.*sigh*The shot. It's the shot. The shot saved it....more",Notes are private!,0,1,1,"Dec 09, 2010","Jan 23, 2011","Dec 13, 2010",,Mass Market Paperback,view (with text),/book/show/77220.A_Prayer_for_Owen_Meany
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ecology of a Cracker Childhood,"Ray, Janisse*",1571312471,9781571312471,1571312471,224        pp,4.02,"3,247",1999,"Jul 28, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I did not like this book. It had a spanking scene and I can't overcome a spanking scene. Tooooo much for me to handle.There were, however, two incidenI did not like this book. It had a spanking scene and I can't overcome a spanking scene. Tooooo much for me to handle.There were, however, two incidences of AMAZING WONDERFULNESS in this book.A. The chapter in which she describes her father's depression, institutionalization, and love for his wife. Leafing through the pages, I can't find the passage. I am sad to not be able to re-experience it today.B. The two chapters near the very end, entitled ""The Kindest Cut"" and ""Leaving."" She writes of scenes that make me want to walk again in the world, find awe in what's new, and learn who I am myself. I have now come away from the end of this book (after so many months apart). It feels good to finish and to look at the sunshine and sky, thinking and reflecting....more",Notes are private!,0,5,1,Aug 2009,Dec 2010,"Dec 01, 2010",,Paperback,view (with text),/book/show/196714.Ecology_of_a_Cracker_Childhood
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Betcha!: The Witless Wisdom of Sarah Palin,"Gregory, Leland",0740797565,9780740797569,0740797565,112        pp,3.07,27,"Jul 13, 2010","Jul 13, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Gave me something to do for an hour. This book was kinda pitiful really.,Notes are private!,0,2,1,"Nov 27, 2010","Nov 27, 2010","Nov 27, 2010",,Paperback,view (with text),/book/show/8181506-you-betcha
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Save an alligator, shoot a preppie: A terrorist guide","Flippin, Royce",0891042857,9780891042853,0891042857,92        pp,4.14,7,1981,"Jan 01, 1981",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I don't really understand this book because I'm not living in New England in the 1970s. But I did laugh a few times.I don't really understand this book because I'm not living in New England in the 1970s. But I did laugh a few times....more,Notes are private!,0,0,1,"Nov 08, 2010","Nov 08, 2010","Nov 11, 2010",,Paperback,view (with text),/book/show/1011766.Save_an_alligator_shoot_a_preppie
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seagull,"Chekhov, Anton",0413771008,9780413771001,0413771008,65        pp,3.91,"33,327",1895,"Feb 09, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Paperback,view,/book/show/79649.The_Seagull
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peer Gynt,"Ibsen, Henrik",0486426866,9780486426860,0486426866,144        pp,3.71,"8,339","Nov 14, 1867","May 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Paperback,view,/book/show/279221.Peer_Gynt
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Chatterley's Lover,"Lawrence, D.H.",,,B004A14V1Y,335        pp,3.50,"125,610",1928,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Kindle Edition,view,/book/show/9641970-lady-chatterley-s-lover
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sons and Lovers,"Lawrence, D.H.",,,0375753737,654        pp,3.64,"53,134",1913,"Aug 17, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Paperback,view,/book/show/32071.Sons_and_Lovers
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rubyfruit Jungle,"Brown, Rita Mae",055327886X,9780553278866,055327886X,246        pp,3.92,"42,331",1973,"May 01, 1983",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Molly Bolt and Scout Finch could be sisters. Both just going their own way. When you read this book, I think you should read it like you're a woman inMolly Bolt and Scout Finch could be sisters. Both just going their own way. When you read this book, I think you should read it like you're a woman in the 70s. You'll say to yourself, ""Self, you got it goin' on."" Oh yeah. ...more",Notes are private!,0,0,1,Jan 2014,"Jan 07, 2014","Nov 07, 2010",,Mass Market Paperback,view (with text),/book/show/385227.Rubyfruit_Jungle
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songs of Innocence and of Experience,"Blake, William",1420925806,9781420925807,1420925806,56        pp,4.09,"48,858",1794,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Paperback,view,/book/show/171547.Songs_of_Innocence_and_of_Experience
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Song of J. Alfred Prufrock and Other Poems,"Eliot, T.S.",0848809971,9780848809973,0848809971,44        pp,4.32,"18,980",1915,1976,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Hardcover,view,/book/show/118389.The_Love_Song_of_J_Alfred_Prufrock_and_Other_Poems
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Howards End,"Forster, E.M.",0486424545,9780486424545,0486424545,246        pp,3.96,"89,636","Oct 18, 1910","Oct 29, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Paperback,view,/book/show/3102.Howards_End
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educating Rita,"Russell, Willy",0413767906,9780413767905,0413767906,82        pp,3.69,"4,533",1980,"Jul 23, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 07, 2010",,Paperback,view,/book/show/75856.Educating_Rita
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nectar in a Sieve,"Markandaya, Kamala",0785758712,9780785758716,0785758712,unknown,3.68,"10,280",unknown,1956,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** Meh. Whatever. The husband dies. Who cares. He cheated on her a zillion years ago and I won't forgive him. The End.**spoiler alert** Meh. Whatever. The husband dies. Who cares. He cheated on her a zillion years ago and I won't forgive him. The End....more,Notes are private!,0,6,1,"Oct 13, 2010","Nov 20, 2010","Oct 17, 2010",,Library Binding,view (with text),/book/show/862768.Nectar_in_a_Sieve
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Almost Moon,"Sebold, Alice",0316677469,9780316677462,0316677469,295        pp,2.72,"38,645",2007,"Oct 16, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think The Universe is trying to tell me something. Over the last few weeks I've been wedged between crazy women. Overbearing women. Women I hate andI think The Universe is trying to tell me something. Over the last few weeks I've been wedged between crazy women. Overbearing women. Women I hate and fear. Women I'm afraid I'm becoming--if I take one step in the wrong direction--one day, peering through the slats of cheap metal blinds at a world I do not understand, and more to the point, a world I despise.Ok, anyway. The women. First: Amanda in The Glass Menagerie. When I was a sophomore in college, I had to play the Amanda role for a scene in my acting class. It was frightening to me, being in a class with people who were much cooler than I was. Frightening to me to have a scene partner who reeked of booze and had bad breath. Frightening that ""acting"" isn't as easy as it seemed when I was in high school. Frightened that I sucked. We're doing this play right now at the theatre where I work. I watched the final dress rehearsal this past weekend and couldn't take my mind away from darkness. And now: Clair Knightly, Helen's mother. A clinically depressed, agoraphobic bitch. And much like Amanda, she creates a wretched co-dependency with her children that causes them to attempt to survive living paralysis. It's heartbreaking. Helen is destined. Desperate. Justified? No. Yes. Either way...The book is not necessarily well-written (except for sometimes when it's awesome), especially after reading The Lovely Bones (which is basically what every single goodreads  says, too), but when it comes right down to it, I think it's a pretty realistic, or at least insightful, telling of how some of us can be royally fucked up in the head. And why most of us should never ever ever have children. Because most of us fall along the spectrum somewhere between bitches and bonkers, and then the cycle just perpetuates itself--mommy, baby, mommy, baby, crazy, mean, crazy, mean. I'm afraid it might happen to me. Maybe this is why God or The Universe or whoever's out there has not let me be a mother yet. Is that what you're telling me, Universe? Or is it just that Control isn't all that important in the big scheme? Or maybe simply that I don't have it so bad afterall. So far. Hmmmph.Tomorrow, I will send my mother flowers. Or maybe a Ferrari. I might be a little fucked in the head, but at least it's not because of her. Thanks, Mom. ...more",Notes are private!,0,1,1,"Aug 31, 2010","Sep 09, 2010","Sep 05, 2010",,Hardcover,view (with text),/book/show/783291.The_Almost_Moon
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Princess of the Fillmore Street School,"Sharmat, Marjorie Weinman",0385902913,9780385902915,0385902913,80        pp,3.47,86,1989,"May 10, 2005",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"***REVIEW RATED NC-17***This book is fucking retarded. It's about a snotty brat who lives in a mansion and just so happens to be a ""detective"" who ""so***REVIEW RATED NC-17***This book is fucking retarded. It's about a snotty brat who lives in a mansion and just so happens to be a ""detective"" who ""solves"" cases for the other snotty brats who go to her school. In this particular case, a blonde Miss Perfect is getting on everybody's nerves because she wants to be Princess of the school and has started redecorating and kids are tripping over flowerpots and shit. Detective Whatshername is tasked to put an end to the madness. She does. But only after giving Miss Perfect a hundred bucks and driving her around in her limo a couple times.So, the moral of the story is... Hell, I have no idea....more",Notes are private!,0,1,1,"Aug 26, 2010","Aug 26, 2010","Aug 27, 2010",,Library Binding,view (with text),/book/show/9106238-the-princess-of-the-fillmore-street-school
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,415","Jul 16, 1951","Jan 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 05, 2010",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The 5 Love Languages: The Secret to Love That Lasts,"Chapman, Gary",0802473156,9780802473158,0802473156,208        pp,4.27,"429,459",1990,"Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. I don't know if it works, but at least I know more about myself now. That's good, right?I really liked this book. I don't know if it works, but at least I know more about myself now. That's good, right?...more",Notes are private!,0,0,1,not set,"Jul 28, 2010","Jul 28, 2010",,Paperback,view (with text),/book/show/1906128.The_5_Love_Languages
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angela's Ashes        (Frank McCourt, #1)","McCourt, Frank",068484267X,9780684842677,068484267X,368        pp,4.14,"629,170","Sep 05, 1996","May 25, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hmmm...I read this book several months ago and I still find myself thinking about it now and then. Or maybe more accurately, I find myself noticing itHmmm...I read this book several months ago and I still find myself thinking about it now and then. Or maybe more accurately, I find myself noticing it in my mind.I suppose it will be this way for a long time....more",Notes are private!,0,0,1,not set,Apr 2010,"Jul 21, 2010",,Paperback,view (with text),/book/show/376609.Angela_s_Ashes
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",,,,202        pp,3.69,"2,903,902","Sep 17, 1954","Dec 16, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2010",,Mass Market Paperback,view,/book/show/84943.Lord_of_the_Flies
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",0451516753,9780451516756,0451516753,268        pp,4.19,"4,597,670","Jun 08, 1949","Jul 01, 1981",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meh. This book was boring. Not the whole book mind you, but parts. (Not the same as butt parts.) The most especially boring parts were where he was reMeh. This book was boring. Not the whole book mind you, but parts. (Not the same as butt parts.) The most especially boring parts were where he was reading The Book and where Dr. Scratch-n-Sniff was regaling Winston with the party rhetoric during his ""lessons."" I didn't need those things spelled out for me. I figured all that stuff out on my own. It was obvious (and therefore boring) even to me, and I'm only just mildly smart. I can imagine how boring 1984 would be to someone with a higher IQ than mine.Now I know there are tons of folks out there that disagree with me. I know that there are tons of folks who will say, ""You have to think of this book in its historical context! At the time it was written, this book was top intellectual and political fodder! It was RELEVANT!!!"" And I'm sure you folks are right. But did I like it? No. It registered a 2 on my reading-is-fun scale. And you can have its importance in the history of mankind and all that is sacred and orderly....more",Notes are private!,0,1,1,not set,"Jul 07, 2010","Jul 11, 2010",,Mass Market Paperback,view (with text),/book/show/5477.1984
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Foxes,"Hellman, Lillian",0856760919,9780856760914,0856760919,108        pp,3.95,"5,340",1939,2001,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2010,"Jul 11, 2010",,Paperback,view,/book/show/280797.The_Little_Foxes
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,M Is for Magic,"Gaiman, Neil*",0061186422,9780061186424,0061186422,260        pp,3.81,"18,335","Jul 01, 2007","Jul 01, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was a great way to pass some time. I liked it and enjoyed reading it, though I'm not sure I could add it to my favorites pile. Anyway, two tThis book was a great way to pass some time. I liked it and enjoyed reading it, though I'm not sure I could add it to my favorites pile. Anyway, two things:1. The next-to-last story, called ""The Witch's Headstone"" is an excerpt from The Graveyard Book. That, or it was the seed that later became The Graveyard Book.2. The ""Epicurean Club"" has reminded me that some people may pose as your friends, but you'll only end up burned in the end. And that's so sad. I don't particularly want to be reminded of this--it's hard enough to trust people, especially those who love me and who I love back, without being reminded....more",Notes are private!,0,0,1,"Jan 14, 2010","Aug 05, 2010","Jan 14, 2010",,Hardcover,view (with text),/book/show/47699.M_Is_for_Magic
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Banner of Heaven: A Story of Violent Faith,"Krakauer, Jon*",0330419129,9780330419123,0330419129,400        pp,4.01,"207,136",Jul 2003,2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2010",,Paperback,view,/book/show/10847.Under_the_Banner_of_Heaven
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sherlock Bones, Tracer of Missing Pets","Keane, John",0397013353,9780397013357,0397013353,240        pp,3.91,22,May 1979,"Jan 01, 1979",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this book up on the ""free"" shelf at Ed McKay about a hundred years ago (maybe less). When I first saw it, I thought, ""Hey, that'll be a quickI picked this book up on the ""free"" shelf at Ed McKay about a hundred years ago (maybe less). When I first saw it, I thought, ""Hey, that'll be a quick, fun read. I wonder if the dog is the detective..."" So there it sat on my shelf year after year, waiting for me to be in the mood to read a story about a crime-fighting sheepdog. The day finally came and I geared myself up for some silly stories with a jovial tone. And about a half-chapter in, I regretted my choice of novels. Good grief, the writer was taking himself wayyyyy too seriously. There was no silliness in this book! No witty quips. He even used his own name as the narrator's name. And there was no talking dog or even a lassie type, just a boring ol pooch of the average variety.Meh.So I put the book down.But I picked it up again, bored, mechanically, less than half-heartedly. Not bearing to read another chapter, I decided to read the covers. Both of them. Every word. And when I did this, I discovered the key to what I'd been missing--these are the TRUE adventures of Sherlock Bones! Well no wonder he was taking himself so seriously and no wonder he named the main character after himself. My interest was renewed, my fire sparked, and the animal-lover in me began to feel the buzz of a triumphant spirit. Sherlock Bones is comprised of a dozen or so tales of reunification between man and his best friend. And it'll make ya cry, baby. If you're a sentimental wuss like me. Oh, PS--my book cover looks like this:[image]Also, how do you like my early morning hair style? Nice, huh?...more",Notes are private!,0,3,1,not set,"Dec 27, 2009","Dec 27, 2009",,Hardcover,view (with text),/book/show/3184960-sherlock-bones-tracer-of-missing-pets
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My World: A Companion to Goodnight Moon,"Brown, Margaret Wise",0694016608,9780694016600,0694016608,32        pp,3.45,"1,121",1949,"Jan 01, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book fucking sucks.,Notes are private!,0,17,1,not set,"Aug 13, 2009","Dec 13, 2009",,Paperback,view (with text),/book/show/237337.My_World
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dixie Noir,"Curnutt, Kirk*",159414821X,9781594148217,159414821X,291        pp,3.95,55,Nov 2009,"Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2009",,Hardcover,view,/book/show/6653318-dixie-noir
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lullabies for Little Criminals,"O'Neill, Heather*",0060875070,9780060875077,0060875070,330        pp,4.03,"26,451","Oct 17, 2006","Oct 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kim's recommendation said, I've only just started this, but the writing is beautiful. Listen to this: ""Inside the card was a five-dollar bill with theKim's recommendation said, I've only just started this, but the writing is beautiful. Listen to this: ""Inside the card was a five-dollar bill with the words ""I love you"" written on it with a blue pen. I wondered how I could spend a bill that had the words 'I love you' written on it. Somehow I knew that I would, on movie or comic books. Love is a big and wonderful idea, but life is made up of small things. As a kid, you have nothing to do with the way the world is run; you just have to hurry to catch up with it....more",Notes are private!,0,0,0,not set,not set,"Aug 17, 2009",,Paperback,view (with text),/book/show/22207.Lullabies_for_Little_Criminals
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,B Is for Beer,"Robbins, Tom",0061687278,9780061687273,0061687278,128        pp,3.40,"6,361","Apr 21, 2009","Apr 21, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I see you. Yes, you. The Tom Robbins fan. Quit making that face. Yank out the wedgie. Relax, man! This two-star rating bears no reflection on YOU. I’mI see you. Yes, you. The Tom Robbins fan. Quit making that face. Yank out the wedgie. Relax, man! This two-star rating bears no reflection on YOU. I’m not giving YOU two stars. I’m not even giving Tom Robbins two stars. It’s just that B is for Beer is terribly disappointing. I mean, you see the cover, right? Look at it! Look how totally awesome and retro it looks, right? You see the Simpson-esque largesse of the stein, with a hoard of dance-happy (overly long-armed) adults surrounding? They’re living the good life, gazing up at the cup which runneth over, celebrating the rush of good energy that races through any crowd of joyful imbibers.Such promise! Such hope! Can such pure, overwhelming joy really emanate from these 125 pages? When I finish reading this book, will I feel as gleeful as the people on the cover?Meh.The fact of the matter is, B is for Beer is sort of a textbook. And a boring one. It’s hard to make beer production interesting, because, let’s face facts, science and agriculture are fascinating, but not as fascinating as, say, sex. Or murders. Or time travel. (Wait, unless it’s sex with a time-traveling scientist, dragging you with him across space and time as he attempts to outrun the contract on his head!) I digress...So, yeah, B is for Beer is sorta textbooky. Even the arrival of a Beer Fairy doesn’t do much to make the adventure wilder or more brewski-like. And it doesn’t help that the protagonist is a 6-year-old girl. We’re meant to believe that this 6-year-old girl is quite cute, quite smart, and quite curious, but frankly, I don’t even buy into the fact that she’s a 6-year-old girl, let alone a cute, smart, and curious 6-year-old girl. I’m bored.Let us then quell my boredom and discuss two points which I found to be lovely, uplifting, scenic points. 1. Costa Rica. 6-year-old Gracie’s uncle moves to Costa Rica. Did you know that Costa Rica has free health care, has a zillion national parks, and has no military? Sign me up! I wanna move to Costa Rica!!! 2. Sappy quotes. As Gracie and the Beer Fairy part ways after rescuing a young ingenue from impending doom, the fairy says to Gracie, “I want you to promise me that you’ll always be this brave, that when exploiters disguised as public servants offer you protection from puffed-up dangers, you’ll turn your back and skip away. Promise me you won’t be afraid of travel, of people different than yourself, of spiders, bats, bullies, dentists, attorneys, peer pressure, bad taste, social disapproval, insecurity, Sugar Elves... That you won’t quake before old men with titles, and most especially, that you’ll never be afraid to love, not even when there’s a chance you aren’t being loved in return.” Oh. My. God. You tugged my heart strings and jerked my tears, Tom Robbins! I don’t care if it’s cliche. I shall hold my hand over my heart, cry one round, salty tear, and toast life with a cold one.Adieu....more",Notes are private!,0,42,1,not set,"Aug 02, 2009","Aug 03, 2009",,Hardcover,view (with text),/book/show/3735283-b-is-for-beer
