,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tung's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"Munroe, Randall*",,,B00IYUYF4A,321        pp,4.14,"176,119","Sep 02, 2014","Sep 02, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Munroe is the brilliant creator of the nerdy webcomic XKCD. As a former NASA robotics expert, he clearly knows his math, physics, and science. Over thMunroe is the brilliant creator of the nerdy webcomic XKCD. As a former NASA robotics expert, he clearly knows his math, physics, and science. Over the years, fans of XKCD have written in strange hypothetical questions like “What would happen if you tried to hit a baseball pitched at 90 percent the speed of light?” and Munroe would answer aforementioned strange questions based on the math and science principles. This book collects those questions and answers. Munroe is gifted at being able to boil down said principles in ways that make them comprehensible. In addition, he adds wit and humor to the answer. Math and science nerds will get a huge kick out of this collection of hypotheticals. ...more",Notes are private!,0,0,1,Jul 2020,Jul 2020,"Jul 19, 2020",,Kindle Edition,view (with text),/book/show/21463939-what-if
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lighthead: Poems (National Book Award Winner),"Hayes, Terrance",,,B003NX769O,114        pp,4.12,"2,025","Mar 30, 2010","Mar 30, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I try to read at least one poetry collection a year, but by no means am I a poetry connoisseur. But I do have a decent grasp of rhyming schemes, themeI try to read at least one poetry collection a year, but by no means am I a poetry connoisseur. But I do have a decent grasp of rhyming schemes, themes, structure, and so forth. Expert or otherwise, I found Hayes’ National Book Award winner a real stunner. Poems varied in length, structure, and rhyming scheme, yet retained a precision of phrasing that conveyed deep emotion. I mean check out this phrase: “I was born with my fingers on the latch of a coffin”. In several poems, Hayes created the poem version of a Japanese presentation format called pecha kucha used to convey information across 20 visual slides – except in the poem version you get visuals conveyed via 20-second stanzas; just incredibly brilliant. As an artist of color, Hayes packs his poems with deep emotion; there’s an undercurrent of anger at injustice that seethes rather than boils over in a perfect slow burn. I read every poem at least twice just to admire the lyrical prose. This is one of those reads that has you immediately downloading the author’s other works. Highly recommended....more",Notes are private!,0,0,1,Jul 2020,Jul 2020,"Jul 10, 2020",,Kindle Edition,view (with text),/book/show/18882826-lighthead
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Sonnets for My Past and Future Assassin,"Hayes, Terrance",0143133187,9780143133186,0143133187,82        pp,4.28,"3,902","Jun 19, 2018","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2020",,Paperback,view,/book/show/36479356-american-sonnets-for-my-past-and-future-assassin
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exhalation,"Chiang, Ted",,,,368        pp,4.28,"91,585","May 07, 2019","May 07, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I very much enjoyed Chiang’s short story collection Story of Your Life & Other Stories, and so I was excited to read through this collection. I found I very much enjoyed Chiang’s short story collection Story of Your Life & Other Stories, and so I was excited to read through this collection. I found Chiang’s prose and storytelling to be magnificent in Story of Your Life; in this collection, less so. This collection contains nine unique stories: in “Exhalation”, a race of living machines realize the very act of breathing will eventually lead to the end of their existence; in “The Lifecycle of Software Objects”, the protagonists wrestle with existential questions about their virtual creatures; in “The Truth of Fact, the Truth of Feeling”, we get paired narratives that reflect on the nature of stored memory and its relation to our identity, to name just three. And throughout all of the stories in this collection, Chiang reflects on how technology impacts what it means to be human in terrific ways. I continue to be impressed with Chiang’s ability to create unique alternate worlds that still plumb deep questions relevant to our world. The difference for me in quality between Story of Your Life and this collection is that this collection felt a bit less polished. “Exhalation”, for example, felt like it ran on for a few more pages than it should have, as if Chiang didn’t feel like he had made his point (he had), so he continued to emphasize it. Similarly, “The Lifecycle of Software Objects” mines several different existential questions about the nature of humanity and personhood, but it also felt long, as if the thought experiment had run its course and then some. And while “The Truth of Fact, the Truth of Feeling” was one of my favorites in the collection, parts of it felt like an essay on the nature of memory rather than a story. Chiang is an incredibly talented writer; but in this collection, I felt the seams were too visible, if that makes sense. Still, some of this is nitpicky as I very much enjoyed this book. In comparison to his other work, however, it suffers a bit. But still a terrific read and recommended....more",Notes are private!,0,2,1,Jun 2020,Jul 2020,"Jun 09, 2020",,Kindle Edition,view (with text),/book/show/50917309-exhalation
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Color of Magic        (Discworld, #1)","Pratchett, Terry",,,,293        pp,4.00,"387,583","Dec 01, 1983","Oct 13, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my seventh Pratchett book. I read through all five of the Tiffany Aching books; but this is my first book involving Rincewind the Wizard. The This is my seventh Pratchett book. I read through all five of the Tiffany Aching books; but this is my first book involving Rincewind the Wizard. The book takes place in Ankh-Morpork. A man named Twoflower is visiting the city as a tourist. Rincewind – a bumbling wizard with both good and bad luck – is tasked with babysitting/protecting Twoflower to preserve peace between Twoflower’s homeland and Ankh-Morpork. Unfortunately, everyone is trying to rob Twoflower (who is middle class in his homeland, but who is loaded in Ankh-Morpork) and everyone is trying to kill Rincewind. At the same time, the Discworld gods are playing some game, with the events of the game impacting and controlling the events of the real world. The plot gives you a whirlwind tour of the Discworld universe and almost serves as a Discworld 101. That is, we learn a little about how magic works, we get the character of both Rincewind and the city of Ankh-Morpork; we get to see how the gods interact with people; and we get to see Pratchett’s sense of dry humor. It’s a quick read, and I think a reader’s reaction to this book is likely a good predictor of whether they’ll enjoy other Pratchett Discworld books. For me, I didn’t find anything necessarily that would drive me to read through all of the Discworld books as fast as I can; I’ll continue to read them occasionally. Your mileage may vary....more",Notes are private!,0,0,1,Apr 2020,May 2020,"Apr 23, 2020",,Kindle Edition,view (with text),/book/show/36506438-the-color-of-magic
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Reach the West Again: Six Essential Elements of a Missionary Encounter,"Keller, Timothy J.",0578633752,9780578633756,0578633752,60        pp,4.49,565,2020,"Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read everything by Keller because I know of few other people who combine gospel-centeredness, solid theology, and intellectual rigor as well as he dI read everything by Keller because I know of few other people who combine gospel-centeredness, solid theology, and intellectual rigor as well as he does. In this short book, Keller lays out the challenges the church has in evangelism in the current zeitgeist; but he also provides the underlying principles needed to overcome those challenges. This is definitely not a how-to guide for church outreach programs – that is, Keller doesn’t provide any specific tactical guidance on what programs to implement or how to preach a relevant sermon. Rather, Keller lists the overarching themes that have characterized the church historically, and connects those characteristics to modern challenges. For example, the early church was known for its commitment to social justice causes — clearly something that resonates with modern cultural conversations around justice. For those who have read other essays by Keller or listened to some of his sermons, most of this book will seem repetitious as a lot of the content has appeared throughout his preaching and teaching. This book does a good job of coalescing those thoughts into a concise framework. A must-read for the modern church, especially those in western countries....more",Notes are private!,0,0,1,Apr 2020,Apr 2020,"Apr 21, 2020",,Paperback,view (with text),/book/show/51152276-how-to-reach-the-west-again
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Astronaut's Guide to Life on Earth,"Hadfield, Chris",0316253014,9780316253017,0316253014,295        pp,4.17,"58,845","Oct 29, 2013","Oct 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2020",,Hardcover,view,/book/show/18170143-an-astronaut-s-guide-to-life-on-earth
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loving Day,"Johnson, Mat",,,B00NDTUCYY,305        pp,3.54,"3,895","May 26, 2015","May 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2020",,Kindle Edition,view,/book/show/35504437-loving-day
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Imperfect Disciple: Grace for People Who Can't Get Their Act Together,"Wilson, Jared C.*",0801018951,9780801018954,0801018951,240        pp,4.38,"2,061",May 2018,"May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a fan of Wilson’s books; I think this is the fifth of his books that I have read. I like two things about his writings: (1) He understands the goI am a fan of Wilson’s books; I think this is the fifth of his books that I have read. I like two things about his writings: (1) He understands the gospel and holds it as central to all things Christianity; and (2) he has engaging, readable prose. These things were true in the other four Wilson books I’ve read, and it’s certainly true in this one. In Imperfect Disciple, Wilson sets out to provide a better, more effective way to grow people spiritually. Most books, sermon series, or ministries about discipleship provide practical and tactical behaviors to drive consistent spiritual disciplines. The logic behind that approach is that mature Christians read their Bibles, pray, serve, attend church, etc; so goal-setting, monitoring, and improving these behaviors will lead to maturity. Wilson notes that this standard approach fails because people are imperfect (losers, actually), and what is needed isn’t better discipline but rather a focus on the gospel. One of my favorite quotes in the book: “The essential message of Christianity isn’t ‘do’ but ‘done.’ The good news is news, not instruction, and it announces to us not ‘get to work’ but ‘it is finished.’” That’s not to say Wilson doesn’t encourage us to partake of important spiritual habits like Bible-reading, prayer, church, and so forth; it’s just that doing so for the sake of doing so is less effective than doing so because the person truly understands the beauty and majesty of Christ and what was accomplished by Him through the gospel. It is essentially the same point made by Tim Keller in Prodigal God. Keller noted: “Religion operates on the principle of “I obey – therefore I am accepted by God.” The basic operating principle of the gospel is “I am accepted by God through the work of Jesus Christ – therefore I obey.” One of the better books on discipleship you will read....more",Notes are private!,0,0,1,Feb 2020,Feb 2020,"Feb 17, 2020",,Paperback,view (with text),/book/show/32510933-the-imperfect-disciple
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Catalyst: A Rogue One Novel,"Luceno, James",,,B01D7CP3GI,335        pp,3.75,"18,463","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disclaimer: I’m one of the few people who think that Rise of Skywalker was better than Avengers: Endgame (and I loved Endgame). I’ve also cosplayed asDisclaimer: I’m one of the few people who think that Rise of Skywalker was better than Avengers: Endgame (and I loved Endgame). I’ve also cosplayed as Kylo Ren on multiple occasions. All that to say, I’m not objective when it comes to Star Wars-related content. One can easily make the argument that Rogue One is among the top five best Star Wars movies; Catalyst is the backstory leading up to the events of Rogue One. Catalyst essentially tells the story of three people: Galen Erso, Galen’s wife Lyra, and Orson Krennic. Galen is a brilliant energy scientist who is called into service (manipulated into service) by the Republic, and whose work eventually leads to the successful creation of the Death Star. The manipulation part comes at the hands of Krennic, a former classmate of Galen. Krennic’s career ambitions drive him to bring value to the Republic by building a super weapon. Lyra is the tension point around which Galen and Krennic circle, as Galen’s desire to protect and provide for his wife (and young daughter) is the lever used by Krennic to bring Galen into the Republic’s fold. The book does a tremendous job of building out the lives and motivations of all three people: we see Galen’s scientific brilliance and idealism; we see Krennic’s political savvy and reptilian charm; and we see Lyra’s moxie and integrity. And we see how all of these things lead to Galen becoming an integral part of the construction of the Death Star; but also how they lead to him escaping with Lyra and Jyn into hiding out. Throughout the prose is engaging and easy-to-read. This book is Exhibit A in how to produce content that expands on the events of a movie. Clear recommendation, especially for Star Wars fans....more",Notes are private!,0,1,1,Mar 2020,Mar 2020,"Feb 13, 2020",,Kindle Edition,view (with text),/book/show/29777936-catalyst
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gödel, Escher, Bach: An Eternal Golden Braid","Hofstadter, Douglas R.",0465026567,9780465026562,0465026567,756        pp,4.29,"49,359",Apr 1979,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2020",,Paperback,view,/book/show/24113.G_del_Escher_Bach
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Earth We're Briefly Gorgeous,"Vuong, Ocean",0525562028,9780525562023,0525562028,246        pp,4.04,"299,639","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2020",,Hardcover,view,/book/show/41880609-on-earth-we-re-briefly-gorgeous
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Easy,"Sepetys, Ruta*",,,,352        pp,4.04,"63,812","Feb 12, 2013","Feb 23, 2013",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sepetys’ book Salt to the Sea surprised me in a good way when I read it. I enjoyed the prose (creative use of multiple perspectives), the characters (Sepetys’ book Salt to the Sea surprised me in a good way when I read it. I enjoyed the prose (creative use of multiple perspectives), the characters (all different, all well-developed), and the story (unique and well-plotted). I enjoyed it enough that I picked up this book. I made a mistake in doing so; everything I enjoyed from Salt to the Sea I despised in Out of the Easy. Josie Moraine is a 17-year-old daughter of a prostitute living in 1950’s New Orleans. She splits her time working for a bookstore and the brothel in which her mother works. Josie is all the things her mother is not: smart, virtuous, honest, etc. and dreams of leaving New Orleans to attend a good college. A visitor from out-of-town ends up murdered, and Josie’s life begins to spiral out-of-control at the exact same time she is trying to be in control and escape her life and upbringing. My issues: first, the prose was boring and linear. I don’t need multiple perspectives to liven up prose, but I do need prose that doesn’t feel ordinary. Second, Josie is a walking trope of a character. She’s obviously beautiful and one of the smartest girls around. She treats everyone with kindness. Everyone who meets her loves her. She has no nuance. Even worse, all of the characters that surround her are walking tropes: the devilishly handsome, motorcycle-riding guy who all the girls love but who only has eyes for Josie; the lecherous, rich antagonist; and seriously, haven’t we played out the hookers-with-hearts-of-gold stereotype yet? Yeesh. Lastly, the story is frustrating. It’s predictable, with an ending with several deus ex machinas. Pass on this one, especially if you are a fan of Salt to the Sea. ...more",Notes are private!,0,0,1,Jan 2020,Feb 2020,"Jan 20, 2020",,Kindle Edition,view (with text),/book/show/16140714-out-of-the-easy
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Weirds,"Slate, Jenny*",,,B07P7GC4GV,241        pp,3.88,"33,821","Nov 05, 2019","Nov 05, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slate is a comedian and an actress, and in this book, she puts her creativity to use in memoir form. I don’t even know that you can call it a memoir, Slate is a comedian and an actress, and in this book, she puts her creativity to use in memoir form. I don’t even know that you can call it a memoir, though, since memoirs actually share details about events. These chapters read more like impressions of scenes, rather than actual scenes. It’s like describing the colors you see without actually describing what you see. Maybe a diary rather than a memoir? Whatever you call it, it didn’t work for me. The book is filled with short chapters that read like stream of consciousness (often bad) poetry describing various stages of her life. For memoirs or diaries to work for me, though, they must: (a) provide moments that resonate emotionally; and (b) provide insights on the human condition. This book fails on both accounts. A lot of that has to do with Slate’s prose. It’s one thing to have creative prose; it’s another thing to have so much of it, or to use it in such a way that it overwhelms any underlying emotion or point. That is very much the case for this book. The prose is this “Oh look how quirky I am”, different-to-be-different writing style that I would call a poor man’s Etgar Keret. It’s how a high school sophomore writes in a creative writing class after reading David Sedaris. Look at this sentence: “When I imagine my ingredients, I imagine that my muscles are made of plums, that my heart is a giant ruby with a light bulb in it, that my blood is goldenrod yellow, and the bones inside my body are made from lions’ bones and shells, and that my brain is made of steak and silk and Hawaiian Punch.” Or this sentence: “What if a moonbeam gets caught in my soup and I swallow it in a sip and then I always float a little bit off the ground because there is a moonbeam in my stomach?” These sentences try too hard to be quirky or profound and are neither. Part of the problem is that Slate really only tries to convey two points and doesn’t land either. The first point she communicates is that she is quirky and different and independent. But it comes off as disingenuous. Ever meet a girl at a party who has had like three sips of beer and goes around loudly proclaiming “Oh my gosh, I am so wasted right now! And I get so wild and crazy when I’m drunk. I can’t even.” Except they’re not drunk, wild, or crazy? In my experience, the more someone states they are quirky, different, and independent, the less likely they are really those things. And the second point she tries to communicate is that she has had relationship issues. But she doesn’t really provide any relationship particulars; rather, she describes vague heartbreaks and relationship problems in one chapter, but then follows that chapter up with a chapter where she declares things like she is an actual, literal mouse. This makes everything, including her real heartaches, feel like fantasy rather than reality. This is what I mean when I noted that her prose overwhelms her point. There are a handful of really well-written chapters, which as standalone pieces could be seen in McSweeney’s, but collectively, this book didn’t quite come together....more",Notes are private!,0,1,1,Jan 2020,Jan 2020,"Jan 16, 2020",,Kindle Edition,view (with text),/book/show/44419935-little-weirds
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Confronting Christianity: 12 Hard Questions for the World's Largest Religion,"McLaughlin, Rebecca*",1433564238,9781433564239,1433564238,239        pp,4.33,"4,990","Mar 25, 2019","Apr 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2020",,Hardcover,view,/book/show/42248511-confronting-christianity
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pilgrim's Progress,"Bunyan, John",1622452402,,B00Q8NFZY4,380        pp,4.05,"138,365","Feb 18, 1678","Nov 26, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book barely needs an introduction. It is a much-read classic (required reading for those in Classical Christian education), and one of the most fThis book barely needs an introduction. It is a much-read classic (required reading for those in Classical Christian education), and one of the most famous allegories ever written. The first half of the story follows a man named Christian, an Everyman who has recently read a Bible and been convicted of its truth. A man named Evangelist points him to the way to the Celestial City from his hometown (the City of Destruction). The book traces his journey on the King’s Highway to the Celestial City, through such places as the Hill of Difficulty, the Valley of the Shadow of Death, and Vanity Fair. During his journey, Christian meets up with good people with obvious names such as Faithful and Hopeful, and faithless people (also with obvious names like Mr. Worldly Wiseman, Formalist, Hypocrisy, etc). The second half of the story follows Christian’s wife Christiana and their four sons. Christian had left his family as they had not believed at the time he had. The family is now convicted and thus retrace Christian’s journey to the Celestial City, stopping at most of the same places he had. Most of the second part, unsurprisingly, feels repetitive. Bunyan’s writing style consists of prose that is filled with Bible verse after Bible verses expositing whatever lesson he was trying to impart. My two critiques of this classic: (1) It is definitely a book geared towards Christians. It is not a work of apologetics whatsoever. Rather, it’s meant as character lessons for believers to persevere in their faith, to refrain from sin, to stay away from bad company, etc. (2) It has no subtlety whatsoever. The people names and place names are SO blunt. I like my allegories with subtlety. I know this book is much-beloved by many believers, but it just didn’t do it for me, literarily....more",Notes are private!,0,0,1,Jan 2020,Jan 2020,"Jan 15, 2020",,Kindle Edition,view (with text),/book/show/23804888-pilgrim-s-progress
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiny Beautiful Things,"Vardalos, Nia",0573706808,9780573706806,0573706808,61        pp,4.20,255,unknown,2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Strayed served as the voice behind the advice column “Dear Sugar”, and was known for her unique blend of wisdom, empathy, heart, and transparency. SheStrayed served as the voice behind the advice column “Dear Sugar”, and was known for her unique blend of wisdom, empathy, heart, and transparency. She shared her letters and responses in a book, which Vardalos then adapted into this drama. This play is staged as Sugar at home behind a laptop, with players behind her voicing their letters aloud to Sugar. Sugar replies aloud with advice wrapped around pieces of her life story. The letters range from the light-hearted (someone’s girlfriend has a Santa Claus fetish) to the serious (ought a survivor of sexual abuse disclose her trauma to her current partner). Sugar’s responses always convey authenticity, compassion, and strength. My main criticisms of the play are (a) that the range of letters span the topics you would imagine they would cover for a dramatic play seeking to plumb the depths of human emotion (sexual abuse, broken marriages, death of a loved one, gender identity issues, et al) — a grab-bag of every emotional topic possible; and (b) that the advice is the standard advice of the culture (you’re beautiful and strong, forgive, live/laugh/love, savor every moment, etc). Using standard problems and providing standard advice could lead to a really trite, Hallmark-y play. But Vardalos gives Sugar’s voice such poetry and emotion, I found myself moved on multiple occasions. Overall, a well-constructed, and well-written play....more",Notes are private!,0,2,1,Jan 2020,Jan 2020,"Jan 15, 2020",,Theater Script,view (with text),/book/show/42188605-tiny-beautiful-things
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wakey, Wakey","Eno, Will",1559368934,9781559368933,B07BFCY1KD,54        pp,3.96,45,"Mar 19, 2017","Mar 19, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the worst books I ever read was Albom’s Tuesdays with Morrie, a Hallmark-y, overly saccharine schmaltz-fest that tried too hard to be profound.One of the worst books I ever read was Albom’s Tuesdays with Morrie, a Hallmark-y, overly saccharine schmaltz-fest that tried too hard to be profound. As people approach death, they feel like they have much to share and pass on before they pass on; so, too, do we the audience feel like we ought to listen to whatever final pearls of wisdom might drop from the lips of the dying. Eno tackles this theme head on in his play Wakey, Wakey. In this nearly one-person monologue, a dying man named Guy (or possibly his name isn’t Guy, and he is just referred to as a guy; some Everyman) sits in a wheelchair and shares his final thoughts. Throughout the play, he reads and shuffles through a series of index cards, as if he has tried to record and plan out his last words. And yet, Guy’s thoughts are often confused; his thoughts fading off; his cards making no sense. Instead of profound maxims, Guy tries to get the audience to focus on an image in their heads, or to listen to something played by the sound booth. That is, rather than dropping proverbs, he attempts instead to share his experiences with the collective audience. And as Guy fails to get through his cards, and as he stumbles through what he wants to say, we sense his growing frustration and urgency as his end approaches. Eno’s point comes across clearly: more often than not, our final days are ones of confusion not clarity; ordinary not profound; immemorable not worthy of permanent commemoration. Yet through it all, you can deeply feel Guy’s humanity. It’s all incredibly well-constructed. A terrific play, with naturally-flowing dialogue. Recommended....more",Notes are private!,0,1,1,Jan 2020,Jan 2020,"Jan 14, 2020",,Kindle Edition,view (with text),/book/show/40537730-wakey-wakey
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",,,B07M77XW56,385        pp,4.03,"138,006","Sep 10, 2019","Sep 10, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You ever have friends rave about a new local restaurant; and you read rave yelp s about said restaurant; and so you go to said restaurant expectYou ever have friends rave about a new local restaurant; and you read rave yelp s about said restaurant; and so you go to said restaurant expecting to have your mind completely blown by the food, and while it’s good food, the expectation you had set for it actually made you feel disappointed? Welcome to my feelings about this book. To be clear, no one had recommended this book to me, but I had certain expectations for it from its title and Amazon book summary. As someone who loves The Lion, the Witch, and the Wardrobe, and loves fantasy fiction, I imagined this book would be an exciting tale with a protagonist who jumped to world after world through magical doors, and who experienced adventure after adventure. Instead, I got a standard YA novel that fell far short of the awesome adventure I had in my head. January is a young lady whose father was a relic-chaser who spent 90% of his time on the road, leaving January in the care of her father’s employer (and de facto foster dad) and various nannies. January discovers a book one day that tells about magical doors that lead to different worlds, and about a young lady named Adelaide who meets a young man named Yule Ian. Bad people are shutting these doors down, so Adelaide has to try to find a way back to Yule Ian. Meanwhile, Jenny finds her own mysterious door, but before she can explore the world on the other side, she encounters her own difficulties, primarily her father’s employer who won’t let her live her life. When January’s father goes missing and is presumed dead, January must up-end her life and search for truth. If this summary seems fairly generic, you’ll understand my disappointment on finding that this was what I got instead of the door-jumping adventure in my head. Beyond unmet expectations, though, my disappointments are several. First, how do you title your book “Ten Thousand Doors”, and have your protagonist use like three doors? Second, let us count how many YA tropes Harrow used. Headstrong, young, beautiful female protagonist? Check. Parents missing or dead? Check. Perfect, noble significant other who continues to risk his life to assist protagonist? Check. Obvious villain? Check. Trope after trope. Combine that with a plot line that you could see intertwining from miles away, and you get a frustrating level of predictability. Lastly, January continues to make frustratingly stupid decisions that lead to predictable problems. This construct reminded me of Ceony Twill from The Paper Magician. It’s a trope where the plot advances through the poor decision-making of the protagonist. I hate said trope. There’s a section of readers who love this kind of trope-reliant storytelling. I am not one of them. There are far better door-to-another-world stories. Pass on this one. ...more",Notes are private!,0,0,1,Jan 2019,Jan 2020,"Dec 30, 2019",,Kindle Edition,view (with text),/book/show/43517459-the-ten-thousand-doors-of-january
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Superman: Secret Identity,"Busiek, Kurt",1401204511,9781401204518,1401204511,208        pp,4.27,"7,773",2004,"Apr 09, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disclaimer: My wife’s ringtone for when I call her is the classic John Williams Superman theme. I’m probably one of the few people who not only liked Disclaimer: My wife’s ringtone for when I call her is the classic John Williams Superman theme. I’m probably one of the few people who not only liked Batman vs Superman, but also cried when Superman died at the end. And I am currently wearing Superman pajama pants. All that to say, I am not remotely objective when it comes to Superman; he is my absolute favorite character across all my nerd fandoms (MCU, DC, Star Wars, LotR, et al). I love stories that approach their storyline from a meta perspective. In this completely original take on Superman, Busiek imagines a world where Superman exists as a comic book character but not an actual superhero. He then imagines a child growing up in Kansas who is named Clark Kent (and is continuously teased and bullied for that as he grows up). But what happens if one day, this normal Clark Kent develops the actual powers of Superman? This is a TERRIFIC set-up to a story. We then see Clark deal with the issues a real Superman would have to deal with: how to live a life of normalcy but also secrecy; how to protect those he loves; how to deal with the US military and its obvious desire to either harness his power or control it; how to save as many people as he can save, knowing he can’t save everybody, etc. The artwork matches the storytelling’s quality, with muted colors and shadows that never mask the emotions seen in each face. And Superman in full costume looks appropriately strong and heroic. One of the best Superman storylines because of its creative approach. ...more",Notes are private!,0,0,1,Nov 2019,Nov 2019,"Dec 30, 2019",,Paperback,view (with text),/book/show/26088.Superman
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Superman: Whatever Happened to the Man of Tomorrow?,"Moore, Alan*",1401223478,9781401223472,1401223478,128        pp,4.06,"2,823",Sep 1986,"Jul 14, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disclaimer: I have two Superman figurines on my bookshelf, and two Superman posters on my wall. And I am currently wearing Superman pajama pants. All Disclaimer: I have two Superman figurines on my bookshelf, and two Superman posters on my wall. And I am currently wearing Superman pajama pants. All that to say, I am not remotely objective when it comes to Superman; he is my absolute favorite character across all my nerd fandoms (MCU, DC, Star Wars, LotR, et al). In this work, two graphic novel legends – Alan Moore and illustrator Curt Swan – team up to share the story of Superman’s last day. The story begins with a journalist interviewing an older Lois Lane on the decade anniversary of the disappearance of Superman. Lois then relates a story involving Superman taking on a host of his most famous nemeses: Bizarro, Lex Luthor, Brainiac, and others. We see the strain on Superman as he strives to protect the friends he loves most (including both Lois and Lana). At the end of the striving, Superman is forced to make a choice that goes against his deepest core beliefs. The story felt a bit too linear for me, something I didn’t expect from Alan Moore. And as much as I like Swan’s stuff, the artwork looked very dated, though classic – think late 1970s/1980s. Overall, a decent read, but only for fans....more",Notes are private!,0,0,1,Oct 2019,Oct 2019,"Dec 30, 2019",,Hardcover,view (with text),/book/show/5563473-superman
