,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Coral Rose's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You, Again","Goldbeck, Kate*",,,B0BRMNGD2V,368        pp,3.64,"34,479","Sep 12, 2023","Sep 12, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 17, 2023","Jan 28, 2024","Sep 02, 2023",,Kindle Edition,view,/book/show/57695490-you-again
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Pomegranate Gate        (The Mirror Realm Cycle, #1)","Kaplan, Ariel*",1645660575,9781645660576,1645660575,560        pp,4.03,936,"Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Hardcover,view,/book/show/122756967-the-pomegranate-gate
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Study in Drowning,"Reid, Ava*",0063211505,9780063211506,0063211505,378        pp,3.84,"39,448","Sep 19, 2023","Sep 19, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You don't have to take up a sword. Survival is bravery, too.""This was a slow start and quite frankly the most beautiful.book this survivor has read i""You don't have to take up a sword. Survival is bravery, too.""This was a slow start and quite frankly the most beautiful.book this survivor has read in a long time....more",Notes are private!,0,1,1,"Feb 20, 2024","Feb 20, 2024","Sep 01, 2023",,Hardcover,view (with text),/book/show/75302266-a-study-in-drowning
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Whistle at Night,"Hawk, Shane*",0593468465,9780593468463,0593468465,400        pp,4.04,"7,729","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Paperback,view,/book/show/75293507-never-whistle-at-night
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything You Need To Know,"Brott, Emily *",064574963X,9780645749632,B0CG5B1KH6,314        pp,4.47,43,"Aug 20, 2023","Aug 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Kindle Edition,view,/book/show/197389788-everything-you-need-to-know
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lucy by the Sea,"Strout, Elizabeth*",0593446089,9780593446089,0593446089,304        pp,3.92,"64,800","Sep 20, 2022","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Paperback,view,/book/show/168679343-lucy-by-the-sea
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman They Wanted: Shattering the Illusion of the Good Christian Wife,"Harris, Shannon",150648316X,9781506483160,150648316X,244        pp,3.79,"1,730","Aug 29, 2023","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/71327373-the-woman-they-wanted
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Verbally Abusive Relationship: How to Recognize It and How to Respond,"Evans, Patricia",1558505822,9781558505827,1558505822,224        pp,4.25,"4,505","May 01, 1992","Feb 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/402366.The_Verbally_Abusive_Relationship
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"See What You Made Me Do: Power, Control and Domestic Violence","Hill, Jess*",1760641405,9781760641405,1760641405,402        pp,4.67,"5,248","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Paperback,view,/book/show/43800661-see-what-you-made-me-do
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Visible Bruises: What We Don’t Know About Domestic Violence Can Kill Us,"Snyder, Rachel Louise*",,,,320        pp,4.50,"7,177","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 29, 2023",,Hardcover,view,/book/show/33786693-no-visible-bruises
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roman Stories,"Lahiri, Jhumpa",,9780593536322,0593536320,224        pp,3.83,"4,566","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/125077431-roman-stories
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Exvangelicals: Loving, Living, and Leaving the White Evangelical Church","McCammon, Sarah",1250284473,9781250284471,B0C1X8213B,310        pp,4.26,680,"Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/126918658-the-exvangelicals
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Material World: The Six Raw Materials That Shape Modern Civilization,"Conway, Ed",0593534344,9780593534342,0593534344,512        pp,4.55,"1,788","Jun 15, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/125937631-material-world
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Win Friends and Influence Fungi: Collected Quirks of Science, Tech, Engineering, and Math from Nerd Nite","Balakrishnan, Chris",1250288347,9781250288349,,296        pp,3.75,207,Feb 2024,"Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/126918411-how-to-win-friends-and-influence-fungi
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eyewitness Encyclopedia of Everything: The Ultimate Guide to the World Around You,D.K. Publishing,0744084709,9780744084702,0744084709,400        pp,4.65,37,unknown,"Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/169183817-eyewitness-encyclopedia-of-everything
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say You'll Be Mine,"Kumar, Naina*",0593723880,9780593723883,0593723880,352        pp,3.86,"4,232","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/134117190-say-you-ll-be-mine
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babel: An Arcane History,"Kuang, R.F.*",0063021439,9780063021433,0063021439,560        pp,4.20,"218,401","Aug 23, 2022","Aug 29, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/134239327-babel
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Going Zero,"McCarten, Anthony*",006322707X,9780063227071,006322707X,304        pp,3.89,"9,919","Apr 11, 2023","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Hardcover,view,/book/show/60833953-going-zero
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"For Her Consideration        (Out in Hollywood, #1)","Spalding, Amy*",1496739515,9781496739513,1496739515,320        pp,3.77,"4,177","Feb 07, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2023",,Paperback,view,/book/show/61193071-for-her-consideration
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ten Thousand Stitches        (Regency Faerie Tales, #2)","Atwater, Olivia*",031646290X,9780316462907,031646290X,288        pp,4.00,"9,429","Oct 20, 2020","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Paperback,view,/book/show/60420293-ten-thousand-stitches
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Once Upon a Broken Heart        (Once Upon a Broken Heart, #1)","Garber, Stephanie*",1250268397,9781250268396,1250268397,408        pp,4.08,"291,694","Sep 28, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 26, 2023",,Hardcover,view,/book/show/55987278-once-upon-a-broken-heart
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Bones Know: A Memoir of Healing from Complex Trauma,"Foo, Stephanie*",0593238109,9780593238103,0593238109,352        pp,4.52,"43,007","Feb 22, 2022","Feb 22, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My therapist recommended this book. Backstory. I started seeing my current therapist 3 years ago, mid pandemic, as I started to come to terms with theMy therapist recommended this book. Backstory. I started seeing my current therapist 3 years ago, mid pandemic, as I started to come to terms with the ways that abuse has shaped me as a human. I had told her how badly I just wanted to be better, to stop having my triggers and responses to situations impact people I loved and was trying to maintain relationships with. Stephanie Foo wrote a brilliant book that anyone with or anyone who loves someone with Complex PTSD should read. I cried many times reading this, and also I felt so seen. ...more",Notes are private!,0,2,1,not set,"Sep 27, 2023","Aug 24, 2023",,Hardcover,view (with text),/book/show/58214328-what-my-bones-know
