,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Yuliya's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Politics of Fear: What Right-Wing Populist Discourses Mean,"Wodak, Ruth",1446247007,9781446247006,1446247007,256        pp,3.98,62,"Nov 09, 2015","Oct 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2018",,Paperback,view,/book/show/26451099-the-politics-of-fear
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husband's Secret,"Moriarty, Liane*",,,,434        pp,3.95,"672,255",Mar 2015,"Aug 29, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Якби в книжці було менше про Big Loser і Tupperware , я б могла поставити і всі 4 зірочки. Історія насправді захоплива, збирає до купи кілька сімей і Якби в книжці було менше про Big Loser і Tupperware , я б могла поставити і всі 4 зірочки. Історія насправді захоплива, збирає до купи кілька сімей і насправді не один секрет, але один з них - найважливіший, звісно. Я багато думала, поки читала, про силу випадку, можливість прощення, і вміння зосередитися і цінувати тих, хто у твоєму житті є, відпускаючи тих, кого вже нема. ...more",Notes are private!,0,1,1,"Jan 31, 2018","Feb 06, 2018","Jan 31, 2018",,Kindle Edition,view (with text),/book/show/18400471-the-husband-s-secret
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rebecca,"du Maurier, Daphne",,,,431        pp,4.24,"628,861",Aug 1938,"Feb 09, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,12,1,not set,"Jan 31, 2018","Jan 31, 2018",,Kindle Edition,view,/book/show/13480820-rebecca
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blue Flower,"Fitzgerald, Penelope",0395859972,9780395859971,0395859972,226        pp,3.44,"6,050","Sep 21, 1995","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2018",,Paperback,view,/book/show/11728.The_Blue_Flower
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maps of Meaning: The Architecture of Belief,"Peterson, Jordan B.",0415922224,9780415922227,0415922224,564        pp,4.06,"5,652","Mar 01, 1999","Mar 24, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2018",,Paperback,view,/book/show/2218102.Maps_of_Meaning
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Щоденники воєнного часу. 1939–1945,"Lindgren, Astrid",,9786177313143,,340        pp,4.16,"1,873","Apr 01, 2015",2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2018",,Hardcover,view,/book/show/37548331-1939-1945
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Making of the New Martyrs of Russia: Soviet Repression in Orthodox Memory,"Christensen, Karin Hyldal",0415786967,9780415786966,0415786967,246        pp,5.00,1,unknown,"Sep 29, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Jan 22, 2018","Jan 22, 2018",,Hardcover,view,/book/show/32452445-the-making-of-the-new-martyrs-of-russia
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,416","May 22, 2001","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книжка про те, як в якийсь неназваній південноамериканській країні терористи захоплюють усіх гостей на вечірці у прем’єр-міністра. На цій вечірці булоКнижка про те, як в якийсь неназваній південноамериканській країні терористи захоплюють усіх гостей на вечірці у прем’єр-міністра. На цій вечірці було багато посадових осіб (звісно) і бізнесменів з численних країн, а також серед гостей була справжня зірка – оперна діва Роксана Кос. Тут розігрується справжня мелодрама, гідна рівня будь-якої опери – заручники настільки сильно здружуються, що вже мало хто хоче, щоб їх рятували. У інтерв’ю про цю книжку Енн Петчетт не приховує, що доводила всі сцени до такого драматизму, який можливий за жанром лише в опері, та знаєте, що можливо сприйняти в опері, важко сприйняти в літературі. Від надто великого драматизму мені було важко повірити в історію. Авторка ввела в історію героя – перекладача, який наче знає всі мови, на яких спілкується ця інтернаціональна публіка, та видно, що сама Петчетт не знає жодної мови, крім англійської, бо коли вона описує цього перекладача, який жонглює десятком мов одночасно, то розумієш, що таке може придумати людина, яка не знає жодної іноземної. До того ж там просто стереотип на стереотипі: якщо французи – то романтики і люблять готувати, якщо росіяни – то з загадковою російською душею “нараспашку”, якщо японці – то сама ввічливість і стриманість.. це вже занадто, чесно… Так ось в книжці ми читаємо про дуже довге перебування цих заручників на території одного простору – обійстя прем’єра. Тут вам і трансформації кожного під впливом співу діви, і спогади героїв про минуле, і спроби взаємодії у ситуації, коли не знаєш мов одне одного. Отже, з хорошого тут: ідея! Ідея показати, яку трансформуючу силу має мистецтво! За неї я б поставила 5. Навіть ідея з поданням роману за законами опери мені теж сподобалася. Але ось втілення цієї ідеї могло би бути більш живим і правдоподібним. Тому за загальне виконання я поставила трійку....more",Notes are private!,0,6,1,not set,not set,"Jan 19, 2018",,Paperback,view (with text),/book/show/5826.Bel_Canto
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Alice Forgot,"Moriarty, Liane*",,,B003TSE8G2,514        pp,4.08,"468,058","May 01, 2009","May 27, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Мені так ця книжка сподобалася, що тепер я хочу читати все Моріарті!Про що: про жінку, Еліс, яка напередодні свого сорокаріччя втратила пам’ять про деМені так ця книжка сподобалася, що тепер я хочу читати все Моріарті!Про що: про жінку, Еліс, яка напередодні свого сорокаріччя втратила пам’ять про десять минулих років свого життя, тобто усе, що трапилося з нею від її 29-річчя просто стерлося! Уявіть, що ви прокидаєтеся, а вам кажуть, що у вас двоє дітей, ви розлучаєтеся, у вас ідеальний дім з басейном, а також ідеальне тіло, зароблене годинами роботи в спортзалі. Все було б нічого, якби ви самі не пам’ятали себе зовсім інакшими. Еліс пам’ятає себе товстенькою вагітною, яка чекає на свою першу дитину. У своєму сприйнятті вона безмежно закохана дружина, яка лише й мріє, як бути хорошою матір’ю і жити з цим чоловіком, допоки смерть не розлучить їх. Яке розлучення? Про що ви? Вона досі без тями від чоловіка, хоча всі навколо кажуть, що насправді вона його ненавидить і сама ж ініціює розлучення.Вся історія зав’язана на пам’яті про минуле і на процесі пригадування. Тут усі герої, а точніше героїні, такі колоритні, що у них хочеться закохатися. Мама Еліс, яка все життя тужила за померлим чоловіком, на старості років одружується, танцює сальсу, фарбує волосся у яскраві кольори і ходить на демонстрації. Бабуся Еліс веде блоґ і користується шаленою популярністю серед своїх читачів. Сестра Еліс – успішна бізнес-леді, яка ніяк не може завагітніти і пише іронічні листи своєму психологові. Та навіть сусідки Еліс так описані, що ти бачиш перед собою всіх цих жінок і вже до кінця книжки хочеш випити кави з кожною....more",Notes are private!,0,10,1,not set,"Jan 13, 2018","Jan 13, 2018",,Kindle Edition,view (with text),/book/show/11817224-what-alice-forgot
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Pills:  A Positive Love Story,"Peeters, Frederik",061882099X,9780618820993,,192        pp,4.02,"7,905",2001,"Jan 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 04, 2018",,Hardcover,view,/book/show/1390442.Blue_Pills
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Комунізм і націоналізм: Карл Маркс проти Фрідріха Ліста,"Szporluk, Roman",,,,479        pp,4.35,17,1988,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2018",,,view,/book/show/17252729
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gut: The Inside Story of Our Body's Most Under-Rated Organ,"Enders, Giulia",1925113787,,B00VGJMAHA,262        pp,4.07,"48,370","Feb 28, 2014","May 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,Jan 2018,"Jan 01, 2018",,Kindle Edition,view,/book/show/25497181-gut
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Happy: Healthy Ways To Love Your Body,"Hudson, Kate",0062434233,9780062434234,0062434233,235        pp,3.54,"4,055","Feb 16, 2016","Feb 16, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Кейт тут така Кейт! Розповідає про те, яку філософію життя вона для себе виробила і ненав'язливо ділиться своїми порадами про здоров'я, харчування, спКейт тут така Кейт! Розповідає про те, яку філософію життя вона для себе виробила і ненав'язливо ділиться своїми порадами про здоров'я, харчування, спорт, медитації. Тут дуже багато йоги, майндфулнесу, легкості, Аюрведи... і багато гарних картинок! Я не пошкодувала часу на прочитане взагалі. Позитивна книжка, я відверто хотіла б, щоб я змогла так легко довіритися усім цим практикам і не критикувати все в голові постійно, а просто жити і насолоджуватися! Що ж я не народилася в такій же голлівудській родині для такої легкості?)) А взагалі респект, чесно, я люблю таких людей!...more",Notes are private!,0,3,1,not set,"Dec 18, 2017","Dec 18, 2017",,Hardcover,view (with text),/book/show/25817773-pretty-happy
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,milk and honey,"Kaur, Rupi*",1502784270,9781502784278,1502784270,204        pp,3.98,"728,155","Nov 04, 2014","Nov 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Стільки всього читала в цьому році про цю книжку, що мусила її собі купити. Скажу чесно, я не від всієї поезії в захваті, але розумію весь hype навколСтільки всього читала в цьому році про цю книжку, що мусила її собі купити. Скажу чесно, я не від всієї поезії в захваті, але розумію весь hype навколо. Тут вірші про важливі речі - аб'юз в сім'ї, зґвалтування, вміння любити і жити. ...more",Notes are private!,0,3,1,not set,"Dec 18, 2017","Dec 18, 2017",,Paperback,view (with text),/book/show/23513349-milk-and-honey
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stranden om natten,"Ferrante, Elena",,9788793368125,,48        pp,3.43,"2,450",2007,"Sep 23, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Уявіть собі Ферранте з її саспенсом, жахіттям і безпросвітністю, але для дітей, і ви маєте цю книжку! Добре, що все добре закінчилося, але я досі не вУявіть собі Ферранте з її саспенсом, жахіттям і безпросвітністю, але для дітей, і ви маєте цю книжку! Добре, що все добре закінчилося, але я досі не вирішила, чи буду читати цю книжку для своєї малої, щось боюся налякати....more",Notes are private!,0,2,1,not set,"Dec 18, 2017","Dec 18, 2017",,Hardcover,view (with text),/book/show/32162905-stranden-om-natten
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alla frågar sig varför,"Susso, Eva",9188279170,9789188279170,9188279170,26        pp,4.02,63,unknown,2017,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 16, 2017","Dec 16, 2017",,Hardcover,view,/book/show/34209840-alla-fr-gar-sig-varf-r
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Rosa: A Graphic Biography of Rosa Luxemburg,"Evans, Kate",1784780995,9781784780999,1784780995,220        pp,4.16,"3,565",Mar 2015,"Nov 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 16, 2017","Dec 15, 2017",,Paperback,view,/book/show/25387808-red-rosa
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women,"Favilli, Elena*",0997895810,9780997895810,0997895810,212        pp,4.32,"40,940","Nov 10, 2016","Dec 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 15, 2017","Dec 15, 2017",,Hardcover,view,/book/show/33016249-good-night-stories-for-rebel-girls
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maus I: A Survivor's Tale: My Father Bleeds History        (Maus, #1)","Spiegelman, Art",0394541553,9780394541556,0394541553,159        pp,4.38,"334,092","Aug 12, 1986","Jan 01, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 15, 2017","Dec 15, 2017",,Hardcover,view,/book/show/15196.Maus_I
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyday Stalinism: Ordinary Life in Extraordinary Times: Soviet Russia in the 1930s,"Fitzpatrick, Sheila",0195050010,9780195050011,0195050010,227        pp,3.91,"1,208","Mar 04, 1999","May 11, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2017",,Paperback,view,/book/show/199062.Everyday_Stalinism
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magnetic Mountain: Stalinism as a Civilization,"Kotkin, Stephen",0520208234,9780520208230,0520208234,639        pp,4.16,356,1995,"Feb 27, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2017",,Paperback,view,/book/show/80856.Magnetic_Mountain
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Календар любові,Юрій Іздрик,,,,432        pp,4.35,117,"Jan 01, 2015",2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 12, 2017",,,view,/book/show/29863845
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Родинний архів та інші вірші,"Херсонський, Борис",,,,304        pp,4.71,7,2016,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2017","Dec 12, 2017",,Paperback,view,/book/show/35849256
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Листи з Литви/Листи зі Львова,"Кіяновська, Маріанна",,9786176793274,,144        pp,4.45,20,unknown,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2017","Dec 12, 2017",,Hardcover,view,/book/show/32712710
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,глибина різкості,"Цілик, Ірина*",617614129X,9786176141297,,112        pp,4.43,88,2016,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Dec 12, 2017","Dec 12, 2017",,Hardcover,view,/book/show/30226485
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Супергерої,"Гусейнова, Олена",,9786176793212,,192        pp,3.94,17,unknown,2016,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2017","Dec 12, 2017",,Hardcover,view,/book/show/33546495
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dikter 1972–2003,"Lugn, Kristina",9100111155,9789100111151,9100111155,348        pp,4.03,103,"Apr 11, 2006","Apr 11, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Моя улюблена шведська поетка. Що ще можна додати? Я її просто обожнюю!,Notes are private!,0,2,1,not set,"Dec 12, 2017","Dec 12, 2017",,Hardcover,view (with text),/book/show/15719321-dikter-1972-2003
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Den röda grevinnan: En europeisk historia,"Hirdman, Yvonne",9170374198,9789170374197,9170374198,396        pp,3.51,184,"Jan 01, 2010","Jan 12, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2017","Dec 12, 2017",,Hardcover,view,/book/show/10307325-den-r-da-grevinnan
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ariel,"Plath, Sylvia",0060931728,9780060931728,0060931728,128        pp,4.20,"79,729",1965,"Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2017","Dec 12, 2017",,Paperback,view,/book/show/395090.Ariel
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Саудаде,"Lyubka, Andriy",,9786176141723,,192        pp,4.20,302,May 2017,May 2017,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2017","Dec 12, 2017",,Hardcover,view,/book/show/35003086
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Коханці Юстиції,"Andrukhovych, Yuri",966976792X,9789669767929,966976792X,304        pp,4.06,359,"Dec 28, 2017","Dec 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2017",,Hardcover,view,/book/show/37481890
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Червоні на чорному сліди,"Цілик, Ірина*",,,,152        pp,4.66,62,"Jan 01, 2015",2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 12, 2017","Dec 12, 2017",,,view,/book/show/25568489
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man with the Poison Gun: A Cold War Spy Story,"Plokhy, Serhii",0465035906,9780465035908,0465035906,384        pp,4.28,514,2016,"Dec 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книжка про вбивство та вбивцю Степана Бандери насправді вам розповість не лише про Богдана Сташинського, але взагалі про те, як діяла КГБ. Це дуже захКнижка про вбивство та вбивцю Степана Бандери насправді вам розповість не лише про Богдана Сташинського, але взагалі про те, як діяла КГБ. Це дуже захопливий роман....more",Notes are private!,0,2,1,not set,"Dec 12, 2017","Dec 12, 2017",,Hardcover,view (with text),/book/show/29502369-the-man-with-the-poison-gun
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Right Wrong Man: John Demjanjuk and the Last Great Nazi War Crimes Trial,"Douglas, Lawrence",,,B00U7OQMCE,337        pp,3.78,134,"Dec 21, 2015","Jan 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Це насправді ціла Одіссея Івана Дем’янюка - людини, яку кілька разів звинувачували у колаборації з нацистами і злочинах проти людства. Це такий гостроЦе насправді ціла Одіссея Івана Дем’янюка - людини, яку кілька разів звинувачували у колаборації з нацистами і злочинах проти людства. Це такий гостросюжетний роман, що важко уявити за ним справжнє життя. А ще з книжки ви дізнаєтеся дуже багато про те, як розвивалося законодавство і основні підходи до вирішення повоєнних судів над нацистами....more",Notes are private!,0,4,1,not set,"Dec 12, 2017","Dec 12, 2017",,Kindle Edition,view (with text),/book/show/25177991-the-right-wrong-man
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East West Street: On the Origins of Genocide and Crimes Against Humanity,"Philippe, Sands",1474603556,9781474603553,1474603556,496        pp,4.46,"10,612","May 24, 2016","Jan 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книжка насправді фантастична! Про два підходи до міжнародного права, які склалися після війни (за одним підходом головним підзахисним перед законом є Книжка насправді фантастична! Про два підходи до міжнародного права, які склалися після війни (за одним підходом головним підзахисним перед законом є людина (це human rights law), за іншим - колектив (усе, що входить в поняття «геноцид»), обидва з яких задумані людьми, міцно зв’язаних зі Львовом. Хоч підходи і різні, але результат, який ставили перед собою люди, які розробляли ці закони, спільний - унеможливити беззаконня держави (проти індивіда чи проти колективу). Книжка читається як пригодницький роман, а не нонфікшн з права....more",Notes are private!,0,2,1,not set,"Dec 12, 2017","Dec 12, 2017",,Paperback,view (with text),/book/show/31840537-east-west-street
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stadt der Bücher,"Trojanow, Ilija",378443293X,9783784432939,378443293X,128        pp,4.00,11,"Apr 01, 2012",Apr 2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2017",,Hardcover,view,/book/show/17118929-stadt-der-b-cher
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Die Entdeckung der Langsamkeit,"Nadolny, Sten",3492207006,9783492207003,3492207006,358        pp,3.94,"3,585",1983,"Mar 28, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2017",,Paperback,view,/book/show/10040.Die_Entdeckung_der_Langsamkeit
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Карбід,"Lyubka, Andriy",,9786176141037,6176141036,288        pp,3.99,728,"Aug 01, 2015",Aug 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Роман подарував мені стільки сміху (інколи й крізь сльози), що я думаю, чому я його раніше не прочитала!",Notes are private!,0,5,1,not set,"Dec 04, 2017","Dec 04, 2017",,Hardcover,view (with text),/book/show/26192858
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Баборня,"Лаюк, Мирослав",,9786176793328,,304        pp,4.25,377,unknown,Oct 2016,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Мені дуже сподоблося, хоча зненавиділа цю вчительку біології - головну героїню роману, я давно і надовго. Прекрасний роман про наше пострадянське тепеМені дуже сподоблося, хоча зненавиділа цю вчительку біології - головну героїню роману, я давно і надовго. Прекрасний роман про наше пострадянське теперішнє і радянське минуле....more",Notes are private!,0,10,1,not set,"Dec 04, 2017","Dec 04, 2017",,Hardcover,view (with text),/book/show/32609482
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Slow Professor: Challenging the Culture of Speed in the Academy,"Berg, Maggie",1442663103,9781442663107,B01F2LOP1G,126        pp,3.77,979,"Aug 30, 2013","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Все, що ви думали про академію, але боялися сказати! Книжка вселяє надію, що не одна я так безнадійно вірю, що з академії ще можна чекати щось хороше.Все, що ви думали про академію, але боялися сказати! Книжка вселяє надію, що не одна я так безнадійно вірю, що з академії ще можна чекати щось хороше... якщо призупинитися ганятися за всіма вимогами і почати думати, писати, читати, бо саме це є наша робота, а не біганина за регаліями, проектами, рапортами, комітетами, і т.д....more",Notes are private!,0,4,1,"Nov 18, 2017","Nov 28, 2017","Nov 18, 2017",,Kindle Edition,view (with text),/book/show/30116231-the-slow-professor
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Fires Everywhere,"Ng, Celeste*",1408709708,,B01N16F5RJ,354        pp,4.08,"1,175,270","Sep 12, 2017","Sep 12, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Селестія Інг вміє розповідати закручені сімейні історії. Ця книжка мені сподобалася не менше її ""Несказаного"". Перед нами розгортаються історії життя Селестія Інг вміє розповідати закручені сімейні історії. Ця книжка мені сподобалася не менше її ""Несказаного"". Перед нами розгортаються історії життя кількох дуже різних сімей: сім'я Ричардсонів (заможніх, успішних, наче супер щасливих) і матері-одиначки Мії Воррен, яка підробляє офіціанткою та прибиральницею, щоб у вільний від зобов'язань час творити - вона дуже талановита фотографка. Мія живе зі своєю 17-річною дочкою Перл в будинку, який вони знімають у Ричардсонів. Все було б непогано, якби Місіс Ричардсон не вибивало з колії те, що розбурхувала в її душі Мія. Місіс Ричардсон не давали спокою дивні питання: як так людина може жити без планів і амбіцій? Яка ж вона мати? Що вона собі дозволяє? Звідки у неї стільки свободи? Чому її так люблять мої діти (особливо наймолодша Іззі, яка все життя псує нерви своїй рідній матусі)? Коли сусіди Ричардсонів удочерили дівчинку, сталася непередбачувана ситуація - виявилося, що Мія знала матір цієї дівчинки і знала, що та її шукає і не хоче віддавати. З цього почалася справжня війна, в якій на поверню виринули деталі життя кожної жінки. Тут дуже багато про стосунки дочки-матері, дуже багато про мрії і пошук себе, цікава книжка, яка легко читається і може бути ідеальним чтивом на літню відпустку....more",Notes are private!,0,10,1,not set,"Jun 04, 2018","Nov 17, 2017",,Kindle Edition,view (with text),/book/show/35061545-little-fires-everywhere
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road Home: A Contemporary Exploration of the Buddhist Path,"Nichtern, Ethan*",0374251932,9780374251932,0374251932,288        pp,4.44,593,"Mar 05, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2017",,Hardcover,view,/book/show/22237159-the-road-home
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxiety and Its Disorders: The Nature and Treatment of Anxiety and Panic,"Barlow, David H.",159385028X,9781593850289,159385028X,704        pp,4.24,41,unknown,"Jan 28, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2017",,Paperback,view,/book/show/745022.Anxiety_and_Its_Disorders
