,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tempest,"Shakespeare, William",0451527127,9780451527127,0451527127,205        pp,3.79,"209,833",1611,Sep 1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2021",,Mass Market Paperback,view,/book/show/73008.The_Tempest
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid's Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",0099740915,9780099740919,0099740915,320        pp,4.14,"2,046,948",1985,Aug 2019,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 29, 2021","Aug 21, 2021","Jul 29, 2021",,Paperback,view,/book/show/50885244-the-handmaid-s-tale
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Witches, Witch-Hunting, and Women","Federici, Silvia",1629635685,9781629635682,1629635685,120        pp,4.15,"3,233","Oct 01, 2018","Oct 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2021",,Paperback,view,/book/show/39090931-witches-witch-hunting-and-women
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apeirogon,"McCann, Colum*",,,,480        pp,4.25,"21,707","Feb 25, 2020","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2024",not set,"Jun 27, 2021",,Paperback,view,/book/show/56081157-apeirogon
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,749","Nov 13, 2018","Nov 13, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was thinking why I gave this autobiography 5 stars. I am female, a little older than her but I come from another country, I am not Black and I can'tI was thinking why I gave this autobiography 5 stars. I am female, a little older than her but I come from another country, I am not Black and I can't begin to describe how different my experiences have been. Yet, this recount touched me deeply. First, I loved the title. We are all in the process of becoming. Michelle Obama sees becoming 'as a forward motion, a means of evolving, a way to reach continuously towards a better self.' This is something that resonated with me, that inspired me and that is consistently shown though the narrative. There is something very personable in the way she describes the cataclysmic changes in her life. There was honesty, dignity and optimism in her outlook on life and its challenges; there was compassion, love and care which lifted my spirits. She talks about how education helps boost self-confidence and the importance of having supportive parents. I can relate to that but I could see how she tries to instil hope in people who may have to work harder to overcome the lack of support and the invisibility. I liked that she showed how hard-work and perseverance produce results when you have the right people around you. She gave credit to everyone who helped her become who she is today. She mentions names. She talks about balance. I took pleasure in seeing that she too can be disheartened and vulnerable but there are always little window of opportunity and glimmers of hope. Finally, what I also enjoyed was that I gained an insight into the American politics and the White House etiquette and daily life. I learned a lot and this is important for me. Definitely a book worth reading. I hope that it inspired a lot of young women in the world. That said, I am wondering if she wrote it all by herself and what has been left unsaid but even so she was convincing in what she chose to say, for me at least. ...more",Notes are private!,0,3,1,"May 29, 2021","Oct 26, 2021","May 29, 2021",,Hardcover,view (with text),/book/show/38746485-becoming
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Το χρυσό βραχιόλι,"Νικολαΐδου, Σοφία",6180323003,9786180323009,6180323003,384        pp,3.66,67,unknown,"May 14, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2021","Jun 17, 2021","May 02, 2021",,Paperback,view,/book/show/53289976
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Adversaire,"Carrère, Emmanuel",2070416216,9782070416219,2070416216,224        pp,3.99,"29,595","Jan 31, 2000","May 04, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 13, 2021","May 02, 2021","Apr 13, 2021",,Mass Market Paperback,view,/book/show/17207945-l-adversaire
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Maus,"Spiegelman, Art",0141014083,9780141014081,0141014083,296        pp,4.57,"220,220",1980,"Oct 02, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 28, 2021","Apr 13, 2021","Mar 28, 2021",,Paperback,view,/book/show/15195.The_Complete_Maus
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Their Eyes Were Watching God,"Hurston, Zora Neale",0060838671,9780060838676,0060838671,219        pp,3.98,"347,183",1937,Aug 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2021","Mar 27, 2021","Feb 11, 2021",,Paperback,view,/book/show/54899969-their-eyes-were-watching-god
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Μόνο λίγα χιλιόμετρα: Ιστορίες για την Ιστορία,"Ευθυμίου, Μαρία",9601673539,9789601673530,9601673539,288        pp,4.30,301,"Oct 27, 2017","Oct 27, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2020","Feb 11, 2021","Dec 29, 2020",,Paperback,view,/book/show/36611148
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beethoven,"Laura, Tunbridge",024141427X,9780241414279,024141427X,288        pp,3.91,364,"Oct 26, 2020","Oct 26, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2020",,Hardcover,view,/book/show/49876046-beethoven
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiroshima,"Hersey, John",0679721037,9780679721031,,152        pp,4.03,"80,344",1946,"Mar 04, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2020",,Paperback,view,/book/show/27323.Hiroshima
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories from a South African Childhood,"Noah, Trevor",0399588191,9780399588198,0399588191,288        pp,4.49,"693,567","Nov 15, 2016","Feb 12, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 07, 2020","Oct 27, 2020","Aug 07, 2020",,Paperback,view,/book/show/43209403-born-a-crime
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Πατρίδα,"Aramburu, Fernando",9601680969,9789601680965,9601680969,720        pp,4.39,"41,819","Sep 06, 2016",Jan 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 23, 2020","Aug 25, 2020","Jul 23, 2020",,Paperback,view,/book/show/42944654
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",,,,266        pp,3.81,"1,385,573","Aug 28, 2018","May 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 11, 2020","Dec 28, 2020","May 30, 2020",,Paperback,view,/book/show/41086877-normal-people
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soumission,"Houellebecq, Michel",2290113611,9782290113615,2290113611,315        pp,3.65,"44,950","Jan 07, 2015","Jan 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2020",,Mass Market Paperback,view,/book/show/32882661-soumission
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Purple Hibiscus,"Adichie, Chimamanda Ngozi",,,,336        pp,4.18,"119,974","Oct 30, 2003",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 24, 2020","Jul 23, 2020","May 24, 2020",,Paperback,view,/book/show/126381.Purple_Hibiscus
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macbeth,"Shakespeare, William",0582527112,9780582527119,0582527112,256        pp,3.90,"897,690",1606,"Jan 01, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 23, 2020","May 15, 2020","Apr 23, 2020",,Paperback,view,/book/show/842882.Macbeth
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Οι δίδυμοι της Βενετίας,"Goldoni, Carlo",9602487623,9789602487624,9602487623,144        pp,3.64,56,1750,Feb 1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2020","May 24, 2020","Apr 16, 2020",,Paperback,view,/book/show/44793677
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,093","May 09, 2017","May 09, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2020","May 09, 2020","Apr 12, 2020",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hate U Give,"Thomas, Angie*",,,1406372153,446        pp,4.47,"897,637","Feb 28, 2017",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 04, 2019","Nov 25, 2019","Apr 03, 2020",,Paperback,view,/book/show/43819388-the-hate-u-give
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Odyssey: A Father, A Son and an Epic","Mendelsohn, Daniel",0007545134,9780007545131,0007545134,320        pp,4.26,"5,643",2017,"Jan 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 28, 2020","Apr 11, 2020","Feb 28, 2020",,Paperback,view,/book/show/40304972-an-odyssey
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cay,"Taylor, Theodore",,,B00KQZVNCI,159        pp,3.79,"36,287",1969,"Jul 03, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 14, 2020","Apr 21, 2020","Feb 14, 2020",,Kindle Edition,view,/book/show/24403458-the-cay
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sabrina & Corina,"Fajardo-Anstine, Kali*",,,,224        pp,4.20,"13,230","Apr 02, 2019","Apr 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 29, 2020","Feb 22, 2020","Jan 28, 2020",,Hardcover,view,/book/show/40236964-sabrina-corina
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Γάλα Μαγνησίας,"Akrivos, Kostas",6180316295,9786180316292,6180316295,312        pp,3.98,170,"Oct 04, 2018","Oct 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2019","Jan 21, 2020","Dec 30, 2019",,Paperback,view,/book/show/42181196
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,912","Jul 31, 2003","May 18, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 20, 2020","Dec 31, 2020","Dec 29, 2019",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Story,"Barnes, Julian",1529110661,9781529110661,1529110661,224        pp,3.61,"23,639","Feb 01, 2018","Feb 06, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I may have loved this book because it resonated with me. It rang true for me, my life experience. I don’t know. Barnes talks about l**spoiler alert** I may have loved this book because it resonated with me. It rang true for me, my life experience. I don’t know. Barnes talks about love and loss: it’s nearly impossible to describe it and it depends on the vantage point. What seems true and valid in your twenties and thirties is not so in your fifties. The main character who narrates his story remembers and reflects on memory: he is wondering if he is biased towards optimism or pessimism. Does it matter? Memory is there to serve you. I thought he described addiction accurately, the slow yet sure descent into destruction and oblivion. The inability of the lover to help his loved one. The cynicism of the person who has loved and lost, like Joan, the fear of giving it all again. I loved how he changes the point of view: in the first part it is the first person: the very young and assertive man who is in love and who feels he is special and cool. In the second part he talks some distance and it is the second person. It’s as if he is observing himself and is now able to judge him. The third part is in the third person. The distance has increased. One of my favorite lines: “As for the wider question of age, and mortality; no, he didn’t think he felt a panic at the shutting of the doors. But maybe he hadn’t yet heard their hinges creak loudly enough.”I doubt that this book would touch young readers. They are busy doing and experiencing not reminiscing and reflecting.“And when I see pairs of young lovers, ... the main feeling it arouses in me is a kind of protectiveness. No, not pity: protectiveness. Not that they would want my protection. And yet- and this is curious- the more bravado they show in their behavior, the stronger my response. I want to protect them from what the world is probably going to do to them, and from they will probably do to one another.”On could claim that this book leaves a sad taste in your mouth. Yet it is life affirming in many ways. Life moves on; circumstances change. People learn to adjust, to protect themselves and ‘pass the time’. And there is value in that. It sounds flat and dull but it sometimes means finding peace with yourself. ...more",Notes are private!,0,2,1,"Dec 12, 2019","Dec 29, 2019","Dec 12, 2019",,Paperback,view (with text),/book/show/40390207-the-only-story
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The True Deceiver,"Jansson, Tove",0954899571,9780954899578,0954899571,201        pp,3.82,"6,083",1982,"Oct 22, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 18, 2019",,Paperback,view,/book/show/6122852-the-true-deceiver
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Absolutely True Diary of a Part-Time Indian,"Alexie, Sherman",1783442018,9781783442010,1783442018,251        pp,4.07,"270,070","Sep 12, 2007","Jan 01, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2019","Dec 30, 2019","Oct 15, 2019",,Paperback,view,/book/show/22955748-the-absolutely-true-diary-of-a-part-time-indian
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Long Way Down,"Reynolds, Jason",1481438255,9781481438254,,306        pp,4.26,"118,861","Oct 24, 2017","Oct 24, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2019",,Hardcover,view,/book/show/22552026-long-way-down
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Fight Is Our Fight: The Battle to Save America's Middle Class,"Warren, Elizabeth",,,B01N6VAL7J,352        pp,4.19,"4,859","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2019",,Kindle Edition,view,/book/show/34196619-this-fight-is-our-fight
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rise and Fall of the Third Reich: A History of Nazi Germany,"Shirer, William L.",0671728687,9780671728687,0671728687,"1,147        pp",4.21,"133,656","Oct 17, 1960","Nov 15, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2019",,Mass Market Paperback,view,/book/show/767171.The_Rise_and_Fall_of_the_Third_Reich
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dinner at the Centre of the Earth,"Englander, Nathan",1474607950,9781474607957,1474607950,252        pp,3.64,"2,798","Sep 05, 2017","Oct 05, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 20, 2019","Jul 17, 2019","Jun 20, 2019",,Hardcover,view,/book/show/35530653-dinner-at-the-centre-of-the-earth
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men Without Women,"Murakami, Haruki",1784705373,9781784705374,1784705373,228        pp,3.75,"104,486","Apr 18, 2014","Dec 15, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2019","Jun 20, 2019","Jun 03, 2019",,Paperback,view,/book/show/36114337-men-without-women
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,10% Happier,"Harris, Dan*",0062265423,9780062265425,0062265423,256        pp,3.92,"107,422",2014,"Mar 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 10, 2019",,Hardcover,view,/book/show/18505796-10-happier
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",,,0141182709,120        pp,3.99,"3,884,045","Aug 17, 1945","Sep 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 05, 2019","May 15, 2019","Apr 05, 2019",,Paperback,view,/book/show/774310.Animal_Farm
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Film Club,"Gilmour, David",009193799X,9780091937997,009193799X,248        pp,3.20,"6,081",2008,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 14, 2019","Apr 08, 2019","Mar 14, 2019",,Paperback,view,/book/show/8285439-the-film-club
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,736","Feb 20, 2018","Feb 20, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 09, 2020","Nov 11, 2020","Jan 22, 2019",,Hardcover,view,/book/show/35133922-educated
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grit: The Power of Passion and Perseverance,"Duckworth, Angela*",1443442313,9781443442312,1443442313,277        pp,4.08,"123,021","May 03, 2016","May 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2019",,Hardcover,view,/book/show/27213329-grit
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Land Is Our Land: A History of American Immigration,"Osborne, Linda Barrett",1419716603,9781419716607,1419716603,128        pp,3.84,325,"Apr 12, 2016","Apr 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2019",,Hardcover,view,/book/show/26240607-this-land-is-our-land
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Giver        (The Giver, #1)","Lowry, Lois*",,,,224        pp,4.12,"2,478,455","Apr 26, 1993","Mar 27, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 05, 2019","Jan 07, 2019","Jan 05, 2019",,Paperback,view,/book/show/21858566-the-giver
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homo Deus: A History of Tomorrow,"Harari, Yuval Noah",,,,450        pp,4.21,"250,163",2015,"Feb 21, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2018",,Kindle Edition,view,/book/show/31138556-homo-deus
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sapiens: A Brief History of Humankind,"Harari, Yuval Noah",,,,512        pp,4.36,"1,027,821",2011,2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2018","Mar 14, 2019","Dec 29, 2018",,Paperback,view,/book/show/23692271-sapiens
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,436","Aug 30, 2016","Aug 30, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"Jul 28, 2019not set","Aug 25, 2019not set","Oct 23, 2018",,Hardcover,view,/book/show/28251002-the-nix
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chanson douce,"Slimani, Leïla",2072764920,,,256        pp,3.39,"107,756","Aug 18, 2016","May 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 06, 2018","Oct 23, 2018","Oct 06, 2018",,Mass Market Paperback,view,/book/show/38642304-chanson-douce
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fellini On Fellini,"Fellini, Federico",0306806738,9780306806735,0306806738,192        pp,4.23,332,"Jan 01, 1976","Mar 22, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2018","Jul 23, 2018","Jun 03, 2018",,Paperback,view,/book/show/82914.Fellini_On_Fellini
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ma Cure de silence. Et si on essayait le calme?,"Tannier, Kankyo",2412029547,9782412029541,B07254TMQD,132        pp,3.52,"1,119","May 10, 2017","May 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2018",,Kindle Edition,view,/book/show/35115838-ma-cure-de-silence-et-si-on-essayait-le-calme
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stupeur et tremblements,"Nothomb, Amélie",,,,186        pp,3.73,"36,584","Aug 26, 1999",Mar 2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 04, 2018",Jun 2018,"May 04, 2018",,Mass Market Paperback,view,/book/show/28938286-stupeur-et-tremblements
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Wash your Face,"Hollis, Rachel*",1400201667,9781400201662,1400201667,240        pp,3.58,"257,626","Feb 06, 2018","Jan 01, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 28, 2018","May 04, 2018","Apr 28, 2018",,Hardcover,view,/book/show/35542451-girl-wash-your-face
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guns of August,"Tuchman, Barbara W.",0345476093,9780345476098,0345476093,606        pp,4.18,"76,437",1962,"Aug 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2018",,Paperback,view,/book/show/11366.The_Guns_of_August
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le Joueur d'échecs,"Zweig, Stefan",,,,128        pp,4.27,"128,421",1942,"Jan 09, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2018","Apr 08, 2018","Apr 03, 2018",,Paperback,view,/book/show/1393712.Le_Joueur_d_checs
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",1447294823,9781447294825,1447294823,720        pp,4.34,"618,385","Mar 10, 2015","Aug 13, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2018","Sep 08, 2018","Jan 27, 2018",,Paperback,view,/book/show/25334922-a-little-life
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Shortness of Life: Life Is Long if You Know How to Use It,Seneca,0143036327,9780143036326,0143036327,106        pp,4.18,"35,836",49,"Sep 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2018",,Paperback,view,/book/show/97412.On_the_Shortness_of_Life
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thrive: The Third Metric to Redefining Success and Creating a Happier Life,"Huffington, Arianna*",,,B00GO8HY4W,354        pp,3.69,"17,969","May 15, 2014","Mar 25, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2017","Jun 02, 2018","Dec 25, 2017",,Kindle Edition,view,/book/show/21353457-thrive
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ρεαλιστική τριλογία: Μεταθανάτιες αναμνήσεις του Μπρας Κούμπας - Κίνκας Μπόρμπα - Δον Κασμούρο,Machado de Assis,9600118426,9789600118421,,"1,008        pp",4.38,89,unknown,Feb 2017,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 25, 2017","Jul 22, 2018","Dec 25, 2017",,Paperback,view,/book/show/34620468
