,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Keith's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Existentialism in Education: What It Means,"Morris, Van Cleve",0881334979,9780881334975,0881334979,163        pp,3.65,23,Mar 1990,"Jan 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed Morris' introduction to Existentialism (it helps that I find the philosophy highly appealing). Though many of the concepts are compleI really enjoyed Morris' introduction to Existentialism (it helps that I find the philosophy highly appealing). Though many of the concepts are complex and slippery, he does a great job presenting them in a clear, easily consumed manner. His efficiency (aka brevity) is admirable and much appreciated.The way that he relates Existentialism to educational theory is pretty solid as well and I found a lot that echoed my own thoughts about education. The biggest stumbling block is his last chapter where he describes an actual Existentialist school which is clearly completely ridiculous.I don't think Existentialism can be the guiding principle behind education, but I think its ideas can and should be considered wherever possible within education.This was probably the most enlightening book I've read so far for my education classes....more",Notes are private!,0,0,1,not set,Mar 2008,"May 12, 2008",,Paperback,view (with text),/book/show/1209068.Existentialism_in_Education
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying,"Faulkner, William",,,,288        pp,3.72,"168,361","Jan 01, 1930","Jan 30, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 02, 2008",,Paperback,view,/book/show/77013.As_I_Lay_Dying
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Traveler's Wife,"Niffenegger, Audrey*",0965818675,9780965818674,0965818675,537        pp,3.99,"1,784,977",2003,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 19, 2008","Dec 02, 2007",,Paperback,view,/book/show/14050.The_Time_Traveler_s_Wife
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale of Two Cities,"Dickens, Charles",0141439602,9780141439600,0141439602,489        pp,3.87,"947,102","Nov 26, 1859",2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was the only book I remember enjoying from my high school English classes. Re-reading it twelve years later I can see why I liked it so much--andThis was the only book I remember enjoying from my high school English classes. Re-reading it twelve years later I can see why I liked it so much--and still do.Dickens lays it on pretty thick in parts and is perhaps trying too hard to evoke the passions and bloodlust of the French Revolution. And as lovely as dear Lucie Mannette is, she's pretty unbearable by modern women's standards. But don't worry, Dickens isn't a misogynist. He more than makes up for Lucie in the characters of Madame Defarge and Miss Pross. Their strength, resolve, and particularly Madame Defarge's intelligence and leadership leave no doubts that Dickens respects women.The beginning of the novel is also a bit difficult and choppy. I don't think it's simply a matter of adjusting to his style of English; I think his prose smoothed out considerably after the first few chapters.He also has this annoying tendency towards intentional obtuseness. The technique occasionally pays dividends, but mostly it's just frustrating as a reader to wait for him to explain what the hell he's talking about.But all quibbles aside, A Tale of Two Cities is a remarkable novel.His storytelling is incredibly cinematic--he himself used the term ""picturesque"" to describe his approach--with many scenes and setups that are perfect examples of the sorts of visual storytelling prescribed by screenwriting how-to books. I'm convinced that had Dickens lived today, he would have been an incredible screenwriter.And though the novel is set within and inextricably linked to the French Revolution, it is not about the French Revolution. That setting is used as a spectacular backdrop within which Dickens weaves an intricate and tightly plotted tale. It never forgets that first and foremost it is telling the characters' story, not merely recounting history.And the last chapter is just incredible. I was crying while reading it on the train this weekend. And the famous last line--""It's a far better thing...""--is well-worthy of its fame; it's the most profound, beautiful last line of a novel I have ever read.I'll admit that it's not consistently gripping, that a great bulk of the middle of the novel is merely interesting but not engrossing. But as a means to an end--as a means to that ending--it's entirely acceptable.Took me about 9.5 hours to read. Not a huge commitment. I strongly recommend giving it a try....more",Notes are private!,0,14,1,not set,Nov 2007,"Dec 02, 2007",,Paperback,view (with text),/book/show/1953.A_Tale_of_Two_Cities
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Curious Incident of the Dog in the Night-Time,"Haddon, Mark",1400032717,9781400032716,1400032717,226        pp,3.89,"1,478,861","Jul 31, 2003","May 18, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 24, 2007",,Paperback,view,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Swiftly Tilting Planet        (Time Quintet, #3)","L'Engle, Madeleine",0440401585,9780440401582,0440401585,278        pp,4.08,"108,379",Jul 1978,Jan 1981,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Though L'Engle's storytelling improves after the dull previous outing of ""A Wind in the Door"", ""Swiftly"" fails in other more serious ways.The biggest Though L'Engle's storytelling improves after the dull previous outing of ""A Wind in the Door"", ""Swiftly"" fails in other more serious ways.The biggest problem is her somewhat silly reliance on hereditary family names from generation to generation--names that endure for hundreds of years and somehow continue to intersect.Madoc, Madog, Maddux, and Mad Dog; Gwydder, Gedder, and Gwen; Zyllie, Zyllah, Zylle; two Branwens and a Charles and a Chuck round out the cast. I think.Something like four different generations are followed and each generation has its own version of each namesake. But it's not just one namesake per generation--the 1865 generation has a Zyllie in America and a Zyllah in South America. Or is it the other way around? Gedder wants a Maddux to get with his sister Zyllah and wants Gwen for himself, but that Maddux is engaged to the Zyllie in America. Confusing? Yes. Does this sound silly? Yes.The first generation's usages of the names is fine. The second generation is interesting but gets a little confusing (like if the families married in the first generation, why are Maddocs still courting Zyllahs?). And by the third generation it's just absolutely ridiculous that L'Engle is still trying to play this name game.All this nuttiness aside, our hero, Charles Wallace doesn't seem to really do much in the story. He travels within a particular person in each generation and kind of becomes them. But only in the first generation is it clear that Charles himself steps forward and directs his host to act in a certain way. After that, Charles' influence on his host--and therefore on the novel--is less distinct.One can infer a few instances where his presence may have made a difference, but overall the effect is to make him seem more like a passive observer than active participant in saving civilization. And passivity is a serious flaw in any story....more",Notes are private!,0,61,1,not set,Nov 2007,"Nov 24, 2007",,Paperback,view (with text),/book/show/77276.A_Swiftly_Tilting_Planet
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wind in the Door        (Time Quintet, #2)","L'Engle, Madeleine",,9780440487616,0440487617,236        pp,3.99,"127,355","Jan 01, 1973",Mar 1976,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very disappointing follow-up to the wildly imaginative and inspiring ""A Wrinkle in Time"".L'Engle tries to recapture the fantastic magic of ""Wrinkle""A very disappointing follow-up to the wildly imaginative and inspiring ""A Wrinkle in Time"".L'Engle tries to recapture the fantastic magic of ""Wrinkle"" but the story is bogged down by her choice of setting. An elementary school parking lot and the microcosm of a sub-cellular body just don't excite the way that interplanetary and intergalactic travel do in ""Wrinkle"".She does populate the book with interesting, quirky characters, but again they pale in comparison to ""Wrinkle's"" oddball cast.Worst of all though she retreads a lot of ground covered in ""Wrinkle"". There's a strange lack of reference to the previous book that somewhat befuddled me. For example, Charles Wallace claims he's seen something fantastic and otherworldly but his sister doesn't believe him. Um, after what they've all been through in ""Wrinkle,"" shouldn't Meg be a bit more willing to believe in the fantastic and otherworldly?And my biggest criticism really is about Meg. In ""Wrinkle"" she had a difficult character arc that parallels any adolescent life--she had to grow up a bit and take responsibility onto herself rather than look to her father or others to solve her problems for her. That worked wonderfully in ""Wrinkle"".But older, wiser Meg appears in ""Wind"" as almost completely reverted to the dependant-on-others adolescent she seemed to be at the beginning of ""Wrinkle"". I almost wonder if L'Engle has this little faith in the resolve and fortitude of adolescent girls.It's almost like ""Wind"" is a ""Wrinkle"" reboot/re-do more than it is a sequel. My favorite passage from ""Wrinkle"" (see my ""quotes"" section on goodreads) is even reproduced verbatim in ""Wind"". Is that meant to be a recurring theme and a nod to the unity across these books, or is it a cheap writer's hack? Tough call.Her use of religious language and theology is also more blunt and less well-developed.L'Engle does refine her concept of evil in this book. Rather than a vague shadow evil is corporealized and somewhat personified in the Echthroi. She also introduces the concept of ""kything"" that plays a major role in the next book in the series, ""A Swiftly Tilting Planet"".As a completist I want to know as much as I can about her concept of the Echthroi and kything, but as a pragmatist I'd recommend simply skipping ""Wind"" and going straight to ""Swiftly"". From what I've read so far in ""Swiftly,"" ""Wind"" can be skipped without much loss in continuity (""Swiftly"" continues her odd trend to act as if the previous books didn't really happen--or that their events have been somewhat forgotten by her characters).I think ""Wrinkle"" had to go through many pain-staking revisions and was polished into a perfect gem as L'Engle struggled to get it published. But then her follow-up rode the coattails of the original's success and it just feels much less polished, much less refined. Already hailed as a genius, no one sent her back to her typewriter to revise ""Wind"" and it shows....more",Notes are private!,0,0,1,not set,Nov 2007,"Nov 22, 2007",,Mass Market Paperback,view (with text),/book/show/18130.A_Wind_in_the_Door
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (A Wrinkle in Time Quintet, #1)","L'Engle, Madeleine",0440498058,9780440498056,0440498058,211        pp,3.98,"1,202,312",1962,Apr 1973,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a short, easy read that rates a 4.4 on the Flesch-Kincaid reading index (meaning that it requires a 4th-5th grade reading level). But that's bThis is a short, easy read that rates a 4.4 on the Flesch-Kincaid reading index (meaning that it requires a 4th-5th grade reading level). But that's based strictly on the sentence structure, vocabulary, paragraph size, etc.What the stats don't cover is the depth of feeling and the profound scope and meaning in this book. Madeleine L'Engle's sentences may be rather simple but her notions of good, evil, love, and devotion are taken to a cosmic level (literally). This isn't mere sci-fi or fantasy; it's gorgeous, breathtaking Humanism. L'Engle never talks down to her child/young adult audience; though she aims at their level there are plenty of weighty, inspiring themes for adults to savor. The child-centric focus gives it a level of simplicity, yes, but also a kind of intense purity. She brilliantly weaves in issues relating to childhood, adolescence, parent-child relationships, maturation, acceptance, social stigma--all of which make the book utterly relatable, even when the kids are transplanted to fantastic or awful new planets in far off galaxies.There are some religious overtones, but they're really more cosmic than religious (even the stars in the galaxy are fighting the great darkness). She uses some of the language of Christianity to express her notion of universal love, but I don't think that should be seen as making this a Christian text. As an agnostic-bordering-on-atheist none of the language turned me off. Christians are free to embrace it as a wildly expansive view of Christianity but non-believers should be able to see that she has a vision that goes beyond the language used.I can't do the book full justice here. Just pick it up and engross yourself in it. It's only about a 4 hour read for most adults and easily well worth it.Do enjoy....more",Notes are private!,0,39,1,not set,Nov 2007,"Nov 22, 2007",,Paperback,view (with text),/book/show/18131.A_Wrinkle_in_Time
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"America's ""Failing"" Schools","Popham, W. James",0415951283,9780415951289,0415951283,176        pp,3.75,20,"Apr 01, 2004","May 20, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anyone interested in No Child Left Behind and its impact on American public school education should read the first 45 pages of this book.Popham does aAnyone interested in No Child Left Behind and its impact on American public school education should read the first 45 pages of this book.Popham does an excellent job of explaining the provisions and mandates of NCLB while also offering the rationale for each component.That first section only takes about an hour to read and will leave you with a full grasp of NCLB, its problems, and its consequences.The super-quick version is: it's impossible for the states to keep up with the demands of NCLB. Within the next few years EVERY public school in America will be getting ""failing"" grades based on NCLB evaluations....more",Notes are private!,0,0,1,not set,Sep 2007,"Sep 23, 2007",,Paperback,view (with text),/book/show/1937333.America_s_Failing_Schools
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blind Assassin,"Atwood, Margaret*",,,,637        pp,3.96,"155,483",Sep 2000,"Sep 03, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite novel from my Prizewinning Lit class.Atwood can be criticized as being somewhat cold and distant in her narrative style. That's certainly My favorite novel from my Prizewinning Lit class.Atwood can be criticized as being somewhat cold and distant in her narrative style. That's certainly valid and definitely turns off some people.But for my money The Blind Assassin is one of the most perfect novels I've ever read. Atwood's tone fits the character perfectly; the distance and coldness come from weariness and deep, deep pain that is tempered by a degree of the indifference that comes from old age.The novel is intricate, ambitious, and extremely complex. There are something like five different narrative strings that are interwoven throughout the story and they do all actually make sense and add to the work as a whole.What really impressed me is that Atwood creates an entire life in these pages. It's not that this novel is the most heartfelt or the most endearing or the most engaging story ever written, it's that it perfectly articulates a full human life with all its flaws, mistakes, and failures....more",Notes are private!,0,35,1,not set,Jan 2006,"Apr 23, 2007",,Paperback,view (with text),/book/show/78433.The_Blind_Assassin
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,172","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have certain reservations about this novel, specifically the latter life-as-Cal section, but its strong points far outweigh its weak points. The stoI have certain reservations about this novel, specifically the latter life-as-Cal section, but its strong points far outweigh its weak points. The story is most engaging and most heartbreaking when it revolves around the young Callie; unexpectedly it's a classic coming-of-age story that is also a modern-day gender identity story.I read this for a class on modern Prizewinning Literature and wrote my final paper on it. Let me tell you, there is a LOT of depth and many layers of meaning to be discovered here, which is what makes it such a rich, engrossing experience (and a hell of a hard to novel to write a final paper on!).My only really serious criticism is that Callie is so endearing and so engaging that her later incarnations (teenage Cal, adult Cal) are rather flat by comparison. But even more damning than that, the later personas show only a factual connection to the earlier Callie; in either of the Cal sections I could see no evidence that the person who was once Callie had any connection to the person who is now Cal. In other words, there was no continuity of character, even considering the vast changes the character goes through.So it isn't perfect, but so few things ever are......more",Notes are private!,0,0,1,not set,Jan 2006,"Apr 23, 2007",,Paperback,view (with text),/book/show/2187.Middlesex
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Faustus: A- And B- Texts,"Marlowe, Christopher",0719016436,9780719016431,0719016436,320        pp,3.80,"67,343",1588,"May 15, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a landmark in the history of the English theater, sure. But as something that has withstood the test of time and still resonates today, not so muchAs a landmark in the history of the English theater, sure. But as something that has withstood the test of time and still resonates today, not so much.Marlowe is the warmup act for Shakespeare; he may have broken new ground but it was Shakespeare who mastered the territory. Faustus partially suffers from its source material and partially from Marlowe's pen. Just as the eponymous Faustus begins to get interesting and introspective, he is immediately distracted. He's basically Hamlet's antithesis.Faustus doesn't agonize over his deal with the devil nor does he relish in it. He rides a wavering middle line that fails to impress in either direction. He doesn't go deep and philosophical and yet with all his powers all he manages are pretty trite parlor tricks.So where's the drama? I'm still trying to figure that one out. The final scene is more dramatic but again there's just a lack of depth, of remorse, of the horror of realization that he could have been saved. Stuff just happens and it's mildly entertaining. Faustus as a character is mildly interesting but fails to really engage.In Marlowe's defense, he was still a young, developing writer whose career was cut short by an inconvenient murder....more",Notes are private!,0,0,1,not set,Jan 2006,"Feb 24, 2007",,Paperback,view (with text),/book/show/80897.Doctor_Faustus
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,561","Mar 18, 2003","Mar 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of my UCLA English profs is friends with Dan Brown. She said that he knew full well that America reads at a 14-year-old level and that's the standOne of my UCLA English profs is friends with Dan Brown. She said that he knew full well that America reads at a 14-year-old level and that's the standard he aimed for with The Da Vinci Code. That's not sarcasm or cynicism; Dan Brown is just ruthlessly efficient at giving the masses exactly what they hunger for.I admire his strategy and execution; it's obvious from the success of the book that he nailed America's reading habits right on.But I refuse to read material that has been sensationalized and simplified for under-achieving adults. Appealing to over-achieving children (ala Harry Potter) is to be applauded but talking down to adults is just shameful. Not shameful for Dan Brown, but shameful that America as a whole so readily embraced the condescension....more",Notes are private!,0,3,1,not set,not set,"Feb 08, 2007",,Paperback,view (with text),/book/show/968.The_Da_Vinci_Code
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",9506440298,9789506440299,9506440298,174        pp,3.97,"2,417,033","Oct 19, 1953","Jun 28, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, yes, it's a very important book. Yes free speech and freedom of expression are vitally important to a healthy society. Yeah, yeah, yeah, whateverYes, yes, it's a very important book. Yes free speech and freedom of expression are vitally important to a healthy society. Yeah, yeah, yeah, whatever.It's fine, it gets the job done. Woo-hoo, our democracy is safe, one reader at a time.This is a fine novel to force eighth-graders to read, but not so much for adults....more",Notes are private!,0,0,1,not set,Jan 2006,"Feb 06, 2007",,Paperback,view (with text),/book/show/4380.Fahrenheit_451
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shakespeare by Another Name: The Life of Edward de Vere, Earl of Oxford, the Man Who Was Shakespeare","Anderson, Mark*",1592402151,9781592402151,1592402151,640        pp,4.02,551,2005,"Aug 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This research further convinced my UCLA Shakespeare prof that Edward de Vere was the man who wrote the Shakespeare plays. From everything she's said aThis research further convinced my UCLA Shakespeare prof that Edward de Vere was the man who wrote the Shakespeare plays. From everything she's said and what I've read of this book so far, I gotta say I'm pretty convinced.The argument for the man from Stratford is pretty weak with many unexplainable conflicts and contradictions whereas the ""Oxford"" theory (de Vere was Earl of Oxford and is referred to by his named title) has countless intriguing anecdotes and evidence that account for much more of the broad and specific knowledge found in the Shakespeare plays.I think it's only a matter of time before the Oxfordists overcome the undereducated, uncultured man from Stratford....more",Notes are private!,0,2,1,not set,"Dec 15, 2007","Feb 06, 2007",,Paperback,view (with text),/book/show/73159.Shakespeare_by_Another_Name
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Contact,"Sagan, Carl",2266079999,9782266079990,2266079999,580        pp,4.15,"142,684",1985,"Aug 28, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Carl Sagan is just a wonderful, wonderful human being.The novel is every bit as excellent as the Jodie Foster film and then some. What's most appealinCarl Sagan is just a wonderful, wonderful human being.The novel is every bit as excellent as the Jodie Foster film and then some. What's most appealing to me is that the novel goes deeper into the mathematics--sounds geeky and terrible, I know. But it isn't.If you liked the film, this is a must-read. It's way up there, probably somewhere in my top ten favorites....more",Notes are private!,0,0,1,not set,Jan 1997,"Feb 06, 2007",,Mass Market Paperback,view (with text),/book/show/61666.Contact
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Godot,"Beckett, Samuel",,,,109        pp,3.84,"201,609","Apr 01, 1952",2011,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, I get that this is absurdist theater. Yes, I get that it's not necessarily supposed to make any sense.But seriously, this is just freakin' ridicuYes, I get that this is absurdist theater. Yes, I get that it's not necessarily supposed to make any sense.But seriously, this is just freakin' ridiculous. It's absurd in its absurdity, and that's not a good thing.Call me ignorant, call me closed-minded, but I say Waiting for Godot is just a waste of time....more",Notes are private!,0,1,1,not set,Jan 2005,"Feb 06, 2007",,Paperback,view (with text),/book/show/17716.Waiting_for_Godot
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,422","May 22, 2001","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quite possibly my second-favorite novel of all time... but for the last chapter. Rip those pages out and you've got an absolute masterpiece.It's an esQuite possibly my second-favorite novel of all time... but for the last chapter. Rip those pages out and you've got an absolute masterpiece.It's an escapist, engrossing modern fairy tale of sorts; once you've lived in the world of Bel Canto, you don't ever really want to leave it. It paints such a lovely picture of an idyllic, utopian environment. Sigh. Oh, if only I could be held hostage in Peru......more",Notes are private!,0,5,1,not set,Jan 2006,"Feb 06, 2007",,Paperback,view (with text),/book/show/5826.Bel_Canto
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,357","Apr 20, 1999","Jan 01, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful collection of short stories that are all focused on some aspect of life as an Indian immigrant.Lahiri's style is elegant and sumptuous. HeA wonderful collection of short stories that are all focused on some aspect of life as an Indian immigrant.Lahiri's style is elegant and sumptuous. Her storytelling ""voice"" is just incredibly engrossing and soothing. The stories themselves are all wonderfully complex and textured; Lahiri's insight and powers of observation are unparalleled.Highly, highly recommended. They're short stories! You got no excuse to be lazy!...more",Notes are private!,0,0,1,not set,not set,"Feb 06, 2007",,Hardcover,view (with text),/book/show/5439.Interpreter_of_Maladies
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sense and Sensibility,"Austen, Jane",039397751X,9780393977516,039397751X,416        pp,4.08,"1,190,005","Oct 30, 1811","Oct 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another lengthy Austen work that can be a bit demanding at times. If Pride and Prejudice isn't an enjoyable breeze of a read, you might want to re-thiAnother lengthy Austen work that can be a bit demanding at times. If Pride and Prejudice isn't an enjoyable breeze of a read, you might want to re-think Sense and Sensibility.The Ang Lee film adaptation is excellent but may come off a bit flat and unengaging if you haven't read the novel.Tough call here. I prefer the novel and I really enjoyed it; it's just not the easiest read....more",Notes are private!,0,1,1,not set,Jan 2006,"Feb 06, 2007",,Paperback,view (with text),/book/show/14934.Sense_and_Sensibility
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emma,"Austen, Jane",,,,474        pp,4.05,"886,123","Dec 23, 1815","May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Emma is an enjoyable read, especially for Austen fans. It is, however, quite long and is in no rush to tell its story. It may be sacrilege to say it, Emma is an enjoyable read, especially for Austen fans. It is, however, quite long and is in no rush to tell its story. It may be sacrilege to say it, but for the casual reader I'd actually recommend just renting the film with Gwyneth Paltrow. It gets everything right and is just as effective as the novel.That being said, the serious Austenite will be rewarded for their reading efforts. I remember reading this and crying my brains out at a research library at UCLA. Good thing those carrells on the second floor are pretty deserted......more",Notes are private!,0,0,1,not set,Jan 2006,"Feb 06, 2007",,Paperback,view (with text),/book/show/6969.Emma
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tempest,"Shakespeare, William",0451527127,9780451527127,0451527127,205        pp,3.79,"209,827",1611,Sep 1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 06, 2007",,Mass Market Paperback,view,/book/show/73008.The_Tempest
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter's Tale,"Shakespeare, William",0451527143,9780451527141,0451527143,304        pp,3.71,"33,303",1623,"Nov 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Written near the very end of Shakespeare's run, this is a mature work from a mature writer. It has elements that are oddly light and somewhat comical Written near the very end of Shakespeare's run, this is a mature work from a mature writer. It has elements that are oddly light and somewhat comical but it's not quite a comedy. It's not a tragedy either. I think it's more a fairy tale about forgiveness late in life and magically being granted a second chance. This is wish-fulfillment from a writer who must have experienced a lot of personal pain.It's also the most heartfelt and insightful depiction of love and relationships that I've seen in the Shakespeare plays. The tragedies don't have room for love and the comedies are just too simplistic and farcical to show any real insight (e.g. Much Ado About Nothing is charming but is exactly what the title professes). And don't even think about mentioning Romeo & Juliet; puppy love between a 13-year-old and a 15-year-old hardly qualifies as insightful.There's just something so sad about this fantasy. Even as beautiful, wonderfully uplifting events are occurring one senses a deep pain and regret from Shakespeare himself; the events depicted are just too beautiful, the forgiveness too perfect for such a thing to ever happen in the real world. The joy of this fictional world only underscores the pain and heartache and regret of the real world.Shakespeare's wish-fulfillment fantasy is glorious and devastating all at the same time.ps - I highly recommend the Signet Classics editions of all Shakespeare plays....more",Notes are private!,0,12,1,not set,Jan 2006,"Feb 06, 2007",,Mass Market Paperback,view (with text),/book/show/72986.The_Winter_s_Tale
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Titus Andronicus and Timon of Athens,"Shakespeare, William",0451522699,9780451522696,0451522699,432        pp,3.72,330,"Jun 01, 1986","Jun 03, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Titus is pretty crazy, gory stuff. However, it did give us: ""Cry havoc and let slip the dogs of war!"" Honestly, I'd just rent Julie Taymor's excellentTitus is pretty crazy, gory stuff. However, it did give us: ""Cry havoc and let slip the dogs of war!"" Honestly, I'd just rent Julie Taymor's excellent adaptation with Anthony Hopkins. It's got weird past-mixed-with-present art direction but the play itself is weird so it all works quite well.ps - I highly recommend the Signet Classics editions for all of Shakespeare's works. They have the best footnote/annotation system I've seen. It enhances readability and still gives you all the info you'd need....more",Notes are private!,0,0,1,not set,Jan 2006,"Feb 06, 2007",,Paperback,view (with text),/book/show/72983.Titus_Andronicus_and_Timon_of_Athens
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday,"McEwan, Ian*",1400076196,9781400076192,1400076196,289        pp,3.64,"70,192",2005,"Apr 11, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"McEwan was lauded for supposedly having his finger on the pulse of the post-9/11 nation with Saturday. Note my use of the word ""supposedly.""It's a dayMcEwan was lauded for supposedly having his finger on the pulse of the post-9/11 nation with Saturday. Note my use of the word ""supposedly.""It's a day-in-the-life story where that day happens to be post-9/11 (I think a few years removed, so it's not like this is a day-after story). Right from the start he watches a plane land that looks like it's on fire and obviously that will call up some bad memories. But the story's association with the post-9/11 world is very tangential. It exists within it but it certainly doesn't directly address it.What McEwan's really doing is taking a shot at capturing the baby boomer zeitgeist (Google it, I don't want to explain it) and he probably does it pretty well. Not being a baby boomer myself, I'm only interested in the baby boomer zeitgeist if it's actually interesting. In this case, eh, not really. It's a guy with a family and he has kind of an interesting Saturday afternoon. Yahoo.American Beauty was all about the baby boomer suburban zeitgeist but its take was interesting and highly entertaining. Saturday isn't entertaining nor is it insightful enough to be all that valuable.This is supposedly McEwan's most autobiographical work. If so, McEwan is a nice guy with a nice life but I don't need to spend six hours reading about it....more",Notes are private!,0,2,1,not set,not set,"Feb 06, 2007",,Paperback,view (with text),/book/show/5015.Saturday
