,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheri's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Meant Well: A Novel,"Hasan, Erum Shazia",,,177041665X,272        pp,4.04,648,"Apr 11, 2023","Apr 11, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 27, 2024","Jan 29, 2024","Jan 29, 2024",,Paperback,view,/book/show/122284491-we-meant-well
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellowface,"Kuang, R.F.*",,,,336        pp,3.80,"428,344","May 25, 2023","May 16, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 26, 2024",,Hardcover,view,/book/show/62047984-yellowface
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four: A Divergent Collection,"Roth, Veronica*",0062316168,9780062316165,0062316168,7        pp,3.96,"227,554","Jul 08, 2014","Jul 08, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I never read the Divergent series, but saw the first movie in 2014 and liked it quite a lot. After listening to these four short stories from Four’s PI never read the Divergent series, but saw the first movie in 2014 and liked it quite a lot. After listening to these four short stories from Four’s POV, I tempted to watch it again....more",Notes are private!,0,0,2,"Jan 26, 2024Jan 26, 2024","Jan 27, 2024Jan 27, 2024","Jan 26, 2024",,Audiobook,view (with text),/book/show/18469081-four
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"See How They Run        (Embassy Row, #2)","Carter, Ally*",,9780545813969,,9        pp,4.12,"14,228","Dec 22, 2015","Jan 01, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 24, 2024","Jan 26, 2024","Jan 25, 2024",,Audiobook,view,/book/show/28823338-see-how-they-run
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anna and the Swallow Man,"Savit, Gavriel*",1101891815,9781101891810,1101891815,unknown,3.69,"8,485","Jan 26, 2016","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Audio CD,view,/book/show/25387594-anna-and-the-swallow-man
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Live by Night,"Lehane, Dennis*",0062204793,9780062204790,0062204793,15        pp,3.91,"24,824","Oct 02, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Audio CD,view,/book/show/13624004-live-by-night
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calling All Minds,"Grandin, Temple",0525632298,9780525632290,0525632298,unknown,3.78,427,"May 15, 2018","Jan 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Audio CD,view,/book/show/36717955-calling-all-minds
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Bird,"Palacio, R.J.",1984847481,9781984847485,1984847481,unknown,4.50,"20,661","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 23, 2024",,Audio CD,view,/book/show/42672693-white-bird
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Fall Down        (Embassy Row, #1)","Carter, Ally*",,,,9        pp,3.85,"28,837","Jan 20, 2015","Jan 20, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Enjoyable listen. It’s categorized as YA…thinking it would be most appreciated by the younger end of that group. Maybe twelve to thirteen?,Notes are private!,0,0,1,"Jan 23, 2024","Jan 24, 2024","Jan 23, 2024",,Audiobook,view (with text),/book/show/25134870-all-fall-down
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Hunt Killers        (I Hunt Killers, #1)","Lyga, Barry*",161113188X,9781611131888,,9        pp,4.02,"40,237","Apr 03, 2012","Apr 03, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""[She] was made up of skin and bones and hate and crazy, and hate and crazy don't weigh anything.""Fascinating premise, but a bit too disturbing for me""[She] was made up of skin and bones and hate and crazy, and hate and crazy don't weigh anything.""Fascinating premise, but a bit too disturbing for me to give it a 4-star-really-liked-it rating. YMMV....more",Notes are private!,0,0,1,"Jan 22, 2024","Jan 23, 2024","Jan 22, 2024",,Audiobook,view (with text),/book/show/16373710-i-hunt-killers
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daughter of the Moon Goddess        (The Celestial Kingdom Duology, #1)","Tan, Sue Lynn*",,9780063031340,,15        pp,4.12,"83,677","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Audiobook,view,/book/show/60216201-daughter-of-the-moon-goddess
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lincoln Highway,"Towles, Amor*",,9780593452103,,17        pp,4.23,"259,068","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Audiobook,view,/book/show/57109407-the-lincoln-highway
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Lie Wins,"Elston, Ashley*",0593789687,9780593789681,,unknown,4.12,"187,765","Jan 02, 2024","Jan 02, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2024","Feb 11, 2024","Jan 22, 2024",,Audiobook,view,/book/show/202692500-first-lie-wins
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not to Drown in a Glass of Water,"Cruz, Angie",1250897106,9781250897107,,unknown,3.90,"23,665","Sep 13, 2022",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2024",,Audiobook,view,/book/show/63205922-how-not-to-drown-in-a-glass-of-water
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman on the Ledge,"Mancini, Ruth*",0063340550,9780063340558,0063340550,336        pp,4.00,"3,256","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Paperback,view,/book/show/134221755-the-woman-on-the-ledge
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waters,"Campbell, Bonnie Jo",,,,unknown,3.46,"4,331","Oct 10, 2023","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2024",,Audiobook,view,/book/show/204831964-the-waters
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace Year,"Liggett, Kim*",1250623227,9781250623225,1250623227,0        pp,4.15,"131,858","Oct 08, 2019","Oct 08, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""…it’s the small decisions you make when no one is watching that make you who you are."" ~ Yep!Wow! Lord of Flies and The Handmaids Tale with a little ""…it’s the small decisions you make when no one is watching that make you who you are."" ~ Yep!Wow! Lord of Flies and The Handmaids Tale with a little Hunger Games thrown in for good measure. Dark, disturbing, gory, and thought-provoking! There were a few things I have mixed feelings about, but overall a fascinating and worthwhile listen....more",Notes are private!,0,0,1,"Feb 27, 2024","Feb 28, 2024","Jan 17, 2024",,Audiobook,view (with text),/book/show/51298907-the-grace-year
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eternal Return of Clara Hart,"Finch, Louise*",191507102X,9781915071026,191507102X,288        pp,3.89,"1,004","Aug 04, 2022","Aug 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Paperback,view,/book/show/61255214-the-eternal-return-of-clara-hart
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Impossible Creatures,"Rundell, Katherine",1408897415,9781408897416,,368        pp,4.22,"3,859","Sep 14, 2023","Sep 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Hardcover,view,/book/show/134979103-impossible-creatures
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Infinite Country,"Engel, Patricia*",1797119591,9781797119595,,5        pp,3.93,"45,329","Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The disjointed story-telling wasn’t confusing, but it was a bit annoying. Regardless of that minor nit-pick, I have mixed feelings about Infinite CounThe disjointed story-telling wasn’t confusing, but it was a bit annoying. Regardless of that minor nit-pick, I have mixed feelings about Infinite Country…probably would have loved it four or five years ago, but now I feel differently, so I'll leave it unrated. I’m just so very weary of stories inundated with political agenda. I’m thinking I should only read books published prior to 2010 for a while....more",Notes are private!,0,0,1,"Feb 05, 2024","Feb 06, 2024","Jan 17, 2024",,Audiobook,view (with text),/book/show/57967572-infinite-country
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury,"Burns, Amy Jo*",,,1250908566,336        pp,3.89,"10,382","Jan 02, 2024","Jan 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Hardcover,view,/book/show/127305817-mercury
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Third Wife,"Jewell, Lisa*",,,B07DCZKCGV,unknown,3.50,"47,934","Jul 03, 2014","Jul 03, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 15, 2024","Jan 16, 2024","Jan 16, 2024",,Audible Audio,view,/book/show/43612844-the-third-wife
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of the House of Usher,"Poe, Edgar Allan",,,,unknown,3.88,"70,684",1839,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this as a teenager, but I didn’t remember much about it and since we’re watching the series on Netflix, I wanted to revisit it. I listened twicI read this as a teenager, but I didn’t remember much about it and since we’re watching the series on Netflix, I wanted to revisit it. I listened twice, but struggled to stay focused both times. Maybe Poe works better as a read than a listen....more",Notes are private!,0,0,1,"Jan 15, 2024","Jan 15, 2024","Jan 15, 2024",,Audible Audio,view (with text),/book/show/35961885-the-fall-of-the-house-of-usher
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fairy Tale,"King, Stephen*",1797145290,9781797145297,,24        pp,4.12,"233,850","Sep 06, 2022","Sep 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Sometimes the most horrible things are what give us strength.""There are some things I loved about Fairy Tale—especially Radar! However, other things ""Sometimes the most horrible things are what give us strength.""There are some things I loved about Fairy Tale—especially Radar! However, other things I didn’t love quite so much moving me to a solid three-star-I-liked-it rating....more",Notes are private!,0,0,1,"Jan 10, 2024","Jan 15, 2024","Jan 15, 2024",,Audiobook,view (with text),/book/show/60177376-fairy-tale
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dispossessed,"Le Guin, Ursula K.",,,,387        pp,4.25,"125,018",May 1974,"Sep 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Paperback,view,/book/show/118007.The_Dispossessed
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Leave Unfinished,"Yarros, Rebecca*",,,,15        pp,4.30,"139,987","Feb 23, 2021","Feb 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"10 Jan 2024: After too many excruciatingly long passages describing make-out sessions reminiscent of Harlequin romances, I gave up and skipped from ch10 Jan 2024: After too many excruciatingly long passages describing make-out sessions reminiscent of Harlequin romances, I gave up and skipped from chapter 8 to 33. I must say, however, there was an interesting twist! But since this book is one of the things I will leave unfinished, I don’t think any rating from me would be valid....more",Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Audible Audio,view (with text),/book/show/58056344-the-things-we-leave-unfinished
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Closers        (Harry Bosch, #11; Harry Bosch Universe, #15)","Connelly, Michael*",1594830207,9781594830204,1594830207,12        pp,4.18,"56,292","May 01, 2005","May 16, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Mel Gibson saved a lot of lives. All those sideways shooters, they couldn’t hit shit. We ought to make him like an honorary cop or something."" ~ Lol!""Mel Gibson saved a lot of lives. All those sideways shooters, they couldn’t hit shit. We ought to make him like an honorary cop or something."" ~ Lol!...more",Notes are private!,0,0,1,"Jan 07, 2024","Jan 09, 2024","Jan 10, 2024",,Audio CD,view (with text),/book/show/21538.The_Closers
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stone Home,"Kim, Crystal Hana*",006331097X,9780063310971,006331097X,352        pp,4.10,105,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2024",,Hardcover,view,/book/show/181109975-the-stone-home
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,B0B1KGJLP8,unknown,4.07,"83,319","Jan 31, 2023","Jan 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""A person’s troubles are not measured by the size of those troubles, but by how much they weigh on the individual carrying them"" ~ Indeed.""A person’s troubles are not measured by the size of those troubles, but by how much they weigh on the individual carrying them"" ~ Indeed....more",Notes are private!,0,0,1,"Jan 04, 2024","Jan 05, 2024","Jan 05, 2024",,Audible Audio,view (with text),/book/show/92414469-maame
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Sell a Haunted House,"Hendrix, Grady*",0593591844,9780593591840,0593591844,13        pp,3.70,"97,367","Jan 17, 2023","Jan 23, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2024","Jan 04, 2024","Jan 05, 2024",,Audiobook,view,/book/show/79328894-how-to-sell-a-haunted-house
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Fifteen Minutes,"Scottoline, Lisa*",,,B00TR8BWUI,10        pp,3.76,"33,393","Apr 14, 2015","Apr 14, 2015",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Strained credulity way too much!,Notes are private!,0,0,1,"Dec 31, 2023","Jan 03, 2024","Jan 03, 2024",,Audible Audio,view (with text),/book/show/24989558-every-fifteen-minutes
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fury,"Michaelides, Alex*",125075898X,9781250758989,125075898X,298        pp,3.42,"79,656","Jan 16, 2024","Jan 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/123206645-the-fury
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James,"Everett, Percival",0385550367,9780385550369,0385550367,303        pp,4.63,"6,238","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/173754979-james
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Stars,"Orange, Tommy*",0593318250,9780593318256,0593318250,336        pp,4.01,"4,899","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Hardcover,view,/book/show/174147294-wandering-stars
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fierce Self-Compassion: How Women Can Harness Kindness to Speak Up, Claim Their Power, and Thrive","Neff, Kristin",,,B08F7S3G4C,384        pp,3.88,"2,054","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Kindle Edition,view,/book/show/56599288-fierce-self-compassion
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bear,"Phillips, Julia*",0525520430,9780525520436,0525520430,304        pp,4.20,186,"Jun 25, 2024","Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Hardcover,view,/book/show/196056205-bear
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,April May June July,"Hart, Alison B.*",1525804278,9781525804274,1525804278,352        pp,3.59,22,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/198385456-april-may-june-july
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kate in Waiting,"Albertalli, Becky*",,,B08JH8PJ5P,10        pp,3.82,"10,730","Apr 20, 2021","Apr 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I quite enjoyed this YA romance…thought it was adorable. But couldn’t help wondering if Becky Albertalli has a sensitivity reader to ensure representaI quite enjoyed this YA romance…thought it was adorable. But couldn’t help wondering if Becky Albertalli has a sensitivity reader to ensure representation of every group and every variation of every group? Or does that scope of inclusivity come naturally?...more,Notes are private!,0,1,1,"Dec 25, 2023","Dec 30, 2023","Dec 31, 2023",,Audible Audio,view (with text),/book/show/55468048-kate-in-waiting
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feminism for Women: The Real Route to Liberation,"Bindel, Julie",,9781472132604,,256        pp,4.10,377,2021,"Sep 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Hardcover,view,/book/show/49636606-feminism-for-women
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elf Dog and Owl Head,"Anderson, M.T.",,,B0BS1Q2SV5,unknown,3.96,932,"Apr 11, 2023","Apr 18, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""There are few better things in life than exploring with a dog and finding new places together."" Indeed!""There are few better things in life than exploring with a dog and finding new places together."" Indeed!...more",Notes are private!,0,0,1,"Dec 19, 2023","Dec 21, 2023","Dec 18, 2023",,Audible Audio,view (with text),/book/show/200269323-elf-dog-and-owl-head
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl in Translation,"Kwok, Jean*",0307736199,9780307736192,,10        pp,3.99,"56,315","Apr 29, 2010","May 04, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found the 12-year fast-forward a bit jarring, but otherwise a sweet, poignant listen.",Notes are private!,0,0,1,"Dec 16, 2023","Dec 17, 2023","Dec 16, 2023",,Audiobook,view (with text),/book/show/15995066-girl-in-translation
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Locked Door,"McFadden, Freida*",,,B09FM59ZTV,unknown,4.09,"243,984","Jun 01, 2021","Sep 21, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The story was okay; the narration was not.,Notes are private!,0,0,1,"Dec 13, 2023","Dec 16, 2023","Dec 14, 2023",,Audible Audio,view (with text),/book/show/199588253-the-locked-door
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's OK That You're Not OK,"Devine, Megan*",1683640365,9781683640363,1683640365,0        pp,4.39,"10,067","Oct 01, 2017","Nov 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Audio CD,view,/book/show/34261775-it-s-ok-that-you-re-not-ok
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What My Bones Know: A Memoir of Healing from Complex Trauma,"Foo, Stephanie*",0593507258,9780593507254,,10        pp,4.52,"43,014","Feb 22, 2022","Feb 22, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although a pretty good memoir, for me, What My Bones Know didn’t add anything to the understanding of PTSD. The author argues that ""the difference betAlthough a pretty good memoir, for me, What My Bones Know didn’t add anything to the understanding of PTSD. The author argues that ""the difference between regular PTSD and complex PTSD is that traditional PTSD is often associated with a moment of trauma. Sufferers of complex PTSD have undergone continual abuse—trauma that has occurred over a long period of time, over the course of years. Child abuse is a common cause of cPTSD."" #1 PTSD is complex. Period. No added c needed. #2 Child abuse is also a common cause of “regular” PTSD. #3 Although it can happen—depending on the severity of the event, a brief “moment” of trauma doesn’t usually result in PTSD. So the author’s distinction is lost on me. It’s kinda’ like how the title of this book What My Bones Know seems eerily similar to The Body Keeps the Score by Bessel van der Kolk—the pioneering researcher into how overwhelming experiences affect the brain and the body, i.e., PTSD—and who the author cites frequently even after criticizing him. Despite my criticisms, there were definitely insights by Foo that I appreciated. For example, one-size-fits-all treatments for PTSD (with the c or without) are BS. When it comes to PTSD, there is no such thing as a one-size-fits-all approach. Yet! [Fingers crossed that the MDMA-assisted psychotherapy trial by MAPS will give the world a cure.] In the meantime, the available treatments—which do work for some, but not others—can be quite expensive, therefore not accessible to many. When it comes to mental health, insurance sucks! Also, some of her thoughts resonated deeply:""Hatred, I learned quickly, was the antidote to sadness. It was the only safe feeling. Hatred does not make you cry at school. It isn’t vulnerable. Hatred is efficient. It does not grovel. It is pure power."" Yep!...more",Notes are private!,0,0,1,"Dec 10, 2023","Dec 13, 2023","Dec 10, 2023",,Audiobook,view (with text),/book/show/60583176-what-my-bones-know
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chasing the Dime        (Harry Bosch Universe, #12)","Connelly, Michael*",1586214489,9781586214487,1586214489,6        pp,3.97,"38,012",2002,"Oct 15, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not his best!,Notes are private!,0,0,1,"Dec 10, 2023","Dec 10, 2023","Dec 10, 2023",,Audiobook,view (with text),/book/show/3579993-chasing-the-dime
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House with Good Bones,"Kingfisher, T.",1250829798,9781250829795,1250829798,247        pp,3.70,"32,564","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view,/book/show/60784409-a-house-with-good-bones
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Taft,"Patchett, Ann",0060540761,9780060540760,0060540761,246        pp,3.55,"9,942","Oct 01, 1994","Mar 18, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2023",,Paperback,view,/book/show/255511.Taft
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wellness,"Hill, Nathan",0593536118,9780593536117,0593536118,607        pp,4.01,"33,124","Sep 26, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 06, 2023",,Hardcover,view,/book/show/65650229-wellness
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0593446062,9780593446065,0593446062,291        pp,3.92,"64,801","Sep 20, 2022","Sep 20, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""There were these times, is what I am saying…"" and ""What I am trying to say is that…"" and ""I think by that I mean that…"" and ""I need to say…"" and ""My ""There were these times, is what I am saying…"" and ""What I am trying to say is that…"" and ""I think by that I mean that…"" and ""I need to say…"" and ""My point is …"" Tedious, right?There's a quote attributed to Carl Jung that reads, ""Everything that irritates us about others can lead us to an understanding of ourselves."" In a similar vein, author Marian Keyes wrote, ""The things we dislike most in others are the characteristics we like least in ourselves."" I’ve frequently pondered this idea and concluded there is probably some truth to it. After reading Lucy by the Sea, I’m sincerely hoping that it is not true, because I did not like Lucy Barton very much. I found her to be sanctimonious and judgmental and tedious. If I share these characteristics with Lucy, I’ve got some serious work to do....more",Notes are private!,0,0,1,"Jan 17, 2024","Jan 18, 2024","Dec 06, 2023",,Hardcover,view (with text),/book/show/60657583-lucy-by-the-sea
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Girls of Penzance        (A Cornwall Murder Mystery, #1)","Rigby, Sally*",,,B0CJG1RPKN,7        pp,4.04,"1,388","Oct 05, 2023","Oct 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 30, 2023","Dec 02, 2023","Dec 06, 2023",,Audiobook,view,/book/show/202586941-the-lost-girls-of-penzance
