,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Malcolm's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Book of the Grail,"Lovett, Charlie*",0399562516,9780399562518,0399562516,321        pp,3.86,"5,733","Feb 28, 2017","Feb 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a sucker for books about books and Charlie Lovett writes those kind of books. I just can't resist. Arthur Prescott teaches literature at a glass aI'm a sucker for books about books and Charlie Lovett writes those kind of books. I just can't resist. Arthur Prescott teaches literature at a glass and concrete English university in the town of Barchester, but his passion is to be in the library of the local cathedral which houses books and manuscripts dating back centuries. When Arthur is in the library, he is in his element as he researches the history of the cathedral to complete a guidebook that is long overdue. He is convinced that there is a lost manuscript about the original founder of the cathedral and is determined to find it. Arthur is also a secret enthusiast of the legend of the Holy Grail, and is convinced not only that the Grail is real, but that it has a connection to Barchester Cathedral and that perhaps, the missing manuscript could contain clues concerning the Grail. But when Bethany Davis, a young American researcher arrives charged with the task of digitizing all of Barchester's manuscripts, Arthur's world is turned up side down. Not only resistant, but downright unaware of, of modern technology, Arthur is determined to thwart Bethany's efforts as much as possible. That is until he finds out that Bethany is a Grail enthusiast as well. As sure as opposites attract, Arthur and Bethany combine their individual talents to the search for the manuscript and, along the way, discover how each compliments the other. An adventure and a mystery, wrapped around an improbable love story. With well crafted, easily readable prose and characters that are likable and well developed, Lovett has given us another book about books that both entertains and informs. Don't let this one pass you by....more",Notes are private!,0,19,1,"Mar 24, 2017","Mar 27, 2017","Mar 04, 2017",,Hardcover,view (with text),/book/show/30422489-the-lost-book-of-the-grail
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Lives of Samuel Hawley,"Tinti, Hannah*",1472234375,9781472234377,1472234375,496        pp,3.88,"16,848","Mar 28, 2017","Jan 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Expecting an edge of your seat thriller, but got so much more. This was a highly enjoyable read. The thriller for sure, but also a story of a man’s deExpecting an edge of your seat thriller, but got so much more. This was a highly enjoyable read. The thriller for sure, but also a story of a man’s devotion to the memory of his lost wife; his commitment to the raising of his daughter; and the daughters journey toward adulthood as she comes to terms with her father’s past, her mother’s death, and the future she will face. A great read. ...more",Notes are private!,0,6,1,"Apr 04, 2017","Apr 24, 2017","Mar 03, 2017",,Paperback,view (with text),/book/show/29757984-the-twelve-lives-of-samuel-hawley
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tenth of December,"Saunders, George",0812993802,9780812993806,0812993802,251        pp,3.98,"74,485","Jan 03, 2013","Jan 08, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read “Lincoln in the Bardo” and was blown away. I had to go back a try some of Saunders’ earlier works. I’m afraid I was disappointed. Certainly theI read “Lincoln in the Bardo” and was blown away. I had to go back a try some of Saunders’ earlier works. I’m afraid I was disappointed. Certainly the innovation was there, along with the dark humor, but overall, I found myself struggling. I guess Saunders is just not my cup of tea. Still, three stars for the imagination and the excellent writing....more",Notes are private!,0,3,1,"Mar 28, 2017","Mar 31, 2017","Mar 02, 2017",,Hardcover,view (with text),/book/show/13641208-tenth-of-december
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Miss Kopp's Midnight Confessions        (Kopp Sisters, #3)","Stewart, Amy*",054440999X,9780544409996,054440999X,374        pp,3.78,"5,464","Sep 05, 2017","Jan 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 17, 2017",Nov 2017,"Feb 25, 2017",,Hardcover,view,/book/show/33413882-miss-kopp-s-midnight-confessions
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mississippi Blood        (Penn Cage, #6)","Iles, Greg*",0062311158,9780062311153,0062311158,694        pp,4.43,"22,103","Mar 21, 2017","Mar 21, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 25, 2017","May 03, 2017","Feb 24, 2017",,Hardcover,view,/book/show/30653828-mississippi-blood
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",1501160761,9781501160769,1501160761,418        pp,4.29,"439,121","Sep 15, 2016","Apr 25, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"May 04, 2017","May 10, 2017","Feb 12, 2017",,Hardcover,view,/book/show/31443394-beartown
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House at the Edge of Night,"Banner, Catherine*",0812998790,9780812998795,0812998790,419        pp,3.97,"12,230","Jul 12, 2016","Jul 12, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 11, 2017","Sep 15, 2017","Feb 11, 2017",,Hardcover,view,/book/show/27163154-the-house-at-the-edge-of-night
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Norse Mythology,"Gaiman, Neil*",039360909X,9780393609097,039360909X,299        pp,4.11,"319,266","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Neil Gaiman can write a good story. One with imagination and magic; with creatures either benevolent or terrifying. His stories encourage us to suspenNeil Gaiman can write a good story. One with imagination and magic; with creatures either benevolent or terrifying. His stories encourage us to suspend disbelief and then simply to relax and enjoy. With this one, however, the story has already been told. The Norse legends, with gods and giants, dwarves and elves and any number of other creatures have been told and retold for centuries. But Gaiman has taken these old stories and given them order and structure. We have all the main characters; Odin, the wise and powerful; Thor, the warrior; and Loki, of the gods, but not a god. They are all here. But we also find out how they came to be and how their world was created. How did Odin become so wise? Where did Thor's hammer come from? Why did Loki continually disrupt things and yet always manage to be forgiven? How will the lives of the gods and the world they inhabit all end?With thorough research and excellent writing Gaiman retells these stories and makes them new again....more",Notes are private!,0,11,1,"Feb 08, 2017","Feb 12, 2017","Feb 04, 2017",,Hardcover,view (with text),/book/show/30809689-norse-mythology
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Water,"Hawkins, Paula*",0735211205,9780735211209,0735211205,386        pp,3.59,"388,679","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 07, 2017","Jul 12, 2017","Jan 22, 2017",,Hardcover,view,/book/show/33151805-into-the-water
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,News of the World,"Jiles, Paulette*",0062409204,9780062409201,0062409204,209        pp,4.08,"105,400","Oct 04, 2016","Oct 04, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 13, 2017","Oct 16, 2017","Jan 20, 2017",,Hardcover,view,/book/show/25817493-news-of-the-world
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Man,"Gross, Andrew*",1250079500,9781250079503,1250079500,416        pp,4.32,"16,472","Aug 23, 2016","Aug 23, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 03, 2021","Mar 08, 2021","Jan 14, 2017",,Hardcover,view,/book/show/28221006-the-one-man
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,261",2017,"Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How does one  the most unique and innovative book he has ever read? More than 1400 others have done so, and I doubt that mine will reveal anythiHow does one  the most unique and innovative book he has ever read? More than 1400 others have done so, and I doubt that mine will reveal anything new. Suffice it to say that this one will stay with me for some time. Abraham Lincoln's son, Willie, died at the age of eleven in early 1862. The nation is less than a year into the Civil War and it has become apparent that it will not be over as easily as many had predicted. Lincoln has already come under criticism for his conduct of the war and he is under constant pressure to resolve the conflict. Willie's death devastated his father, who is reported to have visited his dead son's tomb to sit and grieve over the body. From these historical facts, George Saunders has crafted a story so unique in its telling as to leave the reading wondering ""what have I gotten into?""As Willie lays in his crypt, he finds himself in the ""bardo"", a purgatory, or limbo-like state between life and whatever lies beyond. Others inhabit this space, and it is through them that the story is told. All have died, but refuse to accept their deaths, convinced that their ""sickness"" will end and they will return to their former life. But only through accepting death can they escape the bardo. While at first longing to remain and see his father, it is Willie who recognizes what he must do to ease his father's grief so that he may address the seemingly insurmountable tasks that face him as President. Engaging and confusing; heart rending and humorous; realistic and magical; some readers may give up on this one. But whether you give up or embrace it to the end, you will not forget it, nor see its equal for some time to come....more",Notes are private!,0,35,1,"Feb 22, 2017","Feb 28, 2017","Jan 04, 2017",,Hardcover,view (with text),/book/show/29906980-lincoln-in-the-bardo
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",0060188731,9780060188733,0060188731,336        pp,3.93,"283,416","May 22, 2001","May 28, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was late coming to this one and with some 200,000+ ratings and s, I don't think there is much I can add. I'll just throw in my four stars. A wI was late coming to this one and with some 200,000+ ratings and s, I don't think there is much I can add. I'll just throw in my four stars. A well written story, with characters that keep the reader invested all the way to a somewhat predictable ending. Once there, the reader is presented with an ""ending to the ending"" that provides a surprising twist, that no one will see coming. A very good read indeed. ...more",Notes are private!,0,10,1,Mar 2017,"Mar 08, 2017","Jan 03, 2017",,Hardcover,view (with text),/book/show/1039414.Bel_Canto
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,LaRose,"Erdrich, Louise",0062277022,9780062277022,0062277022,372        pp,3.90,"23,274","May 10, 2016","May 10, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2021","Sep 06, 2021","Jan 03, 2017",,Hardcover,view,/book/show/26116430-larose
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonglow,"Chabon, Michael",0062225553,9780062225559,0062225553,430        pp,3.80,"33,497","Nov 22, 2016","Nov 22, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 14, 2021","May 25, 2021","Jan 03, 2017",,Hardcover,view,/book/show/26795307-moonglow
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cove,"Rash, Ron*",,,,255        pp,3.70,"11,931","Feb 22, 2012","Apr 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Deep in the Appalachian mountains, lies a cove. Partially hidden by an over hanging cliff, it is a dark and forbidding place, thought to be haunted byDeep in the Appalachian mountains, lies a cove. Partially hidden by an over hanging cliff, it is a dark and forbidding place, thought to be haunted by the local townspeople, and the young woman, Laural, who lives there with her brother Hank, a recent wounded veteran of the trenches in France, is thought to be a witch.Laura's and Hank are devoted to each other and they work hard to restore the farm of their parents. In doing so, Laura dreams of a better life. When a stranger is discovered in the cove, Laural begins to hope that the better life has arrived as well. Unable to speak, the stranger, Walter, has a silver flute which he plays and fills the cove with mesmerizing music. Soon, Walter has proven to be a hopeful and helpful addition to Laural and Hank's world. But Walter bears a secret and, that, along with the misplaced fear and prejudice of the townspeople, threaten to destroy all of Laural's dreams. Simply put, Rash is a writer's writer. His characters are developed so completely the reader has no doubt who they are. His prose can mesmerize. As you read of climbing the cliff blocking the sun from the cove, you feel the warmth of the sunlight at the top. His stories do not always end totally happy, and this one is no exception. But they do end with a certain hope and justice, and the journey to those endings can be unforgettable....more",Notes are private!,0,14,1,"Feb 18, 2017","Feb 22, 2017","Jan 03, 2017",,Hardcover,view (with text),/book/show/11807189-the-cove
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where All Light Tends to Go,"Joy, David*",0399172777,9780399172779,0399172777,272        pp,3.77,"9,003","Mar 03, 2015","Mar 03, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2017","Sep 11, 2017","Jan 03, 2017",,Hardcover,view,/book/show/22571565-where-all-light-tends-to-go
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Barrowfields,"Lewis, Phillip*",0451495640,9780451495648,0451495640,368        pp,3.71,"1,007","Mar 07, 2017","Mar 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 17, 2021","Oct 22, 2021","Dec 30, 2016",,Hardcover,view,/book/show/31159249-the-barrowfields
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bear and the Nightingale        (The Winternight Trilogy, #1)","Arden, Katherine*",1101885939,9781101885932,1101885939,319        pp,4.10,"200,095","Jan 10, 2017","Jan 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"About a third of the way in, I was completely hooked. This book was enchanting, and what's great is that there are more to come from this gifted authoAbout a third of the way in, I was completely hooked. This book was enchanting, and what's great is that there are more to come from this gifted author. Set in medieval Rus, or Russia, the book spins a tale of Vasilisa, the youngest daughter of a well to do land owner. Her mother, the daughter of royalty, who died at Vasilisa's birth, was thought to have magical insight into the realm of creatures who are believed to protect home and forest from evil, particularly Frost, the blue-eyed demon who steals unsuspecting souls. As Vasilisa grows, she discovers that she too can see and communicate with these protecting creatures.When Vasilisa's father goes to Moscow and returns with a new wife, things change. Her step-mother, devoted to the ""new"" Christianity, is haunted by the ancient spirits and immediately forbids the household from making tributes to them. She demands that Vasilisa embrace the new beliefs or spend her life in a convent. Fearing for her family and village, Vasilisa is faced with yielding to her step-mother's demands, or using her special powers to defeat the evil that threatens. Based on an old Russian folktale, Katherine Arden has crafted an exciting and engaging story that leaves the reader wishing for more. I am looking forward to what comes next. ...more",Notes are private!,0,22,1,"Feb 13, 2017","Feb 17, 2017","Dec 10, 2016",,Hardcover,view (with text),/book/show/25489134-the-bear-and-the-nightingale
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Setting Free the Kites,"George, Alex*",0399162100,9780399162107,0399162100,326        pp,4.08,"4,265","Feb 21, 2017","Feb 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sometimes the ""sophomore effort"" falls short. Not so here; just the opposite. I had a few issues with George's first book, ""The Good American"". It staSometimes the ""sophomore effort"" falls short. Not so here; just the opposite. I had a few issues with George's first book, ""The Good American"". It started out great, with a strong story and two engaging and well developed characters. But about half way in, it started to drift. The main storyline got lost among a number of side stories that seemed to be dropped in for comic relief. But here, George stayed on course with a well written coming-of-age story that examines the bonds of friendship, particularly when opposites attract; the recognition that adults make bad choices too, and can be forgiven; and the power of memory to heal. Sometimes we learn, and are able to make that ""sophomore effort"" something better. George did it here, and I'll look forward to what he may bring us next. ...more",Notes are private!,0,7,1,"Mar 09, 2017","Mar 16, 2017","Nov 22, 2016",,Hardcover,view (with text),/book/show/30763898-setting-free-the-kites
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women in the Castle,"Shattuck, Jessica*",0062563661,9780062563668,0062563661,356        pp,3.85,"62,776","Mar 28, 2017","Mar 28, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 27, 2017","Jul 31, 2017","Nov 22, 2016",,Hardcover,view,/book/show/30653967-the-women-in-the-castle
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Kremlin's Candidate        (Red Sparrow Trilogy, #3)","Matthews, Jason",1501140086,9781501140082,1501140086,435        pp,4.16,"16,687","Feb 13, 2018","Feb 13, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 23, 2018",Mar 2018,"Nov 12, 2016",,Hardcover,view,/book/show/30753713-the-kremlin-s-candidate
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wolf Road,"Lewis, Beth*",110190612X,9781101906125,110190612X,368        pp,3.94,"6,909","Jun 30, 2016","Jul 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Sep 2017,"Sep 06, 2017","Nov 12, 2016",,Hardcover,view,/book/show/27209270-the-wolf-road
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Every Morning the Way Home Gets Longer and Longer,"Backman, Fredrik*",1501160486,9781501160486,1501160486,76        pp,4.33,"92,561","Aug 24, 2015","Nov 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I turned seventy in September. I was blessed with my first grandchild in October. I read this book in November. If you have even the slightest intentiI turned seventy in September. I was blessed with my first grandchild in October. I read this book in November. If you have even the slightest intention of ever doing the first two, read this book. Enjoy. ...more",Notes are private!,0,22,1,"Nov 10, 2016","Nov 13, 2016","Oct 31, 2016",,Hardcover,view (with text),/book/show/31140513-and-every-morning-the-way-home-gets-longer-and-longer
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lillian Boxfish Takes a Walk,"Rooney, Kathleen*",1250113326,9781250113320,1250113326,287        pp,3.85,"29,807","Jan 17, 2017","Jan 17, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lillian Boxfish is 85 years old. It is New Years Eve, 1984, and she has reservations at her favorite restaurant for an early dinner and then home to bLillian Boxfish is 85 years old. It is New Years Eve, 1984, and she has reservations at her favorite restaurant for an early dinner and then home to bed well before the ball drops. But as the night begins, Lillian decides to engage in a favorite pastime. She decides to take a walk. As she passes many of the landmarks in the city she has lived in and loved for more than sixty years, Lillian reflects on the landmarks of her life. A highly successful career in advertising and as a poet, built on her own independent spirit, a marriage, built on a deep love and a divorce arising from the betrayal of that love, motherhood, mental breakdown and eventually a reconciliation with the past. Along the way, Lillian encounters a host of characters. A restaurant owner who is giving up on the city, a limo driver concerned for her safety, a bodega clerk wise beyond his youth and young friends whose lifestyle is both bewildering and intriguing. In all of this, Lillian engages people with tolerance, a sense of humor, grace, and a civility that has become rare in the changing city. In Lillian Boxfish, who is based on a real person, Kathleen Rooney has given us a remarkable character, not soon forgotten. A strong 3.5, rounded up. ...more",Notes are private!,0,13,1,Feb 2017,"Feb 07, 2017","Oct 30, 2016",,Hardcover,view (with text),/book/show/29939353-lillian-boxfish-takes-a-walk
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anil's Ghost,"Ondaatje, Michael",0375410538,9780375410536,0375410538,311        pp,3.58,"17,946","Mar 30, 2000","Apr 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With the lyrical, well crafted, prose for which he is known, Michael Ondaatje gives us an engaging detective story set against the rich history of hisWith the lyrical, well crafted, prose for which he is known, Michael Ondaatje gives us an engaging detective story set against the rich history of his native Sri Lanka. Anil, born in Sri Lanka, but educated as a forensic anthropologist in Britain and the US, returns to her homeland as part of a human rights groups effort to investigate atrocities being committed during the years long civil war that ravaged the nation in the late twentieth century. Participants in the war have seemingly lost contact with ""causes"" and the conflict has reached a point where ""...the purpose of war becomes war"".Teamed with a well known Sri Lankan archeologist, Sarath, whose true loyalties become suspect at the outset, Anil must navigate a dangerous course to uncover the truth. Along the way, she meets Sarath's physician brother and an alcoholic artist who each have been touched by the ravages of the war. The detective story is rather standard, but with Ondaatje's engaging and lyrical prose, and his descriptions of the country's rich and centuries old past, the reader is rewarded with a particularly good experience. A strong 3.5, that I'll round up just for the writing. ...more",Notes are private!,0,1,1,"Oct 22, 2016","Oct 25, 2016","Oct 22, 2016",,Hardcover,view (with text),/book/show/947480.Anil_s_Ghost
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Risen,"Rash, Ron*",0062436317,9780062436313,0062436317,253        pp,3.73,"4,367","Sep 06, 2016","Sep 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is my third or fourth Ron Rash and one thing I have learned is that he does not write stories with""happy"" endings. His stories my end with redempThis is my third or fourth Ron Rash and one thing I have learned is that he does not write stories with""happy"" endings. His stories my end with redemption; with justice; with reconciliation, but usually not with happiness. This latest effort is a case in point. In the late sixties, two teenaged boys living in a small town in North Carolina fall under the bewitching spell of a young girl who is visiting from the Florida coast. A full-fledged member of the counterculture which is sweeping the country, but has not yet reached their town, she entices them with ""free love"" and all that it entails. This encounter not only contributes to the arc each brothers future will take, but also permanently alters the relationship between them. When, some forty years later, a tragic incident comes to light, the brothers are forced to revisit and confront what happened during that long ago summer.With his usual well crafted prose, Rash provides just enough about the present, as well as the past, to keep the reader wanting to know what happens next. I did not find any of the characters particularly likable, but I still wanted to know how they all turned out. This unique quality in Rash's writing, which invests readers in characters they may not particularly like, is I think what sets his stories apart. With such engaging writing, who needs a happy ending anyway?...more",Notes are private!,0,14,1,"Oct 17, 2016","Oct 20, 2016","Oct 17, 2016",,Hardcover,view (with text),/book/show/28218964-the-risen
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desperation Road,"Smith, Michael Farris*",0316353035,9780316353038,0316353035,289        pp,4.05,"3,289","Feb 07, 2017","Feb 07, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 18, 2020","Jan 23, 2020","Oct 03, 2016",,Hardcover,view,/book/show/29965042-desperation-road
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,219",Sep 2016,"Sep 13, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not a thriller, but there are thrills. Not a mystery, but there are secrets to discover. Simply an engaging, well written story of a family, not what Not a thriller, but there are thrills. Not a mystery, but there are secrets to discover. Simply an engaging, well written story of a family, not what I would call disfunctional, but certainly complicated. Not so far removed from families everywhere. When Asst. DA Bert Cousins hears about a christening party at the home of Fix and Beverly Keating, he decides to crash the party. Bert and his wife Shirley have three children with a fourth on the way, but for some reason, he wants to get away and, hence, becomes the gate crasher. Before the night is over however, he has kissed and fallen in love with the stunningly beautiful Beverly Keating. Before long, Bert has left Shirley with their four children and married Beverly with her two and the have moved across country to Virginia. Over the next forty years, as the six siblings grow into adulthood and their parents move on to other relationships, we see the far reaching effects of that kiss at the party. There is hate, but also love; there are mistakes in judgement, but also reconciliation with the consequences. Over time, we learn about each of the major characters, as well has a host of minor ones. Each have their flaws, but they are all, in one way or another, likable individuals. Like I said, complicated. But highly entertaining. Certainly one of the best books to appear this year....more",Notes are private!,0,26,1,"Oct 09, 2016","Oct 12, 2016","Sep 15, 2016",,Hardcover,view (with text),/book/show/28214365-commonwealth
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wonder,"Donoghue, Emma*",0316393878,9780316393874,0316393878,291        pp,3.64,"86,230","Sep 20, 2016","Sep 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 31, 2016","Nov 09, 2016","Sep 01, 2016",,Hardcover,view,/book/show/28449257-the-wonder
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Muse,"Burton, Jessie",0062409921,9780062409928,0062409921,393        pp,3.85,"58,861","Jun 28, 2016","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 29, 2019",Aug 2019,"Aug 09, 2016",,Hardcover,view,/book/show/27213208-the-muse
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nutshell,"McEwan, Ian*",1911214330,9781911214335,1911214330,199        pp,3.68,"52,931","Sep 01, 2016","Sep 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I first picked this one up, I was not too sure how it was going to work out. Could the author really pull off a story with an unborn fetus as theWhen I first picked this one up, I was not too sure how it was going to work out. Could the author really pull off a story with an unborn fetus as the narrator?Well, McEwan did it, and then some!! With exceedingly elegant prose, he takes a rather standard murder thriller and makes it a page-turner while the reader totally suspends any disbelief as to who is telling the story. How he did it, I will never know, but I'm glad he did. Trudy, pregnant with her first child, has thrown her husband, John, out of the valuable town home that was his inheritance, explaining that she needs ""space"". Actually she has a continuing affair with John's brother, Claude. Together, Trudy and Claude begin to plot John's murder. Listening to all this plotting is Trudy's fetus, who has become remarkably intelligent and aware of the world by listening to television and the podcasts Trudy has a tendency to leave on while she over imbibes with her favorite wine. How the fetus copes with his(her) own need for ""space"", deals with an evolving love/hate relationship with his mother, and pauses along the way for brief commentary on world affairs, makes for some interesting reading. While the story may be inspired by Shakespeare's ""Hamlet"" and the prose often evokes the Bard, McEwan has given us a thoroughly modern story that should not be missed. ...more",Notes are private!,0,8,1,"Sep 14, 2016","Sep 17, 2016","Aug 02, 2016",,Paperback,view (with text),/book/show/29752912-nutshell
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One-in-a-Million Boy,"Wood, Monica",054461707X,9780544617070,054461707X,323        pp,4.09,"35,365","Apr 05, 2016","Apr 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2022","May 20, 2022","Aug 02, 2016",,Hardcover,view,/book/show/25897890-the-one-in-a-million-boy
