,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Huongta's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kẻ Ngoại Cuộc,"Camus, Albert",,,,500        pp,4.02,"1,094,360","May 19, 1942","Aug 15, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,2,1,"Nov 30, 2021","Dec 13, 2021","Nov 30, 2021",,Hardcover,view (with text),/book/show/58994323-k-ngo-i-cu-c
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thế giới những ngày qua,"Zweig, Stefan",,,,558        pp,4.51,"22,214",1942,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2021",,Paperback,view,/book/show/58718224-th-gi-i-nh-ng-ng-y-qua
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,087","May 09, 2017","May 09, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Completely Fine :)Một cuốn sách an ủi cho những cô nàng độc thân tuổi 30.Thực ra, những cô gái ở tuổi này cũng không cần phải an ủi :)",Notes are private!,0,1,1,"Nov 20, 2021","Nov 30, 2021","Nov 20, 2021",,Hardcover,view (with text),/book/show/31434883-eleanor-oliphant-is-completely-fine
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiệm bá nghệ Tada trước ga Mahoro,"Miura, Shion",,9786048882402,,340        pp,3.94,309,"Mar 25, 2006","Dec 28, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5",Notes are private!,0,0,1,"Nov 02, 2021","Nov 20, 2021","Nov 02, 2021",,Paperback,view (with text),/book/show/50157488-ti-m-b-ngh-tada-tr-c-ga-mahoro
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoa Vẫn Nở Mỗi Ngày,"Perrin, Valérie",,,,532        pp,4.28,"72,416","Feb 28, 2018",Nov 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Lâu lâu rồi mới được đọc giọng văn miêu tả đã ntn.Khó tin khi giọng văn nhẹ nhàng lại miêu tả cho nội dung nặng ký như vậy.,Notes are private!,0,1,1,"Oct 18, 2021",Nov 2021,"Sep 20, 2021",,Bìa mềm,view (with text),/book/show/55851153-hoa-v-n-n-m-i-ng-y
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quái vật ghé thăm,"Ness, Patrick",,,,214        pp,4.35,"265,616","May 05, 2011","Dec 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 18, 2021",,Paperback,view,/book/show/33270578-qu-i-v-t-gh-th-m
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lấy nước đường xa - Dựa trên câu chuyện có thật tại Châu Phi,"Park, Linda Sue",,,,168        pp,4.26,"88,092","Nov 15, 2010",2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Thực ra mình nghĩ đây là một câu chuyện thì đúng hơn- tiểu thuyết không phải lắm.,Notes are private!,0,0,1,"Jan 30, 2022","Jan 31, 2022","Sep 12, 2021",,Paperback,view (with text),/book/show/57834180-l-y-n-c-ng-xa---d-a-tr-n-c-u-chuy-n-c-th-t-t-i-ch-u-phi
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Một Chiến Dịch Ở Bắc Kỳ,"Hocquard, Charles-Édouard",,,,592        pp,4.41,61,1889,May 2020,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Đọc hết cả sách và ghi chú của dịch giả. :))“Ở đâu cũng có người này người nọ, nếu người An Nam chỉ như tác giả nhận định thì chẳng những mất nước mà Đọc hết cả sách và ghi chú của dịch giả. :))“Ở đâu cũng có người này người nọ, nếu người An Nam chỉ như tác giả nhận định thì chẳng những mất nước mà đã bị đồng hoá từ lâu.”Tác giả có những nhận xét cá nhân, thú vị là về sau tác giả có nhiều đoạn đánh giá cao phẩm chất cũng như bề dày lịch sử của người An Nam ấy chứ....more",Notes are private!,0,2,1,"Aug 28, 2021","Sep 12, 2021","Aug 28, 2021",,Hardcover,view (with text),/book/show/53241944-m-t-chi-n-d-ch-b-c-k
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thiên Tài Bên Trái, Kẻ Điên Bên Phải","Minh, Cao",,,,424        pp,4.06,"1,994","Jan 02, 2010",Jun 2019,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 27, 2021",not set,"Aug 27, 2021",,Paperback,view,/book/show/50908574-thi-n-t-i-b-n-tr-i-k-i-n-b-n-ph-i
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tattooist of Auschwitz        (The Tattooist of Auschwitz, #1)","Morris, Heather*",006287067X,9780062870674,006287067X,272        pp,4.30,"932,350","Jan 11, 2018","Sep 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Giống như có phép màu ở Auschwitz vậy.Cuốn sách duy nhất có màu hồng ở nhà tù ấy.,Notes are private!,0,1,1,"Oct 17, 2021","Oct 18, 2021","Aug 26, 2021",,Hardcover,view (with text),/book/show/38359036-the-tattooist-of-auschwitz
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thư Viện Nửa Đêm,"Haig, Matt*",,9786043335767,,424        pp,4.00,"1,767,061","Aug 13, 2020",Aug 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình cũng từng hỏi về những ngã rẽ khác nhau như thế. Hơi quá về Nora, mình nghĩ tầm 30 tuổi thôi.Một điểm trừ là, không phải cứ muốn cái gì thì sẽ đạMình cũng từng hỏi về những ngã rẽ khác nhau như thế. Hơi quá về Nora, mình nghĩ tầm 30 tuổi thôi.Một điểm trừ là, không phải cứ muốn cái gì thì sẽ đạt được nó... Còn việc kết hợp nhiều lựa chọn với nhau nữa chứ....more",Notes are private!,0,0,1,"Sep 18, 2021","Sep 19, 2021","Aug 24, 2021",,Paperback,view (with text),/book/show/58759529-th-vi-n-n-a-m
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nhà điên,Machado de Assis,6048455593,9786048455590,,168        pp,4.31,36,unknown,Feb 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Rất hài hước và dí dỏm :)),Notes are private!,0,1,1,"Jan 11, 2022","Jan 16, 2022","Aug 18, 2021",,Paperback,view (with text),/book/show/57585294-nh-i-n
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",,,152473165X,339        pp,4.41,"259,834","May 21, 2018","May 21, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 18, 2021","Aug 22, 2021","Aug 18, 2021",,Hardcover,view,/book/show/37976541-bad-blood
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Big Panda & Tiny Dragon        (Big Panda & Tiny Dragon, #1)","Norbury, James",1911277146,9781911277149,1911277146,94        pp,4.40,"15,275","Oct 10, 2020","Nov 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 17, 2021",,Hardcover,view,/book/show/55926835-big-panda-tiny-dragon
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Khu Vườn Hiếu Kỳ,"Brown, Peter",,8936024916992,,34        pp,4.30,"6,727","Apr 01, 2009",Sep 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2021",,Paperback,view,/book/show/30349482-khu-v-n-hi-u-k
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Một cái chết rất dịu dàng,"Beauvoir, Simone de",,,,142        pp,4.04,"10,197","Oct 16, 1964",Jan 2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2021",,Paperback,view,/book/show/20318928-m-t-c-i-ch-t-r-t-d-u-d-ng
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thời thơ ấu,"Gorky, Maxim",,9786046937746,,319        pp,4.08,"8,040",1913,"Mar 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2021","Jul 07, 2021","Jun 18, 2021",,Paperback,view,/book/show/27459688-th-i-th-u
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peter Pan,"Barrie, J.M.",0805072454,9780805072457,0805072454,176        pp,4.04,"347,248",Oct 1911,"Oct 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 03, 2021","Jun 17, 2021","Jun 03, 2021",,Hardcover,view,/book/show/34268.Peter_Pan
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stepsister,"Donnelly, Jennifer*",1338268465,9781338268461,1338268465,352        pp,4.06,"27,103","May 28, 2019","May 14, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cuốn sách cứu rỗi tâm hồn già cỗi héo úa và tràn đầy những suy nghĩ tiêu cực của bạn lúc này :),Notes are private!,0,1,1,"May 26, 2021","May 30, 2021","May 26, 2021",,Hardcover,view (with text),/book/show/41473840-stepsister
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bạch Dạ Hành,"Higashino, Keigo",,9786048705039,,628        pp,4.33,"15,576",Aug 1999,"Sep 24, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2021",,Paperback,view,/book/show/23293728-b-ch-d-h-nh
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nơi Nhà Người Bạn,"Maupassant, Guy de",,9786049728006,,260        pp,4.08,66,unknown,Nov 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hài hước, hóm hỉnh, dí dỏm...Kiểu vậy.",Notes are private!,0,3,1,Mar 2021,"Mar 08, 2021","Mar 01, 2021",,Paperback,view (with text),/book/show/42933274-n-i-nh-ng-i-b-n
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ellie Yêu Dấu,"Jewell, Lisa*",,,,344        pp,4.06,"677,020","Jul 27, 2017","Dec 07, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nửa đầu nhạt nhẽo tới mức mình gần như muốn bỏ cuộc.Nửa sau... kinh khủng.,Notes are private!,0,2,1,"Apr 13, 2021","Apr 27, 2021","Feb 23, 2021",,Paperback,view (with text),/book/show/56490164-ellie-y-u-d-u
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nhẫn Thạch,"Rahimi, Atiq*",,,,184        pp,3.69,"6,167",2008,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thấy rate thấp nhưng đọc ko tệ mà.Giọng văn trôi, ổn.Nội dung thì... chắc mình từng đọc qua vài quyển tương tự rồi nên không còn bị shock nữa.",Notes are private!,0,1,1,"Feb 20, 2021","Feb 20, 2021","Feb 20, 2021",,Paperback,view (with text),/book/show/13399701-nh-n-th-ch
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cây cam ngọt của tôi,"Vasconcelos, José Mauro de",6043068125,9786043068122,6043068125,240        pp,4.39,"67,878",1968,Dec 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Không hẳn là dễ thương, nhưng cũng đáng để suy ngẫm.",Notes are private!,0,0,1,"Feb 23, 2021",Mar 2021,"Jan 15, 2021",,Paperback,view (with text),/book/show/56248441-c-y-cam-ng-t-c-a-t-i
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Me Tư Hồng,"Tiến, Nguyễn Ngọc",,,,364        pp,3.82,34,"Sep 01, 2014",Sep 2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2021",,Paperback,view,/book/show/25073418-me-t-h-ng
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yêu Dấu,"Morrison, Toni",,9786049571558,,448        pp,3.95,"435,369","Sep 16, 1987","Jan 29, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thực sự rất khó đọc.Nhưng không phải không hay, chỉ là cuộc sống quá phức tạp, con người cũng phức tạp.",Notes are private!,0,3,1,"Jan 11, 2021","Jan 26, 2021","Jan 11, 2021",,Paperback,view (with text),/book/show/38196407-y-u-d-u
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cỗ máy thời gian,"Wells, H.G.",,9786045522547,,178        pp,3.90,"519,063",1895,Mar 2017,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tưởng tượng thế giới trong tương lai như thế nào. Và xã hội chủ nghĩa không thể tồn tại.,Notes are private!,0,1,1,"Jan 04, 2021","Jan 10, 2021","Jan 04, 2021",,Paperback,view (with text),/book/show/34660611-c-m-y-th-i-gian
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người Tuyết,"Nesbø, Jo*",,9786045560631,,520        pp,4.02,"138,512","Aug 19, 2007",Aug 2020,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2020",,Paperback,view,/book/show/54900411-ng-i-tuy-t
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Art,"Gombrich, E.H.",071483355X,9780714833552,B000M6DXH4,688        pp,3.96,"415,130",1950,"Jan 01, 1967",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 27, 2020",not set,"Dec 27, 2020",,Hardcover,view,/book/show/222078.The_Story_of_Art
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Súng, Vi Trùng và Thép","Diamond, Jared",,,,676        pp,4.04,"410,528","May 09, 1997","Jul 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2020",,Paperback,view,/book/show/26004624-s-ng-vi-tr-ng-v-th-p
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hoàng hậu Margot        (The Last Valois, #1)","Dumas, Alexandre",,9786045542262,,672        pp,4.15,"13,468",1845,Jul 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mình nghĩ truyện này nên đổi tên là ""Ông hoàng Henri de Navarre"" thì hơn :D Các nhân vật đều thông minh, có tính toán, cách ông hoàng Henri thoát khỏiMình nghĩ truyện này nên đổi tên là ""Ông hoàng Henri de Navarre"" thì hơn :D Các nhân vật đều thông minh, có tính toán, cách ông hoàng Henri thoát khỏi lưỡi tử thần trong gang tấc... những cú twist rất hay & hài hước.Hoàng Hậu Margot, đúng kiểu, phụ nữ mê trai đẹp :D Phụ nữ chỉ cần đi theo một vị thần duy nhất ""Eros Cupido Amor"" ^^ Đáng yêu dữ. ...more",Notes are private!,0,2,1,"Dec 19, 2020","Dec 27, 2020","Dec 19, 2020",,Paperback,view (with text),/book/show/51809780-ho-ng-h-u-margot
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hai Vạn Dặm Dưới Đáy Biển,"Verne, Jules",,,,451        pp,3.89,"253,419","Mar 20, 1869",Aug 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2020",,Paperback,view,/book/show/29426640-hai-v-n-d-m-d-i-y-bi-n
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoa hồng sa mạc,"Sepúlveda, Luis",6049771332,9786049771330,6049771332,204        pp,3.90,"1,916",2000,Aug 2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nhàn nhạt, bình bình...",Notes are private!,0,0,1,"Nov 06, 2020","Dec 27, 2020","Nov 06, 2020",,Paperback,view (with text),/book/show/52847265-hoa-h-ng-sa-m-c
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfect Spy: The Incredible Double Life of Pham Xuan An - Time Magazine Reporter and Vietnamese Communist Agent,"Berman, Larry",0060888385,9780060888381,0060888385,336        pp,4.21,"1,110","May 01, 2007","Apr 24, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thật kỳ lạ, người Mỹ cáo buộc ông Ẩn gián tiếp dẫn đến cái chết của lính Mỹ. Vậy ai chịu trách nhiệm cho những cái chết của người Việt?Đoạn cuối... ThThật kỳ lạ, người Mỹ cáo buộc ông Ẩn gián tiếp dẫn đến cái chết của lính Mỹ. Vậy ai chịu trách nhiệm cho những cái chết của người Việt?Đoạn cuối... Thực sự khó khăn.Cháu hy vọng, Bác vẫn có thể hài lòng vì đất nước này....more",Notes are private!,0,0,1,"Oct 14, 2020","Oct 27, 2020","Oct 14, 2020",,Hardcover,view (with text),/book/show/210091.Perfect_Spy
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Alice,"Genova, Lisa*",0595440096,9780595440092,0595440096,292        pp,4.32,"341,666","Jul 06, 2007","Jul 06, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Kiểu kể chuyện cũng khá dễ đọc, trừ vài đoạn hơi gây lẫn.Mình ghét chi tiết ""cái Black Berry của tôi""... 3.5Kiểu kể chuyện cũng khá dễ đọc, trừ vài đoạn hơi gây lẫn.Mình ghét chi tiết ""cái Black Berry của tôi""... ...more",Notes are private!,0,0,1,"Oct 07, 2020","Oct 18, 2020","Oct 07, 2020",,Paperback,view (with text),/book/show/2153405.Still_Alice
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Về nhà với mẹ,"Hye-Jin, Kim",,9786048895853,,216        pp,3.71,"7,532","Sep 15, 2017",Jun 2020,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sợ lúc mình già yếu không có ai bên cạnh quá.Sợ mình sẽ quay về làm trẻ sơ sinh trước khi chết.5 năm, 10 năm, 20 - 30 năm chênh lệch, của những thế hệSợ lúc mình già yếu không có ai bên cạnh quá.Sợ mình sẽ quay về làm trẻ sơ sinh trước khi chết.5 năm, 10 năm, 20 - 30 năm chênh lệch, của những thế hệ khác nhau.Thực ra thì mỗi người cũng đã khác nhau rồi....more",Notes are private!,0,1,1,"Sep 29, 2020",Oct 2020,"Sep 29, 2020",,,view (with text),/book/show/53913992-v-nh-v-i-m
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Những điều tôi tin,"Russell, Bertrand",,9786049567247,,72        pp,4.08,"3,786",1925,2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2020",not set,"Sep 27, 2020",,Paperback,view,/book/show/49215888-nh-ng-i-u-t-i-tin
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Được học,"Westover, Tara*",,9786045662793,,445        pp,4.47,"1,525,727","Feb 20, 2018",Apr 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Một câu chuyện quá sức kinh ngạc, không thể tin nổi.Và nó có thể làm bạn nghẹt thở.",Notes are private!,0,4,1,Oct 2020,"Oct 07, 2020","Sep 25, 2020",,Paperback,view (with text),/book/show/45186448-c-h-c
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mặt trời nhà Scorta,"Gaudé, Laurent",,,,297        pp,4.03,"5,624","Aug 01, 2004",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2020",,Paperback,view,/book/show/13560979-m-t-tr-i-nh-scorta
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người đón tàu,"Asada, Jirō",,,,352        pp,3.89,220,1997,2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5Dù sao cũng dễ đọc.,Notes are private!,0,0,1,"Sep 09, 2020","Sep 25, 2020","Sep 09, 2020",,Paperback,view (with text),/book/show/13636382-ng-i-n-t-u
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ai hát giữa rừng khuya,Tchya,,,,215        pp,3.76,85,Oct 1942,Oct 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Truyện ma Việt Nam. Đọc cuốn thật!,Notes are private!,0,1,1,"Sep 03, 2020","Sep 09, 2020","Sep 03, 2020",,Paperback,view (with text),/book/show/27393112-ai-h-t-gi-a-r-ng-khuya
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phố Academy,"Costello, Mary",,9786045645635,,232        pp,3.68,"2,252",2014,"Oct 20, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cứ như đọc tiểu sử một người trên Wiki.,Notes are private!,0,2,1,not set,not set,"Sep 02, 2020",,Paperback,view (with text),/book/show/36562566-ph-academy
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ký Hiệu Bốn Người,"Doyle, Arthur Conan",,9786049671791,,192        pp,3.90,"156,928","Feb 01, 1890","Oct 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 23, 2020","Aug 27, 2020","Aug 23, 2020",,Paperback,view,/book/show/42194804-k-hi-u-b-n-ng-i
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lữ Khách Thành Lisbon,"Besson, Philippe",,9786049601019,,172        pp,3.61,474,Jan 2016,Jun 2019,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ấn tượng với ""Đừng tự dối mình"" bao nhiêu thì thất vọng với cuốn này bấy nhiêu.Ấn tượng với ""Đừng tự dối mình"" bao nhiêu thì thất vọng với cuốn này bấy nhiêu....more",Notes are private!,0,0,1,"Aug 22, 2020","Aug 27, 2020","Aug 22, 2020",,Paperback,view (with text),/book/show/51296898-l-kh-ch-th-nh-lisbon
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phía Sau Nghi Can X,"Higashino, Keigo",,9786049608278,,392        pp,4.17,"61,191","Aug 29, 2005",Mar 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ủa, chi vậy... hơi tức mình vs đoạn kết, làm cho độc giả chẳng suy luận được cái gì luôn.",Notes are private!,0,0,1,"Mar 31, 2021","Apr 05, 2021","Aug 06, 2020",,Paperback,view (with text),/book/show/25448942-ph-a-sau-nghi-can-x
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"MAX - Bi kịch của ""Chủng tộc Thượng Đẳng""","Cohen-Scali, Sarah",,9786042138154,,448        pp,4.24,"3,881",2012,"Mar 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2020",,Paperback,view,/book/show/44290141-max---bi-k-ch-c-a-ch-ng-t-c-th-ng-ng
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Người bay Ariel,"Belyaev, Alexander",,,,352        pp,3.88,655,"Jan 01, 1941","Nov 12, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 02, 2020",,Paperback,view,/book/show/23149700-ng-i-bay-ariel
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sơn ca vẫn hót,"Hannah, Kristin*",,9786045636121,,576        pp,4.62,"1,358,172","Oct 08, 2015","Nov 15, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[ebook] 2* Tại mình ghét nữ chính quá @@Tại vừa đọc xong ""chân trần chí sắt"" nữa, đem hai quyển ra so sánh, Sơn Ca đúng là trò trẻ con @@[ebook] 2* Tại mình ghét nữ chính quá @@Tại vừa đọc xong ""chân trần chí sắt"" nữa, đem hai quyển ra so sánh, Sơn Ca đúng là trò trẻ con @@...more",Notes are private!,0,1,1,"Nov 19, 2023","Nov 24, 2023","Jul 27, 2020",,Paperback,view (with text),/book/show/33354009-s-n-ca-v-n-h-t
