,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Rebecca's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,053","Mar 10, 2015","Mar 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 31, 2017","Feb 16, 2017","Jun 28, 2016",,Hardcover,view,/book/show/22822858-a-little-life
1157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hundred Thousand Kingdoms        (Inheritance, #1)","Jemisin, N.K.*",0316043915,9780316043915,0316043915,427        pp,3.90,"74,761","Feb 25, 2010","Feb 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2016",,Paperback,view,/book/show/6437061-the-hundred-thousand-kingdoms
1158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barkskins,"Proulx, Annie",0743288785,9780743288781,0743288785,717        pp,3.82,"18,943","Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2016",,Hardcover,view,/book/show/25111119-barkskins
1159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ancillary Justice        (Imperial Radch, #1)","Leckie, Ann*",,,,386        pp,3.99,"106,157","Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2016",,Paperback,view,/book/show/17333324-ancillary-justice
1160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Rising        (Red Rising Saga, #1)","Brown, Pierce*",,,,382        pp,4.27,"432,948","Jan 28, 2014","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2016",,Hardcover,view,/book/show/15839976-red-rising
1161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Uprooted,"Novik, Naomi*",0804179034,9780804179034,0804179034,438        pp,4.04,"237,388","May 19, 2015","May 19, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2017","Jan 19, 2017","Jun 26, 2016",,Hardcover,view,/book/show/22544764-uprooted
1162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Binti        (Binti, #1)","Okorafor, Nnedi*",,,,96        pp,3.87,"73,071","Sep 22, 2015","Sep 22, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 26, 2016","Jun 28, 2016","Jun 26, 2016",,Kindle Edition,view,/book/show/25762847-binti
1163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Fall,"Hawley, Noah*",1455561789,9781455561780,1455561789,391        pp,3.72,"127,409","May 31, 2016","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Before the Fall is a novel about a plane crash that describes episodes from the lives of the characters involved both before and after the event. The Before the Fall is a novel about a plane crash that describes episodes from the lives of the characters involved both before and after the event. The narration is very cinematic, which is both the novel's greatest strength and overwhelming weakness. On the plus side, every event in the story was easy to picture. On the negative side, the narration left the story feeling disjointed and distant. I only really connected with one of the myriad of unlikeable focal characters, arguably the one I would least like to be around in real life. I liked him because he wanted something. The rest of the characters were bland paper people cast adrift and buffeted by the plot, people who seemed to want little and who were even less willing to work for it.What saves this from being a two-star  is the deft and subtle plotting that leads up to the reveal at the end of the book. The prose, too, is tight and easy to read. Nevertheless, I am very thankful that it's over. If I hadn't gotten this book from Netgalley, I definitely wouldn't have finished reading it. Totally unpleasant, boring, and bland. I would hardly call this a thriller....more",Notes are private!,0,6,1,"Jun 25, 2016","Jun 26, 2016","Jun 25, 2016",,Hardcover,view (with text),/book/show/26245850-before-the-fall
1164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Will Have Vengeance: The Winter of Commissario Ricciardi        (Commissario Ricciardi #1),"de Giovanni, Maurizio",1609450949,9781609450946,1609450949,216        pp,3.89,"3,295",2006,"Dec 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2016",,Paperback,view,/book/show/15812216-i-will-have-vengeance
1165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Explosion Rocks Springfield,"Toscano, Rodrigo",0986437344,9780986437342,0986437344,80        pp,3.61,18,"Apr 12, 2016","May 10, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2016","Jun 15, 2016","Jun 23, 2016",,Paperback,view,/book/show/26196247-explosion-rocks-springfield
1166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nimona,"Stevenson, N.D.",,,,272        pp,4.18,"163,269","May 12, 2015","May 12, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Love love love this graphic novel! I definitely fan cast Robert Downey Jr. as Ballister in the movie version in my head. 🎥,Notes are private!,0,1,1,"Dec 10, 2017","Dec 12, 2017","Jun 23, 2016",,Kindle Edition,view (with text),/book/show/19351043-nimona
1167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lumberjanes, Vol. 1: Beware the Kitten Holy","Stevenson, N.D.",1608866874,9781608866878,1608866874,128        pp,3.92,"75,913","Apr 07, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 23, 2016","Jun 23, 2016","Jun 23, 2016",,Paperback,view,/book/show/22554204-lumberjanes-vol-1
1168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hopscotch,"Cortázar, Julio",0394752848,9780394752846,0394752848,564        pp,4.21,"42,781",1963,"Feb 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/53413.Hopscotch
1169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Motorcycle Diaries: Notes on a Latin American Journey,"Guevara, Ernesto Che",1876175702,9781876175702,1876175702,175        pp,3.79,"40,538","May 17, 1992","Aug 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/172732.The_Motorcycle_Diaries
1170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The President,"Asturias, Miguel Ángel",0881339512,9780881339512,0881339512,287        pp,3.98,"5,444",1946,"Aug 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/73723.The_President
1171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I the Supreme,"Roa Bastos, Augusto",1564782476,9781564782472,1564782476,433        pp,3.88,827,1974,"Jun 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/349829.I_the_Supreme
1172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2666,"Bolaño, Roberto",843396867X,9788433968678,843396867X,"1,128        pp",4.21,"41,674",2004,"Oct 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/63032.2666
1173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Time of the Butterflies,"Alvarez, Julia*",0452274427,9780452274426,0452274427,324        pp,4.15,"71,761",1994,Aug 1995,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/11206.In_the_Time_of_the_Butterflies
1174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twenty Love Poems and a Song of Despair,"Neruda, Pablo",0143039962,9780143039969,0143039962,60        pp,4.22,"72,411",1924,"Dec 26, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/5932.Twenty_Love_Poems_and_a_Song_of_Despair
1175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pedro Páramo,"Rulfo, Juan",0802133908,9780802133908,0802133908,124        pp,4.05,"70,453","Mar 19, 1955","Mar 10, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/38787.Pedro_P_ramo
1176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daughter of Fortune,"Allende, Isabel*",0061120251,9780061120251,0061120251,432        pp,3.93,"131,772",1998,"May 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/16527.Daughter_of_Fortune
1177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death in the Andes,"Vargas Llosa, Mario",057117549X,9780571175499,057117549X,322        pp,3.71,"8,200",1993,1996,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/94351.Death_in_the_Andes
1178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feast of the Goat,"Vargas Llosa, Mario",0571207766,9780571207763,0571207766,475        pp,4.32,"35,099",2000,2003,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/53969.The_Feast_of_the_Goat
1179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Labyrinths: Selected Stories & Other Writings,"Borges, Jorge Luis",0811200124,9780811200127,0811200124,260        pp,4.45,"31,694",1962,1964,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/17717.Labyrinths
1180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ficciones,"Borges, Jorge Luis",0802130305,9780802130303,0802130305,174        pp,4.42,"67,782",1944,"Feb 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/426504.Ficciones
1181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kiss of the Spider Woman,"Puig, Manuel",,,0679724494,281        pp,4.01,"18,533",1976,"Apr 03, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/588242.Kiss_of_the_Spider_Woman
1182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Artemio Cruz,"Fuentes, Carlos",0374522839,9780374522834,0374522839,307        pp,3.86,"10,721",1962,"May 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/12764.The_Death_of_Artemio_Cruz
1183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Labyrinth of Solitude and Other Writings,"Paz, Octavio",080215042X,9780802150424,080215042X,398        pp,4.12,"11,861",1950,"Jan 12, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/11702.The_Labyrinth_of_Solitude_and_Other_Writings
1184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Writes to the Colonel and Other Stories,"García Márquez, Gabriel",0060751576,9780060751579,0060751576,170        pp,3.88,"14,374",1961,"Feb 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/23885.No_One_Writes_to_the_Colonel_and_Other_Stories
1185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New and Collected Poems: 1931-2001,"Miłosz, Czesław",0060514485,9780060514488,0060514485,800        pp,4.34,"2,037","Jan 01, 2001","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/145659.New_and_Collected_Poems
1186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Captive Mind,"Miłosz, Czesław",0679728562,9780679728566,0679728562,272        pp,4.27,"3,977",1953,"Aug 11, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 23, 2016",,Paperback,view,/book/show/145660.The_Captive_Mind
1187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lusiads,"Camões, Luís de",0192801511,9780192801517,0192801511,288        pp,4.00,"8,642",1572,"Nov 14, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/797165.The_Lusiads
1188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Savage Detectives,"Bolaño, Roberto",0374191484,9780374191481,0374191484,577        pp,4.17,"44,053","Nov 02, 1998","Apr 03, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Hardcover,view,/book/show/63033.The_Savage_Detectives
1189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tidewater Morning,"Styron, William",0099285533,9780099285533,0099285533,160        pp,3.88,"1,328",1993,"Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/309802.A_Tidewater_Morning
1190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bloody Chamber and Other Stories,"Carter, Angela",014017821X,9780140178210,014017821X,128        pp,3.92,"57,166",1979,1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/49011.The_Bloody_Chamber_and_Other_Stories
1191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is Not Your City,"Horrocks, Caitlin*",1932511911,9781932511918,1932511911,169        pp,4.01,"1,117","Jun 28, 2011","Jun 28, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/8639129-this-is-not-your-city
1192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magic for Beginners,"Link, Kelly",0156031876,9780156031875,0156031876,297        pp,3.81,"9,758","Jul 01, 2005","Sep 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/66657.Magic_for_Beginners
1193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fortune Smiles,"Johnson, Adam",0857522973,9780857522979,0857522973,304        pp,4.02,"10,746","Aug 18, 2015","Aug 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Hardcover,view,/book/show/23590496-fortune-smiles
1194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Isle of Youth: Stories,"Berg, Laura van den*",0374177236,9780374177232,0374177236,256        pp,3.88,"1,905","Nov 05, 2013","Nov 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/17332352-the-isle-of-youth
1195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night at the Lobster,"O'Nan, Stewart*",0670018279,9780670018277,0670018279,160        pp,3.58,"12,037","Nov 01, 2007","Nov 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Hardcover,view,/book/show/673915.Last_Night_at_the_Lobster
1196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sport of Kings,"Morgan, C.E.",0007313268,9780007313266,0007313268,545        pp,3.57,"3,651","May 01, 2016","May 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm DNFing this book. I've given it about 150 pages, but there's still no discernible plot. I enjoy the prose. The descriptions of setting are stellarI'm DNFing this book. I've given it about 150 pages, but there's still no discernible plot. I enjoy the prose. The descriptions of setting are stellar, but it's just too much. It's like the author couldn't decide what to describe, so she just detailed everything. I think maybe it's because I know horses and horse racing, and so it's not a foreign world to me....more",Notes are private!,0,2,1,"Aug 22, 2016","Dec 04, 2016","Jun 22, 2016",,Hardcover,view (with text),/book/show/28636686-the-sport-of-kings
1197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Beauty,"Smith, Zadie",0143037749,9780143037743,0143037749,445        pp,3.77,"82,318","Jun 04, 2005","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/3679.On_Beauty
1198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rover,"Behn, Aphra",1854591789,9781854591784,1854591789,128        pp,3.31,"4,316",1681,"Sep 15, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 22, 2016",,Paperback,view,/book/show/791479.The_Rover
1199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"So Long, See You Tomorrow","Maxwell, William",,9781860464188,1860464181,135        pp,3.91,"12,280",1980,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2016",,Paperback,view,/book/show/14276.So_Long_See_You_Tomorrow
1200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ocean at the End of the Lane,"Gaiman, Neil*",0062255657,9780062255655,0062255657,181        pp,4.02,"617,944","Jun 18, 2013","Jun 18, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 30, 2016",Jul 2016,"Jun 09, 2016",,Hardcover,view,/book/show/15783514-the-ocean-at-the-end-of-the-lane
1201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,H is for Hawk,"Macdonald, Helen",0224097008,9780224097000,0224097008,300        pp,3.74,"73,956",2014,2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jun 09, 2016","Jun 10, 2016","Jun 09, 2016",,Hardcover,view,/book/show/18803640-h-is-for-hawk
1202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orchid Thief: A True Story of Beauty and Obsession,"Orlean, Susan*",,,B004QWZGWU,370        pp,3.67,"19,678",1998,"Jul 20, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 17, 2020","Dec 05, 2020","Jun 05, 2016",,Kindle Edition,view,/book/show/36001321-the-orchid-thief
1203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Three-Body Problem        (Remembrance of Earth’s Past, #1)","Liu, Cixin*",,,,472        pp,4.09,"332,144",May 2006,"Nov 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2016",,Hardcover,view,/book/show/20518872-the-three-body-problem
1204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Challenger Deep,"Shusterman, Neal*",,,,320        pp,4.14,"30,429","Apr 21, 2015","Apr 21, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2016,"Oct 02, 2016","Jun 03, 2016",,Kindle Edition,view,/book/show/18075234-challenger-deep
1205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oryx and Crake        (MaddAddam, #1)","Atwood, Margaret*",,,B00BG7FJFC,389        pp,4.01,"266,497","Apr 22, 2003","Mar 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2016",,Paperback,view,/book/show/46756.Oryx_and_Crake
1206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sweetness at the Bottom of the Pie        (Flavia de Luce, #1)","Bradley, Alan*",0385342306,9780385342308,0385342306,374        pp,3.82,"168,871","Apr 28, 2009","Apr 28, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 03, 2016",,Hardcover,view,/book/show/6218281-the-sweetness-at-the-bottom-of-the-pie
1207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones / A Clash of Kings        (A Song of Ice and Fire, #1-2)","Martin, George R.R.",,,B000FBFMMU,864        pp,4.54,"27,187",1996,"Dec 23, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 03, 2016",,Kindle Edition,view,/book/show/5061675-a-game-of-thrones-a-clash-of-kings
1208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Amber Spyglass        (His Dark Materials, #3)","Pullman, Philip",0440238153,9780440238157,0440238153,465        pp,4.10,"360,014","Oct 10, 2000","Sep 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2016","Jun 06, 2016","Jun 03, 2016",,Mass Market Paperback,view,/book/show/18122.The_Amber_Spyglass
1209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Subtle Knife        (His Dark Materials, #2)","Pullman, Philip",0679879250,9780679879251,0679879250,326        pp,4.15,"435,520","Jul 22, 1997","Jul 22, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 03, 2016","Jun 03, 2016","Jun 03, 2016",,Hardcover,view,/book/show/119324.The_Subtle_Knife
1210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Raven Boys        (The Raven Cycle, #1)","Stiefvater, Maggie*",0545424925,9780545424929,0545424925,409        pp,4.05,"367,434","Sep 18, 2012","Sep 18, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,LOVE. I need more! I HAVE TO read the rest of this series!,Notes are private!,0,14,1,"Oct 15, 2016","Nov 27, 2016","Jun 02, 2016",,Hardcover,view (with text),/book/show/17675462-the-raven-boys
1211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hundred Thousand Worlds,"Proehl, Bob*",0399562214,9780399562211,0399562214,368        pp,3.79,"1,526","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2016",,Hardcover,view,/book/show/27209384-a-hundred-thousand-worlds
1212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,179","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 03, 2016","Jul 18, 2016","Jun 02, 2016",,Hardcover,view,/book/show/27071490-homegoing
1213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Glass        (The Mortal Instruments, #3)","Clare, Cassandra*",1416914307,9781416914303,1416914307,541        pp,4.28,"961,498","Mar 24, 2009","Mar 24, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2016",,Hardcover,view,/book/show/3777732-city-of-glass
