,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sarah's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Us Against You        (Beartown, #2)","Backman, Fredrik*",1501160796,9781501160790,1501160796,448        pp,4.36,"192,592","Aug 21, 2017","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2018",,Hardcover,view,/book/show/36373463-us-against-you
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An American Marriage,"Jones, Tayari*",1616201347,9781616201340,1616201347,308        pp,3.94,"358,699","Jan 29, 2018","Feb 06, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were certain sentences in this book that actually made me stop reading so I could write them down. An example: ""Our house isn't simply empty, ouThere were certain sentences in this book that actually made me stop reading so I could write them down. An example: ""Our house isn't simply empty, our home has been emptied. Love makes a place in your life, it makes a place for itself in your bed. Invisibly, it makes a place in your body, rerouting all your blood vessels, throbbing right alongside your heart. When it's gone, nothing is whole again."" Wow. Fantastically written and a powerful story. I loved the changing perspectives and the small segment of letters between Roy and Celestial was phenomenally done. Great book! ...more",Notes are private!,0,0,1,not set,not set,"Jul 11, 2018",,Hardcover,view (with text),/book/show/33590210-an-american-marriage
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man and the Sea,"Hemingway, Ernest",0684830493,9780684830490,0684830493,96        pp,3.80,"1,148,332","Sep 01, 1952",1996,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Hardcover,view,/book/show/2165.The_Old_Man_and_the_Sea
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Crucible: A Play in Four Acts,"Miller, Arthur",0142437336,9780142437339,0142437336,143        pp,3.60,"408,459","May 01, 1946","Mar 25, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/17250.The_Crucible
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holes        (Holes, #1)","Sachar, Louis*",0439244196,9780439244190,0439244196,272        pp,4.00,"1,199,562","Aug 20, 1998","Sep 02, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/38709.Holes
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stargirl        (Stargirl, #1)","Spinelli, Jerry",0439488400,9780439488402,0439488400,186        pp,3.77,"326,558","Jun 30, 2000",Sep 2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/22232.Stargirl
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Alaska,"Green, John*",,9781435249158,1435249151,221        pp,3.97,"1,599,230","Mar 03, 2005","Dec 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/99561.Looking_for_Alaska
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,956","Apr 10, 1925",1925,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/4671.The_Great_Gatsby
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,,464        pp,3.89,"1,805,509",Dec 1847,2002,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/6185.Wuthering_Heights
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",,,,122        pp,3.99,"3,884,273","Aug 17, 1945","May 06, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/7613.Animal_Farm
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,885","Feb 25, 1937",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/890.Of_Mice_and_Men
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Midsummer Night’s Dream,"Shakespeare, William",0743477545,9780743477543,0743477545,240        pp,3.95,"540,289",1595,Jul 2016,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Mass Market Paperback,view,/book/show/1622.A_Midsummer_Night_s_Dream
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Raisin in the Sun,"Hansberry, Lorraine",0375508333,9780375508332,0375508333,162        pp,3.85,"96,452",1959,"May 07, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Hardcover,view,/book/show/5517.A_Raisin_in_the_Sun
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Godot,"Beckett, Samuel",,,,109        pp,3.84,"201,635","Apr 01, 1952",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/17716.Waiting_for_Godot
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anthem,"Rand, Ayn",0452281253,9780452281257,0452281253,105        pp,3.62,"155,683",May 1938,"Dec 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/667.Anthem
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How We Are Hungry: Stories,"Eggers, Dave",1400095565,9781400095568,1400095565,218        pp,3.75,"13,766",2004,"Oct 11, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 17, 2018","Jun 26, 2018","Jun 17, 2018",,Paperback,view,/book/show/4955.How_We_Are_Hungry
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Extremely Loud & Incredibly Close,"Foer, Jonathan Safran *",0141012692,9780141012698,0141012692,326        pp,3.97,"420,954",2005,"May 25, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Paperback,view,/book/show/233788.Extremely_Loud_Incredibly_Close
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,250","Feb 10, 2009","Jan 01, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 17, 2018",,Hardcover,view,/book/show/4667024-the-help
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anything Is Possible        (Amgash, #2)","Strout, Elizabeth*",0812989406,9780812989403,0812989406,254        pp,3.78,"66,301","Apr 27, 2017","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2018","Jun 17, 2018","Jun 15, 2018",,Hardcover,view,/book/show/32080126-anything-is-possible
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,,321        pp,4.08,"803,881","Aug 20, 2010",Sep 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,Mar 2015not set,Mar 2015not set,"Jun 15, 2018",,Hardcover,view,/book/show/7937843-room
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Need to Talk About Kevin,"Shriver, Lionel*",006112429X,9780061124297,006112429X,400        pp,4.08,"195,119","Apr 14, 2003","Jul 03, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think anyone who struggled to enjoy this book due to the fact that we know Kevin's crime right from the beginning perhaps missed what I believe was I think anyone who struggled to enjoy this book due to the fact that we know Kevin's crime right from the beginning perhaps missed what I believe was Shriver's point. It isn't supposed to be a mystery or a thriller. While there are certainly shocking details that Shriver withholds until the very end, I would say this novel isn't really plot-driven at all; rather, it's a harrowing, heart-wrenching story of what happens when a familial love that should come naturally fails. It explores a nearly unbelievable resilience in our protagonist, Eva, and every nook and cranny in her life that has turned her into an incredibly flawed and equally remarkable narrator. This novel studies the clash between illusion and paranoia; between aggravating optimism and frightening actuality. Through Eva's stunning epistolary prose, we become paranoid, disillusioned, frustrated, infuriated, terrified, cheated, heartbroken, and even, at times, hopeful. This is a depressing and fantastically written novel. I am both disturbed and forever changed for having read it....more",Notes are private!,0,1,1,not set,not set,"Jun 15, 2018",,Paperback,view (with text),/book/show/80660.We_Need_to_Talk_About_Kevin
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There There,"Orange, Tommy*",,,,294        pp,3.98,"181,646","Jun 05, 2018","Jun 05, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. A chilling read—especially given the current climate. Orange is a master of voices and characters, and this skill creates an unforgettable climaxWow. A chilling read—especially given the current climate. Orange is a master of voices and characters, and this skill creates an unforgettable climax that I felt in my bones as well as my heart. This is a book that leaves you a tiny bit drastically changed–just as the best literature should do. ...more",Notes are private!,0,1,1,not set,not set,"Jun 13, 2018",,Hardcover,view (with text),/book/show/36692478-there-there
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Poetry of Robert Frost: The Collected Poems,"Frost, Robert",0805069860,9780805069860,0805069860,607        pp,4.24,"47,843",1969,"Apr 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 17, 2018",,Paperback,view,/book/show/12202.The_Poetry_of_Robert_Frost
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,State of Wonder,"Patchett, Ann",0062049801,9780062049803,0062049801,353        pp,3.89,"188,472","May 03, 2011","Jun 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2018",,Hardcover,view,/book/show/9118135-state-of-wonder
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love in the Time of Cholera,"García Márquez, Gabriel",140003468X,9781400034680,140003468X,348        pp,3.94,"504,658",Nov 1985,"Oct 05, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,not setnot set,not setnot set,"Mar 15, 2018",,Paperback,view,/book/show/9712.Love_in_the_Time_of_Cholera
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Final Solution,"Chabon, Michael",0060777109,9780060777104,0060777109,131        pp,3.35,"18,655","Nov 09, 2004",Nov 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 01, 2018",,Paperback,view,/book/show/16696.The_Final_Solution
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signs Preceding the End of the World,"Herrera, Yuri",1908276428,9781908276421,1908276428,114        pp,3.90,"13,456",2009,"Mar 10, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2018",,Paperback,view,/book/show/21535546-signs-preceding-the-end-of-the-world
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Binti        (Binti, #1)","Okorafor, Nnedi*",0765384469,9780765384461,0765384469,96        pp,3.87,"73,085","Sep 22, 2015","Sep 22, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2018",,Unknown Binding,view,/book/show/25667918-binti
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",0307592839,9780307592835,0307592839,274        pp,3.69,"226,784","Jun 08, 2010","Jun 08, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 12, 2018",,Hardcover,view,/book/show/7331435-a-visit-from-the-goon-squad
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Past and Present,"Carlyle, Thomas",1426470746,9781426470745,1426470746,324        pp,3.46,237,"Oct 01, 1897","Jan 30, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 17, 2017",,Paperback,view,/book/show/565504.Past_and_Present
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bug-Jargal,"Hugo, Victor",1551114461,9781551114460,1551114461,344        pp,3.51,607,1818,"Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 06, 2017",,Paperback,view,/book/show/598180.Bug_Jargal
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cenci,"Shelley, Percy Bysshe",159462531X,9781594625312,159462531X,200        pp,3.62,631,1819,"Mar 15, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 23, 2017",,Paperback,view,/book/show/1184744.The_Cenci
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,354","Dec 20, 1817","Jan 01, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 12, 2017",,Paperback,view,/book/show/2156.Persuasion
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bride of Lammermoor,"Scott, Walter",0140436561,9780140436563,0140436561,346        pp,3.62,"1,963","Dec 16, 1819","May 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 22, 2017",,Paperback,view,/book/show/49495.The_Bride_of_Lammermoor
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reflections on the Revolution in France,"Burke, Edmund",0192839780,9780192839787,0192839780,252        pp,3.74,"6,689",Nov 1790,"Nov 11, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 13, 2017",,Paperback,view,/book/show/160019.Reflections_on_the_Revolution_in_France
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sicilian Romance,"Radcliffe, Ann",0192836668,9780192836663,0192836668,256        pp,3.37,"3,968","Jan 01, 1790","Mar 11, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 29, 2017",,Paperback,view,/book/show/780730.A_Sicilian_Romance
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Little Lies,"Moriarty, Liane*",0399167064,9780399167065,0399167064,458        pp,4.31,"1,006,100","Dec 25, 2014","Jul 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 22, 2017",,Hardcover,view,/book/show/19486412-big-little-lies
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,630","Mar 31, 1969","Jan 12, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 08, 2017",,Paperback,view,/book/show/4981.Slaughterhouse_Five
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Love,"Krauss, Nicole",0393328627,9780393328622,0393328627,255        pp,3.92,"135,690","May 17, 2005","May 17, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 04, 2017",,Paperback,view,/book/show/3867.The_History_of_Love
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House on Mango Street,"Cisneros, Sandra",0679734775,9780679734772,0679734775,110        pp,3.69,"190,563",1984,"Apr 03, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2013,Jan 2013,"Jul 31, 2017",,Paperback,view,/book/show/139253.The_House_on_Mango_Street
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Separate Peace,"Knowles, John",,,0743253973,208        pp,3.59,"218,889","Jan 01, 1959","Sep 30, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,Jan 2013not set,Jan 2013not set,"Jul 31, 2017",,Paperback,view,/book/show/5148.A_Separate_Peace
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",0451528956,9780451528957,0451528956,139        pp,3.83,"580,520","Jan 05, 1886","Sep 02, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2014,Jan 2014,"Jul 31, 2017",,Mass Market Paperback,view,/book/show/51496.Dr_Jekyll_and_Mr_Hyde
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amsterdam,"McEwan, Ian*",0385494246,9780385494243,0385494246,208        pp,3.46,"54,190","Dec 01, 1998","Nov 02, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 27, 2017",,Paperback,view,/book/show/6862.Amsterdam
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art Fair,"Lipsky, David",0385426100,9780385426107,0385426100,271        pp,3.18,154,1996,"Apr 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 25, 2017",,Hardcover,view,/book/show/567671.The_Art_Fair
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Kill a Mockingbird,"Lee, Harper",,,,323        pp,4.26,"6,123,400","Jul 11, 1960","May 23, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2017",,Paperback,view,/book/show/2657.To_Kill_a_Mockingbird
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dovekeepers,"Hoffman, Alice*",145161747X,9781451617474,B0068EO6HK,504        pp,4.06,"76,746","Oct 04, 2011","Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 30, 2017","Jul 03, 2017","Jun 30, 2017",,Hardcover,view,/book/show/10950924-the-dovekeepers
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin Suicides,"Eugenides, Jeffrey",0747560595,9780747560593,0747560595,250        pp,3.80,"337,986",1993,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2017,"Jun 30, 2017",,Paperback,view,/book/show/10956.The_Virgin_Suicides
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heirs of General Practice,"McPhee, John",0374519749,9780374519742,0374519749,119        pp,4.16,374,"Apr 01, 1986","Apr 01, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was EXCELLENT. Extremely engaging, fascinating, and helped to lessen the stigma surrounding family practice physicians. I am not entering the medThis was EXCELLENT. Extremely engaging, fascinating, and helped to lessen the stigma surrounding family practice physicians. I am not entering the medical field and I found this to be an enjoyable read. Highly recommend for anyone interested in the doctor-patient relationship....more",Notes are private!,0,2,1,not set,not set,"Apr 14, 2017",,Paperback,view (with text),/book/show/76.Heirs_of_General_Practice
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",0374260508,9780374260507,0374260508,289        pp,3.75,"68,721","Mar 03, 2015",2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 23, 2017","May 30, 2017","Mar 23, 2017",,Hardcover,view,/book/show/22237161-the-sellout
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drinking: A Love Story,"Knapp, Caroline",0385315546,9780385315548,0385315546,286        pp,4.09,"20,255","May 02, 1996","May 12, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Extremely well-written. I was sucked in the entire time. Knapp has a way with words that captures the pain of her addiction without, for lack of a betExtremely well-written. I was sucked in the entire time. Knapp has a way with words that captures the pain of her addiction without, for lack of a better word, torturing the reader with it. I expected this memoir to be enlightening and empowering but did not expect to enjoy it per se—I am happily wrong....more",Notes are private!,0,1,1,not set,not set,"Mar 22, 2017",,Paperback,view (with text),/book/show/73965.Drinking
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Illness as Metaphor,"Sontag, Susan",0374520739,9780374520731,0374520739,87        pp,3.96,"3,000",1978,"Aug 19, 1988",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was much longer than it needed to be. A lot of stellar and interesting points, but it really dragged in parts. Well-researched and impressive worThis was much longer than it needed to be. A lot of stellar and interesting points, but it really dragged in parts. Well-researched and impressive work by Sontag; just not my kind of read. ...more",Notes are private!,0,0,1,not set,not set,"Mar 18, 2017",,Paperback,view (with text),/book/show/119688.Illness_as_Metaphor
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Sons,"Miller, Arthur",0141185465,9780141185460,0141185465,112        pp,3.90,"27,861",1947,"Nov 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2013,"Mar 10, 2017",,Paperback,view,/book/show/179142.All_My_Sons
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death of a Salesman,"Miller, Arthur",0435233076,9780435233075,0435233076,144        pp,3.57,"234,388",1949,"Jan 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Mar 2015,"Mar 10, 2017",,Hardcover,view,/book/show/12898.Death_of_a_Salesman
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wasted: A Memoir of Anorexia and Bulimia,"Hornbacher, Marya",0060858796,9780060858797,0060858796,298        pp,4.02,"33,182","Jan 14, 1998","Jan 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a dark, dense, slow, and disturbing read (which is to be expected, given the content). It almost made me feel as if I were a part of the obsesThis is a dark, dense, slow, and disturbing read (which is to be expected, given the content). It almost made me feel as if I were a part of the obsession that stems from the disease(s) from which Marya suffered. Hornbacher spends roughly 95% of the memoir on her illness and only about 5% on healing; having said that, her brief touch on recovery is extraordinarily powerful and I have to imagine impactful for anyone who is also suffering from bulimia and/or anorexia. I applaud Hornbacher for having the courage to share and relive her story in writing this memoir. ...more",Notes are private!,0,0,1,not set,not set,"Mar 10, 2017",,Paperback,view (with text),/book/show/46815.Wasted
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nickel and Dimed,"Ehrenreich, Barbara",0805063897,9780805063899,B0075OQY3Q,240        pp,3.65,"191,393","May 08, 2001","May 01, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2015,"Feb 22, 2017",,Paperback,view,/book/show/1869.Nickel_and_Dimed
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cancer Journals,"Lorde, Audre",1879960737,9781879960732,1879960737,104        pp,4.42,"4,206","Aug 29, 1980","Sep 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 22, 2017","Feb 22, 2017","Feb 22, 2017",,Paperback,view,/book/show/50682.The_Cancer_Journals
