,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Moonkiszt's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fellowship of Puzzlemakers,"Burr, Samuel*",0593470095,9780593470091,0593470095,368        pp,3.98,333,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2024",,Hardcover,view,/book/show/182484307-the-fellowship-of-puzzlemakers
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Boy,"Wright, Richard",,,B082T2DBT3,460        pp,4.08,"53,782",Feb 1945,Jan 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"not setFeb 19, 2024","Mar 03, 2024Mar 03, 2024","Feb 19, 2024",,Kindle Edition,view,/book/show/75569006-black-boy
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Imaginary Strangers        (Dangerous Strangers, #1)","Kent, Minka*",1662511655,9781662511653,B0CL7R5PLN,0        pp,4.26,156,"Jul 23, 2024","Jul 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2024",,Kindle Edition,view,/book/show/200033465-imaginary-strangers
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Illustrated Histories of Everyday Expressions (Discover the True Stories Behind the English Language's 64 Most Popular Idioms        (Discover the True Stories Behind the English Language's 64 Most Popular Idioms (Etymology Book, ... English Grammar and Idioms, Gift for Readers)","McGuire, James",1732512604,9781732512603,1732512604,144        pp,3.95,37,unknown,"Jan 28, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/40944430-the-illustrated-histories-of-everyday-expressions-discover-the-true-sto
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From Sand and Ash,"Harmon, Amy*",1503994325,9781503994324,B01DF0TM1Y,372        pp,4.38,"62,477","Dec 01, 2016","Dec 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Kindle Edition,view,/book/show/29638166-from-sand-and-ash
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tamarack County        (Cork O'Connor, #13)","Krueger, William Kent*",1451645783,9781451645781,1451645783,320        pp,4.17,"10,818","Aug 20, 2013","Aug 20, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Kindle Edition,view,/book/show/16130141-tamarack-county
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All We Were Promised,"Lattimore, Ashton*",0593600150,9780593600153,0593600150,368        pp,4.20,392,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Hardcover,view,/book/show/182484361-all-we-were-promised
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holes        (Holes, #1)","Sachar, Louis*",0439244196,9780439244190,0439244196,272        pp,4.00,"1,199,348","Aug 20, 1998","Sep 02, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Paperback,view,/book/show/38709.Holes
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agatha Christie: A Very Elusive Woman,"Worsley, Lucy",,,B09NFM7HQM,498        pp,4.22,"6,653","Sep 08, 2022","Sep 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2024",,Kindle Edition,view,/book/show/59822447-agatha-christie
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ladies of the Rachmaninoff Eyes,"Dyke, Henry Van",0140027416,9780140027419,0140027416,160        pp,4.41,34,"Dec 01, 1966","Jan 01, 1970",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Paperback,view,/book/show/8445186-ladies-of-the-rachmaninoff-eyes
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come November,"Lord, Scott*",,9798886450521,B0BZNNNHZ1,424        pp,3.97,116,unknown,"Jul 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2024",not set,"Feb 16, 2024",,Hardcover,view,/book/show/124928755-come-november
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Significant Others: Reimagining Life with Friendship at the Center,"Cohen, Rhaina*",1250280915,9781250280916,1250280915,320        pp,4.04,620,unknown,"Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2024",not set,"Feb 16, 2024",,Hardcover,view,/book/show/127305688-the-other-significant-others
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rednecks,"Brown, Taylor*",1250329337,9781250329332,1250329337,320        pp,4.25,122,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Hardcover,view,/book/show/195790759-rednecks
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Skins of Esther Wilding,"Ringland, Holly",,,B09XZRGQ9S,unknown,4.06,"6,503","Sep 30, 2022","Sep 30, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Audible Audio,view,/book/show/54540797-the-seven-skins-of-esther-wilding
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coleman Hill,"Foote, Kim Coleman*",1638931143,9781638931140,1638931143,320        pp,3.83,903,"Sep 05, 2023","Sep 05, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Showing the speech, tone and flavor of her family's language, Kim Coleman Foote has provided a legacy album and storybook of her own particular familyShowing the speech, tone and flavor of her family's language, Kim Coleman Foote has provided a legacy album and storybook of her own particular family tree. As a family historian, it inspired me and impressed me with her meticulous rendering of complex dialog wrapped around often troubling situations. Although this was not the usual read for me, there wasn't a moment I questioned authenticity or genuine portrayals. I descend from the South, too, and many of these speech patterns shape my thoughts at times. That said, there is explicitness that might set some readers back, and there are trigger topics present.Not an easy read, but a mighty one, well-researched and presented. Bravely done, too, as sometimes when writing about family, the ones who might take most umbrage may be the very ones you face across the table every holiday. Secrets spilled for strangers who feel no sting at their revelation probe heart-deep when close relatives have never heard them. Characters are many, all on courses of collision and consequence. This isn't a book that urges a reader to ""like"" or categorize them as good and bad. Rather, on one hand it pleads for consideration of each character's motivations, intentions and history, and on the other hand seems unconcerned should the reader not get the message. Those back stories and flashes back, given in parts, pieces and differing POVs create the book as a whole. By the time a reader gets to the end, the author provides an epilogue with her own path and process to the creation of this book, a powerful conclusion on its own.*A sincere thank you to Kim Coleman Foote, Zando Projects, SJP Lit, and NetGalley for an ARC to read and independently . #ColemanHill #NetGalley...more",Notes are private!,0,3,1,"Feb 15, 2024","Feb 17, 2024","Feb 15, 2024",,Hardcover,view (with text),/book/show/129527470-coleman-hill
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Midwive's Tale: The Life of Martha Ballard, Based on Her Diary, 1785-1812","Thatcher Ulrich, Laurel",,,B000GU8B14,0        pp,3.96,"7,553",1990,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2024",not set,"Feb 15, 2024",,Unknown Binding,view,/book/show/129022204-a-midwive-s-tale
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stinky Cheese Man and Other Fairly Stupid Tales,"Scieszka, Jon",067084487X,9780670844876,067084487X,52        pp,4.20,"94,941","Oct 01, 1992","Oct 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2024",,Hardcover,view,/book/show/407429.The_Stinky_Cheese_Man_and_Other_Fairly_Stupid_Tales
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old God's Time,"Barry, Sebastian",0593296109,9780593296103,0593296109,261        pp,3.88,"11,068","Mar 01, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/61358640-old-god-s-time
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heiress,"Hawkins, Rachel*",1250280036,9781250280039,,294        pp,3.92,"48,318","Jan 09, 2024","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/126919284-the-heiress
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Study for Obedience,"Bernstein, Sarah",1039009069,9781039009066,1039009069,208        pp,3.10,"7,221","Jul 06, 2023","Aug 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/123636870-study-for-obedience
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iona Iverson's Rules for Commuting,"Pooley, Clare*",1984878646,9781984878649,1984878646,352        pp,4.20,"47,297","May 26, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2024",,Hardcover,view,/book/show/59836844-iona-iverson-s-rules-for-commuting
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Why We Read: On Bookworms, Libraries, and Just One More Page Before Lights Out","Reed, Shannon*",1335007962,9781335007964,1335007962,336        pp,3.80,963,"Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Hardcover,view,/book/show/127975811-why-we-read
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Normal Family: On Truth, Love, and How I Met My 35 Siblings","Bilton, Chrysta*",0316536520,,B09L81TPTK,288        pp,4.07,"4,576","Jul 12, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Kindle Edition,view,/book/show/61071565-normal-family
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Doors,"Brown, Gareth*",0063324008,9780063324008,B0C592691B,413        pp,4.05,"8,092","Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Kindle Edition,view,/book/show/156008269-the-book-of-doors
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo of Old Books,"Davis, Barbara*",1542038154,9781542038157,B0B9RNFT4S,431        pp,4.31,"72,308","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2024",,Kindle Edition,view,/book/show/62060274-the-echo-of-old-books
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy Tree,"Burns, Olive Ann",0899199089,9780899199085,0899199089,290        pp,3.26,"3,951",1992,"Jan 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2024",not set,"Feb 11, 2024",,Hardcover,view,/book/show/91601.Leaving_Cold_Sassy
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wandering Stars,"Orange, Tommy*",0593318250,9780593318256,0593318250,336        pp,4.01,"4,850","Feb 27, 2024","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/174147294-wandering-stars
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where the Wind Leads: A Refugee Family's Miraculous Story of Loss, Rescue, and Redemption","Chung, Vinh*",0849947561,9780849947568,0849947561,368        pp,4.44,"6,142","Apr 22, 2014","Apr 29, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"During the 70's Vietnam was in the news. . .in our home and all over America. We saw and heard footage terrible and awful about people on the other siDuring the 70's Vietnam was in the news. . .in our home and all over America. We saw and heard footage terrible and awful about people on the other side of the world in a war our friends and family members were going off to fight for reasons we were beginning to see were hopeless. As the years marched on and we were changing course, we began to hear about the Boat People. . .desperately trying to find another place to live - anywhere else. And Anywhere Else wasn't showing up. . .Vinh Chung was one of eight children, with parents and some other extended family members who had sacrificed all to climb on questionable vessels tossed into an indifferent ocean. Where the Wind Leads: A Refugee Family's Miraculous Story of Loss, Rescue and Redemption unfurls his family's story: what the family's situation was before the war, after an end of it was unpacked to be even more life-threatening to his people, and how they decided as a group that they had this one wet, dangerous option. The tale is breathtaking - spread thickly with terrifying circumstances, next to impossible logistics, rapacious and murderous dangers in the real form of pirates who had even less to lose than they did, and covered over with the incredible bravery of each - right down to quiet babies, life-giving men, women and children.When purchase on a friendly shore is finally obtained, the trials begin with an entirely new flavor of difficult - starting with new languages needed for basic resource procurement. The author, thankfully, provides all of ""the rest of the story"" for readers who at this point are very invested in these real, live people - not characters of fiction. And to that end, this was an eyes (ebook) and ears (audio) experience for me - a BuddyRead with Carla (thank you, dear girl!), and we were rewarded with many, many photographs of these courageous people, who are now eagerly engaged in many great causes for the good of others and their own families.5 shining stars!52:19...more",Notes are private!,0,4,1,"Feb 09, 2024","Mar 09, 2024","Feb 09, 2024",,Hardcover,view (with text),/book/show/18126604-where-the-wind-leads
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Sassy Tree,"Burns, Olive Ann",,,B003K15II0,405        pp,4.02,"103,251",1984,"Sep 04, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book presents a conundrum for me. . .I read through it and recognize a crystal clear, true blue reflection of some of my family lines - like a miThis book presents a conundrum for me. . .I read through it and recognize a crystal clear, true blue reflection of some of my family lines - like a mirror. Because it is in my far past, it is like music that has been absent many years, but I know it like I heard it moments ago. . . .recognized, and that I've missed parts of it. And then there is now, the clarity of changed mind, changed thinking and awareness of wrongs imposed, witnessed and allowed. It's all here in this book. As a reflection of what was, this author writes what she knew in her world as she created this fictional world.The writing of Will Tweedy's 14-year old life in 1906 in his home town of Cold Sassy, Georgia is full of the wonder of age 14. There is death, love, irritating relatives, surprising announcements, close calls with girls, train tracks, and real tragedies with his most beloved family members. Despite all, there is real joy here, hope and a map for getting through the hard stuff - no matter who you are, or how you are - there is always a way through.That said, there is language to offend, events that can trigger on many levels, and it can be as simple as colloquial accent, emphasis, and grammar. If that is a deal breaker, beware this read. But if you can allow it to be the reflection of the time that it was, to help understanding how we got where we have, empathy may accrue as with every read that moves a reader forward. 52:14...more",Notes are private!,2,8,1,"Feb 08, 2024","Feb 11, 2024","Feb 08, 2024",,Kindle Edition,view (with text),/book/show/40389231-cold-sassy-tree
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Familiaris,"Wroblewski, David",,9798212194297,B0CLF6YZYX,980        pp,4.50,2,unknown,"Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/200262412-familiaris
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Linnets And Valerians,"Goudge, Elizabeth",0340024275,9780340024270,0340024275,220        pp,4.17,"2,588",1964,"Jan 01, 1967",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2024",,Paperback,view,/book/show/21030074-linnets-and-valerians
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Darcy,"McVeigh, Alice*",1916882366,9781916882362,B0C96CN716,350        pp,3.85,352,unknown,"Jun 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 06, 2024",not set,"Feb 06, 2024",,Kindle Edition,view,/book/show/180350151-darcy
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abandoned Towns,"McNab, Chris",1838863737,9781838863739,1838863737,224        pp,3.96,23,unknown,"Apr 14, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Places once inhabited which are no longer have always been of great interest to me. ""If these walls could talk,"" was one of my first and still favoritPlaces once inhabited which are no longer have always been of great interest to me. ""If these walls could talk,"" was one of my first and still favorite ""wonders"" about places, buildings, and spaces in this world. To understand someone once felt inspired enough, excited enough to change a natural space into a living/work human space to further life endeavors and efforts for survival and development is an amazing, complex ponder. As equally amazing is the realization that those same spaces could in short or long periods of time be found lacking even one live person who still tends that fire - the space is abandoned completely. Such a situation is compelling to me, and here's a book full of it!Covering all the continents and with beautiful, atmospheric photographs, the author walks a reader through areas on each of them: East Asia, Central Asia, Indian Continent, Middle East, Africa, Europe, North America, South and Central America, Australasia and wraps it up with Antarctica.The author presents reasons for towns, villages and lived-in spaces being abandoned, and his reasoning is well-considered and delivered with breathtaking, haunting photographs supporting the observations offered.This is a book to get lost in, which will trigger no end of new thoughts on far off places. Very satisfying and thought-provoking.*A sincere thank you to Chris McNab, Amber Books, and NetGalley for an ARC to read and independently .* #AbandonedTowns #NetGalley...more",Notes are private!,0,3,1,"Feb 06, 2024","Feb 24, 2024","Feb 06, 2024",,Hardcover,view (with text),/book/show/201906745-abandoned-towns
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A View of the Harbour,"Taylor, Elizabeth",1590178483,9781590178485,1590178483,314        pp,3.88,"1,664",1947,"Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,Paperback,view,/book/show/23164980-a-view-of-the-harbour
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unlikely Pilgrimage of Harold Fry        (Harold Fry, #1)","Joyce, Rachel",0812993292,9780812993295,0812993292,320        pp,3.94,"181,071","Mar 15, 2012","Jul 24, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To be honest, I've tried to read this book before. Couldn't get into it.Years have gone by, things have changed quite a bit. . .I pulled this up to liTo be honest, I've tried to read this book before. Couldn't get into it.Years have gone by, things have changed quite a bit. . .I pulled this up to listen and settled in wonderfully. Captured I was - I cannot even explain, save to say some sad things had happened, things where I wished things had gone differently on all sides (mine included). I understood the spontaneity of Harold's long walk to Queenie, and loved all the people he met along the way - even Dog. The press was being the press, of course.Maureen was hard to love until she wasn't, and please send me a Rex for my next door neighbor! This read and experience in finding value in a read previously rejected more than once, is that it is true - we change, and when we are ready for a particular read, we'll be moved toward it. If you crack a book open and it doesn't appeal, set it aside. If you're second-guessing, read a little further, but if it still doesn't appeal, give yourself permission to move on. And the other side of that coin is - when you've previously rejected a book, be open to the idea that maybe, one day it will catch your thoughts again. If so, you lose nothing by giving it another go. It might be the right time. Be open.As for this one, it was a 5 star bullseye for this open heart.52:29...more",Notes are private!,4,15,1,"Feb 04, 2024","Feb 05, 2024","Feb 04, 2024",,Hardcover,view (with text),/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bitter Water Opera,"Polek, Nicolette*",1644452839,9781644452837,1644452839,128        pp,4.58,31,unknown,"Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2024",not set,"Feb 03, 2024",,Paperback,view,/book/show/127282246-bitter-water-opera
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Well-Behaved Women Seldom Make History,"Thatcher Ulrich, Laurel",1400041597,9781400041596,1400041597,320        pp,3.81,"1,599",2007,"Sep 04, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Hardcover,view,/book/show/473815.Well_Behaved_Women_Seldom_Make_History
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Andersonville,"Kantor, MacKinlay",0452269563,9780452269569,0452269563,766        pp,4.10,"8,121",1955,"Sep 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Paperback,view,/book/show/77239.Andersonville
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kinfolk,"Dietrich, Sean",1400235634,9781400235636,1400235634,400        pp,4.52,"1,057",unknown,"Nov 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kinfolk was my first book by this author, ""Sean of the South,"" who has been writing for quite a while, and I've just been looking other directions. I'Kinfolk was my first book by this author, ""Sean of the South,"" who has been writing for quite a while, and I've just been looking other directions. I'm on to him now, and will pick up more of his work, and give a listen to his podcast under his moniker (above-given ""s of s""). I listened to this one, and wished I'd also had an e-book, which I'll gather up soon. The story wrapped me in straightway, with Nub finding Minnie, and needs must when the devil drives. . .putting them directly in each other's path, two oddballs for sure. Mix in the Grand Old Opry, and a baby named Bun, and you have a family forming itself right in your read! Are there problems? of course, but Nub and Minnie are up to the challenges. A sweet Southern read.*A sincere thank you to Sean Dietrich, Harper Muse, and NetGalley for an ARC to read and independently .* #Kinfolk #NetGalley 52:11...more",Notes are private!,4,8,1,"Jan 31, 2024","Feb 02, 2024","Jan 31, 2024",,Paperback,view (with text),/book/show/123266558-kinfolk
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Blind Woodsman: One Man's Journey to Find His Purpose on the Other Side of Darkness (Fox Chapel Publishing) Inspiring Autobiography on Overcoming Disability, Depression, and Addiction","Furniss, John",1497104513,9781497104518,1497104513,192        pp,4.75,16,unknown,"Mar 19, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The idea of a blind woodsman blew my mind! How can it be so? John and Anni Furniss show how it IS so. . . right there in their every day! The BlindThe idea of a blind woodsman blew my mind! How can it be so? John and Anni Furniss show how it IS so. . . right there in their every day! The Blind Woodsman: One Man's Journey to Find His Purpose is filled with amazing photographs and compelling backstories getting them to where they are now, showing how this blind woodsman is turning out beautiful work with his hands. Anni's artistry and skillful management of their combined talents show up in this book as well.Together they are forging a life that is inspiring and an example to all of us who think we don't have a hope of getting around, over or through obstacles placed in our paths. It isn't magic, it isn't easy and the hardest mind to change is your own. These two show through their not-yet-together challenges how ready and easy they were for pianos, paint and love-is-in-the-air when it presented itself.Want proof? Check it out! https://www.furnissstudios.com/ *A sincere thank you to John Furniss, Anni Furniss, Fox Chapel Publishing, and NetGalley for an ARC to read and independently .* #TheBlindWoodsman #NetGalley...more",Notes are private!,0,3,1,"Jan 30, 2024",Mar 2024,"Jan 30, 2024",,Paperback,view (with text),/book/show/181854884-the-blind-woodsman
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel,"Clark, Claudia*",1633310574,9781633310575,1633310574,350        pp,4.28,"5,908",unknown,"Oct 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Paperback,view,/book/show/58480569-dear-barack
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beggar Maid: Stories of Flo and Rose,"Munro, Alice",0679732713,9780679732716,0679732713,210        pp,3.91,"6,581",1978,"May 07, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Paperback,view,/book/show/14284.The_Beggar_Maid
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Storytellers at the Columbia River,"Mendenhall, Nancy Danielson*",0967884241,9780967884240,0967884241,433        pp,4.12,16,unknown,"Jan 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Paperback,view,/book/show/50518534-storytellers-at-the-columbia-river
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret of Snow,"Shipman, Viola*",1525899813,9781525899812,1525899813,320        pp,3.87,"9,626","Oct 26, 2021","Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Hardcover,view,/book/show/58503739-the-secret-of-snow
