,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kim's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doctor Sleep        (The Shining, #2)","King, Stephen*",1476727651,9781476727653,1476727651,531        pp,4.13,"261,727","Sep 24, 2013","Sep 24, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Sep 07, 2018","Nov 29, 2018","Sep 07, 2018",,Hardcover,view,/book/show/16130549-doctor-sleep
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Weight of Water,"Shreve, Anita",0316780375,9780316780377,0316780375,246        pp,3.65,"28,695","Jan 01, 1997","Jan 07, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2018",,Paperback,view,/book/show/228534.The_Weight_of_Water
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shining        (The Shining, #1)","King, Stephen*",0450040186,9780450040184,0450040186,497        pp,4.27,"1,488,603","Jan 28, 1977","Jul 01, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 20, 2018","Sep 07, 2018","Aug 20, 2018",,Paperback,view,/book/show/11588.The_Shining
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Heart        (Curse Workers, #3)","Black, Holly*",1442403462,9781442403468,1442403462,297        pp,4.06,"18,245","Apr 03, 2012","Apr 03, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2018",,Hardcover,view,/book/show/8884616-black-heart
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turtles All the Way Down,"Green, John*",0525555366,9780525555360,0525555366,290        pp,3.89,"564,514","Oct 10, 2017","Oct 10, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 29, 2018",Dec 2018,"Jun 24, 2018",,Hardcover,view,/book/show/35504431-turtles-all-the-way-down
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magician's Land        (The Magicians, #3)","Grossman, Lev*",,,B00G3L19CI,402        pp,4.14,"76,750","Aug 05, 2014","Aug 05, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Worth working through the other two...kudos.,Notes are private!,0,3,1,not set,"Jun 24, 2018","Jun 24, 2018",,Kindle Edition,view (with text),/book/show/19103097-the-magician-s-land
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nix,"Hill, Nathan",110194661X,9781101946619,110194661X,640        pp,4.08,"74,419","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2018",,Hardcover,view,/book/show/28251002-the-nix
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magician King        (The Magicians, #2)","Grossman, Lev*",043402080X,9780434020805,043402080X,548        pp,3.92,"99,093","Aug 09, 2011","Aug 09, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,2,"May 09, 2018not set",Jun 2018not set,"May 09, 2018",,Paperback,view,/book/show/10079321-the-magician-king
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Iron Duke        (Iron Seas, #1)","Brook, Meljean",0425236676,9780425236673,0425236676,384        pp,3.84,"16,884","Oct 05, 2010","Oct 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2018",,Paperback,view,/book/show/7864587-the-iron-duke
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ghost Writer,"Roth, Philip",0099477572,9780099477570,0099477572,179        pp,3.82,"12,665",1979,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2018",,Paperback,view,/book/show/50696.The_Ghost_Writer
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Interestings,"Wolitzer, Meg",1594488398,9781594488399,1594488398,468        pp,3.59,"118,441","Apr 09, 2013","Apr 09, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Is there anything sadder than the scrawniest little piece of uneaten chicken at a dinner party?”“Hmm,” said Jules. “Yes. The Holocaust.” As I approac“Is there anything sadder than the scrawniest little piece of uneaten chicken at a dinner party?”“Hmm,” said Jules. “Yes. The Holocaust.” As I approach the inconceivable age of fifty.. (god, written out it looks frightening, but numerically, 50, it looks damn impossible).. I find myself once again becoming that self-absorbed teenager. I guess I never really grew out of it. The neuroses are still there.. the fears and failures are still there.. damn, it’s downright depressing. For a while, I distracted myself with marriage and children and become too exhausted to think about myself but somewhere around 40 this whole ‘mindfulness’ catch –all happened and we were told to experience the present.. like that would be better..  Studies have shown that rumination and worry contribute to mental illnesses such as depression and anxiety, and that mindfulness-based interventions are effective in the reduction of both rumination and worry.Really? I don’t want to knock it, but yeah.. not my thing. I had my own brand of self preservation which has now been clichéd to hell and back and maybe I unconsciously saw it somewhere but I thought.. make memories…. That’s what matters. And, it works.. It helps stave off the feeling of failing at being an adult or the fact that what you said and did at 15, 18, 22… those were rantings of the inspired, oblivious, hopeful version of you and that has been beaten down and now resides just behind your epiglottis and you tamper it down with prescribed GERD medications. How many pills do you take a day to function? Tell me to shut the fuck up already. First world issues. This book is most definitely a first world issue book. A group of kids who bond in summer camp and how their lives play out…. Lots of self-absorption, talking and talking and then more talking. The person who had this book prior to me wrote on the  slip that’s taped to the first page ‘After 75 pages I gave up.. too boring!’ I can see that.. it’s like those television shows that get canceled because they are ‘too real’.. meaning that they just portray life….ups, downs, futility, nostalgia, death.“Then it wouldn't be long before they all found themselves shocked and sad to be fully grown into their thicker, finalized adult selves with almost no chance for reinvention.” I’m scared to say I related to the main character because she was a full on self-absorbed, rooted in the mind of her 15 year old self. I don’t want to be like that anymore. I want to grow up. You can slap me anytime. There are too many real world horrors going on right now to care.. I’m not sure if this is escapism or self-pity… I’ll settle on both. “...You want to know whether the problems that you teenagers feel—will they follow you over the rest of your lives? Will your hearts always be aching? Is that what you are asking me?”Goodman shifted in discomfort. “Something like that,” he said.“Yes,” said the counselor in a suddenly plangent voice. “Always they will be aching. I wish I could tell you something else, but I wouldn’t be telling the truth. My wise and gentle friends, this is the way it will be from now on.”No one could say anything. “We are so, so fucked,” ...more",Notes are private!,0,8,1,Jul 2018,"Jul 11, 2018","Mar 22, 2018",,Hardcover,view (with text),/book/show/15815333-the-interestings
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Racing in the Rain,"Stein, Garth*",1554681723,9781554681723,1554681723,336        pp,4.23,"520,303","May 13, 2008","May 13, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"[image]Okay, okay.......Nope. Can't do it.[image]Okay, okay.......Nope. Can't do it....more",Notes are private!,0,11,1,"Apr 20, 2018","Apr 20, 2018","Mar 06, 2018",,Hardcover,view (with text),/book/show/3153910-the-art-of-racing-in-the-rain
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cruel Prince        (The Folk of the Air, #1)","Black, Holly*",,,B06Y5HPRLC,385        pp,4.05,"1,211,424","Jan 02, 2018","Jan 02, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 24, 2022","May 27, 2022","Jan 06, 2018",,Kindle Edition,view,/book/show/34948440-the-cruel-prince
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marlena,"Buntin, Julie*",1627797645,9781627797641,1627797645,274        pp,3.69,"14,688","Apr 04, 2017","Apr 04, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2017",,Hardcover,view,/book/show/30199414-marlena
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heavenly Table,"Pollock, Donald Ray",0385541295,9780385541299,0385541295,384        pp,4.09,"6,390","Jul 12, 2016","Jul 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2017",,Hardcover,view,/book/show/27245902-the-heavenly-table
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light We Lost,"Santopolo, Jill*",0735212759,9780735212756,0735212759,328        pp,3.85,"170,062","May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2017",,Hardcover,view,/book/show/32956365-the-light-we-lost
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Green,"Graham-Felsen, Sam",0399591141,9780399591143,0399591141,301        pp,3.62,"1,909","Jan 02, 2018","Jan 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2017",,Hardcover,view,/book/show/34927956-green
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Universal Harvester,"Darnielle, John*",0374282102,9780374282103,0374282102,214        pp,3.20,"17,675","Feb 07, 2017","Feb 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 03, 2017Jan 21, 2018","Jan 21, 2018not set","Dec 03, 2017",,Hardcover,view,/book/show/29939268-universal-harvester
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Effect        (Don Tillman, #2)","Simsion, Graeme*",1476767327,9781476767321,1476767327,368        pp,3.63,"132,811","Sep 24, 2014","Jul 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2017",,Paperback,view,/book/show/23492671-the-rosie-effect
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dear Martin        (Dear Martin, #1)","Stone, Nic*",1101939494,,,224        pp,4.35,"79,242","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2017",,Hardcover,view,/book/show/24974996-dear-martin
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Rosie Project        (Don Tillman, #1)","Simsion, Graeme*",1476729085,9781476729084,1476729085,292        pp,4.02,"556,288","Jan 30, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Emotions.. what funny things that we compress down to emoticons and expect all users to know that smiling tears eyes means you are LOL-ing. Amazing thEmotions.. what funny things that we compress down to emoticons and expect all users to know that smiling tears eyes means you are LOL-ing. Amazing that the poop emoticon is so... what it is. (I haven't had an occasion to use this one... I guess it could be construed as good and bad). Anyway, emotions... I tend to squash them deep down and play happy, squinty eye smile and then when I'm watching something like say...murder porn… I start to sweat and my eyes well up (but no smile) and I begin to tremble because I know that single mom walking home is gonna die and her kid is going to be messed up big time and then I breakdown and cry for like 3 days.“Throughout my life I have been criticized for a perceived lack of emotion, as if this were some absolute fault…. I am perfectly happy to detect, recognize, and analyze emotions. This is a useful skill and I would like to be better at it. Occasionally an emotion can be enjoyed—the gratitude I felt for my sister, who visited me even during the bad times, the primitive feeling of well-being after a glass of wine—but we need to be vigilant that emotions do not cripple us.”Meet Don. I’m pretty sure that Don would drive me absolutely batshit crazy because of my repressed emotions and I would turn every analytical thing he does into some sort of injustice against me. He doesn’t care, he is bored, he doesn’t get it, he thinks I’m dumb. He doesn’t love me. Frowny red face.Emotions are tricky. We’ve never had a great relationship. I think that by reading this book, I am able to understand a bit more about logic and pragmatism. Occum’s Razor. This was a quick read… I’ll use the word ‘quirky’ because it’s fun to say. Like ‘qwerty’ but with more kick. I don’t believe that Don would like me. I speak in fragments, do the opposite of what I say, cry over movies with animals, have mini breakdowns when someone eats all the Christmas cookies. I’m a freakin’ whole lot of mess. Is there an emoji for that?...more",Notes are private!,0,10,1,"Nov 19, 2017","Dec 03, 2017","Nov 12, 2017",,Hardcover,view (with text),/book/show/16181775-the-rosie-project
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arkansas: Three Novellas,"Leavitt, David",0395901286,9780395901281,0395901286,208        pp,3.76,866,1997,"Apr 03, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's a cold mid November day. More gray than blue. This is a good soft book to lose oneself in. I've always followed David Leavitt and he leaves me inIt's a cold mid November day. More gray than blue. This is a good soft book to lose oneself in. I've always followed David Leavitt and he leaves me in this.. comfortly morose state. He speaks of regrets, the unrequited, the sorrow and loneliness and I eat it up. But, I wrap it around me and it keeps me warm. Because this is how it is. Retakes on memories and quiet grips on reality. It doesn't help to throw in some EM Forster and Henry James history as well. :) Thank you. ...more",Notes are private!,0,0,1,"Nov 11, 2017","Nov 12, 2017","Nov 11, 2017",,Paperback,view (with text),/book/show/98836.Arkansas
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Magicians        (The Magicians, #1)","Grossman, Lev*",0670020559,9780670020553,0670020559,402        pp,3.53,"262,817","Aug 11, 2009","Aug 11, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 05, 2017","May 09, 2018","Nov 05, 2017",,Hardcover,view,/book/show/6101718-the-magicians
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Halloween Tree: A Halloween Classic,"Bradbury, Ray",,,B00PEPR5P4,137        pp,3.78,"31,876",1972,"Aug 04, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 29, 2017",,Kindle Edition,view,/book/show/25344096-the-halloween-tree
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scorpio Races,"Stiefvater, Maggie*",054522490X,9780545224901,054522490X,409        pp,4.09,"109,362","Oct 18, 2011","Oct 18, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2017",,Hardcover,view,/book/show/10626594-the-scorpio-races
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Body and Other Parties: Stories,"Machado, Carmen Maria*",155597788X,9781555977887,155597788X,248        pp,3.85,"89,374","Oct 03, 2017","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 06, 2017",,Paperback,view,/book/show/33375622-her-body-and-other-parties
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"499,744","Jul 26, 2016","Jul 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2017",,Hardcover,view,/book/show/27833670-dark-matter
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sight        (The Sight, #1)","Clement-Davies, David*",014250047X,9780142500477,014250047X,486        pp,4.13,"13,610","Jan 11, 2001","Aug 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 03, 2017",,Mass Market Paperback,view,/book/show/58085.The_Sight
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fever,"Abbott, Megan*",0316231053,9780316231053,0316231053,307        pp,3.10,"25,363","Jun 17, 2014","Jun 17, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ok. Sadly, this is only the 5th book that I've read this year. I'm terrible, horrible, I should move to Australia. And... I have to say... I was reallOk. Sadly, this is only the 5th book that I've read this year. I'm terrible, horrible, I should move to Australia. And... I have to say... I was really meh over it. I've been told to read Meg Abbot for awhile and maybe I shouldn't have chosen this one as my first. I'm all like what is this? So.. I'm thinking 'Fever'... okay, like biochemical apocalyptic.... I mean there is that lake.. with it's slime... No. They're just normal 16 yr old girls who really really really like to wear tights (as we are told many many many times) and their normal lust driven thoughts. Ok, I can deal.. I've read Sarah Dessen.. this steps it up a notch. The main character is named Deenie, which throws me back to Blume and I'm stuck in like 1980 and wow, scoliosis man... do you think that was intentional? A homage. And... my mind drifts.So, no zombie fever. Check. Then I'm like ok... so, there's an epidemic of some sort but it's only affecting girls around 12-16 and they are hysterical in the true form of the word (Human sacrifice, dogs and cats living together... mass hysteria!) and get this.. they are blaming.. VACCINES... jesus christ on a crumb. I'm so weary of the vaccine debate. So, eye roll. Then, no HPV lurking parasite. Check. Now we've got a group of girls twitching and snapping and screaming and vomiting and tweaking and more and more each day... I'm thinking 'Where's Winona? Where's Goody Glover?' At this time, I am so confused... sighOkay, so no trials of the blaming sort, but wait... what's this? Jealousy! Carnality! Fury! Retribution! And... spells. The Craft? Hot girls in short black skirts and no acne and perfect hair seeking out the beautiful innocents? ehhhhh......... I'm lost. I'm tired. I've only read 4 books this year. I feel like I wasted my precious netflix bingeing time on this. I want to cry because I miss reading. I miss the excitement of losing myself in a saga of epic proportions... Calgon, where are you?Meh, read it. Don't. I am not going to judge Meg Abbott on this. ...more",Notes are private!,0,3,1,"Aug 22, 2017","Sep 09, 2017","Aug 22, 2017",,Hardcover,view (with text),/book/show/18656036-the-fever
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Challenger Deep,"Shusterman, Neal*",,,,320        pp,4.14,"30,429","Apr 21, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2017",,Kindle Edition,view,/book/show/18075234-challenger-deep
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Final Girls,"Sager, Riley*",1101985364,9781101985366,1101985364,352        pp,3.84,"188,273","Jul 11, 2017","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2017",,Hardcover,view,/book/show/32796253-final-girls
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Will Know Me,"Abbott, Megan*",031623107X,9780316231077,031623107X,345        pp,3.43,"43,106","Jul 26, 2016","Jul 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2017",,Hardcover,view,/book/show/25251757-you-will-know-me
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Widow        (Kate Waters, #1)","Barton, Fiona*",1101990260,9781101990261,1101990260,324        pp,3.50,"109,815","Jan 14, 2016","Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2017",,Hardcover,view,/book/show/25734248-the-widow
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Mr. M,"Koch, Herman",1101903325,9781101903322,1101903325,400        pp,3.29,"9,471","May 06, 2014","Sep 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 04, 2017",,Hardcover,view,/book/show/28186095-dear-mr-m
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bark,"Moore, Lorrie",0307594130,9780307594136,0307594130,192        pp,3.60,"8,798","Feb 25, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 23, 2017",,Hardcover,view,/book/show/18050057-bark
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thirteen, Fourteen... Little Boy Unseen        (Rebekka Franck #7)","Rose, Willow*",,,,357        pp,4.16,"1,888","Feb 09, 2015","Feb 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2017",,Kindle Edition,view,/book/show/24903695-thirteen-fourteen-little-boy-unseen
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"More Than This        (More Than, #1)","McLean, Jay*",,,,287        pp,4.09,"36,113","Jul 10, 2013","Jul 21, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 09, 2017","Jul 23, 2017","May 09, 2017",,Kindle Edition,view,/book/show/22756814-more-than-this
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,040,792","Sep 26, 2006","Jul 31, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Mar 02, 2017","Apr 02, 2017","Apr 02, 2017",,Paperback,view,/book/show/18045891-sharp-objects
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fearsome Firebird        (The Curiosity House, #3)","Oliver, Lauren*",0062270877,9780062270870,0062270877,336        pp,4.00,498,"Apr 11, 2017","Apr 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2017",,Hardcover,view,/book/show/30653811-the-fearsome-firebird
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shrunken Head        (The Curiosity House, #1)","Oliver, Lauren*",0062270818,9780062270818,0062270818,368        pp,3.76,"2,597","Sep 29, 2015","Sep 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2017",,Hardcover,view,/book/show/23277166-the-shrunken-head
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Friend,"Tartt, Donna",,,B005PRJJOQ,642        pp,3.47,"69,740","Oct 22, 2002","Oct 19, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2017",,Kindle Edition,view,/book/show/13125749-the-little-friend
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"High Voltage        (Fever, #10)","Moning, Karen Marie*",0399593667,9780399593666,0399593667,496        pp,4.31,"16,479","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2017",,Hardcover,view,/book/show/35457273-high-voltage
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Feversong        (Fever, #9)","Moning, Karen Marie*",,,B01D7CJ43G,512        pp,4.39,"22,426","Jan 17, 2017","Jan 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2017",,Kindle Edition,view,/book/show/12446825-feversong
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Feverborn        (Fever, #8)","Moning, Karen Marie*",0385344422,9780385344425,0385344422,436        pp,4.23,"26,108","Jan 19, 2016","Jan 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 12, 2017",,Hardcover,view,/book/show/12444298-feverborn
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are the Ants,"Hutchinson, Shaun David*",1481475207,9781481475204,1481475207,464        pp,4.12,"49,081","Jan 19, 2016","Jan 19, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2017",,Paperback,view,/book/show/27220730-we-are-the-ants
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Mist and Fury        (A Court of Thorns and Roses, #2)","Maas, Sarah J.*",,,B015FELXQ0,641        pp,4.65,"1,864,005","May 03, 2016",Feb 2021,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,"Jan 31, 2022","Jan 17, 2017",,Kindle Edition,view,/book/show/57019034-a-court-of-mist-and-fury
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Holding Up the Universe,"Niven, Jennifer*",0385755929,9780385755924,0385755929,391        pp,3.70,"129,821","Apr 04, 2016","Oct 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/28686840-holding-up-the-universe
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt to the Sea,"Sepetys, Ruta*",,,0399160302,391        pp,4.36,"211,648","Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/25614492-salt-to-the-sea
