,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Perri's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A River Runs Through It and Other Stories,"Maclean, Norman",0226500667,9780226500669,0226500667,217        pp,4.18,"27,322",1976,"Oct 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"MacLean’s writing is like poetry. Sadly I’m not much of a poetry OR novella fan, but I could appreciate how he evoked a love of wilderness, nature... MacLean’s writing is like poetry. Sadly I’m not much of a poetry OR novella fan, but I could appreciate how he evoked a love of wilderness, nature... fishing. A River Runs Through It had the most story to carry me along and the family was just so interesting. I want to watch the film again. The other two stories, I had to really push to get through, even though they were both very short. 4 stars: A River Runs Through It  Fly fishing, yes, but also family, community, and religion. What I most liked was emotions which were just crying out furiously below the quiet communications. And a lot of fishing2 stars: Logging and Pimping and “Your Pal, Jim” What in the heck was this even about? The title is funny3 stars: The Ranger, the Cook, and a Hole in the Sky A lot more than I wanted to know about the Forestry Service, but I liked the coming-of-age angle...more",Notes are private!,0,1,2,"Dec 02, 2023not set","Dec 12, 2023not set","Dec 02, 2023",,Paperback,view (with text),/book/show/30043.A_River_Runs_Through_It_and_Other_Stories
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leslie F*cking Jones,"Jones, Leslie",1538706490,9781538706497,1538706490,288        pp,4.14,"8,500","Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/123027172-leslie-f-cking-jones
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unruly: A History of England's Kings and Queens,"Mitchell, David",1405953179,9781405953177,1405953179,431        pp,4.19,"9,295","Sep 28, 2023","Jan 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/150038752-unruly
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pathogenesis: A History of the World in Eight Plagues,"Kennedy, Jonathan*",0593240472,9780593240472,0593240472,304        pp,3.95,"4,673","Apr 18, 2023","Apr 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/61327450-pathogenesis
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Knotted-Up Life: A Memoir,"Moore, Beth",1496472675,9781496472670,1496472675,304        pp,4.48,"34,167","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/61357133-all-my-knotted-up-life
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doppelganger: A Trip into the Mirror World,"Klein, Naomi",0374610320,9780374610326,0374610320,416        pp,4.26,"10,447","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/138505710-doppelganger
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Jane,"Marshall, Heather*",1668013681,9781668013687,1668013681,400        pp,4.37,"39,312","Mar 01, 2022","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/61273371-looking-for-jane
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Darling Girl,"McMahon, Jennifer*",166801906X,9781668019061,166801906X,320        pp,3.76,"12,631","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/101145269-my-darling-girl
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unmaking of June Farrow,"Young, Adrienne*",0593598679,9780593598672,0593598679,320        pp,4.20,"48,271","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/66087062-the-unmaking-of-june-farrow
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shoeless Kid        (Mendenhall Mysteries, #1)","Dube, Marcelle*",1987937171,,B07HZ57VGQ,244        pp,4.11,160,2011,"Oct 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Picked up blind as a travel book, now I know why I rely on Goodreads. Foreshadowing so heavy I had to read with a flashlight. Characters not fully devPicked up blind as a travel book, now I know why I rely on Goodreads. Foreshadowing so heavy I had to read with a flashlight. Characters not fully developed and so many so attractive people (eye roll) On the plus side, the Manitoba Canadian small town setting was interesting to me. It also fulfilled its use as a short, easy to read mystery, so 3 stars....more",Notes are private!,0,0,1,"Nov 29, 2023","Nov 29, 2023","Nov 29, 2023",,Kindle Edition,view (with text),/book/show/42263899-the-shoeless-kid
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amazing Gracie: A Dog's Tale,"Beckloff, Mark",0761129758,9780761129752,0761129758,248        pp,4.22,"6,631","Sep 11, 2000","Feb 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So much to like: Little things like the little pen and ink drawings sprinkled throughout the story and the awful but funny dog punsBig things like howSo much to like: Little things like the little pen and ink drawings sprinkled throughout the story and the awful but funny dog punsBig things like how dogs enrich our lives and what they teach us. And like with so many dog stories, the pain of losing them after they’ve given us so much. In this book as in life, another lesson in love and loss. Four and a half amazing stars...more",Notes are private!,0,0,1,"Nov 29, 2023","Nov 29, 2023","Nov 29, 2023",,Paperback,view (with text),/book/show/485440.Amazing_Gracie
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What the Dog Saw and Other Adventures,"Gladwell, Malcolm",0316078573,9780316078573,0316078573,444        pp,3.85,"100,951",2009,"Oct 20, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2023",,Hardcover,view,/book/show/6516450-what-the-dog-saw-and-other-adventures
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Say Babylon,"Sinclair, Safiya",1982132337,9781982132330,1982132337,352        pp,4.49,"9,755","Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/62919742-how-to-say-babylon
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Counting the Cost,"Duggar, Jill",1668024446,9781668024447,1668024446,288        pp,4.16,"83,869","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/166175422-counting-the-cost
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The In-Between: Unforgettable Encounters During Life's Final Moments,"Vlahos, Hadley *",059349993X,9780593499931,059349993X,288        pp,4.53,"25,972","Jun 13, 2023","Jun 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/63033521-the-in-between
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,K2: Life and Death on the World's Most Dangerous Mountain,"Viesturs, Ed",0767932501,9780767932509,0767932501,342        pp,4.01,"6,250","Oct 13, 2009","Oct 13, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This wasn’t the book I was looking for, but it was the one available and it worked for me. A history of attempts to climb K2that I enjoyed more after This wasn’t the book I was looking for, but it was the one available and it worked for me. A history of attempts to climb K2that I enjoyed more after I stopped trying to keep track of expeditions and climber names. Viesturs’ philosophy involved *working together as a team and not as competitors* *viewing success in ways other than summit wins *not taking extreme chances (I know! But he offers a good argument) probably shows why he’s still alive while many of his fellow climbers are not. His dismay in recnet folks choices to put summit peaks above helping climbers in trouble helped me understand recent controversies. The map and photos added to my enjoyment. The first photo of K2 says it inspired several generations of mountaineers, while my reaction was NOPE, that’s not going to happen. But it did and was able to participate vicariously for the comfort of my couch. ...more",Notes are private!,0,1,1,"Nov 13, 2023","Nov 19, 2023","Nov 13, 2023",,Hardcover,view (with text),/book/show/6309380-k2
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nature's Best Hope: A New Approach to Conservation That Starts in Your Yard,"Tallamy, Douglas W.",1604699000,9781604699005,1604699000,256        pp,4.36,"4,880",2019,"Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/43212849-nature-s-best-hope
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Changeling,"LaValle, Victor",0812985877,9780812985870,0812985877,448        pp,3.79,"23,344","Jun 13, 2017","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Paperback,view,/book/show/35863510-the-changeling
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Caretaker,"Rash, Ron*",0385544278,9780385544276,0385544278,252        pp,4.23,"4,616","Sep 26, 2023","Sep 26, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2023",,Hardcover,view,/book/show/75500179-the-caretaker
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Migrations,"McConaghy, Charlotte*",125020402X,9781250204028,125020402X,256        pp,4.14,"73,093","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had avoided reading this book since the synopsis looked so depressing. But then I read and loved McConaghy’s other book, Once There Were Wolves, so I had avoided reading this book since the synopsis looked so depressing. But then I read and loved McConaghy’s other book, Once There Were Wolves, so thought I’d give it a try. And, yes, the content is bleak, but the writing makes the pain worth it. McConaghy seems to have a knack for intriguing women characters. Penny is a fascinating, complex study with an almost other-worldly quality. Just when I thought I was beginning to understand her, the author kept surprising me with more insights. My credibility was stretched sometimes, but I was willing to immerse myself in the story. A beautifully powerful book....more",Notes are private!,0,9,1,"Jan 26, 2024",Feb 2024,"Oct 26, 2023",,Hardcover,view (with text),/book/show/42121525-migrations
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Case Histories        (Jackson Brodie, #1)","Atkinson, Kate",0316010707,9780316010702,0316010707,389        pp,3.81,"107,474","Sep 01, 2004","Oct 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2023",,Paperback,view,/book/show/16243.Case_Histories
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hollowthorn        (Ravenfall, #2)","Josephson, Kalyn*",0593483626,9780593483626,0593483626,256        pp,4.10,358,"Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Hardcover,view,/book/show/90590121-hollowthorn
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Hours,"Herron, Mick",164129521X,9781641295215,164129521X,384        pp,4.31,"9,008","Sep 14, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even though billed as a stand-alone, I think only those who have read his previous books can wholly appreciate it. After a thrilling opening, the paceEven though billed as a stand-alone, I think only those who have read his previous books can wholly appreciate it. After a thrilling opening, the pace slowed waaay down and even a devotee like me, wasn’t sure where Herron was heading. But I knew enough to trust Herron and keep reading for the pay- off. This one is his gift to his fans....more",Notes are private!,2,9,1,"Nov 04, 2023","Nov 09, 2023","Sep 27, 2023",,Hardcover,view (with text),/book/show/123727738-the-secret-hours
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chenneville,"Jiles, Paulette*",0063252686,9780063252684,0063252686,307        pp,4.16,"3,970","Sep 12, 2023","Sep 12, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Woah, another winner from Jiles. Loved the descriptions, the language, the characters, the dialogue… well the ending might have been more. I loved thiWoah, another winner from Jiles. Loved the descriptions, the language, the characters, the dialogue… well the ending might have been more. I loved this slightly less than her News of the World, but not enough to detract a star. Four and a half stars...more",Notes are private!,0,2,1,"Jan 12, 2024","Jan 24, 2024","Sep 24, 2023",,Hardcover,view (with text),/book/show/112975135-chenneville
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Garden Spells        (Waverley Family, #1)","Allen, Sarah Addison*",0553805487,9780553805482,0553805487,304        pp,4.07,"100,757","Aug 28, 2007","Aug 28, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In a big cauldron, mix contemporary fiction, a dash of magical realism, and whiff of romance. When you’re not looking, the garden tree will probably tIn a big cauldron, mix contemporary fiction, a dash of magical realism, and whiff of romance. When you’re not looking, the garden tree will probably toss in some apples for added intrigue. The perfect recipe for a bewitching story!  OK, so it’s not great literature, but sometimes folks are just in the mood for some enchanting escapist fare. My recommendation? Put on a cozy sweater, light a few candles, pour a big mug of pumpkin spice latte and let this story ease you into fall. ...more",Notes are private!,0,1,1,"Sep 22, 2023","Sep 29, 2023","Sep 22, 2023",,Hardcover,view (with text),/book/show/1158967.Garden_Spells
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleeping Giants,"Denfeld, Rene*",,,B09Q3FM71K,300        pp,4.13,318,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Kindle Edition,view,/book/show/48902605-sleeping-giants
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Drifter        (Peter Ash, #1)","Petrie, Nick*",0399174567,9780399174568,0399174567,375        pp,4.03,"12,536","Jan 12, 2016","Jan 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A good start to a thriller series. I liked the characters and was surprised by some of the twists. There was an emotional reaction to some recent hot A good start to a thriller series. I liked the characters and was surprised by some of the twists. There was an emotional reaction to some recent hot button topics which riled me up and that was unusual for me in this genre. In the negative column I got tired of white static which appeared so often and so regularly. I get that it's part of his narrative but the repetitive reaction was overdone and I worry about it in future books. 3 and a half white static stars rounded up....more,Notes are private!,0,1,1,"Sep 13, 2023","Sep 27, 2023","Sep 13, 2023",,Hardcover,view (with text),/book/show/25361840-the-drifter
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Killing Hills        (Mick Hardin, #1)","Offutt, Chris*",0802158412,9780802158413,0802158412,240        pp,3.89,"3,892","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/55836539-the-killing-hills
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shifty's Boys,"Offutt, Chris*",0802159982,9780802159984,0802159982,262        pp,4.10,"1,680","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2023",,Hardcover,view,/book/show/59577183-shifty-s-boys
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Country Dark,"Offutt, Chris*",0802127797,9780802127792,0802127797,232        pp,4.11,"2,569","Apr 10, 2018","Apr 10, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved the spare, but evocative writing in this book. The events reflect a tough culture and people and there was an interesting complexity to the maI loved the spare, but evocative writing in this book. The events reflect a tough culture and people and there was an interesting complexity to the main character. I was especially intrigued by the regional accent which sounded similar to people I’ve met in Southwestern Indiana. I’m still thinking about this book and want to read more by this author. Five dark stars...more",Notes are private!,2,3,1,"Sep 05, 2023","Sep 09, 2023","Sep 05, 2023",,Hardcover,view (with text),/book/show/36556924-country-dark
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Windows        (Lucas Page, #1)","Pobi, Robert",1250293944,9781250293947,1250293944,388        pp,3.94,"3,831","Aug 06, 2019","Aug 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved the freezing NYC setting brrr.Great story with interesting characters. Fast paced short chapters, with twists and turns. One star deduction for Loved the freezing NYC setting brrr.Great story with interesting characters. Fast paced short chapters, with twists and turns. One star deduction for the preachy side bars...more",Notes are private!,0,1,1,"Nov 30, 2023","Dec 07, 2023","Sep 04, 2023",,Hardcover,view (with text),/book/show/41150389-city-of-windows
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disappointment with God,"Yancey, Philip*",0310517818,9780310517818,0310517818,304        pp,4.18,"6,743",1988,"Sep 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/53829.Disappointment_with_God
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prayer: Does It Make Any Difference?,"Yancey, Philip*",,9780310271055,0310271053,351        pp,4.20,"6,540",2006,"Sep 13, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Hardcover,view,/book/show/53827.Prayer
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,10 Minutes 38 Seconds in This Strange World,"Shafak, Elif*",0241293863,9780241293867,0241293863,312        pp,4.09,"62,004",Jun 2019,"Jan 01, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was intrigued by the book's concept: as a woman's body breaks down after death, she s key events in her life. I also liked the idea of the powI was intrigued by the book's concept: as a woman's body breaks down after death, she s key events in her life. I also liked the idea of the power of dear friends as your chosen family. All this is in the blurb. I just don’t think Shafak pulled it off. The choppy chapters were annoying and the characters not fleshed out. The dialogue didn't ring true. Part Two, The Body, was worse and seemed to border on the campy. I’m surprised this was a short listed Booker prize, but I’m clearly in the minority. ...more",Notes are private!,0,0,1,"Jan 21, 2024","Jan 25, 2024","Sep 04, 2023",,Hardcover,view (with text),/book/show/43706466-10-minutes-38-seconds-in-this-strange-world
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Sally Diamond,"Nugent, Liz*",1844885968,9781844885961,1844885968,384        pp,4.22,"51,736","Jul 18, 2023","Mar 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Hardcover,view,/book/show/62322008-strange-sally-diamond
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ox-Bow Incident,"Clark, Walter Van Tilburg",0812972589,9780812972580,0812972589,247        pp,3.87,"6,164",1940,"Apr 27, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Incident” is one way to put it, I guess. Takes place in the west, yes, when men were men and women were… well not around that much. But as others hav“Incident” is one way to put it, I guess. Takes place in the west, yes, when men were men and women were… well not around that much. But as others have said, it surely goes off script. I was surprised at how current it feels in terms of humanity and moral courage. It was a tough read and I can’t say I enjoyed it, but it did make me think....more",Notes are private!,3,4,1,"Jan 21, 2024","Jan 27, 2024","Sep 01, 2023",,Mass Market Paperback,view (with text),/book/show/46212.The_Ox_Bow_Incident
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Thursday Murder Club        (Thursday Murder Club, #1)","Osman, Richard",,,B07S5D5TH7,382        pp,3.89,"475,827","Sep 03, 2020","Sep 03, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I must admit I made some very unladylike snorts and guffaws during the reading of this charmingly British whodunnit. But there was so much more to likI must admit I made some very unladylike snorts and guffaws during the reading of this charmingly British whodunnit. But there was so much more to like than the humor.Smart, sharp writing. Characters I grew to know and root for ... or suspect.. or root for or Mystery galore and enough red herrings I was up to my hips in fish. So much so, that I was a bit lost towards the end.So I know I won't ever ever gain entry into this club, but it sure was fun reading about it. I would continue the series...more",Notes are private!,0,11,1,"Aug 31, 2023","Sep 13, 2023","Aug 31, 2023",,Kindle Edition,view (with text),/book/show/46000520-the-thursday-murder-club
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Old Herbaceous,"Arkell, Reginald",0812967380,9780812967388,0812967380,176        pp,4.14,"1,290",1950,"Apr 15, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alternative titles: Downton Garden or Upstairs, Downstairs, and In the GardenThis is the story of crusty Old Herbaceous, or Herbert Pinnegar, born at Alternative titles: Downton Garden or Upstairs, Downstairs, and In the GardenThis is the story of crusty Old Herbaceous, or Herbert Pinnegar, born at the end of the Victorian era and reminiscing over his seventy year journey. Apprenticed as a gardener’s boy at a manor house, Pinnegar gives his life over to excellence and slowly works his way to the lofty title of Head Gardener. Modern sensibilities may quake at his total self-sacrifice, but there is gentle warmth and humor that softens any pathos. It’s short at 154 pages and the reader will enjoy lovely vicarious garden imaginings. With references to the battles and joys of gardening, it’s heartening to see how many modern connections remain.First published in 1950, we have Michael Pollan to thank for choosing to bring this classic back into print, as part of his Modern Library Gardening Series. Garden Classic...more",Notes are private!,0,1,1,"Aug 27, 2023","Aug 29, 2023","Aug 27, 2023",,Paperback,view (with text),/book/show/933525.Old_Herbaceous
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Were Once a Family: A Story of Love, Death, and Child Removal in America","Asgarian, Roxanna",0374602298,9780374602291,0374602298,320        pp,4.33,"6,007","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,Hardcover,view,/book/show/60784741-we-were-once-a-family
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"No Human Contact: Solitary Confinement, Maximum Security, and Two Inmates Who Changed the System","Earley, Pete",0806541903,9780806541907,B0B35BFC57,320        pp,4.18,327,unknown,"Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 27, 2023",,ebook,view,/book/show/74818042-no-human-contact
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Childhood,"Gorky, Maxim",0140182853,9780140182859,0140182853,240        pp,4.08,"8,039",1913,"Nov 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Paperback,view,/book/show/163620.My_Childhood
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sweet Science,"Liebling, A.J.",0374272271,9780374272272,0374272271,267        pp,4.11,"1,349",Jan 1949,"Sep 29, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Paperback,view,/book/show/220472.The_Sweet_Science
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is True,"Jewell, Lisa*",1982179007,9781982179007,1982179007,380        pp,4.15,"425,152","Jul 20, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Hardcover,view,/book/show/62334530-none-of-this-is-true
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant of Water,"Verghese, Abraham*",0802162177,9780802162175,0802162177,724        pp,4.47,"150,343","May 02, 2023",Jun 2023,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What I liked most was the new-to-me setting in southern India and learning a bit about its history and culture. For the length of the book, I was not What I liked most was the new-to-me setting in southern India and learning a bit about its history and culture. For the length of the book, I was not drawn in as much as other readers, but I did enjoy it very much...more",Notes are private!,0,2,1,"Dec 12, 2023","Dec 22, 2023","Aug 20, 2023",,Hardcover,view (with text),/book/show/180357146-the-covenant-of-water
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Beautiful,"Napolitano, Ann*",,,B0B7R4Q5DJ,416        pp,4.18,"297,338","Mar 14, 2023","Mar 14, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoy deep dives into family dynamics, and Hello Beautiful has it in spades. Examination of the tension between being authentic and supporti I really enjoy deep dives into family dynamics, and Hello Beautiful has it in spades. Examination of the tension between being authentic and supporting the people you love, betrayal and forgiveness, judgement and grace. I admit to leaking some tears at the end. Looking at Nepolitano's four books each one she writes gets higher ratings. I read and liked the last one she wrote, Dear Edward, four stars. This one I like even more so five beautiful stars....more",Notes are private!,0,5,1,"Jan 02, 2024","Jan 05, 2024","Aug 20, 2023",,Kindle Edition,view (with text),/book/show/61771675-hello-beautiful
