,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ashley's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trinity: A Graphic History of the First Atomic Bomb,"Fetter-Vorm, Jonathan*",0809094681,9780809094684,0809094681,154        pp,4.13,"3,235","Jun 05, 2012","Jun 05, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 03, 2023",,Hardcover,view,/book/show/13166598-trinity
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Work,"Ravn, Olga",1771668644,9781771668644,1771668644,390        pp,4.03,"2,013","Sep 04, 2020","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Paperback,view,/book/show/135759312-my-work
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cirque Du Freak        (The Saga of Darren Shan, #1)","Shan, Darren*",0006754163,9780006754169,0006754163,183        pp,4.08,"59,505",2000,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 28, 2023",,Paperback,view,/book/show/172257.Cirque_Du_Freak
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demon,"Lermontov, Mikhail",152836225X,9781528362252,152836225X,60        pp,4.23,"5,123",1839,"Aug 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"TAMARAWhy should I share your griefs, your innertorments? why listen to your moan?You've sinned...DEMONTowards you, I'm no sinner.TAMARASomeone wilTAMARAWhy should I share your griefs, your innertorments? why listen to your moan?You've sinned...DEMONTowards you, I'm no sinner.TAMARASomeone will hear us!...DEMONWe're alone.TAMARAAnd God?DEMONWon't glance at us: eternalfor heaven, but not for earth, his care.TAMARAAnd punishment, and pains infernal?DEMONWhat of them, if we both are there?THIS WAS SO BEAUTIFUL....more",Notes are private!,0,4,1,"Nov 26, 2023","Nov 29, 2023","Nov 26, 2023",,Hardcover,view (with text),/book/show/37473619-the-demon
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I Write,"Orwell, George",,,B00O5PF6FK,128        pp,4.01,"12,397",1946,"Oct 30, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 26, 2023","Nov 30, 2023","Nov 26, 2023",,Kindle Edition,view,/book/show/24104049-why-i-write
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Palo Alto: A History of California, Capitalism, and the World","Harris, Malcolm*",031659203X,9780316592031,031659203X,720        pp,3.91,"1,549","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Hardcover,view,/book/show/61108472-palo-alto
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reign of Napoleon Bonaparte,"Asprey, Robert B.",0465004822,9780465004829,0465004822,512        pp,3.83,233,2001,"Oct 17, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Paperback,view,/book/show/442773.The_Reign_of_Napoleon_Bonaparte
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rise of Napoleon Bonaparte,"Asprey, Robert B.",0465048811,9780465048816,0465048811,608        pp,3.98,575,"Nov 22, 2000","Oct 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Paperback,view,/book/show/189570.The_Rise_of_Napoleon_Bonaparte
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ross Poldark,"Graham, Winston",190962151X,9781909621510,190962151X,472        pp,4.08,"32,841",1945,"Jul 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Hardcover,view,/book/show/29889760-ross-poldark
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winnie-the-Pooh        (Winnie-the-Pooh, #1)","Milne, A.A.",0525467564,9780525467564,0525467564,161        pp,4.36,"327,314","Oct 14, 1926","Oct 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 24, 2023","Nov 24, 2023","Nov 24, 2023",,Hardcover,view,/book/show/99107.Winnie_the_Pooh
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weight: The Myth of Atlas and Heracles,"Winterson, Jeanette",1841957186,9781841957180,1841957186,151        pp,3.74,"7,275","Oct 05, 2005","Oct 05, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2023",,Hardcover,view,/book/show/15046.Weight
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When the Body Says No: The Cost of Hidden Stress,"Maté, Gabor",0676973124,9780676973129,0676973124,320        pp,4.23,"21,913",2003,"Feb 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 05, 2023",,Paperback,view,/book/show/450534.When_the_Body_Says_No
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solaris,"Lem, Stanisław",0571311571,9780571311576,0571311571,214        pp,3.99,"107,581",1961,"Mar 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2023",,Paperback,view,/book/show/18747125-solaris
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rings of Saturn,"Sebald, W.G.",0811226158,9780811226158,0811226158,296        pp,4.23,"15,025",1995,"Nov 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 28, 2023",,Paperback,view,/book/show/29082615-the-rings-of-saturn
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Monstress, Vol. 1: Awakening","Liu, Marjorie M.*",,,B01DJOS93I,208        pp,3.97,"61,725","Jul 19, 2016","Jul 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2023",,Kindle Edition,view,/book/show/30333227-monstress-vol-1
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solar Lottery,"Dick, Philip K.",0575074558,9780575074552,0575074558,188        pp,3.49,"4,746",1955,"Aug 14, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Paperback,view,/book/show/92504.Solar_Lottery
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inheritors,"Golding, William",0571329098,9780571329090,0571329098,256        pp,3.52,"4,883",1955,"Sep 17, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 24, 2023",,Paperback,view,/book/show/552607.The_Inheritors
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oh What a Paradise It Seems,"Cheever, John",,,B003WUYQR8,113        pp,3.47,"1,608",1977,"Jul 23, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There were a few moments of brilliance in this, but I think overall Cheever is just not for me.",Notes are private!,0,1,1,"Oct 24, 2023","Nov 10, 2023","Oct 24, 2023",,Kindle Edition,view (with text),/book/show/19253750-oh-what-a-paradise-it-seems
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Silence,"Endō, Shūsaku",1250082242,9781250082244,1250082242,238        pp,4.09,"34,199",1966,"Jan 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 21, 2023",,Paperback,view,/book/show/25663949-silence
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hundred-Year House,"Makkai, Rebecca*",052542668X,9780525426684,052542668X,338        pp,3.45,"11,839","Jul 10, 2014","Jul 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/18693644-the-hundred-year-house
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Window,"Linford, Madeline",,,B008PAMWKI,0        pp,4.19,31,unknown,"Jan 01, 1930",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/153532024-out-of-the-window
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sofia Petrovna,"Chukovskaya, Lydia",0810111500,9780810111509,0810111500,120        pp,4.03,"2,366",1965,"Jun 08, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/499378.Sofia_Petrovna
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Masque of the Red Death,"Poe, Edgar Allan",,,,48        pp,4.07,"39,293",May 1842,"Mar 24, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 18, 2023",,Kindle Edition,view,/book/show/11353340-the-masque-of-the-red-death
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirty-Nine Steps,"John, Buchan",0241341256,9780241341254,0241341256,128        pp,3.60,"41,145",1915,"Jun 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/37119739-the-thirty-nine-steps
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abigail,"Szabó, Magda",168137403X,9781681374031,168137403X,333        pp,4.34,"6,428",1970,"Jan 14, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/43452825-abigail
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book and the Brotherhood,"Murdoch, Iris",0099433540,9780099433545,0099433540,601        pp,3.97,"1,025",1987,"Apr 07, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 17, 2023",,Paperback,view,/book/show/483426.The_Book_and_the_Brotherhood
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High-Rise,"Ballard, J.G.",,,B005LW5KA2,209        pp,3.61,"33,098",Nov 1975,"Feb 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2023",,Kindle Edition,view,/book/show/13009662-high-rise
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Space Invaders,"Fernández, Nona",1644450070,9781644450079,1644450070,96        pp,3.98,"4,100","Nov 20, 2013","Nov 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 06, 2023",,Paperback,view,/book/show/43317567-space-invaders
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sympathizer        (The Sympathizer, #1)","Nguyen, Viet Thanh*",0802123457,9780802123459,0802123457,371        pp,4.01,"113,595","Apr 02, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 05, 2023",,Hardcover,view,/book/show/23168277-the-sympathizer
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lolly Willowes,"Warner, Sylvia Townsend",0940322161,9780940322165,0940322161,222        pp,3.71,"9,549",1926,1999,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2023",,Paperback,view,/book/show/937105.Lolly_Willowes
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deepest Map: The High-Stakes Race to Chart the World's Oceans,"Trethewey, Laura",0063099950,9780063099951,0063099950,304        pp,4.03,393,"Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2023",,Hardcover,view,/book/show/63017270-the-deepest-map
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer Sisters,"Blume, Judy*",0385337663,9780385337663,0385337663,399        pp,3.86,"110,588",1998,Feb 2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2023",,Paperback,view,/book/show/57233514-summer-sisters
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blindness,"Saramago, José",,,0156007754,326        pp,4.17,"289,733",1995,"Oct 04, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 25, 2023",,Paperback,view,/book/show/2526.Blindness
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Exit,"Sartre, Jean-Paul",0573613052,9780573613050,0573613052,60        pp,4.12,"39,309",1944,"Jan 01, 1958",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 24, 2023",,Paperback,view,/book/show/123933.No_Exit
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No One Here Gets Out Alive : The Biography of Jim Morrison,"Hopkins, Jerry",085965138X,9780859651387,085965138X,387        pp,3.93,"44,151",1980,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 23, 2023",,Paperback,view,/book/show/1004384.No_One_Here_Gets_Out_Alive_
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Enough Job: Reclaiming Life from Work,"Stolzoff, Simone*",059353896X,9780593538968,059353896X,272        pp,4.19,"4,971","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 20, 2023",,Hardcover,view,/book/show/62192519-the-good-enough-job
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Never Be Young Again,"du Maurier, Daphne",,,,282        pp,3.30,"1,073",1932,"Dec 31, 1975",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2023",,Paperback,view,/book/show/6219286-i-ll-never-be-young-again
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Will and Testament,"Hjorth, Vigdis",,9781788733106,178873310X,336        pp,3.90,"16,040",2016,"Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Paperback,view,/book/show/44003688-will-and-testament
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quartet in Autumn,"Pym, Barbara",1447289617,9781447289616,1447289617,186        pp,3.90,"5,166","Sep 01, 1977","Oct 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 07, 2023",,Paperback,view,/book/show/27411950-quartet-in-autumn
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Post-Traumatic,"Johnson, Chantal V.*",0316264237,9780316264235,0316264237,320        pp,3.76,"4,041","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Hardcover,view,/book/show/58684299-post-traumatic
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paul,"Lafarge, Daisy",0593538846,9780593538845,0593538846,304        pp,3.50,"2,424","Aug 05, 2021","Aug 16, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Hardcover,view,/book/show/59627481-paul
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letters to a Young Poet,"Rilke, Rainer Maria",0394741048,9780394741048,0394741048,112        pp,4.30,"92,270",1929,"Oct 12, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How could we forget those ancient myths about dragons that at the last minute are transformed into princesses? Perhaps all the dragons in our lives arHow could we forget those ancient myths about dragons that at the last minute are transformed into princesses? Perhaps all the dragons in our lives are princesses who are only waiting to see us act, just once, with beauty and courage. Perhaps everything that frightens us is, in its deepest essence, something helpless that wants our love....more",Notes are private!,0,3,1,"Jan 14, 2024","Jan 23, 2024","Sep 05, 2023",,Mass Market Paperback,view (with text),/book/show/539477.Letters_to_a_Young_Poet
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction","Salinger, J.D.",0316766941,9780316766944,0316766941,256        pp,4.11,"51,142",1955,"Jan 30, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Paperback,view,/book/show/5114.Raise_High_the_Roof_Beam_Carpenters_Seymour
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Eyes Black Hair,"Duras, Marguerite",0002232502,9780002232500,0002232502,117        pp,3.43,"2,764",1986,1988,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Hardcover,view,/book/show/1465178.Blue_Eyes_Black_Hair
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ravishing of Lol Stein,"Duras, Marguerite",0394743040,9780394743042,0394743040,181        pp,3.62,"4,903",1964,"Mar 12, 1986",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 05, 2023",,Paperback,view,/book/show/37760311-the-ravishing-of-lol-stein
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Husband,"Ventura, Maud",0063274825,9780063274822,0063274825,272        pp,3.69,"18,527","Aug 19, 2021","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Hardcover,view,/book/show/63017297-my-husband
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Around the World in 80 Plants,"Drori, Jonathan*",178627230X,9781786272300,178627230X,216        pp,4.43,780,"Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Hardcover,view,/book/show/51182046-around-the-world-in-80-plants
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midwich Cuckoos,"Wyndham, John",0141033010,9780141033013,0141033010,224        pp,3.91,"25,639",1957,"Aug 18, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/4065756-the-midwich-cuckoos
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Devotion,"Smith, Patti*",0300240228,9780300240221,0300240228,109        pp,3.85,"13,069","Sep 12, 2017","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 04, 2023",,Paperback,view,/book/show/39096850-devotion
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Temporary,"Cusk, Rachel",0571351662,9780571351664,0571351662,256        pp,3.39,493,1995,"Oct 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2023",,Paperback,view,/book/show/43785801-the-temporary
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elements of Style,"Strunk Jr., William",0143112724,9780143112723,0143112724,147        pp,4.18,"83,785",1918,2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Paperback,view,/book/show/453553.The_Elements_of_Style
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Why Sinéad O'Connor Matters        (Music Matters, #11)","McCabe, Allyson",1477325700,9781477325704,1477325700,256        pp,4.03,319,"Jun 27, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 20, 2023",,Hardcover,view,/book/show/63065534-why-sin-ad-o-connor-matters
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whispers,"Audrain, Ashley*",1984881698,9781984881694,1984881698,336        pp,3.84,"59,705","Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 19, 2023",,Hardcover,view,/book/show/63222079-the-whispers
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Please Unsubscribe, Thanks!: How to Take Back Our Time, Attention, and Purpose in a World Designed to Bury Us in Bullshit","Gambuto, Julio Vincent*",1668009544,9781668009543,1668009544,336        pp,3.68,342,2023,"Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 18, 2023",,Hardcover,view,/book/show/62919383-please-unsubscribe-thanks
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",015603008X,9780156030083,015603008X,311        pp,4.21,"671,413",Apr 1966,"Jun 14, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,2,"Jan 16, 2016not set","Jan 22, 2016not set","Aug 18, 2023",,Mass Market Paperback,view,/book/show/54872718-flowers-for-algernon
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bootstrapped: Liberating Ourselves from the American Dream,"Quart, Alissa",,,B09DGGY4ZQ,283        pp,3.82,540,"Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Kindle Edition,view,/book/show/62330691-bootstrapped
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Value of a Whale: On the Illusions of Green Capitalism,"Buller, Adrienne",1526162636,9781526162632,1526162636,352        pp,4.06,339,unknown,"Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Paperback,view,/book/show/61140120-the-value-of-a-whale
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Case Study,"Burnet, Graeme Macrae",,,B09XY5495P,288        pp,3.62,"8,502","Oct 07, 2021","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Kindle Edition,view,/book/show/60825949-case-study
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiroshima,"Hersey, John",0679721037,9780679721031,,152        pp,4.03,"80,339",1946,"Mar 04, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Paperback,view,/book/show/27323.Hiroshima
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tyll,"Kehlmann, Daniel",1524747467,9781524747466,1524747467,352        pp,3.94,"12,538","Oct 11, 2017","Feb 11, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 16, 2023",,Hardcover,view,/book/show/45990558-tyll
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roots,"Haley, Alex",0099362813,9780099362814,0099362813,688        pp,4.44,"159,749","Aug 17, 1976","Jan 01, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Paperback,view,/book/show/869208.Roots
