,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Romina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anime alla deriva,"Mason, Richard*",8806174010,9788806174019,8806174010,356        pp,3.62,"1,908","Mar 25, 1999","Jan 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 18, 2014",,Paperback,view,/book/show/3414181-anime-alla-deriva
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Volevo solo averti accanto,"Balson, Ronald H.*",8811682991,9788811682998,8811682991,424        pp,4.35,"45,236","Feb 15, 2010","Jan 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2014",,Hardcover,view,/book/show/20426567-volevo-solo-averti-accanto
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tra la notte e il cuore,"Kibler, Julie*",8811686717,9788811686712,8811686717,364        pp,4.25,"43,548","Aug 20, 2012",2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2014",,Hardcover,view,/book/show/17951163-tra-la-notte-e-il-cuore
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solo un uomo,"Appiano, Alessandra",8811684145,9788811684145,8811684145,210        pp,2.25,8,"Sep 19, 2013","Sep 19, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2014",,Hardcover,view,/book/show/18619585-solo-un-uomo
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La ragazza che leggeva nei cuori,"Brown, Teri*",886380415X,9788863804157,886380415X,320        pp,3.72,"4,689","Jun 11, 2013","Jan 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2014",,Hardcover,view,/book/show/19184837-la-ragazza-che-leggeva-nei-cuori
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chiara di Assisi: Elogio della disobbedienza,"Maraini, Dacia",8817067210,9788817067218,8817067210,256        pp,3.42,236,"Oct 09, 2013","Oct 09, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chiara d’assisiLe aspettative che avevo nel leggere questo romanzo erano ben diverse da quelle che si sono poi rivelate. Pensavo di leggere un classicChiara d’assisiLe aspettative che avevo nel leggere questo romanzo erano ben diverse da quelle che si sono poi rivelate. Pensavo di leggere un classico romanzo, invece mi sono trovata di fronte ad un opera storica, quasi un saggio, grazie alle numerosi citazioni di testi dell’epoca e ai tanti documenti.Una giovane Chiara dei nostri tempi che contatta la scrittrice Dacia Maraini proponendole di scrivere un libro sulla vita di Chiara d’Assisi.Ecco che la scrittrice inizia a raccogliere varie documentazioni e testimonianze rilasciate nel periodo della canonizzazione.Ci trasporta nel 1200, quando una giovane fanciulla ricca e di una insolita bellezza, decide di lasciare tutto per affidare la sua vita al signore. Decide di seguire Francesco nella REGOLA DELLA POVERTA’. Chiudendosi in convento e privandosi di ogni suo bene, facendo i conti con la fame, la malattia e la povertà.La Maraini è brava a renderci viva e reale la sofferenza di Chiara, ci fa riflettere molto su come fosse dura la vita nel monastero e la continua lotta a superare i vari sconforti. Di notevole bellezza e di una immensa commozione sono le pagine in cui l’autrice ci parla della quotidianità di Chiara,dei suoi piccoli miracoli con le sue sacre mani, della sua caparbietà e volontà nel portare avanti i suoi progetti. Ci descrive una Chiara che come voce della disobbedienza non ha problemi ad infrangere le regole che relegavano la donna a determinati ruoli e a confrontarsi con persone più elevate di lei.Con grande maestria la mano dell’autrice ci mette in evidenza la ricerca della semplicità e dell’ essenzialità delle cose che Chiara predicava e voleva in assoluto.Spesso ricorda alle sorelle che si doveva vivere di carità e di elemosina; mai nulla dovevano possedere di proprio.La Maraini ti fa i toccare con mani la sofferenza e la povertà che esisteva nel convento. Brava in tutto questo, ma a parer mio manca qualcosa, il romanzo infatti non mi ha soddisfatto completamente soprattutto nella parte centrale del libro, dove questa continua ricerca nei vari documenti hanno fatto si che la storia in se si perdesse. In alcuni punti contradditorio, dove scrive l’autrice che Chiara entrò in convento per sfuggire al matrimonio, ma era desiderosa di girare il mondo e quindi la sua malattia alle gambe, che la resero inferme per quasi trent’anni, era quasi voluta, si sente poco il valore e il peso dei suoi miracoli, e qualche volta ritorna sui suoi passi, forse per mancanza di argomenti, non so.Purtroppo raggiunge solo le tre stelline. La copertina è molto bella!!“LA LIBERTA’ NON E’ SOLO ARBITRIO, RIFUGIO DELLE REGOLE. E’ ANCHE CURIOSITA’, SCOPERTA, VAGABONDAGGIO.LA MERAVIGLIOSA, TERRIBILE LIBERTA’ DI CHIARA DI ESSERE NUDI AL MONDO.”...more",Notes are private!,0,3,1,"Feb 02, 2014",Mar 2014,"Jan 02, 2014",,Hardcover,view (with text),/book/show/18651696-chiara-di-assisi
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il giardino dei segreti,"Morton, Kate*",8820050382,9788820050382,8820050382,593        pp,4.15,"222,793",2008,2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2013",,Paperback,view,/book/show/11591901-il-giardino-dei-segreti
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un albero cresce a Brooklyn,"Smith, Betty",8854502065,9788854502062,8854502065,576        pp,4.29,"465,618","Aug 18, 1943",Sep 2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2013",,Paperback,view,/book/show/3927372-un-albero-cresce-a-brooklyn
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La bambina dagli occhi di cielo,"Mutch, Barbara*",8863804613,9788863804614,8863804613,384        pp,3.98,"4,808",2010,"Apr 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2013",,Hardcover,view,/book/show/17887525-la-bambina-dagli-occhi-di-cielo
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La regina scalza,"Falcones, Ildefonso",8830433586,9788830433588,8830433586,704        pp,3.94,"6,285",2013,"Nov 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2013",,Hardcover,view,/book/show/18805802-la-regina-scalza
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come essere una brava moglie,"Chapman, Emma*",8807030675,9788807030673,8807030675,208        pp,3.33,"6,862","Jan 01, 2013","Oct 23, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 22, 2013",,Paperback,view,/book/show/18715119-come-essere-una-brava-moglie
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canti di Natale,"Dickens, Charles",8806190997,9788806190996,8806190997,480        pp,4.08,"841,500","Dec 17, 1843","Nov 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 08, 2013",,Paperback,view,/book/show/9652047-canti-di-natale
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oriana. Una donna,"De Stefano, Cristina",8817068985,9788817068987,8817068985,324        pp,4.23,483,"Oct 30, 2013","Oct 30, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"ORIANA UNA DONNAOriana è sempre Oriana. Straordinaria come donna, come giornalista, inviata e scrittrice. Fa parlare di se, sempre. Amata e idolo di mORIANA UNA DONNAOriana è sempre Oriana. Straordinaria come donna, come giornalista, inviata e scrittrice. Fa parlare di se, sempre. Amata e idolo di molti, incubo per altri, rimane se stessa sempre nonostante tutto.Ringrazio Cristina De Stefano per avermi dato l’opportunità di conoscere questa splendida persona sotto un aspetto diverso da come voleva apparire; francamente immaginavo che Oriana fosse così. Una donna forte, ma con i suoi dolori e le sue paure.Si, perché anche lei nonostante tutto aveva paura. Aveva paura di volare, paura di non poter fare figli, paura della solitudine, paura di dormire sola, paura di rimanere ceca e paura di morire. Oriana, già da piccola,aveva imparato a stare in compagnia della paura; a conviverci con essa, a scendere a patti con lei, a sfidarla. Aveva imparato, infatti, da suo padre, partigiano e prigioniero di guerra che la paura si misura con il coraggio. Senza paura il coraggio non esiste.Oriana sfida la paura sin da piccola, entra a far parte della resistenza, corre sotto le bombe nella sua Firenze fa da staffetta.Spesso Oriana nelle sue interviste ricorderà quanto, sua madre, donna di grande intelligenza, fu costretta a fare la serva di tutta la famiglia. Fu proprio la madre Tosca ad incitarla a studiare a non diventare schiava del marito e dei figli. Come fu sempre Tosca ad insegnarle che la vita era una guerra continua, piena di sassi e che si vincono le battaglie con la tenacia.Oriana cresce in una casa povera ma piena di libri perchè i suoi genitori avevano come diceva sempre lei “IL VIZIO DI LEGGERE”.I libri erano per loro un bene prezioso,il loro lusso, tanto che venivano comprati a rate ed erano una cosa rara per la loro estrazione sociale.E’verso i cinque sei anni che decide di fare lo scrittore, non viene incoraggiata dalla famiglia.Cominciò, dunque di pensare a fare la giornalista, compromesso che viene accolto onorevolmente.Inizia a leggere di tutto, documentarsi a studiare, i greci i latini con gli anni poi gli anglosassoni e gli americani, insomma si nutre di tutto ciò che la cultura può offrirle.Legge moltissimo e scrive ancora di più, seppur autodidatta ha presto una cultura letteraria prodigiosa.Si chiederà in un’intervista anni dopo:“Io suppongo che la mamma, insieme al genuino desiderio di cultura, spontaneo perché veniva da una famiglia i artisti poveri, mi spingesse a leggere per un rabbioso desiderio di rivincita. Sì, credo proprio che la mamma abbia sempre interpretato la cultura come una rivincita personale e sociale.”Passa il tempo , ma l’amore per la scrittura non passa, finito i compiti, mentre la mamma cuce vicino a lei, Oriana accumula pagine e pagine, affascinata da come le parole possono creare un modo a parte.A scuola è sempre la prima, in casa i suoi temi vengono letti a voce alta e spesso vincono premi.Nonostante la giovane età appare determinata, disciplinata e introversa; è sempre più decisa a diventare ed essere la migliore.Il suo carattere duro inizia a formarsi in questo periodo, divenne molto dura e rigida con se stessa a scuola.Frequenta nel 1944 il liceo classico Galileo Galilei, riesce con un esame a recuperare l’anno perso quando combatteva con i partigiani.Diventa un’allieva brillante tanto da permettersi di replicare ad ogni sbaglio dei professori e a polemizzare quando non era d’accordo su qualcosa.Si iscrive all’università e si paga gli studi lavorando in redazione del giornale di suo zio Bruno. Da li inizia la sua carriera da giornalista. Diventa presto una cronista regolare del Mattino, abbandona l’università per dedicarsi completamente al giornalismo, per tutti i suoi colleghi è” la ragazzina “.I suoi articoli vengono letti da tutti e si fatica a pensare che possano essere scritti da una ragazza da poco uscita dal liceo.E’ molto determinata e ha capito che in quel lavoro dominato dagli uomini deve dimostrare di essere la più brava, per questo legge e rilegge autori famosi per perfezionare lo stile della sua scrittura.Studia e si documenta prima di scrivere un articolo, legge e rilegge i suoi articoli e li cura con minuziosità e ossessività.Licenziato lo zio Bruno viene licenziata anche lei, ma per fortuna il direttore dell’Europeo, che apprezza il suo stile e la sua determinazione le chiede di andare a lavorare per il suo giornale, abbandona così la sua amata Firenze per trasferirsi a Roma.Sono i primi anni cinquanta, Oriana scrive per l’Europeo pezzi sulla mondanità e spettacoli, argomenti che poco le interessano perché la sua naturale passione rimane la politica.Fare la giornalista per lei, in questi anni non è per niente facile, poche sono le donne a fare questo lavoro, molti gli uomini, non è facile per lei dimostrare di essere all’altezza. Continua il suo sogno di essere uno scrittore, ma per fare ciò deve assolutamente farsi un nome e di essere apprezzata.Nel 1954 iniziano i suoi viaggi nel mondo, riesce ad entrare in un viaggio stampa Roma-Teheran.Racconta in perfetta perfezione questo viaggio, riesce perfino ad entrare in una moschea a farsi ricevere dall’imperatrice Soraya, moglie dello scià.Riesce con grande abilità, che la distinguerà nelle varie interviste politiche a far parlare l’imperatrice, nonostante tacesse.Costruisce il suo primo articolo internazionale. Ritornata in Italia riprende a scrivere articoli su cinema e spettacolo.Da Roma si trasferisce a Milano, qualche anno dopo, nella sede del più famoso settimanale d’Italia.Lavora con impegno scrupolo, accettando tutte le trasferte. Va in Belgio per raccontare l’amore della principessa Margaret e il Peter Towensed. Scrive una sceneggiatura più che un articolo.Il suo stile è già perfettamente formato. Questo stesso stile che la renderà famosa in tutto il mondo.Verso la fine del 1955 partecipa ad un viaggio inaugurazione Roma-Los Angeles, per raccontare la vita di alcuni divi di Hollywood.Per anni fa viaggi in America e continua a scrivere articoli su personaggi famosi.Nel 1957 la casa editrice LONGANESI le da la possibilità i scrivere un libro , una raccolta dei suoi migliori articoli. Scrive così I SETTE PECCATI DI HOLLYWOOD.Grazie a questo suo primo libro il nome di Oriana verrà apprezzato anche in Italia.Ora che Oriana ha raggiunto la fama desiderata, per lei potrebbe essere un momento felice, in realtà viene profondamente segnata da una delle esperienze più difficili della sua vita. Si perché in amore Oriana non sarà mai fortunata.Oriana che viene descritta in questa biografia, è un Oriana del tutto inedita, dolcissima e fragile. S’innamora perdutamente di un collega Alfredo, lei ci crede in quest’amore, mal corrisposto, dandosi a lui con tutta se stessa. Spesso gli scrive delle meravigliose e lunghe lettere, dove emerge la voglia di una famiglia e dei figli.Per questo amore lei si umilia, si cancella; per amore lei è disposta a tutto diventa vulnerabile. Verrà purtroppo ferita profondamente nell’anima e nel cuore, da questa relazione perde un figlio e si ammala di depressione, arrivando ad un tentativo di suicidio e ricoverata in un reparto di psichiatria. Ammetto che per me questa è stata una sorpresa e mai avrei pensato che Oriana potesse arrivare a così tanto, ad un gesto così estremo. “Tu eri lo scopo della mia vita. Non chiedevo nulla, mi bastava sapere che esistevo per te e ti potevo parlare, vedere ogni tanto, esserti vicino, aiutarti. Ora non ho nemmeno questo e questa decisione è un fardello troppo grave per me. Io ne muoio.”Fa molta fatica riprendersi ed è un dolore immenso per lei aver perso quel piccolo esserino.Sa bene che scrivere è l’unico modo per non morire. Ritorna al lavoro e il direttore dell’Europeo le propone di fare un viaggio alla scoperta della condizione delle donne nei vari Paesi del mondo. E’ in Pakistan che avviene il suo primo contatto traumatico con l’Islam.Le tappe sono moltissime, Calcutta, Nuova Delhi, Pakistan,Hong Kong,Giappone, Egitto, Iran……porta con se un bagaglio non indifferente di esperienze. Dovunque va non accetta compromessi suscitando reazioni e protesta, perché lei nonostante tutto rimane vera.Concluso il suo viaggio non nasconde ai lettori di essere molto confusa. Spiegherà che tra le donne della Terra non esiste un sano equilibrio.Nasce così il suo nuovo libro IL SESSO INUTILE.Oriana sente sempre più che mai il bisogno di scrivere, nel 1962 pubblica Penelope alla guerra che si può definire un romanzo autobiografico, tanto che ogni pagina si riferisce a lei. E’ un romanzo dove lei fa il punto della situazione della sua vita.PENELOPE ALLA GUERRA parla di come l’Oriana avrebbe voluto vivere l’amore, ma come invece dovrà accettare di viverlo.“ E’ incredibile come la gente sia sorda al dolore non fisico. Se hai male allo stomaco o ad un piede, tutti cercano di esserti utili e ti portan rispetto. Ma se hai male all’anima nessuno ti aiuta.”Parole più vere che mai!Ora è più che mai decisa, dopo tanta sofferenza, a diventare la Fallaci. Dopo questo romanzo si trasferisce a New York.Ormai Oriana e famosissima ha già pubblicato tre libri e da dieci anni scrive per l’Europeo, vive da donna libera, con massima riservatezza per la sua vita privata.Nel 1963 scrive un nuovo libro GLI ANTIPATICI, nel 1965 pubblica un nuovo libro SE IL SOLE MUORE  Anche questo libro è simile ad una autobiografia, è un dialogo con il padre.Iniziano in questo periodo i vari incontri con gli astronauti e i vari reportage. Alla Nasa conosce e nasce una profonda amicizia con Pete, qualche tempo dopo litigano furiosamente discutendo di politica e Oriana decide di interrompere definitivamente ogni rapporti con lui. .Nel 1967 Oriana parte per il Vietnam, vuole raccontare ciò che succede , arrivata a Saigon incontra François, tra di loro nasce una forte simpatia, e l’ammirazione per questo collega cresce sempre di più. La vita a Saigon non è facile, viene ferita. Visita gli orfanotrofi di Saigon e ne rimane profondamente colpita, una forte tristezza l’assale.“I bambinI dell’orfanotrofio di Saigon, accucciati per terra mangiavano il riso pescando con le dita unite a cucchiaio, non li avresti detti bambini bensì vecchi che un sortilegio diabolico aveva ridotto a dimensioni infantili: sulle manucce rugose le vene si disegnavano gonfie, dalle guance la pelle cadeva come a ottant’anni. Mi sono chinata fra loro. Due occhi a mandorla, tristi, m’hanno fissato. Due polpastrelli vuoti m’hanno accarezzato un ginocchio. E nella confusione ho sentito che avrebbe potuto essere lui. Sei tu? Ho detto. Gli occhi tristi hanno sorriso. Vuoi essere tu? Vieni qui. Ma nello stesso tempo due mani adirate l’hanno strappato via, una voce irritata è esplosa contro i miei orecchi. E’ un maschio, non vede? Deve battersi per la patria, lui. Quasi avesse capito il bambino ha cacciato un urlo.” Lui,François , le è sempre accanto e affrontano molte cose assieme, con il passar del tempo si accorge che prova qualcosa per questo suo collega.“Non si può vivere senza amore, io ci ho provato ma non ci sono riuscita”.Le cose che vede in Vietnam sono drammatiche, bambini che ridono vedendo i cecchini buttare i cadaveri.Oriana inizia a sentirsi molto stanca e debole .François lascia Saigon e lei rientra a New York e ha abbastanza ,materiale per scrivere un nuovo libro NIENTE E COSì SIA.Ritorna in Vietnam molte altre volte facendo l’inviata, è sempre sul fronte con la sua macchina fotografica, l’elmetto e il suo immancabile zaino. Intanto la relazione con François continua, si scrivono lettere e poesie. Come in tutte le relazioni Oriana da tutta se stessa. Le scrive poesie, ma con il passare del tempo anche questa relazione è destinata a finire. Lui uomo cattolico e sposato non gli è permesso di divorziare, questo porterà una rottura definitiva alla loro relazione. Il fatto che lui non riesce ad abbandonare la moglie fece infuriare Oriana tanto da spedire tutte le lettere scritte tra loro in questi anni.Con il Vietnam nasce l’Oriana corrispondente politica. Nel 1974 esce il suo nuovo libro INTERVISTA CON LA STORIA.IL 23 AGOSTO 1973 Oriana incontra Alex Panagulis tra di loro nasce a prima vista una forte alchimia, un’attrazione indescrivibile. La prima cosa che la colpisce è la sua voce, che in seguito dopo la sua morte dirà :“ Posso guardare le sue fotografie del suo cadavere. Posso toccare,indossare i suoi indumenti. Questa camicia per esempio è fatta con una camicia. Posso maneggiare le sue pipe, i suoi fogli e i suoi oggetti. Ma vi sono due cose che non posso fare: rivederlo in un film e, soprattutto riudire la sua voce. Quella sua splendida voce gutturale, fonda, che ti entrava dritta nel cuore come un coltello. Ho il terrore di riudirla. Perché lui è morto, ma la sua voce è viva.”Questa per lei è una storia tormentata, proteggerà quest’uomo nonostante i suoi alti e bassi, standogli vicino, fino alla fine.Scriverà dopo la sua morte un libro, a mio parere uno dei migliore, UN UOMO.Nel 1975 con la frase “ STANOTTE HO SAPUTO CHE C’ERI: UNA GOCCIA DI VITA SCAPPATA DAL NULLA.”Apre il suo nuovo libro, esce nel 1975 LETTERA AD UN BAMBINO MAI NATO.Questo libro è un monologo a favore della vita. Tra la donna incinta e il piccolo esserino.Oriana ha voluto fermamente questo libro, perché in questa donna senza nome ci si possono identificare tutte le donne. Questo libro è molto amato da Oriana è un romanzo, ma nello stesso tempo una vera testimonianza su uno dei suoi capitoli più importanti: la mancanza di poter aver figli.Nel 1965 perde nuovamente il bambino che portava in grembo, ne soffre molto, ma allo stesso tempo non si sente sicura di prendersi cura di un bambino.Nel 1979 esce UN UOMO libro dedicato ad Alex.Nel 1983 si reca a Beirut lega con un soldato di nome Paolo si scriveranno molte lettere e poesie nell’85 iniziano una convivenza a New York, Oriana lo spinge e l’aiuta a realizzare il suo sogno, quello di diventare astronauta. Per la prima volta, intanto Oriana si dedica ad uno nuovo libro INSCIALLAH, che la terrà impegnata per quasi dieci anni.Questo romanzo è molto profetico su ciò che sarebbe poi successo l’ 11 settembre 2001. Intanto anche la relazione con Paolo finisce.Purtroppo nel 1991 accade ciò che ha sempre temuto, viene operata urgentemente a causa di un tumore. Decide così di ricostruire la sua storia attraverso i suoi avi, vuole far conoscere le persone che hanno plasmato il mosaico del suo IO. Torna, infatti a New York decisa più che mai a scrivere una saga familiare, la sua saga. Sa però che è una lotta contro il tempo, sa perfettamente di non averne molto per raccontare le sue origini.Partirà proprio dalle origine e racconterà minuziosamente tutto fin dall’inizio, cercando di costruire il più reale possibile il suo albero genealogico.Mentre scrive il suo romanzo, spesso torna con la mente ai suoi genitori.“Mio padre era un ero di guerra, ma in pace era solo un uomo. Mia madre invece era un essere umano favoloso”.Per un po’ di anni Oriana non si muove più, chiusa nella sua New York, ha superato i sessant’anni ed è sicura che il suo MAL DOLENT, tornerà presto.Rimane un’appassionata di libri, colleziona molte prime edizioni preziose, il suo carattere diventa sempre più difficile; la solitudine è l’unica compagnia che ha.Cerca di non perdere tempo a scrivere il romanzo della sua famiglia, perché sa che sarà la sua ultima impresa.Ultra sessant’enne, esce quasi sempre con occhiali scuri e grandi cappelli, riceve molte lettere ed è stupita dall’affetto dei lettori.Nel frattempo il mal dolent è tornato, ma lei si rifiuta di farsi curare.Purtroppo non finirà del tutto la sua più grande opera.La mattina dell’11 settembre 2001, mentre scriveva al suo romanzo, all’improvviso qualcosa l’allarma, la inquieta. Una specie di silenzio nell’aria la mette in ansia. Accende la tele vede una delle torri gemelle che sta bruciando. Lei come tutto il paese è sotto shock, ipnotizzata dalle immagini che vede, persone che si gettano dalle finestre , non riesce a capacitarsene.“Malgrado agli orrori che ho visto in guerra sono sconvolta. E infuriata come una bestia. La città è un cimitero. Al posto dei rumori infernali di New York c’è un silenzio di ghiaccio. O meglio di cimitero. Tutto è fermo. I ponti,i tunnel gli uffici. Solo gli ospedali sono aperti, e gli obitori”Per giorni gira per casa, sa che deve per forza continuare al suo romanzo, ma non riesce sa che deve fare qualcosa. Scriverà degli articolo poi un libro LA RABBIA E L’ORGOGLIO seguiranno poi LA FORZA DELLA RAGIONE E L’APOCALISSE, questi formeranno una trilogia.Sarà investita dalle critiche che non le faranno certo bene. La riterranno pazza, degradando la sua persona.Intanto la malattia va avanti e la coraggiosa Oriana si sente sempre più debole e più sola che mai.Scriverà in una lettera:“Dagli occhi ai piedi sono un disastro. Niente funziona di più. Ma il cervello si. Anzi mi sembra migliorato come il vino che sa invecchiare.”Nel 2005 nonostante la sua malattia sta avendo il sopravvento su di lei riesce ad intervistare il PAPA. I suoi ultimi mesi di vita sono drammatici, sono una preparazione alla morte, da New York si fa portare nella sua Firenze e lì che decide di chiudere per sempre i suoi occhi, stabilisce tutto, come al solito minuziosamente, sistema le questioni di denaro e dei suoi beni, vuole farsi seppellire vicino ai genitori con una lapide con incisa QUI GIACE UNO SCRITTORE.Oriana muore tra la notte del 14 15 settembre 2006.“ Io non ho mai capito la morte. Non ho mai capito chi dice la morta è normale, la morta è logica, tutto finisce quindi anch’io finirò. Io ho sempre pensato che la morte è ingiusta, la morte è illogica, e non dovremmo morire dal momento che si nasce.”Trovo che questo libro sia un vero e propria inno sulla vita Oriana,donna forte in apparenza, ma fragile e sola nel proprio intimo.Una donna immensa, una donna grande dura si ma sensibile. Vogliosa di innamorarsi e di fare una famiglia.Ricca dentro, strepitosa fuori.Io amo Oriana da sempre e incontrarla sarebbe stato il mio più grande desiderio.Amo come scrive, amo il suo coraggio, la voglia di dire a tutti i costi il suo pensiero giusto o sbagliato che sia.Credo che si dovrebbe prendere come esempio per la lotta contro le ingiustizie, per la forza di combattere contro tutto e tutti. Questo è un libro strepitoso, grazie a Cristina De Stefano che l’ha scritto. Vorrei avere il suo coraggio, la sua intelligenza, la sua caparbietà nel volere e ottenere le cose. Amo Oriana all’infinto come per quello che ha testimoniato, per come scrive, per quello che è riuscita ad essere. Una donna unica in tutto.“BISOGNA SAPERSI RASSEGNARE AL PROPRIO DESTINO. IL MIO E’ QUELLO DI VIVERE IN UNA SOLITUDINE MOSTRUOSA L’ULTIMA FASE DI UN’ESISTENZA CHE SOLTANTO I SUPERFICIALI E I MALE INFORMATI POSSONO DEFINIRE FORTUNATA”...more",Notes are private!,0,3,1,"Nov 26, 2013","Jan 29, 2014","Nov 25, 2013",,Hardcover,view (with text),/book/show/18746624-oriana-una-donna
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La collina delle farfalle,"Kingsolver, Barbara",8854507180,9788854507180,8854507180,448        pp,3.81,"94,485","Nov 01, 2012",Sep 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2013",,Paperback,view,/book/show/18489236-la-collina-delle-farfalle
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'emozione delle cose,"Mastretta, Ángeles",8809781821,9788809781825,8809781821,272        pp,3.75,577,2012,"Sep 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 22, 2013",,Paperback,view,/book/show/18466749-l-emozione-delle-cose
