,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kristine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Girl's a Killer,"Wells, Emma C.*",1464218625,9781464218620,1464218625,416        pp,4.20,61,"Sep 10, 2024","Sep 10, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2024",,Paperback,view,/book/show/202204691-this-girl-s-a-killer
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chateau,"Goldis, Jaclyn*",1668013029,9781668013021,1668013029,336        pp,3.52,"10,510","May 23, 2023","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2024",,Paperback,view,/book/show/176442775-the-chateau
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Keeper of Hidden Books,"Martin, Madeline*",1335455027,9781335455024,1335455027,416        pp,4.15,"14,146","Aug 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Paperback,view,/book/show/62054146-the-keeper-of-hidden-books
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm the Girl,"Summers, Courtney*",1250323541,9781250323545,1250323541,384        pp,3.40,"4,435","Sep 13, 2022","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2024",,Paperback,view,/book/show/127280371-i-m-the-girl
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Widow,"Belle, Kimberly*",0778307972,9780778307976,0778307972,304        pp,4.26,156,"Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Paperback,view,/book/show/198264654-the-paris-widow
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Darkest Water,"Edwards, Mark*",,,B0CC6V1HS6,355        pp,4.35,116,"Feb 27, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Kindle Edition,view,/book/show/193334824-the-darkest-water
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lie Maker,"Barclay, Linwood*",0063276275,9780063276277,0063276275,352        pp,4.14,"9,325","May 16, 2023","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Paperback,view,/book/show/187016435-the-lie-maker
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Piece of My Heart        (Under Suspicion, #7)","Clark, Mary Higgins",1982132558,9781982132552,1982132558,416        pp,4.12,"14,059","Nov 17, 2020","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Mass Market Paperback,view,/book/show/56898137-piece-of-my-heart
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Book of Flora Lea,"Henry, Patti Callahan*",1668011840,9781668011843,1668011840,384        pp,4.08,"45,029","May 02, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2024",,Paperback,view,/book/show/176450407-the-secret-book-of-flora-lea
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Mercies: A Detective Mystery,"Lehane, Dennis*",006212949X,9780062129499,006212949X,320        pp,4.31,"43,580","Apr 25, 2023","Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2024",,Paperback,view,/book/show/181110007-small-mercies
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night We Lost Him,"Dave, Laura*",1668002930,9781668002933,1668002930,320        pp,4.21,28,"Oct 01, 2024","Oct 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2024",,Hardcover,view,/book/show/207299448-the-night-we-lost-him
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Doves,"Kelly, Martha Hall*",0593354907,9780593354902,0593354907,544        pp,4.19,"12,480","Apr 18, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2024",,Paperback,view,/book/show/203379828-the-golden-doves
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Talent for Murder,"Swanson, Peter*",0063205033,9780063205031,0063205033,320        pp,4.26,114,"Jul 04, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/199116301-a-talent-for-murder
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Novel,"Reichl, Ruth",,9780525613008,,unknown,3.90,298,2024,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Hardcover,view,/book/show/198209495-the-paris-novel
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tangled Up In You,"Lauren, Christina*",1368092837,9781368092838,1368092837,320        pp,4.07,712,"Jun 25, 2024","Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Paperback,view,/book/show/197577021-tangled-up-in-you
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saturday Night at the Lakeside Supper Club,"Stradal, J. Ryan*",1984881094,9781984881090,1984881094,352        pp,3.64,"21,116","Apr 18, 2023","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Paperback,view,/book/show/205483583-saturday-night-at-the-lakeside-supper-club
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness Falls,"Kim, Angie*",0593448227,9780593448229,0593448227,416        pp,3.76,"47,082","Aug 29, 2023","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2024",,Paperback,view,/book/show/205483574-happiness-falls
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Busted        (Will Trent, #6.5)","Slaughter, Karin*",0345545427,9780345545428,0345545427,103        pp,3.84,"14,038","May 20, 2013","May 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Quick read with my favorite Will Trent characters! Always love this crew but this one was twisty because of the family involved! I needed a family treQuick read with my favorite Will Trent characters! Always love this crew but this one was twisty because of the family involved! I needed a family tree to keep up! ...more,Notes are private!,2,1,1,"Mar 24, 2024","Mar 25, 2024","Mar 14, 2024",,ebook,view (with text),/book/show/17857799-busted
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of Fortune,"Huber, Anna Lee*",1496742699,9781496742698,1496742699,416        pp,4.05,806,"Feb 20, 2024","Feb 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Paperback,view,/book/show/157995338-sisters-of-fortune
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good, the Bad, and the Aunties        (Aunties, #3)","Sutanto, Jesse Q*",0593546237,9780593546239,B0C9GXTY1H,304        pp,3.71,"1,185","Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2024",,Kindle Edition,view,/book/show/181344918-the-good-the-bad-and-the-aunties
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Calculation of You and Me,"Kaylor, Serena*",1250908701,9781250908704,1250908701,304        pp,4.40,129,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Paperback,view,/book/show/195886398-the-calculation-of-you-and-me
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"What Lies in Darkness        (Jess Lambert, #2)","McDonald, Christina*",1662511647,9781662511646,1662511647,347        pp,4.57,151,"Jul 16, 2024","Jul 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2024",,Paperback,view,/book/show/195513675-what-lies-in-darkness
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liliana's Invincible Summer: A Sister's Search for Justice,"Rivera Garza, Cristina",0593244117,9780593244111,0593244117,320        pp,4.37,"5,464",Apr 2021,"Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Paperback,view,/book/show/202775006-liliana-s-invincible-summer
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murder Inn,"Patterson, James*",1538710951,9781538710951,1538710951,464        pp,3.62,107,unknown,"Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 12, 2024",,Hardcover,view,/book/show/182761657-the-murder-inn
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trail of Lost Hearts,"Garvis-Graves, Tracey*",1250280273,9781250280275,,304        pp,4.11,"1,076","Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Hardcover,view,/book/show/205698090-the-trail-of-lost-hearts
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer of Songbirds,"Harvey, Kristy Woodson*",1668010836,9781668010839,1668010836,384        pp,4.00,"15,350","Jul 11, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/195791711-the-summer-of-songbirds
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Is on Fire,"Beanland, Rachel*",1982186151,9781982186159,1982186151,384        pp,4.11,"15,501","Apr 04, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/176443448-the-house-is-on-fire
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outlaw Noble Salt,"Harmon, Amy*",1662514441,9781662514449,B0CDD8DT54,364        pp,4.63,292,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Kindle Edition,view,/book/show/195511946-the-outlaw-noble-salt
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Place Like Home: A Novel,"O'Neal, Barbara*",1662521286,9781662521287,B0CQMHMM1B,329        pp,4.29,48,unknown,"Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Kindle Edition,view,/book/show/204118156-no-place-like-home
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Owner of a Lonely Heart: A Memoir of Motherhood and Absence,"Nguyen, Beth",1982196351,9781982196356,1982196351,256        pp,3.62,"1,369","Jul 04, 2023","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2024",,Paperback,view,/book/show/199797908-owner-of-a-lonely-heart
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death Valley,"Broder, Melissa*",1668024861,9781668024867,1668024861,256        pp,3.53,"11,532","Oct 03, 2023","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2024",,Paperback,view,/book/show/199798092-death-valley
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Ladies,"Benedict, Marie*",0593440307,9780593440308,B0BGMZN8DD,400        pp,4.04,"25,145","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2024",,Kindle Edition,view,/book/show/62924014-the-first-ladies
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Windsor Conspiracy: A Novel of the Crown, a Conspiracy, and the Duchess of Windsor","Blalock, Georgie",0063339846,9780063339842,0063339846,368        pp,4.35,20,"Jul 16, 2024","Jul 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Paperback,view,/book/show/199635115-the-windsor-conspiracy
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sweetness at the Bottom of the Pie        (Flavia de Luce, #1)","Bradley, Alan*",0385343493,9780385343497,0385343493,373        pp,3.82,"168,876","Apr 28, 2009","Jan 19, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Paperback,view,/book/show/6481065-the-sweetness-at-the-bottom-of-the-pie
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Close to Death        (Hawthorne & Horowitz, #5)","Horowitz, Anthony*",006330564X,9780063305649,006330564X,432        pp,4.20,227,"Apr 11, 2024","Apr 16, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2024",,Hardcover,view,/book/show/179311283-close-to-death
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paper Cuts        (Secret, Book and Scone Society, #6)","Adams, Ellery*",1496726480,9781496726483,1496726480,304        pp,4.27,"5,028","Apr 25, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/181037589-paper-cuts
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Shot,"Dees, Cindy*",1496748417,9781496748416,1496748417,352        pp,4.22,738,"May 23, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 07, 2024",,Paperback,view,/book/show/181037635-second-shot
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stranger at Black Lake        (Jess Lambert, #.5)","McDonald, Christina*",173851840X,9781738518401,B0CT5GTCM8,158        pp,4.31,303,unknown,"Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Kindle Edition,view,/book/show/205865947-the-stranger-at-black-lake
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Like You,"Kingsbury, Karen*",1668023733,9781668023730,1668023733,320        pp,4.18,"8,400","May 05, 2020","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/101145697-someone-like-you
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tell Me        (Savannah, #3)","Jackson, Lisa*",1496743067,9781496743060,1496743067,400        pp,3.90,"8,278",2013,"Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/181037646-tell-me
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daydreams,"Hankin, Laura*",0593438191,9780593438190,0593438191,368        pp,3.60,"8,016","May 02, 2023","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 06, 2024",,Paperback,view,/book/show/205900220-the-daydreams
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Criminal        (Will Trent, #6)","Slaughter, Karin*",,,,448        pp,4.27,"56,297","Jul 03, 2012","Jul 03, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another great book in the Will Trent series! This one includes the back story to Will, his mother and his father! Crazy twists and turns and just makeAnother great book in the Will Trent series! This one includes the back story to Will, his mother and his father! Crazy twists and turns and just makes me want to read the next one soon! (I still like to space out my series books!) ❤️...more",Notes are private!,0,1,1,"Mar 09, 2024","Mar 14, 2024","Mar 05, 2024",,Kindle Edition,view (with text),/book/show/12922320-criminal
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Celebrants,"Rowley, Steven*",0593540433,9780593540435,0593540433,352        pp,3.65,"37,496","May 30, 2023","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Paperback,view,/book/show/203663776-the-celebrants
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secrets of a Scottish Isle        (Jane Wunderly, #5)","Neubauer, Erica Ruth*",1496741188,9781496741189,1496741188,272        pp,3.94,126,"Mar 26, 2024","Mar 26, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2024",,Hardcover,view,/book/show/181037601-secrets-of-a-scottish-isle
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homecoming,"Morton, Kate*",0063020904,9780063020900,0063020904,560        pp,4.08,"69,113","Apr 04, 2023","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 04, 2024",,Paperback,view,/book/show/199144614-homecoming
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Roommate,"McTiernan, Dervla*",,9798200696192,B0BBXPKM24,85        pp,3.70,"7,490","Jul 01, 2020","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Kindle Edition,view,/book/show/63011678-the-roommate
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sisters        (Cormac Reilly, #.5)","McTiernan, Dervla*",,9798200696161,B0BC21NW4H,120        pp,3.61,"11,608","Sep 05, 2019","Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Kindle Edition,view,/book/show/62595789-the-sisters
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Gone Mad,"Bishop, Avery*",1542018714,9781542018715,1542018714,412        pp,3.99,"19,900","Sep 01, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Paperback,view,/book/show/52673947-girl-gone-mad
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"For You and Only You        (You, #4)","Kepnes, Caroline*",059313382X,9780593133828,059313382X,448        pp,3.33,"9,077","Apr 25, 2023","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2024",,Paperback,view,/book/show/204016596-for-you-and-only-you
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dear Dotty,"Westlake, Jaclyn*",0063340712,9780063340718,0063340712,368        pp,4.62,34,"Jun 04, 2024","Jun 04, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/198530968-dear-dotty
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Museum of Lost Quilts        (The Elm Creek Quilts, #22)","Chiaverini, Jennifer*",0063080796,9780063080799,,320        pp,4.29,38,unknown,"Apr 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/195444858-the-museum-of-lost-quilts
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four,"Keel, Ellie",0063394383,9780063394384,0063394383,448        pp,3.66,304,"Apr 11, 2024","Aug 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/202747689-the-four
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Great Hemisphere,"Askaripour, Mateo*",0593472349,9780593472347,0593472349,432        pp,4.29,7,unknown,"Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/199392395-this-great-hemisphere
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonbound,"Sloan, Robin*",0374610606,9780374610609,0374610606,432        pp,4.13,23,"Jun 11, 2024","Jun 11, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/195790867-moonbound
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spell of Good Things,"Adebayo, Ayobami*",1984898884,9781984898883,1984898884,352        pp,3.79,"4,154","Feb 07, 2023","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/193388124-a-spell-of-good-things
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crow Mary,"Grissom, Kathleen*",1476748489,9781476748481,1476748489,384        pp,4.34,"7,410","Jun 06, 2023","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/176442720-crow-mary
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,There Are Rivers in the Sky,"Shafak, Elif*",0593801717,9780593801710,0593801717,464        pp,4.48,33,unknown,"Aug 20, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/202468422-there-are-rivers-in-the-sky
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Senator's Wife,"Constantine, Liv*",0593599918,9780593599914,0593599918,336        pp,3.78,"34,727","May 23, 2023","Mar 05, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Paperback,view,/book/show/201815785-the-senator-s-wife
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Pact,"Giffin, Emily*",0593600290,9780593600290,0593600290,352        pp,3.91,47,"Jul 09, 2024","Jul 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2024",,Hardcover,view,/book/show/195888459-the-summer-pact
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stolen Child,"Hood, Ann*",0393609804,9780393609806,0393609804,304        pp,4.23,53,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Hardcover,view,/book/show/199448166-the-stolen-child
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That '90s Mixtape,"Rose, Danna*",,,B0CJQT2WHC,344        pp,4.60,5,unknown,"Sep 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2024",,Kindle Edition,view,/book/show/201002732-that-90s-mixtape
