,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Men Without Women,"Murakami, Haruki",0385689454,9780385689458,B01KE61LRA,242        pp,3.75,"104,489","Apr 18, 2014","May 09, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 14, 2014","Dec 14, 2014","Nov 15, 2014",,Kindle Edition,view,/book/show/33652490-men-without-women
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,John Donne's Poetry,"Donne, John",0393926486,9780393926484,0393926486,456        pp,4.11,"8,293",1631,"Nov 19, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Had to read some of Donne's poems for the literature class I'm taking this semester, we also had to read Shakespeare and I think I enjoyed this more (Had to read some of Donne's poems for the literature class I'm taking this semester, we also had to read Shakespeare and I think I enjoyed this more (yeah I know, shocking)Here's a poem that I'll be reading to the first person that I fall in love with: The Good-Morrow.I wonder by my troth, what thou and IDid, till we loved? Were we not weaned till then? But sucked on country pleasures, childishly? Or snorted we in the Seven Sleepers’ den?‘Twas so; but this, all pleasures’ fancies be;If ever any beauty I did see, Which I desired, and got, ’twas but a dream of thee.And now good-morrow to our waking souls, Which watch not one another out of fear;For love all love of other sights controls,And makes one little room an everywhere.Let sea-discoverers to new worlds have gone;Let maps to other, worlds on worlds have shown;Let us possess one world; each hath one, and is one. My face in thine eye, thine in mine appears, And true plain hearts do in the faces rest;Where can we find two better hemispheres Without sharp north, without declining west?Whatever dies, was not mixed equally;If our two loves be one, or thou and I Love so alike that none can slacken, none can die....more",Notes are private!,0,3,1,not set,Dec 2014,"Nov 13, 2014",,Paperback,view (with text),/book/show/134017.John_Donne_s_Poetry
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reagan and Thatcher: The Difficult Relationship,"Aldous, Richard",0393069001,9780393069006,0393069001,352        pp,3.89,139,"Mar 01, 2012","Mar 19, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading a book about Reagan and Thatcher does not imply endorsement any more than reading Mein Kampf implies you're an exponent of neo-Nazism.A high rReading a book about Reagan and Thatcher does not imply endorsement any more than reading Mein Kampf implies you're an exponent of neo-Nazism.A high rating doesn't mean I'm an exponent of their policies or obsessed with their political persona. But this was a good book. Well-written, comprehensive and deeply insightful. Would recommend it to anyone interested in Reaganism and Thatcherism (obviously) but also to people who are interested in transatlantic relations and the Cold War.It basically explores the Reagan-Thatcher relationship thoroughly, and sheds light on the multiple tensions that shook this ""special relationship"" that once Churchill and Roosevelt shared. Trying to keep a facade of friendship and preserve the Anglo-American alliance untainted, Reagan and Thatcher's relationship nevertheless suffered many discords most notably during the Siberian pipelines controversy, the Falklands War, the Strategic Defense Initiative (SDI), the Grenada invasion, the Beirut bombings of U.S Marine barracks...Sir Nicholas Henderson, Thatcher's ambassador to Washington when Reagan was elected, told Labour cabinet minister Tony Benn: ""If I reported to you what Mrs. Thatcher really thought about President Reagan, it would damage Anglo-American relations""...more",Notes are private!,0,0,1,"Nov 11, 2014","Nov 18, 2014","Nov 11, 2014",,Hardcover,view (with text),/book/show/12040001-reagan-and-thatcher
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fragile Things: Short Fictions and Wonders,"Gaiman, Neil*",0060515236,9780060515232,0060515236,396        pp,3.96,"69,815","Sep 25, 2006","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 30, 2014",,Mass Market Paperback,view,/book/show/7061309-fragile-things
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Captive Mind,"Miłosz, Czesław",0679728562,9780679728566,0679728562,272        pp,4.27,"3,977",1953,"Aug 11, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 26, 2014",,Paperback,view,/book/show/145660.The_Captive_Mind
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In Time of War: Ireland, Ulster and the Price of Neutrality 1939-45","Fisk, Robert",0586084983,9780586084984,0586084983,672        pp,3.97,66,1983,"Jan 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2014",,Paperback,view,/book/show/99829.In_Time_of_War
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyman,Unknown,1419118730,9781419118739,1419118730,52        pp,3.26,"4,244",1485,"Jun 17, 2004",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Meh. It felt like catechism class.,Notes are private!,0,0,1,not set,"Oct 14, 2014","Oct 14, 2014",,Paperback,view (with text),/book/show/205485.Everyman
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storm,"Chopin, Kate",,,,4        pp,3.61,"1,963",1969,1969,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In nineteenth century Louisiana, hometown of our female author Kate Chopin, there was a social dichotomy between the Acadians, rich catholic mid-upperIn nineteenth century Louisiana, hometown of our female author Kate Chopin, there was a social dichotomy between the Acadians, rich catholic mid-upper class people, and the Creoles, lower class poor catholic peasants, Chopin being raised by Creoles herself. As a matter of fact, she is said to have written her autobiography through her stories.""The storm"" was written in 1898 and like the title would suggest, the backdrop of the narrative is that of a turbulent storm which shakes up Louisiana, a chaos of the elements of nature (heavy rain, lightning etc..). That is the extrinsic aspect of the storm. The intrinsic one is a chaos of the elements of human nature (desires, impulses, instinct..). Both these storms erupt against our will, we have no means to halt them, they are inevitable.So there's a storm dampening the Louisiana soil, and there's a desperate housewife called Calixta home alone ""sewing furiously on a sewing machine"". Her husband, the simpleton Bobinôt, had taken their son Bibi out to the store, and since the storm was raging outside, decided to stay there until it passed.Her old lover Alcée Laballière, an Acadian rich (married) man, rode in at the gate and asked if he could wait inside her home until the storm had passed. Calixta (obviously) agreed and let him inside. We can't help but notice the difference between Alcée and Bobinôt, their names alone reflect the divergence of their social standing and sophistication. As everyone has probably already guessed, Alcée and Calixta fornicate, both committing adultery and betraying their partners. During the act of making love, Kate Chopin shows the woman in position of power contrary to the common submissive role she is stereotypically assigned in bed: ""with one hand she clasped his head [...] The other hand stroked with a soothing rhythm his muscular shoulders"" she is clutching his head and his shoulder, symbolically she has the upper hand on the center of his mental power (his head) and she's also in control of his physical power (his shoulders).The message Kate Chopin is trying to convey is, firstly, that loveless marriages will eventually lead to adultery and perfidy. Secondly, she is trying to challenge the social taboo concerning women's sexuality (yes, women like to get laid too) and portraying female strength both in the household (Calixta holds power socially attributed to men since her husband is a twit) and in bed. Even though she never proclaimed herself as a feminist, Kate Chopin is recognized as a forerunner to the great Simone de Beauvoir through her works of fiction that put women in a position of power....more",Notes are private!,0,2,1,not set,Oct 2014,"Oct 01, 2014",,,view (with text),/book/show/13722759-the-storm
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oedipus Rex        (The Theban Plays, #1)",Sophocles,1580495931,9781580495936,1580495931,75        pp,3.72,"216,697",-429,"Jun 28, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 21, 2014","Sep 21, 2014",,Paperback,view,/book/show/1554.Oedipus_Rex
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,V for Vendetta,"Moore, Alan*",1401207928,9781401207922,1401207928,296        pp,4.26,"308,849","Jan 14, 1990","Oct 12, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Definitely worth a read and I would recommend it for people who are interested in politics and thrillers.Alas, this book just didn't do it for me. It Definitely worth a read and I would recommend it for people who are interested in politics and thrillers.Alas, this book just didn't do it for me. It might be the fact that it's my first graphic novel but I just thought the book was trying too hard, I dunno. I've read dystopia, and it's one of my favorite genres, but V for Vendetta was by far the worst.I didn't dislike it, but I didn't particularly enjoy it either. So two stars is fair enough I guess....more",Notes are private!,0,0,1,"Sep 20, 2014","Sep 21, 2014","Sep 20, 2014",,Hardcover,view (with text),/book/show/5805.V_for_Vendetta
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Debts, Deficits and Dilemmas","Beddoes, Zanny Minton",1781253781,9781781253786,1781253781,78        pp,3.53,19,"Apr 10, 2014","Apr 10, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Although it's less than a hundred pages long, this book made me take more notes than books 5 times its size.70 pages taught me copious things, making Although it's less than a hundred pages long, this book made me take more notes than books 5 times its size.70 pages taught me copious things, making 500-page books pale into insignificance in comparison.Being an Economics student, this is a book I will read and re-read for years.Thank God for The Economist....more",Notes are private!,0,2,1,not set,"Sep 20, 2014","Sep 20, 2014",,Paperback,view (with text),/book/show/23172475-debts-deficits-and-dilemmas
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antigone,"Anouilh, Jean",2710330407,9782710330400,2710330407,128        pp,3.78,"26,458","Feb 04, 1944","Mar 15, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 18, 2014","Sep 18, 2014",,Mass Market Paperback,view,/book/show/3895434-antigone
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The State and Revolution,"Lenin, Vladimir",014018435X,9780140184358,014018435X,123        pp,4.24,"14,051",1917,1992,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The February Revolution of 1917 goaded the fall of the Romanov dynasty when tsar Nicholas II abdicated, and things started to look surprisingly auspicThe February Revolution of 1917 goaded the fall of the Romanov dynasty when tsar Nicholas II abdicated, and things started to look surprisingly auspicious for Vladimir Ilich Lenin and his Bolshevik party. However, the Provisional Government of Georgi Lvov, in the midst of the colossal military turmoil of World War I, wasn't particularly sympathetic of Lenin's anti-war stance. After his arrival in Petrograd (to be renamed after him Leningrad), Lenin was falsely accused of being a German agent and after the issuance of a warrant for his arrest, he was forced to flee to Sestroretsk then to Finland. That's where he wrote his vehement communist rant ""The State and Revolution"".Continuously referring to Marx and Engels and commenting on famous passages extracted from their work, Lenin sought to deliver a pure and untainted account of Marxist thought, since he was enraged at the petty-bourgeois democrats like Kautsky, Plekhanov and Bernstein and he kept reiterating the need to ""purge Marxism of its distortions"" (glad he didn't live to see the brutality of Stalinism)Beyond that, he elaborated on ideas of the state, social classes, The Paris Commune of 1871, the polemic with anarchists, democracy and most importantly, the 'withering away of the state' and the 'dictatorship of the proletariat'.My notes go much further than that but I'll limit my  to titles and generalities.Very interesting read for anyone interested in communism, political science and wanting to explore Lenin's ideas just before the October Revolution. He ends his book saying that it's a much more fulfilling experience to carry out and live the proletarian revolution than to write about it. ...more",Notes are private!,0,15,1,"Oct 20, 2014",Nov 2014,"Sep 16, 2014",,Paperback,view (with text),/book/show/823272.The_State_and_Revolution
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homage to Catalonia,"Orwell, George",0156421178,9780156421171,0156421178,232        pp,4.09,"60,945","Apr 25, 1938","Oct 22, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 15, 2014",,Paperback,view,/book/show/9646.Homage_to_Catalonia
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La mort heureuse,"Camus, Albert",2070402460,9782070402465,2070402460,176        pp,3.81,"18,836",1971,"Jan 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2014",,Mass Market Paperback,view,/book/show/7788245-la-mort-heureuse
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God Delusion,"Dawkins, Richard*",055277331X,9780552773317,055277331X,463        pp,3.90,"268,030",Oct 2006,"May 21, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2014","Mar 08, 2015","Sep 09, 2014",,Paperback,view,/book/show/573607.The_God_Delusion
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journey to the End of the Night,"Céline, Louis-Ferdinand",0811216543,9780811216548,0811216543,453        pp,4.19,"42,093",1932,"May 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2014",,Paperback,view,/book/show/12395.Journey_to_the_End_of_the_Night
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nausea,"Sartre, Jean-Paul",0811201880,9780811201889,,178        pp,3.94,"119,325",1938,1969,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 09, 2014",,Hardcover,view,/book/show/298275.Nausea
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caligula,"Camus, Albert",,,2070386708,224        pp,4.10,"13,915",1944,"Sep 15, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fascinating. Absolutely loved it. Review coming soon, maybe.What's for sure is that this book made me want to read The Twelve Caesars by Suetonius.Fascinating. Absolutely loved it. Review coming soon, maybe.What's for sure is that this book made me want to read The Twelve Caesars by Suetonius....more",Notes are private!,0,2,1,"Sep 09, 2014","Sep 09, 2014","Sep 09, 2014",,Mass Market Paperback,view (with text),/book/show/15698.Caligula
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Caesars,Suetonius,0140449213,9780140449211,0140449213,363        pp,4.02,"20,154",121,"May 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 09, 2014",,Paperback,view,/book/show/29022.The_Twelve_Caesars
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,626","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 30, 2014","Oct 07, 2014","Sep 02, 2014",,Paperback,view,/book/show/4981.Slaughterhouse_Five
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Rain,"Ibuse, Masuji",087011364X,9780870113642,087011364X,304        pp,3.99,"4,133",1965,"Oct 15, 1988",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 02, 2014",,Paperback,view,/book/show/289991.Black_Rain
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Levitt, Steven D.",0141019018,9780141019017,0141019018,320        pp,4.01,"851,216","Apr 12, 2005",2006,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 26, 2016","Jul 27, 2016","Sep 01, 2014",,Paperback,view,/book/show/301931.Freakonomics
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,For Whom the Bell Tolls,"Hemingway, Ernest",0099908603,9780099908609,0099908603,490        pp,3.98,"293,582",Oct 1940,1994,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"500 pages to blow a freakin' bridge, thank god it finally ended.My first Hemingway. I was looking forward to discover his Iceberg Theory in practice a500 pages to blow a freakin' bridge, thank god it finally ended.My first Hemingway. I was looking forward to discover his Iceberg Theory in practice and I thought that choosing a novel of his which encompasses one of the major historical events of the last century would just be the best choice for me. I was wrong. I did not like this book.In terms of historical information, this book doesn't provide you with much material (since Hemingway was reporting the civil war in Spain), instead it focuses on a single operation led by an American volunteer fighting alongside the loyalists.To be honest, this novel had a lot of potential to be amazing. The narrative, the underlying message of the futility of war, the setting and the characters were impressive at a first glance, but the way Hemingway conveyed the story, without richness of language (again, I understand his principle of omission but I'm just saying), the characters that could've been emblematic in historical fiction just lacked human warmth, their colloquies were flat and even the protagonist's meditation on death, loss, war and love were just... dry. At no point I felt the urge to underline or highlight a passage, even though it contained a plethora of beautiful reflections and thoughts, but with his minimalistic and detached writing, Hemingway's narrative failed to grip me by my heart, and I was left indifferent at even the most ""heartbreaking"" peaks of the novel. P.S. The pervasive sexism thoughout the story was irritating, note that I've read the even more ""misogynous"" (as they call him) Henry Miller and I didn't even notice because the beauty of his writing outshined it. For Hemingway, it was stark and bothersome to my feminist zeal. ...more",Notes are private!,0,8,1,"Aug 18, 2014","Sep 16, 2014","Aug 18, 2014",,Mass Market Paperback,view (with text),/book/show/840230.For_Whom_the_Bell_Tolls
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Islam contre l'Islam : L'interminable guerre des sunnites et des chiites (essai français),"Sfeir, Antoine",2246804272,9782246804277,B00AZNKTP8,256        pp,3.67,48,"Jan 16, 2013","Jan 16, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2014","Sep 28, 2014","Aug 18, 2014",,Kindle Edition,view,/book/show/19274021-l-islam-contre-l-islam
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'ami retrouvé,"Uhlman, Fred",2070374637,9782070374632,2070374637,128        pp,4.03,"30,628",1971,"May 03, 1983",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,"Aug 05, 2014","Aug 05, 2014",,Mass Market Paperback,view,/book/show/1452893.L_ami_retrouv_
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Capitale de la douleur suivi de L'amour la poésie,"Éluard, Paul",0686559665,9780686559665,0686559665,256        pp,4.12,"1,978",1926,"Jun 27, 1970",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2014",,Paperback,view,/book/show/117486.Capitale_de_la_douleur_suivi_de_L_amour_la_po_sie
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sexus,"Miller, Henry",0007241291,9780007241293,0007241291,464        pp,4.01,"9,547",1949,"Oct 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2014",,Paperback,view,/book/show/873897.Sexus
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'Assommoir,"Zola, Émile",0140447539,9780140447538,0140447539,480        pp,4.08,"16,834",1876,"Apr 01, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I didn't even reach half of this book and I had to abandon it. I'm sorry but life is too short.I didn't even reach half of this book and I had to abandon it. I'm sorry but life is too short....more,Notes are private!,0,0,1,not set,Aug 2014,"Aug 05, 2014",,Paperback,view (with text),/book/show/92967.L_Assommoir
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1931-1932","Nin, Anaïs",015640057X,9780156400572,B000TFSSLE,304        pp,3.93,"12,140",1986,"Jan 01, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 06, 2016","Jul 22, 2016","Aug 03, 2014",,Paperback,view,/book/show/11038.Henry_and_June
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tropic of Cancer,"Miller, Henry",0007204469,9780007204465,B0028G3IDU,336        pp,3.66,"72,343",1934,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 10, 2014","Aug 03, 2014","Jul 10, 2014",,Paperback,view,/book/show/6035.Tropic_of_Cancer
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Literate Passion: Letters of Anaïs Nin & Henry Miller, 1932-1953","Nin, Anaïs",015652791X,9780156527910,015652791X,448        pp,4.19,"2,218",1965,"Apr 22, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 10, 2014",,Paperback,view,/book/show/46156.A_Literate_Passion
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Delta of Venus,"Nin, Anaïs",0141182849,9780141182841,B01BITGGGS,225        pp,3.62,"22,597",1977,"Mar 30, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 28, 2014","Dec 09, 2014","Jul 10, 2014",,Paperback,view,/book/show/73174.Delta_of_Venus
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Zionism: The Real Enemy of the Jews, Vol. 1: The False Messiah","Hart, Alan",0932863647,9780932863645,0932863647,338        pp,4.16,62,Jan 2005,"Jan 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2014",,Paperback,view,/book/show/6213606-zionism
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Soul of Man Under Socialism,"Wilde, Oscar",1419183044,9781419183041,1419183044,48        pp,3.92,"5,562","Mar 15, 1891","Jun 17, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Jul 09, 2014","Jul 09, 2014",,Paperback,view,/book/show/80339.The_Soul_of_Man_Under_Socialism
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",,,,122        pp,3.99,"3,884,199","Aug 17, 1945","May 06, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 02, 2014","Jul 04, 2014","Jul 02, 2014",,Paperback,view,/book/show/7613.Animal_Farm
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The God of Small Things,"Roy, Arundhati*",0679457313,9780679457312,B006E58GFG,321        pp,3.95,"298,010",Apr 1997,1997,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2014",,Paperback,view,/book/show/9777.The_God_of_Small_Things
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les échelles du levant,"Maalouf, Amin*",,,B005OW2THG,204        pp,4.15,"10,349",1996,"Apr 01, 2014",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 30, 2014",,Kindle Edition,view,/book/show/19335619-les-chelles-du-levant
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les Secrets de la Guerre du Liban : Du Coup d'Etat de Bachir Gémayel aux Massacres des Camps Palestiniens - Tome 1,"Ménargues, Alain",2226121277,9782226121271,2226121277,554        pp,4.06,119,May 2004,"May 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 30, 2014",,Paperback,view,/book/show/7468386-les-secrets-de-la-guerre-du-liban
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",0192839993,9780192839992,0192839993,207        pp,3.84,"156,204","Jun 15, 1914","Mar 15, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I want to give a picture of Dublin so complete that if the city suddenly disappeared from the earth it could be reconstructed out of my book"" James J""I want to give a picture of Dublin so complete that if the city suddenly disappeared from the earth it could be reconstructed out of my book"" James Joyce.Having visited Dublin, I've found the underrated European city absolutely mesmerizing. And when you say Dublin, you say James Joyce. Every tour guide had to say something related to James Joyce, the author of Dublin, who loved and hated his home city at the same time. And that is how I feel towards this book right now. On the one hand, Joycean literature is one of majestic linguistic beauty, and on the other hand, the short stories in the book were really insipid, but maybe that's exactly the idea James Joyce is trying to convey -- how incredibly tasteless Dublin is. City of misfortunes, drunkards, parochialistic mentalities, rainy, depressive weather... The author could barely find anything admirable in the city, yet he devoted all his literary works to it and his legacy is mainy that of the writer of the Dublin. The writing is so beautiful, no wonder James Joyce receives such acclaim, he fucking deserves it. But I guess I still have to read Finnegans Wake and Ulysses, before giving a final verdict. ...more",Notes are private!,0,0,1,"May 10, 2014",Jul 2014,"May 10, 2014",,Paperback,view (with text),/book/show/11012.Dubliners
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Revolution Betrayed,"Trotsky, Leon",0486433986,9780486433981,0486433986,240        pp,4.08,"1,850",1937,"Feb 20, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2014",,Paperback,view,/book/show/953773.The_Revolution_Betrayed
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fiend,"Stenson, Peter*",0770436315,9780770436315,0770436315,295        pp,3.56,"3,602","Jul 04, 2013","Jul 09, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2014",,Hardcover,view,/book/show/16085506-fiend
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cold War: History in an Hour,"Colley, Rupert*",,,,87        pp,3.94,403,"Jan 05, 2010",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 22, 2014","Apr 22, 2014","Apr 22, 2014",,Audiobook,view,/book/show/13579704-the-cold-war
