,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Susie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen,"Fagan, Kate*",0316356549,9780316356541,0316356549,320        pp,4.23,"15,062","Aug 01, 2017","Aug 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was one of the few books in recent memory that I read almost in a day. Part of that is the writing style- it is easy to digest and read quickly. This was one of the few books in recent memory that I read almost in a day. Part of that is the writing style- it is easy to digest and read quickly. Part of that was the story itself. I knew the end before the start, but I was reading to story quickly trying to see how (why?) that end happened.The thing about it all, and perhaps the thing about suicide always, there is not way to know why Madison jumped off the building. There is no way to know how much she struggled and for how long and in what ways. It is something that has no answers.Madison’s story is mixed in with both Kate Fagan’s own story, although she acknowledges that she never has the same struggles of Madison, and attempts to capture why Madison and others, may feel like they do at a time, 18 years old, first-year student in college, when everything is supposed to be new, bright, and amazing.The thing for me is that I can’t truly relate to Madison. I am lucky enough to not suffer this type of mental illness. I also adored college even when it was terrible (to the 22-year-old me). But there were aspects to this book, to Madison’s and other’s experiences, where I could see how the pressures could create an imbalance or be ""that thing"" that makes everything more.I mostly forget what it is like to be eighteen-nineteen, but I know I thought I knew everything and didn’t. As Fagan writes, “[k]nowing the difference between a hurdle and a brick wall is [] crucial-yet recognizing that difference is almost impossible when you’re eighteen years old.” This was speaking to the college athletic and the need or want to not quit because “one part of the minds says no more; the other part tells them they’re weak for saying no more.” But it's also just something that someone of that age carries with them. It can be hard not to feel like everything is so much worse than it is or, perhaps worse, to feel like something that is terrible and scary shouldn't be because it doesn't seem to be that way for everyone else so you just stay quiet and think there's something wrong with you.What also stuck me about the telling of Madison’s struggles is how akin to something haunting her and how “[l]iving with a ghost is frightening enough, but if you change houses to escape it and the ghost is present in the new space, then you’ve confirmed that it’s not the house that ghost is haunting. It's you” and how much she seemed to want to find a reason for this struggle. If she stopped running, that would fix it. If she transferred, that would fix it. I can’t imagine the terror that had to exist in her when she thought and reached out (so positively) about these options. And how, in the end, it wasn’t a solution. “[T]here on the horizon, looms another truth: depression and anxiety are not cured in a moment, with a single decision, thought sometimes it might feel as if they might be.”The last thing I’ll add to this is something about the title. “What Made Maddy Run.” At first, I thought the story would be about a young runner, who found everything she ever wanted in running and it made her who she was but didn’t defeat all her demons. It turns out, that wasn’t entirely the truth. Madison appears to have chosen running over soccer for some reason(s) that only she knows. She seemed to choose something that did not bring her happiness or joy (or perhaps the happiness and joy she thought it would other expected it would). Of course, there is no way to know what Madison thought or felt. Her story is told by others because there is no one else to tell her story. But trying to tell her story, trying to bring to light this struggle is, I think, the important take away. As with so many of these stories, we can never truly understand or know filly what another person is going through and sometimes you need to ask and reach out and try. You never know if you may help....more",Notes are private!,0,0,1,"Jun 20, 2022","Jun 26, 2022","Jun 17, 2022",,Hardcover,view (with text),/book/show/33296283-what-made-maddy-run
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death with Interruptions,"Saramago, José",0151012741,9780151012749,0151012741,238        pp,4.00,"60,705",Jan 2005,"Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 07, 2022",,Hardcover,view,/book/show/3018539-death-with-interruptions
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gideon the Ninth        (The Locked Tomb, #1)","Muir, Tamsyn*",1250313198,9781250313195,1250313198,448        pp,4.22,"133,943","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2022",,Hardcover,view,/book/show/42036538-gideon-the-ninth
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of M,"Shepherd, Peng*",0062669605,9780062669605,0062669605,485        pp,3.69,"19,380","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2022",,Hardcover,view,/book/show/36204070-the-book-of-m
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Circe,"Miller, Madeline*",0316556343,9780316556347,0316556343,393        pp,4.24,"1,052,529","Apr 10, 2018","Apr 10, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2022",,Hardcover,view,/book/show/35959740-circe
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,254",2017,"Feb 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2022",,Hardcover,view,/book/show/29906980-lincoln-in-the-bardo
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shantaram,"Roberts, Gregory David*",192076920X,9781920769208,192076920X,936        pp,4.27,"216,091",2003,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2022",,Paperback,view,/book/show/33600.Shantaram
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Independent People,"Laxness, Halldór",0679767924,9780679767923,0679767924,482        pp,4.14,"12,427",1934,"Jan 14, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 12, 2021",,Paperback,view,/book/show/77287.Independent_People
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1079: The Overwhelming Force of Dyatlov Pass,"Pavlov, Igor",0578851369,9780578851365,B08VF5Y5SZ,291        pp,3.21,84,2021,"Jan 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 27, 2021",,Kindle Edition,view,/book/show/56883401-1079
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fight of the Century: Writers Reflect on 100 Years of Landmark ACLU Cases,"Chabon, Michael",1501190407,9781501190407,1501190407,336        pp,4.22,"1,417","Jan 21, 2020","Jan 21, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was a gift from a friend who thought I’d like it and that was the correct call. The time it took to finish it is not a reflection on the booThis book was a gift from a friend who thought I’d like it and that was the correct call. The time it took to finish it is not a reflection on the book but on me. I put it down and, since it’s a series of essay, wasn’t compelled to pick it back up like most novels. But then the overturning of Roe happened and I did then feel compelled to pick this back up. I wanted to be reminded that this isn’t over. That the Court, which I so often tried to defend and support, has made bad decisions in the past. And those decisions were overturned. I wanted to be reminded that people are so much more willing than me to take on these fights. I was reminded of both these things through these essays and taught new cases. I also was taught about others lives through the essays and how teaching these decisions can be even when you don’t think they are. I highly recommend this book as a way to digest the Supreme Court cases in an interesting and narrative way. ...more",Notes are private!,0,0,1,"Oct 25, 2021","Aug 17, 2022","Oct 25, 2021",,Hardcover,view (with text),/book/show/50092714-fight-of-the-century
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marathon: The Ultimate Training Guide,"Higdon, Hal",1594861994,9781594861994,1594861994,356        pp,4.03,"3,560",unknown,"Sep 03, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay so…I didn’t finish the book but read about half quickly. I gave it low stars more because that how *I* viewed it but I think it perhaps could be Okay so…I didn’t finish the book but read about half quickly. I gave it low stars more because that how *I* viewed it but I think it perhaps could be an easy read for someone entirely new to marathon training. It turned out I had already read and understood much of what was being said in the book because of my own research, including other Hal Hidgeon articles and training plans. So my suggestion is if you are entirely new to a marathon pick it up. If you’ve got a good base, maybe skip it. ...more",Notes are private!,0,0,1,"Oct 08, 2021","Oct 19, 2021","Oct 08, 2021",,Paperback,view (with text),/book/show/120244.Marathon
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stillness Is the Key,"Holiday, Ryan*",0525538585,9780525538585,0525538585,288        pp,4.22,"33,191","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2021",,Hardcover,view,/book/show/43582733-stillness-is-the-key
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ego Is the Enemy,"Holiday, Ryan*",1591847818,9781591847816,1591847818,226        pp,4.14,"72,453","Jun 14, 2016","Jun 14, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second Ryan Holiday book I read (well the first was an audiobook but kind of the same thing). I found that I didn't enjoy this one, nor taThis is the second Ryan Holiday book I read (well the first was an audiobook but kind of the same thing). I found that I didn't enjoy this one, nor take away as much from it, as I did the Obstacle is the Way. That's not to say I didn't find moments I enjoyed or that grabbed me (and perhaps two stars is a little unfair) but it was so ... so-so I guess and maybe I expected more. I will add the one bit that I did highlight though: ""Do your work. Do it well. Then 'let go and let God.' That's all there needs to be. Recognition and rewards - those are just extra. Rejections, that's on them, not on us.""...more",Notes are private!,0,0,1,"Nov 13, 2022","Nov 13, 2022","Feb 14, 2021",,Hardcover,view (with text),/book/show/27036528-ego-is-the-enemy
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,"Holiday, Ryan*",1591846358,9781591846352,1591846358,201        pp,4.16,"82,032",May 2014,"May 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I listened to this as an audio book and, honestly, I'll probably buy a copy of it because I think there were just so many useful nuggets and turn of pI listened to this as an audio book and, honestly, I'll probably buy a copy of it because I think there were just so many useful nuggets and turn of phrases to consider that it's worth a real viewing of it.What I like most about the book was the general approach of it's really not all about you. So often people take a view point on life's issues that they are the only person facing such difficulties, that no one can understand things they have to face, etc. And while that can certainly be true in extreme circumstance, I am focusing more on the people who are referring to normal job woes, normal daily frustrations. It turns out there really isn't something out to get you. Holiday has a much more educated and nuanced approach to this, but with a fresh take I thought. He doesn't mince words often and he writes in a manner that is easy to digest. I also liked the approach that it, really is that simple although not easy, to view obstacles not as problems to step around or allow to stop us in our tracks, but as opportunities. That offers a little forgiveness in those who try and aren't always successful at it....more",Notes are private!,0,0,1,"Feb 14, 2021","Oct 04, 2021","Feb 14, 2021",,Hardcover,view (with text),/book/show/18668059-the-obstacle-is-the-way
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","Larson, Erik*",,,B07TRVW6VX,546        pp,4.30,"115,965","Feb 25, 2020","Feb 25, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Erik Larson is one of my favorite authors and this book, very similar to the In the Garden of Beasts, was not as gripping as Devil in the White City oErik Larson is one of my favorite authors and this book, very similar to the In the Garden of Beasts, was not as gripping as Devil in the White City or Thunderstruck (to me) but it was a very interesting and informative read. I greatly enjoyed having a view into Churchill's life during that first year and to think of all that happened and all he dealt with and faced. The story evolved slowly, but effectively with the mixture of real quotes, antidotes and easy transitions between the two....more",Notes are private!,0,0,1,"Jan 03, 2021","Oct 04, 2021","Jan 03, 2021",,Kindle Edition,view (with text),/book/show/51187948-the-splendid-and-the-vile
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christmas Eve, 1914","Olivier, Charles",,,B00QQQSMZM,2        pp,3.84,"5,684","Dec 16, 2014","Dec 16, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an audio book and I enjoyed the actors telling the story and think they did a nice job. The story itself, not the Christmas part which I had hThis is an audio book and I enjoyed the actors telling the story and think they did a nice job. The story itself, not the Christmas part which I had heard about, was okay. It didn’t invoke a strong reaction on way or another for me. The tale of this Christmas though, in general, is amazing. ...more",Notes are private!,0,0,1,"Jan 02, 2021","Jan 07, 2021","Jan 02, 2021",,Audible Audio,view (with text),/book/show/23903409-christmas-eve-1914
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All We Can Save: Truth, Courage, and Solutions for the Climate Crisis","Johnson, Ayana Elizabeth",0593237064,9780593237069,0593237064,448        pp,4.46,"5,441","Sep 22, 2020","Sep 22, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2021",,Hardcover,view,/book/show/53231994-all-we-can-save
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spy Who Came In from the Cold        (George Smiley, #3)","le Carré, John",,9780743442534,0743442539,212        pp,4.08,"110,034",Sep 1963,"Nov 27, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 17, 2022","Nov 14, 2022","Dec 13, 2020",,Paperback,view,/book/show/19494.The_Spy_Who_Came_In_from_the_Cold
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such a Fun Age,"Reid, Kiley",,,,310        pp,3.79,"521,106","Dec 31, 2019","Dec 31, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2020",,Hardcover,view,/book/show/43923951-such-a-fun-age
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Person You Mean to Be: How Good People Fight Bias,"Chugh, Dolly*",,,B0756F5CHD,325        pp,4.29,"2,613","Sep 04, 2018","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2020",,Kindle Edition,view,/book/show/39352190-the-person-you-mean-to-be
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,"Loewen, James W.",0684818868,9780684818863,0684818868,383        pp,3.97,"69,342","Aug 04, 1995","Sep 03, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2020",,Paperback,view,/book/show/296662.Lies_My_Teacher_Told_Me
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robin Hood's Dawn        (The Robin Hood Trilogy #1),"Longueville, Olivia*",1947878026,9781947878020,,432        pp,3.87,127,Jan 2018,"Jan 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,ebook,view,/book/show/36712771-robin-hood-s-dawn
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming,"Obama, Michelle*",,,,426        pp,4.46,"1,047,617","Nov 13, 2018","Nov 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2020",,Hardcover,view,/book/show/38746485-becoming
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Weather: Four Short Stories,"Hill, Joe*",0062663119,9780062663115,0062663119,432        pp,3.86,"24,451","Oct 24, 2017","Oct 24, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was looking for a shorter read and enjoyed “NOS4A2” previously so pulled out this one. I liked all the stories, my favorite being “Snapshot” and theI was looking for a shorter read and enjoyed “NOS4A2” previously so pulled out this one. I liked all the stories, my favorite being “Snapshot” and the one that kept me most on the edge of my seat was “Loaded”. The style are unique to each story, although you can tell it was a single author. Sometimes I felt the tales dragged on a bit (mostly “Aloft”) but they all read quickly and I enjoyed the shorter stories. ...more",Notes are private!,0,0,1,"Apr 26, 2020","May 10, 2020","Apr 26, 2020",,Hardcover,view (with text),/book/show/34066621-strange-weather
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shut Up and Run: How to Get Up, Lace Up, and Sweat with Swagger","Arzon, Robin",0062445685,9780062445681,0062445685,192        pp,3.89,"2,777",unknown,"Jun 21, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun read but not overly informative. Or, perhaps, informative beyond the basics. I do think a Robin has a humorous and attention-grabbing approach wA fun read but not overly informative. Or, perhaps, informative beyond the basics. I do think a Robin has a humorous and attention-grabbing approach which may grab new runners. ...more",Notes are private!,0,0,1,"Oct 20, 2021","Oct 21, 2021","Apr 18, 2020",,Hardcover,view (with text),/book/show/27064435-shut-up-and-run
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spirit Run: A 6,000-Mile Marathon Through North America's Stolen Land","Álvarez, Noé*",1948226464,9781948226462,1948226464,240        pp,3.50,"4,077","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2020",,Hardcover,view,/book/show/49411424-spirit-run
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girls & Sex: Navigating the Complicated New Landscape,"Orenstein, Peggy",0062209728,9780062209726,0062209728,303        pp,4.07,"10,680","Mar 01, 2016","Mar 29, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not 100% sold that it’s a five star book BUT it is an important and reflective book so I’m going to give it that. The book touches upon so many diI’m not 100% sold that it’s a five star book BUT it is an important and reflective book so I’m going to give it that. The book touches upon so many different situations, thoughts and feelings that I expect many woman (girls, young ladies) have found themselves in that I think reading it if only to find yourself nodding along is worth it. I don’t know if I learned much; probably many of the statistics were unknown Speedo ally but their impact not shocking to me. What I found gripping about the book was how many of the thoughts I had shared (share) with the interviewees. It’s a book that brings together a world that is known that may not be spoken about as often or as freely as it should be. It remained me, as a female and as a person, how important it is to remember you have the right to control all aspects of your life and how much I hope young girls, young woman, boys and young men remember that....more",Notes are private!,0,0,1,"Apr 12, 2020","Apr 18, 2020","Mar 04, 2020",,Hardcover,view (with text),/book/show/25816707-girls-sex
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1644450038,9781644450031,1644450038,251        pp,4.43,"124,474","Nov 05, 2019","Nov 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very haunting and uniquely written. A journey of a narrative that took a winding path through time and memory.,Notes are private!,0,0,1,"Oct 10, 2020",Jan 2021,"Feb 21, 2020",,Hardcover,view (with text),/book/show/43317482-in-the-dream-house
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Nothing: A True Story of Murder and Memory in Northern Ireland,"Keefe, Patrick Radden",0385521316,9780385521314,0385521316,441        pp,4.46,"104,710","Nov 01, 2018","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 10, 2020",,Hardcover,view,/book/show/40163119-say-nothing
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mink River,"Doyle, Brian",0870715852,9780870715853,0870715852,319        pp,4.17,"7,205","Oct 01, 2010","Oct 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2020",,Paperback,view,/book/show/9250050-mink-river
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Yours,"Wingate, Lisa*",0425284689,9780425284681,0425284689,342        pp,4.40,"606,799","Jun 06, 2017","Jun 06, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting and heartbreaking tale of events I actually had never known about. I found myself more interested in reading more about these children An interesting and heartbreaking tale of events I actually had never known about. I found myself more interested in reading more about these children than I did the in hunting that Avery was doing and began to read quickly over her parts of the story. I know a character was needed to piece the past and present but I found her tale to be a tad boring and, with the story of Elliott and Trent mixed in, a bit eye-rolling at times. I don’t know if a story only about Rill and her siblings would have held up as well but ... I may have been willing to give that a go. I did find it interesting, and seemingly representative of what happened to these children, that the reader never knew what happened to some of them. Whether they died or survived and formed new lives is left to the reader’s imagination. Of course I wish I had the answers but the story is built so much around finding answers that having unknown qualities makes it ring more true. ...more",Notes are private!,0,0,1,"Jan 21, 2020","Feb 09, 2020","Jan 12, 2020",,Hardcover,view (with text),/book/show/32148570-before-we-were-yours
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Tattooist of Auschwitz        (The Tattooist of Auschwitz, #1)","Morris, Heather*",,,B0756DZ4C1,293        pp,4.30,"932,141","Jan 11, 2018","Sep 04, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** The story is compelling and the survival of Lale and Gita is miraculous given what the Camps were like. I think my issue with the st**spoiler alert** The story is compelling and the survival of Lale and Gita is miraculous given what the Camps were like. I think my issue with the story was the fact it read very flat. It read like a to do list in a way: filled with the steps the people took, the actions they did, but without anything more. As it’s based in a true story and someone’s retelling I know embellishment is not the way to go, but I feel like she didn’t do a great job of making the people feel alive and real which, since they were, I had a hard time with. I am also a huge fan of Erik Larson who weaves such captivating real stories that I wanted this story to have that same spark and intrigue given the tale it was sharing....more",Notes are private!,0,0,1,"Feb 16, 2023","Feb 20, 2023","Jan 12, 2020",,Kindle Edition,view (with text),/book/show/37540594-the-tattooist-of-auschwitz
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Your Mind Run: A Memoir of Thinking My Way to Victory,"Kastor, Deena*",1524760757,9781524760755,1524760757,286        pp,4.37,"9,895",unknown,"Apr 10, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I would actually go high 3 almost 4 and really 5 stars for the running life she lead. I enjoyed her tales of work, pain, joy and everything else that I would actually go high 3 almost 4 and really 5 stars for the running life she lead. I enjoyed her tales of work, pain, joy and everything else that comes with running. Kastor’s talent is amazing but the work ethic and focus is where she shines. I found her positivity catching and it made me want to work harder at the running life I have craved out. I think my issue became it got a little monotonous towards the end but, I suppose, that also makes sense. Her life and job is running sprinkled in with other life moments. Overall an inspiring read from a talented and humble runner. ...more",Notes are private!,0,0,1,"Jun 06, 2020","Jun 18, 2020","Jan 12, 2020",,Hardcover,view (with text),/book/show/35805862-let-your-mind-run
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trick Mirror: Reflections on Self-Delusion,"Tolentino, Jia*",0525510540,9780525510543,0525510540,303        pp,4.05,"70,915","Aug 06, 2019","Aug 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 29, 2020","Mar 19, 2020","Jan 11, 2020",,Hardcover,view,/book/show/43126457-trick-mirror
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Master and Apprentice,"Gray, Claudia*",0525619372,9780525619376,0525619372,330        pp,4.18,"19,070","Apr 16, 2019","Apr 16, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With all the new Star Wars stuff out and about, I picked up this book as a throw back to the prequel Jedi. It was a typical Star Wars story to me - fuWith all the new Star Wars stuff out and about, I picked up this book as a throw back to the prequel Jedi. It was a typical Star Wars story to me - fun line, Jedi philosophy, politics and easy reading. I’ve always enjoyed the pre-TPM Obi-Wan concept so this was a fun read for me. ...more",Notes are private!,0,0,1,"Dec 21, 2019","Dec 26, 2019","Dec 21, 2019",,Hardcover,view (with text),/book/show/40917496-master-and-apprentice
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Science of Star Wars: An Astrophysicist's Independent Examination of Space Travel, Aliens, Planets, and Robots as Portrayed in the Star Wars Films and Books","Cavelos, Jeanne*",0312263872,9780312263874,0312263872,273        pp,3.78,318,"Jan 01, 1999","May 05, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2019",,Paperback,view,/book/show/163856.The_Science_of_Star_Wars
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before and After: The Incredible Real-Life Stories of Orphans Who Survived the Tennessee Children's Home Society,"Christie, Judy",0593130146,9780593130148,0593130146,320        pp,3.98,"19,108","Oct 22, 2019","Oct 22, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2019",,Hardcover,view,/book/show/44908411-before-and-after
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Five: The Untold Lives of the Women Killed by Jack the Ripper,"Rubenhold, Hallie*",,,,352        pp,4.12,"53,950","Feb 26, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2019",,Hardcover,view,/book/show/37570548-the-five
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ninth House        (Alex Stern, #1)","Bardugo, Leigh*",1250313074,9781250313072,1250313074,461        pp,4.03,"305,531","Oct 08, 2019","Oct 08, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2019",,Hardcover,view,/book/show/43263680-ninth-house
