,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Dennis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spring Moon,"Lord, Bette Bao",0380599236,9780380599233,0380599236,464        pp,3.99,"2,868",1981,"Jan 01, 1981",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this when it first came out in paperback but since that's more than 30 years ago, I can be forgiven for not remembering all the details, I thinI read this when it first came out in paperback but since that's more than 30 years ago, I can be forgiven for not remembering all the details, I think. I think I was speedreading at the time and might have liked this more if I'd been over 30, or female, as I wasn't much into the usual story of Chinese women suffering from customs, then a change in the regime. These books have become quite common by now and so we're more familiar with the story; on top of that, it's also ME that is now more familiar with the history, customs and individual suffering of the Chinese mid-20th century. I might like it more now but I read it then, and liked it, so three stars seems only a fair compromise....more",Notes are private!,0,3,1,Jan 1981,Jan 1981,"Jun 06, 2023",,Paperback,view (with text),/book/show/3182244-spring-moon
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deep End of the Ocean,"Mitchard, Jacquelyn*",0002255456,9780002255455,0002255456,434        pp,3.87,"120,328",1996,1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this many years ago and didn't realize I'd never included it in my ""read"" list. I liked it quite a lot but began to develop whiplash from the pI read this many years ago and didn't realize I'd never included it in my ""read"" list. I liked it quite a lot but began to develop whiplash from the plot twists and turns. I've actually heard of a story similar to this one - at least in its development - so it's not as far-fetched and impossibly miraculous or solomonic as it might seem. One of the Oprah books that I actually liked - that it in itself could be considered miraculous!...more",Notes are private!,0,5,1,Jan 1997,Jan 1997,"May 29, 2023",,Hardcover,view (with text),/book/show/104210.The_Deep_End_of_the_Ocean
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lottery,"Wood, Patricia*",0399154493,9780399154492,0399154493,320        pp,3.89,"9,181","Aug 02, 2007","Aug 02, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With all the “serious” reading I do, I realize that sometimes I just need a “feel-good” novel, where the good guys are good, the villains are bad, andWith all the “serious” reading I do, I realize that sometimes I just need a “feel-good” novel, where the good guys are good, the villains are bad, and it all works out in the end. Patricia Wood’s premier novel, “Lottery”, was shortlisted for the 2008 Orange Prize and while it wasn’t my favorite of the runners-up, I like it a lot better than the winner, Rose Tremain’s “The Road Home.”The narrator, Perry Crandall, starts out by reminding us that he’s not retarded because you have to have an I.Q. below 75, or in some cases 70, for that and he has 76. He’s just slow – or as his Gram says, the rest of the world is just too fast, something I’m inclined to agree with at times! – but he’s as good-hearted a person as you can meet. (There’s a tendency here to compare Perry with Forrest Gump but the storylines are nowhere similar.) Perry was abandoned by his mother (boo, hiss!) and left with her in-laws. (The whereabouts of Perry’s father are unclear at first but his story gets filled in.) His grandparents are a model for raising a mentally-challenged child as they support him, never telling him he can’t do something, just telling him it takes more time, and Perry not only learns to be a crack sailor from his Gramps, but auto-sufficient thanks to his Gram who won’t stand for laziness or excuses. After the grandfather dies, Perry and his Gram live pinching pennies, without the support of his “cousin-brothers” (double boo, hiss!) who not only won’t give them a dime to help out but barely maintain any contact. The two live a life of weekly bingo nights and lottery tickets. Perry works in a boating supply store for Gary, along with his best friend, Keith, a flatulent Vietnam vet, visits Cherry, the slightly oversized clerk at the convenience store. These are our good guys. (Yea!)Then come two dramatic changes. First, Gram dies and his siblings and Mother argue about who’s going to be stuck with Perry, as well as how to get him to sign over his share of the house, which they promptly sell out from under him and give him his “share” - $500. Since none of them want him, he is forced to live in a small apartment over the shop. The second thing that happens is that Perry wins $12 million dollars in the lottery and as can be imagined, everyone who’s ignored him before suddenly takes a great interest in his welfare, particularly his heretofore mostly absent brothers and mother. As expected, there is the sweet talk but as this really goes against their natures, this is quickly followed by more forceful actions, as they are desperate for the money. The younger of the two brothers is a milquetoast with his lawyer wife barking up his ass, the mother may be more accustomed to earning a living lying on her back, and the oldest is on his fifth wife with legal and illegal financial problems; the acorn doesn’t fall far from the tree, as we find out. (No spoiler here as most of this is either on the book cover or easily predictable.)All of this plays out with tragedy and happiness with a good deal of humor packed in, especially as Perry may know right from wrong but is still a bit of an innocent and we’re with his friends, all screaming from the sidelines about what he should and shouldn’t do. The ending was not exactly as I expected but plausible, especially since in my reader’s heart, I knew it wouldn’t end badly; a few scraped knees but a happy ending nonetheless....more",Notes are private!,0,7,1,"May 28, 2023","May 31, 2023","May 28, 2023",,Hardcover,view (with text),/book/show/759175.Lottery
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Miso Soup,"Murakami, Ryū",,9781408806371,1408806371,192        pp,3.62,"32,660",1997,"Aug 03, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this is a strange and horrifying, but delightful thriller. Kenji is a Tokyo tourist guide who has an American client, Frank, who he suspects of Well, this is a strange and horrifying, but delightful thriller. Kenji is a Tokyo tourist guide who has an American client, Frank, who he suspects of being a brutal serial killer. (Think Black Dahlia.) This is not exactly a cat-and-mouse story but a story about how he reacts in those circumstances. And maybe how we’d react to having a possible vicious murderer at our side, and guiding him around. It develops into a sort of Stockholm Syndrome situation; Kenji can’t quit, especially when he receives a gruesome “message” at his doorstep that “someone” knows where he lives. He confesses his suspicions to his high-school girlfriend while fearing that she could be the next victim with one wrong move.The book can be divided into two parts in a sense: the first half when Kenji can’t believe it can be true (while the reader is thinking, oh yes, it can) leading up to a splatter-horror segment (shout-out to Judith Sonnet) and the aftermath, which forms the second part and the Stockholm Syndrome really kicks in; how do you escape your situation without becoming further involved and/or putting a loved one in danger as well. Not a book for the sensitive.The book brought back two memories for me. One is Ann Rule’s book, “The Stranger Beside Me” which is about her working on team to trace a serial killer in Washington and one of her colleagues is… Ted Bundy, who was the killer, of course! The other was when I lived in New York and my upstairs neighbor was a disturbed Vietnam vet. He came down on New Year’s Eve to share his misery: his wife had told him she was leaving him. He had a weapon with him to, shall we say, persuade me to commiserate with him. A long evening. At one point, he asked how they were as neighbors and I said, fine, except that you know how kids are, his daughter (four or five years old) liked to run in the house and these apartments, you can hear everything (no mention of the arguments) and I laughed because it was just a normal thing for me, growing up with kids and kids run. His eyes opened wide, and he said, “I’ll kill her!”, and started to get up; I assured him it didn’t really bother me, you know how kids are, and calmed him down. That was my New Year’s Eve. So, I could identify with Kenji, just trying to calm Frank down whenever Frank had a “look” in his eyes, not point out inconsistencies in his background stories, and just get out alive.This was a taste of Japanese thrillers I’d never had before, which can be aa lot stronger than the Western ones I’m used to, much grittier suspense. I’d had a brief encounter with this in a book by the other Murakami, who’s not related. (An episode in “The Wind-Up Bird” with a Russian.) I’d recommend this book but with the caveat that it may not be to everyone’s taste. You’ve been warned....more",Notes are private!,0,4,1,"May 25, 2023","May 27, 2023","May 24, 2023",,ebook,view (with text),/book/show/18209186-in-the-miso-soup
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Guess How Much I Love You,"McBratney, Sam",076360013X,9780763600136,076360013X,20        pp,4.39,"141,991",1988,"Mar 06, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought this book captured the love between a child and parent perfectly. Coincidentally, I had bought my wife a mug with the title in French - she I thought this book captured the love between a child and parent perfectly. Coincidentally, I had bought my wife a mug with the title in French - she came across it and loved it so I sneaked out for Christmas and it was an additional present which she still uses - and we also had listened to it read in Spanish on YouTube. Hopefully, we'll be able to buy it and add it to our collection one day....more",Notes are private!,0,6,1,"Dec 25, 2011","Dec 25, 2011","May 01, 2023",,Board book,view (with text),/book/show/301736.Guess_How_Much_I_Love_You
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tram 83,"Mwanza Mujila, Fiston",1941920055,9781941920053,,224        pp,3.33,"1,403","Aug 21, 2014","Aug 17, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This isn’t so much a novel with a plot as John Coltrane riffs on Bukowski (or maybe William S. Burroughs, although some cited “Blade Runner”) as the pThis isn’t so much a novel with a plot as John Coltrane riffs on Bukowski (or maybe William S. Burroughs, although some cited “Blade Runner”) as the plot takes second place to language and its use to create shifting moods and momentum. The writer is a renowned Congolese poet with a strong appreciation of jazz and African rap; this could have easily made the book unreadable and nonsensical but like all music, if you can melt into the beat, the rhythm, you can flow with it. To explain, there are various lines repeated, like refrains or passages, many times in the book which can make you crazy as a literary device but make perfect sense if you see it as music or poetry. It’s also very cynical about Africa and the American / European colonialization and exploitation of minerals and people.The story centers around the reuniting of two friends and their different perceptions of the unnamed country of their birth. (Neither of the two Congos is mentioned specifically although Zaire is.) Requiem is the one who stayed behind and has become a sort of wheeler-dealer who knows the terrain very well and how to exploit all parties, from the leader to the Europeans to the natives. Lucien is a writer who has returned from living in Europe and has high-minded ideas which in no way correspond to the reality of the country. There are the Europeans (or “tourists”), the university students with their Marxist pretensions and protests, the miners who have no patience with the students (and vice-versa) although they are all in the same boat together, and the women, aged from pre-pubescent to 41 (when they stop counting), who are all prostitutes advertising and selling their services because what else can they do to survive? All parties meet in Tram 83, the club where everything happens because it’s really the only place in the city to meet, even when there’s no room inside. All revolves around diamonds (“the stone”) because it’s why the Europeans are there and what everyone is connected to as the source of all money. The relationship between Requiem and Lucien changes as pragmatism clashes with idealism.This is not a book for a casual reader but rather a book for someone looking for something different. If the men are all mercenary and the women all prostitutes, it is from necessity because life with “the stone” has left them no alternative now that the West has stripped everything else away and left them with no other way to survive. However, the book has a lot of humor to it if you can see past the dismal setting and form of life. If Bukowski or Burroughs left a bad taste in your mouth or you just can’t get past that form of sexual bluntness and cynicism, this isn’t your book. This isn’t a book just to read, it’s a book to dance with or maybe just snap your fingers....more",Notes are private!,0,4,1,"Apr 27, 2023",May 2023,"Apr 27, 2023",,ebook,view (with text),/book/show/26529055-tram-83
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Love,"Bukowski, Charles",0062420739,9780062420732,0062420739,224        pp,3.81,"2,960","Feb 02, 2016","Jan 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Paperback,view,/book/show/29875404-on-love
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Game of Mirrors        (Inspector Montalbano #18),"Camilleri, Andrea",0143123777,9780143123774,0143123777,277        pp,3.96,"3,546",2011,"Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Paperback,view,/book/show/22571694-game-of-mirrors
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Iris and Her Friends: A Memoir of Memory and Desire,"Bayley, John",0393320790,9780393320794,0393320790,288        pp,3.67,156,"Aug 06, 1999","Nov 17, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Paperback,view,/book/show/39260.Iris_and_Her_Friends
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cutting for Stone,"Verghese, Abraham*",0375714367,9780375714368,0375714367,658        pp,4.32,"386,965",2009,Jan 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Paperback,view,/book/show/44643401-cutting-for-stone
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revival,"King, Stephen*",1476770395,9781476770390,1476770395,403        pp,3.80,"126,041","Nov 11, 2014","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2023",,Paperback,view,/book/show/24885823-revival
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Waiting to Exhale        (Waiting to Exhale, #1)","McMillan, Terry*",0451217454,9780451217455,0451217454,448        pp,3.99,"17,021","May 28, 1992","Jan 03, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this ages ago, probably borrowed from the library, after hearing all these rave s. I was not impressed. If I remember correctly, black auI read this ages ago, probably borrowed from the library, after hearing all these rave s. I was not impressed. If I remember correctly, black authors were being ""discovered"" at the time and the mass media latched on to this like a less cerebral Toni Morrison. It also deals with female empowerment, also a hot topic of the time. However, it felt to me like a black version of ""The First Wives Club"", women getting back at the men who'd treated them badly - and deservedly so - but it didn't soar above all the other books at the time dealing with the same parameters. It seemed to just borrow a lot, including the aneecdote about the man wwho leaves his wife and all his possessions behind, telling her to sell everything and send him the money. So she sells his most-prized possession - in this case, a car - for a dollar or something like that. I've seen the same anecdote pop up in various novels and various urban myths. So, the book underwhelmed me and came off as just another airport lounge bestseller, nothing that will challenge the grey cells and give you something to think about and take with you. A fluffy read....more",Notes are private!,0,1,1,Jan 1994,Jan 1994,"Apr 13, 2023",,Paperback,view (with text),/book/show/122212.Waiting_to_Exhale
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Distance,"Diaz, Hernan*",1566894972,9781566894975,,272        pp,4.12,"17,125","Oct 03, 2017","Oct 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Reading some of the s on Good Reads, there were many who were either perplexed by this novel or plain just didn’t like it. They are absolutely jReading some of the s on Good Reads, there were many who were either perplexed by this novel or plain just didn’t like it. They are absolutely justified in feeling this way because if a book is placed in the American West in the 1800’s, you have certain expectations. If you reading about an immigrant coming to the USA with nothing but a dream, you have expectations. Well, so did Håkan, Swedish immigrant and protagonist of the story but both they and he find out that things aren’t what they ought to be.The first problem here is that the author, Hernán Díaz, was born in Argentina but moved to Sweden as an exile as a child, where he grew up, so his influences are not only North American. He has admitted that the story was greatly influenced by the Argentinian stories of the Pampas – think of these as South American westerns - as much as anything else. (For a sample, you might look at the epic poem by José Hernández, “The Gaucho Martín Fierro.” I also ed another story, “The Clouds” by Juan José Saer, which I liked very much.) So, he doesn’t follow the stereotypical American western nor the stereotypical immigrant-comes-to-America-and-finds-happiness-and success story that we’re used to. Finally, there is something which bugged the shit out of many readers, including me, but has an explanation.The story is of Håkan, who grows up with his older brother on a farm in Sweden. His brother enchants Håkan with travel stories and when it’s clear that there is no real future for them on the farm, they take off for America, via England. However, the two brothers are somehow separated on the English dock and the only English word that Håkan knows is “America.” This lands him on a ship but instead of being headed for New York, his brother’s destination, his ship is headed is headed for San Francisco. Once he realizes his error, the mission in Håkan’s mind is to travel to New York and look for his brother, not having any ideas of how big the USA is nor, being a farm boy, how impossible it is to find someone in a big city when you haven’t a clue of what exactly IS a big city or where they might be. (San Francisco was just beginning to be affected by gold fever at the time.) There are more misadventures than anything else and while he meets some good people, he meets far more scoundrels, villains and just bizarre individuals than can be believed, all hampered by his poor English, to the point where humans are more a curse to him than anything else. This forms the circle of his life: wandering and avoiding people, then trusting them to his own misfortune, then avoiding them once again. This circular pattern turns out to be the part that bugged people because some passages of the book seem to repeat, to the extent that you wonder if it’s a printers’ error because you could SWEAR you’d just read the same thing 10-15 pages back – except that there are very slight changes. This reflects the circularity and routine of Håkan´s life, an almost pointless existence.I read this with my wife and while I liked it and recognized what Díaz was trying to do, my wife just found it depressing, and boring in parts. I can’t disagree but this alternate vision of historical fiction and the poetry – again, I’ll mention Martín Fierro – is probably why it was shortlisted for the Pulitzer. (His next book, “Trust”, was a co-winner.) It’s not a book for anyone, especially if you enter with a specific vision of what a Western, coming-to-America book should be – because it’s not that. It’s a book that challenges you – Díaz is a big Henry James fan – so you have to be in the mood and prepared for that.[ANECDOTE:] I attended his presentation of “Trust” in Santiago and had a chance to speak to him, as well as baffle the Chileans around me, including my wife. First, I told him that I was born in the section of Brooklyn that he mentions in the book, Fort Greene. He looked at me in amazement and said, “Get out!” (People wondered if I was being asked to leave!) Then I told him that his books aren´t available here in English so I’d read “In the Distance” as an illegal download. He looked at me, poker-faced, held out his hand and said, “You owe me 15 bucks,” paused for a beat, then laughed. However, he signed my wife’s book with a dedication to the Brooklyn homeboy! (And he let me keep my money.) He’s very funny and if you catch him on YouTube in English, you’ll enjoy it!...more",Notes are private!,0,3,1,"Apr 11, 2023","Apr 17, 2023","Apr 11, 2023",,ebook,view (with text),/book/show/36875376-in-the-distance
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bush Studies,"Baynton, Barbara",,,,140        pp,3.37,253,"Jul 20, 1902",1980,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2023",,Hardcover,view,/book/show/33520981-bush-studies
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Year of Rest and Relaxation,"Moshfegh, Ottessa",0525522123,9780525522126,,304        pp,3.64,"394,835","Jul 10, 2018","Jul 10, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was prepared to enjoy this book for all the wrong reasons as I really knew very little about it going in. I knew that my wife had enjoyed it but we I was prepared to enjoy this book for all the wrong reasons as I really knew very little about it going in. I knew that my wife had enjoyed it but we have a pact of not telling each other much about books one of us has read if the other is going to read it. It’s the same with reading s beforehand; we like to make up our own minds. I can also see from the s that this book has produced an interesting split between those who got into it and those who couldn’t wait to get out. (a.k.a. “The Gatsby Effect.”)First of all, I find alcoholics and drug addicts both sad and boring; those who think of look down on it as a weakness or character fault that can be just given up, or who think it just comes out of thin air, just don’t understand but those who think that the town drunk is hilarious don’t get it either because there is usually something behind it that fuels it. This is not to say that the occasional overindulgence isn’t funny but what is in this book is what happens when it becomes the only reason for living, the wait to go back under again where things don’t hurt quite so much. The narrator of this story has a lot of pain and like many of us, would just like to erase the past and start fresh. There are two things which enable her to try to do this, a seemingly endless supply of money and a psychiatrist who´s more than willing to write endless prescriptions in order to make a profit. I understand how some people find it difficult to sympathize with a tall attractive, blond rich girl who’s depressed – what does she have to be depressed about? – but problems she has while problem-solving abilities she doesn’t. She also had zero parenting and an alcoholic, depressive mother who soaked up pity like a sponge. I also understand why many people found her best (and only) friend, Reva, annoying because she’s a stereotypical whining type who only focuses on what she doesn’t have and the narrator does, but I’ve had best friends who constantly bugged the shit out of me but who I missed in equal measure when they weren’t there.So, the story about how she’d like to go to sleep for a year and wake up reborn in a new world isn’t so far from what other people sometimes wish. (Along perhaps with a time machine so they could go back and have a “do-over”.) Moreover, the possible reaction by a reader to all the events isn’t surprising, either, because depressed and/or addicted persons ARE maddeningly frustrating. There are just SO many people you’d like to slap, it’s hard to know where to start. No matter, I was still rooting for her to get out of her hole because it wasn’t of her own making; she’d had a lot of help getting there and without ever having learned how to cope added to a pill-pushing doctor (who epitomized the problem of mental health care in this world), she needed my good wishes. I liked the book but found it too frustrating to really enjoy....more",Notes are private!,0,5,1,"Apr 06, 2023","Apr 09, 2023","Apr 06, 2023",,ebook,view (with text),/book/show/41224994-my-year-of-rest-and-relaxation
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Plainsong        (Plainsong, #1)","Haruf, Kent",0375726934,9780375726934,0375726934,320        pp,4.03,"73,801","Oct 04, 1999","Jan 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My wife and I both liked this book very much, maybe because we grew up in cities and we’re charmed a bit with the idea of a small town as an extended My wife and I both liked this book very much, maybe because we grew up in cities and we’re charmed a bit with the idea of a small town as an extended family. On the other hand, I started my teaching career in a small town and I also know the problems of everyone knowing everyone else’s business, but being too polite to mention it to your face. No anonymity there.This was a story with heart to spare where all the problems and situations you can find in a bigger place are just as present in a smaller one. Violent acts, teenage pregnancy, love (or just a warm bed to share), loneliness and untapped (or overlooked sources) of kindness – all under a microscope of sorts. As a teacher, I could identify with one of the principal characters who felt that a student ought to do some work to graduate while he’s confronted with an administration who just wants to see the back end of a troublesome student, the idealism of teaching vs the pragmatic view of holding back a student not serving for much. I enjoyed this book tremendously and hope to read the next two in the series. It’s a shame that the author has passed on and there won’t be a prequel to hope for but we have to be satisfied that there’s this much, at least....more",Notes are private!,4,9,1,Apr 2023,"Apr 05, 2023","Apr 01, 2023",,Unbound,view (with text),/book/show/7083159-plainsong
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loon Lake,"Doctorow, E.L.",0553200275,9780553200270,0553200275,295        pp,3.49,"1,569",1980,"Jan 01, 1981",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2023",,Mass Market Paperback,view,/book/show/6563130-loon-lake
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Sir, With Love","Braithwaite, E.R.",,,,189        pp,4.19,"14,213",1959,Aug 1968,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this after seeing the film in the cinema, way back when, and most of the controversies were beyond me. It was also my first experience of a filI read this after seeing the film in the cinema, way back when, and most of the controversies were beyond me. It was also my first experience of a film having been changed from the book as there was no hint of interracial romance in the film but I think it was present in the book. As I say. a long time ago....more",Notes are private!,0,1,1,Jan 1968,Jan 1968,"Mar 12, 2023",,Paperback,view (with text),/book/show/11489137-to-sir-with-love
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Swann's Way        (In Search of Lost Time, #1)","Proust, Marcel",0375751548,9780375751547,B09L771DH2,615        pp,4.14,"60,145","Nov 14, 1913","Jun 23, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/133539.Swann_s_Way
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In My Father's Court,"Singer, Isaac Bashevis",0374505926,9780374505929,0374505926,320        pp,4.26,"1,110",1956,"Oct 01, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/224269.In_My_Father_s_Court
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reef,"Wharton, Edith",0684824442,9780684824444,0684824442,336        pp,3.64,"2,265",1912,"Jul 24, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/1180396.The_Reef
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sugar Street        (Cairo Trilogy, #3)","Mahfouz, Naguib",0385264704,9780385264709,0385264704,308        pp,4.28,"8,634",1957,"Dec 15, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/778638.Sugar_Street
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nineteen Eighty-Four,"Orwell, George",0140817743,9780140817744,0140817743,352        pp,4.19,"4,597,864","Jun 08, 1949","Feb 13, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/1781701.Nineteen_Eighty_Four
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,"Sides, Hampton",038549565X,9780385495653,038549565X,344        pp,4.24,"36,614","May 15, 2001","May 07, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/94799.Ghost_Soldiers
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mambo Kings Play Songs of Love,"Hijuelos, Oscar",,9780060973278,0060973277,448        pp,3.67,"12,377",1989,Aug 1990,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Paperback,view,/book/show/1276879.The_Mambo_Kings_Play_Songs_of_Love
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Buddha of Suburbia,"Kureishi, Hanif",0571142745,9780571142743,B00134FZNY,284        pp,3.74,"18,947","May 07, 1990",1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Paperback,view,/book/show/117665.The_Buddha_of_Suburbia
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daydreams of Angels,"O'Neill, Heather*",155468451X,9781554684519,155468451X,368        pp,3.96,"1,426","Apr 02, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Paperback,view,/book/show/22812823-daydreams-of-angels
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heart So White,"Marías, Javier",1860463398,9781860463396,1860463398,288        pp,4.02,"14,628","Feb 13, 1992","Oct 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2023",,Paperback,view,/book/show/982904.A_Heart_So_White
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fathers and Sons,"Turgenev, Ivan",,9781909399549,190939954X,253        pp,3.99,"89,423",Feb 1862,2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Paperback,view,/book/show/26586097-fathers-and-sons
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Last Night in Twisted River,"Irving, John*",0345523776,9780345523778,0345523776,608        pp,3.78,"26,879",2009,"Jan 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Mass Market Paperback,view,/book/show/8441595-last-night-in-twisted-river
