,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elle's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grownup,"Gillian, Flynn",1474603041,9781474603041,1474603041,79        pp,3.56,"135,209","Jun 17, 2014","Jan 01, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The point of a plot twist is to shock the audience. It is no longer shocking when the plot twist is plot-twisted out of.This novella is one of GillianThe point of a plot twist is to shock the audience. It is no longer shocking when the plot twist is plot-twisted out of.This novella is one of Gillian Flynn’s only works that is not a full-length novels, and at first, I was really liking it. The atmosphere is undeniably creepy. Her writing is undeniably solid. The lead, though in some ways kind of blandly Dark, has a sense of sarcasm to her narration that I admit to enjoying. And then it threw me the first plot twist. And I thought it was amazing.And then it threw me the second plot twist. And I swear to god I made this exact face:[image]I mean, I really don’t have much to say about this. I fully admit that it’s a compelling story and hard to put down - I listened to the whole story in one sitting. But is an hour of my life really worth the absolute Zip Zilch Nada I got from this book? No. Okay, probably. But it’s not worth YOUR time....more",Notes are private!,0,43,1,"Mar 23, 2018","Mar 23, 2018","Mar 23, 2018",,Paperback,view (with text),/book/show/26847374-the-grownup
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Full Disclosure,"Garrett, Camryn*",1984829955,9781984829955,1984829955,320        pp,3.92,"7,453","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The fact that Cam is one of my friends has absolutely nothing to do with how absolutely incredible this book was. Because the thing is, this releases The fact that Cam is one of my friends has absolutely nothing to do with how absolutely incredible this book was. Because the thing is, this releases on October 29th, and I cried twice reading this, and it actually understands What Real Life Teenagers Are Like, and on the level that I am a er who wants to recommend you books you’ll love, I think you should read this if you like tender slice-of-life YA contemporary about bisexuality and being HIV+ and the power of both familial and platonic and romantic love. If that sounds interesting to you, here is a very abridged list of things that really resonated with me about this book: ➽the positivity of Simone’s dynamic with her dads, and the fact that they each feel like fully realized people with their own problems but are still loving and kind➽Simone being a teenager with HIV who did not get it from some kind of traumatic event, but from her mom, and it being an experience she has, not something that defines her➽Simone’s best friends being so central in her life — I feel like sometimes I read YA where the main character has best friends but you would not know it because they interact twice the whole book. Claudia and Lydia are both excellent➽the fact that very casually Claudia is an ace lesbian and Lydia is bi. the solidarity of it all➽Simone being bi and closeted even in a situation where she’s not in danger: she’s just not ready and has had bad experiences, and the fact that the narrative is empathetic towards that and it’s also not the only experience in her life➽Simone’s drama passion feeling like such an important part of this narrative➽just in general I think this book does an amazing job of making Simone really multifaceted because that’s what human beings are like➽also, the drama teacher tea in this book. hit so close to home why are drama teachers Like That➽this one quote:(view spoiler)[  Last week, my health teacher made this long speech about how girls should spend their formative years discovering themselves and making close friends. Friendships, she said, are just as fulfilling as relationships. And I guess she’s right. I’m so grateful to have found Lydia and Claudia. I love them tons, but not in romantic way. Not having that makes me lonely in a way I can’t really describe.(hide spoiler)]➽the positive (and really funny) discussion of masturbation for women➽that one scene with Claudia and Lydia…… this trio is so. my senior year best friend experience➽the portrayal of Claudia and Lydia each to certain degrees not knowing how to discuss HIV, slash their friend being bi, but also being willing to grow and change from that➽that section in which Miles says he doesn’t care about people talking about musicals, he likes the way Simone talks about them. like if someone said that to me I too would risk it all➽the fact that Simone’s past with Sarah feels fully fleshed out despite us not getting a flashback? I feel like it’s really easy to resort to flashbacks so I appreciated the slow reveal➽I did not guess the ending until a few pages before and i a l w a y s guess the ending➽I know I’ve talked about Simone and her dads already. but genuinely they made me cry once and tear up several other times➽also this quote:(view spoiler)[  We can’t live by them. We continue living our lives and fighting the fight. You can’t just let people control you with their hate. You keep living, Simone.(hide spoiler)]➽the entire section between Simone and Miles where *** ***** *** is just………… it's so tender. honestly all their interactions are so tender I was just ...more",Notes are private!,0,154,1,"Sep 22, 2019","Sep 23, 2019","Mar 23, 2018",,Hardcover,view (with text),/book/show/38897636-full-disclosure
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Day in the Life of Marlon Bundo,"Twiss, Jill*",1452173966,9781452173962,B07BK2B91S,35        pp,4.64,"17,297","Mar 18, 2018","Mar 18, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I SHOULD NOT HAVE SQUEALED THIS LOUD AT A BOOK ABOUT BUNNIES BUT HERE WE ARE. oh hey, in case you haven't heard, John Oliver trolled Mike Pence's homoI SHOULD NOT HAVE SQUEALED THIS LOUD AT A BOOK ABOUT BUNNIES BUT HERE WE ARE. oh hey, in case you haven't heard, John Oliver trolled Mike Pence's homophobia by writing a really important children's book featuring Mike Pence’s bunny falling in love with another boy bunny and then donated all the proceeds to the Trevor Project. US Politics is wild but sometimes good things occur. also I can’t believe the Trevor Project got a donation and I got to squeal for it what kind of symbiotic relationship...more",Notes are private!,0,115,1,"May 03, 2018","May 03, 2018","Mar 23, 2018",,Kindle Edition,view (with text),/book/show/39319227-a-day-in-the-life-of-marlon-bundo
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Siege and Storm        (The Shadow and Bone Trilogy, #2)","Bardugo, Leigh*",,,,435        pp,3.82,"607,431","Jun 04, 2013","Jun 04, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"how can this book have been so much better than book one, or book three, and yet still... not good?“You just punched a prince, Alina. I guess how can this book have been so much better than book one, or book three, and yet still... not good?“You just punched a prince, Alina. I guess we can add one more act of treason to our list.”I shook out my sore hand. My knuckles smarted. “First of all, are we so sure he really is a prince? And second, you’re just jealous.”“Of course I’m jealous. I thought I was going to get to punch him. That isn’t the point.”2 1/2 stars, again. Again, very mixed feelings, so I’m going to start by talking about why this book is BETTER!First of all, way better plot! Bigger scope! Higher stakes! More interesting buildup! YOU DON’T KNOW WHAT’S GOING TO HAPPEN EVER! I know nothing really happens, but it manages to be so high tension anyway. Not to be all writer-y, but you can totally tell that Bardugo knows what she’s doing with dramatic tension now. She has that shit far more in control. And also there’s political intrigue with Nikolai and Vasili! Except this is the non-boring kind of political intrigue. I support this political intrigue and not the bad excuse for political intrigue the first book offers. Second of all, char-ac-ter-de-vel-op-ment. I suddenly like Alina! I suddenly really like Alina, who is exploring her dark side. Wish the narrative would let this series get as dark as it deserves to be and will discuss that down below!!As a last note, I know everyone says this, but I love Nikolai. I think my mother might actually be in love with Nikolai. This might have something to do with him being the only non-shitty guy in this whole love triangular pyramid. Mal crossed his arms and considered the privateer. ""I can't decide if you're crazy or stupid.""""I have so many good qualities,"" Nikolai said. ""It can be hard to choose.”The thing is, this book is a huge improvement over book one, but it’s still not really all that good? I will admit, on a small note, I thought the beginning of this book was kind of shitty. A thing happens in the first, like, four pages that negates everything that happened in the prologue or at the very end of the last book. Entire plot points could have been skipped. Why.→ the love pyramid ←All of you failed basic geometry, because this is not a love square, it is a love triangular pyramid. In which one of the ends is rotted, one is also maybe banging a different point of a different triangular pyramid, and one has zero chemistry with the point of the triangular pyramid but is so awesome that he’s the best option by default. Yeah, I don't like this triangle very much. Shocker. Mostly because the Darkling is a burnt chicken nugget and I hate him, and I might actually find his villain-y character really intriguing, but the fact that he is discussed as a viable love interest on this website is creepy. But the issue isn't even really with the love triangle! It's with the fact that the love triangle is there to build into love drama that takes away from the seriousness of the plot. So let's discuss the real trouble here:→ all the petty drama ←We Need To Talk About Mal. Who is suddenly an asshole and I understand why everyone likes Nikolai better. But... okay. I actually think his motivations make a lot of sense? Yeah, he's being a dick, but he's not being an abuser (as much of the discourse on book twitter has previously seemed to imply). More than anything, I'm simply bored by him.""'Not my type, but handsome.'My brows shot up. In my experience, Mal was just about everyone's type.""There’s this moment where Tamar says Mal “isn’t her type” and Alina is literally like “but Mal is EVERYONE’S type” and although A) I call bullshit on that, I also think it's absolutely hilarious that B) the line is meant to indicate Tamar is a lesbian. [Okay, yeah, I actually knew that going in.] → the real problem ←But the problem isn't even really with Mal. Or really with Alina. The problem is the narrative of this book just will not let this series get as dark as it deserves to be. This series is one about awful characters doing awful things in which the lead is basically slowly losing her humanity and the villain is maybe possibly doing it for the right reasons and the love interest is insecure and the princes are shitty and really, no one is doing the right thing, and certainly not for the right reasons. But it refuses to let itself be this. I keep feeling Bardugo come thiiis close to inner darkness and antihero power and then shying away. I respect that the YA market a few years ago was very different, that we ate up that Zoya-makes-Alina-jealous plotline and weren't so invested in Alina's glorious antiherodom. But I really think this series is wasted potential personified.Yeah. Those are my thoughts. I am not a fan. I'm really disappointed in how much I am not a fan.Blog | Youtube | Twitter | Instagram | Spotify | About...more",Notes are private!,5,1214,1,"Mar 21, 2018","Mar 28, 2018","Mar 21, 2018",,Hardcover,view (with text),/book/show/14061955-siege-and-storm
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gideon the Ninth        (The Locked Tomb, #1)","Muir, Tamsyn*",1250313198,9781250313195,1250313198,448        pp,4.22,"134,016","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“One flesh, one end, bitch.”I genuinely think about this book all the time, and I just need to say that this is the most upset I’ve been by an end“One flesh, one end, bitch.”I genuinely think about this book all the time, and I just need to say that this is the most upset I’ve been by an ending to a book in several years. When I completed it I started yelling audibly and my roommate, who was also awake, I believe may have become genuinely concerned for my sanity. Gideon the Ninth looked at me and said I could make her worse, and then it did, and it’s incurable. The gay people at my college own four collective copies of this and we pass it around to first years like a mini cult indoctrination and you now the worst part? It works. I cannot talk about the things about this book that make me genuinely crazy without getting into spoilers, so here is my short pitch: Lesbian necromancers in space, except the space part isn’t that relevant. In reality, it’s a And-Then-There-Were-None-esque murder mystery in which the two main characters are a buff lesbian with a sword and the most fucked up woman you have ever seen in your life. You will not solve the murder mystery. Gideon, the main character, makes the worst puns I have ever heard and it’s fantastic. I cannot even begin to explain how compelled I am by Harrow. No one in this book can be normal for more than ten seconds at a time. At least one meme will be quoted per book. I have never read anything more homoerotic in my life than the pool scene. I laughed. I also cried a lot. You should read it. Here are a few more detailed thoughts that I can give: Tamsyn Muir is genuinely fantastic at crafting a building narrative. You do not know how invested you are in Gideon the Ninth until the hits start coming, and by then Muir is ready to hit you with a punch. The first half is solid and interesting, but the last hundred pages are fully the best hundred pages of any book I have read in my life. (And it helps that her action writing is fantastic.)The main characters and side characters alike are so interesting. Harrow has the single most compelling backstory of any character I have had the delight of reading about. She has so many problems and I love her. Some highlights of the wider cast include Judith of the Second House; Ianthe and Coronabeth, incredibly abnormal twin heirs to the Third House; Palamedes and Camilla of the Sixth House, the latter of whom is honestly the most normal person in this book; and Dulcinea and Protesilaus, also normal people of the Seventh House. I am also obsessed with Gideon because she has just… the funniest narrative voice. Some examples?“I need to be inside you,” Harrowhark bellowed over the din.“Okay, you’re not even trying,” said Gideon.“Did you know that if you put the first three letters of your last name with the first three letters of your first name, you get ‘Sex Pal’?”Speaking of which I am. Embarrassingly invested. In the dynamic between Gideon and Harrowhark. I think about them all the time, by which I mean I’ve spent several days of my life consumed by thinking about them. I cannot say anything else at this time for legal reasons but just now that as if we are ever speaking I am pretending to be invested in our conversation but I am actually thinking about Gideon and Harrow. ___SPOILER SECTIONgay people: (view spoiler)[“I’ve lived my whole wretched life at your mercy, yours alone, and God knows I deserve to die at your hand. You are my only friend. I am undone without you.”Okay. Listen. I think there might be something wrong with me but this dynamic genuinely kills me. The desire in my heart for them to tenderly kiss on the lips is like a physical urge it’s tearing me apart. This might have been my joker origin story. (hide spoiler)]about harrow: (view spoiler)[I think “born a war crime” is a genuinely fascinating allegory for childhood trauma. Harrow has essentially been carrying the guilt for seventeen years of knowing her existence means the death of 200 innocents, and she blames herself totally and utterly, but she does not have a choice in that. (hide spoiler)]the twists: (view spoiler)[The true nature of lyctors genuinely haunts me I think about that reveal all the time. And also Dulcinea being Cytherea is truly a banger. I love Ianthe being duplicitous, I love how many moving parts there are to this book, I love that you don’t really suspect the right people and when you do it’s never for the right things. (hide spoiler)]spoilers for harrow the ninth: (view spoiler)[“I have spent your life trying to make you regret that you weren’t dead, all because—I regretted I wasn’t! I ate you alive, and you have the temerity to tell me that you’re sorry?”HNNNG I just noticed the foreshadowing of this. Harrow I don’t know how to tell you this but in the next book she is going to fully on page say that all she ever wanted you to do was eat her. which is by the way one of the absolute craziest lines I’ve ever read in my life I cannot stop thinking about it. (hide spoiler)]In conclusion. I think about this book all the time. I have been getting all of my friends to obsess over it and I think you should hop on this train, personally. Blog | Youtube | Twitter | Instagram | Spotify | About |...more",Notes are private!,0,537,1,"Aug 07, 2020","Jun 08, 2021","Mar 19, 2018",,Hardcover,view (with text),/book/show/42036538-gideon-the-ninth
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Ocean Was Our Sky,"Ness, Patrick",,,,160        pp,3.61,"8,255","Sep 04, 2018","Sep 04, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a lovely illustrated graphic novel about the need to analyze war beyond simple prophecy. Patrick Ness really shines when given a basic thematiThis is a lovely illustrated graphic novel about the need to analyze war beyond simple prophecy. Patrick Ness really shines when given a basic thematic core to live off of; even a simple story like this feels super engrossing in the context of the gorgeous art. So what I like about this story is the commentary on war and prejudice. Within this story, the primary dynamic is between the whale world and the human world - the human world resents the whales as killers, and the whale world resents the humans as killers. And the world of whales lives in fear of a monstrous creature known as Toby Wick. The main theme here is the idea that a side of a war is not a monolith. Every person of a certain population is not the same, do not think the same. And villainizing one side, blaming a monolith for the sins of one, will not end well. The writing is a bit dry, and I'm sure it won't work for everyone, but I adored slipping into this mythic world, and I adored looking at the art. And the art wasn't even finished in my arc. I want so much more of Rovina Cai's art.Blog | Goodreads | Twitter | Youtube...more",Notes are private!,0,56,1,"Jun 20, 2018","Jun 20, 2018","Mar 19, 2018",,Hardcover,view (with text),/book/show/36979356-and-the-ocean-was-our-sky
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sawkill Girls,"Legrand, Claire*",0062696602,9780062696601,0062696602,447        pp,3.67,"17,748","Oct 02, 2018","Oct 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Screw that book,” said Val. “It was written by men.” She held out her free hand to Marion. “We’re rewriting it.”First of all, if you want“Screw that book,” said Val. “It was written by men.” She held out her free hand to Marion. “We’re rewriting it.”First of all, if you wanted to see a Buzzfeed Unsolved investigation into this book, yes, that exists, and there aren't even spoilers. Second of all, this book was a freaking masterpiece and I need you all to read it. Sawkill Girls is a book about not being your parent’s mistake, the deep and long-lasting effects of trauma and loss, and the repression of grief we all go through. It’s also a horror book. Also, it’s also about three girls and they’re all sapphic and all so well written and developed I want to cry. I don’t quite know how to describe what made this book so fantastic - it’s a character study that’s also a thriller, a supernatural horror movie that’s also a discussion of grief and trauma. The thematic arc around Zoey’s loss of Thora; Marion’s experience with loss of someone close to her, and her experience of losing her mother’s being fully there, a loss of a loving family that isn’t even full; and Val’s feeling of never having had a loving family, but mourning for the love she’s never gotten nonetheless. It’s just fucking awesome. ➽C H A R A C T E R S→Marion - bisexual daughter of a mother in mourning, trying to find her own identity.→Val - morally grey lesbian abuse survivor. if any of you know me you possibly know that this a character archetype written for me, personally,→Zoey - black and bi and asexual legend trying to recover from grief over a friend. ...more",Notes are private!,0,439,1,"Nov 14, 2018","Nov 27, 2018","Mar 19, 2018",,Hardcover,view (with text),/book/show/38139409-sawkill-girls
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When Dimple Met Rishi        (Dimple and Rishi, #1)","Menon, Sandhya*",1481478680,9781481478687,1481478680,380        pp,3.69,"53,874","May 30, 2017","May 30, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t understand why y’all have such a deep and everlasting hate for this book but that being said, I have gone from Liking this book to Not Liking I don’t understand why y’all have such a deep and everlasting hate for this book but that being said, I have gone from Liking this book to Not Liking this book over the eleven days I have been reading it and am no longer interested in completing. the Drama is just so obviously there and the romance is going down a super obvious trajectory. and this is despite beginning with the most brilliant Meet Cute Idea ever, maybe [i do not understand how any one of you has hated on Dimple for throwing her iced coffee at Rishi. have you never interacted with a man in your life]points for that one line about Snobby Atherton Kids because i go to school in Atherton and that is the most relatable Bay Area mood. also points for Sandhya Menon being both the classiest and most savage Twitter user I know and for my girlfriend being in her book acknowledgments. I’m so sorry @ girlfriend you didn’t deserve this I’m sorry✨I am for some inconceivable reason in a Romantic mood and this exceptionally polarizing book will hopefully be Adorable...more",Notes are private!,0,89,1,"Mar 14, 2018","Mar 25, 2018","Mar 14, 2018",,Hardcover,view (with text),/book/show/28458598-when-dimple-met-rishi
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kingdom of Souls        (Kingdom of Souls, #1)","Barron, Rena*",0062870955,9780062870957,0062870955,496        pp,3.73,"5,510","Sep 03, 2019","Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So this book apparently has not been announced yet, but it's being pitched as Wonder Woman in a West-African inspired world. also, it's about a girl wSo this book apparently has not been announced yet, but it's being pitched as Wonder Woman in a West-African inspired world. also, it's about a girl with no power trying to defeat her sister with power. sign me up....more",Notes are private!,0,50,0,not set,not set,"Mar 11, 2018",,Hardcover,view (with text),/book/show/43245862-kingdom-of-souls
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Asked for Perfect,"Silverman, Laura*",1492658278,9781492658276,1492658278,267        pp,3.80,"6,101","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was really, really, weird reading a book about the stress of applying to college your senior year only a month after getting into college... my senIt was really, really, weird reading a book about the stress of applying to college your senior year only a month after getting into college... my senior year. ""I think of all my classmates, bent over textbooks, shoulders strained under heavy backpacks, eyes hooded from lack of sleep. We’re all in it together, whether we want to be or not.""You Asked For Perfect follows Ariel, a bisexual Jewish boy trying to become class valedictorian and later get into Harvard. BUT: his best friend Sook wants him in her band, he has fierce competition from fellow amazing student Pari, a failed quiz grade has other plans for him, and to top it all off, his math tutor Amir is just really crushworthy. This book did feel a little too slice-of-life for my personal tastes. The character arc is absolutely there, but it takes place over the course of a month, and it's honestly a fairly simple story in actual plot concept: boy can't be perfect, boy fails to be perfect and beats himself up over it, boy realizes he doesn't have to be perfect. What makes this stand out is the subject material, but I definitely wanted... a little bit more. I think the reason this will work for so many people is because it's just so entirely relatable. And if you'll forgive me, I had a lot of thoughts about academic pressure and high school. Ariel, the lead, is — I swear to god — so similar to many of my friends it kills me. But that's not to say I don't understand the academic pressure, because I completely do and I've been there in a lot of these situations. I've never been the friend who doesn't show up, but I've absolutely been the friend who doesn't make the effort, and who thinks too much about getting everything done. And I've also been the inferiority. I'm a really good student — I don't want to downplay that — but I've genuinely never been at valedictorian level grades. I go to an intense private school where being a good student makes you just sort of average and by those standards I'm not good at science and just okay at math, and reading this was so strange because a part of me almost felt jealous; not of the stress, because I've had that level of stress, but of the fact that valedictorian was a payoff in sight. And there is no part of me that wants to go to Harvard, and I'm actually ecstatic about the school that I'm going to, I think it would have been my favorite school whether it was an Ivy or not, and I am so glad that it wanted me in all of my humanities-student glory (I am, truly, a very good writer). But there's a part of me that was almost angry reading this book, that everyone is working so so hard and perfect is just what we expect from our students now.It's not just Ariel's parents, who are fine, or his teachers, who are putting pressure on him but not malicious. It's the pressure we all put on ourselves. And I know me ranting about this does absolutely nothing to solve the actual problem. But I think it might be worth considering, to the high school students that follow me — you don't have to go to Harvard to be the smartest person in any room. And it is amazing to ace classes, I completely understand just how important it feels, but no amount of acing your classes will make you the most interesting person in any room. And this sounds dumb, because you've heard it, but you really, really can get into college without being the valedictorian, and you really, really don't need to be at Harvard, or even be Harvard material, to be an incredibly brilliant, interesting person. Can I tell you a secret? I never would have gotten into Harvard. And you know what, I could have tried, maybe. I could have dropped this blog and stopped reading and stopped doing the school shows and stopped talking to my friends and stuck with Mock Trial and done math homework in my English classes and gritted my teeth through that godawful biology class just to get an A. But instead, I took my SAT one time and wrote my common app on this blog and my essay on the legacy of being a very-out and super-friendly lesbian at the school, and I'm going to the right school for me. So maybe the real secret is that we all need to work on drawing our self-worth from school. And maybe get a cute significant other, spend some time with our siblings, talk to our Rabbis, go to all our friend's band performances, and get some sleep. release date: 5 March 2019✨Arc received from the publisher via Netgalley for an honest . 💜Buddyread with the wonderful Kaylin!Blog | Goodreads | Twitter | Instagram | Youtube...more",Notes are private!,0,309,1,"Jan 16, 2019","Jan 17, 2019","Mar 10, 2018",,Paperback,view (with text),/book/show/33299465-you-asked-for-perfect
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That's Not What Happened,"Keplinger, Kody*",1338186523,9781338186529,1338186523,336        pp,3.76,"17,448","Aug 28, 2018","Aug 28, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I didn't even KNOW Kody Keplinger had a new book releasing holy shitI didn't even KNOW Kody Keplinger had a new book releasing holy shit...more,Notes are private!,0,19,0,not set,not set,"Mar 10, 2018",,Hardcover,view (with text),/book/show/37825410-that-s-not-what-happened
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Song Below Water        (A Song Below Water, #1)","Morrow, Bethany C.*",1250315328,9781250315328,1250315328,288        pp,3.75,"11,418","Jun 02, 2020","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this. I actually adored this. Everything about this fantasy commentary on misogynoir just hit exactly at the mark, and I devoured it in two daI loved this. I actually adored this. Everything about this fantasy commentary on misogynoir just hit exactly at the mark, and I devoured it in two days out of sheer enjoyment. I know I’ll keep Tavvia and Effie with me for a long, long time. A Song Below Water follows sisters Tavia and Effie, the former of whom is a siren—a magical metaphor for misogynoir—and the latter of whom might be cursed. This fast-paced YA fantasy novel has a fantastically creative premise, but the execution doesn’t take that for granted—instead, it pays attention to the humanity of each character. These two each feel so fleshed out. Tavia has a passion for song, a complex relationship with her father, a complex ex named Priam, and a loving relationship with care tutorial maker Camilla Fox; Effie has a job playing a mermaid at Hidden Scales fair, a long-term love affair with a coworker named Elric, and significant trauma with sprites. Their character quirks and interests make them each instantly compelling and a treat to root for. I particularly adored Effie, but each narrator resonated with me in different ways. I think fantasy metaphors for racism and systematic oppression are both fantastically easy to get wrong and, when done right, can be stupendous. Morrow’s handling of this particular element is brilliant, and one of the best examples I’ve seen in recent years. Overall, this book instantly grabbed me and was a treat the whole way through. I’m so excited to see more by Morrow, and to read the sequel! Blog | Youtube | Twitter | Instagram | Spotify | About |...more",Notes are private!,0,102,1,"Jun 09, 2021","Jun 10, 2021","Mar 10, 2018",,Hardcover,view (with text),/book/show/39085465-a-song-below-water
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Salt,"Moskowitz, Hannah*",1452131511,9781452131511,1452131511,258        pp,3.52,402,"Oct 30, 2018","Oct 30, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A solid 3 1/2 stars. Hannah Moskowitz has a penchant for very small narratives in very big worlds, and it’s one I appreciate. And adore.Okay, so what A solid 3 1/2 stars. Hannah Moskowitz has a penchant for very small narratives in very big worlds, and it’s one I appreciate. And adore.Okay, so what is this book? Salt is basically a very personal narrative about finding your place in the world, set in the environment of Supernatural: ocean version, feat. a really great focus on family.Yeah. I know. Wild blurb.I think I just really like contained narratives that focus around family groups. This one is intensely character driven and very contained, extroardinarily fast-paced - an easy binge - and overall a lot of fun. I wish I had more to say than that, but listen - if my one-sentence description was appealing to you, you’ll enjoy this. I don’t even know if that one-sentence description is appealing to me and I still thought this was a fun read. This  was a mess and so am I. Recommended. Blog | Goodreads | Twitter | Youtube...more",Notes are private!,0,89,1,"Apr 29, 2018","Apr 30, 2018","Mar 05, 2018",,Hardcover,view (with text),/book/show/37826494-salt
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Exit Strategy        (The Murderbot Diaries, #4)","Wells, Martha*",,,B078X1N8VF,176        pp,4.39,"99,389","Oct 02, 2018","Oct 02, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was very dramatic, like something out of a historical adventure serial. Also correct in every aspect except for all the facts, like somethiIt was very dramatic, like something out of a historical adventure serial. Also correct in every aspect except for all the facts, like something out of a historical adventure serial.Amazing. As always.I’ve written a full  for the Murderbot series before, so I guess the biggest thing I have to say about this conclusion novella is that it sticks to everything it has already succeeded at. This series is… so much fun, and also one of my favorite examples of playing with tropes I’ve ever seen. Robots-turning-human stories often utilize the trope of the robot falling in love. This is a trope we have all read before and been annoyed by before. This series? No romance. No romantic feelings. Murderbot is growing feelings, yes, but platonic feelings.The thing I really, really, really like about these is how they play with the trope of the close-to-human-being who reads as non-neurotypical. I think often when books use or incite this trope, it’s for a side character or evil character, and it just kind of reads awful. But I personally love this trope when done well.I think neuroatypical people are very, very used to seeing themselves in mostly villains. But more importantly, I think we are very used to seeing ourselves as outsiders - we project ourselves onto characters who are considered monstrous by the rest of the world because they don’t feel in the same way everyone else does. That’s… me, and it has always been me. I obsess over media because it is one of the lenses through which I first saw the world. I avoid being emotional in front of other people because I have taught myself to hide my emotions. I overcommunicate and feel too much [had to get that Hayley Kiyoko reference in]. But I am also a human being, even if it’s sometimes hard for people to see me as such.So though it may sound weird, the fact that this series writes a character who reads as somewhat non-neurotypical, but is not villainized for this, and is constantly framed as a good person trying to do their best - that means a lot to me. Well, and also they’re really funny. It was just announced that Martha Wells is coming out with more, and I honestly cannot wait.Blog | Goodreads | Twitter | Instagram | Youtube...more",Notes are private!,0,101,1,"Jul 04, 2018","Jul 04, 2018","Mar 03, 2018",,Kindle Edition,view (with text),/book/show/35519109-exit-strategy
