,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Frank's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beauty's Punishment        (Sleeping Beauty, #2)","Roquelaure, A.N.",0452281431,9780452281431,0452281431,256        pp,3.62,"28,370","Jan 01, 1984","May 01, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More adventures in sexual-slavery for the fairy princess. Not as intriguing as the first time I read it some years ago.I don't know if this could be wMore adventures in sexual-slavery for the fairy princess. Not as intriguing as the first time I read it some years ago.I don't know if this could be written today. While all the characters are willing participants, the fact that human trafficking has become better known—is in the news—adds a somewhat bitter after-taste to the entire affair. I do also remember thinking on the first reading of the trilogy that this was the weakest....more",Notes are private!,0,0,2,"May 10, 2012not set","May 18, 2012not set","May 18, 2012",,Paperback,view (with text),/book/show/18750.Beauty_s_Punishment
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boarding-House,"Trevor, William",0140107495,9780140107494,0140107495,254        pp,3.71,316,1965,1968,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of Trevor's earliest works, in the mode of The Old Boys and The Love Department, About those quirky, quare folk from John Bull's original island aOne of Trevor's earliest works, in the mode of The Old Boys and The Love Department, About those quirky, quare folk from John Bull's original island as can only be appreciated by an emirgré from that other island.I found a lovely hardcover first US edition on line (not the one pictured), which appears never to have been opened. I really enjoyed it....more",Notes are private!,0,1,1,"Apr 30, 2012","May 09, 2012","Apr 30, 2012",,Paperback,view (with text),/book/show/1693573.The_Boarding_House
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whereabouts Of Eneas McNulty,"Barry, Sebastian",0571230148,9780571230143,0571230148,308        pp,3.98,"2,806","Jan 01, 1998","Jun 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Never quite sure to say about Sebastian Barry's peculiar take on the world. And his contrarian view of Irish history. I wonder if he ever contemplatesNever quite sure to say about Sebastian Barry's peculiar take on the world. And his contrarian view of Irish history. I wonder if he ever contemplates an alternative history and if so what it might be like. ...more,Notes are private!,0,1,1,"Oct 07, 2012","Oct 15, 2012","Apr 28, 2012",,Paperback,view (with text),/book/show/997084.The_Whereabouts_Of_Eneas_McNulty
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mefisto,"Banville, John",0330372319,9780330372312,0330372319,240        pp,3.68,523,1986,"Aug 06, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What is it about John Banville's work that is so consistently amazing? I think perhaps it's the painterly quality with which he treats his subjects. TWhat is it about John Banville's work that is so consistently amazing? I think perhaps it's the painterly quality with which he treats his subjects. The scenery and local aren't just backdrop, a wash laid down hastily upon which his players act out their stories; they are characters in their own right, with enlivening emotions and volubility. Dust in a stream of sunlight is a character, the smell of apples and polished oak; all these strut their stuff upon the page as well the more human actors....more",Notes are private!,0,2,1,"Apr 23, 2012","Apr 27, 2012","Apr 23, 2012",,Paperback,view (with text),/book/show/1342001.Mefisto
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Legend,"Matheson, Richard",0575079002,9780575079007,0575079002,161        pp,4.06,"132,016",Jul 1954,Aug 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A friend of mine is attempting to get me to read more genre fiction, sci-fi and the like, and offered this. I haven't seen the film, so it was all newA friend of mine is attempting to get me to read more genre fiction, sci-fi and the like, and offered this. I haven't seen the film, so it was all new. I enjoyed it; it was crisp and quick. Literally a page-turner which I finished in one session.The edition I chose to represent my reading is not the one I had, however. I read one with additional short stories, and after trying a few of them, put it down, so as not to dilute the pleasant effects of the novella.I found the end just a little disappointing; I would have preferred Neville to have escaped. While I realise no one gets out of life alive, even Sisyphus had his rock forever. Were the boulder one day to randomly crush him in its descent, what would have been the point? I guess this is simple hubris. Or perhaps hopefulness....more",Notes are private!,0,0,1,"Apr 22, 2012","Apr 22, 2012","Apr 23, 2012",,Paperback,view (with text),/book/show/904621.I_Am_Legend
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,594","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I guess now I understand what all the fuss has been it about. This is a pretty smart little book, very ""modern"" (approaching post-modern) in the styleI guess now I understand what all the fuss has been it about. This is a pretty smart little book, very ""modern"" (approaching post-modern) in the style of story-telling. I don't know why I've put off reading Vonnegut until now....more",Notes are private!,0,0,1,"Apr 17, 2012","Apr 20, 2012","Apr 17, 2012",,Paperback,view (with text),/book/show/4981.Slaughterhouse_Five
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Wild,"Krakauer, Jon*",067942850X,9780679428503,067942850X,224        pp,4.01,"1,090,244","Jan 13, 1996",1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting story, right up there with John McPhee's classic Coming Into the Country. I read some criticism of the book which called-out Krakauer fAn interesting story, right up there with John McPhee's classic Coming Into the Country. I read some criticism of the book which called-out Krakauer for padding his magazine article, but it's important to have context—the more the merrier, I say. If anything, I wished that more time had elapsed between the events on the summer of 1992 and the publication of the book: more depth, more perspective. I would like to see a 20th Anniversary update....more",Notes are private!,0,0,1,"Apr 09, 2012","Apr 12, 2012","Apr 10, 2012",,Hardcover,view (with text),/book/show/1390757.Into_the_Wild
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Claiming of Sleeping Beauty,"Rice, Anne",0452266564,9780452266568,B0015YZ0GO,253        pp,3.23,"57,272","Jan 01, 1983",1983,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this first a number of years ago on loan from a friend and when I stumbled across a boxed set of the trilogy a few weekends ago at a jumble-salI read this first a number of years ago on loan from a friend and when I stumbled across a boxed set of the trilogy a few weekends ago at a jumble-sale in the Long Island Railroad parking lot along the Sunrise Highway, I picked it up.Maybe this is an application of the law of diminishing returns; one is constantly reminded that this is fantasy, a perverse fairy-tale which requires a very healthy dose of suspension of disbelief. I found it much less erotic than my memory of the first reading. At times it was almost a slog....more",Notes are private!,0,0,2,"Apr 05, 2012not set","Apr 08, 2012not set","Apr 05, 2012",,Paperback,view (with text),/book/show/6412768-the-claiming-of-sleeping-beauty
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passport,"Müller, Herta",1852421398,9781852421397,1852421398,93        pp,3.32,"2,786",1986,"Oct 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a harsh little story set in Communist Romania amongst the ""Swabian"" (minority German-speaking) community of the Banat, that region of the forThis was a harsh little story set in Communist Romania amongst the ""Swabian"" (minority German-speaking) community of the Banat, that region of the former Austro-Hungarian Empire divided between Romania and Yugoslavia at the end of the First World War. The main character, a miller, is attempting to bribe his way to a passport—an exit visa—for his wife, his youthful school-teacher daughter and himself. Both he and his wife survived the horrors of WWII (including imprisonment in the Soviet Union as Romania's totalitarian government was allied with the Axis Powers) and their only goal is to get to West Germany. But all the sacks of flour delivered to the local petty official controlling their fate amount to naught as compared with the ""personal interview"" demanded of this daughter.The style of writing is equally harsh: a staccato pace totally devoid of ornament which only highlights the dreary sameness and frightening randomness of life under totalitarianism. I was reminded of that other Nobel-winner Elfrieda Jelinek's style, though of course her subject is sexual totalitarianism rather than political. A powerful little book in all its simplicity, but hardly satisfying or pleasant. I guess every once-in-a-while, it's good to have art hit you over the head....more",Notes are private!,0,0,1,"Mar 26, 2012","Mar 31, 2012","Mar 26, 2012",,Paperback,view (with text),/book/show/2050211.The_Passport
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mayor's Tongue,"Rich, Nathaniel*",1594489904,9781594489907,1594489904,310        pp,3.17,398,2008,"Apr 17, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Nice stuff; a little magic realism from the shores of the island of Manhattan to the heights above that most Balkan of Italian cities, Trieste.",Notes are private!,0,0,1,"Mar 06, 2012","Mar 14, 2012","Mar 06, 2012",,Hardcover,view (with text),/book/show/2246240.The_Mayor_s_Tongue
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Passion of Judith Hearne,"Moore, Brian",159017349X,9781590173497,159017349X,230        pp,3.98,"3,220",1955,"Jun 15, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I first read this many years ago, probably after seeing the film version with Bob Hoskins and Maggie Smith (in the title rôle). I'd forgotten how loveI first read this many years ago, probably after seeing the film version with Bob Hoskins and Maggie Smith (in the title rôle). I'd forgotten how lovely and sad it was. Miss Hearne is a spinster in the forties; orphaned as a young girl she was raised by a distant aunt—also a spinster—whose sense of propriety and religious intolerance hobble any sense of independence and fun in Judy’s character. After nursing the older woman, she finds herself alone, descending into a genteel shabbiness of rooming houses on the Catholic fringe of mid-century Belfast. Her two sources of comfort are the Church and, alas, the bottle. It’s when the effects of the latter cause her to question the validity of the former that the tenuous structure of her existence comes crashing down. Brian Moore writes brilliantly and lovingly about Judith Hearne; although the portrait is unsparing, it is not uncaring....more",Notes are private!,0,0,1,"Feb 21, 2012","Mar 05, 2012","Feb 21, 2012",,Paperback,view (with text),/book/show/8046247-the-lonely-passion-of-judith-hearne
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wicked: The Life and Times of the Wicked Witch of the West        (The Wicked Years #1),"Maguire, Gregory",0061350966,9780061350962,0061350966,519        pp,3.54,"597,498","Sep 29, 1995","Sep 25, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 03, 2012","Feb 20, 2012","Feb 03, 2012",,Mass Market Paperback,view,/book/show/92141.Wicked
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Mirth,"Wharton, Edith",0684146584,9780684146584,0684146584,329        pp,3.97,"97,912","Oct 14, 1905",1976,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Were I a much more disciplined reader I should have kept notepaper and pen at hand to record the many humorous observations Ms. Wharton made about so-Were I a much more disciplined reader I should have kept notepaper and pen at hand to record the many humorous observations Ms. Wharton made about so-called ""high society"" at the turn-of-the-last century. But alas, I am what I am and no more: my bursts of laughter and random chortles were lost to the ether in subway trains and on buses over these last few weeks, hurtling through and beneath the very streets of Manhattan were much of the story of one Miss Lily Bart is set.Miss Bart is a smart young woman, in those awkward middle years between ingénue and matron, struggling to hold a place in fashionable society that her income does not alas justify. But she was raised to be a pretty and pleasant accompaniment to the finer things and the better people, with the goal of eventually marrying into the wealth she felt entitled. Unfortunately through a series of unfortunate events and mis-played hands, Miss Bart does not achieve her ultimate goal.Perhaps more than any other, the theme of ""entitlement"" is one that resonates most clearly to our turn-of-the-twenty-first century ears. Today the word is an epithet, not infrequently leveled at those who occupy the lower rungs of society. Ms. Wharton's use of the word as a critique of Lily Bart's strivings among the ""one-percent"" was somewhat less loaded with rancour, but no less withering for it.I would have liked to give this book the highest rating, as it was indeed amazing; my only reason for withholding that honour is less the author's fault than my own: as charming and engaging as Wharton's prose is, it remains somewhat stilted and alien to my 21st-Century ear. While extremely enjoyable, The House of Mirth was a lot of work. It was worth it; Wharton's writing is beautiful and brilliant. Her metaphors and similes are immaculately worked out—that in itself was a pleasure....more",Notes are private!,0,1,1,"Jan 18, 2012","Feb 03, 2012","Jan 18, 2012",,Hardcover,view (with text),/book/show/1082691.House_of_Mirth
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cain,"Saramago, José",0547419899,9780547419893,0547419899,159        pp,3.97,"28,995","Oct 18, 2009","Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If there's one theme that runs throughout Saramago's work, it's the dignity of the common man. Each book in its turn takes on institutions and inventiIf there's one theme that runs throughout Saramago's work, it's the dignity of the common man. Each book in its turn takes on institutions and inventions which assault that dignity. Whether it's the Church (as in Baltasar and Blimunda) or the State (as in Blindess and Seeing), runaway bureaucracy (All the Names) or corporate materialism (The Cave), each Saramago novel targets an enemy of the people. Not even history (The History of the Siege of Lisbon), geography (as in The Stone Raft) or literature (The Year of the Death of Ricardo Reis) are immune from his withering critique. Saramago's targets are manifold, and because he is acutely aware that these behemoth institutions which unthinkingly aim to crush the human spirit were devised and are operated by mere mortals as well: he exposes the ridiculousness of our own, fragile inventions.With Cain, his last, valedictory, work, Saramago returns to a topic he's explored before: mankind's greatest invention for the suppression of man—God....more",Notes are private!,0,0,1,"Jan 16, 2012","Jan 18, 2012","Jan 16, 2012",,Hardcover,view (with text),/book/show/10086782-cain
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Oleander,"Fitch, Janet*",0316182540,9780316182546,0316182540,446        pp,3.99,"353,274",Jul 1999,"Sep 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a pleasant surprise. I didn't expect to like this as much as I did, didn't think I would connect with the characters particularly, nor necessarilWhat a pleasant surprise. I didn't expect to like this as much as I did, didn't think I would connect with the characters particularly, nor necessarily care about them or the plot. But Janet Fitch is a very good writer: she has a lyricism that is at balance with the events she describes....more",Notes are private!,0,0,1,"Jan 10, 2012","Jan 16, 2012","Jan 10, 2012",,Paperback,view (with text),/book/show/32234.White_Oleander
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Super Sad True Love Story,"Shteyngart, Gary*",1400066409,9781400066407,1400066409,331        pp,3.45,"40,735","Jul 06, 2010","Jul 27, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A brilliant and frightening view of near future, a world rent by corporatism and consumerism.",Notes are private!,0,0,1,"Jan 03, 2012","Jan 09, 2012","Jan 05, 2012",,Hardcover,view (with text),/book/show/7334201-super-sad-true-love-story
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Partitions,"Majmudar, Amit",0805093958,9780805093957,0805093958,211        pp,3.99,929,"Jan 01, 2011","Jun 21, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'Twasn't bad. An interesting take on the partition of India and Pakistan at the end of the British Raj in August, 1947. It was certainly now Midnight''Twasn't bad. An interesting take on the partition of India and Pakistan at the end of the British Raj in August, 1947. It was certainly now Midnight's Children, but then I don't expect the author intended to emulate Rushdie. The most curious thing is that the narrator is deceased (unrelated to the ""troubles""); that's one way to explain omniscience and still use the first person.I worked with a Punjabi fellow who, as a young man, was forced to leave his home when the arbitrary border drew him on the wrong side. Partition: it was a favourite tactic of the British, from Indian to Ireland to Cyprus. ...more",Notes are private!,0,0,1,"Dec 22, 2011","Dec 27, 2011","Dec 22, 2011",,Hardcover,view (with text),/book/show/9656600-partitions
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,JFK in Ireland,"Tubridy, Ryan",000731759X,9780007317592,000731759X,285        pp,3.76,143,"Oct 01, 2010","Jan 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sweet.,Notes are private!,0,0,1,"Dec 20, 2011","Dec 22, 2011","Dec 20, 2011",,Hardcover,view (with text),/book/show/9855454-jfk-in-ireland
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prague Cemetery,"Eco, Umberto",0547577532,9780547577531,0547577532,445        pp,3.49,"27,765","Oct 25, 2010","Nov 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The fictional back-story for one of fiction's most heinous creations: ""The Protocols of the Elders of Zion"". Eco casts a professional forger and life-The fictional back-story for one of fiction's most heinous creations: ""The Protocols of the Elders of Zion"". Eco casts a professional forger and life-long anti-Semite into the roiling revolutionary and reactionary sea of nineteenth-century Italy and France. Simonini (the only completely fictional character in the book according to the epilogue) cavorts with Garibaldi and Mazzini in Sicily, Napoleon III and Gambetta in Paris, clerics, whores and anarchist bombers along with hordes of Satanists, Freemasons and fellow forgers before ultimately feeding his master-work—set in the old Jewish cemetery in Prague—to agents of the Czar's secret service, the Okhrana. From there it finds its way into Henry Ford's Dearborn Independent and Hitler's Mein Kampf.This book gets a ""Wow""; Eco is a master of plot twists and turns (as I remember fondly from reading The Name of the Rose and Foucault's Pendulum way back when). And I loved the illustrations; what a clever way to help set the mood. ...more",Notes are private!,0,1,1,"Dec 13, 2011","Dec 20, 2011","Dec 13, 2011",,Hardcover,view (with text),/book/show/10314376-the-prague-cemetery
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Murder in Mount Holly,"Theroux, Paul",0802126049,9780802126047,0802126049,148        pp,2.46,227,"Jan 01, 1969","Dec 06, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a quirky little story. An absurdist farce—part Richard Brautigan, part Timothy Leary—this 42-year-old book was resurrected recently by Grove/AtlaWhat a quirky little story. An absurdist farce—part Richard Brautigan, part Timothy Leary—this 42-year-old book was resurrected recently by Grove/Atlantic under the Mysterious Press imprint from Theroux's back catalogue. A curious choice, this certainly isn't his best work; but perhaps even in these days of electronic publishing, a recognisable name shouting from the shelf has potential. Still, it was an enjoyable bit of fluff....more",Notes are private!,0,0,1,"Dec 12, 2011","Dec 13, 2011","Dec 12, 2011",,Hardcover,view (with text),/book/show/12384559-murder-in-mount-holly
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forgotten Waltz,"Enright, Anne",039307255X,9780393072556,039307255X,263        pp,3.18,"6,114","Jan 01, 2011","Oct 03, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this more than I should have done. I guess that's a testament to Anne Enright's skills as an author. This could have been ""just"" a sillI really liked this more than I should have done. I guess that's a testament to Anne Enright's skills as an author. This could have been ""just"" a silly romance: a young married woman falls for an older married man. They both come with plenty of baggage, and don't discard a piece of it. But as The Forgotten Waltz is set against the last growls of the Celtic Tiger and the subsequent whimpering that goes on to this day, it's also a commentary on the larger world. As with all good fiction, the plots and characters are an armature upon which authors can comment on whatever they damned well please.And now some observations. I wonder if Ms Enright is making reference to her ""fellow"" Irish authors here:...Seán's father moved around every few years on his way up the ladder of the Bank of Ireland, so Seán was packed off to boarding school at the age of twelve—and not a posh boarding school, at that, but the kiddy-fiddlers down in Wexford, where they beat the shit out of you...[page 116]andIn the middle of April Seán was guest speaker at some motivational golfing weekend in Sligo...The hotel was actually a converted asylum, massive, and grey...'Jesus,' said Seán. 'It's the County Home.' [page 122] Now the first one makes reference to William Trevor, whose father was a bank manager who moved the family around every few years. Trevor went to a boarding school, but in Dublin and CofI. The school in Wexford must be St. Peter's College (the Christian Brothers being the kiddy-fiddlers in question) from whose hallowed halls both John Banville and Colm Tóibín graduated.The second quote isn't specifically about an author, but does seem the reuse the location in which Sebastian Barry set his novel The Secret Scripture. Of course in Barry's novel, it was still the County Home and hadn't yet been turned into a hotel to accommodate golfing weekends. But that was before the Celtic Tiger, and the novel is set during the loudest roar. Can't wait to see how it turns out....more",Notes are private!,0,1,1,"Dec 05, 2011","Dec 08, 2011","Dec 05, 2011",,Hardcover,view (with text),/book/show/10837549-the-forgotten-waltz
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldsmith's Secret,"Barceló, Elia",0857050052,9780857050052,0857050052,97        pp,3.72,"1,123",2003,"Jan 01, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A cute little book with a time-travel theme. It's just before the turn of the millennium, and a middle-aged Spanish man living in New York reflects baA cute little book with a time-travel theme. It's just before the turn of the millennium, and a middle-aged Spanish man living in New York reflects back on the one great love of his life. In a small town in Andalusia, the then nineteen-year-old narrator has an affair with an older woman, a woman with a past: when she was young in the early-'50s, a middle-aged jilted her. He goes back to his home-town after twenty-five years, and is transported back in time to 1952. (view spoiler)[He meets his beloved, who is then a young girl, and just before they are about to be married... (hide spoiler)]Nicely written, though the translation was sometimes a wee bit stilted. Every once in a while, a male author will attempt to write from a female point-of-view; I think this may be the first book I've read where the genders were shifted. Professor Barcelo (she teaches literature at the University of Innsbruck) did an admirable job ""channelling"" callow youth and middle-aged remorse....more",Notes are private!,0,1,1,"Dec 02, 2011","Dec 05, 2011","Nov 27, 2011",,Hardcover,view (with text),/book/show/12437561-the-goldsmith-s-secret
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ethan Frome,"Wharton, Edith",0140390588,9780140390582,0140390588,223        pp,3.44,"127,278",1911,"Jan 06, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A few weeks ago I heard a long discussion on the radio of Edith Wharton's House of Mirth and thought it was time to read some ""classics"". UnfortunatelA few weeks ago I heard a long discussion on the radio of Edith Wharton's House of Mirth and thought it was time to read some ""classics"". Unfortunately, I couldn't find a copy on my last trip to the Strand, but did manage to pick this up—a classic classic, long-time staple of high school English classes. Somehow I was able to dodge it at the time though I'm sure it was assigned and I got by without actually reading it by simply following along in the class.I'm glad I started with this short novel of loss and longing; was quite enjoyable and I could actually call it a ""page-turner"" as it reached towards the climax....more",Notes are private!,0,0,1,"Nov 30, 2011","Dec 02, 2011","Nov 27, 2011",,Paperback,view (with text),/book/show/622360.Ethan_Frome
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Castle,"Pamuk, Orhan",0571244777,9780571244775,0571244777,145        pp,3.48,"15,235",1985,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This early work of Nobel Laureate Orhan Pamuk sets out the theme for much of his later writing: how Turkey—his native land—is, by virtue of both geogrThis early work of Nobel Laureate Orhan Pamuk sets out the theme for much of his later writing: how Turkey—his native land—is, by virtue of both geography and history, literally the bridge between Western Europe and the Moslem world....more",Notes are private!,0,0,1,"Dec 08, 2011","Dec 12, 2011","Nov 27, 2011",,Paperback,view (with text),/book/show/6659581-the-white-castle
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rin Tin Tin: The Life and the Legend,"Orlean, Susan*",1439190135,9781439190135,1439190135,336        pp,3.53,"4,804","Sep 27, 2011","Sep 27, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was a bit disappointed in this book; it received such glowing s and I heard the author interviewed on a few different radio programmes. But itI was a bit disappointed in this book; it received such glowing s and I heard the author interviewed on a few different radio programmes. But it just never quite came together for me. It was well researched, and competently written, though there were a few editorial lapses that set my teeth a-grinding.There is a highly intriguing concept: to tell the story of a quasi-legendary animal (I say ""quasi-legendary"" because I'm sure most Americans over a certain age will know the name Rin Tin Tin, but may have only a vague recollection why) and in the process discover that telling the story—keeping the legend alive—is the story.The author moves back and forth through time, between straight reportage and the process of interviewing and researching the people and events in the book. Certainly an admirable concept, but it didn't quite work for me: I always found the transition jarring. To quote Martin Balsam's famous line from the film Psycho, ""If it doesn't jell, it isn't aspic"". And Rin Tin Tin didn't jell....more",Notes are private!,0,2,1,"Nov 23, 2011","Nov 28, 2011","Nov 22, 2011",,Hardcover,view (with text),/book/show/11238914-rin-tin-tin
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sense of an Ending,"Barnes, Julian",0224094157,9780224094153,0224094157,150        pp,3.74,"179,067","Aug 04, 2011","Aug 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 28, 2011","Nov 30, 2011","Nov 19, 2011",,Hardcover,view,/book/show/10746542-the-sense-of-an-ending
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burning of Bridget Cleary,"Bourke, Angela",0141002026,9780141002026,0141002026,279        pp,3.50,959,1999,2001,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 18, 2011","Nov 22, 2011","Nov 18, 2011",,Paperback,view,/book/show/1086565.The_Burning_of_Bridget_Cleary
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cat's Table,"Ondaatje, Michael",0307700119,9780307700117,0307700119,269        pp,3.61,"26,486","Oct 04, 2011","Oct 04, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've steered clear of Michael Ondaatje until now, I think for the most part because of all the hoop-la surrounding The English Patient; there was thatI've steered clear of Michael Ondaatje until now, I think for the most part because of all the hoop-la surrounding The English Patient; there was that ""Seinfeld"" episode after all. I know my ex-wife had one of his early books in her extensive collection of Canadian fiction, and perhaps that coloured my opinion as well. But after hearing the author interviewed a month-or-so ago on NPR's All Things Considered, I thought I'd give this new book a go.Fortunately, the radio interview did not contain any spoilers; I picked it up in the library the other day thinking it would be a ""ripping yarn"" of the ""Boy's Own"" adventure mode, and there was certainly that. An eleven-year-old semi-autobiographical Michael is sent—alone—from his home in Colombo, Ceylon (present-day Sri Lanka), to England; it is 1954, and the only way one travelled those sorts of distances then was by ship. Once on board, he befriends two other boys of roughly the same age, also heading alone to a more hopeful future in the ""mother country"". In the dining room all three are seated as far from the Captain's table as possible, and the ""cat's table"", out-post of the misfits, the penurious and ne'er-do-wells of the Oronsay.But surprisingly (and pleasantly) The Cat's Table turned out to be far more than just a ripping yarn of pre-adolescents run amok in the last days of commercial ocean liners. To say anymore about the plot would require a ""spoiler alert"". The writing was lovely: there was a calm and reflective air to the whole enterprise. Ondaatje's portrait of the boys was as vivid and tender as anything in Frank McCourt's memoirs. When the paperback comes out I'll get a copy to read again....more",Notes are private!,0,1,1,"Nov 04, 2011","Nov 08, 2011","Nov 04, 2011",,Hardcover,view (with text),/book/show/10335457-the-cat-s-table
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tabloid City,"Hamill, Pete",0316020753,9780316020756,0316020753,278        pp,3.42,"1,652","Jan 01, 2011","May 05, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Brilliant.,Notes are private!,0,0,1,Nov 2011,"Nov 04, 2011","Nov 01, 2011",,Hardcover,view (with text),/book/show/9834277-tabloid-city
