,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karen (idleutopia_reads)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mugre rosa,"Trías, Fernanda",9915652372,9789915652375,,280        pp,3.75,"2,500","Oct 05, 2020","Oct 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 12, 2023",,Paperback,view,/book/show/55648701-mugre-rosa
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Cattle and Men,"Maia, Ana Paula",1913867498,9781913867492,1913867498,99        pp,3.98,"1,266","Oct 01, 2013","Apr 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 10, 2023",,Paperback,view,/book/show/63903384-of-cattle-and-men
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",1984806734,9781984806734,1984806734,400        pp,4.01,"1,105,241","May 19, 2020","May 19, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 10, 2023","Apr 12, 2023","Apr 05, 2023",,Paperback,view,/book/show/52867387-beach-read
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",1984806750,9781984806758,1984806750,364        pp,3.88,"1,131,447","May 11, 2021","May 11, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This definitely wasn't my favorite of hers. I couldn't connect to Poppy but as one of my greatest friends shared, its nice to get an unlikable charactThis definitely wasn't my favorite of hers. I couldn't connect to Poppy but as one of my greatest friends shared, its nice to get an unlikable character that gets to be messy. ...more",Notes are private!,0,2,1,"Apr 16, 2023","Apr 18, 2023","Apr 05, 2023",,Paperback,view (with text),/book/show/54985743-people-we-meet-on-vacation
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"We Were Once a Family: A Story of Love, Death, and Child Removal in America","Asgarian, Roxanna",0374602298,9780374602291,0374602298,320        pp,4.33,"6,010","Mar 14, 2023","Mar 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2023",,Hardcover,view,/book/show/60784741-we-were-once-a-family
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Candelaria,"Lozada-Oliva, Melissa",1662601816,9781662601811,B0BTLDT9HT,304        pp,3.91,490,"Sep 19, 2023","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2023",,Kindle Edition,view,/book/show/123650295-candelaria
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trout, Belly Up","Fuentes, Rodrigo",1916465617,9781916465619,1916465617,100        pp,3.73,249,2017,"Feb 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Paperback,view,/book/show/43401353-trout-belly-up
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Backbone of the World,"Jones, Stephen Graham*",,,B09P1CBCBN,54        pp,3.93,"2,446","Feb 24, 2022","Feb 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Kindle Edition,view,/book/show/60312248-the-backbone-of-the-world
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Skinned Gods,"Sindu, S.J.*",1641292423,9781641292429,1641292423,330        pp,3.91,"3,028","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2023",,Hardcover,view,/book/show/56080525-blue-skinned-gods
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nineteen Claws and a Black Bird,"Bazterrica, Agustina",1668012677,9781668012673,,176        pp,3.16,"9,599","Aug 01, 2020","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 25, 2023",,ebook,view,/book/show/62918473-nineteen-claws-and-a-black-bird
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Women: Data Bias in a World Designed for Men,"Criado Pérez, Caroline",1419729071,9781419729072,1419729071,448        pp,4.35,"117,298","Mar 07, 2019","Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2023",,Hardcover,view,/book/show/41104077-invisible-women
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happiness Falls,"Kim, Angie*",0593448200,9780593448205,0593448200,387        pp,3.76,"47,070","Aug 29, 2023","Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Aug 04, 2023","Aug 27, 2023","Mar 23, 2023",,Hardcover,view,/book/show/75495002-happiness-falls
322,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dry Heart,"Ginzburg, Natalia",0811228789,9780811228787,0811228789,88        pp,4.00,"7,229",1947,"Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Paperback,view,/book/show/42268742-the-dry-heart
323,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Happiness, as Such","Ginzburg, Natalia",0811227995,9780811227995,0811227995,176        pp,3.97,"3,481",1973,"Jun 25, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2023",,Paperback,view,/book/show/42191431-happiness-as-such
324,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wall of Storms        (The Dandelion Dynasty, #2)","Liu, Ken*",1784973254,9781784973254,1784973254,880        pp,4.34,"6,697","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 02, 2023","Nov 24, 2023","Mar 20, 2023",,Hardcover,view,/book/show/18952381-the-wall-of-storms
325,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pineapple Street,"Jackson, Jenny*",059349069X,9780593490693,059349069X,304        pp,3.58,"153,176","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2023",,Hardcover,view,/book/show/61246258-pineapple-street
326,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Countries of Origin,"Fuentes, Javier",0593317580,9780593317587,0593317580,304        pp,3.64,401,"Jun 06, 2023","Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Hardcover,view,/book/show/62802740-countries-of-origin
327,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast,"Steinbeck, John",,,,unknown,3.70,105,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,,view,/book/show/15771809-breakfast
328,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Want to Die but I Want to Eat Tteokbokki,"Baek, Se-hee",,,B0B4F3DNHQ,4        pp,3.31,"51,824","Jun 20, 2018","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 14, 2023",,Audible Audio,view,/book/show/83812288-i-want-to-die-but-i-want-to-eat-tteokbokki
329,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chlorine,"Song, Jade*",0063257602,9780063257603,0063257602,256        pp,3.75,"7,626","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Hardcover,view,/book/show/61387386-chlorine
330,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Dangerous Energy,"de León, Aya*",1496740327,9781496740328,1496740327,288        pp,3.55,153,unknown,"Dec 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 13, 2023",,Paperback,view,/book/show/63202926-that-dangerous-energy
331,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"""Prisons Make Us Safer"": And 20 Other Myths about Mass Incarceration","Law, Victoria*",0807029521,9780807029527,0807029521,240        pp,4.25,456,"Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2023",,Paperback,view,/book/show/54615850-prisons-make-us-safer
332,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antonio,"Bracher, Beatriz",0811227383,9780811227384,0811227383,176        pp,3.77,249,"Mar 02, 2021","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Paperback,view,/book/show/51283866-antonio
333,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abyss,"Quintana, Pilar",1642861227,9781642861228,1642861227,219        pp,3.91,"7,542","Mar 25, 2021","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 10, 2023",,Paperback,view,/book/show/61158413-abyss
334,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acres of Skin: Human Experiments at Holmesburg Prison,"Hornblum, Allen M.",0415923360,9780415923361,0415923360,334        pp,3.88,290,"Apr 14, 1998","May 13, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2023",,Paperback,view,/book/show/988758.Acres_of_Skin
335,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cancer Journals,"Lorde, Audre",1879960737,9781879960732,1879960737,104        pp,4.42,"4,204","Aug 29, 1980","Sep 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2023",,Paperback,view,/book/show/50682.The_Cancer_Journals
336,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dangerously High Threshold for Pain,"Perry, Imani",,,,unknown,4.07,657,unknown,"Mar 02, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 08, 2023","Mar 08, 2023","Mar 08, 2023",,Audiobook,view,/book/show/123193315-a-dangerously-high-threshold-for-pain
337,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone and Steel,"Dunbar, Eboni J.*",,9781952086090,,92        pp,3.55,212,"Sep 05, 2020","Sep 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2023",,ebook,view,/book/show/53457689-stone-and-steel
338,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brown Neon,"Gutiérrez, Raquel",1566896371,9781566896375,1566896371,212        pp,3.97,257,"Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Paperback,view,/book/show/50022425-brown-neon
339,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inheritance: A Visual Poem,"Acevedo, Elizabeth*",0062931946,9780062931948,0062931946,46        pp,4.50,"3,643","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Hardcover,view,/book/show/58733636-inheritance
340,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In These Hallowed Halls: A Dark Academia Anthology,"O'Regan, Marie",,,B0BN2NJGS8,340        pp,3.41,"1,414","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Kindle Edition,view,/book/show/63874788-in-these-hallowed-halls
341,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Stone is Most Precious Where it Belongs,"Hoja, Gulchehra",0306828847,9780306828843,,320        pp,4.39,695,"Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Hardcover,view,/book/show/61173577-a-stone-is-most-precious-where-it-belongs
342,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm a Fool to Want You: Stories,"Sosa Villada, Camila",1635423864,9781635423860,B0CGTWX341,0        pp,3.94,"3,909","Mar 09, 2022","May 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2023",,Kindle Edition,view,/book/show/198136902-i-m-a-fool-to-want-you
343,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Basura,"Aguilar-Zéleny, Sylvia*",,,,160        pp,4.18,532,Aug 2018,Aug 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2023",,Paperback,view,/book/show/41038664-basura
344,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Reclamation,"Heng, Rachel*",059342011X,9780593420119,059342011X,464        pp,4.03,"2,540","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2023",,Hardcover,view,/book/show/60462539-the-great-reclamation
345,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buses Are a Comin': Memoir of a Freedom Rider,"Person, Charles",1250274192,9781250274199,1250274192,304        pp,4.49,815,"Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2023",,Hardcover,view,/book/show/53137965-buses-are-a-comin
346,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shoko's Smile: Stories,"Eunyoung, Choi",0143135260,9780143135265,0143135260,272        pp,3.94,"5,025","Jul 07, 2016","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2023",,Paperback,view,/book/show/55782297-shoko-s-smile
347,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La estirpe,"Maliandi, Carla",,9789877691740,,142        pp,3.36,569,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Paperback,view,/book/show/59588618-la-estirpe
348,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Donde no hago pie,"López Peiró, Belén",8426481051,9788426481054,8426481051,198        pp,4.13,528,"Mar 01, 2021","Mar 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Paperback,view,/book/show/57293040-donde-no-hago-pie
349,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Time: Discovering a Life Beyond the Clock,"Odell, Jenny*",059324270X,9780593242704,059324270X,400        pp,3.62,"3,345","Mar 07, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2023",,Hardcover,view,/book/show/61358639-saving-time
350,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Family Meal,"Washington, Bryan",0593421116,9780593421116,B0BTVBNBPS,320        pp,3.60,"6,036","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Kindle Edition,view,/book/show/77263690-family-meal
351,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bestiario,"Cortázar, Julio",8466309896,9788466309899,8466309896,104        pp,4.21,"20,580",1951,"Oct 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Paperback,view,/book/show/191373.Bestiario
352,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El núcleo del disturbio,"Schweblin, Samanta",,9789507320347,9507320342,196        pp,3.87,480,Sep 2002,Sep 2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Paperback,view,/book/show/6399462-el-n-cleo-del-disturbio
353,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Los suicidas del fin del mundo: Crónica de un pueblo patagónico,"Guerriero, Leila",848310346X,9788483103463,848310346X,240        pp,4.06,"3,990",Sep 2005,"Sep 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Paperback,view,/book/show/1618911.Los_suicidas_del_fin_del_mundo
354,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Por qué volvías cada verano,"López Peiró, Belén",9873861165,9789873861161,9873861165,124        pp,4.24,"3,900",Apr 2018,Apr 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Paperback,view,/book/show/40510899-por-qu-volv-as-cada-verano
355,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La novia de Sandro,"Sosa Villada, Camila",9873612106,9789873612107,9873612106,50        pp,4.12,"1,883",2015,2017,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Paperback,view,/book/show/32199201-la-novia-de-sandro
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Las primas,"Venturini, Aurora",,,,168        pp,4.17,"7,974","Dec 26, 2007","Dec 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2023",,Mass Market Paperback,view,/book/show/6277018-las-primas
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pure and the Impure,Colette,094032248X,9780940322486,094032248X,208        pp,3.63,"2,020",1932,"Sep 30, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2023",,Paperback,view,/book/show/89848.The_Pure_and_the_Impure
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olivia,"Strachey, Dorothy",1573442429,9781573442428,1573442429,135        pp,3.79,"2,792",1949,"May 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2023",,Paperback,view,/book/show/679464.Olivia
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hijab Butch Blues,"H., Lamya",0593448766,9780593448762,0593448766,304        pp,4.48,"8,405","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 09, 2023",,Hardcover,view,/book/show/61111274-hijab-butch-blues
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Cotton,"Brashears, Monica",1250851912,9781250851918,1250851912,304        pp,3.06,"4,278","Apr 04, 2023","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/60784369-house-of-cotton
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Above Ground,"Smith, Clint*",0316543039,9780316543033,0316543039,128        pp,4.57,"3,526","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/61398927-above-ground
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chaos Theory,"Stone, Nic*",0593307704,9780593307700,0593307704,288        pp,4.19,"3,068","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/61356487-chaos-theory
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dyscalculia: A Love Story of Epic Miscalculation,"Felix, Camonghne",0593242173,9780593242179,0593242173,240        pp,3.84,"2,771","Feb 14, 2023","Feb 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/61153740-dyscalculia
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My What If Year: A Memoir,"Miranda, Alisha Fernandez*",1958506095,9781958506097,,unknown,3.52,962,unknown,"Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Paperback,view,/book/show/63850553-my-what-if-year
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Driver Is Waiting,"Guns, Priya*",038554930X,9780385549301,038554930X,320        pp,3.30,"4,959","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Hardcover,view,/book/show/61239463-your-driver-is-waiting
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Age of Reason        (Roads to Freedom, #1)","Sartre, Jean-Paul",0679738959,9780679738954,0679738959,416        pp,3.98,"14,747",1945,"Jul 07, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2023",,Paperback,view,/book/show/10034.The_Age_of_Reason
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacrificios humanos,"Ampuero, María Fernanda",848393289X,9788483932896,848393289X,144        pp,4.13,"3,373","Jan 19, 2021","Feb 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2023",,Paperback,view,/book/show/56509274-sacrificios-humanos
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Swiss,"Beagin, Jen",1982153083,9781982153083,1982153083,336        pp,3.69,"62,728","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2023",,Hardcover,view,/book/show/60701439-big-swiss
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Back Talk,"Lazarin, Danielle*",0143131478,9780143131472,0143131478,256        pp,3.73,"1,328","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2023",,Paperback,view,/book/show/31930497-back-talk
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Swimmers,"Otsuka, Julie",0593466624,9780593466629,0593466624,192        pp,3.68,"30,698","Feb 22, 2022","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Paperback,view,/book/show/62562893-the-swimmers
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Guy Dies First: Black Horror Cinema from Fodder to Oscar,"Coleman, Robin R. Means",1982186534,9781982186531,1982186534,336        pp,4.07,"1,080","Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2023",,Paperback,view,/book/show/60321468-the-black-guy-dies-first
