,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kerry (lines i underline)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vampires of El Norte,"Cañas, Isabel*",,9780593684283,,unknown,3.91,"20,570","Aug 15, 2023","Aug 15, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️Lines I underlined: “It all made her want to shed her skin like the witch in abuela’s story, let everything that made her a woman fall to the gro5.0⭐️Lines I underlined: “It all made her want to shed her skin like the witch in abuela’s story, let everything that made her a woman fall to the ground to be salted and ruined as she flew into the night, her bones bare and cold in the starlight.”“He was a man who wore the scraps of a boy she once knew.”“A strangeness. A ripple of unease. An understanding, though timid at first, that perhaps there was some truth to the stories of blood-hungry beasts and river ghosts that the abuelas on the rancho spun to keep children close to home after sunset. A sense that there was a reason to watch one’s back when shadows grew long.”...more",Notes are private!,0,3,1,"Oct 24, 2023","Oct 31, 2023","Oct 24, 2023",,Audiobook,view (with text),/book/show/195503290-vampires-of-el-norte
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Leftover Woman,"Kwok, Jean*",,,,unknown,3.78,"19,063","Oct 10, 2023","Oct 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5⭐️,Notes are private!,0,0,1,"Oct 21, 2023","Oct 31, 2023","Oct 21, 2023",,Audiobook,view (with text),/book/show/184375323-the-leftover-woman
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prep,"Sittenfeld, Curtis*",1419343831,9781419343834,1419343831,15        pp,3.43,"69,754","Jan 17, 2005","Apr 11, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Lines I underlined:“Anyone who's really interested in anything spends time alone.”“I wanted my life to start - but in those rare moments when it 4.0⭐️Lines I underlined:“Anyone who's really interested in anything spends time alone.”“I wanted my life to start - but in those rare moments when it seemed like something might actually change, panic shot through me.”“I have always found the times when another person recognizes you to be strangely sad; I suspect the pathos of these moments is their rareness, the way they contrast with most daily encounters. That reminder that it can be different, that you need not go through your life unknown but that you probably still will--that is the part that's almost unbearable.”...more",Notes are private!,0,1,1,"Oct 15, 2023","Oct 24, 2023","Oct 15, 2023",,Audio CD,view (with text),/book/show/958147.Prep
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Devil to Die        (Thursday Murder Club, #4)","Osman, Richard",,,B0BDG12SXM,unknown,4.51,"108,153","Sep 14, 2023","Sep 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2023","Oct 22, 2023","Oct 15, 2023",,Audiobook,view,/book/show/179901441-the-last-devil-to-die
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cloisters,"Hays, Katy*",1797150383,9781797150383,,unknown,3.42,"54,522","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.0⭐️I have nearly zero interest in tarot, so I stayed here just for the atmosphere, which was great but only takes you so far. Nowhere near enough te3.0⭐️I have nearly zero interest in tarot, so I stayed here just for the atmosphere, which was great but only takes you so far. Nowhere near enough tension and not sure about the point of it all. Lines I underlined:“That was the reality of an archive—they were always incomplete despite their depth, made up, as they were, of fragments.”“For centuries, women have been weavers. And those women have been able to see patterns and make inferences that create beautiful things. All we’re doing is weaving together a life. Trying to see where the different threads take us.”“The afternoon so warm and full of the gentle sounds of nature’s humming that I believed, for a moment, I was the poor relation in an Edith Wharton novel, ushered into luxury for the first time, already terrified of the day it might fade but desperate to experience it to the fullest while I could.”...more",Notes are private!,0,0,1,"Oct 05, 2023","Oct 09, 2023","Oct 05, 2023",,Audiobook,view (with text),/book/show/61053907-the-cloisters
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Changeling,"LaValle, Victor",0812995953,9780812995954,,662        pp,3.79,"23,348","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5⭐️Very fine writing, but I found the whole to be a bit convoluted and not consistently compelling. Loved certain parts and love what Lavalle has to3.5⭐️Very fine writing, but I found the whole to be a bit convoluted and not consistently compelling. Loved certain parts and love what Lavalle has to say. His creativity and the force of the writing are impressive.Lines I underlined:“A bad fairy tale has some simple goddamn moral. A great fairy tale tells the truth.”“History isn’t a tale told once, it’s a series of revisions.”“Even if you choose to ignore the truth, the truth still changes you.”...more",Notes are private!,0,0,1,"Oct 04, 2023","Oct 22, 2023","Oct 04, 2023",,ebook,view (with text),/book/show/33621978-the-changeling
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Murder,"Williams, Katie*",,,B0BHZZWBTB,unknown,3.67,"20,274","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️the complexities of motherhood | true crime obsession | cloningLines I underlined:“I’d been murdered, but now I was alive. I wanted to do every l4.0⭐️the complexities of motherhood | true crime obsession | cloningLines I underlined:“I’d been murdered, but now I was alive. I wanted to do every last inch of every last thing. I wanted to eat until my spoon scraped the bottom of the bowl. I wanted the prickle of air on the back of my neck. I wanted to laugh and fuck and unclog the bathtub drain. I wanted to feel the skim of these stockings over the skin of these legs.”“How well can you know someone, really know someone? That is one of the questions of marriage - the question maybe. Some people argue that attraction requires not knowing someone, requires the blank spaces, the dark corners, the soft focus on the lens. Mystery is essential they say… mystery.”...more",Notes are private!,0,1,1,"Oct 04, 2023","Oct 06, 2023","Oct 04, 2023",,Audible Audio,view (with text),/book/show/176180145-my-murder
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",179715480X,9781797154800,,8        pp,3.63,"28,008","Aug 15, 2023","Aug 15, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Fall and an Alice Hoffman book are a divine match. While not my fave of hers, I enjoyed this one, particularly the first half. Atmospheric and sa4.0⭐️Fall and an Alice Hoffman book are a divine match. While not my fave of hers, I enjoyed this one, particularly the first half. Atmospheric and satisfying.Lines I underlined:“Real life is unbelievable. Souls are snatched away from us, flesh and blood turn to dust, people you love betray you, men go to war over nothing. It’s all preposterous. That’s why we have novels. To make sense of things.”“In books, no one helped a girl who didn't help herself and every fairy tale ended with the same lessons. Trick your enemy, do what you must, believe in enchantments, save yourself.”“Sometimes walking away is the bravest thing you can do. When you get there, you’ll know where you are.”“In his opinion, a woman who loved books was the best sort.”...more",Notes are private!,0,2,1,"Sep 30, 2023",Oct 2023,"Sep 30, 2023",,Audiobook,view (with text),/book/show/62917571-the-invisible-hour
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Save Me the Plums: My Gourmet Memoir,"Reichl, Ruth",,,B07NLDRVG4,unknown,4.10,"30,774","Apr 02, 2019","Apr 02, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Lines I underlined:“Luxury is best appreciated in small portions. When it becomes routine it loses its allure.”“The more stars in your itinerary,4.0⭐️Lines I underlined:“Luxury is best appreciated in small portions. When it becomes routine it loses its allure.”“The more stars in your itinerary, the less likely you are to find the real life of another country.”“When something frightens me, it is definitely worth doing.”...more",Notes are private!,0,2,1,"Sep 27, 2023","Oct 09, 2023","Sep 27, 2023",,Audible Audio,view (with text),/book/show/45302834-save-me-the-plums
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Witches of New York,"McKay, Ami*",0062681826,9780062681829,,unknown,3.83,"24,672","Oct 08, 2016","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Rich in atmosphere, super witchy, you might like this if you enjoy Alice Hoffman’s writing.Lines I underlined:“She’d always adored autumn storms,4.0⭐️Rich in atmosphere, super witchy, you might like this if you enjoy Alice Hoffman’s writing.Lines I underlined:“She’d always adored autumn storms, from the quiet that came before the rain, when the birds and bugs went silent, to the raucous cracks and grumbles that echoed between the clouds, rife with the possibility of goblins and ghosts.”“Of course the act of drinking tea was, in and of itself, quite troublesome, as it had been known to lead to all sorts of sins: idleness, gossip, political activity, subversive thinking.”“If there ever was a place where one could start again, it was Manhattan. Move a block, and your enemies become your friends. Move ten blocks and you might never see anyone you knew again.”...more",Notes are private!,0,3,1,"Sep 23, 2023",Oct 2023,"Sep 23, 2023",,Audiobook,view (with text),/book/show/32855304-the-witches-of-new-york
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yield,"Winch, Tara June*",0063003481,9780063003484,,352        pp,4.11,"11,669","Jul 02, 2019","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️This took me by surprise. It has such subtlety, and equally rich voices. It is emotional and eye-opening and important. An unexpected favourite b5.0⭐️This took me by surprise. It has such subtlety, and equally rich voices. It is emotional and eye-opening and important. An unexpected favourite book of my reading year.Lines I underlined:“See, pain travels through our family tree like a songline.”“There are few worse things than memory, yet few things better.”“She tried to keep herself and her life small and manageable. Much like a poem. The condensing of the wide, unknowable past that runs right up behind them. She doesn’t do that anymore, her life isn’t a poem, she knows it’s a big, big story. Her people go all the way back to the riverbank, and further, after all — the river and what happened at the river was a time traveller, their story has no bounds in time.”...more",Notes are private!,0,1,1,"Sep 17, 2023",Oct 2023,"Sep 17, 2023",,ebook,view (with text),/book/show/50173152-the-yield
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Late Mrs. Willoughby        (Mr. Darcy & Miss Tilney, #2)","Gray, Claudia*",0593313836,9780593313831,0593313836,385        pp,3.91,"5,425","May 16, 2023","May 16, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Witty, puzzling, and full of Jane Austen feelings and flair. A worthy sequel and good fun.Lines I underlined:“In my experience, genteel people ha4.0⭐️Witty, puzzling, and full of Jane Austen feelings and flair. A worthy sequel and good fun.Lines I underlined:“In my experience, genteel people have the good manners to die in their bedrooms.”...more",Notes are private!,0,1,1,"Sep 16, 2023",Oct 2023,"Sep 16, 2023",,Paperback,view (with text),/book/show/62926935-the-late-mrs-willoughby
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only One Left,"Sager, Riley*",,,,unknown,4.15,"233,838","Jun 20, 2023","Jun 20, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNF at 60%In my opinion, the least cringey of the Sagers I’ve tried to read, and still not compelling enough to finish.",Notes are private!,0,4,1,"Sep 12, 2023","Sep 13, 2023","Sep 12, 2023",,Audiobook,view (with text),/book/show/88000958-the-only-one-left
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Air Raid Book Club: A Novel,"Lyons, Annie*",,9798212691956,B0C5H82NJG,1        pp,4.06,"6,426","Jul 11, 2023","Jul 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️This is for you if you like your historical fiction in the heartwarming, emotional, comforting category. Think Dear Mrs. Bird, Guernsey Literary,4.0⭐️This is for you if you like your historical fiction in the heartwarming, emotional, comforting category. Think Dear Mrs. Bird, Guernsey Literary, Bloomsbury Girls, Call the Midwife. Lyons creates complex main characters and relationships and a solid sense of time and place. Best enjoyed with a cuppa and warm muffins. (Oh, and Jilly Bond is superb on the audio narration!)Lines I underlined:“I must say how much I approve of any marriage forged over the counter of a bookshop!”...more",Notes are private!,0,1,1,"Sep 10, 2023","Sep 16, 2023","Sep 10, 2023",,Audio CD,view (with text),/book/show/156736589-the-air-raid-book-club
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me at the Lake,"Fortune, Carley*",,,,10        pp,3.71,"199,322","May 02, 2023","May 02, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.0⭐️A solidly 3 star experience for me because while I enjoyed the Muskoka setting, all of the “hey that’s my city” Toronto moments, and most of the 3.0⭐️A solidly 3 star experience for me because while I enjoyed the Muskoka setting, all of the “hey that’s my city” Toronto moments, and most of the present day lodge storyline, I just didn’t believe in the original connection between the MCs. Do I think instant love can happen? Um… maybe? Did I believe in the connection here, as portrayed on the page? Not really. It seemed forced. So it’s hard to buy a second chance romance when you didn’t buy into the initial romance. Lines I underlined:“It's not selfish to want something for yourself. It’s human.”...more",Notes are private!,1,1,1,"Sep 09, 2023","Sep 16, 2023","Sep 09, 2023",,Audiobook,view (with text),/book/show/145638450-meet-me-at-the-lake
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Every Summer After,"Fortune, Carley*",,,B09CD83VVG,320        pp,4.22,"512,532","May 10, 2022","May 10, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️This is for you if you enjoy friends to lovers and second chance romance. As someone who often finds mega-hyped books don’t live up to the hyster4.0⭐️This is for you if you enjoy friends to lovers and second chance romance. As someone who often finds mega-hyped books don’t live up to the hysteria, I was surprised that this one worked for me. What was great? The cottage country setting, the well-balanced then / now structure, the ...more",Notes are private!,0,2,1,"Sep 04, 2023","Sep 16, 2023","Sep 04, 2023",,Kindle Edition,view (with text),/book/show/60026536-every-summer-after
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Still Life,"Winman, Sarah",,,B08X1ZK2SY,unknown,4.17,"66,116","Jun 01, 2021","Nov 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️Sweeping, rich, an ode to finding love, and loving art and life, and surviving and making family. This book is a whole world. A new forever fave.5.0⭐️Sweeping, rich, an ode to finding love, and loving art and life, and surviving and making family. This book is a whole world. A new forever fave.Lines I underlined:“No single act of generosity remains in isolation, the ripples are many.”“There are moments in life, so monumental and still, that the memory can never be retrieved without a catch to the throat or an interruption to the beat of the heart. Can never be retrieved without the rumbling disquiet of how close that moment came to not having happened at all.”“So, time heals. Mostly. Sometimes carelessly. And in unsuspecting moments, the pain catches and reminds one of all that's been missing. The fulcrum of what might have been. But then it passes. Winter moves into spring and swallows return. The proximity of new skin returns to the sheets. Beauty does what is required. Jobs fulfil and conversations inspire. Loneliness becomes a mere Sunday. Scattered clothes. Empty bowls. Rotting fruit. Passing time. But still life in all its beauty and complexity.”...more",Notes are private!,0,6,1,"Aug 30, 2023","Sep 04, 2023","Aug 30, 2023",,Audible Audio,view (with text),/book/show/57694747-still-life
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographers,"Shepherd, Peng*",,9780063096530,,15        pp,3.64,"65,167","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2023",,Audiobook,view,/book/show/60154089-the-cartographers
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen Charlotte,"Quinn, Julia*",,,B0B64JKF39,13        pp,4.15,"25,352","May 09, 2023","May 09, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.0⭐️Bridgerton fans will enjoy this. I’m not sure it will do much for those not already familiar with the series. I was invested in Charlotte and Geo3.0⭐️Bridgerton fans will enjoy this. I’m not sure it will do much for those not already familiar with the series. I was invested in Charlotte and George and found their relationship believable. Yes it’s soapy. Yes it oversimplifies life the universe and everything. It’s probably better on TV than the page. That said, it was fun to have an extra peek into one of the most intriguing characters in the series. And the narrator for the audio was great.Lines I underlined:“Great love can make miracles.”“There is something about the heavens. In this world we live in where I am given so much power and attention, it is good to remember that I am but a bit of dust on a small dot in the universe.”...more",Notes are private!,0,1,1,"Aug 28, 2023","Sep 04, 2023","Aug 28, 2023",,Audiobook,view (with text),/book/show/178128313-queen-charlotte
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shark Heart,"Habeck, Emily*",1797159526,9781797159522,,unknown,4.03,"28,157","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Lovers of quirky reads, here’s one for you. I enjoyed the richness of the themes here, explorations of marriage and motherhood, grief, the wonder4.0⭐️Lovers of quirky reads, here’s one for you. I enjoyed the richness of the themes here, explorations of marriage and motherhood, grief, the wonders of nature. For me the first half was stronger, however, I enjoyed it as a whole.Lines I underlined:“Just as he married these known qualities, he also married her vast unknowns.”“If magic exists in a real way, it is not here to dazzle us with all that is unreal to the naked eye. What if magic is just mislabeled peace? A peace that says suffering doesn’t have a purpose or reason, a peace that says meaning is the medicine, a peace that says I don’t need to know how or why.”“The main ingredient in magic was not transformation, it was pain.”“Wren saw now how passion was delicate and temporary, a visitor, a feeling that would come and go. Feelings fled under pressure. Feelings did not light the darkness. What remained strong in the deep, the hard times, was love as an effort, a doing, a conscious act of will.”...more",Notes are private!,0,4,1,"Aug 20, 2023","Sep 04, 2023","Aug 20, 2023",,Audiobook,view (with text),/book/show/63132654-shark-heart
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queue,"Aziz, Basma Abdel",,,B013NI7V9S,224        pp,3.55,"2,487","Dec 28, 2012","May 24, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.0⭐️I think this is a case of a book being very well crafted, with a strong message, and the style just not being for me. It was repetitive (and I un2.0⭐️I think this is a case of a book being very well crafted, with a strong message, and the style just not being for me. It was repetitive (and I understand why it was written that way). I didn’t feel close to the characters (something that affects my engagement level). If it wasn’t a bookclub book, I would have DNF’d. ...more",Notes are private!,0,1,1,"Aug 20, 2023","Sep 04, 2023","Aug 20, 2023",,Kindle Edition,view (with text),/book/show/30186905-the-queue
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vanderbeekers on the Road        (The Vanderbeekers, #6)","Glaser, Karina Yan*",0358434572,9780358434573,0358434572,333        pp,4.28,"2,035","Sep 20, 2022","Sep 20, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5⭐️If you like cozy family stories, quirky situations and road trips, tender wholesome tales, you must read the Vanderbeekers.For me this was the we3.5⭐️If you like cozy family stories, quirky situations and road trips, tender wholesome tales, you must read the Vanderbeekers.For me this was the weakest in the series - it stretched believability at times, and needed more in the way of tension / risk. I think the other books address richer themes. Still, I love this family to the moon and will be so sad to say goodbye in the last book.Reminds me of:The PenderwicksLines I underlined:“Target was the best place in the world, Laney thought as they walked through the huge store.”“Wasn’t it funny how you could feel so drawn to home and still feel an urge to explore the whole world.”...more",Notes are private!,0,0,1,"Aug 19, 2023","Aug 20, 2023","Aug 19, 2023",,Hardcover,view (with text),/book/show/60017786-the-vanderbeekers-on-the-road
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Friend Anne Frank: The Inspiring and Heartbreaking True Story of Best Friends Torn Apart and Reunited Against All Odds,"Pick-Goslar, Hannah",1668634554,9781668634554,1668634554,1        pp,4.67,"4,540",2023,"Jun 06, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Incredibly informative, moving, and inspiring. If you are a reader who has read and reread Anne’s diary, and other works of nonfiction and fiction focIncredibly informative, moving, and inspiring. If you are a reader who has read and reread Anne’s diary, and other works of nonfiction and fiction focused on the Holocaust, I can imagine that you will find Hannah’s story compelling and it will help you to feel connected to the human beings within the history....more",Notes are private!,0,2,1,"Aug 19, 2023","Sep 04, 2023","Aug 19, 2023",,Audio CD,view (with text),/book/show/148009706-my-friend-anne-frank
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mrs. Porter Calling        (The Emmy Lake Chronicles, #3)","Pearce, AJ*",1797162365,9781797162362,,unknown,4.19,"3,230","May 25, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️If you like stories that feel as cozy and comforting as a favourite cardigan, Call the Midwife, WWII novels that offer something a bit different,4.0⭐️If you like stories that feel as cozy and comforting as a favourite cardigan, Call the Midwife, WWII novels that offer something a bit different, say hello to the Emmy Lake series. I’ve enjoyed all three installments, and the audio is a lovely format because of Anna Popplewell’s charming performance.Reminded me of:The Chilbury Ladies Choir by Jennifer RyanLines I underlined:“Don’t ever stop the larking about.”“It was time to crack on.”...more",Notes are private!,0,2,1,"Aug 14, 2023","Aug 20, 2023","Aug 14, 2023",,Audiobook,view (with text),/book/show/77995606-mrs-porter-calling
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Postcard,"Berest, Anne",,9781609458386,,464        pp,4.38,"20,138","Aug 18, 2021","May 16, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️If you like… rich family histories, novels that incorporate depth of historical detail, poignant sagas, identity stories.Reminded me of:The Diary5.0⭐️If you like… rich family histories, novels that incorporate depth of historical detail, poignant sagas, identity stories.Reminded me of:The Diary of Anne FrankWe Were the Lucky Ones by Georgia HunterLines I underlined:“Indifference is universal. Who are you indifferent toward today, right now? Ask yourself that. Which victims living in tents, or under overpasses, or in camps way outside the cities are your ‘invisible ones’?”“For almost forty years, I have tried to draw a shape that resembles me, but without success. Today, though, I can connect those disparate dots. I can see, in the constellation of fragments scattered over the page, a silhouette in which I recognize myself at last: I am the daughter, and the granddaughter, of survivors.”...more",Notes are private!,0,1,1,"Aug 06, 2023","Aug 20, 2023","Aug 06, 2023",,Hardcover,view (with text),/book/show/63880836-the-postcard
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bullet That Missed        (Thursday Murder Club, #3)","Osman, Richard",0593628810,9780593628812,,12        pp,4.39,"165,221","Sep 15, 2022","Sep 20, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Another pleasure. Made me love these characters even more. Perhaps the mystery itself was a little more convoluted that the second book, but I di4.0⭐️Another pleasure. Made me love these characters even more. Perhaps the mystery itself was a little more convoluted that the second book, but I didn’t mind much. Just spending more time with the sleuths is satisfying enough.FYI - Fiona Shaw was AMAZING as the narrator for the audiobook - I couldn’t imagine a better choice.Lines I underlined:“The lovely thing about investigating a murder is that you can be nosey and call it work.”“Things have been too quiet recently. A retired optometrist crashed his moped into a tree and there has been a row about milk bottles, but that was about it for excitement. The simple life was all well and good, but in this moment, with a murder to investigate, and threatening texts arriving daily, Elizabeth realizes that she had missed trouble.”“If life ever seems too complicated, if you think no one can help, sometimes the right person to turn to is an eight-year-old.”“If murder were easy, none of us would survive Christmas.”...more",Notes are private!,0,2,1,"Aug 03, 2023","Aug 03, 2023","Aug 03, 2023",,Audiobook,view (with text),/book/show/60629844-the-bullet-that-missed
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Job,"Dent, Lizzy*",,,,unknown,3.56,"15,335","Apr 15, 2021","May 18, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️If you like foodie fiction, Scottish settings, people keeping secrets, wine, messy heroines making mistakes, and a little romance.Reminded me of:4.0⭐️If you like foodie fiction, Scottish settings, people keeping secrets, wine, messy heroines making mistakes, and a little romance.Reminded me of:Jenny Colgan’s booksLines I underlined:“Maybe I don’t even need a calling. Maybe I just need to be me for a while.”“Tall, mysterious, and can poach an egg. I am instantly intrigued.”...more",Notes are private!,0,1,1,"Aug 03, 2023","Aug 09, 2023","Aug 03, 2023",,Audiobook,view (with text),/book/show/55855425-the-summer-job
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lone Women,"LaValle, Victor",052551208X,9780525512080,052551208X,285        pp,3.73,"24,680","Mar 28, 2023","Mar 28, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5.0⭐️If you like westerns, fierce heroines galore, genre-bending tales, nonstop action, short chapters, and razor sharp writing.Reminded me of:Godless5.0⭐️If you like westerns, fierce heroines galore, genre-bending tales, nonstop action, short chapters, and razor sharp writing.Reminded me of:Godless (the TV series)Outlawed by Anna NorthLines I underlined:“On Tuesday, Adelaide Henry had been a farmer. On Wednesday, she became a fugitive.”“There are two kinds of people in this world: those who live with shame, and those who die from it.”“History is simple, but the past is complicated. I, for one, embrace the complications.”...more",Notes are private!,0,7,1,"Jul 28, 2023","Aug 09, 2023","Jul 28, 2023",,Hardcover,view (with text),/book/show/60460704-lone-women
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drowning,"Newman, T.J.*",1797140647,9781797140643,,7        pp,4.18,"36,415","May 30, 2023","May 30, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.0⭐️Pretty much the definition of a pageturner, this is the book you want when you don’t feel like thinking too hard. Twisty, intense, clever and wit4.0⭐️Pretty much the definition of a pageturner, this is the book you want when you don’t feel like thinking too hard. Twisty, intense, clever and with real cinematic flair, this aviation thriller is very well done. Sometimes you just need a book that’s a wild ride.Lines I underlined:“These people don’t need to know all the ways they could die.”“The life of a child is about firsts. The life of a parent is about lasts.”...more",Notes are private!,0,0,1,"Jul 27, 2023","Aug 03, 2023","Jul 27, 2023",,Audiobook,view (with text),/book/show/59364273-drowning
