,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Abigail's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of No Importance,"Wilde, Oscar",0140622454,9780140622454,0140622454,96        pp,3.86,"15,134",1893,"Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2022","Jan 23, 2022","Jan 25, 2022",,Paperback,view,/book/show/122648.A_Woman_of_No_Importance
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,362,170","Jun 01, 1965","Oct 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 20, 2022","Mar 08, 2022","Jan 13, 2022",,Hardcover,view,/book/show/44767458-dune
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060929871,9780060929879,0060929871,268        pp,3.99,"1,857,089",1932,"Jan 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2022",,Paperback,view,/book/show/5129.Brave_New_World
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"Clear, James*",,,B07D23CFGR,319        pp,4.36,"873,597","Oct 16, 2018","Oct 16, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 22, 2022","Mar 03, 2022","Jan 13, 2022",,Kindle Edition,view,/book/show/40121378-atomic-habits
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"Kondo, Marie*",1607747308,9781607747307,1607747308,213        pp,3.87,"365,762","Dec 27, 2010","Oct 14, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 05, 2023","Jan 05, 2023","Jan 13, 2022",,Hardcover,view,/book/show/22318578-the-life-changing-magic-of-tidying-up
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Friend,"Tartt, Donna",1400031699,9781400031696,1400031699,624        pp,3.47,"69,847","Oct 22, 2002","Oct 28, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 07, 2022","Sep 21, 2022","Jan 13, 2022",,Paperback,view,/book/show/775346.The_Little_Friend
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Data Feminism,"D’Ignazio, Catherine",0262044005,9780262044004,0262044005,328        pp,4.35,"1,143","Mar 17, 2020","Mar 10, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 11, 2021","Jan 11, 2022",,Hardcover,view,/book/show/51777543-data-feminism
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Split the Difference: Negotiating As If Your Life Depended On It,"Voss, Chris*",0062407805,9780062407801,0062407805,274        pp,4.36,"158,818","May 17, 2016","May 17, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2022","Jan 31, 2022","Jan 11, 2022",,Hardcover,view,/book/show/26156469-never-split-the-difference
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,013,759","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2021","Nov 29, 2021","Jan 11, 2022",,Hardcover,view,/book/show/32620332-the-seven-husbands-of-evelyn-hugo
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Song of Achilles,"Miller, Madeline*",,,,408        pp,4.33,"1,489,291","Sep 20, 2011","Aug 28, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Dec 2021,"Dec 09, 2021","Jan 11, 2022",,Paperback,view,/book/show/13623848-the-song-of-achilles
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grand Sophy,"Heyer, Georgette",0099465639,9780099465638,0099465639,328        pp,4.17,"33,202",1950,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 14, 2021","Oct 28, 2021","Jan 11, 2022",,Paperback,view,/book/show/261689.The_Grand_Sophy
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,"Haidt, Jonathan",0735224900,,B076NVFT5P,352        pp,4.24,"42,801","Jul 17, 2018","Sep 04, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 19, 2021","Sep 21, 2021","Sep 22, 2021",,Kindle Edition,view,/book/show/36556202-the-coddling-of-the-american-mind
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Language Instinct: How the Mind Creates Language (P.S.) (Harper Perennial Modern Classics) by Steven Pinker, Harper Perennial Modern Classics","Brand, Stewart",,,,unknown,3.92,24,unknown,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Mar 17, 2021","Sep 17, 2021",,ebook,view,/book/show/55605844-the-language-instinct
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything is F*cked: A Book About Hope,"Manson, Mark*",0062955934,9780062955937,0062955934,288        pp,3.69,"82,564","Mar 05, 2019","May 14, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2021","Oct 22, 2021","Sep 17, 2021",,Hardcover,view,/book/show/43808723-everything-is-f-cked
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark*",,,,212        pp,3.89,"1,119,930",2016,"Sep 13, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2021","Sep 14, 2021","Sep 17, 2021",,Paperback,view,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"962,091",Jan 1963,2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2021","Sep 18, 2021","Sep 17, 2021",,Paperback,view,/book/show/6514.The_Bell_Jar
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Every Morning the Way Home Gets Longer and Longer,"Backman, Fredrik*",,,B01INMZKD8,97        pp,4.33,"92,795","Aug 24, 2015","Nov 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 17, 2021","Aug 17, 2021","Sep 17, 2021",,Kindle Edition,view,/book/show/31373633-and-every-morning-the-way-home-gets-longer-and-longer
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Grandmother Asked Me to Tell You She's Sorry,"Backman, Fredrik*",1501115065,9781501115066,1501115065,372        pp,4.08,"244,824","Sep 04, 2013","Jun 16, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 17, 2021","Apr 17, 2021","Sep 17, 2021",,Hardcover,view,/book/show/23604559-my-grandmother-asked-me-to-tell-you-she-s-sorry
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",198216963X,9781982169633,198216963X,336        pp,4.18,"635,098","Apr 25, 2019","Jan 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 17, 2021","Mar 17, 2021","Sep 17, 2021",,Hardcover,view,/book/show/49127718-anxious-people
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,033,298","Aug 27, 2012","Jul 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 17, 2021","Sep 17, 2021","Sep 17, 2021",,Hardcover,view,/book/show/18774964-a-man-called-ove
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If Not, Winter: Fragments of Sappho",Sappho,1844080811,9781844080816,1844080811,416        pp,4.44,"17,831",-550,2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 22, 2023","Aug 24, 2023","Feb 16, 2021",,Paperback,view,/book/show/150253.If_Not_Winter
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jane Eyre,"Brontë, Charlotte",0142437204,9780142437209,0142437204,532        pp,4.15,"2,095,937","Oct 16, 1847","Feb 04, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 15, 2021","Feb 16, 2021","Feb 15, 2021",,Paperback,view,/book/show/10210.Jane_Eyre
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"744,149","Sep 16, 1992","Sep 11, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 28, 2021not set","Feb 04, 2021not set","Feb 04, 2021",,Paperback,view,/book/show/29044.The_Secret_History
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"926,105","Sep 23, 2013","Oct 22, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 13, 2020","Jun 13, 2020","May 23, 2020",,Hardcover,view,/book/show/17333223-the-goldfinch
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlemarch,"Eliot, George",0451529170,9780451529176,0451529170,912        pp,4.02,"163,054",1871,"Dec 02, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Jan 11, 2022not set","Jan 17, 2022not set","Feb 08, 2020",,Mass Market Paperback,view,/book/show/19089.Middlemarch
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kreutzer Sonata,"Tolstoy, Leo",0812968239,9780812968231,0812968239,128        pp,3.87,"30,069",1889,"Sep 09, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Sep 05, 2019not set","Sep 22, 2019not set","Sep 23, 2019",,Paperback,view,/book/show/141077.The_Kreutzer_Sonata
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,"Taleb, Nassim Nicholas*",0812975219,9780812975215,0812975219,368        pp,4.08,"64,579",2001,"Aug 23, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 25, 2019","Jul 25, 2019","Jul 09, 2019",,Paperback,view,/book/show/38315.Fooled_by_Randomness
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Idiot,"Dostoevsky, Fyodor",0679642420,9780679642428,0679642420,667        pp,4.21,"182,977",1869,"Apr 08, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2019,"Jul 07, 2019","Jul 01, 2019",,Paperback,view,/book/show/12505.The_Idiot
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tender Is the Night,"Fitzgerald, F. Scott",,,068480154X,430        pp,3.79,"136,671","Apr 12, 1934","Jul 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 19, 2019","Jun 24, 2019","Jun 25, 2019",,Paperback,view,/book/show/46164.Tender_Is_the_Night
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Conquest of Happiness,"Russell, Bertrand",0415378478,9780415378475,0415378478,183        pp,4.02,"14,272",1930,"Jan 02, 1976",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 15, 2019","Jun 17, 2019","Jun 17, 2019",,Paperback,view,/book/show/51783.The_Conquest_of_Happiness
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Dynamite! A Life of Nietzsche,"Prideaux, Sue",152476082X,9781524760823,152476082X,464        pp,4.30,"2,544","Oct 04, 2018","Oct 30, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 08, 2019","May 16, 2019","Apr 08, 2019",,Hardcover,view,/book/show/37707826-i-am-dynamite-a-life-of-nietzsche
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pet Sematary,"King, Stephen*",,,,580        pp,4.06,"592,346","Nov 14, 1983","May 13, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 27, 2019","Apr 07, 2019","Apr 08, 2019",,Kindle Edition,view,/book/show/33124137-pet-sematary
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jason and the Golden Fleece,Apollonius of Rhodes,0192835831,9780192835833,0192835831,175        pp,3.82,"10,329",-250,1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2019",,Paperback,view,/book/show/764332.Jason_and_the_Golden_Fleece
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Princess,"Hodgson Burnett, Frances",0142437018,9780142437018,0142437018,242        pp,4.22,"306,369",1905,"Feb 26, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2019",,Paperback,view,/book/show/3008.A_Little_Princess
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Father Brown Stories,"Chesterton, G.K.",0140622594,9780140622591,0140622594,238        pp,3.79,"2,356",1927,"Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2019",,Paperback,view,/book/show/301456.Father_Brown_Stories
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Groundwork of the Metaphysics of Morals,"Kant, Immanuel",0521626951,9780521626958,0521626951,120        pp,3.84,"20,458",1785,"Apr 28, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2019",,Paperback,view,/book/show/60080.Groundwork_of_the_Metaphysics_of_Morals
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paper Towns,"Green, John*",014241493X,9780142414934,B003F76HBG,305        pp,3.71,"1,358,694","Oct 16, 2008","Sep 22, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2019",,Paperback,view,/book/show/6442769-paper-towns
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mockingjay        (The Hunger Games, #3)","Collins, Suzanne",0439023513,9780439023511,0439023513,390        pp,4.09,"3,230,381","Aug 24, 2010","Aug 24, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2019",,Hardcover,view,/book/show/7260188-mockingjay
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Catching Fire        (The Hunger Games, #2)","Collins, Suzanne",0439023491,9780439023498,0439023491,391        pp,4.33,"3,683,872","Sep 01, 2009","Sep 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2019",,Hardcover,view,/book/show/6148028-catching-fire
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunger Games        (The Hunger Games, #1)","Collins, Suzanne",0439023483,9780439023481,0439023483,374        pp,4.34,"8,675,992","Sep 14, 2008","Oct 14, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 21, 2019",,Hardcover,view,/book/show/2767052-the-hunger-games
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meditations on First Philosophy,"Descartes, René",0872201929,9780872201927,0872201929,59        pp,3.74,"26,252",1641,"Oct 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 11, 2019","Jan 17, 2019","Jan 17, 2019",,Paperback,view,/book/show/30658.Meditations_on_First_Philosophy
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ordinary Men: Reserve Police Battalion 101 and the Final Solution in Poland,"Browning, Christopher R.",0060995068,9780060995065,0060995068,271        pp,4.10,"19,539","Feb 01, 1992","Apr 24, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 22, 2021",Oct 2021,"Jan 09, 2019",,Paperback,view,/book/show/647492.Ordinary_Men
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Research Methods,"Passer, Michael W.",,,B06XMR95X4,"1,340        pp",3.67,27,"Dec 07, 2012","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 08, 2019","Apr 08, 2019","Jan 08, 2019",,Kindle Edition,view,/book/show/35052746-research-methods
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Apology,Plato,0865163480,9780865163485,0865163480,127        pp,4.20,"55,687",-399,"Mar 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 27, 2018","Jan 07, 2019","Jan 07, 2019",,Paperback,view,/book/show/73945.Apology
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World Revisited,"Huxley, Aldous",0060898526,9780060898526,0060898526,123        pp,3.94,"20,044",Nov 1958,"Sep 05, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2019,"Jan 07, 2019","Jan 07, 2019",,Paperback,view,/book/show/5481.Brave_New_World_Revisited
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thus Spoke Zarathustra,"Nietzsche, Friedrich",,,,327        pp,4.07,"151,576",1883,"Mar 30, 1978",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 02, 2019",,Paperback,view,/book/show/51893.Thus_Spoke_Zarathustra
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phaedra,Seneca,0801494338,9780801494338,0801494338,128        pp,3.78,"1,386",54,"Nov 15, 1986",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2018","Dec 05, 2018","Dec 22, 2018",,Paperback,view,/book/show/1152984.Phaedra
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eumenides        (Oresteia, #3)",Aeschylus,0521240840,9780521240840,0521240840,320        pp,3.85,"4,345",-458,"Nov 24, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 23, 2018","Oct 23, 2018","Dec 21, 2018",,cloth,view,/book/show/3332967-eumenides
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Libation Bearers        (Oresteia, #2)",Aeschylus,1593772807,9781593772802,,43        pp,3.80,"3,406",-458,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 22, 2018",not set,"Dec 21, 2018",,,view,/book/show/6251772-the-libation-bearers
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Agamemnon        (Oresteia, #1)",Aeschylus,0521010756,9780521010757,0521010756,144        pp,3.79,"25,195",-472,"Mar 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 21, 2018","Oct 21, 2018","Dec 21, 2018",,Paperback,view,/book/show/1524.Agamemnon
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War and Peace,"Tolstoy, Leo",,,B00JCDK5ME,"2,101        pp",4.16,"328,417",1868,"Apr 08, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 20, 2018","Nov 02, 2019","Dec 20, 2018",,Kindle Edition,view,/book/show/21851991-war-and-peace
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Godot,"Beckett, Samuel",,,,109        pp,3.84,"201,845","Apr 01, 1952",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 08, 2018","Dec 31, 2018","Dec 12, 2018",,Paperback,view,/book/show/17716.Waiting_for_Godot
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Antigone        (The Theban Plays, #3)",Sophocles,1580493882,9781580493888,1580493882,80        pp,3.67,"153,811",-441,"Nov 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Dec 11, 2018not set","Dec 12, 2018not set","Dec 12, 2018",,Paperback,view,/book/show/7728.Antigone
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prometheus Bound,Aeschylus,0195061659,9780195061659,0195061659,144        pp,3.93,"18,752",-480,"Feb 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,3,"Dec 11, 2018not setnot set","Dec 11, 2018not setnot set","Dec 11, 2018",,Paperback,view,/book/show/297593.Prometheus_Bound
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Law,"Bastiat, Frédéric",1933550147,9781933550145,1933550147,61        pp,4.35,"12,913","Nov 14, 1849","Jun 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2018",,Paperback,view,/book/show/1609224.The_Law
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anatomy of the State,"Rothbard, Murray N.",1933550481,9781933550480,1933550481,60        pp,4.20,"5,147",1974,"Jan 08, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2018",,Paperback,view,/book/show/6613404-anatomy-of-the-state
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Семейное счастие,"Tolstoy, Leo",,,,90        pp,3.91,"11,633",1859,"Apr 28, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2018",,Paperback,view,/book/show/5508624
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Somebody Loves You, Mr. Hatch","Spinelli, Eileen",1416912355,9781416912354,1416912355,32        pp,4.50,"1,892",1991,"Jan 10, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 07, 2018",,Paperback,view,/book/show/216047.Somebody_Loves_You_Mr_Hatch
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then There Were None,"Christie, Agatha",0312330871,9780312330873,0312330871,264        pp,4.28,"1,357,906","Nov 06, 1939","May 03, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 11, 2021","Feb 21, 2021","Dec 01, 2018",,Paperback,view,/book/show/16299.And_Then_There_Were_None
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Matilda,"Dahl, Roald",0141301066,9780141301068,0141301066,240        pp,4.34,"950,547","Oct 01, 1988","Jun 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2018",,Paperback,view,/book/show/39988.Matilda
