,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Shan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Test,"Neuvel, Sylvain*",1250312833,9781250312839,1250312833,108        pp,3.83,"21,210","Feb 12, 2019","Mar 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Paperback,view,/book/show/41940388-the-test
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Middlegame        (Alchemical Journeys, #1)","McGuire, Seanan*",1250195527,9781250195524,1250195527,528        pp,4.02,"28,735","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Hardcover,view,/book/show/41893832-middlegame
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Brightness Long Ago,"Kay, Guy Gavriel*",1473692334,9781473692336,1473692334,448        pp,4.18,"7,131","May 14, 2019","May 14, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2019",,Hardcover,view,/book/show/42200939-a-brightness-long-ago
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Ends with Us        (It Ends with Us, #1)","Hoover, Colleen*",,,B0176M3U10,386        pp,4.17,"3,333,919","Aug 02, 2016","Aug 02, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** Holy shit. What a powerful story.Colleen Hoover painted a picture of domestic abuse with nuance and layers and a lot of heart and gr**spoiler alert** Holy shit. What a powerful story.Colleen Hoover painted a picture of domestic abuse with nuance and layers and a lot of heart and grit.“Note from the author” section at the back is worth reading to. it gives even more depth and backstory to how this novel was born. ...more,Notes are private!,0,0,1,"Jan 26, 2019","Jan 26, 2019","Jan 26, 2019",,Kindle Edition,view (with text),/book/show/27362503-it-ends-with-us
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,At the Existentialist Café,"Bakewell, Sarah",0701186585,9780701186586,0701186585,440        pp,4.24,"16,498","Mar 03, 2016","Mar 03, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2019",,Hardcover,view,/book/show/25658482-at-the-existentialist-caf
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",,,B07HJYTRMD,324        pp,4.32,"2,675,149","Dec 07, 2018","Dec 07, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 22, 2019",,Kindle Edition,view,/book/show/41957126-verity
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Normal People,"Rooney, Sally*",0571334644,9780571334643,0571334644,266        pp,3.81,"1,385,675","Aug 28, 2018","Aug 28, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't quite know if I actually love the book or hate it but it affects me deeply and disturbingly.And I give it 4 stars for this reason, though it cI don't quite know if I actually love the book or hate it but it affects me deeply and disturbingly.And I give it 4 stars for this reason, though it could be 5 stars... or 1 star.... or 0 star..! I hate the characters yet I identify with their flaws (or maybe because I identify with their flaws??). I love them too because of it.See, confusing.It is a quick read (thank god) so, at least my sweet suffering was short-lived. The book started sweet then it's depressing then disturbing then unsettling then it became hopeful and ended with more questions than answer.I think people are going to either love it or hate it....more",Notes are private!,0,0,1,"Jan 22, 2019","Jan 22, 2019","Jan 22, 2019",,Hardcover,view (with text),/book/show/37539457-normal-people
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Siege and Storm        (The Shadow and Bone Trilogy, #2)","Bardugo, Leigh*",125004443X,9781250044433,125004443X,435        pp,3.82,"607,396","Jun 04, 2013","Jun 17, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"WELP. This series is not for me. I gave the first one 3 stars hoping this one will improve but turns out this whole romance-infused fantasy thing is nWELP. This series is not for me. I gave the first one 3 stars hoping this one will improve but turns out this whole romance-infused fantasy thing is not my cup of tea. I don't like most of the characters here, not even the heroine. She’s really annoying like Bella Swan from Twilight. Not even Nikolai, who everyone seems to love.Shadow & Bone is so different from Six of Crows duology (which is BRILLIANT). I don't think I will be reading the 3rd book....more",Notes are private!,0,0,1,"Jan 21, 2019","Jan 22, 2019","Jan 21, 2019",,Paperback,view (with text),/book/show/35529904-siege-and-storm
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shadow and Bone        (The Shadow and Bone Trilogy, #1)","Bardugo, Leigh*",,,,358        pp,3.93,"959,405","Jun 05, 2012","Jun 05, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 20, 2019","Jan 21, 2019","Jan 20, 2019",,Hardcover,view,/book/show/10194157-shadow-and-bone
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wait Till I'm Dead: Uncollected Poems,"Ginsberg, Allen",0802124534,9780802124531,0802124534,256        pp,3.78,469,"Feb 02, 2016","Feb 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 20, 2019",,Hardcover,view,/book/show/25785298-wait-till-i-m-dead
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were the Lucky Ones,"Hunter, Georgia*",0399563083,9780399563089,0399563083,403        pp,4.41,"151,525","Feb 14, 2017","Feb 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I didn't realize this was based on the author's real family. What a beautiful story and indeed they were the lucky ones. I didn't realize this was based on the author's real family. What a beautiful story and indeed they were the lucky ones. ...more,Notes are private!,0,0,1,"Jan 20, 2019","Feb 17, 2019","Jan 20, 2019",,Hardcover,view (with text),/book/show/30267929-we-were-the-lucky-ones
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Binding,"Collins, Bridget*",0008272115,9780008272111,0008272115,437        pp,3.87,"76,511","Jan 07, 2019","Jan 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Going in, I didn't have any knowledge about what this book really is about except that it's a novel about ""book binding"" set in old England (around ReGoing in, I didn't have any knowledge about what this book really is about except that it's a novel about ""book binding"" set in old England (around Regency era). So...I was surprised to find that ""book binding"" here isn't really book binding but something else entirely, with magic involved. And that is not a bad thing at all! The book is a slow burn (to those who have read it: don't laugh at this bad pun, please). Part 1 frustrated me to no end..we have no idea why Emmet (the main character and the story is told largely from his POV) is suffering so much and why everyone thinks and behaves the way they are (prejudiced, suspicious, alert, secretive). I almost didn't go through with it but I was already a few hundred pages in and truth be told I was dying to find out. Then the story started to reveal itself layer by layer, halfway through Part 1 the practice of book binding is revealed and Part 2 answered a lot of questions I had through a series of flashbacks -- the shoe dropped in this chapter -- and you will experience something akin to a heartbreak, trust me. Part 3 largely dealt with the aftermath and it climaxes in an explosive event that made me want to get in there and intervene. #protectEmmetI hope there is a sequel to this!  ...more",Notes are private!,0,0,1,"Jan 26, 2019","Jan 27, 2019","Jan 20, 2019",,Hardcover,view (with text),/book/show/39964740-the-binding
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crooked Kingdom        (Six of Crows, #2)","Bardugo, Leigh*",,,B0117K9N3Q,561        pp,4.60,"638,644","Sep 27, 2016","Sep 27, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 17, 2019","Jan 20, 2019","Jan 17, 2019",,Kindle Edition,view,/book/show/22299763-crooked-kingdom
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Snow Child,"Ivey, Eowyn*",0316175676,9780316175678,0316175676,386        pp,4.00,"148,755","Feb 01, 2012","Feb 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2019",,Hardcover,view,/book/show/11250053-the-snow-child
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To The Bright Edge of the World,"Ivey, Eowyn*",0316242853,9780316242851,0316242853,417        pp,4.13,"20,722","Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2019",,Hardcover,view,/book/show/27917957-to-the-bright-edge-of-the-world
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Stars, the Snow, the Fire: Twenty-Five Years in the Alaska Wilderness","Haines, John Meade",155597306X,9781555973063,155597306X,162        pp,4.14,270,1977,"Mar 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2019",,Paperback,view,/book/show/904630.The_Stars_the_Snow_the_Fire
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stoner,"Williams, John",1590171993,9781590171998,1590171993,288        pp,4.33,"166,232",1965,"Jun 20, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2019",,Paperback,view,/book/show/166997.Stoner
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vicious        (Villains, #1)","Schwab, V.E.*",,,B00CQY7WBI,366        pp,4.21,"242,216","Sep 24, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2019",,Kindle Edition,view,/book/show/40874032-vicious
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Luck of the Draw        (Chance of a Lifetime, #2)","Clayborn, Kate*",,,,245        pp,4.03,"7,571","Apr 24, 2018","Apr 24, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2019","Jan 14, 2019","Jan 14, 2019",,Kindle Edition,view,/book/show/36105094-luck-of-the-draw
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,From the Ruins of Empire: The Revolt Against the West and the Remaking of Asia,"Mishra, Pankaj",0241954665,9780241954669,0241954665,368        pp,3.96,"2,380","Jan 01, 2012","Jan 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/21082014-from-the-ruins-of-empire
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reaching Down the Rabbit Hole: Extraordinary Journeys into the Human Brain,"Ropper, Allan H.*",1782395504,9781782395508,1782395504,263        pp,3.98,"5,182","Sep 30, 2014","Jan 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/28493681-reaching-down-the-rabbit-hole
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Thinking Clearly,"Dobelli, Rolf",1444798286,9781444798289,1444798286,326        pp,3.85,"35,350",2011,2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/25967776-the-art-of-thinking-clearly
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Restless Creatures: The Story of Life in Ten Movements,"Wilkinson, Matt",1785781154,9781785781155,1785781154,352        pp,3.74,104,"Sep 21, 2015","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/35007724-restless-creatures
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Science Magpie: Fascinating facts, stories, poems, diagrams and jokes plucked from science","Flynn, Simon",1848315996,9781848315990,1848315996,288        pp,3.57,376,"Oct 04, 2012","Sep 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/17465584-the-science-magpie
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Proust and the Squid: The Story and Science of the Reading Brain,"Wolf, Maryanne",1848310307,9781848310308,1848310307,310        pp,3.84,"7,317",2007,2008,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/5664992-proust-and-the-squid
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night School,"Wiseman, Richard",1447248406,9781447248408,1447248406,352        pp,3.88,"1,225","Mar 27, 2013","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Hardcover,view,/book/show/21354477-night-school
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Chesil Beach,"McEwan, Ian*",0307386171,9780307386175,0307386171,203        pp,3.61,"93,502","Apr 05, 2007","Jun 10, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2017,Jan 2017,"Jan 13, 2019",,Paperback,view,/book/show/1912028.On_Chesil_Beach
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hooked: How to Build Habit-Forming Products,"Eyal, Nir*",1591847788,9781591847786,1591847788,256        pp,4.11,"43,636","Dec 25, 2013","Nov 04, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2019",,Hardcover,view,/book/show/22668729-hooked
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barça: The Making of the Greatest Team in the World,"Hunter, Graham",0956497128,9780956497123,0956497128,478        pp,4.15,"1,928","Jan 01, 2012","Feb 13, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/13077982-bar-a
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Two Years Eight Months and Twenty-Eight Nights,"Rushdie, Salman",081299891X,9780812998917,081299891X,304        pp,3.38,"13,357","Sep 08, 2015","Sep 08, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Hardcover,view,/book/show/24292310-two-years-eight-months-and-twenty-eight-nights
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By Nightfall,"Cunningham, Michael*",0374299080,9780374299088,0374299080,238        pp,3.44,"10,307","Sep 28, 2010","Sep 28, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Hardcover,view,/book/show/8100015-by-nightfall
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Without Men,"Hustvedt, Siri",0312570600,9780312570606,0312570600,182        pp,3.45,"11,769",2011,"Apr 26, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/10223697-the-summer-without-men
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Etta and Otto and Russell and James,"Hooper, Emma*",0241003326,9780241003329,0241003326,277        pp,3.66,"12,311","Jan 29, 2015","Jan 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Hardcover,view,/book/show/23249706-etta-and-otto-and-russell-and-james
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in Cabin 10,"Ware, Ruth*",1501151770,9781501151774,1501151770,352        pp,3.74,"617,216","Jun 30, 2016","Jan 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/32489449-the-woman-in-cabin-10
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",1786070154,9781786070159,1786070154,289        pp,3.75,"68,720","Mar 03, 2015","May 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/28923995-the-sellout
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Salvation of a Saint        (Detective Galileo, #2)","Higashino, Keigo",1250036275,9781250036278,1250036275,336        pp,4.00,"21,106",Oct 2008,"Sep 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/20613461-salvation-of-a-saint
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Identical [Paperback] [May 22, 2014] Scott Turow","Turow, Scott*",1447244834,9781447244837,1447244834,402        pp,3.50,"10,056","Oct 15, 2013","Jan 01, 1851",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/25088964-identical-paperback-may-22-2014-scott-turow
97,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quicksand,"MAL, PERSSON GIOLITO",1471160351,9781471160356,1471160351,416        pp,3.75,"14,829",2016,"Jun 01, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/40682801-quicksand
98,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Was Lost,"O'Flynn, Catherine*",0955647649,9780955647642,0955647649,242        pp,3.48,"5,879",Jan 2007,"Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/5290723-what-was-lost
99,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heroes of the Frontier,"Eggers, Dave",052543433X,9780525434337,052543433X,385        pp,3.44,"13,674","Jul 26, 2016","Apr 04, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/41159282-heroes-of-the-frontier
100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",1447286197,9781447286196,B01D1PGY7S,259        pp,3.86,"92,600","Jun 03, 2014","Jan 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/26023904-euphoria
101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories: All-New Tales,"Gaiman, Neil*",0061230936,9780061230936,0061230936,448        pp,3.71,"6,832","Jun 15, 2010","Jun 21, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/9824692-stories
102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Readymade Thief,"Rose, Augustus*",0525505563,9780525505563,0525505563,374        pp,3.34,"2,274","Aug 01, 2017","Jun 19, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/40794317-the-readymade-thief
103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Burning Bright        (Peter Ash, #2)","Petrie, Nicholas",1788542495,9781788542494,1788542495,384        pp,4.16,"7,950","Jan 10, 2017",Feb 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 13, 2019",,Paperback,view,/book/show/36262357-burning-bright
104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",125009528X,9781250095282,125009528X,354        pp,4.17,"272,500","Apr 11, 2017","Apr 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2019","Jan 10, 2019","Jan 12, 2019",,Hardcover,view,/book/show/30319086-if-we-were-villains
105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Six of Crows        (Six of Crows, #1)","Bardugo, Leigh*",,,1627792120,465        pp,4.49,"947,579","Sep 29, 2015","Sep 29, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2019","Jan 17, 2019","Jan 11, 2019",,Hardcover,view,/book/show/23437156-six-of-crows
106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go the Fuck to Sleep,"Mansbach, Adam*",1617750255,9781617750250,1617750255,64        pp,4.27,"88,786","Jun 14, 2011","Jun 14, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2019",,Hardcover,view,/book/show/11192642-go-the-fuck-to-sleep
107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,314","Oct 08, 2015","Feb 03, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2019",,Hardcover,view,/book/show/21853621-the-nightingale
108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Room,"Donoghue, Emma*",,,,321        pp,4.08,"803,875","Aug 20, 2010",Sep 2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2019",,Hardcover,view,/book/show/7937843-room
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor & Park,"Rowell, Rainbow*",1250012570,9781250012579,1250012570,328        pp,3.94,"1,171,408","Apr 12, 2012","Feb 26, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 08, 2019",,Hardcover,view,/book/show/15745753-eleanor-park
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"742,039","Sep 16, 1992","Sep 11, 1992",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 10, 2019","Jan 11, 2019","Jan 08, 2019",,Paperback,view,/book/show/29044.The_Secret_History
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Allegiant        (Divergent, #3)","Roth, Veronica*",006202406X,9780062024060,,526        pp,3.60,"1,052,920","Oct 22, 2013","Oct 22, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2013,not set,"Jan 07, 2019",,Hardcover,view,/book/show/17383918-allegiant
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Queen        (Red Queen, #1)","Aveyard, Victoria*",,,0062310631,388        pp,4.00,"1,009,392","Feb 10, 2015","Feb 10, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2017,not set,"Jan 07, 2019",,Hardcover,view,/book/show/22328546-red-queen
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Underground Railroad,"Whitehead, Colson*",0385542364,9780385542364,0385542364,320        pp,4.06,"401,204","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2019",,Hardcover,view,/book/show/30555488-the-underground-railroad
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before We Were Yours,"Wingate, Lisa*",0425284689,9780425284681,0425284689,342        pp,4.40,"606,957","Jun 06, 2017","Jun 06, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2019",,Hardcover,view,/book/show/32148570-before-we-were-yours
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Water,"Hawkins, Paula*",0735211205,9780735211209,0735211205,386        pp,3.59,"388,707","May 02, 2017","May 02, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jan 2018,not set,"Jan 07, 2019",,Hardcover,view,/book/show/33151805-into-the-water
